--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,,Performance,,,,,,,,,,,,,-additional
464,Andrea Ranocchia,it ITA,DF,Inter,27,1988,2.4,0,0,,6,,,,,,,,,Matches,539230cf
465,Ante Rebić,hr CRO,MFFW,Hellas Verona,21,1993,6.3,2,1,1,23,,,,,,,,,Matches,536cebe5
466,Ante Rebić,hr CRO,FWMF,Fiorentina,21,1993,2.5,2,0,,11,,,,,,,,,Matches,536cebe5
467,Vasco Regini,it ITA,DF,Sampdoria,24,1990,13.4,2,0,,18,,,,,,,,,Matches,339c6ed4
468,Vasco Regini,it ITA,DF,Napoli,24,1990,0.2,0,0,,20,,,,,,,,,Matches,339c6ed4
469,Pepe Reina,es ESP,GK,Napoli,32,1982,37.0,1,0,,0,,,,,,,,,Matches,e358587b
470,Luca Rigoni,it ITA,MF,Genoa,30,1984,13.3,4,0,,12,,,,,,,,,Matches,4dba2a97
471,Luca Rigoni,it ITA,MF,Palermo,30,1984,7.7,2,1,1,34,,,,,,,,,Matches,4dba2a97
472,Nicola Rigoni,it ITA,MF,Chievo,24,1990,22.1,7,0,,30,,,,,,,,,Matches,e327bd76
473,Tomás Rincón,ve VEN,MF,Genoa,27,1988,32.5,9,0,,72,,,,,,,,,Matches,f1cfc209
474,Andrea Rispoli,it ITA,MF,Palermo,26,1988,15.8,3,0,,20,,,,,,,,,Matches,39ee6cb6
475,Luca Rizzo,it ITA,FWMF,Bologna,23,1992,16.1,4,1,1,30,,,,,,,,,Matches,a3e4b724
476,Michele Rocca,it ITA,MF,Sampdoria,19,1996,0.3,0,0,,0,,,,,,,,,Matches,93a5f02f
477,Alejandro Rodríguez,es ESP,FW,Sampdoria,24,1991,0.5,0,0,,1,,,,,,,,,Matches,7602ddf6
478,Gonzalo Rodríguez,ar ARG,DF,Fiorentina,31,1984,34.9,7,0,,34,,,,,,,,,Matches,46e6fea3
479,Alessio Romagnoli,it ITA,DF,Milan,20,1995,32.7,10,1,1,46,,,,,,,,,Matches,3ead85f9
480,Simone Romagnoli,it ITA,DF,Carpi,25,1990,29.3,5,0,,20,,,,,,,,,Matches,09899de8
481,Rômulo,it ITA,DFMF,Hellas Verona,28,1987,3.0,0,0,,7,,,,,,,,,Matches,07abb358
482,Facundo Roncaglia,ar ARG,DF,Fiorentina,28,1987,27.1,9,0,,48,,,,,,,,,Matches,51e3954c
483,Marten de Roon,nl NED,MF,Atalanta,24,1991,34.3,11,1,1,77,,,,,,,,,Matches,2a1beb34
484,Aleandro Rosi,it ITA,DF,Frosinone,28,1987,24.2,6,0,,65,,,,,,,,,Matches,1b729ba2
485,Luca Rossettini,it ITA,DF,Bologna,30,1985,28.2,5,0,,44,,,,,,,,,Matches,47a500ae
486,Giuseppe Rossi,it ITA,FWMF,Fiorentina,28,1987,4.1,1,0,,6,,,,,,,,,Matches,fe48a073
487,Antonio Rüdiger,de GER,DF,Roma,22,1993,29.3,4,0,,37,,,,,,,,,Matches,18b896d6
488,Daniele Rugani,it ITA,DF,Juventus,21,1994,13.0,2,0,,15,,,,,,,,,Matches,14b8fcdf
489,Mário Rui,pt POR,DF,Empoli,24,1991,36.0,8,1,1,37,,,,,,,,,Matches,0b5a292a
490,Adriano Russo,it ITA,DF,Frosinone,28,1987,9.8,2,0,,7,,,,,,,,,Matches,3ace4299
491,Stefano Sabelli,it ITA,MFDF,Carpi,22,1993,6.2,1,0,,1,,,,,,,,,Matches,0ccac09c
492,Umar Sadiq,ng NGA,MFFW,Roma,18,1997,2.1,0,0,,7,,,,,,,,,Matches,686cbe7d
493,Jacopo Sala,it ITA,MFDF,Sampdoria,23,1991,2.2,2,0,,6,,,,,,,,,Matches,da5a981b
494,Jacopo Sala,it ITA,MFDF,Hellas Verona,23,1991,16.4,6,0,,24,,,,,,,,,Matches,da5a981b
495,Mohamed Salah,eg EGY,FWMF,Roma,23,1992,30.3,3,1,1,22,,,,,,,,,Matches,e342ad68
496,Paolo Sammarco,it ITA,MF,Frosinone,32,1983,25.8,7,0,,34,,,,,,,,,Matches,3c1e4e84
497,Alex Sandro,br BRA,MFDF,Juventus,24,1991,16.7,7,1,1,32,,,,,,,,,Matches,0d82903c
498,Nicola Sansone,it ITA,FW,Sassuolo,23,1991,28.2,8,0,,50,,,,,,,,,Matches,7eb97a8e
499,Davide Santon,it ITA,DF,Inter,24,1991,10.8,1,0,,18,,,,,,,,,Matches,88c89891
500,Samir Santos,br BRA,DF,Hellas Verona,20,1994,3.0,1,0,,1,,,,,,,,,Matches,92b4758e
501,Riccardo Saponara,it ITA,MFFW,Empoli,23,1991,29.2,6,1,,40,,,,,,,,,Matches,3bb7af3b
502,Gennaro Sardo,it ITA,DF,Chievo,36,1979,3.7,3,0,,7,,,,,,,,,Matches,efffc3d5
503,Andrea Seculin,it ITA,GK,Chievo,25,1990,3.0,0,0,,0,,,,,,,,,Matches,c4f573f4
504,Stephan El Shaarawy,it ITA,FWMF,Roma,22,1992,13.2,0,0,,11,,,,,,,,,Matches,d3aaad90
505,Franco Signorelli,ve VEN,MF,Empoli,24,1991,0.4,0,0,,2,,,,,,,,,Matches,9f1f4ae9
506,Luca Siligardi,it ITA,MFFW,Hellas Verona,27,1988,15.6,1,0,,19,,,,,,,,,Matches,1cac99dc
507,Gabriel Silva,br BRA,MF,Genoa,24,1991,8.5,0,0,,12,,,,,,,,,Matches,4914ed4a
508,Gabriel Silva,br BRA,MFDF,Carpi,24,1991,14.2,4,0,,20,,,,,,,,,Matches,4914ed4a
509,Gastón Silva,uy URU,MFDF,Torino,21,1994,9.9,3,0,,13,,,,,,,,,Matches,47d493c3
510,Matías Silvestre,ar ARG,DF,Sampdoria,30,1984,21.9,7,0,,28,,,,,,,,,Matches,b6ca47a2
511,Maicon Sisenando,br BRA,DF,Roma,34,1981,11.2,2,1,,11,,,,,,,,,Matches,fbc5d136
512,Łukasz Skorupski,pl POL,GK,Empoli,24,1991,31.0,2,0,,0,,,,,,,,,Matches,ab4449d6
513,Milan Škriniar,sk SVK,DF,Sampdoria,20,1995,1.2,1,1,,3,,,,,,,,,Matches,30f5ffa9
514,Danilo Soddimo,it ITA,MFFW,Frosinone,27,1987,19.9,11,1,1,39,,,,,,,,,Matches,098139eb
515,Roberto Soriano,it ITA,MF,Sampdoria,24,1991,31.3,7,0,,58,,,,,,,,,Matches,9d4c45d6
516,Stefano Sorrentino,it ITA,GK,Palermo,36,1979,34.4,1,0,,0,,,,,,,,,Matches,048877f5
517,Samuel Souprayen,fr FRA,DF,Hellas Verona,26,1989,17.6,5,1,,28,,,,,,,,,Matches,f7c9fcd6
518,Nicolás Spolli,ar ARG,DFMF,Carpi,32,1983,3.6,2,0,,4,,,,,,,,,Matches,9a560ebe
519,Nicolás Spolli,ar ARG,DF,Chievo,32,1983,8.6,5,1,1,27,,,,,,,,,Matches,9a560ebe
520,Marco Sportiello,it ITA,GK,Atalanta,23,1992,36.0,2,0,,0,,,,,,,,,Matches,ac4003af
521,Guglielmo Stendardo,it ITA,DF,Atalanta,34,1981,12.4,5,1,1,16,,,,,,,,,Matches,333a9ae7
522,Ivan Strinić,hr CRO,DF,Napoli,28,1987,2.8,0,0,,3,,,,,,,,,Matches,52e2ef8f
523,Kevin Strootman,nl NED,MF,Roma,25,1990,2.1,1,0,,6,,,,,,,,,Matches,ef2e5e1a
524,Aljaž Struna,si SVN,DF,Palermo,24,1990,20.4,12,1,1,43,,,,,,,,,Matches,b82c2982
525,Stefano Sturaro,it ITA,MF,Juventus,22,1993,11.4,6,0,,30,,,,,,,,,Matches,2334478a
526,Emanuele Suagher,it ITA,DF,Carpi,22,1992,8.0,8,0,,15,,,,,,,,,Matches,976a9181
527,Mario Suárez,es ESP,MF,Fiorentina,28,1987,5.1,3,0,,8,,,,,,,,,Matches,7106f0a0
528,Suso,es ESP,FW,Genoa,21,1993,13.0,4,0,,12,,,,,,,,,Matches,4e219ad2
529,Suso,es ESP,MF,Milan,21,1993,0.6,0,0,,1,,,,,,,,,Matches,4e219ad2
530,Wojciech Szczęsny,pl POL,GK,Roma,25,1990,34.0,1,0,,0,,,,,,,,,Matches,01b8a2b2
531,Aaron Tabacchi,it ITA,FW,Bologna,17,1998,0.1,0,0,,0,,,,,,,,,Matches,58eebf14
532,Panagiotis Tachtsidis,gr GRE,MF,Genoa,24,1991,9.3,3,0,,22,,,,,,,,,Matches,e26bd2f4
533,Saphir Taïder,dz ALG,MF,Bologna,23,1992,23.4,4,0,,34,,,,,,,,,Matches,a12d0c05
534,Ciprian Tătărușanu,ro ROU,GK,Fiorentina,29,1986,36.8,2,0,,0,,,,,,,,,Matches,b056e3da
535,Alex Telles,br BRA,DF,Inter,22,1992,17.5,7,1,1,28,,,,,,,,,Matches,e73c9bb2
536,Cristian Tello,es ESP,MF,Fiorentina,23,1991,11.9,1,0,,3,,,,,,,,,Matches,72a99e38
537,Emanuele Terranova,it ITA,DF,Sassuolo,28,1987,3.7,1,0,,4,,,,,,,,,Matches,8d408687
538,Cyril Théréau,fr FRA,FW,Udinese,32,1983,32.2,2,1,,28,,,,,,,,,Matches,4d3ab428
539,Rafael Tolói,it ITA,DF,Atalanta,24,1990,21.1,8,1,1,34,,,,,,,,,Matches,c56dc39e
540,Nenad Tomović,rs SRB,DF,Fiorentina,27,1987,18.6,5,0,,31,,,,,,,,,Matches,6aafdc27
541,Lorenzo Tonelli,it ITA,DF,Empoli,25,1990,25.4,10,1,1,28,,,,,,,,,Matches,8cc29864
542,Aleksandar Tonev,bg BUL,MFFW,Frosinone,25,1990,12.1,2,0,,13,,,,,,,,,Matches,c15d1af9
543,Luca Toni,it ITA,FW,Hellas Verona,38,1977,19.7,3,0,,43,,,,,,,,,Matches,dd74033b
544,Vasilis Torosidis,gr GRE,DF,Roma,30,1985,6.4,2,0,,15,,,,,,,,,Matches,8ea2c099
545,Francesco Totti,it ITA,MFFW,Roma,38,1976,4.4,3,0,,6,,,,,,,,,Matches,ed75b6c7
546,Aleksandar Trajkovski,mk MKD,FWMF,Palermo,22,1992,18.4,2,0,,33,,,,,,,,,Matches,84bba8b6
547,Marcello Trotta,it ITA,FW,Sassuolo,22,1992,2.2,0,0,,4,,,,,,,,,Matches,acdad0aa
548,Marco Tumminello,it ITA,FW,Roma,16,1998,0.0,0,0,,1,,,,,,,,,Matches,5bdd44d8
549,Salih Uçan,tr TUR,MF,Roma,21,1994,0.5,0,0,,1,,,,,,,,,Matches,fe154b26
550,William Vainqueur,fr FRA,MF,Roma,26,1988,6.7,3,0,,22,,,,,,,,,Matches,92cd4bef
551,Mirko Valdifiori,it ITA,MF,Napoli,29,1986,5.0,3,0,,11,,,,,,,,,Matches,c710f7d5
552,Borja Valero,es ESP,MF,Fiorentina,30,1985,34.4,5,0,,31,,,,,,,,,Matches,0e21fc3c
553,Franco Vázquez,ar ARG,FWMF,Palermo,26,1989,35.3,11,0,,121,,,,,,,,,Matches,467bae22
554,Matías Vecino,uy URU,MF,Fiorentina,23,1991,26.6,8,0,,50,,,,,,,,,Matches,44ac04e9
555,Daniele Verde,it ITA,FW,Frosinone,19,1996,1.5,0,0,,1,,,,,,,,,Matches,d3298c99
556,Simone Verdi,it ITA,FWMF,Carpi,23,1992,3.0,1,0,,5,,,,,,,,,Matches,0375723e
557,Joan Verdú,es ESP,MF,Fiorentina,32,1983,2.1,0,0,,3,,,,,,,,,Matches,61508522
558,Roberto Vitiello,it ITA,DF,Palermo,32,1983,7.8,3,1,,11,,,,,,,,,Matches,f918e2fb
559,Giuseppe Vives,it ITA,MF,Torino,35,1980,28.3,11,1,1,55,,,,,,,,,Matches,095867aa
560,Federico Viviani,it ITA,MF,Hellas Verona,23,1992,17.7,5,1,,30,,,,,,,,,Matches,2258c078
561,Emiliano Viviano,it ITA,GK,Sampdoria,29,1985,37.0,2,0,,0,,,,,,,,,Matches,03760df0
562,Stefan de Vrij,nl NED,DF,Lazio,23,1992,2.0,0,0,,3,,,,,,,,,Matches,d0d8dd44
563,Šime Vrsaljko,hr CRO,DF,Sassuolo,23,1992,34.0,10,1,1,58,,,,,,,,,Matches,46a8347f
564,Molla Wagué,ml MLI,DF,Udinese,24,1991,18.8,6,1,,31,,,,,,,,,Matches,a440d8ca
565,Silvan Widmer,ch SUI,MF,Udinese,22,1993,21.2,4,0,,33,,,,,,,,,Matches,f68b64fc
566,Kamil Wilczek,pl POL,FW,Carpi,27,1988,1.3,0,0,,3,,,,,,,,,Matches,8513b4e6
567,Paweł Wszołek,pl POL,MF,Hellas Verona,23,1992,20.0,4,1,,44,,,,,,,,,Matches,21b03d15
568,Paweł Wszołek,pl POL,DFMF,Sampdoria,23,1992,0.1,0,0,,0,,,,,,,,,Matches,21b03d15
569,Mattia Zaccagni,it ITA,FWMF,Hellas Verona,20,1995,0.6,0,0,,1,,,,,,,,,Matches,d85c238b
570,Cristian Zaccardo,it ITA,DF,Carpi,33,1981,26.7,4,0,,24,,,,,,,,,Matches,ae2a7988
571,Marco Zambelli,it ITA,DF,Empoli,29,1985,13.9,3,0,,13,,,,,,,,,Matches,c09136a3
572,Cristián Zapata,co COL,DF,Milan,28,1986,14.8,4,0,,19,,,,,,,,,Matches,b1deecf8
573,Duván Zapata,co COL,FW,Udinese,24,1991,16.9,6,0,,43,,,,,,,,,Matches,d3de9af0
574,Davide Zappacosta,it ITA,MF,Torino,23,1992,14.1,3,0,,28,,,,,,,,,Matches,7fe90ccd
575,Massimo Zappino,br BRA,GK,Frosinone,34,1981,3.7,0,0,,0,,,,,,,,,Matches,03d5e282
576,Mauro Zárate,ar ARG,MFFW,Fiorentina,28,1987,7.8,2,1,,21,,,,,,,,,Matches,cc18ff4c
577,Simone Zaza,it ITA,FW,Juventus,24,1991,7.5,6,1,,27,,,,,,,,,Matches,9592289a
578,Piotr Zieliński,pl POL,MF,Empoli,21,1994,33.6,7,1,1,36,,,,,,,,,Matches,a5296e55
579,Franco Zuculini,ar ARG,MF,Bologna,24,1990,0.2,0,0,,1,,,,,,,,,Matches,9c31bb89
580,Ervin Zukanović,ba BIH,DF,Sampdoria,28,1987,14.8,5,1,,16,,,,,,,,,Matches,1253a12e
581,Ervin Zukanović,ba BIH,DF,Roma,28,1987,5.8,2,0,,5,,,,,,,,,Matches,1253a12e
582,Juan Zúñiga,co COL,MFFW,Bologna,29,1985,5.0,0,0,,2,,,,,,,,,Matches,06b34f37
583,Filip Đorđević,rs SRB,FW,Lazio,27,1987,14.4,1,1,,22,,,,,,,,,Matches,dfb933e0
584,Uroš Đurđević,me MNE,FW,Palermo,21,1994,5.3,2,0,,13,,,,,,,,,Matches,d49b243a


Provided by <a href="https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">FBref.com</a>: <a href="https://fbref.com/en/comps/11/2015-2016/misc/2015-2016-Serie-A-M-Stats?sr&utm_source=direct&utm_medium=Share&utm_campaign=ShareTool#stats_misc">View Original Table</a><br>Generated 8/25/2026.
