--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,Playing Time,,,,,Starts,,,Subs,,,Team Success,,,,,,,-additional
172,Andrea Costa,it ITA,DF,Empoli,29,1986,24,2081,87,60.8,23.1,23,,23,1,,5,1.46,22,20,+2,+0.09,+0.83,Matches,f5e9a8bd
173,Filippo Costa,it ITA,DFMF,Chievo,20,1995,6,134,22,3.9,1.5,0,,0,6,,11,1.33,2,1,+1,+0.67,+0.75,Matches,00528660
174,Angelo da Costa Júnior,br BRA,GK,Bologna,31,1983,5,450,90,13.2,5.0,5,,5,0,,32,1.40,4,4,0,0.00,+0.36,Matches,18736214
175,Tino Costa,ar ARG,MF,Fiorentina,30,1985,7,289,41,8.5,3.2,3,,1,4,,9,1.71,5,5,0,0.00,-0.52,Matches,8f747a86
176,Tino Costa,ar ARG,MF,Genoa,30,1985,12,925,77,27.0,10.3,12,,6,0,,0,1.00,11,12,-1,-0.10,-0.03,Matches,8f747a86
177,Marco Crimi,it ITA,MF,Bologna,25,1990,1,44,44,1.3,0.5,1,,0,0,,7,0.00,1,2,-1,-2.05,-1.75,Matches,3872a972
178,Marco Crimi,it ITA,MFFW,Carpi,25,1990,19,970,51,28.4,10.8,10,,5,9,,1,1.42,10,12,-2,-0.19,+0.48,Matches,3872a972
179,Lorenzo Crisetig,it ITA,MF,Bologna,22,1993,5,355,71,10.4,3.9,4,,2,1,,29,0.80,3,6,-3,-0.76,-0.50,Matches,f54dfca8
180,Bryan Cristante,it ITA,MF,Palermo,20,1995,4,94,24,2.7,1.0,1,,0,3,,15,1.25,0,2,-2,-1.91,-1.24,Matches,16657b95
181,Roberto Crivello,it ITA,DF,Frosinone,23,1991,17,1439,85,42.1,16.0,16,,15,1,,19,1.06,19,33,-14,-0.88,+0.35,Matches,1e092d9c
182,Daniele Croce,it ITA,MF,Empoli,32,1982,28,1789,64,52.3,19.9,19,,12,9,,0,1.11,18,24,-6,-0.30,-0.14,Matches,e931f5da
183,Juan Cuadrado,co COL,MFFW,Juventus,27,1988,28,1724,62,50.4,19.2,16,,12,12,,9,2.29,33,10,+23,+1.20,-0.50,Matches,0ab1f153
184,Marco D'Alessandro,it ITA,FWMF,Atalanta,24,1991,23,1152,50,33.7,12.8,11,,6,12,,15,0.96,11,22,-11,-0.86,-1.06,Matches,060606ec
185,Danilo D'Ambrosio,it ITA,DFMF,Inter,26,1988,20,1616,81,47.3,18.0,18,,16,2,,15,1.75,22,18,+4,+0.22,-0.18,Matches,44eb9093
186,Christian D'Urso,it ITA,MF,Roma,18,1997,0,,,,,0,,0,0,,4,,,,,,,Matches,d63d2daf
187,Dario Dainelli,it ITA,DF,Chievo,36,1979,18,1378,77,40.3,15.3,15,,13,3,,10,1.33,15,22,-7,-0.46,-0.68,Matches,3858e611
188,Felipe dal Belo,br BRA,DF,Udinese,31,1984,26,2139,82,62.5,23.8,26,,18,0,,7,1.08,24,35,-11,-0.46,+0.52,Matches,8cea6319
189,Filippo Damian,it ITA,MF,Chievo,19,1996,0,,,,,0,,0,0,,6,,,,,,,Matches,ca92e4d6
190,Samuele Damiani,it ITA,MF,Empoli,17,1998,0,,,,,0,,0,0,,2,,,,,,,Matches,a5921b7c
191,Fabio Daprelà,ch SUI,DFMF,Carpi,24,1991,2,62,31,1.8,0.7,0,,0,2,,17,0.50,1,1,0,0.00,+0.54,Matches,6bff8a73
192,Fabio Daprelà,ch SUI,MF,Palermo,24,1991,5,154,31,4.5,1.7,1,,0,4,,9,2.00,3,2,+1,+0.58,+1.36,Matches,6bff8a73
193,Sebastien De Maio,fr FRA,DF,Genoa,28,1987,28,2234,80,65.3,24.8,25,,22,3,,7,1.21,28,33,-5,-0.20,-0.35,Matches,952a03fe
194,Daniele De Rossi,it ITA,MFDF,Roma,32,1983,24,1905,79,55.7,21.2,23,,17,1,,6,1.88,42,24,+18,+0.85,-0.58,Matches,532d2690
195,Morgan De Sanctis,it ITA,GK,Roma,38,1977,4,360,90,10.5,4.0,4,,4,0,,34,1.00,8,7,+1,+0.25,-0.96,Matches,83228343
196,Eros De Santis,it ITA,DF,Roma,17,1997,0,,,,,0,,0,0,,1,,,,,,,Matches,685f417d
197,Ivan De Santis,it ITA,DF,Milan,18,1997,0,,,,,0,,0,0,,2,,,,,,,Matches,9773e082
198,Mattia De Sciglio,it ITA,DF,Milan,22,1992,22,1840,84,53.8,20.4,21,,18,1,,16,1.32,27,30,-3,-0.15,-0.66,Matches,ae4e2852
199,Lorenzo De Silvestri,it ITA,MFDF,Sampdoria,27,1988,17,1392,82,40.7,15.5,17,,13,0,,7,1.29,14,16,-2,-0.13,+0.36,Matches,e74f0e59
200,Grégoire Defrel,mq MTQ,FW,Sassuolo,24,1991,33,2050,62,59.9,22.8,24,,11,9,,1,1.64,29,29,0,0.00,-0.59,Matches,854ee61a
201,Fabio Della Giovanna,it ITA,DF,Inter,18,1997,1,10,10,0.3,0.1,0,,0,1,,0,0.00,0,0,0,0.00,-0.32,Matches,40872399
202,Samuel Delli Carri,ch SUI,DF,Genoa,17,1997,0,,,,,0,,0,0,,1,,,,,,,Matches,1238f38f
203,Germán Denis,ar ARG,FW,Atalanta,33,1981,15,974,65,28.5,10.8,12,,7,3,,6,0.87,9,15,-6,-0.55,-0.55,Matches,3b64f69d
204,Fabio Depaoli,it ITA,DFMF,Chievo,18,1997,0,,,,,0,,0,0,,1,,,,,,,Matches,d97f2e8d
205,Kastriot Dermaku,al ALB,DF,Empoli,23,1992,0,,,,,0,,0,0,,2,,,,,,,Matches,2990c466
206,Mattia Destro,it ITA,FW,Bologna,24,1991,27,2132,79,62.3,23.7,25,,19,2,,1,1.33,28,23,+5,+0.21,+1.40,Matches,d7d32194
207,Jacopo Dezi,it ITA,MF,Napoli,23,1992,0,,,,,0,,0,0,,9,,,,,,,Matches,e921b9db
208,Antonio Di Gaudio,it ITA,MFFW,Carpi,25,1989,29,1505,52,44.0,16.7,16,,5,13,,8,1.07,22,22,0,0.00,+0.94,Matches,434b8c73
209,Lorenzo Di Livio,it ITA,MF,Roma,18,1997,1,21,21,0.6,0.2,0,,0,1,,4,1.00,1,1,0,0.00,-1.11,Matches,fa28e7d3
210,Antonio Di Natale,it ITA,FW,Udinese,37,1977,23,1148,50,33.6,12.8,12,,4,11,,6,1.09,14,18,-4,-0.31,+0.52,Matches,45f26945
211,Modibo Diakité,fr FRA,DF,Frosinone,28,1987,18,1620,90,47.4,18.0,18,,18,0,,1,0.83,20,39,-19,-1.06,+0.04,Matches,e5eb4ab4
212,Modibo Diakité,fr FRA,DF,Sampdoria,28,1987,8,651,81,19.0,7.2,7,,7,1,,5,1.13,5,11,-6,-0.83,-0.60,Matches,e5eb4ab4
213,Alessandro Diamanti,it ITA,FWMF,Atalanta,32,1983,16,857,54,25.1,9.5,9,,2,7,,1,1.06,11,13,-2,-0.21,-0.07,Matches,cb5af1af
214,Amadou Diawara,gn GUI,MF,Bologna,18,1997,34,2731,80,79.9,30.3,31,,25,3,,0,1.12,26,36,-10,-0.33,-0.07,Matches,bf309d24
215,Lucas Digne,fr FRA,DF,Roma,22,1993,33,2857,87,83.5,31.7,32,,30,1,,2,2.09,69,33,+36,+1.13,+0.17,Matches,1b84dbe1
216,Federico Dimarco,it ITA,DFMF,Inter,17,1997,0,,,,,0,,0,0,,3,,,,,,,Matches,970b8574
217,Federico Dionisi,it ITA,FW,Frosinone,28,1987,32,2443,76,71.4,27.1,28,,17,4,,2,0.84,30,49,-19,-0.70,+1.33,Matches,a74d2999
218,Assane Dioussé,sn SEN,MF,Empoli,17,1997,15,864,58,25.3,9.6,9,,3,6,,21,1.00,8,15,-7,-0.73,-0.66,Matches,7f622eef
219,Berat Djimsiti,al ALB,DF,Atalanta,22,1993,3,270,90,7.9,3.0,3,,3,0,,8,1.33,4,4,0,0.00,+0.17,Matches,6eee05f1
220,Dodô,br BRA,MFDF,Sampdoria,23,1992,17,1420,84,41.5,15.8,16,,11,1,,1,0.82,15,23,-8,-0.51,-0.28,Matches,99931185
221,Dodô,br BRA,DF,Inter,23,1992,0,,,,,0,,0,0,,4,,,,,,,Matches,99931185
222,Maurizio Domizzi,it ITA,DF,Udinese,35,1980,5,272,54,8.0,3.0,3,,3,2,,17,0.80,3,8,-5,-1.65,-1.08,Matches,822aad0c
223,Antonio Donnarumma,it ITA,GK,Genoa,25,1990,0,,,,,0,,0,0,,19,,,,,,,Matches,a4bd9edd
224,Gianluigi Donnarumma,it ITA,GK,Milan,16,1999,30,2628,88,76.8,29.2,30,,29,0,,8,1.57,40,29,+11,+0.38,+0.94,Matches,08f5afaa
225,Godfred Donsah,gh GHA,MF,Bologna,19,1996,20,1344,67,39.3,14.9,18,,4,2,,9,1.20,14,13,+1,+0.07,+0.63,Matches,384dd218
226,Boukary Dramé,sn SEN,DFMF,Atalanta,30,1985,25,2050,82,59.9,22.8,25,,21,0,,4,1.20,27,30,-3,-0.13,+0.07,Matches,a5cd894b
227,Alfred Duncan,gh GHA,MF,Sassuolo,22,1993,33,2488,75,72.7,27.6,27,,21,6,,3,1.55,33,27,+6,+0.22,-0.07,Matches,528492ea
228,Paulo Dybala,ar ARG,FW,Juventus,21,1993,34,2443,72,71.4,27.1,29,,10,5,,2,2.32,51,15,+36,+1.33,-0.42,Matches,e0921a4f
229,Edin Džeko,ba BIH,FW,Roma,29,1986,31,1959,63,57.3,21.8,21,,15,10,,3,2.03,44,24,+20,+0.92,-0.44,Matches,3bb7f478
230,Blerim Džemaili,ch SUI,MF,Genoa,29,1986,27,1780,66,52.0,19.8,22,,8,5,,2,1.41,26,27,-1,-0.05,+0.06,Matches,756959aa
231,Edenílson,br BRA,MF,Udinese,25,1989,29,2204,76,64.4,24.5,26,,18,3,,9,1.00,20,39,-19,-0.78,-0.33,Matches,4e50f20e
232,Éder,it ITA,FW,Sampdoria,28,1986,19,1639,86,47.9,18.2,19,,14,0,,0,1.00,28,32,-4,-0.22,+0.24,Matches,5a325298
233,Éder,it ITA,FWMF,Inter,28,1986,14,751,54,22.0,8.3,8,,3,6,,3,1.21,12,13,-1,-0.12,-0.56,Matches,5a325298
234,Simone Edera,it ITA,MF,Torino,18,1997,2,7,4,0.2,0.1,0,,0,2,,1,1.50,0,0,0,0.00,+0.08,Matches,8697c095
235,Rodrigo Ely,br BRA,DF,Milan,21,1993,3,172,57,5.0,1.9,2,,1,1,,15,0.00,0,4,-4,-2.09,-2.37,Matches,fd47b4f2
236,Urby Emanuelson,nl NED,MFDF,Hellas Verona,29,1986,11,623,57,18.2,6.9,6,,4,5,,10,1.27,9,12,-3,-0.43,+0.40,Matches,66e83563
237,Martin Erlić,hr CRO,DF,Sassuolo,17,1998,0,,,,,0,,0,0,,3,,,,,,,Matches,0fee6bda
238,Marcelo Estigarribia,py PAR,DFMF,Atalanta,27,1987,4,30,8,0.9,0.3,0,,0,4,,8,1.50,0,0,0,0.00,+0.16,Matches,188a2362
239,Lucas Evangelista,br BRA,MF,Udinese,20,1995,0,,,,,0,,0,0,,4,,,,,,,Matches,5f4ce4b6
240,Patrice Evra,fr FRA,MFDF,Juventus,34,1981,26,2044,79,59.8,22.7,24,,20,2,,9,2.50,41,12,+29,+1.28,-0.42,Matches,51a3caf1
241,Diego Falcinelli,it ITA,FW,Sassuolo,24,1991,26,1117,43,32.7,12.4,11,,3,15,,12,1.58,16,15,+1,+0.08,-0.23,Matches,a39b9ef6
242,Filippo Falco,it ITA,FW,Bologna,23,1992,9,222,25,6.5,2.5,1,,1,8,,11,0.67,1,3,-2,-0.81,-0.53,Matches,e23f56c1
243,Iago Falque,es ESP,FWMF,Roma,25,1990,22,1167,53,34.1,13.0,13,,3,9,,11,1.86,21,11,+10,+0.77,-0.51,Matches,440c84ed
244,Tommaso Fantacci,it ITA,MF,Empoli,18,1997,0,,,,,0,,0,0,,2,,,,,,,Matches,ced778ba
245,Mohamed Fares,dz ALG,DFMF,Hellas Verona,19,1996,11,545,50,15.9,6.1,7,,3,4,,2,0.64,8,10,-2,-0.33,+0.51,Matches,b7a5bc86
246,Alexander Farnerud,se SWE,MF,Torino,31,1984,5,97,19,2.8,1.1,0,,0,5,,12,1.20,1,3,-2,-1.86,-1.83,Matches,93b21179
247,Andrea Favilli,it ITA,FW,Juventus,18,1997,1,1,1,0.0,0.0,0,,0,1,,5,3.00,0,0,0,0.00,-1.45,Matches,44510fde
248,Nicolò Fazzi,it ITA,DFMF,Fiorentina,20,1995,0,,,,,0,,0,0,,1,,,,,,,Matches,82b6415c
249,Matteo Fedele,ch SUI,MF,Carpi,23,1992,8,564,71,16.5,6.3,8,,4,0,,5,0.63,5,11,-6,-0.96,-0.52,Matches,80ab2ca2
250,Housem Ferchichi,it ITA,MF,Palermo,19,1996,0,,,,,0,,0,0,,1,,,,,,,Matches,dc5baa84
251,Bruno Fernandes,pt POR,MFFW,Udinese,20,1994,31,2110,68,61.7,23.4,24,,10,7,,5,0.97,24,36,-12,-0.51,+0.38,Matches,507c7bdf
252,Matías Fernández,cl CHI,MF,Fiorentina,29,1986,22,1079,49,31.5,12.0,11,,6,11,,12,1.64,21,13,+8,+0.67,+0.28,Matches,8a250399
253,Fernando,br BRA,MF,Sampdoria,23,1992,35,2981,85,87.2,33.1,34,,30,1,,0,1.11,44,51,-7,-0.21,+1.02,Matches,34c3ec17
254,Alex Ferrari,it ITA,DF,Bologna,21,1994,21,1258,60,36.8,14.0,13,,10,8,,15,1.00,7,18,-11,-0.79,-0.75,Matches,d0dbca9f
255,Manuel Ferrini,it ITA,DF,Sassuolo,17,1998,0,,,,,0,,0,0,,4,,,,,,,Matches,dc929af7
256,Riccardo Fiamozzi,it ITA,MF,Genoa,22,1993,8,480,60,14.0,5.3,4,,3,4,,8,1.13,8,8,0,0.00,+0.09,Matches,9f9b9269
257,Diogo Figueiras,pt POR,MFDF,Genoa,24,1991,9,546,61,16.0,6.1,7,,2,2,,7,1.00,6,7,-1,-0.16,-0.10,Matches,3e587547
258,Sergio Floccari,it ITA,FW,Bologna,33,1981,18,1120,62,32.7,12.4,10,,9,8,,1,1.06,8,13,-5,-0.40,-0.13,Matches,df301450
259,Sergio Floccari,it ITA,FW,Sassuolo,33,1981,7,436,62,12.7,4.8,5,,1,2,,6,1.71,8,3,+5,+1.03,+0.91,Matches,df301450
260,Alessandro Florenzi,it ITA,DFMF,Roma,24,1991,33,2719,82,79.5,30.2,31,,22,2,,1,1.97,62,32,+30,+0.99,-0.55,Matches,e288d4b3
261,Antonio Floro Flores,it ITA,FWMF,Chievo,32,1983,14,652,47,19.1,7.2,8,,2,6,,1,1.43,9,9,0,0.00,+0.07,Matches,d6846501
262,Antonio Floro Flores,it ITA,FW,Sassuolo,32,1983,14,638,46,18.7,7.1,8,,0,6,,4,1.14,11,10,+1,+0.14,-0.12,Matches,d6846501
263,Leonardo Fontanesi,it ITA,DF,Sassuolo,19,1996,0,,,,,0,,0,0,,15,,,,,,,Matches,d19664fc
264,Federico Franchini,it ITA,MF,Carpi,21,1994,0,,,,,0,,0,0,,1,,,,,,,Matches,2e35113f
265,Alessandro Frara,it ITA,MF,Frosinone,32,1982,20,1162,58,34.0,12.9,14,,6,6,,17,0.95,12,23,-11,-0.85,+0.34,Matches,9ad115ba
266,Remo Freuler,ch SUI,MF,Atalanta,23,1992,6,449,75,13.1,5.0,5,,3,1,,12,1.17,7,7,0,0.00,+0.18,Matches,98d2c2c4
267,Nicolas Frey,fr FRA,DF,Chievo,31,1984,19,1484,78,43.4,16.5,17,,15,2,,11,1.32,23,27,-4,-0.24,-0.34,Matches,6378443d
268,Dominik Furman,pl POL,MF,Hellas Verona,23,1992,1,20,20,0.6,0.2,0,,0,1,,12,0.00,1,0,+1,+4.50,+5.29,Matches,cd39528d
269,Manolo Gabbiadini,it ITA,FW,Napoli,23,1991,23,562,24,16.4,6.2,4,,1,19,,11,1.91,13,7,+6,+0.96,-0.36,Matches,8f866fe8
270,Gabriel,br BRA,GK,Napoli,22,1992,1,90,90,2.6,1.0,1,,1,0,,37,0.00,1,3,-2,-2.00,-3.35,Matches,f93ed0df
271,Roberto Gagliardini,it ITA,MF,Atalanta,21,1994,1,81,81,2.4,0.9,1,,0,0,,10,3.00,2,1,+1,+1.11,+1.30,Matches,ce30bfc8
272,Riccardo Gagliolo,se SWE,DF,Carpi,25,1990,31,2637,85,77.1,29.3,29,,26,2,,4,1.10,33,49,-16,-0.55,-0.09,Matches,173061c0
273,Serge Gakpé,tg TOG,FW,Genoa,28,1987,13,776,60,22.7,8.6,8,,5,5,,3,1.15,10,11,-1,-0.12,-0.05,Matches,cf4053e2
274,Serge Gakpé,tg TOG,FWMF,Atalanta,28,1987,5,78,16,2.3,0.9,0,,0,5,,11,0.40,3,3,0,0.00,+0.16,Matches,cf4053e2
275,Alessandro Gamberini,it ITA,DF,Chievo,33,1981,22,1809,82,52.9,20.1,22,,17,0,,4,1.18,20,20,0,0.00,+0.11,Matches,8ec95452
276,Matteo Gasperoni,it ITA,MF,Atalanta,16,1998,0,,,,,0,,0,0,,2,,,,,,,Matches,dd4dd5c5
277,Daniele Gastaldello,it ITA,DF,Bologna,32,1983,26,2197,85,64.2,24.4,26,,21,0,,6,1.42,28,22,+6,+0.25,+1.57,Matches,13f89eaa
278,Alessandro Gazzi,it ITA,MF,Torino,32,1983,15,967,64,28.3,10.7,11,,8,4,,12,1.27,12,16,-4,-0.37,-0.41,Matches,63d2a792
279,Marcello Gazzola,it ITA,DF,Sassuolo,30,1985,9,480,53,14.0,5.3,4,,4,5,,21,2.00,7,6,+1,+0.19,-0.06,Matches,93390969
280,Santiago Gentiletti,ar ARG,DF,Lazio,30,1985,19,1710,90,50.0,19.0,19,,19,0,,8,1.37,26,28,-2,-0.11,-0.21,Matches,4ac07e1b
281,Luca Germoni,it ITA,DF,Lazio,17,1997,0,,,,,0,,0,0,,2,,,,,,,Matches,5ce2bd9a
282,Gervinho,ci CIV,FWMF,Roma,28,1987,14,1086,78,31.8,12.1,13,,7,1,,2,2.00,29,11,+18,+1.49,+0.57,Matches,e468c053
283,Paolo Ghiglione,it ITA,DFMF,Genoa,18,1997,0,,,,,0,,0,0,,5,,,,,,,Matches,71dc23da
284,Faouzi Ghoulam,dz ALG,DF,Napoli,24,1991,34,2918,86,85.3,32.4,32,,30,2,,3,2.21,67,22,+45,+1.39,+0.85,Matches,c5adc293
285,Emanuele Giaccherini,it ITA,FWMF,Bologna,30,1985,28,2174,78,63.6,24.2,27,,17,1,,1,1.14,21,19,+2,+0.08,+1.09,Matches,1c50f354
286,Alessandro Giacomel,it ITA,GK,Empoli,17,1998,0,,,,,0,,0,0,,3,,,,,,,Matches,3a7960e6
287,Alberto Gilardino,it ITA,FW,Palermo,33,1982,33,2350,71,68.7,26.1,26,,13,7,,4,0.94,27,41,-14,-0.54,+0.56,Matches,45aa5d13
288,Gilberto,br BRA,DFMF,Hellas Verona,22,1993,5,183,37,5.4,2.0,0,,0,5,,9,1.40,3,6,-3,-1.48,-0.75,Matches,1338e42b
289,Gilberto,br BRA,MF,Fiorentina,22,1993,5,282,56,8.2,3.1,3,,2,2,,12,2.40,6,2,+4,+1.28,+0.88,Matches,1338e42b
290,Federico Gino,uy URU,DFMF,Carpi,22,1993,0,,,,,0,,0,0,,10,,,,,,,Matches,2c9a3484
291,Luigi Giorgi,it ITA,MF,Atalanta,28,1987,1,14,14,0.4,0.2,0,,0,1,,1,3.00,0,0,0,0.00,+0.16,Matches,c2aa89f5
292,Kamil Glik,pl POL,DF,Torino,27,1988,33,2970,90,86.8,33.0,33,,33,0,,3,1.15,44,50,-6,-0.18,-0.78,Matches,c6056d58
293,Eddy Gnahoré,fr FRA,MF,Carpi,21,1993,0,,,,,0,,0,0,,5,,,,,,,Matches,a0434482
294,Assane Gnoukouri,ci CIV,MF,Inter,18,1996,2,57,29,1.7,0.6,1,,0,1,,34,3.00,0,1,-1,-1.58,-1.93,Matches,2e2e72d5
295,Massimo Gobbi,it ITA,DF,Chievo,34,1980,34,2788,82,81.5,31.0,31,,30,3,,1,1.41,38,30,+8,+0.26,+1.68,Matches,635b0bae
296,Edoardo Goldaniga,it ITA,DF,Palermo,21,1993,17,1213,71,35.5,13.5,14,,12,3,,13,1.06,15,25,-10,-0.74,-0.05,Matches,4b029b31
297,Pierluigi Gollini,it ITA,GK,Hellas Verona,20,1995,26,2320,89,67.8,25.8,25,,25,1,,11,0.85,26,44,-18,-0.70,+0.20,Matches,f0f7f62f
298,Bruno Gomes,br BRA,FW,Genoa,19,1996,0,,,,,0,,0,0,,2,,,,,,,Matches,3766b4b7
299,Papu Gómez,ar ARG,FW,Atalanta,27,1988,34,2810,83,82.2,31.2,33,,16,1,,0,1.26,34,33,+1,+0.03,+1.06,Matches,6e4df551
300,Lys Gomis,sn SEN,GK,Frosinone,25,1989,0,,,,,0,,0,0,,14,,,,,,,Matches,7c918bcd
301,Giancarlo González,cr CRC,DF,Palermo,27,1988,35,3137,90,91.7,34.9,35,,34,0,,1,1.03,34,59,-25,-0.72,-0.08,Matches,117beb8f
302,Mirko Gori,it ITA,MF,Frosinone,22,1993,28,2162,77,63.2,24.0,26,,13,2,,6,1.07,21,32,-11,-0.46,+1.69,Matches,7d86864c
303,Alberto Grassi,it ITA,MF,Atalanta,20,1995,13,974,75,28.5,10.8,13,,3,0,,5,1.31,10,10,0,0.00,+0.22,Matches,6cc97b6a
304,Alberto Grassi,it ITA,MF,Napoli,20,1995,0,,,,,0,,0,0,,10,,,,,,,Matches,6cc97b6a
305,Leandro Greco,it ITA,MF,Hellas Verona,29,1986,26,1892,73,55.3,21.0,22,,14,4,,10,0.58,15,34,-19,-0.90,-0.31,Matches,0d9b99a4
306,Fredy Guarín,co COL,MF,Inter,29,1986,16,971,61,28.4,10.8,11,,8,5,,2,1.94,14,11,+3,+0.28,-0.05,Matches,c36ef7e9
307,Robert Gucher,at AUT,MF,Frosinone,24,1991,24,1372,57,40.1,15.2,15,,7,9,,10,0.54,12,39,-27,-1.77,-1.16,Matches,7ef612ab
308,Guido Guerrieri,it ITA,GK,Lazio,19,1996,0,,,,,0,,0,0,,33,,,,,,,Matches,77e401c7
309,Nicola Guglielmelli,it ITA,MF,Hellas Verona,18,1997,0,,,,,0,,0,0,,5,,,,,,,Matches,b882ea50
310,Guilherme,qa QAT,MF,Udinese,24,1991,5,338,68,9.9,3.8,4,,2,1,,14,1.00,3,4,-1,-0.27,+0.43,Matches,8754c7ca
311,Andrea Gulli,it ITA,MF,Genoa,17,1997,0,,,,,0,,0,0,,1,,,,,,,Matches,1a0efc03
312,Jonathan de Guzmán,nl NED,FW,Carpi,27,1987,5,115,23,3.4,1.3,1,,0,4,,7,1.40,2,0,+2,+1.57,+2.16,Matches,1bcca8b8
313,Bright Gyamfi,gh GHA,DF,Inter,19,1996,0,,,,,0,,0,0,,2,,,,,,,Matches,251d982a
314,Norbert Gyömbér,sk SVK,DFMF,Roma,23,1992,6,99,17,2.9,1.1,0,,0,6,,19,2.33,2,4,-2,-1.82,-3.01,Matches,0be276c6
315,Emil Hallfreðsson,is ISL,MF,Udinese,31,1984,11,662,60,19.4,7.4,7,,4,4,,4,0.64,5,10,-5,-0.68,-0.03,Matches,86015b20
316,Emil Hallfreðsson,is ISL,MF,Hellas Verona,31,1984,16,1209,76,35.4,13.4,15,,9,1,,0,0.44,9,22,-13,-0.97,-0.32,Matches,86015b20
317,Marek Hamšík,sk SVK,MF,Napoli,28,1987,38,3220,85,94.2,35.8,38,,20,0,,0,2.16,74,31,+43,+1.20,-1.05,Matches,e6ad16b2
318,Samir Handanović,si SVN,GK,Inter,31,1984,36,3240,90,94.7,36.0,36,,36,0,,0,1.78,46,34,+12,+0.33,+0.33,Matches,74419746
319,Filip Helander,se SWE,DF,Hellas Verona,22,1993,24,1867,78,54.6,20.7,21,,19,3,,7,0.71,20,41,-21,-1.01,-0.55,Matches,27f0ddef
320,Henrique,br BRA,DF,Napoli,28,1986,0,,,,,0,,0,0,,17,,,,,,,Matches,429163de
321,Hernanes,br BRA,MF,Inter,30,1985,2,52,26,1.5,0.6,0,,0,2,,0,3.00,2,0,+2,+3.46,+3.19,Matches,cfc2ee72
322,Hernanes,br BRA,MFFW,Juventus,30,1985,14,863,62,25.2,9.6,10,,7,4,,18,2.29,21,7,+14,+1.46,+0.02,Matches,cfc2ee72
323,Përparim Hetemaj,fi FIN,MF,Chievo,28,1986,28,2255,81,65.9,25.1,26,,21,2,,0,1.50,29,24,+5,+0.20,+0.74,Matches,90b70194
324,Thomas Heurtaux,fr FRA,DF,Udinese,27,1988,15,1075,72,31.4,11.9,10,,7,5,,13,0.93,9,15,-6,-0.50,+0.23,Matches,32d1c24f
325,Gonzalo Higuaín,ar ARG,FW,Napoli,27,1987,35,2958,85,86.5,32.9,35,,20,0,,0,2.17,66,27,+39,+1.19,-0.57,Matches,8a08491a
326,Oscar Hiljemark,se SWE,MF,Palermo,23,1992,37,2889,78,84.5,32.1,36,,20,1,,0,1.03,34,59,-25,-0.78,-0.44,Matches,98e958af
327,Wesley Hoedt,nl NED,DF,Lazio,21,1994,25,2049,82,59.9,22.8,24,,21,1,,9,1.44,28,28,0,0.00,0.00,Matches,875898c7
328,Keisuke Honda,jp JPN,MF,Milan,29,1986,30,1925,64,56.3,21.4,23,,11,7,,7,1.60,31,29,+2,+0.09,-0.15,Matches,5cfc82a1
329,Elseid Hysaj,al ALB,DF,Napoli,21,1994,37,3281,89,95.9,36.5,37,,35,0,,0,2.14,76,32,+44,+1.21,-1.38,Matches,2f3452eb
330,Víctor Ibarbo,co COL,FWMF,Roma,25,1990,2,5,3,0.1,0.1,0,,0,2,,0,2.00,0,0,0,0.00,-1.11,Matches,552d1e41
331,Mauro Icardi,ar ARG,FW,Inter,22,1993,33,2584,78,75.6,28.7,32,,18,1,,2,1.73,38,29,+9,+0.31,-0.01,Matches,43b78598
332,Salvador Ichazo,uy URU,GK,Torino,23,1992,3,270,90,7.9,3.0,3,,3,0,,34,1.33,5,5,0,0.00,+0.09,Matches,514f0896
333,Mario Ierardi,it ITA,DF,Genoa,17,1998,0,,,,,0,,0,0,,5,,,,,,,Matches,b5c191a0
334,Chris Ikonomidis,au AUS,FWMF,Lazio,20,1995,0,,,,,0,,0,0,,8,,,,,,,Matches,5e6e5a15
335,Josip Iličić,si SVN,MF,Fiorentina,27,1988,30,1907,64,55.8,21.2,24,,5,6,,7,1.53,32,22,+10,+0.47,0.00,Matches,68252d6d
336,Ciro Immobile,it ITA,FW,Torino,25,1990,14,987,71,28.9,11.0,11,,7,3,,0,0.79,14,16,-2,-0.18,-0.15,Matches,4431aed2
337,Roberto Inglese,it ITA,FW,Chievo,23,1991,26,1383,53,40.4,15.4,14,,6,12,,8,1.12,15,18,-3,-0.20,-0.24,Matches,6c1f7328
338,Gaspar Iñíguez,ar ARG,MF,Carpi,21,1994,0,,,,,0,,0,0,,6,,,,,,,Matches,326766d0
339,Gaspar Iñíguez,ar ARG,MF,Udinese,21,1994,0,,,,,0,,0,0,,6,,,,,,,Matches,326766d0
340,Lorenzo Insigne,it ITA,FWMF,Napoli,24,1991,37,2598,70,76.0,28.9,34,,6,3,,1,2.14,59,26,+33,+1.14,-0.50,Matches,2f557579
341,Emanuel Insúa,ar ARG,DF,Udinese,24,1991,0,,,,,0,,0,0,,16,,,,,,,Matches,792c7b94
342,Artur Ioniță,md MDA,MFFW,Hellas Verona,24,1990,31,2378,77,69.5,26.4,27,,21,4,,0,0.81,22,43,-21,-0.79,-0.10,Matches,cedb3e36
343,Mauricio Isla,cl CHI,DFMF,Juventus,27,1988,1,10,10,0.3,0.1,0,,0,1,,0,0.00,0,0,0,0.00,-1.45,Matches,de4517dd
