--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,,Standard,,,,,,,,,,,-additional
189,Federico Fazio,ar ARG,DF,Roma,29,1987,34.6,2,22,5,22.7,0.64,0.14,0.09,0.40,0,0,Matches,4e358a2d
190,Nicolò Fazzi,it ITA,DFMF,Crotone,21,1995,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,82b6415c
191,Bruno Fernandes,pt POR,MF,Sampdoria,21,1994,19.0,5,60,19,31.7,3.15,1.00,0.08,0.26,0,0,Matches,507c7bdf
192,Matías Fernández,cl CHI,MF,Milan,30,1986,7.2,1,8,2,25.0,1.10,0.28,0.13,0.50,0,0,Matches,8a250399
193,Alex Ferrari,it ITA,DF,Bologna,22,1994,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,d0dbca9f
194,Marco Festa,it ITA,GK,Crotone,24,1992,2.0,0,0,0,,0.00,0.00,,,0,0,Matches,c195ae4a
195,Riccardo Fiamozzi,it ITA,MF,Genoa,23,1993,1.2,0,1,0,0.0,0.84,0.00,0.00,,0,0,Matches,9f9b9269
196,Vincenzo Fiorillo,it ITA,GK,Pescara,26,1990,9.0,0,0,0,,0.00,0.00,,,0,0,Matches,a2565f79
197,Sergio Floccari,it ITA,FW,Bologna,34,1981,2.7,0,2,1,50.0,0.75,0.37,0.00,0.00,0,0,Matches,df301450
198,Alessandro Florenzi,it ITA,DFMF,Roma,25,1991,8.3,0,13,2,15.4,1.57,0.24,0.00,0.00,0,0,Matches,e288d4b3
199,Antonio Floro Flores,it ITA,FW,Chievo,33,1983,6.1,0,22,5,22.7,3.58,0.81,0.00,0.00,0,0,Matches,d6846501
200,Seko Fofana,ci CIV,MF,Udinese,21,1995,20.2,5,26,14,53.8,1.29,0.69,0.19,0.36,0,0,Matches,5313ed43
201,Michele Fornasier,it ITA,DF,Pescara,22,1993,18.0,0,1,0,0.0,0.06,0.00,0.00,,0,0,Matches,fb3890d6
202,Remo Freuler,ch SUI,MF,Atalanta,24,1992,29.0,5,35,12,34.3,1.21,0.41,0.14,0.42,0,0,Matches,98d2c2c4
203,Nicolas Frey,fr FRA,DF,Chievo,32,1984,13.1,0,2,0,0.0,0.15,0.00,0.00,,0,0,Matches,6378443d
204,Andrea Fulignati,it ITA,GK,Palermo,21,1994,9.0,0,0,0,,0.00,0.00,,,0,0,Matches,195f5e38
205,Manolo Gabbiadini,it ITA,FW,Napoli,24,1991,5.7,3,24,14,58.3,4.19,2.45,0.13,0.21,1,1,Matches,8f866fe8
206,Gabriel,br BRA,GK,Cagliari,23,1992,3.0,0,0,0,,0.00,0.00,,,0,0,Matches,f93ed0df
207,Roberto Gagliardini,it ITA,MF,Atalanta,22,1994,8.6,0,19,5,26.3,2.20,0.58,0.00,0.00,0,0,Matches,ce30bfc8
208,Roberto Gagliardini,it ITA,MF,Inter,22,1994,17.5,2,24,9,37.5,1.37,0.51,0.08,0.22,0,0,Matches,ce30bfc8
209,Serge Gakpé,tg TOG,FW,Chievo,29,1987,2.8,0,11,1,9.1,3.87,0.35,0.00,0.00,0,0,Matches,cf4053e2
210,Serge Gakpé,tg TOG,FW,Genoa,29,1987,3.5,1,8,2,25.0,2.32,0.58,0.13,0.50,0,0,Matches,cf4053e2
211,Alessandro Gamberini,it ITA,DF,Chievo,34,1981,18.5,1,7,3,42.9,0.38,0.16,0.14,0.33,0,0,Matches,8ec95452
212,Daniele Gastaldello,it ITA,DF,Bologna,33,1983,21.3,0,4,1,25.0,0.19,0.05,0.00,0.00,0,0,Matches,13f89eaa
213,Alessandro Gazzi,it ITA,MF,Palermo,33,1983,21.6,0,2,0,0.0,0.09,0.00,0.00,,0,0,Matches,63d2a792
214,Marcello Gazzola,it ITA,DF,Sassuolo,31,1985,15.2,0,6,0,0.0,0.39,0.00,0.00,,0,0,Matches,93390969
215,Santiago Gentiletti,ar ARG,DF,Genoa,31,1985,13.5,0,3,0,0.0,0.22,0.00,0.00,,0,0,Matches,4ac07e1b
216,Gerson,br BRA,MF,Roma,19,1997,1.5,0,0,0,,0.00,0.00,,,0,0,Matches,8827bf46
217,Faouzi Ghoulam,dz ALG,DF,Napoli,25,1991,26.5,0,18,6,33.3,0.68,0.23,0.00,0.00,0,0,Matches,c5adc293
218,Emanuele Giaccherini,it ITA,FW,Napoli,31,1985,3.3,1,7,3,42.9,2.11,0.91,0.14,0.33,0,0,Matches,1c50f354
219,Niccolò Giannetti,it ITA,FW,Cagliari,25,1991,2.8,0,12,2,16.7,4.35,0.73,0.00,0.00,0,0,Matches,d9e750e5
220,Alberto Gilardino,it ITA,FW,Empoli,34,1982,6.7,0,6,6,100.0,0.90,0.90,0.00,0.00,0,0,Matches,45aa5d13
221,Alberto Gilardino,it ITA,FW,Pescara,34,1982,1.2,0,3,0,0.0,2.60,0.00,0.00,,0,0,Matches,45aa5d13
222,Eddy Gnahoré,fr FRA,MF,Crotone,22,1993,0.3,0,0,1,,0.00,3.33,,0.00,0,0,Matches,a0434482
223,Assane Gnoukouri,ci CIV,MF,Inter,19,1996,1.6,0,1,0,0.0,0.63,0.00,0.00,,0,0,Matches,2e2e72d5
224,Massimo Gobbi,it ITA,DF,Chievo,35,1980,28.9,1,11,2,18.2,0.38,0.07,0.09,0.50,0,0,Matches,635b0bae
225,Edoardo Goldaniga,it ITA,DF,Palermo,22,1993,25.8,2,10,4,40.0,0.39,0.15,0.20,0.50,0,0,Matches,4b029b31
226,Pierluigi Gollini,it ITA,GK,Atalanta,21,1995,4.0,0,0,0,,0.00,0.00,,,0,0,Matches,f0f7f62f
227,Gustavo Gómez,py PAR,DF,Milan,23,1993,12.1,0,4,1,25.0,0.33,0.08,0.00,0.00,0,0,Matches,d5ce52a5
228,Papu Gómez,ar ARG,FWMF,Atalanta,28,1988,34.7,16,117,51,43.6,3.38,1.47,0.14,0.31,2,2,Matches,6e4df551
229,Giancarlo González,cr CRC,DF,Palermo,28,1988,18.5,1,5,1,20.0,0.27,0.05,0.20,1.00,0,0,Matches,117beb8f
230,Alberto Grassi,it ITA,MF,Atalanta,21,1995,7.8,1,13,5,38.5,1.67,0.64,0.08,0.20,0,0,Matches,6cc97b6a
231,Clément Grenier,fr FRA,MF,Roma,25,1991,1.7,0,1,0,0.0,0.58,0.00,0.00,,0,0,Matches,8b298f56
232,Samuel Gustafson,se SWE,MF,Torino,21,1995,2.5,0,0,0,,0.00,0.00,,,0,0,Matches,b1e61f23
233,Jonathan de Guzmán,nl NED,MF,Chievo,28,1987,15.2,2,9,5,55.6,0.59,0.33,0.22,0.40,1,1,Matches,1bcca8b8
234,Norbert Gyömbér,sk SVK,DF,Pescara,24,1992,9.4,0,1,0,0.0,0.11,0.00,0.00,,0,0,Matches,0be276c6
235,Ianis Hagi,ro ROU,FWMF,Fiorentina,17,1998,0.6,0,2,1,50.0,3.53,1.76,0.00,0.00,0,0,Matches,0127419a
236,Emil Hallfreðsson,is ISL,MF,Udinese,32,1984,22.0,0,19,2,10.5,0.86,0.09,0.00,0.00,0,0,Matches,86015b20
237,Marek Hamšík,sk SVK,MF,Napoli,29,1987,33.7,12,87,33,37.9,2.58,0.98,0.14,0.36,0,0,Matches,e6ad16b2
238,Samir Handanović,si SVN,GK,Inter,32,1984,37.0,0,1,0,0.0,0.03,0.00,0.00,,0,0,Matches,74419746
239,Joe Hart,eng ENG,GK,Torino,29,1987,36.0,0,0,0,,0.00,0.00,,,0,0,Matches,cb4f24c6
240,Hans Hateboer,nl NED,MF,Atalanta,22,1994,3.2,0,3,1,33.3,0.93,0.31,0.00,0.00,0,0,Matches,3b333ac3
241,Filip Helander,se SWE,DF,Bologna,23,1993,9.3,1,3,1,33.3,0.32,0.11,0.33,1.00,0,0,Matches,27f0ddef
242,Bruno Henrique,br BRA,MF,Palermo,26,1989,24.6,1,23,5,21.7,0.94,0.20,0.04,0.20,0,0,Matches,5a43b021
243,Hernanes,br BRA,MF,Juventus,31,1985,8.0,1,18,5,27.8,2.25,0.62,0.06,0.20,0,0,Matches,cfc2ee72
244,Përparim Hetemaj,fi FIN,MF,Chievo,29,1986,20.8,0,15,3,20.0,0.72,0.14,0.00,0.00,0,0,Matches,90b70194
245,Thomas Heurtaux,fr FRA,DF,Udinese,28,1988,5.9,0,3,1,33.3,0.51,0.17,0.00,0.00,0,0,Matches,32d1c24f
246,Gonzalo Higuaín,ar ARG,FW,Juventus,28,1987,33.0,24,134,54,40.3,4.07,1.64,0.18,0.44,0,0,Matches,8a08491a
247,Oscar Hiljemark,se SWE,MF,Palermo,24,1992,11.8,0,12,2,16.7,1.01,0.17,0.00,0.00,0,0,Matches,98e958af
248,Oscar Hiljemark,se SWE,MF,Genoa,24,1992,8.9,2,9,4,44.4,1.01,0.45,0.22,0.50,0,0,Matches,98e958af
249,Wesley Hoedt,nl NED,DF,Lazio,22,1994,20.9,2,20,5,25.0,0.96,0.24,0.10,0.40,0,0,Matches,875898c7
250,Keisuke Honda,jp JPN,FW,Milan,30,1986,2.5,1,4,2,50.0,1.59,0.79,0.25,0.50,0,0,Matches,5cfc82a1
251,Elseid Hysaj,al ALB,DF,Napoli,22,1994,33.7,0,7,2,28.6,0.21,0.06,0.00,0.00,0,0,Matches,2f3452eb
252,Víctor Ibarbo,co COL,FWMF,Cagliari,26,1990,0.4,0,1,0,0.0,2.31,0.00,0.00,,0,0,Matches,552d1e41
253,Mauro Icardi,ar ARG,FW,Inter,23,1993,33.6,24,110,38,34.5,3.27,1.13,0.22,0.63,3,4,Matches,43b78598
254,Pietro Iemmello,it ITA,FW,Sassuolo,24,1992,5.7,5,20,10,50.0,3.52,1.76,0.25,0.50,1,1,Matches,0861b8d6
255,Josip Iličić,si SVN,MFFW,Fiorentina,28,1988,20.8,5,92,26,28.3,4.43,1.25,0.05,0.19,1,3,Matches,68252d6d
256,Ciro Immobile,it ITA,FW,Lazio,26,1990,34.6,23,137,60,43.8,3.95,1.73,0.17,0.38,6,6,Matches,4431aed2
257,Roberto Inglese,it ITA,FW,Chievo,24,1991,21.8,10,43,18,41.9,1.97,0.82,0.23,0.56,0,1,Matches,6c1f7328
258,Lorenzo Insigne,it ITA,FW,Napoli,25,1991,32.5,18,147,55,37.4,4.53,1.69,0.12,0.33,2,2,Matches,2f557579
259,Artur Ioniță,md MDA,MF,Cagliari,25,1990,14.5,3,15,5,33.3,1.04,0.35,0.20,0.60,0,0,Matches,cedb3e36
260,Mauricio Isla,cl CHI,DFMF,Cagliari,28,1988,31.9,1,10,2,20.0,0.31,0.06,0.10,0.50,0,0,Matches,de4517dd
261,Juan Iturbe,py PAR,FWMF,Roma,23,1993,0.5,0,5,1,20.0,10.47,2.09,0.00,0.00,0,0,Matches,2c0fbaf5
262,Juan Iturbe,py PAR,MFFW,Torino,23,1993,6.1,1,10,3,30.0,1.64,0.49,0.10,0.33,0,0,Matches,2c0fbaf5
263,Armando Izzo,it ITA,DF,Genoa,24,1992,28.7,0,8,1,12.5,0.28,0.03,0.00,0.00,0,0,Matches,89976232
264,Mato Jajalo,ba BIH,MF,Palermo,28,1988,20.6,1,24,4,16.7,1.17,0.19,0.04,0.25,0,0,Matches,8c65eb5f
265,Arnel Jakupović,at AUT,FW,Empoli,18,1998,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,61ecee0e
266,Lamin Jallow,gm GAM,FW,Chievo,22,1994,0.2,0,1,0,0.0,5.29,0.00,0.00,,0,0,Matches,6ece223a
267,Jakub Jankto,cz CZE,MF,Udinese,20,1996,21.1,5,32,10,31.3,1.52,0.47,0.16,0.50,0,0,Matches,1ea5f91c
268,Juan Jesus,br BRA,DF,Roma,25,1991,13.3,0,3,1,33.3,0.23,0.08,0.00,0.00,0,0,Matches,79083382
269,Jorginho,it ITA,MF,Napoli,24,1991,23.7,0,22,6,27.3,0.93,0.25,0.00,0.00,0,0,Matches,45db685d
270,Stevan Jovetić,me MNE,FWMF,Inter,26,1989,0.8,0,0,0,,0.00,0.00,,,0,0,Matches,f36c432f
271,Mariano Julio Izco,ar ARG,MFDF,Chievo,33,1983,13.0,0,12,1,8.3,0.92,0.08,0.00,0.00,0,0,Matches,0d2bdb4b
272,Omar El Kaddouri,ma MAR,MF,Empoli,25,1990,13.8,3,28,15,53.6,2.03,1.09,0.11,0.20,0,0,Matches,92b17b2a
273,Omar El Kaddouri,ma MAR,MF,Napoli,25,1990,0.5,0,2,0,0.0,4.00,0.00,0.00,,0,0,Matches,92b17b2a
274,Nikola Kalinić,hr CRO,FW,Fiorentina,28,1988,27.6,15,91,38,41.8,3.30,1.38,0.16,0.39,1,2,Matches,d4931a5a
275,Orestis Karnezis,gr GRE,GK,Udinese,31,1985,32.9,0,0,0,,0.00,0.00,,,0,0,Matches,85b011bb
276,Grigoris Kastanos,cy CYP,MFFW,Pescara,18,1998,3.1,0,5,3,60.0,1.61,0.96,0.00,0.00,0,0,Matches,2a82aa85
277,Moise Kean,it ITA,FW,Juventus,16,2000,0.2,1,1,1,100.0,4.29,4.29,1.00,1.00,0,0,Matches,3d50bcdb
278,Franck Kessié,ci CIV,MF,Atalanta,19,1996,24.7,6,46,18,39.1,1.86,0.73,0.13,0.33,2,2,Matches,05e19d6a
279,Sami Khedira,de GER,MF,Juventus,29,1987,28.2,5,40,17,42.5,1.42,0.60,0.13,0.29,0,0,Matches,38ac43d3
280,Ricardo Kishna,nl NED,FW,Lazio,21,1995,1.8,0,2,0,0.0,1.14,0.00,0.00,,0,0,Matches,84e947d6
281,Sofian Kiyine,ma MAR,MF,Chievo,18,1997,0.8,0,4,1,25.0,4.93,1.23,0.00,0.00,0,0,Matches,ce1806be
282,Geoffrey Kondogbia,cf CTA,MF,Inter,23,1993,19.0,1,33,7,21.2,1.74,0.37,0.03,0.14,0,0,Matches,cce181df
283,Panagiotis Kone,gr GRE,MF,Udinese,29,1987,3.3,0,6,1,16.7,1.79,0.30,0.00,0.00,0,0,Matches,27d34558
284,Abdoulay Konko,fr FRA,MFDF,Atalanta,32,1984,6.9,0,4,1,25.0,0.58,0.15,0.00,0.00,0,0,Matches,43857861
285,Andrej Kotnik,si SVN,MF,Crotone,20,1995,0.3,0,2,1,50.0,5.81,2.90,0.00,0.00,0,0,Matches,a87b3b43
286,Kalidou Koulibaly,sn SEN,DF,Napoli,25,1991,27.5,2,10,3,30.0,0.36,0.11,0.20,0.67,0,0,Matches,da974c7b
287,Emil Krafth,se SWE,DF,Bologna,21,1994,18.4,0,5,3,60.0,0.27,0.16,0.00,0.00,0,0,Matches,77cf6852
288,Ladislav Krejčí,cz CZE,FWMF,Bologna,24,1992,30.8,1,37,11,29.7,1.20,0.36,0.03,0.09,1,1,Matches,58027adc
289,Rade Krunić,ba BIH,MF,Empoli,22,1993,27.0,2,40,15,37.5,1.48,0.56,0.05,0.13,0,0,Matches,817c6964
290,Juraj Kucka,sk SVK,MF,Milan,29,1987,23.1,3,30,12,40.0,1.30,0.52,0.10,0.25,0,0,Matches,5aaef9ef
291,Sven Kums,be BEL,MF,Udinese,28,1988,20.3,0,11,1,9.1,0.54,0.05,0.00,0.00,0,0,Matches,83534f30
292,Jasmin Kurtić,si SVN,MFFW,Atalanta,27,1989,30.4,6,65,19,29.2,2.14,0.62,0.09,0.32,0,0,Matches,144607cc
293,Han Kwang-song,kp PRK,FW,Cagliari,17,1998,0.7,1,3,1,33.3,4.22,1.41,0.33,1.00,0,0,Matches,87243064
294,Eugenio Lamanna,it ITA,GK,Genoa,26,1989,20.9,0,0,0,,0.00,0.00,,,0,0,Matches,349601c3
295,Gianluca Lapadula,pe PER,FW,Milan,26,1990,14.0,8,44,22,50.0,3.14,1.57,0.18,0.36,2,2,Matches,2ead2809
296,Danilo Larangeira,br BRA,DF,Udinese,32,1984,35.6,2,15,2,13.3,0.42,0.06,0.13,1.00,0,0,Matches,fed5f993
297,Vincent Laurini,fr FRA,DF,Empoli,27,1989,21.2,0,2,0,0.0,0.09,0.00,0.00,,0,0,Matches,3535098b
298,Diego Laxalt,uy URU,MF,Genoa,23,1993,34.8,1,29,6,20.7,0.83,0.17,0.03,0.17,0,0,Matches,f26e3c59
299,Darko Lazović,rs SRB,MFFW,Genoa,25,1990,27.2,2,27,8,29.6,0.99,0.29,0.07,0.25,0,0,Matches,5128bde4
300,Moritz Leitner,de GER,MF,Lazio,23,1992,0.2,0,0,0,,0.00,0.00,,,0,0,Matches,9460aaed
301,Mario Lemina,ga GAB,MF,Juventus,22,1993,10.1,1,17,7,41.2,1.69,0.70,0.06,0.14,0,0,Matches,2b471f99
302,Timo Letschert,nl NED,DF,Sassuolo,23,1993,7.4,0,0,0,,0.00,0.00,,,0,0,Matches,be9938ed
303,Luca Lezzerini,it ITA,GK,Fiorentina,21,1995,0.6,0,0,0,,0.00,0.00,,,0,0,Matches,c9c32262
304,Stephan Lichtsteiner,ch SUI,DFMF,Juventus,32,1984,20.7,1,6,3,50.0,0.29,0.14,0.17,0.33,0,0,Matches,99b1d0e6
305,Karol Linetty,pl POL,MF,Sampdoria,21,1995,26.5,1,23,5,21.7,0.87,0.19,0.04,0.20,0,0,Matches,d023d70f
306,Pol Lirola,es ESP,DF,Sassuolo,18,1997,17.2,0,8,1,12.5,0.47,0.06,0.00,0.00,0,0,Matches,ff800ed8
307,Adem Ljajić,rs SRB,FWMF,Torino,24,1991,27.9,10,94,28,29.8,3.37,1.00,0.11,0.36,1,2,Matches,2648e18f
308,Simone Lo Faso,it ITA,MF,Palermo,18,1998,2.8,0,7,1,14.3,2.47,0.35,0.00,0.00,0,0,Matches,51c614fd
309,Manuel Locatelli,it ITA,MF,Milan,18,1998,18.8,2,21,5,23.8,1.12,0.27,0.10,0.40,0,0,Matches,a8a874f1
310,Francesco Lodi,it ITA,MF,Udinese,32,1984,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,3ddc8b87
311,Cristiano Lombardi,it ITA,FW,Lazio,20,1995,4.9,1,10,3,30.0,2.06,0.62,0.10,0.33,0,0,Matches,f124b4c9
312,Maxi López,ar ARG,FW,Torino,32,1984,4.9,2,13,5,38.5,2.66,1.02,0.15,0.40,0,0,Matches,ad469944
313,Jordan Lukaku,be BEL,MFDF,Lazio,22,1994,9.5,0,2,1,50.0,0.21,0.11,0.00,0.00,0,0,Matches,0cd0e21b
314,Saša Lukić,rs SRB,MF,Torino,19,1996,8.6,0,7,0,0.0,0.81,0.00,0.00,,0,0,Matches,c6e8cf1f
315,Senad Lulić,ba BIH,MFFW,Lazio,30,1986,27.6,3,30,10,33.3,1.09,0.36,0.10,0.30,0,0,Matches,7fd58fe3
316,Massimo Maccarone,it ITA,FW,Empoli,36,1979,16.8,5,48,19,39.6,2.86,1.13,0.10,0.26,2,2,Matches,1586379d
317,Christian Maggio,it ITA,DF,Napoli,34,1982,4.4,0,1,0,0.0,0.23,0.00,0.00,,0,0,Matches,31d7f557
318,Francesco Magnanelli,it ITA,MF,Sassuolo,31,1984,13.3,1,4,1,25.0,0.30,0.08,0.25,1.00,0,0,Matches,07767f42
319,Raffaele Maiello,it ITA,MF,Empoli,25,1991,0.7,0,0,0,,0.00,0.00,,,0,0,Matches,02febfdc
320,Domenico Maietta,it ITA,DF,Bologna,33,1982,26.4,0,4,1,25.0,0.15,0.04,0.00,0.00,0,0,Matches,3d936ba9
321,Nikola Maksimović,rs SRB,DF,Napoli,24,1991,7.5,1,1,1,100.0,0.13,0.13,1.00,1.00,0,0,Matches,16b9d5cf
322,Rey Manaj,al ALB,FW,Pescara,19,1997,5.3,2,14,5,35.7,2.66,0.95,0.14,0.40,0,0,Matches,7703afb6
323,Rolando Mandragora,it ITA,MF,Juventus,19,1997,0.1,0,1,0,0.0,18.00,0.00,0.00,,0,0,Matches,c7259b83
324,Mario Mandžukić,hr CRO,FWMF,Juventus,30,1986,27.6,7,55,18,32.7,1.99,0.65,0.13,0.39,0,0,Matches,afa0d4e0
325,Kostas Manolas,gr GRE,DF,Roma,25,1991,30.8,0,15,4,26.7,0.49,0.13,0.00,0.00,0,0,Matches,c707411f
326,Giovanni Marchese,it ITA,DF,Genoa,31,1984,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,55142846
327,Federico Marchetti,it ITA,GK,Lazio,33,1983,16.5,0,0,0,,0.00,0.00,,,0,0,Matches,f794b426
328,Claudio Marchisio,it ITA,MF,Juventus,30,1986,13.9,1,9,3,33.3,0.65,0.22,0.11,0.33,0,0,Matches,e304acd5
329,Gian Marco Ferrari,it ITA,DF,Crotone,24,1992,37.0,3,10,6,60.0,0.27,0.16,0.30,0.50,0,0,Matches,8650af85
330,Guido Marilungo,it ITA,FW,Empoli,26,1989,10.5,0,12,2,16.7,1.15,0.19,0.00,0.00,0,0,Matches,d575bcaf
331,João Mário,pt POR,MF,Inter,23,1993,22.3,3,32,11,34.4,1.44,0.49,0.09,0.27,0,0,Matches,f0021247
332,Bruno Martella,it ITA,DFMF,Crotone,23,1992,25.8,0,14,3,21.4,0.54,0.12,0.00,0.00,0,0,Matches,1e12c53b
333,Josef Martínez,ve VEN,FW,Torino,23,1993,5.9,1,16,6,37.5,2.70,1.01,0.06,0.17,0,0,Matches,e73f0aa1
334,Andrea Masiello,it ITA,DF,Atalanta,30,1986,32.5,3,12,5,41.7,0.37,0.15,0.25,0.60,0,0,Matches,e0314d87
335,Adam Masina,ma MAR,DF,Bologna,22,1994,27.0,1,18,8,44.4,0.67,0.30,0.06,0.13,0,0,Matches,de0f152c
336,Ryder Matos,br BRA,FWMF,Udinese,23,1993,6.2,0,14,3,21.4,2.27,0.49,0.00,0.00,0,0,Matches,7280b54f
337,Alessandro Matri,it ITA,FW,Sassuolo,31,1984,16.2,8,32,16,50.0,1.98,0.99,0.25,0.50,0,0,Matches,58d97e77
338,José Mauri,it ITA,MF,Empoli,20,1996,9.7,0,4,1,25.0,0.41,0.10,0.00,0.00,0,0,Matches,644faf10
339,Luca Mazzitelli,it ITA,MF,Sassuolo,20,1995,11.6,1,14,3,21.4,1.21,0.26,0.07,0.33,0,0,Matches,dc61b402
340,Ibrahima Mbaye,sn SEN,DF,Bologna,21,1994,11.9,0,4,1,25.0,0.34,0.08,0.00,0.00,0,0,Matches,cfbf9881
341,Levan Mchedlidze,ge GEO,FW,Empoli,26,1990,10.5,6,27,7,25.9,2.57,0.67,0.22,0.86,0,0,Matches,54ab361e
342,Gary Medel,cl CHI,DFMF,Inter,28,1987,24.0,0,10,1,10.0,0.42,0.04,0.00,0.00,0,0,Matches,563a68ad
343,Riccardo Meggiorini,it ITA,FW,Chievo,30,1985,19.7,3,51,19,37.3,2.59,0.97,0.06,0.16,0,0,Matches,2ec0f902
344,Federico Melchiorri,it ITA,FW,Cagliari,29,1987,5.2,3,14,5,35.7,2.70,0.96,0.21,0.60,0,0,Matches,87e5d68c
345,Filippo Melegoni,it ITA,MF,Atalanta,17,1999,0.5,0,0,0,,0.00,0.00,,,0,0,Matches,6604165d
346,Felipe Melo,br BRA,MF,Inter,33,1983,2.0,0,1,0,0.0,0.50,0.00,0.00,,0,0,Matches,b14d84d3
347,Ledian Memushaj,al ALB,MF,Pescara,29,1986,32.8,1,53,22,41.5,1.62,0.67,0.02,0.05,0,2,Matches,8011fcf6
348,Dries Mertens,be BEL,FW,Napoli,29,1987,28.4,28,148,65,43.9,5.21,2.29,0.19,0.43,2,3,Matches,89b2c8a9
349,Djamel Mesbah,dz ALG,DF,Crotone,31,1984,7.6,0,1,0,0.0,0.13,0.00,0.00,,0,0,Matches,72158162
350,Senna Miangue,be BEL,DF,Inter,19,1997,1.4,0,0,0,,0.00,0.00,,,0,0,Matches,42591ed0
351,Senna Miangue,be BEL,DF,Cagliari,19,1997,1.5,0,0,0,,0.00,0.00,,,0,0,Matches,42591ed0
352,Giulio Migliaccio,it ITA,DFMF,Atalanta,35,1981,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,e0d0587c
353,Hrvoje Milić,hr CRO,MFDF,Fiorentina,27,1989,13.9,0,6,2,33.3,0.43,0.14,0.00,0.00,0,0,Matches,1b625237
354,Hrvoje Miličević,ba BIH,DF,Pescara,23,1993,1.5,0,1,0,0.0,0.68,0.00,0.00,,0,0,Matches,37aa57c0
355,Arkadiusz Milik,pl POL,FW,Napoli,22,1994,6.2,5,22,12,54.5,3.54,1.93,0.23,0.42,0,0,Matches,85613cf0
356,Sergej Milinković-Savić,rs SRB,MF,Lazio,21,1995,30.3,4,68,19,27.9,2.24,0.63,0.06,0.21,0,0,Matches,4e6dbac4
357,Miranda,br BRA,DF,Inter,31,1984,32.0,0,15,6,40.0,0.47,0.19,0.00,0.00,0,0,Matches,314f2124
358,Antonio Mirante,it ITA,GK,Bologna,33,1983,20.9,0,0,0,,0.00,0.00,,,0,0,Matches,30223b33
359,Simone Missiroli,it ITA,MF,Sassuolo,30,1986,8.5,0,4,1,25.0,0.47,0.12,0.00,0.00,0,0,Matches,331c0a43
360,Alexandru Mitriță,ro ROU,MFFW,Pescara,21,1995,6.1,1,10,3,30.0,1.63,0.49,0.10,0.33,0,0,Matches,49db4b16
361,Jan Mlakar,si SVN,FWMF,Fiorentina,17,1998,0.2,0,1,0,0.0,4.29,0.00,0.00,,0,0,Matches,44d9bd5e
362,Cristian Molinaro,it ITA,DF,Torino,33,1983,8.3,0,4,2,50.0,0.48,0.24,0.00,0.00,0,0,Matches,1c8c5aed
363,Riccardo Montolivo,it ITA,MF,Milan,31,1985,8.6,0,7,0,0.0,0.81,0.00,0.00,,0,0,Matches,b746d309
364,Emiliano Moretti,it ITA,DF,Torino,35,1981,22.9,1,5,3,60.0,0.22,0.13,0.20,0.33,0,0,Matches,55667895
365,Michel Morganella,ch SUI,MFDF,Palermo,27,1989,7.2,0,5,1,20.0,0.69,0.14,0.00,0.00,0,0,Matches,02728546
366,Archimede Morleo,it ITA,DF,Bologna,32,1983,0.3,0,0,0,,0.00,0.00,,,0,0,Matches,2260bad9
367,Leonardo Morosini,it ITA,MF,Genoa,20,1995,1.0,0,2,0,0.0,1.96,0.00,0.00,,0,0,Matches,d89b0ebb
368,Anthony Mounier,fr FRA,FW,Bologna,28,1987,3.2,0,3,0,0.0,0.92,0.00,0.00,,0,0,Matches,d9255c9a
369,Anthony Mounier,fr FRA,FWMF,Atalanta,28,1987,1.2,0,5,2,40.0,4.33,1.73,0.00,0.00,0,0,Matches,d9255c9a
370,Gianni Munari,it ITA,MF,Cagliari,33,1983,3.9,0,0,1,,0.00,0.26,,0.00,0,0,Matches,e50613bd
371,Ezequiel Muñoz,ar ARG,DF,Genoa,25,1990,26.1,0,9,3,33.3,0.35,0.12,0.00,0.00,0,0,Matches,e4b8c5b6
372,Sulley Muntari,gh GHA,MF,Pescara,31,1984,5.9,1,4,1,25.0,0.68,0.17,0.25,1.00,0,0,Matches,e185aa52
373,Alessandro Murgia,it ITA,MF,Lazio,19,1996,5.5,2,6,2,33.3,1.09,0.36,0.33,1.00,0,0,Matches,fb2c533b
374,Robert Murić,hr CRO,FW,Pescara,20,1996,2.1,1,5,2,40.0,2.42,0.97,0.20,0.50,0,0,Matches,14349aeb
375,Luis Muriel,co COL,FW,Sampdoria,25,1991,25.0,11,85,33,38.8,3.41,1.32,0.13,0.33,4,4,Matches,eb2fe5b6
376,Jeison Murillo,co COL,DF,Inter,24,1992,23.1,0,10,0,0.0,0.43,0.00,0.00,,0,0,Matches,b233e8e4
377,Nicola Murru,it ITA,DF,Cagliari,21,1994,24.1,0,8,4,50.0,0.33,0.17,0.00,0.00,0,0,Matches,d183e9d6
378,Yūto Nagatomo,jp JPN,DF,Inter,29,1986,11.3,0,3,1,33.3,0.26,0.09,0.00,0.00,0,0,Matches,4b6960d2
379,Ádám Nagy,hu HUN,MF,Bologna,21,1995,20.0,0,8,3,37.5,0.40,0.15,0.00,0.00,0,0,Matches,788b31e2
