--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,Playing Time,,,,,Starts,,,Subs,,,Team Success,,,,,,,-additional
346,Josip Iličić,si SVN,MFFW,Fiorentina,28,1988,29,1870,64,54.7,20.8,23,,6,6,,6,1.55,33,30,+3,+0.14,-0.03,Matches,68252d6d
347,Ciro Immobile,it ITA,FW,Lazio,26,1990,36,3118,87,91.2,34.6,35,,29,1,,0,1.86,69,47,+22,+0.64,+0.34,Matches,4431aed2
348,Roberto Inglese,it ITA,FW,Chievo,24,1991,34,1964,58,57.4,21.8,22,,7,12,,3,1.18,25,35,-10,-0.46,+0.04,Matches,6c1f7328
349,Lorenzo Insigne,it ITA,FW,Napoli,25,1991,37,2922,79,85.4,32.5,35,,19,2,,1,2.24,85,31,+54,+1.66,+1.48,Matches,2f557579
350,Roberto Insigne,it ITA,FWMF,Napoli,22,1994,0,,,,,0,,0,0,,6,,,,,,,Matches,8faf7b3c
351,Artur Ioniță,md MDA,MF,Cagliari,25,1990,18,1304,72,38.1,14.5,14,,11,4,,1,1.17,21,26,-5,-0.35,+0.34,Matches,cedb3e36
352,Mauricio Isla,cl CHI,DFMF,Cagliari,28,1988,34,2874,85,84.0,31.9,32,,29,2,,0,1.12,47,64,-17,-0.53,+0.13,Matches,de4517dd
353,Andrea Isufaj,it ITA,FW,Chievo,16,1999,0,,,,,0,,0,0,,2,,,,,,,Matches,e331ffad
354,Juan Iturbe,py PAR,FWMF,Roma,23,1993,5,43,9,1.3,0.5,0,,0,5,,13,1.80,2,1,+1,+2.09,+0.73,Matches,2c0fbaf5
355,Juan Iturbe,py PAR,MFFW,Torino,23,1993,16,549,34,16.1,6.1,4,,0,12,,2,1.06,11,17,-6,-0.98,-1.33,Matches,2c0fbaf5
356,Dávid Ivan,sk SVK,MF,Sampdoria,21,1995,0,,,,,0,,0,0,,1,,,,,,,Matches,b2e3ce45
357,Armando Izzo,it ITA,DF,Genoa,24,1992,29,2586,89,75.6,28.7,29,,27,0,,0,1.00,30,46,-16,-0.56,+0.52,Matches,89976232
358,Mato Jajalo,ba BIH,MF,Palermo,28,1988,26,1851,71,54.1,20.6,22,,11,4,,11,0.77,16,38,-22,-1.07,+0.19,Matches,8c65eb5f
359,Arnel Jakupović,at AUT,FW,Empoli,18,1998,1,3,3,0.1,0.0,0,,0,1,,2,3.00,0,0,0,0.00,+0.84,Matches,61ecee0e
360,Lamin Jallow,gm GAM,FW,Chievo,22,1994,2,17,9,0.5,0.2,0,,0,2,,3,0.00,1,0,+1,+5.29,+5.80,Matches,6ece223a
361,Jakub Jankto,cz CZE,MF,Udinese,20,1996,29,1898,65,55.5,21.1,24,,11,5,,7,1.07,24,30,-6,-0.28,-0.11,Matches,1ea5f91c
362,Duje Javorčić,hr CRO,MF,Lazio,16,1999,0,,,,,0,,0,0,,2,,,,,,,Matches,01235595
363,Juan Jesus,br BRA,DF,Roma,25,1991,20,1193,60,34.9,13.3,13,,11,7,,16,2.75,33,10,+23,+1.74,+0.56,Matches,79083382
364,Jorginho,it ITA,MF,Napoli,24,1991,27,2134,79,62.4,23.7,27,,13,0,,10,2.41,62,19,+43,+1.81,+0.97,Matches,45db685d
365,Stevan Jovetić,me MNE,FWMF,Inter,26,1989,5,73,15,2.1,0.8,0,,0,5,,9,1.40,7,2,+5,+6.16,+5.68,Matches,f36c432f
366,Mariano Julio Izco,ar ARG,MFDF,Chievo,33,1983,25,1171,47,34.2,13.0,12,,7,13,,11,1.00,10,27,-17,-1.31,-1.27,Matches,0d2bdb4b
367,Omar El Kaddouri,ma MAR,MF,Empoli,25,1990,15,1244,83,36.4,13.8,15,,8,0,,0,0.73,12,26,-14,-1.01,-0.27,Matches,92b17b2a
368,Omar El Kaddouri,ma MAR,MF,Napoli,25,1990,5,45,9,1.3,0.5,0,,0,5,,6,1.40,0,2,-2,-4.00,-5.52,Matches,92b17b2a
369,Nikola Kalinić,hr CRO,FW,Fiorentina,28,1988,32,2485,78,72.7,27.6,26,,21,6,,1,1.56,46,37,+9,+0.33,+0.61,Matches,d4931a5a
370,Orestis Karnezis,gr GRE,GK,Udinese,31,1985,33,2958,90,86.5,32.9,33,,32,0,,3,1.21,38,45,-7,-0.21,+0.18,Matches,85b011bb
371,Grigoris Kastanos,cy CYP,MFFW,Pescara,18,1998,8,280,35,8.2,3.1,3,,1,5,,9,0.00,3,14,-11,-3.54,-2.59,Matches,2a82aa85
372,Moise Kean,it ITA,FW,Juventus,16,2000,3,21,7,0.6,0.2,0,,0,3,,10,3.00,2,0,+2,+8.57,+7.30,Matches,3d50bcdb
373,Franck Kessié,ci CIV,MF,Atalanta,19,1996,30,2220,74,64.9,24.7,25,,17,5,,1,1.90,45,31,+14,+0.57,+0.04,Matches,05e19d6a
374,Sami Khedira,de GER,MF,Juventus,29,1987,31,2539,82,74.2,28.2,31,,20,0,,3,2.35,51,20,+31,+1.10,-0.84,Matches,38ac43d3
375,Ricardo Kishna,nl NED,FW,Lazio,21,1995,5,158,32,4.6,1.8,2,,0,3,,11,2.00,5,2,+3,+1.71,+1.16,Matches,84e947d6
376,Sofian Kiyine,ma MAR,MF,Chievo,18,1997,7,73,10,2.1,0.8,0,,0,7,,13,0.86,1,3,-2,-2.47,-2.04,Matches,ce1806be
377,Geoffrey Kondogbia,cf CTA,MF,Inter,23,1993,24,1711,71,50.0,19.0,20,,11,4,,9,1.46,42,33,+9,+0.47,-0.26,Matches,cce181df
378,Panagiotis Kone,gr GRE,MF,Udinese,29,1987,5,301,60,8.8,3.3,3,,2,2,,3,0.80,3,8,-5,-1.50,-1.38,Matches,27d34558
379,Abdoulay Konko,fr FRA,MFDF,Atalanta,32,1984,10,617,62,18.0,6.9,7,,4,3,,9,1.80,10,6,+4,+0.58,+0.04,Matches,43857861
380,Andrej Kotnik,si SVN,MF,Crotone,20,1995,2,31,16,0.9,0.3,0,,0,2,,15,1.50,0,0,0,0.00,+0.64,Matches,a87b3b43
381,Kalidou Koulibaly,sn SEN,DF,Napoli,25,1991,28,2471,88,72.3,27.5,28,,27,0,,3,2.25,61,23,+38,+1.38,-0.23,Matches,da974c7b
382,Emil Krafth,se SWE,DF,Bologna,21,1994,26,1656,64,48.4,18.4,16,,10,10,,8,1.23,17,30,-13,-0.71,-0.45,Matches,77cf6852
383,Luka Krajnc,si SVN,DF,Sampdoria,21,1994,0,,,,,0,,0,0,,15,,,,,,,Matches,2b71b88a
384,Luka Krajnc,si SVN,DF,Cagliari,21,1994,0,,,,,0,,0,0,,2,,,,,,,Matches,2b71b88a
385,Titas Krapikas,lt LTU,GK,Sampdoria,17,1999,0,,,,,0,,0,0,,23,,,,,,,Matches,211c0e82
386,Ladislav Krejčí,cz CZE,FWMF,Bologna,24,1992,37,2772,75,81.1,30.8,33,,17,4,,1,1.08,34,43,-9,-0.29,+0.96,Matches,58027adc
387,Rade Krunić,ba BIH,MF,Empoli,22,1993,32,2431,76,71.1,27.0,29,,17,3,,3,0.72,20,43,-23,-0.85,-0.03,Matches,817c6964
388,Juraj Kucka,sk SVK,MF,Milan,29,1987,30,2082,69,60.9,23.1,23,,15,7,,2,1.77,35,29,+6,+0.26,-0.14,Matches,5aaef9ef
389,Sven Kums,be BEL,MF,Udinese,28,1988,29,1828,63,53.5,20.3,20,,11,9,,4,1.17,22,27,-5,-0.25,-0.02,Matches,83534f30
390,Jasmin Kurtić,si SVN,MFFW,Atalanta,27,1989,37,2739,74,80.1,30.4,35,,15,2,,0,1.86,47,36,+11,+0.36,-0.96,Matches,144607cc
391,Han Kwang-song,kp PRK,FW,Cagliari,17,1998,5,64,13,1.9,0.7,0,,0,5,,5,1.80,3,3,0,0.00,+0.56,Matches,87243064
392,Eugenio Lamanna,it ITA,GK,Genoa,26,1989,21,1883,90,55.1,20.9,20,,20,1,,17,0.90,23,37,-14,-0.67,+0.03,Matches,349601c3
393,Gianluca Lapadula,pe PER,FW,Milan,26,1990,27,1262,47,36.9,14.0,12,,5,15,,10,1.48,24,16,+8,+0.57,+0.40,Matches,2ead2809
394,Danilo Larangeira,br BRA,DF,Udinese,32,1984,36,3203,89,93.7,35.6,36,,34,0,,0,1.17,43,51,-8,-0.22,+0.19,Matches,fed5f993
395,Emmanuel Latte Lath,ci CIV,FW,Atalanta,17,1999,0,,,,,0,,0,0,,3,,,,,,,Matches,1c9cfad4
396,Vincent Laurini,fr FRA,DF,Empoli,27,1989,24,1910,80,55.8,21.2,24,,14,0,,2,0.75,14,32,-18,-0.85,-0.01,Matches,3535098b
397,Diego Laxalt,uy URU,MF,Genoa,23,1993,36,3135,87,91.7,34.8,36,,30,0,,0,0.89,36,60,-24,-0.69,-0.06,Matches,f26e3c59
398,Darko Lazović,rs SRB,MFFW,Genoa,25,1990,33,2450,74,71.6,27.2,30,,14,3,,4,1.06,31,43,-12,-0.44,+0.86,Matches,5128bde4
399,Leandrinho,br BRA,MF,Napoli,17,1998,0,,,,,0,,0,0,,3,,,,,,,Matches,26c54163
400,Moritz Leitner,de GER,MF,Lazio,23,1992,2,15,8,0.4,0.2,0,,0,2,,16,3.00,0,1,-1,-6.00,-6.63,Matches,9460aaed
401,Mario Lemina,ga GAB,MF,Juventus,22,1993,19,906,48,26.5,10.1,8,,7,11,,11,2.63,26,10,+16,+1.59,+0.37,Matches,2b471f99
402,Timo Letschert,nl NED,DF,Sassuolo,23,1993,9,663,74,19.4,7.4,9,,6,0,,17,1.44,15,10,+5,+0.68,+1.01,Matches,be9938ed
403,Luca Lezzerini,it ITA,GK,Fiorentina,21,1995,1,51,51,1.5,0.6,0,,0,1,,18,3.00,0,0,0,0.00,-0.16,Matches,c9c32262
404,Stephan Lichtsteiner,ch SUI,DFMF,Juventus,32,1984,26,1866,72,54.6,20.7,22,,14,4,,11,2.42,42,17,+25,+1.21,-0.24,Matches,99b1d0e6
405,Karol Linetty,pl POL,MF,Sampdoria,21,1995,35,2384,68,69.7,26.5,27,,19,8,,2,1.37,29,41,-12,-0.45,-0.97,Matches,d023d70f
406,Pol Lirola,es ESP,DF,Sassuolo,18,1997,22,1548,70,45.3,17.2,17,,14,5,,10,1.36,33,29,+4,+0.23,+0.67,Matches,ff800ed8
407,Adem Ljajić,rs SRB,FWMF,Torino,24,1991,33,2513,76,73.5,27.9,30,,21,3,,1,1.36,51,49,+2,+0.07,-0.23,Matches,2648e18f
408,Simone Lo Faso,it ITA,MF,Palermo,18,1998,10,255,26,7.5,2.8,1,,0,9,,16,0.50,5,13,-8,-2.82,-1.80,Matches,51c614fd
409,Bogdan Lobonț,ro ROU,GK,Roma,38,1978,0,,,,,0,,0,0,,29,,,,,,,Matches,ee5fc087
410,Manuel Locatelli,it ITA,MF,Milan,18,1998,25,1694,68,49.5,18.8,17,,13,8,,11,1.96,31,19,+12,+0.64,+0.64,Matches,a8a874f1
411,Francesco Lodi,it ITA,MF,Udinese,32,1984,1,12,12,0.4,0.1,0,,0,1,,5,0.00,0,2,-2,-15.00,-14.82,Matches,3ddc8b87
412,Cristiano Lombardi,it ITA,FW,Lazio,20,1995,18,437,24,12.8,4.9,3,,0,15,,18,1.67,11,13,-2,-0.41,-1.17,Matches,f124b4c9
413,Diego López,es ESP,GK,Milan,34,1981,0,,,,,0,,0,0,,2,,,,,,,Matches,73683fa9
414,Maxi López,ar ARG,FW,Torino,32,1984,16,440,28,12.9,4.9,2,,1,14,,15,0.75,14,12,+2,+0.41,+0.32,Matches,ad469944
415,Leonardo Loria,it ITA,GK,Juventus,17,1999,0,,,,,0,,0,0,,1,,,,,,,Matches,f95a178d
416,Jordan Lukaku,be BEL,MFDF,Lazio,22,1994,16,851,53,24.9,9.5,8,,5,8,,12,2.13,28,16,+12,+1.27,+0.88,Matches,0cd0e21b
417,Saša Lukić,rs SRB,MF,Torino,19,1996,14,777,56,22.7,8.6,7,,5,7,,18,1.14,18,20,-2,-0.23,-0.47,Matches,c6e8cf1f
418,Senad Lulić,ba BIH,MFFW,Lazio,30,1986,31,2486,80,72.7,27.6,29,,20,2,,2,2.03,58,31,+27,+0.98,+1.36,Matches,7fd58fe3
419,Sebastiano Luperto,it ITA,DF,Napoli,19,1996,0,,,,,0,,0,0,,1,,,,,,,Matches,997fff07
420,Massimo Maccarone,it ITA,FW,Empoli,36,1979,28,1508,54,44.1,16.8,17,,6,11,,9,0.79,13,25,-12,-0.72,+0.23,Matches,1586379d
421,Leonardo Maddidini,it ITA,MF,Sassuolo,17,1998,0,,,,,0,,0,0,,1,,,,,,,Matches,5efba8c2
422,Christian Maggio,it ITA,DF,Napoli,34,1982,7,394,56,11.5,4.4,4,,3,3,,31,2.57,8,1,+7,+1.60,+0.17,Matches,31d7f557
423,Francesco Magnanelli,it ITA,MF,Sassuolo,31,1984,15,1193,80,34.9,13.3,14,,12,1,,4,1.33,28,25,+3,+0.23,+0.55,Matches,07767f42
424,Luca Magnino,it ITA,MF,Udinese,18,1997,0,,,,,0,,0,0,,1,,,,,,,Matches,b32345a1
425,Raffaele Maiello,it ITA,MF,Empoli,25,1991,1,59,59,1.7,0.7,1,,0,0,,14,0.00,0,1,-1,-1.53,-0.70,Matches,02febfdc
426,Domenico Maietta,it ITA,DF,Bologna,33,1982,29,2373,82,69.4,26.4,29,,23,0,,1,1.28,29,35,-6,-0.23,+0.80,Matches,3d936ba9
427,Fabio Maistro,it ITA,FWMF,Fiorentina,18,1998,0,,,,,0,,0,0,,15,,,,,,,Matches,55d7e549
428,Nikola Maksimović,rs SRB,DF,Napoli,24,1991,8,678,85,19.8,7.5,7,,7,1,,25,1.38,16,13,+3,+0.40,-1.31,Matches,16b9d5cf
429,Leonardo Maloku,al ALB,DF,Pescara,18,1998,0,,,,,0,,0,0,,7,,,,,,,Matches,87cd7df0
430,Rey Manaj,al ALB,FW,Pescara,19,1997,12,474,40,13.9,5.3,4,,1,8,,2,0.58,4,9,-5,-0.95,+0.24,Matches,7703afb6
431,Simone Mancini,it ITA,FW,Pescara,17,1999,0,,,,,0,,0,0,,1,,,,,,,Matches,a285de81
432,Rolando Mandragora,it ITA,MF,Juventus,19,1997,1,5,5,0.1,0.1,0,,0,1,,7,3.00,0,0,0,0.00,-1.32,Matches,c7259b83
433,Mario Mandžukić,hr CRO,FWMF,Juventus,30,1986,34,2483,73,72.6,27.6,28,,20,6,,1,2.32,52,17,+35,+1.27,-0.17,Matches,afa0d4e0
434,Kostas Manolas,gr GRE,DF,Roma,25,1991,33,2771,84,81.0,30.8,32,,25,1,,1,2.27,71,31,+40,+1.30,-0.36,Matches,c707411f
435,Juan Manuel Valencia,co COL,MF,Bologna,18,1998,0,,,,,0,,0,0,,1,,,,,,,Matches,7f50c23b
436,Giovanni Marchese,it ITA,DF,Genoa,31,1984,1,9,9,0.3,0.1,0,,0,1,,1,3.00,0,0,0,0.00,+0.69,Matches,55142846
437,Federico Marchetti,it ITA,GK,Lazio,33,1983,17,1485,87,43.4,16.5,17,,16,0,,1,1.82,32,22,+10,+0.61,0.00,Matches,f794b426
438,Claudio Marchisio,it ITA,MF,Juventus,30,1986,18,1253,70,36.6,13.9,15,,6,3,,11,2.56,33,7,+26,+1.87,+0.87,Matches,e304acd5
439,Riccardo Marchizza,it ITA,DF,Roma,18,1998,0,,,,,0,,0,0,,5,,,,,,,Matches,91d0fabf
440,Gian Marco Ferrari,it ITA,DF,Crotone,24,1992,37,3330,90,97.4,37.0,37,,37,0,,0,0.92,33,56,-23,-0.62,+0.38,Matches,8650af85
441,Guido Marilungo,it ITA,FW,Empoli,26,1989,20,942,47,27.5,10.5,11,,1,9,,14,0.75,8,22,-14,-1.34,-0.68,Matches,d575bcaf
442,Marius Marin,ro ROU,MF,Sassuolo,17,1998,0,,,,,0,,0,0,,2,,,,,,,Matches,a5106847
443,João Mário,pt POR,MF,Inter,23,1993,30,2003,67,58.6,22.3,22,,13,8,,3,1.67,35,24,+11,+0.49,-0.27,Matches,f0021247
444,Luca Marrone,it ITA,DFMF,Juventus,26,1990,0,,,,,0,,0,0,,1,,,,,,,Matches,ea468ea8
445,Leonardo Marson,it ITA,GK,Palermo,18,1998,0,,,,,0,,0,0,,28,,,,,,,Matches,72c938a0
446,Bruno Martella,it ITA,DFMF,Crotone,23,1992,29,2319,80,67.8,25.8,26,,19,3,,8,0.93,26,36,-10,-0.39,+0.76,Matches,1e12c53b
447,Josef Martínez,ve VEN,FW,Torino,23,1993,11,533,48,15.6,5.9,4,,4,7,,9,1.55,10,9,+1,+0.17,+0.04,Matches,e73f0aa1
448,Andrea Masiello,it ITA,DF,Atalanta,30,1986,35,2926,84,85.6,32.5,34,,30,1,,2,2.03,54,27,+27,+0.83,+1.92,Matches,e0314d87
449,Adam Masina,ma MAR,DF,Bologna,22,1994,32,2428,76,71.0,27.0,28,,22,4,,3,1.00,24,38,-14,-0.52,-0.16,Matches,de0f152c
450,Andrea Mastino,it ITA,DF,Cagliari,16,1999,0,,,,,0,,0,0,,2,,,,,,,Matches,1d434278
451,Ryder Matos,br BRA,FWMF,Udinese,23,1993,20,556,28,16.3,6.2,4,,0,16,,18,0.90,7,14,-7,-1.13,-1.07,Matches,7280b54f
452,Alessandro Matri,it ITA,FW,Sassuolo,31,1984,31,1456,47,42.6,16.2,16,,2,15,,6,1.16,25,28,-3,-0.19,-0.09,Matches,58d97e77
453,Federico Mattiello,it ITA,DFMF,Juventus,21,1995,0,,,,,0,,0,0,,11,,,,,,,Matches,fba81826
454,José Mauri,it ITA,MF,Milan,20,1996,0,,,,,0,,0,0,,1,,,,,,,Matches,644faf10
455,José Mauri,it ITA,MF,Empoli,20,1996,14,869,62,25.4,9.7,10,,4,4,,18,0.86,7,14,-7,-0.72,+0.16,Matches,644faf10
456,Stefano Mazzini,it ITA,GK,Atalanta,17,1998,0,,,,,0,,0,0,,9,,,,,,,Matches,c2bc1144
457,Luca Mazzitelli,it ITA,MF,Sassuolo,20,1995,17,1044,61,30.5,11.6,12,,5,5,,16,1.24,21,19,+2,+0.17,+0.44,Matches,dc61b402
458,Ibrahima Mbaye,sn SEN,DF,Bologna,21,1994,16,1068,67,31.2,11.9,11,,7,5,,20,0.75,16,17,-1,-0.08,+0.57,Matches,cfbf9881
459,Levan Mchedlidze,ge GEO,FW,Empoli,26,1990,15,944,63,27.6,10.5,11,,5,4,,10,1.27,9,7,+2,+0.19,+1.43,Matches,54ab361e
460,Gary Medel,cl CHI,DFMF,Inter,28,1987,26,2163,83,63.2,24.0,26,,19,0,,1,1.35,42,33,+9,+0.37,-0.63,Matches,563a68ad
461,Riccardo Meggiorini,it ITA,FW,Chievo,30,1985,27,1769,66,51.7,19.7,20,,6,7,,0,1.19,20,26,-6,-0.31,+0.35,Matches,2ec0f902
462,Federico Melchiorri,it ITA,FW,Cagliari,29,1987,10,467,47,13.7,5.2,4,,3,6,,4,1.00,6,16,-10,-1.93,-1.59,Matches,87e5d68c
463,Francesco Mele,it ITA,MF,Pescara,18,1998,0,,,,,0,,0,0,,2,,,,,,,Matches,72b27bab
464,Filippo Melegoni,it ITA,MF,Atalanta,17,1999,1,45,45,1.3,0.5,1,,0,0,,7,3.00,0,0,0,0.00,-0.56,Matches,6604165d
465,Gabriel Meli,it ITA,GK,Empoli,17,1999,0,,,,,0,,0,0,,1,,,,,,,Matches,f535f574
466,Felipe Melo,br BRA,MF,Inter,33,1983,5,179,36,5.2,2.0,1,,0,4,,8,3.00,4,0,+4,+2.01,+1.48,Matches,b14d84d3
467,Ledian Memushaj,al ALB,MF,Pescara,29,1986,36,2952,82,86.3,32.8,35,,25,1,,1,0.47,26,69,-43,-1.31,-1.12,Matches,8011fcf6
468,Dries Mertens,be BEL,FW,Napoli,29,1987,35,2558,73,74.8,28.4,28,,15,7,,2,2.20,76,29,+47,+1.65,+0.82,Matches,89b2c8a9
469,Djamel Mesbah,dz ALG,DF,Crotone,31,1984,10,680,68,19.9,7.6,8,,6,2,,13,0.80,4,12,-8,-1.06,-0.53,Matches,72158162
470,Senna Miangue,be BEL,DF,Inter,19,1997,3,124,41,3.6,1.4,1,,1,2,,9,1.67,2,1,+1,+0.73,+0.13,Matches,42591ed0
471,Senna Miangue,be BEL,DF,Cagliari,19,1997,4,137,34,4.0,1.5,0,,0,4,,11,1.00,2,2,0,0.00,+0.58,Matches,42591ed0
472,Giulio Migliaccio,it ITA,DFMF,Atalanta,35,1981,3,12,4,0.4,0.1,0,,0,3,,32,3.00,1,0,+1,+7.50,+6.97,Matches,e0d0587c
473,Marco Milanese,it ITA,DF,Napoli,18,1998,0,,,,,0,,0,0,,1,,,,,,,Matches,edc35da1
474,Hrvoje Milić,hr CRO,MFDF,Fiorentina,27,1989,17,1250,74,36.5,13.9,16,,10,1,,20,1.71,22,16,+6,+0.43,+0.43,Matches,1b625237
475,Hrvoje Miličević,ba BIH,DF,Pescara,23,1993,3,133,44,3.9,1.5,1,,1,2,,10,0.33,0,2,-2,-1.35,-0.20,Matches,37aa57c0
476,Arkadiusz Milik,pl POL,FW,Napoli,22,1994,17,559,33,16.3,6.2,4,,2,13,,6,2.29,13,7,+6,+0.97,-0.58,Matches,85613cf0
477,Sergej Milinković-Savić,rs SRB,MF,Lazio,21,1995,34,2727,80,79.7,30.3,31,,22,3,,1,1.91,58,40,+18,+0.59,-0.06,Matches,4e6dbac4
478,Miranda,br BRA,DF,Inter,31,1984,32,2880,90,84.2,32.0,32,,32,0,,0,1.75,62,39,+23,+0.72,+0.72,Matches,314f2124
479,Antonio Mirante,it ITA,GK,Bologna,33,1983,21,1879,89,54.9,20.9,21,,20,0,,3,1.19,20,32,-12,-0.57,-0.22,Matches,30223b33
480,Simone Missiroli,it ITA,MF,Sassuolo,30,1986,13,761,59,22.3,8.5,9,,2,4,,6,1.15,10,8,+2,+0.24,+0.47,Matches,331c0a43
481,Alexandru Mitriță,ro ROU,MFFW,Pescara,21,1995,15,553,37,16.2,6.1,4,,0,11,,15,0.60,4,15,-11,-1.79,-0.75,Matches,49db4b16
482,Jan Mlakar,si SVN,FWMF,Fiorentina,17,1998,1,21,21,0.6,0.2,0,,0,1,,7,0.00,0,1,-1,-4.29,-4.47,Matches,44d9bd5e
483,Abukar Mohamed,fi FIN,MF,Lazio,17,1999,0,,,,,0,,0,0,,5,,,,,,,Matches,2226b8dc
484,Cristian Molinaro,it ITA,DF,Torino,33,1983,10,751,75,22.0,8.3,9,,7,1,,6,1.00,16,20,-4,-0.48,-0.78,Matches,1c8c5aed
485,Emanuele Monari,it ITA,GK,Bologna,18,1998,0,,,,,0,,0,0,,1,,,,,,,Matches,fea293c0
486,Riccardo Montolivo,it ITA,MF,Milan,31,1985,9,778,86,22.7,8.6,9,,8,0,,4,1.89,13,11,+2,+0.23,-0.11,Matches,b746d309
487,Emiliano Moretti,it ITA,DF,Torino,35,1981,23,2063,90,60.3,22.9,23,,22,0,,14,1.22,43,44,-1,-0.04,-0.44,Matches,55667895
488,Michel Morganella,ch SUI,MFDF,Palermo,27,1989,11,649,59,19.0,7.2,7,,4,4,,20,0.09,4,22,-18,-2.50,-1.65,Matches,02728546
489,Archimede Morleo,it ITA,DF,Bologna,32,1983,1,25,25,0.7,0.3,0,,0,1,,6,3.00,0,0,0,0.00,+0.48,Matches,2260bad9
490,Leonardo Morosini,it ITA,MF,Genoa,20,1995,4,92,23,2.7,1.0,1,,0,3,,15,0.25,1,6,-5,-4.89,-4.32,Matches,d89b0ebb
491,Anthony Mounier,fr FRA,FW,Bologna,28,1987,6,292,49,8.5,3.2,4,,1,2,,13,0.83,3,0,+3,+0.92,+1.53,Matches,d9255c9a
492,Anthony Mounier,fr FRA,FWMF,Atalanta,28,1987,5,104,21,3.0,1.2,0,,0,5,,10,1.20,1,1,0,0.00,-0.57,Matches,d9255c9a
493,Gianni Munari,it ITA,MF,Cagliari,33,1983,11,352,32,10.3,3.9,3,,2,8,,8,1.55,1,14,-13,-3.32,-3.09,Matches,e50613bd
494,Ezequiel Muñoz,ar ARG,DF,Genoa,25,1990,31,2347,76,68.6,26.1,25,,22,6,,6,0.94,26,50,-24,-0.92,-0.75,Matches,e4b8c5b6
495,Sulley Muntari,gh GHA,MF,Pescara,31,1984,9,528,59,15.4,5.9,7,,1,2,,6,0.56,7,16,-9,-1.53,-0.44,Matches,e185aa52
496,Alessandro Murgia,it ITA,MF,Lazio,19,1996,14,495,35,14.5,5.5,4,,3,10,,22,2.00,10,12,-2,-0.36,-1.13,Matches,fb2c533b
497,Robert Murić,hr CRO,FW,Pescara,20,1996,5,186,37,5.4,2.1,2,,0,3,,22,0.80,3,4,-1,-0.48,+0.71,Matches,14349aeb
498,Luis Muriel,co COL,FW,Sampdoria,25,1991,31,2246,72,65.7,25.0,25,,8,6,,1,1.39,30,29,+1,+0.04,+0.58,Matches,eb2fe5b6
499,Jeison Murillo,co COL,DF,Inter,24,1992,27,2077,77,60.7,23.1,23,,19,4,,7,1.70,34,28,+6,+0.26,-0.88,Matches,b233e8e4
500,Nicola Murru,it ITA,DF,Cagliari,21,1994,26,2170,83,63.5,24.1,26,,21,0,,5,1.38,39,44,-5,-0.21,+0.94,Matches,d183e9d6
501,Yūto Nagatomo,jp JPN,DF,Inter,29,1986,16,1021,64,29.9,11.3,11,,7,5,,21,1.44,21,17,+4,+0.35,-0.36,Matches,4b6960d2
502,Ádám Nagy,hu HUN,MF,Bologna,21,1995,25,1803,72,52.7,20.0,22,,10,3,,8,1.20,23,25,-2,-0.10,+0.79,Matches,788b31e2
503,Radja Nainggolan,be BEL,MF,Roma,28,1988,37,3030,82,88.6,33.7,35,,22,2,,1,2.27,75,31,+44,+1.31,-0.54,Matches,1f9328da
504,Andrea Nalini,it ITA,MFFW,Crotone,26,1990,17,815,48,23.8,9.1,7,,1,10,,15,1.35,12,10,+2,+0.22,+1.12,Matches,65c75ea8
505,Ilija Nestorovski,mk MKD,FW,Palermo,26,1990,37,3105,84,90.8,34.5,34,,28,3,,0,0.68,31,74,-43,-1.25,-0.96,Matches,b1236c63
506,Neto,br BRA,GK,Juventus,27,1989,8,675,84,19.7,7.5,7,,7,1,,30,2.75,20,2,+18,+2.40,+1.35,Matches,a9dc785c
507,Bismark Ngissah,gh GHA,FW,Chievo,18,1998,0,,,,,0,,0,0,,3,,,,,,,Matches,a851a8b5
508,M'Baye Niang,sn SEN,FW,Milan,21,1994,18,1120,62,32.7,12.4,13,,5,5,,0,1.89,19,12,+7,+0.56,+0.37,Matches,2054d037
509,Manuel Nicoletti,it ITA,DF,Crotone,17,1998,0,,,,,0,,0,0,,2,,,,,,,Matches,a0e3b896
510,Nikola Ninković,rs SRB,FWMF,Genoa,21,1994,17,659,39,19.3,7.3,5,,1,12,,13,0.71,8,14,-6,-0.82,-0.17,Matches,ab1263d2
511,Olivier Ntcham,cm CMR,MFFW,Genoa,20,1996,20,973,49,28.5,10.8,10,,5,10,,12,1.15,16,24,-8,-0.74,-0.08,Matches,6554bb97
512,Simeon Nwankwo,ng NGA,FW,Crotone,24,1992,21,579,28,16.9,6.4,4,,2,17,,16,0.71,6,9,-3,-0.47,+0.20,Matches,80dbbd10
513,Joel Obi,ng NGA,MF,Torino,25,1991,20,771,39,22.5,8.6,9,,0,11,,6,1.60,14,13,+1,+0.12,-0.02,Matches,614c38fb
514,Lucas Ocampos,ar ARG,FW,Genoa,22,1994,14,839,60,24.5,9.3,12,,1,2,,4,1.14,10,16,-6,-0.64,+0.05,Matches,a08b974a
515,Lucas Ocampos,ar ARG,FW,Milan,22,1994,12,541,45,15.8,6.0,4,,2,8,,4,1.08,10,7,+3,+0.50,+0.22,Matches,a08b974a
516,Marios Oikonomou,gr GRE,DF,Bologna,23,1992,18,1248,69,36.5,13.9,12,,12,6,,19,1.06,12,30,-18,-1.30,-1.30,Matches,3b9858f5
