--- When using SR data, please cite us and provide a link and/or a mention.


 
,,Playing Time,,,,Performance,,,,,,,,,,Penalty Kicks,,,,
Squad,# Pl,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%
Atalanta,3,38,38,3420,38.0,41,1.08,122,81,66.4,21,9,8,16,42.1,4,4,0,0,0.0
Bologna,2,38,38,3420,38.0,58,1.53,188,130,69.1,11,8,19,9,23.7,6,4,1,1,20.0
Cagliari,4,38,38,3418,38.0,74,1.95,214,140,65.4,14,5,19,4,10.5,12,7,3,2,30.0
Chievo,2,38,38,3420,38.0,61,1.61,188,127,67.6,12,7,19,10,26.3,6,4,0,2,0.0
Crotone,2,38,38,3420,38.0,58,1.53,216,158,73.1,9,7,22,4,10.5,10,6,2,2,25.0
Empoli,2,38,38,3420,38.0,61,1.61,212,151,71.2,8,8,22,10,26.3,9,5,3,1,37.5
Fiorentina,4,38,38,3420,38.0,57,1.50,170,113,66.5,16,12,10,12,31.6,6,5,0,1,0.0
Genoa,3,38,38,3420,38.0,64,1.68,166,102,61.4,9,9,20,8,21.1,8,4,2,2,33.3
Inter,2,38,38,3420,38.0,49,1.29,161,112,69.6,19,5,14,9,23.7,6,5,1,0,16.7
Juventus,3,38,38,3420,38.0,27,0.71,108,81,75.0,29,4,5,18,47.4,1,1,0,0,0.0
Lazio,3,38,38,3420,38.0,51,1.34,168,117,69.6,21,7,10,8,21.1,9,5,2,2,28.6
Milan,1,38,38,3420,38.0,45,1.18,189,144,76.2,18,9,11,12,31.6,10,5,2,3,28.6
Napoli,2,38,38,3420,38.0,38,1.00,125,87,69.6,26,8,4,12,31.6,4,3,1,0,25.0
Palermo,2,38,38,3420,38.0,77,2.03,210,133,63.3,6,8,24,5,13.2,6,6,0,0,0.0
Pescara,2,38,38,3420,38.0,83,2.18,211,128,60.7,3,9,26,4,10.5,6,6,0,0,0.0
Roma,1,38,38,3420,38.0,38,1.00,154,116,75.3,28,3,7,14,36.8,4,2,2,0,50.0
Sampdoria,2,38,38,3420,38.0,55,1.45,180,125,69.4,12,12,14,7,18.4,8,6,2,0,25.0
Sassuolo,1,38,38,3330,38.0,56,1.51,191,135,70.7,13,7,18,7,18.4,8,5,2,1,28.6
Torino,2,38,38,3420,38.0,66,1.74,173,107,61.8,13,14,11,5,13.2,7,7,0,0,0.0
Udinese,2,38,38,3420,38.0,56,1.47,157,101,64.3,12,9,17,7,18.4,9,8,0,1,0.0


Provided by <a href="https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">FBref.com</a>: <a href="https://fbref.com/en/comps/11/2016-2017/2016-2017-Serie-A-M-Stats?sr&utm_source=direct&utm_medium=Share&utm_campaign=ShareTool#stats_squads_keeper_for">View Original Table</a><br>Generated 8/26/2026.
