--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,,Performance,,,,,,,,,,,,,-additional
205,Davide Frattesi,it ITA,MF,Sassuolo,21,1999,31.7,6,0,0,45,57,0,14,28,14,,,1,Matches,2a7d27c1
206,Morten Frendrup,dk DEN,DFMF,Genoa,20,2001,7.7,1,0,0,10,4,0,8,16,25,,,0,Matches,f4d60499
207,Remo Freuler,ch SUI,MF,Atalanta,29,1992,26.3,10,0,0,42,28,0,25,36,42,,,1,Matches,98d2c2c4
208,Matteo Gabbia,it ITA,DF,Milan,21,1999,6.0,3,0,0,7,2,0,0,9,4,,,0,Matches,c235e803
209,Manolo Gabbiadini,it ITA,FWMF,Sampdoria,29,1991,12.7,3,0,0,11,16,6,23,3,4,,,0,Matches,8f866fe8
210,Gianluca Gaetano,it ITA,MF,Napoli,21,2000,0.2,0,0,0,1,1,0,0,2,1,,,0,Matches,3b387cc7
211,Luca Gagliano,it ITA,FW,Cagliari,21,2000,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches,1d00a56c
212,Roberto Gagliardini,it ITA,MF,Inter,27,1994,7.2,2,0,0,24,16,0,5,8,7,,,0,Matches,ce30bfc8
213,Riccardo Gagliolo,se SWE,DFMF,Salernitana,31,1990,12.6,2,0,0,8,12,0,15,28,12,,,0,Matches,173061c0
214,Nicolas Galazzi,it ITA,MF,Venezia,20,2000,0.2,0,0,0,2,0,0,3,0,1,,,0,Matches,a796492f
215,Pablo Galdames Millán,cl CHI,MF,Genoa,24,1996,11.4,2,0,0,19,11,3,31,10,12,,,0,Matches,dd403465
216,Luca Gemello,it ITA,GK,Torino,21,2000,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches,53e494ec
217,Paolo Ghiglione,it ITA,MFDF,Genoa,24,1997,6.7,3,0,0,11,4,0,37,12,12,,,0,Matches,71dc23da
218,Faouzi Ghoulam,dz ALG,DF,Napoli,30,1991,3.7,1,0,0,4,2,0,25,4,1,,,0,Matches,c5adc293
219,Sebastian Giovinco,it ITA,FWMF,Sampdoria,34,1987,0.4,0,0,0,2,0,0,1,0,0,,,0,Matches,2b7c18ae
220,Olivier Giroud,fr FRA,FW,Milan,34,1986,21.0,4,0,0,31,22,11,4,3,12,,,0,Matches,16ceb862
221,Diego Godín,uy URU,DF,Cagliari,35,1986,9.1,3,0,0,13,3,0,0,14,8,,,0,Matches,fc4f85b1
222,Edoardo Goldaniga,it ITA,DF,Cagliari,27,1993,10.4,3,0,0,22,13,1,13,22,6,,,0,Matches,4b029b31
223,Edoardo Goldaniga,it ITA,DF,Sassuolo,27,1993,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches,4b029b31
224,Cedric Gondo,ci CIV,FW,Salernitana,24,1996,7.8,1,0,0,18,32,3,9,3,2,,,0,Matches,ff37d2ef
225,Nicolás González,ar ARG,FW,Fiorentina,23,1998,26.2,4,1,1,30,97,5,63,22,15,,,0,Matches,2374aaca
226,Robin Gosens,de GER,MF,Atalanta,27,1994,5.1,2,0,0,4,5,1,5,9,3,,,0,Matches,2d970560
227,Robin Gosens,de GER,DFMF,Inter,27,1994,1.9,1,0,0,1,2,2,7,2,1,,,0,Matches,2d970560
228,Alberto Grassi,it ITA,MF,Cagliari,26,1995,24.2,6,1,1,28,60,1,6,65,26,,,0,Matches,6cc97b6a
229,Koray Günter,de GER,DF,Hellas Verona,26,1994,26.8,10,0,0,42,16,1,0,70,20,,,1,Matches,f1f1f238
230,Albert Guðmundsson,is ISL,MF,Genoa,24,1997,6.7,3,0,0,14,10,3,41,5,3,,,0,Matches,b79858d5
231,Emmanuel Gyasi,gh GHA,MFFW,Spezia,27,1994,33.7,10,0,0,48,51,21,23,18,31,,,1,Matches,f9758dae
232,Norbert Gyömbér,sk SVK,DF,Salernitana,29,1992,28.5,9,0,0,47,15,0,19,46,35,,,0,Matches,0be276c6
233,Nicolas Haas,ch SUI,MF,Empoli,25,1996,11.1,3,0,0,18,11,1,15,9,24,,,0,Matches,fa449bba
234,Samir Handanović,si SVN,GK,Inter,37,1984,37.0,1,0,0,0,4,0,0,0,0,,,0,Matches,74419746
235,Ridgeciano Haps,sr SUR,DFMF,Venezia,28,1993,22.8,6,0,0,22,43,2,34,28,19,,,0,Matches,c8d7131c
236,Abdou Harroui,nl NED,MF,Sassuolo,23,1998,5.0,2,0,0,13,2,0,7,4,4,,,0,Matches,65fd099c
237,Hans Hateboer,nl NED,MFDF,Atalanta,27,1994,15.4,2,0,0,18,7,3,39,7,15,,,0,Matches,3b333ac3
238,Silvan Hefti,ch SUI,DF,Genoa,23,1997,14.3,1,0,0,13,7,0,32,21,30,,,0,Matches,f8342731
239,Liam Henderson,sct SCO,MF,Empoli,25,1996,22.4,4,0,0,59,22,3,87,9,13,,,0,Matches,d7918b13
240,Dalbert Henrique,br BRA,MF,Cagliari,27,1993,23.1,9,0,0,38,27,4,73,26,24,,,0,Matches,f45f9427
241,Matheus Henrique,br BRA,MF,Sassuolo,23,1997,12.0,3,0,0,18,13,0,12,7,4,,,0,Matches,a2d9f138
242,Thomas Henry,fr FRA,FW,Venezia,26,1994,23.5,6,1,1,50,69,14,5,2,5,,,2,Matches,9ef42479
243,Theo Hernández,fr FRA,DF,Milan,23,1997,30.1,7,2,1,34,74,8,127,22,34,,,0,Matches,d4c9725f
244,Hernani,br BRA,MFFW,Genoa,27,1994,7.6,0,0,0,12,10,2,15,14,8,,,0,Matches,6f5ead86
245,Daan Heymans,be BEL,MF,Venezia,22,1999,2.8,4,0,0,8,2,0,3,4,1,,,0,Matches,6d70c771
246,Aaron Hickey,sct SCO,MFDF,Bologna,19,2002,31.3,7,0,0,38,71,4,51,32,30,,,0,Matches,1780bb4a
247,Martin Hongla,cm CMR,MF,Hellas Verona,23,1998,7.2,3,0,0,15,5,0,4,5,8,,,0,Matches,b85bf253
248,Sydney van Hooijdonk,nl NED,FW,Bologna,21,2000,0.4,0,0,0,0,0,0,0,0,0,,,0,Matches,5b418e15
249,Petko Hristov,bg BUL,DF,Spezia,22,1999,13.9,3,0,0,8,18,0,1,20,8,,,0,Matches,d8800a46
250,Elseid Hysaj,al ALB,DF,Lazio,27,1994,22.5,3,0,0,16,18,2,26,22,32,,,0,Matches,2f3452eb
251,Roger Ibanez,br BRA,DF,Roma,22,1998,32.1,9,0,0,47,48,1,3,62,31,,,0,Matches,82efe6fa
252,Zlatan Ibrahimović,se SWE,FW,Milan,39,1981,11.3,2,0,0,16,9,19,6,3,0,,,1,Matches,4cde5509
253,Igor,br BRA,DF,Fiorentina,23,1998,24.9,3,0,0,28,5,0,2,30,34,,,0,Matches,a4e85758
254,Jonathan Ikone,fr FRA,FW,Fiorentina,23,1998,7.2,1,0,0,6,6,1,9,2,3,,,0,Matches,42eaa028
255,Ivan Ilić,rs SRB,MF,Hellas Verona,20,2001,28.1,5,1,0,45,32,1,38,21,20,,,1,Matches,bb376bed
256,Josip Iličić,si SVN,MFFW,Atalanta,33,1988,9.3,1,0,0,13,38,1,38,3,6,,,0,Matches,68252d6d
257,Ciro Immobile,it ITA,FW,Lazio,31,1990,30.1,4,0,0,36,39,13,13,3,5,,,0,Matches,4431aed2
258,Lorenzo Insigne,it ITA,MFFW,Napoli,30,1991,25.4,2,0,0,20,22,5,89,21,14,,,0,Matches,2f557579
259,Ardian Ismajli,al ALB,DF,Empoli,24,1996,14.1,7,0,0,17,14,0,3,23,9,,,2,Matches,6b635f5c
260,Armando Izzo,it ITA,DF,Torino,29,1992,5.8,4,0,0,16,12,0,3,19,8,,,0,Matches,89976232
261,Mato Jajalo,ba BIH,MF,Udinese,33,1988,7.0,2,0,0,12,7,0,4,11,14,,,0,Matches,8c65eb5f
262,Paweł Jaroszyński,pl POL,DF,Salernitana,26,1994,5.7,2,0,0,7,5,0,19,10,5,,,0,Matches,958a601f
263,Juan Jesus,br BRA,DF,Napoli,30,1991,14.2,1,0,0,14,2,2,1,9,17,,,1,Matches,79083382
264,Dennis Johnsen,no NOR,FWMF,Venezia,23,1998,16.1,2,0,0,9,12,13,43,5,9,,,0,Matches,66784dee
265,Kaio Jorge,br BRA,FW,Juventus,19,2002,1.3,0,0,0,4,5,2,1,0,1,,,0,Matches,0cf465f2
266,Flavio Junior Bianchi,it ITA,FW,Genoa,21,2000,3.5,0,0,0,5,4,0,1,0,2,,,0,Matches,3ef965c1
267,Hamed Junior Traorè,ci CIV,MF,Sassuolo,21,2000,19.7,3,0,0,29,32,3,59,11,18,,,0,Matches,570bb4b9
268,Nikola Kalinić,hr CRO,FW,Hellas Verona,33,1988,4.5,5,1,1,15,9,2,1,0,0,,,0,Matches,d4931a5a
269,Yayah Kallon,sl SLE,MFFW,Genoa,20,2001,7.1,3,0,0,18,13,3,18,1,11,,,0,Matches,f95f49d2
270,Pierre Kalulu,fr FRA,DF,Milan,21,2000,21.6,4,0,0,18,6,2,22,23,36,,,0,Matches,85f7d1be
271,Dimitrije Kamenović,rs SRB,DF,Lazio,21,2000,0.5,0,0,0,1,1,0,0,2,1,,,0,Matches,d3e0c826
272,Rick Karsdorp,nl NED,MFDF,Roma,26,1995,32.0,9,1,1,27,13,0,103,34,37,,,0,Matches,9f84febe
273,Denso Kasius,nl NED,MF,Bologna,18,2002,2.0,0,0,0,1,4,0,7,2,6,,,0,Matches,7ae36711
274,Grigoris Kastanos,cy CYP,MFFW,Salernitana,23,1998,15.0,4,1,0,27,35,2,51,20,19,,,0,Matches,2a82aa85
275,Moise Kean,it ITA,FW,Juventus,21,2000,12.2,5,0,0,20,16,12,6,2,4,,,0,Matches,3d50bcdb
276,Wajdi Kechrida,tn TUN,MFDF,Salernitana,25,1995,10.6,0,0,0,8,1,1,33,6,6,,,0,Matches,11962fe7
277,Dimitrios Keramitsis,gr GRE,DF,Roma,17,2004,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches,6f30a1d5
278,Franck Kessié,ci CIV,MF,Milan,24,1996,25.6,2,0,0,34,31,1,11,22,23,,,0,Matches,05e19d6a
279,Jakub Kiwior,pl POL,MF,Spezia,21,2000,21.8,6,0,0,27,5,2,7,37,29,,,0,Matches,dc3e663e
280,Sofian Kiyine,ma MAR,MFFW,Venezia,23,1997,13.8,8,1,0,48,11,0,48,10,14,,,0,Matches,ce1806be
281,Simon Kjær,dk DEN,DF,Milan,32,1989,8.9,2,0,0,20,5,0,1,9,12,,,1,Matches,8b8a56ce
282,Aleksandr Kokorin,ru RUS,FWMF,Fiorentina,30,1991,0.6,1,0,0,2,2,0,0,0,1,,,0,Matches,fec5accc
283,Aleksandar Kolarov,rs SRB,DF,Inter,35,1985,0.5,0,0,0,0,1,0,0,1,1,,,0,Matches,eda40760
284,Teun Koopmeiners,nl NED,MF,Atalanta,23,1998,23.6,4,0,0,36,21,6,98,15,25,,,1,Matches,a26fb8aa
285,Kalidou Koulibaly,sn SEN,DF,Napoli,30,1991,26.7,5,1,0,28,12,0,2,29,24,,,0,Matches,da974c7b
286,Christos Kourfalidis,gr GRE,MF,Cagliari,18,2002,0.2,0,0,0,0,0,0,0,0,0,,,0,Matches,5c522c88
287,Viktor Kovalenko,ua UKR,MF,Spezia,25,1996,14.7,4,0,0,15,20,0,24,14,11,,,0,Matches,9d60028d
288,Julian Kristoffersen,no NOR,FW,Salernitana,24,1997,0.1,0,0,0,1,0,1,0,0,0,,,0,Matches,b804c280
289,Rade Krunić,ba BIH,MF,Milan,27,1993,15.7,2,0,0,21,29,1,11,16,17,,,0,Matches,817c6964
290,Dejan Kulusevski,se SWE,MFFW,Juventus,21,2000,8.6,1,0,0,29,10,3,8,5,12,,,0,Matches,df3cda47
291,Marash Kumbulla,al ALB,DF,Roma,21,2000,11.4,6,0,0,22,11,0,2,15,13,,,0,Matches,a40819d9
292,Giorgos Kyriakopoulos,gr GRE,DFMF,Sassuolo,25,1996,21.9,6,1,0,30,37,3,98,13,14,,,0,Matches,0a483542
293,Andrea La Mantia,it ITA,FW,Empoli,30,1991,5.4,0,0,0,6,7,3,1,1,0,,,0,Matches,c375dfa5
294,Sam Lammers,nl NED,FW,Atalanta,24,1997,0.4,0,0,0,2,3,0,0,0,0,,,0,Matches,c283ddef
295,Kevin Lasagna,it ITA,MFFW,Hellas Verona,28,1992,13.2,1,0,0,20,10,12,10,3,5,,,0,Matches,09538fdb
296,Darko Lazović,rs SRB,MF,Hellas Verona,30,1990,30.7,2,0,0,13,8,11,95,21,24,,,0,Matches,5128bde4
297,Manuel Lazzari,it ITA,DF,Lazio,27,1993,18.5,3,0,0,18,44,4,55,12,15,,,0,Matches,02caf6e0
298,Patrick Leal,us USA,MF,Venezia,18,2003,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches,d97ec0d1
299,Rafael Leão,pt POR,MF,Milan,22,1999,28.9,4,0,0,25,45,8,63,11,9,,,0,Matches,20730eae
300,Lucas Leiva,br BRA,MF,Lazio,34,1987,18.9,9,0,0,37,17,0,4,30,29,,,0,Matches,4c78b5ed
301,Luca Lezzerini,it ITA,GK,Venezia,26,1995,5.5,2,0,0,0,0,0,0,0,0,,,0,Matches,c9c32262
302,Ben Lhassine Kone,ci CIV,MF,Torino,21,2000,0.9,0,0,0,1,0,0,0,1,3,,,0,Matches,7452c7a8
303,Matthijs de Ligt,nl NED,DF,Juventus,21,1999,29.7,4,1,1,32,15,2,4,27,19,,,0,Matches,d6e53a3a
304,Anderson Lima,br BRA,MF,Lazio,21,1999,0.7,1,0,0,2,4,0,1,2,0,,,0,Matches,59be3a74
305,Karol Linetty,pl POL,MF,Torino,26,1995,10.0,2,0,0,30,10,0,8,5,9,,,0,Matches,d023d70f
306,Stanislav Lobotka,sk SVK,MF,Napoli,26,1994,18.7,2,0,0,19,35,0,3,13,24,,,0,Matches,e1cbb531
307,Manuel Locatelli,it ITA,MF,Juventus,23,1998,24.0,6,0,0,42,25,2,8,19,25,,,0,Matches,a8a874f1
308,Maxime Lopez,fr FRA,MF,Sassuolo,23,1997,32.6,14,0,0,37,31,0,17,44,41,,,0,Matches,20094685
309,Matteo Lovato,it ITA,DF,Atalanta,21,2000,3.4,1,0,0,5,1,0,3,8,4,,,0,Matches,5fa57166
310,Matteo Lovato,it ITA,DF,Cagliari,21,2000,13.8,4,0,0,15,14,0,0,28,16,,,0,Matches,5fa57166
311,Hirving Lozano,mx MEX,MFFW,Napoli,26,1995,17.9,3,0,0,27,33,14,46,9,21,,,0,Matches,a69e4806
312,José Luis Palomino,ar ARG,DF,Atalanta,31,1990,29.7,9,0,0,39,17,1,9,97,40,,,0,Matches,921f6058
313,Saša Lukić,rs SRB,MF,Torino,24,1996,33.1,10,0,0,85,46,1,25,27,34,,,0,Matches,c6e8cf1f
314,Sebastiano Luperto,it ITA,DF,Empoli,24,1996,21.8,8,1,1,29,5,1,6,45,16,,,0,Matches,997fff07
315,Babis Lykogiannis,gr GRE,MFDF,Cagliari,27,1993,20.2,2,0,0,29,14,0,93,31,12,,,0,Matches,5efc5389
316,Niki Mäenpää,fi FIN,GK,Venezia,36,1985,16.5,1,0,0,1,1,0,0,0,0,,,0,Matches,14a96e1c
317,Giulio Maggiore,it ITA,MF,Spezia,23,1998,31.3,9,0,0,64,67,1,13,31,34,,,0,Matches,957e4c87
318,Francesco Magnanelli,it ITA,MF,Sassuolo,36,1984,3.0,1,0,0,10,7,0,0,1,4,,,0,Matches,07767f42
319,Giangiacomo Magnani,it ITA,DF,Sampdoria,25,1995,2.7,0,0,0,3,1,0,0,5,2,,,0,Matches,cce9f582
320,Giangiacomo Magnani,it ITA,DF,Hellas Verona,25,1995,5.9,3,1,0,11,9,0,2,10,7,,,0,Matches,cce9f582
321,Mike Maignan,fr FRA,GK,Milan,26,1995,32.0,1,0,0,0,6,0,0,1,2,,,0,Matches,fcb38f57
322,Ainsley Maitland-Niles,eng ENG,MFDF,Roma,23,1997,5.4,0,0,0,6,1,1,25,6,7,,,0,Matches,e3a5814e
323,Jean-Victor Makengo,fr FRA,MF,Udinese,23,1998,26.1,7,1,1,27,38,1,8,20,23,,,0,Matches,22bfb57e
324,Nikola Maksimović,rs SRB,DF,Genoa,29,1991,12.4,2,0,0,10,8,0,2,12,6,,,0,Matches,16b9d5cf
325,Kévin Malcuit,ma MAR,MFDF,Napoli,30,1991,3.2,3,0,0,8,5,0,12,6,2,,,0,Matches,d6a889ea
326,Daniel Maldini,it ITA,MF,Milan,19,2001,1.6,1,0,0,4,1,1,1,1,3,,,0,Matches,801831fe
327,Youssef Maleh,ma MAR,MF,Fiorentina,22,1998,11.3,5,0,0,43,19,0,18,7,15,,,0,Matches,4c8845f7
328,Ruslan Malinovskyi,ua UKR,MFFW,Atalanta,28,1993,17.7,10,0,0,39,41,3,102,5,9,,,0,Matches,48d5bd33
329,Rey Manaj,al ALB,FW,Spezia,24,1997,19.6,9,0,0,54,62,11,6,4,14,,,0,Matches,7703afb6
330,Gianluca Mancini,it ITA,DF,Roma,25,1996,32.0,16,1,1,60,15,1,15,38,26,,,0,Matches,5aa53281
331,Leonardo Mancuso,it ITA,FW,Empoli,29,1992,4.7,0,0,0,1,2,5,5,1,1,,,0,Matches,311027cb
332,Rolando Mandragora,it ITA,MF,Torino,24,1997,14.7,7,1,1,26,22,1,46,9,11,,,0,Matches,c7259b83
333,Kostas Manolas,gr GRE,DF,Napoli,30,1991,3.5,1,0,0,5,0,0,0,3,2,,,0,Matches,c707411f
334,Riccardo Marchizza,it ITA,DF,Empoli,23,1998,15.0,4,0,0,20,3,2,42,10,15,,,1,Matches,91d0fabf
335,Gian Marco Ferrari,it ITA,DF,Sassuolo,29,1992,34.7,6,1,1,25,37,1,1,44,13,,,0,Matches,8650af85
336,Davide Marfella,it ITA,GK,Napoli,21,1999,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches,880fcdbb
337,Pablo Marí,es ESP,DF,Udinese,27,1993,14.9,2,1,0,20,4,0,3,22,10,,,0,Matches,aa54ec6f
338,Răzvan Marin,ro ROU,MF,Cagliari,25,1996,31.3,6,1,1,37,31,1,127,10,22,,,0,Matches,7fac99d4
339,Lautaro Martínez,ar ARG,FW,Inter,23,1997,25.4,6,0,0,40,46,12,15,17,10,,,0,Matches,f7036e1c
340,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,25,1996,15.9,8,0,0,30,11,0,1,21,23,,,0,Matches,3ec3c1c9
341,Adam Marušić,me MNE,DF,Lazio,28,1992,30.2,6,1,1,26,13,0,30,41,19,,,0,Matches,d4535821
342,Andrea Masiello,it ITA,DF,Genoa,35,1986,5.7,3,0,0,6,4,0,1,14,3,,,0,Matches,e0314d87
343,Aleš Matějů,cz CZE,DFMF,Venezia,25,1996,8.1,3,0,0,13,8,1,22,8,11,,,0,Matches,deb748c9
344,Borja Mayoral,es ESP,FW,Roma,24,1997,1.1,0,0,0,0,2,0,2,0,0,,,0,Matches,64e8ed6d
345,Pasquale Mazzocchi,it ITA,MFDF,Salernitana,26,1995,14.1,2,0,0,18,7,1,79,11,19,,,0,Matches,eb0ec070
346,Pasquale Mazzocchi,it ITA,DF,Venezia,26,1995,13.8,3,0,0,22,6,0,46,22,8,,,0,Matches,eb0ec070
347,Ibrahima Mbaye,sn SEN,MF,Bologna,26,1994,1.2,0,0,0,3,1,1,1,1,1,,,0,Matches,cfbf9881
348,Weston McKennie,us USA,MF,Juventus,22,1998,15.2,1,0,0,19,4,0,13,21,11,,,0,Matches,01c3aff5
349,Gary Medel,cl CHI,DF,Bologna,33,1987,31.4,10,1,1,34,31,1,2,44,25,,,0,Matches,563a68ad
350,Filippo Melegoni,it ITA,MF,Genoa,22,1999,10.9,1,0,0,14,20,2,34,12,12,,,0,Matches,6604165d
351,Arthur Melo,br BRA,MF,Juventus,24,1996,10.7,3,0,0,20,31,0,1,5,13,,,0,Matches,48b3dd60
352,Alex Meret,it ITA,GK,Napoli,24,1997,6.9,0,0,0,0,5,0,0,0,0,,,0,Matches,9413b19f
353,Yıldırım Mert Çetin,tr TUR,DF,Hellas Verona,24,1997,0.5,0,0,0,0,1,0,1,0,0,,,0,Matches,c730da00
354,Dries Mertens,be BEL,FWMF,Napoli,34,1987,15.4,2,0,0,26,22,5,22,9,7,,,0,Matches,89b2c8a9
355,Junior Messias,br BRA,MF,Milan,30,1991,15.9,2,0,0,21,24,3,53,16,19,,,0,Matches,f49c4ae9
356,Kingsley Michael,ng NGA,MF,Bologna,21,1999,0.8,0,0,0,0,1,0,0,1,1,,,0,Matches,e63e122d
357,Valentin Mihaila,ro ROU,FWMF,Atalanta,21,2000,0.8,0,0,0,2,0,0,3,0,1,,,0,Matches,81a4c239
358,Mikael,br BRA,FW,Salernitana,22,1999,1.0,0,0,0,3,2,0,0,0,1,,,0,Matches,33502726
359,Hilmir Mikaelsson,is ISL,FW,Venezia,17,2004,0.2,0,0,0,0,0,0,0,0,0,,,0,Matches,5add9b29
360,Nikola Milenković,rs SRB,DF,Fiorentina,23,1997,32.5,10,1,1,48,21,0,2,38,34,,,0,Matches,bee704fc
361,Sergej Milinković-Savić,rs SRB,MF,Lazio,26,1995,34.4,6,1,1,56,44,4,45,35,43,,,0,Matches,4e6dbac4
362,Vanja Milinković-Savić,rs SRB,GK,Torino,24,1997,27.0,3,0,0,2,1,0,0,0,0,,,0,Matches,9fa26bc2
363,Aleksei Miranchuk,ru RUS,MFFW,Atalanta,25,1995,8.6,0,0,0,14,19,3,17,0,8,,,0,Matches,a9aa0d1d
364,Fabio Miretti,it ITA,MF,Juventus,17,2003,3.6,0,0,0,4,4,0,6,2,2,,,0,Matches,34693494
365,Henrikh Mkhitaryan,am ARM,MF,Roma,32,1989,27.7,4,1,1,41,51,5,45,22,30,,,0,Matches,dd0daf32
366,Marco Modolo,it ITA,DF,Venezia,32,1989,4.4,2,0,0,6,3,0,0,4,3,,,0,Matches,fdcdb521
367,Nahuel Molina,ar ARG,MF,Udinese,23,1998,29.3,7,1,1,31,16,1,116,19,25,,,0,Matches,23610943
368,Cristian Molinaro,it ITA,DF,Venezia,38,1983,6.1,0,0,0,7,8,1,16,5,10,,,0,Matches,1c8c5aed
369,Lorenzo Montipò,it ITA,GK,Hellas Verona,25,1996,34.0,1,0,0,0,4,0,0,1,0,,,0,Matches,c1d95617
370,Álvaro Morata,es ESP,FWMF,Juventus,28,1992,25.6,5,0,0,48,77,20,21,5,11,,,0,Matches,129af0db
371,Raúl Moro,es ESP,FW,Lazio,18,2002,2.2,0,0,0,0,0,0,2,0,3,,,0,Matches,919dd4b1
372,Andrei Motoc,md MDA,DF,Salernitana,19,2002,1.0,0,0,0,0,2,0,0,2,1,,,0,Matches,b64073a0
373,Lys Mousset,fr FRA,MFFW,Salernitana,25,1996,1.8,2,0,0,4,2,1,0,0,0,,,0,Matches,d9cfca3d
374,Samuel Mráz,sk SVK,FW,Spezia,24,1997,0.6,0,0,0,2,0,1,0,0,0,,,0,Matches,be6c1ccc
375,Mert Müldür,tr TUR,DF,Sassuolo,22,1999,22.7,5,0,0,24,15,0,40,26,34,,,0,Matches,1295552e
376,Luis Muriel,co COL,FWMF,Atalanta,30,1991,17.1,1,0,0,14,27,7,76,1,4,,,0,Matches,eb2fe5b6
377,Vedat Muriqi,xk KVX,FW,Lazio,27,1994,2.4,1,0,0,5,9,1,0,0,0,,,0,Matches,0cadc46d
378,Nicola Murru,it ITA,DF,Sampdoria,26,1994,10.9,5,0,0,22,6,2,23,9,17,,,0,Matches,d183e9d6
379,Juan Musso,ar ARG,GK,Atalanta,27,1994,32.6,1,1,0,3,1,0,0,0,0,,,0,Matches,a111cf41
380,Joakim Mæhle,dk DEN,MF,Atalanta,24,1997,16.3,2,0,0,9,25,1,27,16,11,,,0,Matches,c459a650
381,Nahitan Nández,uy URU,MF,Cagliari,25,1995,16.9,4,0,0,27,34,12,64,8,20,,,0,Matches,95facda1
382,Nani,pt POR,MFFW,Venezia,34,1986,3.2,1,0,0,2,8,0,13,2,1,,,0,Matches,15e9c7e6
383,Matija Nastasić,rs SRB,DF,Fiorentina,28,1993,2.4,1,0,0,2,0,0,0,5,0,,,0,Matches,f35430a4
384,Ilija Nestorovski,mk MKD,FW,Udinese,31,1990,2.1,1,0,0,3,7,2,2,0,0,,,0,Matches,b1236c63
385,Aurélien Nguiamba,fr FRA,MF,Spezia,22,1999,0.6,1,0,0,1,0,0,0,0,3,,,0,Matches,de135234
386,Dimitris Nikolaou,gr GRE,DF,Spezia,22,1998,36.0,7,0,0,31,21,0,7,48,26,,,1,Matches,cf961d8d
387,Jean-Pierre Nsame,cm CMR,FW,Venezia,28,1993,2.7,0,0,0,6,3,3,1,0,1,,,0,Matches,12e6d21a
388,Bram Nuytinck,nl NED,DF,Udinese,31,1990,22.6,2,0,0,16,4,0,6,22,23,,,0,Matches,e33f36d5
389,Simeon Nwankwo,ng NGA,FW,Salernitana,29,1992,9.4,0,0,0,13,14,9,1,3,5,,,0,Matches,80dbbd10
390,M'Bala Nzola,ao ANG,FW,Spezia,24,1996,11.9,2,0,0,31,7,13,5,0,2,,,0,Matches,a4948e67
391,Adam Obert,sk SVK,DF,Cagliari,18,2002,3.0,0,0,0,5,0,0,2,4,5,,,0,Matches,aa25ce92
392,Joel Obi,ng NGA,MF,Salernitana,30,1991,12.7,4,0,0,32,21,0,25,9,14,,,0,Matches,614c38fb
393,Brian Oddei,it ITA,FW,Sassuolo,18,2002,0.1,0,0,0,0,1,0,0,0,0,,,0,Matches,97e8ea97
394,Álvaro Odriozola,es ESP,DF,Fiorentina,25,1995,19.3,4,1,0,15,12,1,53,8,15,,,0,Matches,1d1691ad
395,Stefano Okaka,it ITA,FW,Udinese,31,1989,0.2,1,0,0,1,0,1,0,0,0,,,0,Matches,601ef102
396,David Okereke,ng NGA,FWMF,Venezia,23,1997,22.8,5,1,0,29,32,9,27,11,9,,,0,Matches,d125f22f
397,Christian Oliva,uy URU,MF,Cagliari,25,1996,0.5,0,0,0,0,0,0,0,0,2,,,0,Matches,d3b888e3
398,Sérgio Oliveira,pt POR,MF,Roma,29,1992,9.9,5,0,0,12,25,0,32,10,18,,,0,Matches,947e036f
399,Riccardo Orsolini,it ITA,FWMF,Bologna,24,1997,19.8,2,0,0,20,44,13,87,4,13,,,0,Matches,e14ec482
400,Victor Osimhen,ng NGA,FW,Napoli,22,1998,22.0,5,1,0,37,38,19,9,3,6,,,0,Matches,8c90fd7a
401,David Ospina,co COL,GK,Napoli,32,1988,31.0,1,0,0,0,7,0,0,1,0,,,0,Matches,82b1198a
402,Adam Ounas,dz ALG,MF,Napoli,24,1996,3.6,1,0,0,9,10,0,16,2,1,,,0,Matches,ed90babd
403,Daniele Padelli,it ITA,GK,Udinese,35,1985,3.0,0,0,0,0,0,0,0,0,0,,,0,Matches,cf1c23d8
404,Simone Pafundi,it ITA,FW,Udinese,15,2006,0.3,0,0,0,1,0,0,0,0,0,,,0,Matches,8daee720
405,Martin Palumbo,no NOR,MF,Juventus,19,2002,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches,f8d41a8c
406,Goran Pandev,mk MKD,FW,Genoa,38,1983,9.4,1,0,0,5,36,6,3,2,0,,,0,Matches,d711d04f
407,Ivor Pandur,hr CRO,GK,Hellas Verona,21,2000,3.0,0,0,0,0,1,0,0,0,0,,,0,Matches,457cb02f
408,Fabiano Parisi,it ITA,DF,Empoli,20,2000,16.4,5,0,0,22,28,0,44,23,25,,,0,Matches,0967845b
409,Mario Pašalić,hr CRO,MFFW,Atalanta,26,1995,22.2,3,0,0,30,15,6,4,18,13,,,0,Matches,e599253a
410,Patric,es ESP,DF,Lazio,28,1993,18.3,7,1,1,24,7,0,1,13,15,,,1,Matches,f7223718
411,Rui Patrício,pt POR,GK,Roma,33,1988,38.0,2,0,0,0,1,0,0,1,0,,,0,Matches,79b0d6a0
