
--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,,Standard,,,,,,,,,,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches,-9999
66,Beto,gw GNB,FW,Udinese,23,1998,24.1,11,64,26,40.6,2.65,1.08,0.17,0.42,0,0,Matches,ed5c0319
67,Luis Binks,eng ENG,DF,Bologna,19,2001,7.2,0,2,0,0.0,0.28,0.00,0.00,,0,0,Matches,36e88fbc
68,Cristiano Biraghi,it ITA,DF,Fiorentina,28,1992,35.0,4,38,18,47.4,1.08,0.51,0.11,0.22,1,2,Matches,9e1577aa
69,Davide Biraschi,it ITA,DF,Genoa,27,1994,10.3,0,3,0,0.0,0.29,0.00,0.00,,0,0,Matches,64cd167d
70,Bjarki Bjarkason,is ISL,MF,Venezia,21,2000,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,f1d25de7
71,Jeremie Boga,ci CIV,MF,Sassuolo,24,1997,7.4,0,15,5,33.3,2.01,0.67,0.00,0.00,0,0,Matches,fe012aca
72,Jeremie Boga,ci CIV,MFFW,Atalanta,24,1997,8.5,0,21,5,23.8,2.47,0.59,0.00,0.00,0,0,Matches,fe012aca
73,Luka Bogdan,hr CRO,DF,Salernitana,25,1996,4.4,0,2,0,0.0,0.45,0.00,0.00,,0,0,Matches,cb678320
74,Emil Bohinen,no NOR,MF,Salernitana,22,1999,7.8,0,4,3,75.0,0.52,0.39,0.00,0.00,0,0,Matches,c83c203f
75,Giacomo Bonaventura,it ITA,MF,Fiorentina,31,1989,25.2,4,46,15,32.6,1.83,0.60,0.09,0.27,0,0,Matches,d995ed27
76,Federico Bonazzoli,it ITA,FWMF,Salernitana,24,1997,20.7,10,58,24,41.4,2.80,1.16,0.17,0.42,2,2,Matches,bf57eaab
77,Kevin Bonifazi,it ITA,DF,Bologna,25,1996,13.4,0,9,1,11.1,0.67,0.07,0.00,0.00,0,0,Matches,fb77bfef
78,Leonardo Bonucci,it ITA,DF,Juventus,34,1987,22.3,5,17,6,35.3,0.76,0.27,0.29,0.83,3,3,Matches,52ec54d0
79,Mehdi Bourabia,ma MAR,MF,Spezia,29,1991,3.1,1,1,1,100.0,0.32,0.32,1.00,1.00,0,0,Matches,0d077b88
80,Edoardo Bove,it ITA,MF,Roma,19,2002,0.8,1,1,1,100.0,1.32,1.32,1.00,1.00,0,0,Matches,ae94a6c5
81,Josip Brekalo,hr CRO,MF,Torino,23,1998,25.4,7,44,17,38.6,1.73,0.67,0.16,0.41,0,0,Matches,d4a2533d
82,Gleison Bremer,br BRA,DF,Torino,24,1997,32.1,3,27,12,44.4,0.84,0.37,0.11,0.25,0,0,Matches,5fd5ed86
83,Marcelo Brozović,hr CRO,MF,Inter,28,1992,32.6,2,32,13,40.6,0.98,0.40,0.06,0.15,0,0,Matches,33b8d077
84,Aleksander Buksa,pl POL,FW,Genoa,18,2003,0.7,0,0,0,,0.00,0.00,,,0,0,Matches,59f2d958
85,Alessandro Buongiorno,it ITA,DF,Torino,22,1999,13.1,0,6,1,16.7,0.46,0.08,0.00,0.00,0,0,Matches,4ae67f27
86,Gianluca Busio,us USA,MF,Venezia,19,2002,21.7,1,14,5,35.7,0.65,0.23,0.07,0.20,0,0,Matches,4a0b7f07
87,Arthur Cabral,br BRA,FW,Fiorentina,23,1998,8.3,2,23,9,39.1,2.76,1.08,0.09,0.22,0,0,Matches,a820e429
88,Jovane Cabral,cv CPV,FW,Lazio,23,1998,2.1,1,6,1,16.7,2.84,0.47,0.17,1.00,0,0,Matches,e34e086c
89,Liberato Cacace,nz NZL,DF,Empoli,20,2000,5.2,0,1,0,0.0,0.19,0.00,0.00,,0,0,Matches,dd86e8e4
90,Martín Cáceres,uy URU,DFMF,Cagliari,34,1987,9.2,1,7,1,14.3,0.76,0.11,0.14,1.00,0,0,Matches,e94d79e3
91,Felipe Caicedo,ec ECU,FW,Genoa,32,1988,3.2,1,12,3,25.0,3.80,0.95,0.08,0.33,0,0,Matches,93b891d1
92,Felipe Caicedo,ec ECU,FWMF,Inter,32,1988,0.3,0,0,0,,0.00,0.00,,,0,0,Matches,93b891d1
93,Davide Calabria,it ITA,DF,Milan,24,1996,23.5,2,36,8,22.2,1.53,0.34,0.06,0.25,0,0,Matches,2146785a
94,Riccardo Calafiori,it ITA,DF,Roma,19,2002,1.9,0,0,0,,0.00,0.00,,,0,0,Matches,aded8e6f
95,Riccardo Calafiori,it ITA,DF,Genoa,19,2002,0.9,0,1,0,0.0,1.10,0.00,0.00,,0,0,Matches,aded8e6f
96,Mattia Caldara,it ITA,DF,Venezia,27,1994,30.0,1,16,7,43.8,0.53,0.23,0.06,0.14,0,0,Matches,ac7e640b
97,Hakan Çalhanoğlu,tr TUR,MF,Inter,27,1994,27.6,7,65,18,27.7,2.36,0.65,0.11,0.39,3,3,Matches,cd0fa27b
98,José Callejón,es ESP,FW,Fiorentina,34,1987,14.4,1,17,5,29.4,1.18,0.35,0.06,0.20,0,0,Matches,78841da9
99,Andrea Cambiaso,it ITA,MFDF,Genoa,21,2000,19.9,1,14,6,42.9,0.70,0.30,0.07,0.17,0,0,Matches,247ed022
100,Matteo Cancellieri,it ITA,MF,Hellas Verona,19,2002,2.5,1,4,1,25.0,1.59,0.40,0.25,1.00,0,0,Matches,b6a1cdf9
101,Antonio Candreva,it ITA,MF,Sampdoria,34,1987,34.7,7,74,22,29.7,2.14,0.63,0.09,0.32,1,2,Matches,356c9002
102,Leonardo Capezzi,it ITA,MF,Salernitana,26,1995,1.9,0,0,0,,0.00,0.00,,,0,0,Matches,07ea0ef2
103,Gianluca Caprari,it ITA,MFFW,Hellas Verona,28,1993,30.4,12,67,28,41.8,2.20,0.92,0.18,0.43,2,2,Matches,54e53b7e
104,Francesco Caputo,it ITA,FW,Sassuolo,33,1987,1.7,0,4,0,0.0,2.31,0.00,0.00,,0,0,Matches,5bd72174
105,Francesco Caputo,it ITA,FW,Sampdoria,33,1987,31.0,11,54,29,53.7,1.74,0.94,0.20,0.38,0,1,Matches,5bd72174
106,Andrea Carboni,it ITA,DF,Cagliari,20,2001,24.6,0,10,1,10.0,0.41,0.04,0.00,0.00,0,0,Matches,f7e2af2c
107,Nicolò Casale,it ITA,DFMF,Hellas Verona,23,1998,28.7,0,10,0,0.0,0.35,0.00,0.00,,0,0,Matches,3f5f38fb
108,Francesco Cassata,it ITA,MF,Genoa,24,1997,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,96960855
109,Samu Castillejo,es ESP,MF,Milan,26,1995,1.4,0,2,0,0.0,1.44,0.00,0.00,,0,0,Matches,130a7a3f
110,Gaetano Castrovilli,it ITA,MF,Fiorentina,24,1997,15.5,1,15,2,13.3,0.97,0.13,0.07,0.50,0,0,Matches,0728bebe
111,Danilo Cataldi,it ITA,MF,Lazio,26,1994,19.0,1,12,4,33.3,0.63,0.21,0.08,0.25,0,0,Matches,ba3d3bea
112,Pietro Ceccaroni,it ITA,DF,Venezia,25,1995,34.7,2,19,7,36.8,0.55,0.20,0.11,0.29,0,0,Matches,4d1efb48
113,Federico Ceccherini,it ITA,DF,Hellas Verona,29,1992,26.2,1,11,2,18.2,0.42,0.08,0.09,0.50,0,0,Matches,d9624b51
114,Emil Ceide,no NOR,FWMF,Sassuolo,19,2001,0.6,0,0,0,,0.00,0.00,,,0,0,Matches,98a84572
115,Luca Ceppitelli,it ITA,DF,Cagliari,31,1989,16.1,1,6,1,16.7,0.37,0.06,0.17,1.00,0,0,Matches,7d50454d
116,Damir Ceter,co COL,FW,Cagliari,23,1997,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,eade5337
117,Julian Chabot,de GER,DF,Sampdoria,23,1998,5.4,0,3,1,33.3,0.55,0.18,0.00,0.00,0,0,Matches,ae7058f9
118,Giorgio Chiellini,it ITA,DF,Juventus,36,1984,15.0,0,4,0,0.0,0.27,0.00,0.00,,0,0,Matches,e85fb9b8
119,Federico Chiesa,it ITA,FWMF,Juventus,23,1997,9.6,2,28,9,32.1,2.92,0.94,0.07,0.22,0,0,Matches,b0f7e36c
120,Vlad Chiricheș,ro ROU,DF,Sassuolo,31,1989,25.6,0,9,2,22.2,0.35,0.08,0.00,0.00,0,0,Matches,c316607a
121,Riccardo Ciervo,it ITA,MF,Sampdoria,19,2002,2.5,0,3,1,33.3,1.19,0.40,0.00,0.00,0,0,Matches,da77b60b
122,Moustapha Cissé,gn GUI,FW,Atalanta,17,2003,0.4,1,3,1,33.3,7.11,2.37,0.33,1.00,0,0,Matches,ee3c4b3f
123,Giorgio Cittadini,it ITA,DF,Atalanta,19,2002,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,e4ba67f2
124,Ebrima Colley,gm GAM,FWMF,Spezia,21,2000,4.4,0,12,5,41.7,2.74,1.14,0.00,0.00,0,0,Matches,bf356094
125,Omar Colley,gm GAM,DF,Sampdoria,28,1992,30.5,0,11,1,9.1,0.36,0.03,0.00,0.00,0,0,Matches,8b95acda
126,Andrea Consigli,it ITA,GK,Sassuolo,34,1987,36.9,0,0,0,,0.00,0.00,,,0,0,Matches,8cabdc1e
127,Andrea Conti,it ITA,DFMF,Milan,27,1994,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,8fef5412
128,Andrea Conti,it ITA,MF,Sampdoria,27,1994,2.6,1,3,1,33.3,1.15,0.38,0.33,1.00,0,0,Matches,8fef5412
129,Diego Coppola,it ITA,DF,Hellas Verona,17,2003,2.8,0,1,0,0.0,0.36,0.00,0.00,,0,0,Matches,22ae86f9
130,Joaquín Correa,ar ARG,FW,Inter,26,1994,11.4,6,34,15,44.1,2.99,1.32,0.18,0.40,0,0,Matches,45b9b619
131,Lassana Coulibaly,ml MLI,MF,Salernitana,25,1996,25.9,0,22,7,31.8,0.85,0.27,0.00,0.00,0,0,Matches,85a44ecc
132,Mamadou Coulibaly,sn SEN,MF,Salernitana,22,1999,9.0,2,10,4,40.0,1.11,0.45,0.20,0.50,0,0,Matches,c976160c
133,Alessio Cragno,it ITA,GK,Cagliari,27,1994,35.0,0,0,0,,0.00,0.00,,,0,0,Matches,f554e29b
134,Domenico Criscito,it ITA,DF,Genoa,34,1986,18.0,6,24,7,29.2,1.33,0.39,0.25,0.86,6,7,Matches,35dd6d80
135,Bryan Cristante,it ITA,MF,Roma,26,1995,29.8,2,40,5,12.5,1.34,0.17,0.05,0.40,0,0,Matches,16657b95
136,Domen Črnigoj,si SVN,MF,Venezia,25,1995,20.9,3,31,12,38.7,1.48,0.57,0.10,0.25,0,0,Matches,22cd43d2
137,Giovanni Crociata,it ITA,MF,Empoli,23,1997,0.2,0,1,0,0.0,6.00,0.00,0.00,,0,0,Matches,8c964914
138,Juan Cuadrado,co COL,MFDF,Juventus,33,1988,27.6,4,36,14,38.9,1.30,0.51,0.11,0.29,0,0,Matches,0ab1f153
139,Mickaël Cuisance,fr FRA,MF,Venezia,21,1999,10.2,0,6,1,16.7,0.59,0.10,0.00,0.00,0,0,Matches,5722eced
140,Patrick Cutrone,it ITA,FW,Empoli,23,1998,15.6,3,50,15,30.0,3.21,0.96,0.06,0.20,0,0,Matches,a4fe8cda
141,Danilo D'Ambrosio,it ITA,DF,Inter,32,1988,11.1,1,14,4,28.6,1.26,0.36,0.07,0.25,0,0,Matches,44eb9093
142,Mikkel Damsgaard,dk DEN,MF,Sampdoria,21,2000,6.4,0,12,3,25.0,1.87,0.47,0.00,0.00,0,0,Matches,215f3907
143,Danilo,br BRA,DFMF,Juventus,30,1991,21.0,1,13,3,23.1,0.62,0.14,0.08,0.33,0,0,Matches,94b2001f
144,Ebrima Darboe,gm GAM,MF,Roma,20,2001,0.7,0,1,0,0.0,1.43,0.00,0.00,,0,0,Matches,cf043a33
145,Matteo Darmian,it ITA,MF,Inter,31,1989,16.7,2,8,4,50.0,0.48,0.24,0.25,0.50,0,0,Matches,96e0490d
146,Paweł Dawidowicz,pl POL,DF,Hellas Verona,26,1995,13.3,0,6,0,0.0,0.45,0.00,0.00,,0,0,Matches,16bb656a
147,Sebastien De Maio,fr FRA,DF,Udinese,34,1987,2.0,0,0,0,,0.00,0.00,,,0,0,Matches,952a03fe
148,Tommaso De Nipoti,it ITA,FW,Atalanta,18,2003,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,7f9d956a
149,Mattia De Sciglio,it ITA,DF,Juventus,28,1992,13.0,1,6,2,33.3,0.46,0.15,0.17,0.50,0,0,Matches,ae4e2852
150,Lorenzo De Silvestri,it ITA,MFDF,Bologna,33,1988,25.5,3,16,7,43.8,0.63,0.27,0.19,0.43,0,0,Matches,e74f0e59
151,Grégoire Defrel,mq MTQ,FWMF,Sassuolo,30,1991,15.1,2,27,10,37.0,1.78,0.66,0.07,0.20,0,0,Matches,854ee61a
152,Alessandro Deiola,it ITA,MF,Cagliari,25,1995,23.7,4,26,13,50.0,1.10,0.55,0.15,0.31,0,0,Matches,7f267d66
153,Filippo Delli Carri,it ITA,DF,Salernitana,22,1999,3.7,0,4,2,50.0,1.08,0.54,0.00,0.00,0,0,Matches,d2e8fd9b
154,Merih Demiral,tr TUR,DF,Atalanta,23,1998,21.3,1,24,6,25.0,1.13,0.28,0.04,0.17,0,0,Matches,e3cceee6
155,Diego Demme,de GER,MF,Napoli,29,1991,7.7,1,2,1,50.0,0.26,0.13,0.50,1.00,0,0,Matches,dc3fa3b5
156,Fabio Depaoli,it ITA,MF,Hellas Verona,24,1997,7.8,1,10,4,40.0,1.28,0.51,0.10,0.25,0,0,Matches,d97f2e8d
157,Fabio Depaoli,it ITA,MF,Sampdoria,24,1997,1.2,0,0,0,,0.00,0.00,,,0,0,Matches,d97f2e8d
158,Mattia Destro,it ITA,FW,Genoa,30,1991,19.4,9,54,20,37.0,2.79,1.03,0.17,0.45,0,0,Matches,d7d32194
159,Gerard Deulofeu,es ESP,FWMF,Udinese,27,1994,29.1,13,78,35,44.9,2.68,1.20,0.17,0.37,1,1,Matches,39583cfd
160,Jacopo Dezi,it ITA,MF,Venezia,29,1992,0.2,0,1,0,0.0,5.63,0.00,0.00,,0,0,Matches,e921b9db
161,Samuel Di Carmine,it ITA,FW,Hellas Verona,32,1988,0.4,0,1,0,0.0,2.50,0.00,0.00,,0,0,Matches,ef94dc2f
162,Federico Di Francesco,it ITA,FWMF,Empoli,27,1994,15.2,5,26,8,30.8,1.71,0.53,0.19,0.63,0,0,Matches,1fca9171
163,Giovanni Di Lorenzo,it ITA,DF,Napoli,27,1993,31.9,1,20,4,20.0,0.63,0.13,0.05,0.25,0,0,Matches,230a2fac
164,Francesco Di Mariano,it ITA,FW,Venezia,25,1996,0.7,0,0,0,,0.00,0.00,,,0,0,Matches,35a2557c
165,Francesco Di Tacchio,it ITA,MFDF,Salernitana,31,1990,13.9,0,14,1,7.1,1.00,0.07,0.00,0.00,0,0,Matches,b5c3ff9f
166,Amadou Diawara,gn GUI,MF,Roma,24,1997,1.9,0,1,0,0.0,0.53,0.00,0.00,,0,0,Matches,bf309d24
167,Brahim Díaz,ma MAR,MF,Milan,21,1999,20.6,3,30,6,20.0,1.46,0.29,0.10,0.50,0,0,Matches,407feb71
168,Mitchell Dijks,nl NED,MFDF,Bologna,28,1993,7.7,0,4,0,0.0,0.52,0.00,0.00,,0,0,Matches,0a3065c8
169,Federico Dimarco,it ITA,DFMF,Inter,23,1997,15.9,2,39,18,46.2,2.45,1.13,0.05,0.11,0,1,Matches,970b8574
170,Filippo Distefano,it ITA,FW,Fiorentina,17,2003,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,2110f96c
171,Koffi Djidji,ci CIV,DF,Torino,28,1992,19.3,0,10,3,30.0,0.52,0.16,0.00,0.00,0,0,Matches,933d3b51
172,Berat Djimsiti,al ALB,DF,Atalanta,28,1993,25.1,1,16,5,31.3,0.64,0.20,0.06,0.20,0,0,Matches,6eee05f1
173,Nicolás Domínguez,ar ARG,MF,Bologna,23,1998,22.4,0,21,3,14.3,0.94,0.13,0.00,0.00,0,0,Matches,20b3a502
174,Bartłomiej Drągowski,pl POL,GK,Fiorentina,23,1997,6.2,0,0,0,,0.00,0.00,,,0,0,Matches,085e71a7
175,Radu Drăgușin,ro ROU,DF,Salernitana,19,2002,5.4,0,0,0,,0.00,0.00,,,0,0,Matches,620922ed
176,Radu Drăgușin,ro ROU,DF,Sampdoria,19,2002,6.9,0,3,0,0.0,0.44,0.00,0.00,,0,0,Matches,620922ed
177,Denzel Dumfries,nl NED,MF,Inter,25,1996,22.5,5,37,18,48.6,1.64,0.80,0.14,0.28,0,0,Matches,481c9ece
178,Alfred Duncan,gh GHA,MF,Fiorentina,28,1993,21.5,2,11,3,27.3,0.51,0.14,0.18,0.67,0,0,Matches,528492ea
179,Paulo Dybala,ar ARG,FWMF,Juventus,27,1993,22.9,10,99,37,37.4,4.32,1.62,0.10,0.27,1,2,Matches,e0921a4f
180,Edin Džeko,ba BIH,FW,Inter,35,1986,27.4,13,87,37,42.5,3.17,1.35,0.15,0.35,0,0,Matches,3bb7f478
181,Tyronne Ebuehi,ng NGA,DF,Venezia,25,1995,12.6,0,7,1,14.3,0.55,0.08,0.00,0.00,0,0,Matches,6af30900
182,Albin Ekdal,se SWE,MF,Sampdoria,32,1989,18.2,1,14,2,14.3,0.77,0.11,0.07,0.50,0,0,Matches,f503ea63
183,Caleb Ekuban,gh GHA,FWMF,Genoa,27,1994,19.1,1,38,7,18.4,1.99,0.37,0.03,0.14,0,0,Matches,7afbd2c3
184,Elif Elmas,mk MKD,MF,Napoli,21,1999,18.0,3,33,11,33.3,1.83,0.61,0.09,0.27,0,0,Matches,cf007308
185,Martin Erlić,hr CRO,DF,Spezia,23,1998,28.6,2,15,3,20.0,0.52,0.10,0.13,0.67,0,0,Matches,0fee6bda
186,Gonzalo Escalante,ar ARG,MF,Lazio,28,1993,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,3f79a1c8
187,Diego Falcinelli,it ITA,FWMF,Bologna,30,1991,0.7,0,5,0,0.0,6.82,0.00,0.00,,0,0,Matches,a39b9ef6
188,Wladimiro Falcone,it ITA,GK,Sampdoria,26,1995,9.5,0,0,0,,0.00,0.00,,,0,0,Matches,9f5a610b
189,Paolo Faragò,it ITA,DFMF,Cagliari,28,1993,0.2,0,2,1,50.0,11.25,5.63,0.00,0.00,0,0,Matches,9085dd7c
190,Davide Faraoni,it ITA,MF,Hellas Verona,29,1991,28.6,4,30,9,30.0,1.05,0.31,0.13,0.44,0,0,Matches,aae9d04a
191,Mohamed Fares,dz ALG,MFDF,Genoa,25,1996,6.5,2,13,3,23.1,1.99,0.46,0.15,0.67,0,0,Matches,b7a5bc86
192,Diego Farias,br BRA,FW,Cagliari,31,1990,0.7,0,1,0,0.0,1.36,0.00,0.00,,0,0,Matches,157d29b6
193,Andrea Favilli,it ITA,FW,Genoa,24,1997,0.4,0,0,0,,0.00,0.00,,,0,0,Matches,44510fde
194,Federico Fazio,ar ARG,DF,Salernitana,34,1987,15.9,1,16,3,18.8,1.00,0.19,0.06,0.33,0,0,Matches,4e358a2d
195,Luiz Felipe,it ITA,DF,Lazio,24,1997,27.7,0,5,2,40.0,0.18,0.07,0.00,0.00,0,0,Matches,15d0c248
196,Alex Ferrari,it ITA,DF,Sampdoria,27,1994,18.3,1,4,1,25.0,0.22,0.05,0.25,1.00,0,0,Matches,d0dbca9f
