--- When using SR data, please cite us and provide a link and/or a mention.


 
,,Playing Time,,,,Performance,,,,,,,,,,Penalty Kicks,,,,
Squad,# Pl,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%
Atalanta,2,38,38,3420,38.0,36,0.95,152,115,76.3,15,14,9,13,34.2,4,2,2,0,50.0
Bologna,3,38,38,3415,38.0,49,1.29,141,92,65.2,16,8,14,12,31.6,4,4,0,0,0.0
Cagliari,1,38,38,3420,38.0,53,1.39,175,121,69.7,11,10,17,8,21.1,2,2,0,0,0.0
Como,1,38,38,3420,38.0,29,0.76,116,86,75.0,20,11,7,19,50.0,6,5,1,0,16.7
Cremonese,2,38,38,3420,38.0,57,1.50,195,138,70.8,8,10,20,11,28.9,6,4,2,0,33.3
Fiorentina,3,38,38,3420,38.0,50,1.32,176,125,71.6,9,15,14,10,26.3,6,5,1,0,16.7
Genoa,3,38,38,3418,38.0,52,1.37,163,111,68.1,10,11,17,9,23.7,7,7,0,0,0.0
Hellas Verona,2,38,38,3420,38.0,61,1.61,157,95,61.1,3,12,23,6,15.8,5,2,3,0,60.0
Inter,3,38,38,3420,38.0,35,0.92,111,75,68.5,27,6,5,18,47.4,4,4,0,0,0.0
Juventus,2,38,38,3420,38.0,34,0.89,108,73,68.5,19,12,7,16,42.1,3,1,0,2,0.0
Lazio,3,38,38,3420,38.0,40,1.05,158,116,74.7,14,12,12,15,39.5,5,3,2,0,40.0
Lecce,1,38,38,3420,38.0,50,1.32,158,108,68.4,10,8,20,10,26.3,6,4,2,0,33.3
Milan,2,38,38,3420,38.0,35,0.92,145,110,75.9,20,10,8,15,39.5,8,5,2,1,28.6
Napoli,3,38,38,3420,38.0,36,0.95,110,73,67.3,23,7,8,15,39.5,10,7,3,0,30.0
Parma,3,38,38,3420,38.0,46,1.21,160,113,71.3,11,12,15,13,34.2,6,5,1,0,16.7
Pisa,3,38,38,3420,38.0,71,1.87,179,108,60.3,2,12,24,5,13.2,6,5,0,1,0.0
Roma,1,38,38,3420,38.0,31,0.82,138,107,77.5,23,4,11,18,47.4,1,1,0,0,0.0
Sassuolo,3,38,38,3420,38.0,50,1.32,183,133,72.7,14,7,17,8,21.1,6,5,1,0,16.7
Torino,2,38,38,3420,38.0,63,1.66,169,106,62.7,12,9,17,12,31.6,4,4,0,0,0.0
Udinese,3,38,38,3416,38.0,53,1.40,150,97,64.7,14,8,16,11,28.9,7,6,1,0,14.3


Provided by <a href="https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">FBref.com</a>: <a href="https://fbref.com/en/comps/11/2025-2026/2025-2026-Serie-A-M-Stats?sr&utm_source=direct&utm_medium=Share&utm_campaign=ShareTool#stats_squads_keeper_for">View Original Table</a><br>Generated 8/26/2026.
