--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,Playing Time,,,,,Starts,,,Subs,,,Team Success,,,,,,,-additional
340,Mario Hermoso,es ESP,DF,Roma,29,1995,8,251,31,7.3,2.8,2,77,1,6,16,5,1.38,2,7,-5,-1.79,-2.53,Matches,555f3a0b
341,Theo Hernández,fr FRA,DFMF,Milan,26,1997,33,2696,82,78.8,30.0,30,86,25,3,37,2,1.70,52,34,+18,+0.60,+0.60,Matches,d4c9725f
342,Hernani,br BRA,MF,Parma,30,1994,25,1327,53,38.8,14.7,15,69,3,10,30,2,0.88,12,28,-16,-1.09,-1.17,Matches,6f5ead86
343,Isak Hien,se SWE,DF,Atalanta,25,1999,30,2327,78,68.0,25.9,27,83,22,3,33,2,2.10,58,21,+37,+1.43,+1.10,Matches,12806697
344,Emil Holm,se SWE,DF,Bologna,24,2000,21,1137,54,33.2,12.6,12,83,5,9,16,9,1.43,18,17,+1,+0.08,-0.28,Matches,c2357b65
345,Krisztofer Horváth,hu HUN,MF,Torino,22,2002,0,,,,,0,,0,0,,2,,,,,,,Matches,4ce8f4a3
346,Mats Hummels,de GER,DF,Roma,35,1988,14,915,65,26.8,10.2,11,77,5,3,23,19,1.93,21,9,+12,+1.18,+0.86,Matches,05d548d8
347,Elseid Hysaj,al ALB,DF,Lazio,30,1994,11,424,39,12.4,4.7,4,75,1,7,18,6,1.45,10,2,+8,+1.70,+1.58,Matches,2f3452eb
348,Gennaro Iaccarino,it ITA,MF,Napoli,21,2003,0,,,,,0,,0,0,,2,,,,,,,Matches,5b079870
349,Arijon Ibrahimović,de GER,MF,Lazio,18,2005,1,8,8,0.2,0.1,0,,0,1,8,14,0.00,0,1,-1,-11.25,-11.59,Matches,f5c4fd91
350,Javison Idele,it ITA,DF,Atalanta,17,2007,0,,,,,0,,0,0,,1,,,,,,,Matches,464ee27d
351,Jay Idzes,id IDN,DF,Venezia,24,2000,35,3127,89,91.4,34.7,35,89,34,0,,0,0.74,26,48,-22,-0.63,-0.02,Matches,a54ef587
352,Demian Iesin,ua UKR,DF,Torino,17,2007,0,,,,,0,,0,0,,3,,,,,,,Matches,5dcdef6e
353,Jonathan Ikone,fr FRA,MFFW,Como,26,1998,13,540,42,15.8,6.0,5,73,0,8,22,2,1.62,8,5,+3,+0.50,+0.69,Matches,42eaa028
354,Jonathan Ikone,fr FRA,MF,Fiorentina,26,1998,14,334,24,9.8,3.7,1,55,0,13,21,3,1.57,7,0,+7,+1.89,+1.54,Matches,42eaa028
355,Ivan Ilić,rs SRB,MF,Torino,23,2001,19,920,48,26.9,10.2,9,75,4,10,24,4,0.84,13,10,+3,+0.29,+0.62,Matches,bb376bed
356,Mihajlo Ilić,rs SRB,DF,Bologna,21,2003,0,,,,,0,,0,0,,3,,,,,,,Matches,a06526cf
357,Samuel Iling-Junior,eng ENG,MF,Bologna,20,2003,7,118,17,3.5,1.3,0,,0,7,17,12,1.57,3,2,+1,+0.76,+0.52,Matches,ba492306
358,Emirhan İlkhan,tr TUR,MF,Torino,20,2004,0,,,,,0,,0,0,,1,,,,,,,Matches,a47c6309
359,Gino Infantino,ar ARG,MF,Fiorentina,21,2003,0,,,,,0,,0,0,,2,,,,,,,Matches,546c7f68
360,Alessio Iovine,it ITA,DF,Como,33,1991,10,387,39,11.3,4.3,3,75,2,7,23,27,0.80,6,7,-1,-0.23,-0.17,Matches,083d7173
361,Gustav Isaksen,dk DEN,MF,Lazio,23,2001,37,2210,60,64.6,24.6,29,67,2,8,34,0,1.68,35,33,+2,+0.08,-0.66,Matches,5715bb71
362,Ardian Ismajli,al ALB,DF,Empoli,27,1996,29,2508,86,73.3,27.9,29,86,27,0,,0,0.93,28,36,-8,-0.29,+1.49,Matches,6b635f5c
363,Armando Izzo,it ITA,DF,Monza,32,1992,30,2435,81,71.2,27.1,28,86,22,2,10,1,0.47,23,46,-23,-0.85,+0.79,Matches,89976232
364,Fellipe Jack,br BRA,DF,Como,18,2006,7,171,24,5.0,1.9,1,45,0,6,21,23,1.00,3,3,0,0.00,+0.08,Matches,cace4967
365,Jakub Jankto,cz CZE,MF,Cagliari,28,1996,0,,,,,0,,0,0,,28,,,,,,,Matches,1ea5f91c
366,Ali Jasim,iq IRQ,MF,Como,20,2004,2,10,5,0.3,0.1,0,,0,2,5,9,1.50,0,1,-1,-9.00,-8.95,Matches,1a927a6f
367,Gaby Jean,fr FRA,DF,Lecce,24,2000,19,1388,73,40.6,15.4,16,83,13,3,18,11,0.95,15,25,-10,-0.65,+0.28,Matches,5f130a19
368,Juan Jesus,br BRA,DF,Napoli,33,1991,15,1074,72,31.4,11.9,12,87,10,3,8,18,2.13,21,12,+9,+0.75,-0.13,Matches,79083382
369,Álex Jiménez,es ESP,MFDF,Milan,19,2005,22,1266,58,37.0,14.1,14,71,3,8,35,6,1.68,16,15,+1,+0.07,-0.64,Matches,faa13947
370,Þórir Jóhann Helgason,is ISL,MF,Lecce,23,2000,21,1156,55,33.8,12.8,13,74,4,8,24,6,1.14,13,14,-1,-0.08,+1.11,Matches,dc765618
371,Jesse Joronen,fi FIN,GK,Venezia,31,1993,8,703,88,20.6,7.8,7,90,7,1,73,28,0.50,7,15,-8,-1.02,-0.49,Matches,7f66ea09
372,Luka Jović,rs SRB,FW,Milan,26,1997,15,557,37,16.3,6.2,6,64,0,9,19,6,1.33,7,8,-1,-0.16,-0.76,Matches,4d8cd038
373,Mohamed Kaba,gn GUI,MF,Lecce,22,2001,15,452,30,13.2,5.0,2,68,1,13,24,16,1.13,4,9,-5,-1.00,-0.21,Matches,517cfb19
374,Christian Kabasele,be BEL,DF,Udinese,33,1991,16,1161,73,33.9,12.9,12,82,6,4,45,22,1.25,16,21,-5,-0.39,+0.01,Matches,914ab9a1
375,Pierre Kalulu,fr FRA,DF,Juventus,24,2000,29,2337,81,68.3,26.0,25,88,23,4,34,2,1.62,35,26,+9,+0.35,-0.82,Matches,85f7d1be
376,Hassane Kamara,ci CIV,MFDF,Udinese,30,1994,30,2001,67,58.5,22.2,25,75,12,5,24,4,1.17,24,27,-3,-0.13,+0.63,Matches,19a12bed
377,Yann Karamoh,fr FRA,MFFW,Torino,26,1998,29,1046,36,30.6,11.6,10,71,0,19,17,7,1.14,15,14,+1,+0.09,+0.35,Matches,8b66d9cc
378,Jesper Karlsson,se SWE,MFFW,Bologna,26,1998,7,298,43,8.7,3.3,3,54,0,4,34,10,1.29,5,7,-2,-0.60,-0.95,Matches,7952d0c2
379,Jesper Karlsson,se SWE,MFFW,Lecce,26,1998,13,495,38,14.5,5.5,6,58,0,7,21,7,0.92,5,6,-1,-0.18,+0.74,Matches,7952d0c2
380,Jesper Karlström,se SWE,MF,Udinese,29,1995,37,3186,86,93.2,35.4,36,88,31,1,33,0,1.11,36,53,-17,-0.48,-1.25,Matches,e0a1f4eb
381,Lior Kasa,il ISR,MF,Genoa,18,2005,8,230,29,6.7,2.6,2,50,0,6,22,17,1.38,2,1,+1,+0.39,+0.76,Matches,7987ef17
382,Grigoris Kastanos,cy CYP,MFFW,Hellas Verona,26,1998,27,872,32,25.5,9.7,8,56,0,19,22,11,0.74,11,20,-9,-0.93,-0.12,Matches,2a82aa85
383,Michael Kayode,it ITA,DF,Fiorentina,20,2004,5,127,25,3.7,1.4,1,90,1,4,9,14,2.00,3,2,+1,+0.71,+0.22,Matches,e19660a8
384,Moise Kean,it ITA,FW,Fiorentina,24,2000,32,2704,85,79.1,30.0,31,86,22,1,35,0,1.66,49,34,+15,+0.50,0.00,Matches,3d50bcdb
385,Mandela Keita,be BEL,MF,Parma,22,2002,30,1826,61,53.4,20.3,24,70,12,6,23,4,1.03,18,24,-6,-0.30,+0.16,Matches,f5692b25
386,Lloyd Kelly,eng ENG,DF,Juventus,25,1998,12,1013,84,29.6,11.3,11,88,9,1,45,1,2.08,15,12,+3,+0.27,-0.48,Matches,f31def1e
387,Marc-Oliver Kempf,de GER,DF,Como,29,1995,31,2615,84,76.5,29.1,30,86,26,1,22,1,1.52,44,35,+9,+0.31,+1.65,Matches,815c314f
388,Kialonda,ao ANG,DF,Lecce,26,1997,24,2144,89,62.7,23.8,24,89,23,0,,5,0.92,14,36,-22,-0.92,-0.29,Matches,34e4dc3b
389,Magnus Kofod Andersen,dk DEN,MF,Venezia,25,1999,14,695,50,20.3,7.7,7,79,2,7,21,4,1.00,10,10,0,0.00,+0.79,Matches,a4731ebc
390,Sead Kolašinac,ba BIH,DF,Atalanta,31,1993,23,1903,83,55.6,21.1,23,83,16,0,,0,1.96,42,18,+24,+1.14,+0.13,Matches,3935e52e
391,Randal Kolo Muani,fr FRA,FW,Juventus,25,1998,16,1160,73,33.9,12.9,13,83,6,3,25,1,1.88,17,15,+2,+0.16,-0.68,Matches,c0b3669f
392,Ismael Konate,it ITA,FW,Empoli,18,2006,12,116,10,3.4,1.3,0,,0,12,10,23,0.33,1,1,0,0.00,+0.71,Matches,351ab035
393,Manu Koné,fr FRA,MF,Roma,23,2001,34,2572,76,75.2,28.6,31,80,20,3,29,1,1.82,41,29,+12,+0.42,-0.54,Matches,86574238
394,Teun Koopmeiners,nl NED,MF,Juventus,26,1998,28,1994,71,58.3,22.2,23,80,15,5,33,1,1.75,33,18,+15,+0.68,+0.17,Matches,a26fb8aa
395,Odilon Kossounou,ci CIV,DF,Atalanta,23,2001,18,1125,63,32.9,12.5,12,81,8,6,26,2,2.22,25,15,+10,+0.80,-0.42,Matches,1f3afdcb
396,Eddy Kouadio,ci CIV,DF,Fiorentina,18,2006,0,,,,,0,,0,0,,1,,,,,,,Matches,7067db90
397,Christian Kouamé,ci CIV,MFFW,Fiorentina,26,1997,18,622,35,18.2,6.9,5,74,1,13,19,3,1.78,10,1,+9,+1.30,+0.98,Matches,58e933d2
398,Christian Kouamé,ci CIV,FWMF,Empoli,26,1997,8,507,63,14.8,5.6,5,79,3,3,37,0,0.38,1,11,-10,-1.78,-1.28,Matches,58e933d2
399,Viktor Kovalenko,ua UKR,MF,Empoli,28,1996,6,77,13,2.3,0.9,0,,0,6,13,7,0.00,0,1,-1,-1.17,-0.50,Matches,9d60028d
400,Mateusz Kowalski,pl POL,MF,Parma,19,2005,1,56,56,1.6,0.6,1,56,0,0,,2,0.00,1,0,+1,+1.61,+2.01,Matches,d2bb908c
401,Thomas Kristensen,dk DEN,DF,Udinese,22,2002,24,1754,73,51.3,19.5,19,86,16,5,24,4,1.21,19,31,-12,-0.62,-0.45,Matches,fadf9a05
402,Nikola Krstović,me MNE,FW,Lecce,24,2000,37,3057,83,89.4,34.0,37,83,23,0,,0,0.89,24,52,-28,-0.82,-0.08,Matches,473803c9
403,Khvicha Kvaratskhelia,ge GEO,FWMF,Napoli,23,2001,17,1178,69,34.4,13.1,15,76,4,2,19,0,2.24,19,6,+13,+0.99,+0.23,Matches,dea88efd
404,Giorgos Kyriakopoulos,gr GRE,MF,Monza,28,1996,34,2845,84,83.2,31.6,33,84,25,1,59,0,0.44,23,57,-34,-1.08,+0.02,Matches,0a483542
405,Marco Ladisa,it ITA,FW,Venezia,18,2006,0,,,,,0,,0,0,,4,,,,,,,Matches,9b91102a
406,Mathis Lambourde,fr FRA,FW,Hellas Verona,18,2006,7,89,13,2.6,1.0,0,,0,7,13,22,0.00,2,3,-1,-1.01,-0.17,Matches,0da3d7ab
407,Gianluca Lapadula,pe PER,FW,Cagliari,34,1990,12,310,26,9.1,3.4,1,59,0,11,23,7,1.00,4,2,+2,+0.58,+1.10,Matches,2ead2809
408,Valentino Lazaro,at AUT,MF,Torino,28,1996,33,2307,70,67.5,25.6,26,81,9,7,28,1,1.18,31,30,+1,+0.04,+0.61,Matches,016ff750
409,Darko Lazović,rs SRB,MF,Hellas Verona,33,1990,27,1459,54,42.7,16.2,17,71,4,10,25,11,0.89,19,29,-10,-0.62,+0.39,Matches,5128bde4
410,Manuel Lazzari,it ITA,DF,Lazio,30,1993,25,1406,56,41.1,15.6,16,75,6,9,23,3,1.80,26,24,+2,+0.13,-0.32,Matches,02caf6e0
411,Enzo Le Fée,fr FRA,MF,Roma,24,2000,6,318,53,9.3,3.5,4,69,1,2,21,9,0.67,4,2,+2,+0.57,+0.01,Matches,6f806d99
412,Nicola Leali,it ITA,GK,Genoa,31,1993,29,2610,90,76.3,29.0,29,90,29,0,,9,1.17,27,31,-4,-0.14,+0.75,Matches,5f9970a0
413,Rafael Leão,pt POR,MFFW,Milan,25,1999,34,2323,68,67.9,25.8,25,79,11,9,38,2,1.56,45,28,+17,+0.66,+0.58,Matches,20730eae
414,Stefan Lekovic,rs SRB,DF,Monza,20,2004,7,367,52,10.7,4.1,3,90,3,4,24,9,0.14,1,15,-14,-3.43,-2.64,Matches,d633fd46
415,Nunzio Lella,it ITA,MF,Venezia,24,2000,1,5,5,0.1,0.1,0,,0,1,5,1,0.00,0,0,0,0.00,+0.63,Matches,c149e8a6
416,Pietro Leonardelli,it ITA,GK,Fiorentina,18,2006,0,,,,,0,,0,0,,1,,,,,,,Matches,283d8605
417,Giovanni Leoni,it ITA,DF,Parma,17,2006,17,1199,71,35.1,13.3,14,74,6,3,53,17,0.88,15,19,-4,-0.30,+0.10,Matches,570888ce
418,Sven Lesjak,hr CRO,MF,Como,17,2006,0,,,,,0,,0,0,,4,,,,,,,Matches,efbbd163
419,Ben Lhassine Kone,ci CIV,MF,Como,24,2000,4,51,13,1.5,0.6,0,,0,4,13,4,1.75,2,1,+1,+1.76,+1.87,Matches,7452c7a8
420,Mattia Liberali,it ITA,MF,Milan,17,2007,1,61,61,1.8,0.7,1,61,0,0,,4,1.00,0,0,0,0.00,-0.48,Matches,775f4a87
421,Karol Linetty,pl POL,MF,Torino,29,1995,28,1540,55,45.0,17.1,18,78,7,10,14,8,1.25,16,19,-3,-0.18,-0.03,Matches,d023d70f
422,Dailon Livramento,cv CPV,MFFW,Hellas Verona,23,2001,29,940,32,27.5,10.4,8,65,0,21,20,7,1.10,10,22,-12,-1.15,-0.42,Matches,c115db1e
423,Stanislav Lobotka,sk SVK,MF,Napoli,29,1994,32,2636,82,77.1,29.3,31,84,17,1,31,1,2.16,49,20,+29,+0.99,+0.65,Matches,e1cbb531
424,Manuel Locatelli,it ITA,MF,Juventus,26,1998,36,2822,78,82.5,31.4,34,82,21,2,10,1,1.83,48,31,+17,+0.54,-0.36,Matches,a8a874f1
425,Ruben Loftus-Cheek,eng ENG,MF,Milan,28,1996,19,1037,55,30.3,11.5,10,84,6,9,22,0,1.95,18,14,+4,+0.35,-0.18,Matches,e97fd090
426,Ademola Lookman,ng NGA,MFFW,Atalanta,26,1997,31,2247,72,65.7,25.0,28,76,7,3,42,2,2.03,50,23,+27,+1.08,+0.01,Matches,7c104bb7
427,Sandi Lovrić,si SVN,MF,Udinese,26,1998,36,2308,64,67.5,25.6,31,70,5,5,25,0,1.14,30,41,-11,-0.43,-0.11,Matches,966eea58
428,Lorenzo Lucca,it ITA,FW,Udinese,23,2000,33,2353,71,68.8,26.1,27,79,12,6,36,0,1.18,33,35,-2,-0.08,+1.02,Matches,83c06f3a
429,Lorenzo Lucchesi,it ITA,DF,Venezia,21,2003,0,,,,,0,,0,0,,2,,,,,,,Matches,bf5948ea
430,Jhon Lucumí,co COL,DF,Bologna,26,1998,32,2614,82,76.4,29.0,29,85,25,3,48,3,1.63,46,37,+9,+0.31,+0.20,Matches,80490d7f
431,José Luis Palomino,ar ARG,DF,Cagliari,34,1990,18,1081,60,31.6,12.0,10,85,7,8,29,20,1.06,15,17,-2,-0.17,+0.37,Matches,921f6058
432,Douglas Luiz,br BRA,MF,Juventus,26,1998,19,529,28,15.5,5.9,3,82,2,16,18,6,1.74,7,5,+2,+0.34,-0.31,Matches,6f7d826d
433,Romelu Lukaku,be BEL,FW,Napoli,31,1993,36,2843,79,83.1,31.6,35,80,6,1,29,0,2.19,53,20,+33,+1.04,+1.20,Matches,5eae500a
434,Sebastiano Luperto,it ITA,DF,Cagliari,27,1996,36,3240,90,94.7,36.0,36,90,36,0,,2,1.00,38,50,-12,-0.33,+1.67,Matches,997fff07
435,Zito Luvumbo,ao ANG,FWMF,Cagliari,22,2002,26,1606,62,47.0,17.8,19,73,5,7,30,2,0.92,20,27,-7,-0.39,+0.05,Matches,b09e0873
436,Babis Lykogiannis,gr GRE,DF,Bologna,30,1993,17,1048,62,30.6,11.6,12,79,5,5,20,17,1.47,14,15,-1,-0.09,-0.50,Matches,5efc5389
437,Mathias Løvik,no NOR,DFMF,Parma,20,2003,6,92,15,2.7,1.0,0,,0,6,15,13,0.83,1,2,-1,-0.98,-0.63,Matches,f17aa65c
438,Giangiacomo Magnani,it ITA,DF,Hellas Verona,28,1995,17,1065,63,31.1,11.8,11,87,10,6,18,4,0.94,14,35,-21,-1.77,-1.35,Matches,cce9f582
439,Federico Magro,it ITA,GK,Hellas Verona,19,2005,0,,,,,0,,0,0,,9,,,,,,,Matches,93c7658d
440,Mike Maignan,fr FRA,GK,Milan,29,1995,37,3294,89,96.3,36.6,37,89,36,0,,0,1.62,56,41,+15,+0.41,-1.73,Matches,fcb38f57
441,Antoine Makoumbou,cg CGO,MF,Cagliari,26,1998,33,2150,65,62.9,23.9,27,75,6,6,23,3,1.00,29,39,-10,-0.42,+0.01,Matches,f37f3522
442,Daniel Maldini,it ITA,MF,Atalanta,22,2001,10,258,26,7.5,2.9,2,59,0,8,18,2,1.40,5,3,+2,+0.70,-0.41,Matches,801831fe
443,Daniel Maldini,it ITA,MFFW,Monza,22,2001,20,1306,65,38.2,14.5,16,76,4,4,23,0,0.50,11,20,-9,-0.62,+0.74,Matches,801831fe
444,Youssef Maleh,ma MAR,MF,Empoli,25,1998,22,1510,69,44.2,16.8,17,82,8,5,23,1,0.82,15,25,-10,-0.60,+0.16,Matches,4c8845f7
445,Ruslan Malinovskyi,ua UKR,MF,Genoa,31,1993,9,383,43,11.2,4.3,4,61,0,5,28,3,1.33,4,2,+2,+0.47,+0.88,Matches,48d5bd33
446,Dennis Man,ro ROU,MFFW,Parma,25,1998,33,1995,60,58.3,22.2,23,77,9,10,24,2,0.94,26,40,-14,-0.63,-0.63,Matches,2079b3cc
447,Gianluca Mancini,it ITA,DF,Roma,28,1996,37,3143,85,91.9,34.9,36,87,32,1,29,0,1.78,53,33,+20,+0.57,+0.25,Matches,5aa53281
448,Christos Mandas,gr GRE,GK,Lazio,22,2001,9,810,90,23.7,9.0,9,90,9,0,,29,1.56,10,7,+3,+0.33,+0.02,Matches,f794e9ab
449,Rolando Mandragora,it ITA,MF,Fiorentina,27,1997,29,1931,67,56.5,21.5,22,80,10,7,26,5,1.69,33,28,+5,+0.23,-0.61,Matches,c7259b83
450,Alberto Manzoni,it ITA,MF,Atalanta,19,2005,1,6,6,0.2,0.1,0,,0,1,6,2,0.00,0,0,0,0.00,-1.08,Matches,08cda374
451,Alessio Marcaccini,it ITA,GK,Roma,15,2008,0,,,,,0,,0,0,,2,,,,,,,Matches,de51af98
452,Alessandro Marcandalli,it ITA,DF,Genoa,21,2002,2,46,23,1.3,0.5,1,45,0,1,1,18,1.00,0,1,-1,-1.96,-1.66,Matches,d3225ad1
453,Alessandro Marcandalli,it ITA,DF,Venezia,21,2002,8,354,44,10.4,3.9,5,61,0,3,17,8,0.88,1,4,-3,-0.76,-0.15,Matches,d3225ad1
454,Filip Marchwiński,pl POL,MF,Lecce,22,2002,1,15,15,0.4,0.2,0,,0,1,15,12,0.00,0,0,0,0.00,+0.82,Matches,55a88fd9
455,Richard Marcone,it ITA,GK,Parma,31,1993,0,,,,,0,,0,0,,16,,,,,,,Matches,0514b539
456,Pablo Marí,es ESP,DF,Monza,30,1993,19,1628,86,47.6,18.1,19,86,17,0,,0,0.68,16,23,-7,-0.39,+1.32,Matches,aa54ec6f
457,Pablo Marí,es ESP,DF,Fiorentina,30,1993,13,1098,84,32.1,12.2,12,90,12,1,18,1,1.77,19,14,+5,+0.41,-0.13,Matches,aa54ec6f
458,Luca Marianucci,it ITA,DF,Empoli,20,2004,18,1069,59,31.3,11.9,12,84,9,6,10,17,0.94,7,16,-9,-0.76,-0.11,Matches,64e6778a
459,Mirko Marić,hr CRO,FW,Venezia,29,1995,10,356,36,10.4,4.0,4,67,0,6,15,3,0.80,0,4,-4,-1.01,-0.42,Matches,78338347
460,Mirko Marić,hr CRO,FW,Monza,29,1995,8,106,13,3.1,1.2,1,45,0,7,9,14,0.38,0,0,0,0.00,+1.11,Matches,78338347
461,Rafa Marín,es ESP,DF,Napoli,22,2002,4,142,36,4.2,1.6,1,90,1,3,17,34,2.50,1,1,0,0.00,-0.88,Matches,3239a8ed
462,Răzvan Marin,ro ROU,MF,Cagliari,28,1996,33,1406,43,41.1,15.6,13,76,4,20,21,5,0.94,15,22,-7,-0.45,-0.05,Matches,7fac99d4
463,Renato Marin,it ITA,GK,Roma,18,2006,0,,,,,0,,0,0,,20,,,,,,,Matches,6db4e0b4
464,Guillermo Maripán,cl CHI,DF,Torino,30,1994,28,2340,84,68.4,26.0,27,86,25,1,13,6,1.11,27,30,-3,-0.12,+0.13,Matches,d9764034
465,Aarón Martín,es ESP,DFMF,Genoa,27,1997,36,3085,86,90.2,34.3,35,87,30,1,32,1,1.19,33,44,-11,-0.32,-0.05,Matches,2f3e911a
466,Tommaso Martinelli,it ITA,GK,Fiorentina,18,2006,0,,,,,0,,0,0,,38,,,,,,,Matches,968ddd14
467,Josep Martinez,es ESP,GK,Inter,26,1998,5,450,90,13.2,5.0,5,90,5,0,,33,2.60,8,3,+5,+1.00,-0.18,Matches,11d8aff0
468,Lautaro Martínez,ar ARG,FW,Inter,26,1997,31,2564,83,75.0,28.5,31,83,15,0,,1,2.00,58,27,+31,+1.09,-0.28,Matches,f7036e1c
469,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,28,1996,8,351,44,10.3,3.9,4,71,2,4,17,9,1.88,5,5,0,0.00,-0.56,Matches,3ec3c1c9
470,Kevin Martins,it ITA,MF,Monza,19,2005,9,183,20,5.4,2.0,1,31,0,8,19,17,0.44,2,5,-3,-1.48,-0.42,Matches,c1451401
471,Adam Marušić,me MNE,DF,Lazio,31,1992,35,2337,67,68.3,26.0,26,83,19,9,21,3,1.60,39,39,0,0.00,-1.00,Matches,d4535821
472,Adam Masina,ma MAR,DF,Torino,30,1994,28,1919,69,56.1,21.3,20,87,15,8,22,9,1.11,20,28,-8,-0.38,-0.50,Matches,de0f152c
473,Patrizio Masini,it ITA,MF,Genoa,23,2001,26,1538,59,45.0,17.1,16,84,11,10,19,11,1.35,20,22,-2,-0.12,+0.36,Matches,151354b8
474,Alan Matturro,uy URU,DF,Genoa,19,2004,13,900,69,26.3,10.0,9,90,9,4,23,12,1.15,7,13,-6,-0.60,-0.39,Matches,547c0119
475,Andrea Mazza,it ITA,GK,Monza,20,2004,1,8,8,0.2,0.1,0,,0,1,8,37,0.00,0,0,0,0.00,+1.08,Matches,f93a544c
476,Giuseppe Mazzaglia,it ITA,MF,Como,18,2006,0,,,,,0,,0,0,,3,,,,,,,Matches,2b05f661
477,Luca Mazzitelli,it ITA,MF,Como,28,1995,11,335,30,9.8,3.7,3,71,0,8,15,4,1.00,3,11,-8,-2.15,-2.30,Matches,dc61b402
478,Pasquale Mazzocchi,it ITA,MFDF,Napoli,29,1995,20,702,35,20.5,7.8,7,83,3,13,9,11,2.33,13,10,+3,+0.38,-0.58,Matches,eb0ec070
479,Samuel Mbangula,be BEL,MF,Juventus,20,2004,23,709,31,20.7,7.9,7,72,1,16,13,13,1.65,16,6,+10,+1.27,+0.84,Matches,3e25e70c
480,Ed McJannet,ie IRL,MF,Lecce,20,2004,0,,,,,0,,0,0,,21,,,,,,,Matches,dd71dd1a
481,Weston McKennie,us USA,MFDF,Juventus,25,1998,32,2310,72,67.5,25.7,27,82,15,5,19,3,1.81,34,28,+6,+0.23,-1.14,Matches,01c3aff5
482,Scott McTominay,sct SCO,MF,Napoli,27,1996,34,2938,86,85.9,32.6,33,89,29,1,17,0,2.15,49,22,+27,+0.83,-0.11,Matches,d93c2511
483,Filippo Melegoni,it ITA,MF,Genoa,25,1999,3,89,30,2.6,1.0,1,45,0,2,22,12,0.33,1,5,-4,-4.04,-3.83,Matches,6604165d
484,Alex Meret,it ITA,GK,Napoli,27,1997,34,3005,88,87.9,33.4,34,88,33,0,,1,2.12,52,25,+27,+0.81,-0.28,Matches,9413b19f
485,Junior Messias,br BRA,MFFW,Genoa,33,1991,17,847,50,24.8,9.4,8,76,3,9,26,4,1.24,8,10,-2,-0.21,+0.14,Matches,f49c4ae9
486,Francesco Mezzoni,it ITA,MF,Napoli,24,2000,0,,,,,0,,0,0,,2,,,,,,,Matches,bb0b6521
487,Valentin Mihaila,ro ROU,MFFW,Parma,24,2000,21,1288,61,37.7,14.3,16,73,3,5,25,2,0.81,15,22,-7,-0.49,-0.19,Matches,81a4c239
488,Daniel Mikołajewski,pl POL,FW,Parma,18,2006,0,,,,,0,,0,0,,3,,,,,,,Matches,e72fa318
489,Vanja Milinković-Savić,rs SRB,GK,Torino,27,1997,37,3330,90,97.4,37.0,37,90,37,0,,0,1.19,37,42,-5,-0.14,+0.86,Matches,9fa26bc2
490,Yerry Mina,co COL,DF,Cagliari,29,1994,31,2569,83,75.1,28.5,31,83,23,0,,1,0.97,27,40,-13,-0.46,-0.14,Matches,6d5701f2
491,Juan Miranda,es ESP,DF,Bologna,24,2000,31,2277,73,66.6,25.3,25,86,20,6,19,5,1.65,42,32,+10,+0.40,+0.40,Matches,ead61f73
492,Fabio Miretti,it ITA,MF,Genoa,20,2003,25,1677,67,49.0,18.6,22,72,2,3,31,2,1.12,14,23,-9,-0.48,-0.33,Matches,34693494
493,Stefan Mitrović,rs SRB,MF,Hellas Verona,21,2002,0,,,,,0,,0,0,,2,,,,,,,Matches,232b3da4
494,Henrikh Mkhitaryan,am ARM,MF,Inter,35,1989,32,2396,75,70.1,26.6,30,78,12,2,23,2,2.13,57,24,+33,+1.24,+0.27,Matches,dd0daf32
495,Rui Modesto,ao ANG,MF,Udinese,24,1999,20,608,30,17.8,6.8,4,77,1,16,19,14,0.95,8,13,-5,-0.74,-0.42,Matches,4f9c2d8c
496,Alfonso Montero,uy URU,DF,Juventus,17,2007,0,,,,,0,,0,0,,1,,,,,,,Matches,1e096d5f
497,Lorenzo Montipò,it ITA,GK,Hellas Verona,28,1996,36,3240,90,94.7,36.0,36,90,36,0,,1,0.94,32,64,-32,-0.89,-0.89,Matches,c1d95617
498,Álvaro Morata,es ESP,FWMF,Milan,31,1992,16,1099,69,32.1,12.2,13,77,5,3,34,0,1.81,16,10,+6,+0.49,+0.03,Matches,129af0db
499,Alberto Moreno,es ESP,DF,Como,32,1992,24,1727,72,50.5,19.2,21,79,9,3,24,6,1.21,20,26,-6,-0.31,-0.47,Matches,11b9265b
500,Matias Moreno,ar ARG,DF,Fiorentina,20,2003,4,144,36,4.2,1.6,2,62,0,2,11,30,0.75,1,4,-3,-1.87,-2.48,Matches,4637e608
501,Tete Morente,es ESP,MFFW,Lecce,27,1996,31,2021,65,59.1,22.5,23,76,8,8,33,5,0.84,16,37,-21,-0.94,-0.29,Matches,004d185e
502,Manuel Moretta,it ITA,GK,Parma,18,2006,0,,,,,0,,0,0,,4,,,,,,,Matches,11faca40
503,Nikola Moro,hr CRO,MF,Bologna,26,1998,22,1208,55,35.3,13.4,15,74,3,7,14,16,1.50,20,21,-1,-0.07,-0.52,Matches,ff579c7e
504,Daniel Mosquera,co COL,FW,Hellas Verona,24,1999,35,1375,39,40.2,15.3,12,67,1,23,25,2,1.06,16,25,-9,-0.59,+0.42,Matches,091b9eb8
505,Dany Mota,pt POR,MFFW,Monza,26,1998,31,2104,68,61.5,23.4,24,78,9,7,32,0,0.35,16,42,-26,-1.11,-0.09,Matches,efc9e31f
