--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,,Standard,,,,,,,,,,,-additional
190,Caleb Ekuban,gh GHA,FW,Genoa,30,1994,6.2,1,18,6,33.3,2.92,0.97,0.06,0.17,0,0,Matches,7afbd2c3
191,Mikael Ellertsson,is ISL,MF,Venezia,22,2002,27.4,2,21,5,23.8,0.77,0.18,0.10,0.40,0,0,Matches,c55967eb
192,Elif Elmas,mk MKD,MFFW,Torino,24,1999,11.3,4,19,10,52.6,1.67,0.88,0.21,0.40,0,0,Matches,cf007308
193,Emerson,br BRA,DF,Milan,25,1999,15.3,0,10,2,20.0,0.65,0.13,0.00,0.00,0,0,Matches,df8b52a5
194,Yannik Engelhardt,de GER,MFDF,Como,23,2001,12.9,1,8,2,25.0,0.62,0.15,0.13,0.50,0,0,Matches,fac66db3
195,Martin Erlić,hr CRO,DF,Bologna,26,1998,3.7,0,6,0,0.0,1.62,0.00,0.00,,0,0,Matches,0fee6bda
196,Sebastiano Esposito,it ITA,FWMF,Empoli,22,2002,25.9,8,61,21,34.4,2.36,0.81,0.13,0.38,1,2,Matches,7ff93107
197,Estanis,es ESP,FW,Bologna,20,2003,0.1,0,2,0,0.0,20.00,0.00,0.00,,0,0,Matches,ace50e9f
198,Nahuel Estévez,ar ARG,MF,Parma,28,1995,7.3,0,5,1,20.0,0.68,0.14,0.00,0.00,0,0,Matches,cec60a2f
199,Giovanni Fabbian,it ITA,MF,Bologna,21,2003,11.4,3,21,5,23.8,1.85,0.44,0.14,0.60,0,0,Matches,f97f9188
200,Alieu Fadera,gm GAM,MF,Como,22,2001,18.3,1,28,9,32.1,1.53,0.49,0.04,0.11,0,0,Matches,53210e42
201,Nicolò Fagioli,it ITA,MF,Juventus,23,2001,6.3,0,12,1,8.3,1.89,0.16,0.00,0.00,0,0,Matches,366be751
202,Nicolò Fagioli,it ITA,MF,Fiorentina,23,2001,10.7,1,10,4,40.0,0.94,0.37,0.10,0.25,0,0,Matches,366be751
203,Wladimiro Falcone,it ITA,GK,Lecce,29,1995,38.0,0,0,0,,0.00,0.00,,,0,0,Matches,9f5a610b
204,Davide Faraoni,it ITA,MFDF,Hellas Verona,32,1991,2.9,0,1,0,0.0,0.35,0.00,0.00,,0,0,Matches,aae9d04a
205,Jacopo Fazzini,it ITA,MF,Empoli,21,2003,15.4,4,26,9,34.6,1.69,0.59,0.15,0.44,0,0,Matches,06b08c45
206,Mattia Felici,it ITA,MF,Cagliari,23,2001,10.3,0,10,7,70.0,0.97,0.68,0.00,0.00,0,0,Matches,38aa2612
207,João Félix,pt POR,MF,Milan,24,1999,8.4,2,29,8,27.6,3.43,0.95,0.07,0.25,0,0,Matches,8aafd64f
208,Lewis Ferguson,sct SCO,MF,Bologna,24,1999,10.9,1,6,2,33.3,0.55,0.18,0.17,0.50,1,1,Matches,ee64a822
209,Daniel Fila,cz CZE,FW,Venezia,21,2002,5.5,2,8,6,75.0,1.46,1.10,0.25,0.33,0,0,Matches,383a628e
210,Alessandro Florenzi,it ITA,DFFW,Milan,33,1991,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,e288d4b3
211,Youssouf Fofana,fr FRA,MF,Milan,25,1999,27.8,1,36,5,13.9,1.29,0.18,0.03,0.20,0,0,Matches,822d51d7
212,Michael Folorunsho,it ITA,FWMF,Napoli,26,1998,0.4,0,1,0,0.0,2.57,0.00,0.00,,0,0,Matches,c391a179
213,Michael Folorunsho,it ITA,MF,Fiorentina,26,1998,7.2,0,9,3,33.3,1.25,0.42,0.00,0.00,0,0,Matches,c391a179
214,Omari Forson,eng ENG,FW,Monza,20,2004,2.5,0,5,1,20.0,2.02,0.40,0.00,0.00,0,0,Matches,1b9728b0
215,Davide Frattesi,it ITA,MF,Inter,24,1999,13.6,5,28,8,28.6,2.06,0.59,0.18,0.63,0,0,Matches,2a7d27c1
216,Morten Frendrup,dk DEN,MF,Genoa,23,2001,34.5,2,30,9,30.0,0.87,0.26,0.07,0.22,0,0,Matches,f4d60499
217,Martin Frese,dk DEN,DFMF,Hellas Verona,26,1998,6.1,0,2,0,0.0,0.33,0.00,0.00,,0,0,Matches,b910e9c0
218,Remo Freuler,ch SUI,MF,Bologna,32,1992,35.6,1,17,4,23.5,0.48,0.11,0.06,0.25,0,0,Matches,98d2c2c4
219,Matteo Gabbia,it ITA,DF,Milan,24,1999,23.9,2,14,4,28.6,0.59,0.17,0.14,0.50,0,0,Matches,c235e803
220,Tommaso Gabellini,it ITA,FW,Torino,17,2006,0.1,0,1,0,0.0,9.00,0.00,0.00,,0,0,Matches,2c105080
221,Tiago Gabriel,pt POR,DF,Lecce,19,2004,1.1,0,0,0,,0.00,0.00,,,0,0,Matches,19452285
222,Alessandro Gabrielloni,it ITA,FW,Como,30,1994,1.6,1,5,2,40.0,3.17,1.27,0.20,0.50,0,0,Matches,181cb492
223,Gianluca Gaetano,it ITA,MFFW,Cagliari,24,2000,11.2,2,30,6,20.0,2.68,0.54,0.07,0.33,0,0,Matches,3b387cc7
224,Roberto Gagliardini,it ITA,MF,Monza,30,1994,2.0,0,0,0,,0.00,0.00,,,0,0,Matches,ce30bfc8
225,Antonino Gallo,it ITA,DF,Lecce,24,2000,29.0,0,9,3,33.3,0.31,0.10,0.00,0.00,0,0,Matches,c74d63ac
226,Silvère Ganvoula,cg CGO,FW,Monza,28,1996,3.6,0,4,1,25.0,1.10,0.28,0.00,0.00,0,0,Matches,6c731625
227,Federico Gatti,it ITA,DF,Juventus,26,1998,24.4,1,25,9,36.0,1.03,0.37,0.04,0.11,0,0,Matches,18dd3219
228,David de Gea,es ESP,GK,Fiorentina,33,1990,35.0,0,0,0,,0.00,0.00,,,0,0,Matches,7ba6d84e
229,Valentin Gendrey,fr FRA,DF,Lecce,24,2000,2.0,0,2,0,0.0,1.00,0.00,0.00,,0,0,Matches,822ed0ec
230,Daniele Ghilardi,it ITA,DF,Hellas Verona,21,2003,22.5,0,12,4,33.3,0.53,0.18,0.00,0.00,0,0,Matches,9cedad4b
231,Lautaro Gianetti,ar ARG,DF,Udinese,30,1993,9.8,1,2,2,100.0,0.21,0.21,0.50,0.50,0,0,Matches,e08ac719
232,Samuel Gigot,fr FRA,DF,Lazio,30,1993,7.6,2,4,3,75.0,0.53,0.40,0.50,0.67,0,0,Matches,41eebdf5
233,Mario Gila,es ESP,DF,Lazio,23,2000,30.5,1,15,4,26.7,0.49,0.13,0.07,0.25,0,0,Matches,9c435456
234,Billy Gilmour,sct SCO,MF,Napoli,23,2001,13.1,0,9,1,11.1,0.69,0.08,0.00,0.00,0,0,Matches,df10e27c
235,Santiago Giménez,mx MEX,FW,Milan,23,2001,7.4,5,23,10,43.5,3.09,1.35,0.22,0.50,0,1,Matches,37337aea
236,Gvidas Gineitis,lt LTU,MF,Torino,20,2004,15.9,3,29,8,27.6,1.83,0.50,0.10,0.38,0,0,Matches,548bd0de
237,Ben Godfrey,eng ENG,DFMF,Atalanta,26,1998,0.3,0,0,0,,0.00,0.00,,,0,0,Matches,9f7c837d
238,Saba Goglichidze,ge GEO,DF,Empoli,20,2004,28.2,0,6,0,0.0,0.21,0.00,0.00,,0,0,Matches,011d370e
239,Edoardo Goldaniga,it ITA,DF,Como,30,1993,28.1,1,12,5,41.7,0.43,0.18,0.08,0.20,0,0,Matches,4b029b31
240,Pierluigi Gollini,it ITA,GK,Genoa,29,1995,7.0,0,0,0,,0.00,0.00,,,0,0,Matches,f0f7f62f
241,Nicolás González,ar ARG,MFFW,Juventus,26,1998,19.4,3,45,21,46.7,2.31,1.08,0.07,0.14,0,0,Matches,2374aaca
242,Robin Gosens,de GER,DFMF,Fiorentina,30,1994,28.0,5,23,8,34.8,0.82,0.29,0.22,0.63,0,0,Matches,2d970560
243,Lucas Gourna-Douath,fr FRA,MF,Roma,20,2003,2.5,0,3,0,0.0,1.18,0.00,0.00,,0,0,Matches,3cd7820a
244,Alberto Grassi,it ITA,MF,Empoli,29,1995,24.5,1,11,4,36.4,0.45,0.16,0.09,0.25,0,0,Matches,6cc97b6a
245,Mattéo Guendouzi,fr FRA,MF,Lazio,25,1999,36.3,1,27,9,33.3,0.74,0.25,0.04,0.11,0,0,Matches,5ea8ef20
246,Frederic Guilbert,fr FRA,DF,Lecce,29,1994,27.1,0,11,0,0.0,0.41,0.00,0.00,,0,0,Matches,5d8d7454
247,Albert Guðmundsson,is ISL,FWMF,Fiorentina,27,1997,14.1,6,27,15,55.6,1.91,1.06,0.22,0.40,2,2,Matches,b79858d5
248,Emmanuel Gyasi,gh GHA,MF,Empoli,30,1994,35.7,2,22,8,36.4,0.62,0.22,0.09,0.25,0,0,Matches,f9758dae
249,Christian Gytkjær,dk DEN,FW,Venezia,34,1990,8.4,2,18,6,33.3,2.15,0.72,0.11,0.33,1,1,Matches,9250bcff
250,Nicolas Haas,ch SUI,MF,Empoli,28,1996,3.2,0,1,0,0.0,0.31,0.00,0.00,,0,0,Matches,fa449bba
251,Saad El Haddad,ma MAR,MF,Venezia,19,2005,0.3,0,0,0,,0.00,0.00,,,0,0,Matches,7b12dccc
252,Antoine Hainaut,fr FRA,DFMF,Parma,22,2002,13.4,2,6,3,50.0,0.45,0.22,0.33,0.67,0,0,Matches,6503f220
253,Mohamed Haj,tn TUN,MF,Parma,19,2005,5.0,1,7,3,42.9,1.39,0.60,0.14,0.33,0,0,Matches,eb7dc619
254,Ridgeciano Haps,sr SUR,MFDF,Venezia,31,1993,15.2,1,15,3,20.0,0.99,0.20,0.07,0.33,0,0,Matches,c8d7131c
255,Abdou Harroui,nl NED,MFFW,Hellas Verona,26,1998,5.1,1,15,4,26.7,2.92,0.78,0.07,0.25,0,0,Matches,65fd099c
256,Liam Henderson,sct SCO,MF,Empoli,28,1996,26.0,0,22,3,13.6,0.85,0.12,0.00,0.00,0,0,Matches,d7918b13
257,Mario Hermoso,es ESP,DF,Roma,29,1995,2.8,0,1,0,0.0,0.36,0.00,0.00,,0,0,Matches,555f3a0b
258,Theo Hernández,fr FRA,DFMF,Milan,26,1997,30.0,4,44,17,38.6,1.47,0.57,0.09,0.24,0,1,Matches,d4c9725f
259,Hernani,br BRA,MF,Parma,30,1994,14.7,3,20,6,30.0,1.36,0.41,0.15,0.50,3,3,Matches,6f5ead86
260,Isak Hien,se SWE,DF,Atalanta,25,1999,25.9,0,8,2,25.0,0.31,0.08,0.00,0.00,0,0,Matches,12806697
261,Emil Holm,se SWE,DF,Bologna,24,2000,12.6,1,10,3,30.0,0.79,0.24,0.10,0.33,0,0,Matches,c2357b65
262,Mats Hummels,de GER,DF,Roma,35,1988,10.2,0,8,1,12.5,0.79,0.10,0.00,0.00,0,0,Matches,05d548d8
263,Elseid Hysaj,al ALB,DF,Lazio,30,1994,4.7,0,2,0,0.0,0.42,0.00,0.00,,0,0,Matches,2f3452eb
264,Arijon Ibrahimović,de GER,MF,Lazio,18,2005,0.1,0,2,0,0.0,22.50,0.00,0.00,,0,0,Matches,f5c4fd91
265,Jay Idzes,id IDN,DF,Venezia,24,2000,34.7,1,15,3,20.0,0.43,0.09,0.07,0.33,0,0,Matches,a54ef587
266,Jonathan Ikone,fr FRA,MFFW,Como,26,1998,6.0,2,16,5,31.3,2.67,0.83,0.13,0.40,0,0,Matches,42eaa028
267,Jonathan Ikone,fr FRA,MF,Fiorentina,26,1998,3.7,0,9,5,55.6,2.43,1.35,0.00,0.00,0,0,Matches,42eaa028
268,Ivan Ilić,rs SRB,MF,Torino,23,2001,10.2,1,11,4,36.4,1.08,0.39,0.09,0.25,0,0,Matches,bb376bed
269,Samuel Iling-Junior,eng ENG,MF,Bologna,20,2003,1.3,1,4,1,25.0,3.05,0.76,0.25,1.00,0,0,Matches,ba492306
270,Alessio Iovine,it ITA,DF,Como,33,1991,4.3,0,1,0,0.0,0.23,0.00,0.00,,0,0,Matches,083d7173
271,Gustav Isaksen,dk DEN,MF,Lazio,23,2001,24.6,4,55,25,45.5,2.24,1.02,0.07,0.16,0,0,Matches,5715bb71
272,Ardian Ismajli,al ALB,DF,Empoli,27,1996,27.9,0,5,0,0.0,0.18,0.00,0.00,,0,0,Matches,6b635f5c
273,Armando Izzo,it ITA,DF,Monza,32,1992,27.1,1,6,2,33.3,0.22,0.07,0.17,0.50,0,0,Matches,89976232
274,Fellipe Jack,br BRA,DF,Como,18,2006,1.9,0,0,0,,0.00,0.00,,,0,0,Matches,cace4967
275,Ali Jasim,iq IRQ,MF,Como,20,2004,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,1a927a6f
276,Gaby Jean,fr FRA,DF,Lecce,24,2000,15.4,0,1,1,100.0,0.06,0.06,0.00,0.00,0,0,Matches,5f130a19
277,Juan Jesus,br BRA,DF,Napoli,33,1991,11.9,0,3,0,0.0,0.25,0.00,0.00,,0,0,Matches,79083382
278,Álex Jiménez,es ESP,MFDF,Milan,19,2005,14.1,0,15,5,33.3,1.07,0.36,0.00,0.00,0,0,Matches,faa13947
279,Þórir Jóhann Helgason,is ISL,MF,Lecce,23,2000,12.8,0,16,5,31.3,1.25,0.39,0.00,0.00,0,0,Matches,dc765618
280,Jesse Joronen,fi FIN,GK,Venezia,31,1993,7.8,0,0,0,,0.00,0.00,,,0,0,Matches,7f66ea09
281,Luka Jović,rs SRB,FW,Milan,26,1997,6.2,2,11,4,36.4,1.78,0.65,0.18,0.50,0,0,Matches,4d8cd038
282,Mohamed Kaba,gn GUI,MF,Lecce,22,2001,5.0,0,4,0,0.0,0.80,0.00,0.00,,0,0,Matches,517cfb19
283,Christian Kabasele,be BEL,DF,Udinese,33,1991,12.9,2,15,4,26.7,1.16,0.31,0.13,0.50,0,0,Matches,914ab9a1
284,Pierre Kalulu,fr FRA,DF,Juventus,24,2000,26.0,1,7,3,42.9,0.27,0.12,0.14,0.33,0,0,Matches,85f7d1be
285,Hassane Kamara,ci CIV,MFDF,Udinese,30,1994,22.2,1,17,3,17.6,0.76,0.13,0.06,0.33,0,0,Matches,19a12bed
286,Yann Karamoh,fr FRA,MFFW,Torino,26,1998,11.6,0,25,6,24.0,2.15,0.52,0.00,0.00,0,0,Matches,8b66d9cc
287,Jesper Karlsson,se SWE,MFFW,Bologna,26,1998,3.3,1,6,2,33.3,1.81,0.60,0.17,0.50,0,0,Matches,7952d0c2
288,Jesper Karlsson,se SWE,MFFW,Lecce,26,1998,5.5,1,10,5,50.0,1.82,0.91,0.10,0.20,1,1,Matches,7952d0c2
289,Jesper Karlström,se SWE,MF,Udinese,29,1995,35.4,0,13,2,15.4,0.37,0.06,0.00,0.00,0,0,Matches,e0a1f4eb
290,Lior Kasa,il ISR,MF,Genoa,18,2005,2.6,0,5,2,40.0,1.96,0.78,0.00,0.00,0,0,Matches,7987ef17
291,Grigoris Kastanos,cy CYP,MFFW,Hellas Verona,26,1998,9.7,1,22,5,22.7,2.27,0.52,0.05,0.20,0,0,Matches,2a82aa85
292,Michael Kayode,it ITA,DF,Fiorentina,20,2004,1.4,0,1,0,0.0,0.71,0.00,0.00,,0,0,Matches,e19660a8
293,Moise Kean,it ITA,FW,Fiorentina,24,2000,30.0,19,105,51,48.6,3.49,1.70,0.18,0.37,1,2,Matches,3d50bcdb
294,Mandela Keita,be BEL,MF,Parma,22,2002,20.3,0,5,4,80.0,0.25,0.20,0.00,0.00,0,0,Matches,f5692b25
295,Lloyd Kelly,eng ENG,DF,Juventus,25,1998,11.3,0,7,1,14.3,0.62,0.09,0.00,0.00,0,0,Matches,f31def1e
296,Marc-Oliver Kempf,de GER,DF,Como,29,1995,29.1,0,20,4,20.0,0.69,0.14,0.00,0.00,0,0,Matches,815c314f
297,Kialonda,ao ANG,DF,Lecce,26,1997,23.8,0,16,1,6.3,0.67,0.04,0.00,0.00,0,0,Matches,34e4dc3b
298,Magnus Kofod Andersen,dk DEN,MF,Venezia,25,1999,7.7,1,8,2,25.0,1.04,0.26,0.13,0.50,0,0,Matches,a4731ebc
299,Sead Kolašinac,ba BIH,DF,Atalanta,31,1993,21.1,0,10,3,30.0,0.47,0.14,0.00,0.00,0,0,Matches,3935e52e
300,Randal Kolo Muani,fr FRA,FW,Juventus,25,1998,12.9,8,26,14,53.8,2.02,1.09,0.31,0.57,1,1,Matches,c0b3669f
301,Ismael Konate,it ITA,FW,Empoli,18,2006,1.3,0,3,2,66.7,2.33,1.55,0.00,0.00,0,0,Matches,351ab035
302,Manu Koné,fr FRA,MF,Roma,23,2001,28.6,2,34,9,26.5,1.19,0.31,0.06,0.22,0,0,Matches,86574238
303,Teun Koopmeiners,nl NED,MF,Juventus,26,1998,22.2,3,42,11,26.2,1.90,0.50,0.07,0.27,0,0,Matches,a26fb8aa
304,Odilon Kossounou,ci CIV,DF,Atalanta,23,2001,12.5,0,6,4,66.7,0.48,0.32,0.00,0.00,0,0,Matches,1f3afdcb
305,Christian Kouamé,ci CIV,MFFW,Fiorentina,26,1997,6.9,0,11,1,9.1,1.59,0.14,0.00,0.00,0,0,Matches,58e933d2
306,Christian Kouamé,ci CIV,FWMF,Empoli,26,1997,5.6,1,16,5,31.3,2.84,0.89,0.06,0.20,0,0,Matches,58e933d2
307,Viktor Kovalenko,ua UKR,MF,Empoli,28,1996,0.9,0,3,1,33.3,3.51,1.17,0.00,0.00,0,0,Matches,9d60028d
308,Mateusz Kowalski,pl POL,MF,Parma,19,2005,0.6,0,1,0,0.0,1.61,0.00,0.00,,0,0,Matches,d2bb908c
309,Thomas Kristensen,dk DEN,DF,Udinese,22,2002,19.5,1,4,1,25.0,0.21,0.05,0.25,1.00,0,0,Matches,fadf9a05
310,Nikola Krstović,me MNE,FW,Lecce,24,2000,34.0,11,137,42,30.7,4.03,1.24,0.08,0.26,2,3,Matches,473803c9
311,Khvicha Kvaratskhelia,ge GEO,FWMF,Napoli,23,2001,13.1,5,49,17,34.7,3.74,1.30,0.10,0.29,1,1,Matches,dea88efd
312,Giorgos Kyriakopoulos,gr GRE,MF,Monza,28,1996,31.6,2,27,9,33.3,0.85,0.28,0.07,0.22,0,0,Matches,0a483542
313,Mathis Lambourde,fr FRA,FW,Hellas Verona,18,2006,1.0,1,2,1,50.0,2.02,1.01,0.50,1.00,0,0,Matches,0da3d7ab
314,Gianluca Lapadula,pe PER,FW,Cagliari,34,1990,3.4,0,15,3,20.0,4.35,0.87,0.00,0.00,0,0,Matches,2ead2809
315,Valentino Lazaro,at AUT,MF,Torino,28,1996,25.6,0,16,2,12.5,0.62,0.08,0.00,0.00,0,0,Matches,016ff750
316,Darko Lazović,rs SRB,MF,Hellas Verona,33,1990,16.2,2,20,4,20.0,1.23,0.25,0.10,0.50,1,1,Matches,5128bde4
317,Manuel Lazzari,it ITA,DF,Lazio,30,1993,15.6,0,6,2,33.3,0.38,0.13,0.00,0.00,0,0,Matches,02caf6e0
318,Enzo Le Fée,fr FRA,MF,Roma,24,2000,3.5,0,4,2,50.0,1.13,0.57,0.00,0.00,0,0,Matches,6f806d99
319,Nicola Leali,it ITA,GK,Genoa,31,1993,29.0,0,0,0,,0.00,0.00,,,0,0,Matches,5f9970a0
320,Rafael Leão,pt POR,MFFW,Milan,25,1999,25.8,8,67,29,43.3,2.60,1.12,0.12,0.28,0,0,Matches,20730eae
321,Stefan Lekovic,rs SRB,DF,Monza,20,2004,4.1,0,3,0,0.0,0.74,0.00,0.00,,0,0,Matches,d633fd46
322,Nunzio Lella,it ITA,MF,Venezia,24,2000,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,c149e8a6
323,Giovanni Leoni,it ITA,DF,Parma,17,2006,13.3,1,2,1,50.0,0.15,0.08,0.50,1.00,0,0,Matches,570888ce
324,Ben Lhassine Kone,ci CIV,MF,Como,24,2000,0.6,0,1,0,0.0,1.76,0.00,0.00,,0,0,Matches,7452c7a8
325,Mattia Liberali,it ITA,MF,Milan,17,2007,0.7,0,2,0,0.0,2.95,0.00,0.00,,0,0,Matches,775f4a87
326,Karol Linetty,pl POL,MF,Torino,29,1995,17.1,1,17,4,23.5,0.99,0.23,0.06,0.25,0,0,Matches,d023d70f
327,Dailon Livramento,cv CPV,MFFW,Hellas Verona,23,2001,10.4,1,13,4,30.8,1.24,0.38,0.08,0.25,0,0,Matches,c115db1e
328,Stanislav Lobotka,sk SVK,MF,Napoli,29,1994,29.3,0,7,0,0.0,0.24,0.00,0.00,,0,0,Matches,e1cbb531
329,Manuel Locatelli,it ITA,MF,Juventus,26,1998,31.4,2,25,9,36.0,0.80,0.29,0.08,0.22,1,1,Matches,a8a874f1
330,Ruben Loftus-Cheek,eng ENG,MF,Milan,28,1996,11.5,0,9,2,22.2,0.78,0.17,0.00,0.00,0,0,Matches,e97fd090
331,Ademola Lookman,ng NGA,MFFW,Atalanta,26,1997,25.0,15,82,35,42.7,3.28,1.40,0.18,0.43,1,1,Matches,7c104bb7
332,Sandi Lovrić,si SVN,MF,Udinese,26,1998,25.6,2,49,12,24.5,1.91,0.47,0.04,0.17,0,0,Matches,966eea58
333,Lorenzo Lucca,it ITA,FW,Udinese,23,2000,26.1,12,66,26,39.4,2.52,0.99,0.18,0.46,1,1,Matches,83c06f3a
334,Jhon Lucumí,co COL,DF,Bologna,26,1998,29.0,0,13,2,15.4,0.45,0.07,0.00,0.00,0,0,Matches,80490d7f
335,José Luis Palomino,ar ARG,DF,Cagliari,34,1990,12.0,1,2,1,50.0,0.17,0.08,0.50,1.00,0,0,Matches,921f6058
336,Douglas Luiz,br BRA,MF,Juventus,26,1998,5.9,0,8,2,25.0,1.36,0.34,0.00,0.00,0,0,Matches,6f7d826d
337,Romelu Lukaku,be BEL,FW,Napoli,31,1993,31.6,14,64,24,37.5,2.03,0.76,0.22,0.58,3,4,Matches,5eae500a
338,Sebastiano Luperto,it ITA,DF,Cagliari,27,1996,36.0,1,21,5,23.8,0.58,0.14,0.05,0.20,0,0,Matches,997fff07
339,Zito Luvumbo,ao ANG,FWMF,Cagliari,22,2002,17.8,2,23,4,17.4,1.29,0.22,0.09,0.50,0,0,Matches,b09e0873
340,Babis Lykogiannis,gr GRE,DF,Bologna,30,1993,11.6,0,6,2,33.3,0.52,0.17,0.00,0.00,0,0,Matches,5efc5389
341,Mathias Løvik,no NOR,DFMF,Parma,20,2003,1.0,0,1,0,0.0,0.98,0.00,0.00,,0,0,Matches,f17aa65c
342,Giangiacomo Magnani,it ITA,DF,Hellas Verona,28,1995,11.8,1,11,2,18.2,0.93,0.17,0.09,0.50,0,0,Matches,cce9f582
343,Mike Maignan,fr FRA,GK,Milan,29,1995,36.6,0,0,0,,0.00,0.00,,,0,0,Matches,fcb38f57
344,Antoine Makoumbou,cg CGO,MF,Cagliari,26,1998,23.9,0,7,1,14.3,0.29,0.04,0.00,0.00,0,0,Matches,f37f3522
345,Daniel Maldini,it ITA,MF,Atalanta,22,2001,2.9,3,10,5,50.0,3.49,1.74,0.30,0.60,0,0,Matches,801831fe
346,Daniel Maldini,it ITA,MFFW,Monza,22,2001,14.5,3,39,14,35.9,2.69,0.96,0.08,0.21,0,0,Matches,801831fe
347,Youssef Maleh,ma MAR,MF,Empoli,25,1998,16.8,0,17,3,17.6,1.01,0.18,0.00,0.00,0,0,Matches,4c8845f7
348,Ruslan Malinovskyi,ua UKR,MF,Genoa,31,1993,4.3,0,9,3,33.3,2.11,0.70,0.00,0.00,0,0,Matches,48d5bd33
349,Dennis Man,ro ROU,MFFW,Parma,25,1998,22.2,4,49,20,40.8,2.21,0.90,0.08,0.20,0,0,Matches,2079b3cc
350,Gianluca Mancini,it ITA,DF,Roma,28,1996,34.9,2,22,7,31.8,0.63,0.20,0.09,0.29,0,0,Matches,5aa53281
351,Christos Mandas,gr GRE,GK,Lazio,22,2001,9.0,0,0,0,,0.00,0.00,,,0,0,Matches,f794e9ab
352,Rolando Mandragora,it ITA,MF,Fiorentina,27,1997,21.5,4,38,15,39.5,1.77,0.70,0.11,0.27,1,1,Matches,c7259b83
353,Alberto Manzoni,it ITA,MF,Atalanta,19,2005,0.1,0,1,0,0.0,15.00,0.00,0.00,,0,0,Matches,08cda374
354,Alessandro Marcandalli,it ITA,DF,Genoa,21,2002,0.5,0,0,0,,0.00,0.00,,,0,0,Matches,d3225ad1
355,Alessandro Marcandalli,it ITA,DF,Venezia,21,2002,3.9,0,2,1,50.0,0.51,0.25,0.00,0.00,0,0,Matches,d3225ad1
356,Filip Marchwiński,pl POL,MF,Lecce,22,2002,0.2,0,0,0,,0.00,0.00,,,0,0,Matches,55a88fd9
357,Pablo Marí,es ESP,DF,Monza,30,1993,18.1,0,2,0,0.0,0.11,0.00,0.00,,0,0,Matches,aa54ec6f
358,Pablo Marí,es ESP,DF,Fiorentina,30,1993,12.2,0,5,1,20.0,0.41,0.08,0.00,0.00,0,0,Matches,aa54ec6f
359,Luca Marianucci,it ITA,DF,Empoli,20,2004,11.9,0,8,2,25.0,0.67,0.17,0.00,0.00,0,0,Matches,64e6778a
360,Mirko Marić,hr CRO,FW,Venezia,29,1995,4.0,0,6,1,16.7,1.52,0.25,0.00,0.00,0,0,Matches,78338347
361,Mirko Marić,hr CRO,FW,Monza,29,1995,1.2,0,1,0,0.0,0.85,0.00,0.00,,0,0,Matches,78338347
362,Rafa Marín,es ESP,DF,Napoli,22,2002,1.6,0,2,1,50.0,1.27,0.63,0.00,0.00,0,0,Matches,3239a8ed
363,Răzvan Marin,ro ROU,MF,Cagliari,28,1996,15.6,3,24,10,41.7,1.54,0.64,0.13,0.30,2,2,Matches,7fac99d4
364,Guillermo Maripán,cl CHI,DF,Torino,30,1994,26.0,1,12,5,41.7,0.46,0.19,0.08,0.20,0,0,Matches,d9764034
365,Aarón Martín,es ESP,DFMF,Genoa,27,1997,34.3,0,16,4,25.0,0.47,0.12,0.00,0.00,0,0,Matches,2f3e911a
366,Josep Martinez,es ESP,GK,Inter,26,1998,5.0,0,0,0,,0.00,0.00,,,0,0,Matches,11d8aff0
367,Lautaro Martínez,ar ARG,FW,Inter,26,1997,28.5,12,101,34,33.7,3.55,1.19,0.12,0.35,0,0,Matches,f7036e1c
368,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,28,1996,3.9,1,3,1,33.3,0.77,0.26,0.33,1.00,0,0,Matches,3ec3c1c9
369,Kevin Martins,it ITA,MF,Monza,19,2005,2.0,0,0,0,,0.00,0.00,,,0,0,Matches,c1451401
370,Adam Marušić,me MNE,DF,Lazio,31,1992,26.0,4,23,10,43.5,0.89,0.39,0.17,0.40,0,0,Matches,d4535821
371,Adam Masina,ma MAR,DF,Torino,30,1994,21.3,1,7,2,28.6,0.33,0.09,0.14,0.50,0,0,Matches,de0f152c
372,Patrizio Masini,it ITA,MF,Genoa,23,2001,17.1,1,8,1,12.5,0.47,0.06,0.13,1.00,0,0,Matches,151354b8
373,Alan Matturro,uy URU,DF,Genoa,19,2004,10.0,0,4,3,75.0,0.40,0.30,0.00,0.00,0,0,Matches,547c0119
374,Andrea Mazza,it ITA,GK,Monza,20,2004,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,f93a544c
375,Luca Mazzitelli,it ITA,MF,Como,28,1995,3.7,1,7,3,42.9,1.88,0.81,0.14,0.33,0,0,Matches,dc61b402
376,Pasquale Mazzocchi,it ITA,MFDF,Napoli,29,1995,7.8,0,3,1,33.3,0.38,0.13,0.00,0.00,0,0,Matches,eb0ec070
377,Samuel Mbangula,be BEL,MF,Juventus,20,2004,7.9,3,9,5,55.6,1.14,0.63,0.33,0.60,0,0,Matches,3e25e70c
378,Weston McKennie,us USA,MFDF,Juventus,25,1998,25.7,2,22,8,36.4,0.86,0.31,0.09,0.25,0,0,Matches,01c3aff5
379,Scott McTominay,sct SCO,MF,Napoli,27,1996,32.6,12,76,33,43.4,2.33,1.01,0.16,0.36,0,0,Matches,d93c2511
