--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,,Performance,,,,,,,,,,,,,-additional
207,João Félix,pt POR,MF,Milan,24,1999,8.4,3,0,0,12,30,2,5,1,6,,,0,Matches,8aafd64f
208,Lewis Ferguson,sct SCO,MF,Bologna,24,1999,10.9,0,0,0,26,20,1,17,4,15,,,0,Matches,ee64a822
209,Daniel Fila,cz CZE,FW,Venezia,21,2002,5.5,3,1,1,13,7,3,0,0,1,,,0,Matches,383a628e
210,Alessandro Florenzi,it ITA,DFFW,Milan,33,1991,0.1,0,0,0,0,0,0,1,0,0,,,0,Matches,e288d4b3
211,Youssouf Fofana,fr FRA,MF,Milan,25,1999,27.8,5,0,0,28,17,0,10,17,34,,,0,Matches,822d51d7
212,Michael Folorunsho,it ITA,FWMF,Napoli,26,1998,0.4,0,0,0,2,1,0,0,0,2,,,0,Matches,c391a179
213,Michael Folorunsho,it ITA,MF,Fiorentina,26,1998,7.2,5,0,0,16,23,0,22,4,13,,,0,Matches,c391a179
214,Omari Forson,eng ENG,FW,Monza,20,2004,2.5,0,0,0,2,2,1,9,1,3,,,0,Matches,1b9728b0
215,Davide Frattesi,it ITA,MF,Inter,24,1999,13.6,1,0,0,11,32,2,8,4,11,,,0,Matches,2a7d27c1
216,Morten Frendrup,dk DEN,MF,Genoa,23,2001,34.5,5,0,0,51,30,1,3,46,60,,,1,Matches,f4d60499
217,Martin Frese,dk DEN,DFMF,Hellas Verona,26,1998,6.1,0,0,0,9,9,0,10,8,11,,,0,Matches,b910e9c0
218,Remo Freuler,ch SUI,MF,Bologna,32,1992,35.6,6,0,0,47,18,1,20,41,40,,,0,Matches,98d2c2c4
219,Matteo Gabbia,it ITA,DF,Milan,24,1999,23.9,4,0,0,20,6,1,2,16,15,,,0,Matches,c235e803
220,Tommaso Gabellini,it ITA,FW,Torino,17,2006,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches,2c105080
221,Tiago Gabriel,pt POR,DF,Lecce,19,2004,1.1,0,0,0,0,0,0,0,0,0,,,0,Matches,19452285
222,Alessandro Gabrielloni,it ITA,FW,Como,30,1994,1.6,1,0,0,6,4,1,1,0,0,,,0,Matches,181cb492
223,Gianluca Gaetano,it ITA,MFFW,Cagliari,24,2000,11.2,0,0,0,16,13,4,23,7,8,,,0,Matches,3b387cc7
224,Roberto Gagliardini,it ITA,MF,Monza,30,1994,2.0,1,0,0,6,7,0,1,2,1,,,0,Matches,ce30bfc8
225,Antonino Gallo,it ITA,DF,Lecce,24,2000,29.0,3,1,0,12,15,3,116,21,44,,,2,Matches,c74d63ac
226,Silvère Ganvoula,cg CGO,FW,Monza,28,1996,3.6,0,0,0,4,8,1,0,1,0,,,0,Matches,6c731625
227,Federico Gatti,it ITA,DF,Juventus,26,1998,24.4,2,0,0,20,19,1,1,16,23,,,0,Matches,18dd3219
228,David de Gea,es ESP,GK,Fiorentina,33,1990,35.0,1,0,0,0,2,0,0,0,0,,,0,Matches,7ba6d84e
229,Valentin Gendrey,fr FRA,DF,Lecce,24,2000,2.0,0,0,0,1,2,0,3,2,2,,,0,Matches,822ed0ec
230,Daniele Ghilardi,it ITA,DF,Hellas Verona,21,2003,22.5,7,1,0,33,29,0,10,30,28,,,0,Matches,9cedad4b
231,Lautaro Gianetti,ar ARG,DF,Udinese,30,1993,9.8,4,0,0,7,0,0,0,15,11,,,2,Matches,e08ac719
232,Samuel Gigot,fr FRA,DF,Lazio,30,1993,7.6,2,0,0,8,9,1,0,14,4,,,0,Matches,41eebdf5
233,Mario Gila,es ESP,DF,Lazio,23,2000,30.5,8,0,0,32,30,0,5,30,38,,,1,Matches,9c435456
234,Billy Gilmour,sct SCO,MF,Napoli,23,2001,13.1,0,0,0,14,16,0,18,9,14,,,0,Matches,df10e27c
235,Santiago Giménez,mx MEX,FW,Milan,23,2001,7.4,3,1,0,11,4,7,2,1,3,,,0,Matches,37337aea
236,Gvidas Gineitis,lt LTU,MF,Torino,20,2004,15.9,5,0,0,23,23,2,50,18,15,,,0,Matches,548bd0de
237,Ben Godfrey,eng ENG,DFMF,Atalanta,26,1998,0.3,0,0,0,1,0,0,0,0,0,,,0,Matches,9f7c837d
238,Saba Goglichidze,ge GEO,DF,Empoli,20,2004,28.2,3,1,0,27,34,1,5,33,41,,,0,Matches,011d370e
239,Edoardo Goldaniga,it ITA,DF,Como,30,1993,28.1,12,1,1,44,36,4,9,31,21,,,0,Matches,4b029b31
240,Pierluigi Gollini,it ITA,GK,Genoa,29,1995,7.0,1,0,0,0,0,0,0,0,0,,,0,Matches,f0f7f62f
241,Nicolás González,ar ARG,MFFW,Juventus,26,1998,19.4,3,0,0,30,40,6,16,9,14,,,0,Matches,2374aaca
242,Robin Gosens,de GER,DFMF,Fiorentina,30,1994,28.0,6,0,0,24,22,9,65,20,34,,,0,Matches,2d970560
243,Lucas Gourna-Douath,fr FRA,MF,Roma,20,2003,2.5,2,0,0,9,5,1,2,0,4,,,0,Matches,3cd7820a
244,Alberto Grassi,it ITA,MF,Empoli,29,1995,24.5,8,0,0,28,34,1,11,32,20,,,0,Matches,6cc97b6a
245,Mattéo Guendouzi,fr FRA,MF,Lazio,25,1999,36.3,7,0,0,28,35,1,20,33,17,,,0,Matches,5ea8ef20
246,Frederic Guilbert,fr FRA,DF,Lecce,29,1994,27.1,3,2,0,33,24,1,54,47,37,,,0,Matches,5d8d7454
247,Albert Guðmundsson,is ISL,FWMF,Fiorentina,27,1997,14.1,2,0,0,13,18,3,24,6,5,,,0,Matches,b79858d5
248,Emmanuel Gyasi,gh GHA,MF,Empoli,30,1994,35.7,5,0,0,56,21,14,37,12,29,,,1,Matches,f9758dae
249,Christian Gytkjær,dk DEN,FW,Venezia,34,1990,8.4,0,0,0,11,5,7,0,1,4,,,0,Matches,9250bcff
250,Nicolas Haas,ch SUI,MF,Empoli,28,1996,3.2,1,0,0,11,3,0,0,3,8,,,0,Matches,fa449bba
251,Saad El Haddad,ma MAR,MF,Venezia,19,2005,0.3,0,0,0,1,1,0,0,0,0,,,0,Matches,7b12dccc
252,Antoine Hainaut,fr FRA,DFMF,Parma,22,2002,13.4,4,0,0,13,16,1,26,15,13,,,0,Matches,6503f220
253,Mohamed Haj,tn TUN,MF,Parma,19,2005,5.0,4,0,0,6,11,0,7,3,1,,,0,Matches,eb7dc619
254,Ridgeciano Haps,sr SUR,MFDF,Venezia,31,1993,15.2,3,0,0,14,15,1,26,8,16,,,0,Matches,c8d7131c
255,Abdou Harroui,nl NED,MFFW,Hellas Verona,26,1998,5.1,1,0,0,10,3,0,9,2,5,,,0,Matches,65fd099c
256,Liam Henderson,sct SCO,MF,Empoli,28,1996,26.0,10,0,0,83,23,2,97,15,22,,,0,Matches,d7918b13
257,Mario Hermoso,es ESP,DF,Roma,29,1995,2.8,2,1,1,7,1,0,3,4,1,,,0,Matches,555f3a0b
258,Theo Hernández,fr FRA,DFMF,Milan,26,1997,30.0,4,1,0,17,43,3,111,16,30,,,0,Matches,d4c9725f
259,Hernani,br BRA,MF,Parma,30,1994,14.7,7,0,0,33,25,1,33,19,26,,,0,Matches,6f5ead86
260,Isak Hien,se SWE,DF,Atalanta,25,1999,25.9,10,0,0,36,19,0,1,30,30,,,0,Matches,12806697
261,Emil Holm,se SWE,DF,Bologna,24,2000,12.6,3,0,0,16,24,1,42,9,21,,,0,Matches,c2357b65
262,Mats Hummels,de GER,DF,Roma,35,1988,10.2,1,0,0,10,4,0,2,25,13,,,1,Matches,05d548d8
263,Elseid Hysaj,al ALB,DF,Lazio,30,1994,4.7,2,1,1,5,1,0,18,5,6,,,0,Matches,2f3452eb
264,Arijon Ibrahimović,de GER,MF,Lazio,18,2005,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches,f5c4fd91
265,Jay Idzes,id IDN,DF,Venezia,24,2000,34.7,5,0,0,50,12,3,6,28,30,,,0,Matches,a54ef587
266,Jonathan Ikone,fr FRA,MFFW,Como,26,1998,6.0,1,0,0,3,7,2,1,0,9,,,0,Matches,42eaa028
267,Jonathan Ikone,fr FRA,MF,Fiorentina,26,1998,3.7,0,0,0,3,7,0,1,1,2,,,0,Matches,42eaa028
268,Ivan Ilić,rs SRB,MF,Torino,23,2001,10.2,4,0,0,11,22,1,27,5,2,,,0,Matches,bb376bed
269,Samuel Iling-Junior,eng ENG,MF,Bologna,20,2003,1.3,0,0,0,2,1,0,9,2,2,,,0,Matches,ba492306
270,Alessio Iovine,it ITA,DF,Como,33,1991,4.3,2,0,0,5,6,0,17,3,2,,,0,Matches,083d7173
271,Gustav Isaksen,dk DEN,MF,Lazio,23,2001,24.6,5,0,0,23,46,3,110,10,9,,,0,Matches,5715bb71
272,Ardian Ismajli,al ALB,DF,Empoli,27,1996,27.9,3,0,0,21,29,0,0,53,21,,,0,Matches,6b635f5c
273,Armando Izzo,it ITA,DF,Monza,32,1992,27.1,12,0,0,65,47,0,8,43,15,,,0,Matches,89976232
274,Fellipe Jack,br BRA,DF,Como,18,2006,1.9,2,0,0,5,1,0,0,4,4,,,0,Matches,cace4967
275,Ali Jasim,iq IRQ,MF,Como,20,2004,0.1,0,0,0,1,0,0,1,0,0,,,0,Matches,1a927a6f
276,Gaby Jean,fr FRA,DF,Lecce,24,2000,15.4,0,0,0,15,13,0,1,10,8,,,0,Matches,5f130a19
277,Juan Jesus,br BRA,DF,Napoli,33,1991,11.9,2,0,0,14,5,0,0,9,15,,,0,Matches,79083382
278,Álex Jiménez,es ESP,MFDF,Milan,19,2005,14.1,6,0,0,12,18,5,37,17,13,,,0,Matches,faa13947
279,Þórir Jóhann Helgason,is ISL,MF,Lecce,23,2000,12.8,0,0,0,10,10,2,69,5,7,,,0,Matches,dc765618
280,Jesse Joronen,fi FIN,GK,Venezia,31,1993,7.8,0,0,0,1,0,0,0,0,0,,,1,Matches,7f66ea09
281,Luka Jović,rs SRB,FW,Milan,26,1997,6.2,1,0,0,4,7,0,2,1,0,,,0,Matches,4d8cd038
282,Mohamed Kaba,gn GUI,MF,Lecce,22,2001,5.0,1,0,0,6,10,0,1,4,8,,,0,Matches,517cfb19
283,Christian Kabasele,be BEL,DF,Udinese,33,1991,12.9,0,0,0,20,16,0,2,14,9,,,0,Matches,914ab9a1
284,Pierre Kalulu,fr FRA,DF,Juventus,24,2000,26.0,2,1,0,26,19,2,22,17,25,,,0,Matches,85f7d1be
285,Hassane Kamara,ci CIV,MFDF,Udinese,30,1994,22.2,8,1,1,25,22,1,107,28,25,,,0,Matches,19a12bed
286,Yann Karamoh,fr FRA,MFFW,Torino,26,1998,11.6,2,0,0,12,14,4,24,3,2,,,0,Matches,8b66d9cc
287,Jesper Karlsson,se SWE,MFFW,Bologna,26,1998,3.3,1,0,0,6,4,1,4,0,0,,,0,Matches,7952d0c2
288,Jesper Karlsson,se SWE,MFFW,Lecce,26,1998,5.5,2,0,0,4,0,0,27,0,2,,,0,Matches,7952d0c2
289,Jesper Karlström,se SWE,MF,Udinese,29,1995,35.4,9,0,0,41,25,1,15,35,34,,,0,Matches,e0a1f4eb
290,Lior Kasa,il ISR,MF,Genoa,18,2005,2.6,2,0,0,4,3,0,2,3,2,,,0,Matches,7987ef17
291,Grigoris Kastanos,cy CYP,MFFW,Hellas Verona,26,1998,9.7,4,0,0,16,19,1,24,7,15,,,0,Matches,2a82aa85
292,Michael Kayode,it ITA,DF,Fiorentina,20,2004,1.4,0,0,0,1,2,0,6,2,1,,,0,Matches,e19660a8
293,Moise Kean,it ITA,FW,Fiorentina,24,2000,30.0,6,0,0,41,52,57,9,6,5,,,0,Matches,3d50bcdb
294,Mandela Keita,be BEL,MF,Parma,22,2002,20.3,6,1,1,29,33,1,0,17,25,,,0,Matches,f5692b25
295,Lloyd Kelly,eng ENG,DF,Juventus,25,1998,11.3,1,0,0,14,4,0,13,2,11,,,0,Matches,f31def1e
296,Marc-Oliver Kempf,de GER,DF,Como,29,1995,29.1,6,1,1,21,20,0,4,29,21,,,0,Matches,815c314f
297,Kialonda,ao ANG,DF,Lecce,26,1997,23.8,3,0,0,9,20,0,3,31,12,,,0,Matches,34e4dc3b
298,Magnus Kofod Andersen,dk DEN,MF,Venezia,25,1999,7.7,1,0,0,7,5,0,16,6,4,,,0,Matches,a4731ebc
299,Sead Kolašinac,ba BIH,DF,Atalanta,31,1993,21.1,7,0,0,38,20,3,10,27,26,,,1,Matches,3935e52e
300,Randal Kolo Muani,fr FRA,FW,Juventus,25,1998,12.9,0,0,0,27,20,6,8,4,7,,,0,Matches,c0b3669f
301,Ismael Konate,it ITA,FW,Empoli,18,2006,1.3,0,0,0,5,2,0,1,0,2,,,0,Matches,351ab035
302,Manu Koné,fr FRA,MF,Roma,23,2001,28.6,6,0,0,27,86,2,2,26,26,,,0,Matches,86574238
303,Teun Koopmeiners,nl NED,MF,Juventus,26,1998,22.2,3,0,0,32,9,3,113,8,17,,,0,Matches,a26fb8aa
304,Odilon Kossounou,ci CIV,DF,Atalanta,23,2001,12.5,1,0,0,15,6,1,3,13,10,,,0,Matches,1f3afdcb
305,Christian Kouamé,ci CIV,MFFW,Fiorentina,26,1997,6.9,1,0,0,13,14,2,6,1,8,,,0,Matches,58e933d2
306,Christian Kouamé,ci CIV,FWMF,Empoli,26,1997,5.6,0,0,0,7,15,2,2,0,4,,,0,Matches,58e933d2
307,Viktor Kovalenko,ua UKR,MF,Empoli,28,1996,0.9,0,0,0,2,2,0,1,0,1,,,0,Matches,9d60028d
308,Mateusz Kowalski,pl POL,MF,Parma,19,2005,0.6,0,0,0,1,0,0,0,0,0,,,0,Matches,d2bb908c
309,Thomas Kristensen,dk DEN,DF,Udinese,22,2002,19.5,5,0,0,31,3,1,10,21,20,,,0,Matches,fadf9a05
310,Nikola Krstović,me MNE,FW,Lecce,24,2000,34.0,6,0,0,57,55,20,8,6,8,,,0,Matches,473803c9
311,Khvicha Kvaratskhelia,ge GEO,FWMF,Napoli,23,2001,13.1,1,0,0,12,33,0,50,4,9,,,0,Matches,dea88efd
312,Giorgos Kyriakopoulos,gr GRE,MF,Monza,28,1996,31.6,5,0,0,24,36,6,171,25,28,,,1,Matches,0a483542
313,Mathis Lambourde,fr FRA,FW,Hellas Verona,18,2006,1.0,1,0,0,4,1,0,1,0,1,,,0,Matches,0da3d7ab
314,Gianluca Lapadula,pe PER,FW,Cagliari,34,1990,3.4,1,0,0,9,1,1,3,0,0,,,0,Matches,2ead2809
315,Valentino Lazaro,at AUT,MF,Torino,28,1996,25.6,6,0,0,30,13,2,142,10,12,,,0,Matches,016ff750
316,Darko Lazović,rs SRB,MF,Hellas Verona,33,1990,16.2,0,0,0,9,5,4,69,11,11,,,0,Matches,5128bde4
317,Manuel Lazzari,it ITA,DF,Lazio,30,1993,15.6,3,0,0,12,29,1,97,9,15,,,0,Matches,02caf6e0
318,Enzo Le Fée,fr FRA,MF,Roma,24,2000,3.5,1,0,0,6,5,0,7,5,4,,,0,Matches,6f806d99
319,Nicola Leali,it ITA,GK,Genoa,31,1993,29.0,1,0,0,1,6,0,0,0,0,,,1,Matches,5f9970a0
320,Rafael Leão,pt POR,MFFW,Milan,25,1999,25.8,5,0,0,19,52,7,55,6,11,,,0,Matches,20730eae
321,Stefan Lekovic,rs SRB,DF,Monza,20,2004,4.1,0,0,0,5,3,0,0,8,4,,,1,Matches,d633fd46
322,Nunzio Lella,it ITA,MF,Venezia,24,2000,0.1,0,0,0,1,1,0,0,0,0,,,0,Matches,c149e8a6
323,Giovanni Leoni,it ITA,DF,Parma,17,2006,13.3,3,1,0,11,9,0,3,16,9,,,0,Matches,570888ce
324,Ben Lhassine Kone,ci CIV,MF,Como,24,2000,0.6,1,0,0,1,1,0,0,1,2,,,0,Matches,7452c7a8
325,Mattia Liberali,it ITA,MF,Milan,17,2007,0.7,0,0,0,1,0,0,2,0,1,,,0,Matches,775f4a87
326,Karol Linetty,pl POL,MF,Torino,29,1995,17.1,6,0,0,39,14,0,3,9,22,,,0,Matches,d023d70f
327,Dailon Livramento,cv CPV,MFFW,Hellas Verona,23,2001,10.4,2,1,0,21,6,8,18,3,11,,,0,Matches,c115db1e
328,Stanislav Lobotka,sk SVK,MF,Napoli,29,1994,29.3,3,0,0,24,31,0,3,21,32,,,0,Matches,e1cbb531
329,Manuel Locatelli,it ITA,MF,Juventus,26,1998,31.4,9,0,0,46,22,1,24,21,49,,,0,Matches,a8a874f1
330,Ruben Loftus-Cheek,eng ENG,MF,Milan,28,1996,11.5,3,0,0,23,27,0,7,3,8,,,0,Matches,e97fd090
331,Ademola Lookman,ng NGA,MFFW,Atalanta,26,1997,25.0,4,0,0,31,20,26,123,4,16,,,0,Matches,7c104bb7
332,Sandi Lovrić,si SVN,MF,Udinese,26,1998,25.6,5,0,0,54,34,0,89,22,30,,,0,Matches,966eea58
333,Lorenzo Lucca,it ITA,FW,Udinese,23,2000,26.1,10,0,0,65,55,16,5,6,6,,,0,Matches,83c06f3a
334,Jhon Lucumí,co COL,DF,Bologna,26,1998,29.0,8,1,0,22,16,0,4,24,29,,,0,Matches,80490d7f
335,José Luis Palomino,ar ARG,DF,Cagliari,34,1990,12.0,3,0,0,11,2,0,0,21,17,,,0,Matches,921f6058
336,Douglas Luiz,br BRA,MF,Juventus,26,1998,5.9,2,0,0,14,7,0,26,5,8,,,0,Matches,6f7d826d
337,Romelu Lukaku,be BEL,FW,Napoli,31,1993,31.6,4,0,0,47,36,24,4,1,2,,,0,Matches,5eae500a
338,Sebastiano Luperto,it ITA,DF,Cagliari,27,1996,36.0,4,0,0,23,20,1,8,30,28,,,0,Matches,997fff07
339,Zito Luvumbo,ao ANG,FWMF,Cagliari,22,2002,17.8,2,0,0,38,51,11,65,4,7,,,0,Matches,b09e0873
340,Babis Lykogiannis,gr GRE,DF,Bologna,30,1993,11.6,3,0,0,10,7,2,105,14,14,,,0,Matches,5efc5389
341,Mathias Løvik,no NOR,DFMF,Parma,20,2003,1.0,0,0,0,2,0,0,3,2,1,,,0,Matches,f17aa65c
342,Giangiacomo Magnani,it ITA,DF,Hellas Verona,28,1995,11.8,2,0,0,8,11,0,2,17,15,,,0,Matches,cce9f582
343,Mike Maignan,fr FRA,GK,Milan,29,1995,36.6,1,0,0,1,7,0,0,0,0,,,0,Matches,fcb38f57
344,Antoine Makoumbou,cg CGO,MF,Cagliari,26,1998,23.9,4,1,1,27,15,0,7,17,22,,,0,Matches,f37f3522
345,Daniel Maldini,it ITA,MF,Atalanta,22,2001,2.9,0,0,0,3,7,1,5,2,2,,,0,Matches,801831fe
346,Daniel Maldini,it ITA,MFFW,Monza,22,2001,14.5,5,0,0,15,39,2,38,4,6,,,0,Matches,801831fe
347,Youssef Maleh,ma MAR,MF,Empoli,25,1998,16.8,5,1,1,32,29,1,16,14,24,,,0,Matches,4c8845f7
348,Ruslan Malinovskyi,ua UKR,MF,Genoa,31,1993,4.3,2,0,0,9,5,0,3,1,10,,,0,Matches,48d5bd33
349,Dennis Man,ro ROU,MFFW,Parma,25,1998,22.2,0,0,0,8,17,4,33,8,6,,,0,Matches,2079b3cc
350,Gianluca Mancini,it ITA,DF,Roma,28,1996,34.9,8,0,0,49,34,6,32,33,26,,,0,Matches,5aa53281
351,Christos Mandas,gr GRE,GK,Lazio,22,2001,9.0,0,0,0,0,3,0,0,0,0,,,0,Matches,f794e9ab
352,Rolando Mandragora,it ITA,MF,Fiorentina,27,1997,21.5,7,0,0,21,39,2,42,14,14,,,0,Matches,c7259b83
353,Alberto Manzoni,it ITA,MF,Atalanta,19,2005,0.1,0,0,0,1,1,0,0,0,0,,,0,Matches,08cda374
354,Alessandro Marcandalli,it ITA,DF,Genoa,21,2002,0.5,0,0,0,0,0,0,0,0,0,,,0,Matches,d3225ad1
355,Alessandro Marcandalli,it ITA,DF,Venezia,21,2002,3.9,2,0,0,9,0,0,0,2,6,,,0,Matches,d3225ad1
356,Filip Marchwiński,pl POL,MF,Lecce,22,2002,0.2,0,0,0,0,1,0,0,0,0,,,0,Matches,55a88fd9
357,Pablo Marí,es ESP,DF,Monza,30,1993,18.1,4,1,1,27,5,0,1,36,14,,,0,Matches,aa54ec6f
358,Pablo Marí,es ESP,DF,Fiorentina,30,1993,12.2,2,0,0,14,5,0,0,25,10,,,0,Matches,aa54ec6f
359,Luca Marianucci,it ITA,DF,Empoli,20,2004,11.9,0,1,0,11,5,0,6,21,12,,,0,Matches,64e6778a
360,Mirko Marić,hr CRO,FW,Venezia,29,1995,4.0,0,0,0,3,4,3,3,1,3,,,0,Matches,78338347
361,Mirko Marić,hr CRO,FW,Monza,29,1995,1.2,0,0,0,2,2,0,2,1,0,,,0,Matches,78338347
362,Rafa Marín,es ESP,DF,Napoli,22,2002,1.6,1,0,0,2,1,0,0,1,0,,,0,Matches,3239a8ed
363,Răzvan Marin,ro ROU,MF,Cagliari,28,1996,15.6,4,0,0,25,13,0,77,2,14,,,0,Matches,7fac99d4
364,Guillermo Maripán,cl CHI,DF,Torino,30,1994,26.0,4,1,0,29,8,1,1,38,23,,,0,Matches,d9764034
365,Aarón Martín,es ESP,DFMF,Genoa,27,1997,34.3,5,0,0,38,28,4,257,20,48,,,0,Matches,2f3e911a
366,Josep Martinez,es ESP,GK,Inter,26,1998,5.0,0,0,0,0,1,0,0,0,0,,,0,Matches,11d8aff0
367,Lautaro Martínez,ar ARG,FW,Inter,26,1997,28.5,1,0,0,42,42,21,13,9,15,,,0,Matches,f7036e1c
368,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,28,1996,3.9,1,0,0,8,2,0,0,1,7,,,0,Matches,3ec3c1c9
369,Kevin Martins,it ITA,MF,Monza,19,2005,2.0,1,0,0,3,4,0,6,1,4,,,0,Matches,c1451401
370,Adam Marušić,me MNE,DF,Lazio,31,1992,26.0,1,0,0,20,14,2,54,16,19,,,1,Matches,d4535821
371,Adam Masina,ma MAR,DF,Torino,30,1994,21.3,5,0,0,23,18,2,14,26,15,,,0,Matches,de0f152c
372,Patrizio Masini,it ITA,MF,Genoa,23,2001,17.1,3,0,0,36,48,0,26,16,28,,,0,Matches,151354b8
373,Alan Matturro,uy URU,DF,Genoa,19,2004,10.0,2,0,0,10,5,2,8,14,6,,,0,Matches,547c0119
374,Andrea Mazza,it ITA,GK,Monza,20,2004,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches,f93a544c
375,Luca Mazzitelli,it ITA,MF,Como,28,1995,3.7,1,0,0,8,4,0,12,3,7,,,0,Matches,dc61b402
376,Pasquale Mazzocchi,it ITA,MFDF,Napoli,29,1995,7.8,3,0,0,9,5,1,12,5,7,,,0,Matches,eb0ec070
377,Samuel Mbangula,be BEL,MF,Juventus,20,2004,7.9,1,0,0,6,14,0,17,3,10,,,0,Matches,3e25e70c
378,Weston McKennie,us USA,MFDF,Juventus,25,1998,25.7,3,0,0,31,19,1,19,15,13,,,0,Matches,01c3aff5
379,Scott McTominay,sct SCO,MF,Napoli,27,1996,32.6,3,0,0,45,60,5,11,23,23,,,0,Matches,d93c2511
380,Filippo Melegoni,it ITA,MF,Genoa,25,1999,1.0,0,0,0,0,1,0,2,0,1,,,0,Matches,6604165d
381,Alex Meret,it ITA,GK,Napoli,27,1997,33.4,0,0,0,1,4,0,0,0,0,,,1,Matches,9413b19f
382,Junior Messias,br BRA,MFFW,Genoa,33,1991,9.4,1,0,0,8,21,0,22,6,7,,,0,Matches,f49c4ae9
383,Valentin Mihaila,ro ROU,MFFW,Parma,24,2000,14.3,2,0,0,17,20,1,33,7,15,,,0,Matches,81a4c239
384,Vanja Milinković-Savić,rs SRB,GK,Torino,27,1997,37.0,3,0,0,1,10,0,0,0,0,,,0,Matches,9fa26bc2
385,Yerry Mina,co COL,DF,Cagliari,29,1994,28.5,6,1,1,40,57,2,1,39,34,,,0,Matches,6d5701f2
386,Juan Miranda,es ESP,DF,Bologna,24,2000,25.3,4,1,0,27,32,2,212,23,20,,,0,Matches,ead61f73
387,Fabio Miretti,it ITA,MF,Genoa,20,2003,18.6,2,0,0,23,55,3,61,7,15,,,0,Matches,34693494
388,Henrikh Mkhitaryan,am ARM,MF,Inter,35,1989,26.6,4,0,0,33,24,5,25,14,24,,,0,Matches,dd0daf32
389,Rui Modesto,ao ANG,MF,Udinese,24,1999,6.8,1,0,0,10,5,1,26,8,12,,,0,Matches,4f9c2d8c
390,Lorenzo Montipò,it ITA,GK,Hellas Verona,28,1996,36.0,0,0,0,0,7,0,0,0,0,,,1,Matches,c1d95617
391,Álvaro Morata,es ESP,FWMF,Milan,31,1992,12.2,5,0,0,25,18,11,12,5,10,,,0,Matches,129af0db
392,Alberto Moreno,es ESP,DF,Como,32,1992,19.2,4,0,0,17,14,1,49,13,13,,,0,Matches,11b9265b
393,Matias Moreno,ar ARG,DF,Fiorentina,20,2003,1.6,0,0,0,4,0,0,2,1,8,,,0,Matches,4637e608
394,Tete Morente,es ESP,MFFW,Lecce,27,1996,22.5,5,0,0,26,24,0,56,13,16,,,0,Matches,004d185e
395,Nikola Moro,hr CRO,MF,Bologna,26,1998,13.4,1,0,0,22,9,0,33,12,27,,,0,Matches,ff579c7e
396,Daniel Mosquera,co COL,FW,Hellas Verona,24,1999,15.3,4,0,0,44,17,8,2,3,8,,,0,Matches,091b9eb8
397,Dany Mota,pt POR,MFFW,Monza,26,1998,23.4,3,0,0,30,36,7,38,8,4,,,0,Matches,efc9e31f
398,Bob Murphy Omoregbe,it ITA,FW,Milan,20,2003,0.0,0,0,0,1,0,0,0,0,0,,,0,Matches,b04364ed
399,Yunus Musah,us USA,MFFW,Milan,21,2002,17.5,5,0,0,36,17,1,24,7,18,,,0,Matches,b51b1b9c
400,Juan Musso,ar ARG,GK,Atalanta,30,1994,1.0,0,0,0,0,1,0,0,0,0,,,0,Matches,a111cf41
401,Kingstone Mutandwa,zm ZAM,FW,Cagliari,21,2003,1.4,0,0,0,7,1,0,1,0,0,,,0,Matches,cbe32194
402,Obite N'Dicka,ci CIV,DF,Roma,24,1999,38.0,2,0,0,37,23,1,0,35,27,,,0,Matches,441197b8
403,Konan N'dri,ne NIG,MF,Lecce,23,2000,3.4,0,0,0,7,6,0,13,1,3,,,0,Matches,17329380
404,Michel Ndary Adopo,fr FRA,MF,Cagliari,24,2000,26.8,5,1,1,29,16,0,8,26,34,,,0,Matches,599d91d0
405,Cher Ndour,it ITA,MF,Fiorentina,20,2004,4.5,1,0,0,6,6,0,7,2,1,,,0,Matches,3b88609d
406,Dan Ndoye,ch SUI,MFFW,Bologna,23,2000,23.8,4,0,0,23,101,13,43,9,20,,,0,Matches,8e697a8f
407,Victor Nelsson,dk DEN,DF,Roma,25,1998,2.1,0,0,0,2,5,0,0,2,3,,,0,Matches,e53b5534
408,David Neres,br BRA,FW,Napoli,27,1997,14.3,1,0,0,14,10,4,92,7,11,,,0,Matches,4f1e6a0b
409,Cyril Ngonge,be BEL,FW,Napoli,24,2000,2.4,2,0,0,8,14,1,11,2,5,,,0,Matches,2b8360f1
410,Cheikh Niasse,sn SEN,MF,Hellas Verona,24,2000,8.4,4,0,0,11,14,0,2,16,15,,,0,Matches,ff20acfe
411,Hans Nicolussi Caviglia,it ITA,MF,Venezia,24,2000,31.8,7,1,1,50,38,0,69,29,29,,,0,Matches,b136c945
412,Oliver Nielsen,dk DEN,DF,Lazio,21,2003,0.4,1,0,0,2,0,1,0,1,0,,,0,Matches,e97adead
413,Alieu Njie,se SWE,FW,Torino,19,2005,4.4,1,0,0,12,12,2,6,0,1,,,0,Matches,15918c9c
414,Brooke Norton-Cuffy,eng ENG,MFDF,Genoa,20,2004,8.0,0,0,0,7,3,0,12,3,7,,,0,Matches,54f5b2bd
415,Tijjani Noslin,nl NED,MFFW,Lazio,25,1999,9.6,2,0,0,20,15,1,15,1,5,,,0,Matches,2f067cf2
