--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,,Standard,,,,,,,,,,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches,-9999
174,Bartłomiej Drągowski,pl POL,GK,Fiorentina,22,1997,35.0,0,0,0,,0.00,0.00,,,0,0,Matches,085e71a7
175,Denis Drăguș,ro ROU,FW,Crotone,21,1999,2.0,0,4,0,0.0,2.03,0.00,0.00,,0,0,Matches,0e490f6e
176,Radu Drăgușin,ro ROU,DF,Juventus,18,2002,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,620922ed
177,Léo Duarte,br BRA,DF,Milan,24,1996,0.2,0,0,0,,0.00,0.00,,,0,0,Matches,73ddc40c
178,Alfred Duncan,gh GHA,MF,Cagliari,27,1993,11.9,0,7,0,0.0,0.59,0.00,0.00,,0,0,Matches,528492ea
179,Alfred Duncan,gh GHA,MF,Fiorentina,27,1993,1.8,0,1,0,0.0,0.56,0.00,0.00,,0,0,Matches,528492ea
180,Paulo Dybala,ar ARG,FW,Juventus,26,1993,12.6,4,52,15,28.8,4.13,1.19,0.08,0.27,0,0,Matches,e0921a4f
181,Edin Džeko,ba BIH,FW,Roma,34,1986,20.3,7,71,25,35.2,3.50,1.23,0.10,0.28,0,1,Matches,3bb7f478
182,Steeve-Mike Ebongue,fr FRA,MF,Genoa,19,2001,0.6,0,0,0,,0.00,0.00,,,0,0,Matches,9d5ab351
183,Simone Edera,it ITA,MF,Torino,23,1997,0.6,0,3,1,33.3,5.19,1.73,0.00,0.00,0,0,Matches,8697c095
184,Albin Ekdal,se SWE,MF,Sampdoria,31,1989,25.5,2,14,3,21.4,0.55,0.12,0.14,0.67,0,0,Matches,f503ea63
185,Elif Elmas,mk MKD,MF,Napoli,20,1999,8.2,2,14,7,50.0,1.70,0.85,0.14,0.29,0,0,Matches,cf007308
186,Alan Empereur,br BRA,DF,Hellas Verona,26,1994,2.4,0,1,0,0.0,0.41,0.00,0.00,,0,0,Matches,825b8997
187,Christian Eriksen,dk DEN,MF,Inter,28,1992,15.4,3,29,11,37.9,1.88,0.71,0.10,0.27,0,0,Matches,980522ec
188,Martin Erlić,hr CRO,DF,Spezia,22,1998,20.0,3,9,3,33.3,0.45,0.15,0.33,1.00,0,0,Matches,0fee6bda
189,Gonzalo Escalante,ar ARG,MF,Lazio,27,1993,8.1,0,8,4,50.0,0.98,0.49,0.00,0.00,0,0,Matches,3f79a1c8
190,Nahuel Estévez,ar ARG,MF,Spezia,24,1995,19.6,0,26,8,30.8,1.32,0.41,0.00,0.00,0,0,Matches,cec60a2f
191,Valentin Eysseric,fr FRA,MF,Fiorentina,28,1992,8.1,2,13,5,38.5,1.60,0.62,0.15,0.40,0,0,Matches,ae82fa48
192,Nicolò Fagioli,it ITA,MF,Juventus,19,2001,0.2,0,0,0,,0.00,0.00,,,0,0,Matches,366be751
193,Iago Falque,es ESP,MF,Benevento,30,1990,4.0,1,11,1,9.1,2.77,0.25,0.09,1.00,0,0,Matches,440c84ed
194,Andri Fannar Baldursson,is ISL,MF,Bologna,18,2002,2.4,0,2,0,0.0,0.83,0.00,0.00,,0,0,Matches,61f2f56a
195,Paolo Faragò,it ITA,DFMF,Bologna,27,1993,0.3,0,1,0,0.0,3.91,0.00,0.00,,0,0,Matches,9085dd7c
196,Paolo Faragò,it ITA,DF,Cagliari,27,1993,4.1,0,3,0,0.0,0.73,0.00,0.00,,0,0,Matches,9085dd7c
197,Davide Faraoni,it ITA,MF,Hellas Verona,28,1991,32.1,4,35,11,31.4,1.09,0.34,0.11,0.36,0,0,Matches,aae9d04a
198,Mohamed Fares,dz ALG,MF,Lazio,24,1996,12.7,0,14,4,28.6,1.11,0.32,0.00,0.00,0,0,Matches,b7a5bc86
199,Diego Farias,br BRA,FW,Spezia,30,1990,16.8,4,32,11,34.4,1.90,0.65,0.13,0.36,0,0,Matches,157d29b6
200,Andrea Favilli,it ITA,FW,Hellas Verona,23,1997,3.8,2,13,4,30.8,3.45,1.06,0.15,0.50,0,0,Matches,44510fde
201,Federico Fazio,ar ARG,DF,Roma,33,1987,4.5,1,3,2,66.7,0.67,0.44,0.33,0.50,0,0,Matches,4e358a2d
202,Luiz Felipe,it ITA,DF,Lazio,23,1997,10.1,0,5,0,0.0,0.50,0.00,0.00,,0,0,Matches,15d0c248
203,Alex Ferrari,it ITA,DF,Sampdoria,26,1994,9.8,0,1,0,0.0,0.10,0.00,0.00,,0,0,Matches,d0dbca9f
204,Salvador Ferrer,es ESP,DF,Spezia,22,1998,13.2,0,3,1,33.3,0.23,0.08,0.00,0.00,0,0,Matches,eb76987d
205,Marco Festa,it ITA,GK,Crotone,28,1992,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,c195ae4a
206,Fernando Forestieri,it ITA,FW,Udinese,30,1990,6.1,1,11,4,36.4,1.79,0.65,0.09,0.25,0,0,Matches,d60c26fc
207,Daam Foulon,be BEL,DFMF,Benevento,21,1999,11.3,0,1,0,0.0,0.09,0.00,0.00,,0,0,Matches,658d44be
208,Gianluca Frabotta,it ITA,DFMF,Juventus,21,1999,7.7,0,5,2,40.0,0.65,0.26,0.00,0.00,0,0,Matches,d80b1835
209,Remo Freuler,ch SUI,MF,Atalanta,28,1992,30.1,2,20,8,40.0,0.66,0.27,0.10,0.25,0,0,Matches,98d2c2c4
210,Daniel Fuzato,br BRA,GK,Roma,23,1997,5.0,0,0,0,,0.00,0.00,,,0,0,Matches,82328faf
211,Matteo Gabbia,it ITA,DF,Milan,20,1999,6.2,0,5,0,0.0,0.81,0.00,0.00,,0,0,Matches,c235e803
212,Manolo Gabbiadini,it ITA,FW,Sampdoria,28,1991,9.7,3,29,13,44.8,3.00,1.34,0.10,0.23,1,1,Matches,8f866fe8
213,Roberto Gagliardini,it ITA,MF,Inter,26,1994,13.7,3,17,5,29.4,1.24,0.37,0.18,0.60,0,0,Matches,ce30bfc8
214,Riccardo Gagliolo,se SWE,DF,Parma,30,1990,21.7,2,19,3,15.8,0.87,0.14,0.11,0.67,0,0,Matches,173061c0
215,Adolfo Gaich,ar ARG,FW,Benevento,21,1999,8.5,2,24,7,29.2,2.81,0.82,0.08,0.29,0,0,Matches,8dfed6e9
216,Andrey Galabinov,bg BUL,FW,Spezia,31,1988,4.8,3,8,4,50.0,1.67,0.84,0.38,0.75,0,1,Matches,0a1efd3c
217,Manuel Gasparini,it ITA,GK,Udinese,18,2002,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,7033ca08
218,Gervinho,ci CIV,FW,Parma,33,1987,22.5,5,32,12,37.5,1.43,0.53,0.16,0.42,0,0,Matches,e468c053
219,Paolo Ghiglione,it ITA,MF,Genoa,23,1997,15.1,0,10,2,20.0,0.66,0.13,0.00,0.00,0,0,Matches,71dc23da
220,Faouzi Ghoulam,dz ALG,DF,Napoli,29,1991,3.2,0,3,0,0.0,0.93,0.00,0.00,,0,0,Matches,c5adc293
221,Kamil Glik,pl POL,DF,Benevento,32,1988,35.6,2,28,12,42.9,0.79,0.34,0.07,0.17,0,0,Matches,c6056d58
222,Diego Godín,uy URU,DF,Cagliari,34,1986,27.9,1,12,4,33.3,0.43,0.14,0.08,0.25,0,0,Matches,fc4f85b1
223,Amer Gojak,ba BIH,MFFW,Torino,23,1997,5.3,1,8,3,37.5,1.52,0.57,0.13,0.33,0,0,Matches,51ffa295
224,Edoardo Goldaniga,it ITA,DFMF,Genoa,26,1993,20.6,0,8,0,0.0,0.39,0.00,0.00,,0,0,Matches,4b029b31
225,Vladimir Golemić,si SVN,DF,Crotone,29,1991,26.0,2,6,3,50.0,0.23,0.12,0.33,0.67,1,1,Matches,1db295e5
226,Pierluigi Gollini,it ITA,GK,Atalanta,25,1995,24.0,0,0,0,,0.00,0.00,,,0,0,Matches,f0f7f62f
227,Tomislav Gomelt,hr CRO,MF,Crotone,25,1995,0.2,0,0,0,,0.00,0.00,,,0,0,Matches,a5055b1b
228,Papu Gómez,ar ARG,MFFW,Atalanta,32,1988,7.4,4,29,12,41.4,3.92,1.62,0.14,0.33,0,0,Matches,6e4df551
229,Robin Gosens,de GER,MF,Atalanta,26,1994,28.0,10,53,21,39.6,1.89,0.75,0.19,0.48,0,0,Matches,2d970560
230,Alberto Grassi,it ITA,MFDF,Parma,25,1995,13.1,0,11,3,27.3,0.84,0.23,0.00,0.00,0,0,Matches,6cc97b6a
231,Koray Günter,de GER,DF,Hellas Verona,25,1994,19.6,0,6,2,33.3,0.31,0.10,0.00,0.00,0,0,Matches,f1f1f238
232,Manu Gyabuaa,it ITA,MF,Atalanta,18,2001,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,a69eb5fd
233,Emmanuel Gyasi,gh GHA,FW,Spezia,26,1994,31.7,4,29,16,55.2,0.92,0.51,0.14,0.25,0,0,Matches,f9758dae
234,Achraf Hakimi,ma MAR,MF,Inter,21,1998,29.6,7,39,16,41.0,1.32,0.54,0.18,0.44,0,0,Matches,e42d61c7
235,Samir Handanović,si SVN,GK,Inter,36,1984,36.0,0,0,0,,0.00,0.00,,,0,0,Matches,74419746
236,Lukáš Haraslín,sk SVK,MF,Sassuolo,24,1996,3.7,0,12,5,41.7,3.24,1.35,0.00,0.00,0,0,Matches,5c397195
237,Hans Hateboer,nl NED,MF,Atalanta,26,1994,19.6,2,27,13,48.1,1.38,0.66,0.07,0.15,0,0,Matches,3b333ac3
238,Eduardo Henrique,br BRA,MF,Crotone,25,1995,10.3,1,9,2,22.2,0.88,0.19,0.11,0.50,0,0,Matches,1bd5fc78
239,Theo Hernández,fr FRA,DF,Milan,22,1997,32.6,7,47,13,27.7,1.44,0.40,0.15,0.54,0,0,Matches,d4c9725f
240,Hernani,br BRA,MF,Parma,26,1994,24.3,7,34,9,26.5,1.40,0.37,0.21,0.78,1,1,Matches,6f5ead86
241,Përparim Hetemaj,fi FIN,MF,Benevento,33,1986,24.6,0,13,4,30.8,0.53,0.16,0.00,0.00,0,0,Matches,90b70194
242,Aaron Hickey,sct SCO,DFMF,Bologna,18,2002,8.4,0,3,0,0.0,0.36,0.00,0.00,,0,0,Matches,1780bb4a
243,Wesley Hoedt,nl NED,DF,Lazio,26,1994,10.6,0,2,0,0.0,0.19,0.00,0.00,,0,0,Matches,875898c7
244,Elseid Hysaj,al ALB,DF,Napoli,26,1994,19.6,0,8,1,12.5,0.41,0.05,0.00,0.00,0,0,Matches,2f3452eb
245,Simone Iacoponi,it ITA,DF,Parma,33,1987,13.3,0,3,1,33.3,0.23,0.08,0.00,0.00,0,0,Matches,63071a3f
246,Roger Ibanez,br BRA,DF,Roma,21,1998,26.6,0,17,4,23.5,0.64,0.15,0.00,0.00,0,0,Matches,82efe6fa
247,Zlatan Ibrahimović,se SWE,FW,Milan,38,1981,16.6,15,81,39,48.1,4.88,2.35,0.19,0.38,3,6,Matches,4cde5509
248,Igor,br BRA,DFMF,Fiorentina,22,1998,13.0,0,1,1,100.0,0.08,0.08,0.00,0.00,0,0,Matches,a4e85758
249,Ivan Ilić,rs SRB,MF,Hellas Verona,19,2001,20.4,2,12,3,25.0,0.59,0.15,0.17,0.67,0,0,Matches,bb376bed
250,Josip Iličić,si SVN,MFFW,Atalanta,32,1988,17.0,6,59,19,32.2,3.48,1.12,0.10,0.32,2,2,Matches,68252d6d
251,Ciro Immobile,it ITA,FW,Lazio,30,1990,31.7,20,119,50,42.0,3.76,1.58,0.17,0.40,4,8,Matches,4431aed2
252,Riccardo Improta,it ITA,MFDF,Benevento,26,1993,25.9,1,35,7,20.0,1.35,0.27,0.03,0.14,0,0,Matches,f6dfa5b8
253,Roberto Inglese,it ITA,FW,Parma,28,1991,6.4,0,8,5,62.5,1.25,0.78,0.00,0.00,0,0,Matches,6c1f7328
254,Lorenzo Insigne,it ITA,MF,Napoli,29,1991,31.8,19,144,48,33.3,4.52,1.51,0.13,0.40,7,8,Matches,2f557579
255,Roberto Insigne,it ITA,MFFW,Benevento,26,1994,17.8,2,40,12,30.0,2.25,0.68,0.05,0.17,0,0,Matches,8faf7b3c
256,Artur Ioniță,md MDA,MF,Benevento,29,1990,31.5,2,23,7,30.4,0.73,0.22,0.09,0.29,0,0,Matches,cedb3e36
257,Ardian Ismajli,al ALB,DF,Spezia,23,1996,14.4,1,6,1,16.7,0.42,0.07,0.17,1.00,0,0,Matches,6b635f5c
258,Armando Izzo,it ITA,DF,Torino,28,1992,22.3,2,15,3,20.0,0.67,0.13,0.13,0.67,0,0,Matches,89976232
259,Mato Jajalo,ba BIH,MF,Udinese,32,1988,0.4,0,0,0,,0.00,0.00,,,0,0,Matches,8c65eb5f
260,Jakub Jankto,cz CZE,MF,Sampdoria,24,1996,26.8,6,39,11,28.2,1.46,0.41,0.15,0.55,0,0,Matches,1ea5f91c
261,Juan Jesus,br BRA,DF,Roma,29,1991,1.7,0,0,0,,0.00,0.00,,,0,0,Matches,79083382
262,Hamed Junior Traorè,ci CIV,MF,Sassuolo,20,2000,19.9,5,43,14,32.6,2.16,0.70,0.12,0.36,0,0,Matches,570bb4b9
263,Musa Juwara,gm GAM,MF,Bologna,18,2001,0.5,0,1,1,100.0,1.96,1.96,0.00,0.00,0,0,Matches,7737dee2
264,Nikola Kalinić,hr CRO,FW,Hellas Verona,32,1988,11.8,2,24,8,33.3,2.03,0.68,0.08,0.25,0,0,Matches,d4931a5a
265,Yayah Kallon,sl SLE,FW,Genoa,19,2001,0.5,0,2,1,50.0,4.00,2.00,0.00,0.00,0,0,Matches,f95f49d2
266,Pierre Kalulu,fr FRA,DF,Milan,20,2000,8.1,1,3,1,33.3,0.37,0.12,0.33,1.00,0,0,Matches,85f7d1be
267,Yann Karamoh,fr FRA,FWMF,Parma,22,1998,14.4,2,22,10,45.5,1.53,0.70,0.09,0.20,0,0,Matches,8b66d9cc
268,Isaac Karamoko,fr FRA,FW,Sassuolo,18,2002,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,4c7919df
269,Augustus Kargbo,sl SLE,FWMF,Crotone,20,1999,0.4,0,0,0,,0.00,0.00,,,0,0,Matches,0c8f27b5
270,Rick Karsdorp,nl NED,MFDF,Roma,25,1995,28.3,1,13,4,30.8,0.46,0.14,0.08,0.25,0,0,Matches,9f84febe
271,Franck Kessié,ci CIV,MF,Milan,23,1996,35.8,13,49,22,44.9,1.37,0.61,0.27,0.59,11,13,Matches,05e19d6a
272,Omar Khailoti,it ITA,DF,Bologna,18,2001,0.3,0,0,0,,0.00,0.00,,,0,0,Matches,19d1c41f
273,Simon Kjær,dk DEN,DF,Milan,31,1989,26.6,0,16,3,18.8,0.60,0.11,0.00,0.00,0,0,Matches,8b8a56ce
274,Ragnar Klavan,ee EST,DF,Cagliari,34,1985,8.6,0,6,1,16.7,0.70,0.12,0.00,0.00,0,0,Matches,008a6e6d
275,Justin Kluivert,nl NED,FWMF,Roma,21,1999,0.2,0,1,0,0.0,4.74,0.00,0.00,,0,0,Matches,4c3a6744
276,Aleksandr Kokorin,ru RUS,FWMF,Fiorentina,29,1991,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,fec5accc
277,Aleksandar Kolarov,rs SRB,DF,Inter,34,1985,4.3,0,6,2,33.3,1.38,0.46,0.00,0.00,0,0,Matches,eda40760
278,Márk Kosznovszky,hu HUN,MF,Parma,18,2002,1.0,0,1,1,100.0,1.00,1.00,0.00,0.00,0,0,Matches,185bf610
279,Christian Kouamé,ci CIV,FWMF,Fiorentina,22,1997,11.1,1,17,6,35.3,1.54,0.54,0.06,0.17,0,0,Matches,58e933d2
280,Kalidou Koulibaly,sn SEN,DF,Napoli,29,1991,24.5,0,12,3,25.0,0.49,0.12,0.00,0.00,0,0,Matches,da974c7b
281,Viktor Kovalenko,ua UKR,MF,Atalanta,24,1996,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,9d60028d
282,Rade Krunić,ba BIH,MF,Milan,26,1993,8.0,1,8,5,62.5,1.00,0.62,0.13,0.20,0,0,Matches,817c6964
283,Juraj Kucka,sk SVK,MFFW,Parma,33,1987,25.9,7,60,20,33.3,2.31,0.77,0.12,0.35,4,4,Matches,5aaef9ef
284,Dejan Kulusevski,se SWE,MFFW,Juventus,20,2000,21.4,4,34,7,20.6,1.59,0.33,0.12,0.57,0,0,Matches,df3cda47
285,Marash Kumbulla,al ALB,DF,Roma,20,2000,15.1,1,6,3,50.0,0.40,0.20,0.17,0.33,0,0,Matches,a40819d9
286,Jasmin Kurtić,si SVN,MF,Parma,31,1989,30.4,4,35,10,28.6,1.15,0.33,0.11,0.40,0,0,Matches,144607cc
287,Giorgos Kyriakopoulos,gr GRE,DFMF,Sassuolo,24,1996,16.2,1,24,13,54.2,1.48,0.80,0.04,0.08,0,0,Matches,0a483542
288,Antonino La Gumina,it ITA,FW,Sampdoria,24,1996,3.8,0,11,1,9.1,2.90,0.26,0.00,0.00,0,0,Matches,822a7761
289,Sam Lammers,nl NED,FW,Atalanta,23,1997,3.2,2,9,4,44.4,2.78,1.24,0.22,0.50,0,0,Matches,c283ddef
290,Gianluca Lapadula,pe PER,FW,Benevento,30,1990,28.5,8,75,29,38.7,2.63,1.02,0.11,0.28,0,1,Matches,2ead2809
291,Danilo Larangeira,br BRA,DF,Bologna,36,1984,34.8,0,17,2,11.8,0.49,0.06,0.00,0.00,0,0,Matches,fed5f993
292,Kevin Lasagna,it ITA,FW,Udinese,27,1992,12.3,2,42,13,31.0,3.43,1.06,0.05,0.15,0,0,Matches,09538fdb
293,Kevin Lasagna,it ITA,FW,Hellas Verona,27,1992,14.1,2,30,7,23.3,2.13,0.50,0.07,0.29,0,0,Matches,09538fdb
294,Vincent Laurini,fr FRA,DFMF,Parma,31,1989,9.7,0,2,1,50.0,0.21,0.10,0.00,0.00,0,0,Matches,3535098b
295,Darko Lazović,rs SRB,MF,Hellas Verona,29,1990,27.8,3,33,11,33.3,1.19,0.40,0.09,0.27,0,0,Matches,5128bde4
296,Manuel Lazzari,it ITA,MF,Lazio,26,1993,29.0,2,24,6,25.0,0.83,0.21,0.08,0.33,0,0,Matches,02caf6e0
297,Rafael Leão,pt POR,MFFW,Milan,21,1999,21.4,6,43,20,46.5,2.01,0.94,0.14,0.30,0,0,Matches,20730eae
298,Lucas Leiva,br BRA,MF,Lazio,33,1987,23.7,0,12,3,25.0,0.51,0.13,0.00,0.00,0,0,Matches,4c78b5ed
299,Lukas Lerager,dk DEN,MF,Genoa,27,1993,12.9,0,4,2,50.0,0.31,0.16,0.00,0.00,0,0,Matches,1b82f8df
300,Mehdi Léris,dz ALG,DFMF,Sampdoria,22,1998,4.3,0,2,1,50.0,0.47,0.23,0.00,0.00,0,0,Matches,7d3cbc67
301,Karlo Letica,hr CRO,GK,Sampdoria,23,1997,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,4a6914ff
302,Gaetano Letizia,it ITA,DF,Benevento,30,1990,17.4,3,13,7,53.8,0.75,0.40,0.23,0.43,0,0,Matches,3dd45b70
303,Matthijs de Ligt,nl NED,DF,Juventus,20,1999,24.7,1,19,6,31.6,0.77,0.24,0.05,0.17,0,0,Matches,d6e53a3a
304,Karol Linetty,pl POL,MF,Torino,25,1995,20.4,1,7,3,42.9,0.34,0.15,0.14,0.33,0,0,Matches,d023d70f
305,Pol Lirola,es ESP,MF,Fiorentina,22,1997,5.5,0,2,0,0.0,0.36,0.00,0.00,,0,0,Matches,ff800ed8
306,Fernando Llorente,es ESP,FW,Udinese,35,1985,7.9,1,11,5,45.5,1.39,0.63,0.09,0.20,0,0,Matches,82dbf623
307,Fernando Llorente,es ESP,FW,Napoli,35,1985,0.6,0,2,0,0.0,3.46,0.00,0.00,,0,0,Matches,82dbf623
308,Stanislav Lobotka,sk SVK,MF,Napoli,25,1994,1.7,0,0,0,,0.00,0.00,,,0,0,Matches,e1cbb531
309,Manuel Locatelli,it ITA,MF,Sassuolo,22,1998,32.0,4,42,10,23.8,1.31,0.31,0.10,0.40,2,2,Matches,a8a874f1
310,Maxime Lopez,fr FRA,MF,Sassuolo,22,1997,20.7,2,11,4,36.4,0.53,0.19,0.18,0.50,0,0,Matches,20094685
311,Pau López,es ESP,GK,Roma,25,1994,20.2,0,0,0,,0.00,0.00,,,0,0,Matches,20b9f052
312,Matteo Lovato,it ITA,DF,Hellas Verona,20,2000,15.4,0,1,0,0.0,0.06,0.00,0.00,,0,0,Matches,5fa57166
313,Hirving Lozano,mx MEX,MFFW,Napoli,25,1995,21.8,11,59,28,47.5,2.70,1.28,0.19,0.39,0,0,Matches,a69e4806
314,José Luis Palomino,ar ARG,DF,Atalanta,30,1990,27.0,1,5,1,20.0,0.19,0.04,0.20,1.00,0,0,Matches,921f6058
315,Romelu Lukaku,be BEL,FW,Inter,27,1993,32.0,24,97,48,49.5,3.03,1.50,0.25,0.50,6,6,Matches,5eae500a
316,Saša Lukić,rs SRB,MF,Torino,23,1996,23.4,3,19,7,36.8,0.81,0.30,0.16,0.43,0,0,Matches,c6e8cf1f
317,Senad Lulić,ba BIH,MF,Lazio,34,1986,8.0,0,6,3,50.0,0.75,0.38,0.00,0.00,0,0,Matches,7fd58fe3
318,Sebastiano Luperto,it ITA,DF,Crotone,23,1996,20.9,0,5,1,20.0,0.24,0.05,0.00,0.00,0,0,Matches,997fff07
319,Lyanco,br BRA,DF,Torino,23,1997,21.8,0,13,3,23.1,0.60,0.14,0.00,0.00,0,0,Matches,b5bf1770
320,Babis Lykogiannis,gr GRE,DFMF,Cagliari,26,1993,26.9,4,28,8,28.6,1.04,0.30,0.14,0.50,0,0,Matches,5efc5389
321,Lisandro Magallán,ar ARG,DF,Crotone,26,1993,24.2,1,8,3,37.5,0.33,0.12,0.13,0.33,0,0,Matches,01a49bd2
322,Christian Maggio,it ITA,DF,Benevento,38,1982,3.3,0,2,0,0.0,0.61,0.00,0.00,,0,0,Matches,31d7f557
323,Giulio Maggiore,it ITA,MF,Spezia,22,1998,24.6,3,40,15,37.5,1.63,0.61,0.08,0.20,0,0,Matches,957e4c87
324,Francesco Magnanelli,it ITA,MF,Sassuolo,35,1984,4.9,0,2,0,0.0,0.41,0.00,0.00,,0,0,Matches,07767f42
325,Giangiacomo Magnani,it ITA,DF,Hellas Verona,24,1995,16.8,0,13,2,15.4,0.77,0.12,0.00,0.00,0,0,Matches,cce9f582
326,Jean-Victor Makengo,fr FRA,MF,Udinese,22,1998,5.8,0,4,0,0.0,0.69,0.00,0.00,,0,0,Matches,22bfb57e
327,Nikola Maksimović,rs SRB,DF,Napoli,28,1991,13.4,0,5,1,20.0,0.37,0.07,0.00,0.00,0,0,Matches,16b9d5cf
328,Kévin Malcuit,ma MAR,DFFW,Napoli,29,1991,0.4,0,0,0,,0.00,0.00,,,0,0,Matches,d6a889ea
329,Kévin Malcuit,ma MAR,MF,Fiorentina,29,1991,2.3,0,2,0,0.0,0.87,0.00,0.00,,0,0,Matches,d6a889ea
330,Daniel Maldini,it ITA,FWMF,Milan,18,2001,0.3,0,1,1,100.0,3.10,3.10,0.00,0.00,0,0,Matches,801831fe
331,Ruslan Malinovskyi,ua UKR,MFFW,Atalanta,27,1993,20.8,8,67,21,31.3,3.21,1.01,0.12,0.38,1,1,Matches,48d5bd33
332,Dennis Man,ro ROU,FWMF,Parma,21,1998,7.8,2,19,6,31.6,2.45,0.77,0.11,0.33,0,0,Matches,2079b3cc
333,Gianluca Mancini,it ITA,DF,Roma,24,1996,31.7,4,29,11,37.9,0.92,0.35,0.14,0.36,0,0,Matches,5aa53281
334,Rolando Mandragora,it ITA,MF,Udinese,23,1997,4.4,0,9,4,44.4,2.04,0.90,0.00,0.00,0,0,Matches,c7259b83
335,Rolando Mandragora,it ITA,MF,Torino,23,1997,16.9,3,26,7,26.9,1.53,0.41,0.12,0.43,0,0,Matches,c7259b83
336,Mario Mandžukić,hr CRO,FW,Milan,34,1986,2.4,0,5,4,80.0,2.12,1.70,0.00,0.00,0,0,Matches,afa0d4e0
337,Niccolò Manfredini,it ITA,GK,Benevento,32,1988,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,e4b39692
338,Kostas Manolas,gr GRE,DF,Napoli,29,1991,25.5,0,8,3,37.5,0.31,0.12,0.00,0.00,0,0,Matches,c707411f
339,Juan Manuel Ramos,uy URU,DF,Spezia,23,1996,3.3,0,1,0,0.0,0.31,0.00,0.00,,0,0,Matches,36d7971a
340,Federico Marchetti,it ITA,GK,Genoa,37,1983,3.7,0,0,0,,0.00,0.00,,,0,0,Matches,f794b426
341,Riccardo Marchizza,it ITA,DF,Spezia,22,1998,17.3,0,7,0,0.0,0.40,0.00,0.00,,0,0,Matches,91d0fabf
342,Gian Marco Ferrari,it ITA,DF,Sassuolo,28,1992,33.5,0,25,5,20.0,0.75,0.15,0.00,0.00,0,0,Matches,8650af85
343,Răzvan Marin,ro ROU,MF,Cagliari,24,1996,32.9,3,28,11,39.3,0.85,0.33,0.11,0.27,0,0,Matches,7fac99d4
344,Marlon,br BRA,DF,Sassuolo,24,1995,19.4,0,4,2,50.0,0.21,0.10,0.00,0.00,0,0,Matches,cdf65d12
345,Luca Marrone,it ITA,DF,Crotone,30,1990,17.6,0,4,2,50.0,0.23,0.11,0.00,0.00,0,0,Matches,ea468ea8
346,Lautaro Martínez,ar ARG,FW,Inter,22,1997,28.5,17,109,40,36.7,3.83,1.41,0.16,0.43,2,2,Matches,f7036e1c
347,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,24,1996,16.5,1,16,4,25.0,0.97,0.24,0.06,0.25,0,0,Matches,3ec3c1c9
348,Adam Marušić,me MNE,MFDF,Lazio,27,1992,33.0,2,27,12,44.4,0.82,0.36,0.07,0.17,0,0,Matches,d4535821
349,Andrea Masiello,it ITA,DF,Genoa,34,1986,28.5,0,5,1,20.0,0.18,0.04,0.00,0.00,0,0,Matches,e0314d87
350,Giuseppe Mastinu,it ITA,MF,Spezia,28,1991,0.4,0,0,0,,0.00,0.00,,,0,0,Matches,26cd1bff
351,Ryder Matos,br BRA,FWMF,Udinese,27,1993,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,7280b54f
352,Federico Mattiello,it ITA,DFMF,Spezia,25,1995,0.4,0,0,0,,0.00,0.00,,,0,0,Matches,fba81826
353,Borja Mayoral,es ESP,FW,Roma,23,1997,17.2,10,40,15,37.5,2.32,0.87,0.25,0.67,0,0,Matches,64e8ed6d
354,Antonio Mazzotta,it ITA,MF,Crotone,30,1989,0.6,0,0,0,,0.00,0.00,,,0,0,Matches,4366d5e9
355,Ibrahima Mbaye,sn SEN,DF,Bologna,25,1994,4.8,1,1,1,100.0,0.21,0.21,1.00,1.00,0,0,Matches,cfbf9881
356,Weston McKennie,us USA,MF,Juventus,21,1998,18.9,5,29,15,51.7,1.53,0.79,0.17,0.33,0,0,Matches,01c3aff5
357,Gary Medel,cl CHI,DFMF,Bologna,32,1987,5.7,0,0,0,,0.00,0.00,,,0,0,Matches,563a68ad
358,Soualiho Meïté,fr FRA,MF,Torino,26,1994,10.2,1,8,4,50.0,0.78,0.39,0.13,0.25,0,0,Matches,5cec2c74
359,Soualiho Meïté,fr FRA,MF,Milan,26,1994,6.5,0,7,3,42.9,1.07,0.46,0.00,0.00,0,0,Matches,5cec2c74
360,Filippo Melegoni,it ITA,MF,Genoa,21,1999,4.3,0,4,1,25.0,0.93,0.23,0.00,0.00,0,0,Matches,6604165d
361,Arthur Melo,br BRA,MF,Juventus,23,1996,12.9,1,3,1,33.3,0.23,0.08,0.33,1.00,0,0,Matches,48b3dd60
362,Alex Meret,it ITA,GK,Napoli,23,1997,22.0,0,0,0,,0.00,0.00,,,0,0,Matches,9413b19f
