--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,,Standard,,,,,,,,,,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches,-9999
363,Yıldırım Mert Çetin,tr TUR,DF,Hellas Verona,23,1997,4.6,0,2,0,0.0,0.43,0.00,0.00,,0,0,Matches,c730da00
364,Dries Mertens,be BEL,FWMF,Napoli,33,1987,16.2,9,55,20,36.4,3.39,1.23,0.16,0.45,0,0,Matches,89b2c8a9
365,Junior Messias,br BRA,MFFW,Crotone,29,1991,35.7,9,99,32,32.3,2.77,0.90,0.09,0.28,0,0,Matches,f49c4ae9
366,Petar Mićin,rs SRB,MF,Udinese,21,1998,0.2,0,0,0,,0.00,0.00,,,0,0,Matches,259deea9
367,Valentin Mihaila,ro ROU,FW,Parma,20,2000,7.8,3,20,11,55.0,2.58,1.42,0.15,0.27,0,0,Matches,81a4c239
368,Nikola Milenković,rs SRB,DF,Fiorentina,22,1997,33.7,3,22,10,45.5,0.65,0.30,0.14,0.30,0,0,Matches,bee704fc
369,Sergej Milinković-Savić,rs SRB,MF,Lazio,25,1995,30.5,8,63,20,31.7,2.06,0.66,0.13,0.40,0,0,Matches,4e6dbac4
370,Vanja Milinković-Savić,rs SRB,GK,Torino,23,1997,5.0,0,0,0,,0.00,0.00,,,0,0,Matches,9fa26bc2
371,Vincenzo Millico,it ITA,FW,Torino,19,2000,0.2,0,0,0,,0.00,0.00,,,0,0,Matches,6817095b
372,Aleksei Miranchuk,ru RUS,MF,Atalanta,24,1995,7.5,4,15,6,40.0,2.00,0.80,0.27,0.67,0,0,Matches,a9aa0d1d
373,Antonio Mirante,it ITA,GK,Roma,37,1983,12.8,0,0,0,,0.00,0.00,,,0,0,Matches,30223b33
374,Henrikh Mkhitaryan,am ARM,MF,Roma,31,1989,30.5,13,82,34,41.5,2.69,1.11,0.16,0.38,1,1,Matches,dd0daf32
375,Johan Mojica,co COL,MF,Atalanta,27,1992,3.3,0,4,0,0.0,1.20,0.00,0.00,,0,0,Matches,608f2092
376,Nahuel Molina,ar ARG,MF,Udinese,22,1998,20.3,2,16,6,37.5,0.79,0.30,0.13,0.33,0,0,Matches,23610943
377,Salvatore Molina,it ITA,MF,Crotone,28,1992,25.7,1,15,5,33.3,0.58,0.19,0.07,0.20,0,0,Matches,54ab971f
378,Gabriele Moncini,it ITA,FW,Benevento,24,1996,4.0,0,8,1,12.5,2.02,0.25,0.00,0.00,0,0,Matches,c4efe2b4
379,Cristóbal Montiel,es ESP,MF,Fiorentina,20,2000,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,dd52d069
380,Lorenzo Montipò,it ITA,GK,Benevento,24,1996,37.0,0,0,0,,0.00,0.00,,,0,0,Matches,c1d95617
381,Luca Mora,it ITA,MF,Spezia,32,1988,1.3,0,1,1,100.0,0.80,0.80,0.00,0.00,0,0,Matches,42fff925
382,Álvaro Morata,es ESP,FW,Juventus,27,1992,22.4,11,56,24,42.9,2.50,1.07,0.20,0.46,1,1,Matches,129af0db
383,Raúl Moro,es ESP,MF,Lazio,17,2002,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,919dd4b1
384,Mert Müldür,tr TUR,DF,Sassuolo,21,1999,18.6,0,15,1,6.7,0.81,0.05,0.00,0.00,0,0,Matches,1295552e
385,Luis Muriel,co COL,FWMF,Atalanta,29,1991,16.0,22,86,39,45.3,5.39,2.44,0.26,0.56,2,3,Matches,eb2fe5b6
386,Vedat Muriqi,xk KVX,FW,Lazio,26,1994,9.2,1,31,8,25.8,3.35,0.87,0.03,0.13,0,0,Matches,0cadc46d
387,Nicola Murru,it ITA,MFDF,Torino,25,1994,6.3,0,5,2,40.0,0.79,0.32,0.00,0.00,0,0,Matches,d183e9d6
388,Mateo Musacchio,ar ARG,DF,Milan,29,1990,0.4,0,0,0,,0.00,0.00,,,0,0,Matches,91899ca8
389,Mateo Musacchio,ar ARG,DF,Lazio,29,1990,2.5,0,0,0,,0.00,0.00,,,0,0,Matches,91899ca8
390,Juan Musso,ar ARG,GK,Udinese,26,1994,35.0,0,0,0,,0.00,0.00,,,0,0,Matches,a111cf41
391,Joakim Mæhle,dk DEN,MF,Atalanta,23,1997,13.5,0,21,6,28.6,1.55,0.44,0.00,0.00,0,0,Matches,c459a650
392,Radja Nainggolan,be BEL,MF,Cagliari,32,1988,20.5,1,49,7,14.3,2.40,0.34,0.02,0.14,0,0,Matches,1f9328da
393,Radja Nainggolan,be BEL,FWMF,Inter,32,1988,0.5,0,3,0,0.0,5.87,0.00,0.00,,0,0,Matches,1f9328da
394,Nahitan Nández,uy URU,MF,Cagliari,24,1995,30.4,2,32,14,43.8,1.05,0.46,0.06,0.14,0,0,Matches,95facda1
395,Ilija Nestorovski,mk MKD,FW,Udinese,30,1990,7.8,2,25,10,40.0,3.21,1.28,0.08,0.20,0,0,Matches,b1236c63
396,Nicolas Nkoulou,cm CMR,DF,Torino,30,1990,15.1,1,3,1,33.3,0.20,0.07,0.33,1.00,0,0,Matches,93cf32a8
397,Bram Nuytinck,nl NED,DF,Udinese,30,1990,18.2,1,4,2,50.0,0.22,0.11,0.25,0.50,0,0,Matches,e33f36d5
398,Simeon Nwankwo,ng NGA,FW,Crotone,28,1992,32.7,20,64,33,51.6,1.96,1.01,0.31,0.61,8,8,Matches,80dbbd10
399,M'Bala Nzola,ao ANG,FW,Spezia,23,1996,21.1,11,45,18,40.0,2.14,0.85,0.24,0.61,4,4,Matches,a4948e67
400,Pedro Obiang,gq EQG,MF,Sassuolo,28,1992,16.3,0,16,5,31.3,0.98,0.31,0.00,0.00,0,0,Matches,ba1e04b3
401,Brian Oddei,it ITA,FW,Sassuolo,17,2002,0.5,0,2,1,50.0,4.00,2.00,0.00,0.00,0,0,Matches,97e8ea97
402,Stefano Okaka,it ITA,FW,Udinese,30,1989,16.5,4,24,9,37.5,1.45,0.54,0.17,0.44,0,0,Matches,601ef102
403,Christian Oliva,uy URU,MF,Cagliari,24,1996,4.3,0,0,0,,0.00,0.00,,,0,0,Matches,d3b888e3
404,Maximiliano Olivera,uy URU,DF,Fiorentina,28,1992,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,32a33c68
405,Jérôme Onguéné,cm CMR,DF,Genoa,22,1997,2.0,0,0,0,,0.00,0.00,,,0,0,Matches,e81f0356
406,Riccardo Orsolini,it ITA,MF,Bologna,23,1997,19.5,7,57,22,38.6,2.92,1.13,0.12,0.32,3,3,Matches,e14ec482
407,Victor Osimhen,ng NGA,FW,Napoli,21,1998,17.5,10,66,24,36.4,3.78,1.37,0.15,0.42,0,0,Matches,8c90fd7a
408,Yordan Osorio,ve VEN,DF,Parma,26,1994,20.1,0,7,2,28.6,0.35,0.10,0.00,0.00,0,0,Matches,4d17df3e
409,David Ospina,co COL,GK,Napoli,31,1988,16.0,0,0,0,,0.00,0.00,,,0,0,Matches,82b1198a
410,Adam Ounas,dz ALG,MF,Cagliari,23,1996,3.4,0,6,0,0.0,1.75,0.00,0.00,,0,0,Matches,ed90babd
411,Adam Ounas,dz ALG,FW,Crotone,23,1996,13.3,4,25,10,40.0,1.88,0.75,0.16,0.40,0,0,Matches,ed90babd
412,Thomas Ouwejan,nl NED,MF,Udinese,23,1996,4.6,0,6,2,33.3,1.31,0.44,0.00,0.00,0,0,Matches,36d9dabe
413,Daniele Padelli,it ITA,GK,Inter,34,1985,0.5,0,0,0,,0.00,0.00,,,0,0,Matches,cf1c23d8
414,Mattia Pagliuca,it ITA,FW,Bologna,18,2002,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,ad84294f
415,Rodrigo Palacio,ar ARG,FW,Bologna,38,1982,27.8,5,54,23,42.6,1.94,0.83,0.09,0.22,0,0,Matches,8d8178ac
416,Alberto Paleari,it ITA,GK,Genoa,27,1992,2.3,0,0,0,,0.00,0.00,,,0,0,Matches,94a3606c
417,Antonio Palumbo,it ITA,MF,Sampdoria,23,1996,0.1,0,1,0,0.0,12.86,0.00,0.00,,0,0,Matches,33e98344
418,Martin Palumbo,no NOR,MF,Udinese,18,2002,0.7,0,0,0,,0.00,0.00,,,0,0,Matches,f8d41a8c
419,Goran Pandev,mk MKD,FWMF,Genoa,37,1983,15.6,7,20,11,55.0,1.28,0.71,0.35,0.64,1,1,Matches,d711d04f
420,Ivor Pandur,hr CRO,GK,Hellas Verona,20,2000,3.7,0,0,0,,0.00,0.00,,,0,0,Matches,457cb02f
421,Vittorio Parigini,it ITA,FWMF,Genoa,24,1996,0.6,0,1,1,100.0,1.61,1.61,0.00,0.00,0,0,Matches,75efed2e
422,Marco Parolo,it ITA,MFDF,Lazio,35,1985,7.3,0,7,1,14.3,0.96,0.14,0.00,0.00,0,0,Matches,ed5886d2
423,Mario Pašalić,hr CRO,MF,Atalanta,25,1995,12.5,6,20,12,60.0,1.60,0.96,0.30,0.50,0,0,Matches,e599253a
424,Christian Pastina,it ITA,DF,Benevento,19,2001,1.3,0,0,0,,0.00,0.00,,,0,0,Matches,38bf62b5
425,Javier Pastore,ar ARG,MF,Roma,31,1989,0.9,0,0,0,,0.00,0.00,,,0,0,Matches,881ef58c
426,Patric,es ESP,DF,Lazio,27,1993,17.7,0,7,0,0.0,0.39,0.00,0.00,,0,0,Matches,f7223718
427,Leonardo Pavoletti,it ITA,FW,Cagliari,31,1988,17.6,4,44,12,27.3,2.50,0.68,0.09,0.33,0,0,Matches,d37b0350
428,Nehuén Paz,ar ARG,DF,Bologna,27,1993,4.0,1,2,1,50.0,0.50,0.25,0.50,1.00,0,0,Matches,42b1a58a
429,Pedro,es ESP,MF,Roma,33,1987,17.7,5,43,16,37.2,2.43,0.91,0.12,0.31,0,0,Matches,3ca7254a
430,João Pedro,it ITA,FWMF,Cagliari,28,1992,36.1,16,76,35,46.1,2.10,0.97,0.21,0.46,4,5,Matches,81255c03
431,Gianluca Pegolo,it ITA,GK,Sassuolo,39,1981,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,f058ed1f
432,Graziano Pellè,it ITA,FW,Parma,35,1985,6.8,1,14,5,35.7,2.05,0.73,0.07,0.20,0,0,Matches,9654d8de
433,Lorenzo Pellegrini,it ITA,MF,Roma,24,1996,28.9,7,70,28,40.0,2.42,0.97,0.10,0.25,1,1,Matches,4a5a45c7
434,Luca Pellegrini,it ITA,MFDF,Genoa,21,1999,7.1,0,5,0,0.0,0.70,0.00,0.00,,0,0,Matches,3b61c9ec
435,Federico Peluso,it ITA,DF,Sassuolo,36,1984,2.3,0,0,0,,0.00,0.00,,,0,0,Matches,4f2908e5
436,Andreas Pereira,br BRA,MFFW,Lazio,24,1996,6.0,1,14,5,35.7,2.32,0.83,0.07,0.20,0,0,Matches,6639e500
437,Pedro Pereira,pt POR,MF,Crotone,22,1998,28.3,0,14,6,42.9,0.49,0.21,0.00,0.00,0,0,Matches,c77be0cf
438,Gastón Pereiro,uy URU,MF,Cagliari,25,1995,3.0,2,14,5,35.7,4.63,1.65,0.14,0.40,0,0,Matches,7ec7738e
439,Bruno Peres,br BRA,MF,Roma,30,1990,15.9,1,12,6,50.0,0.76,0.38,0.08,0.17,0,0,Matches,852351df
440,Roberto Pereyra,ar ARG,MFFW,Udinese,29,1991,32.5,5,28,7,25.0,0.86,0.22,0.18,0.71,1,1,Matches,75f2c59f
441,Carles Pérez,es ESP,MFFW,Roma,22,1998,8.6,2,23,8,34.8,2.68,0.93,0.09,0.25,0,0,Matches,a8f21b9f
442,Mattia Perin,it ITA,GK,Genoa,27,1992,32.0,0,0,0,,0.00,0.00,,,0,0,Matches,4c62d0c8
443,Ivan Perišić,hr CRO,MF,Inter,31,1989,19.9,4,36,11,30.6,1.81,0.55,0.11,0.36,0,0,Matches,6fe90922
444,Matteo Pessina,it ITA,MF,Atalanta,23,1997,18.3,2,22,10,45.5,1.20,0.55,0.09,0.20,0,0,Matches,780e3631
445,Andrea Petagna,it ITA,FW,Napoli,25,1995,10.7,4,24,10,41.7,2.24,0.93,0.17,0.40,0,0,Matches,03f946ed
446,Jacopo Petriccione,it ITA,MF,Crotone,25,1995,10.6,0,3,1,33.3,0.28,0.09,0.00,0.00,0,0,Matches,909bce7f
447,Jens Petter Hauge,no NOR,MF,Milan,20,1999,5.9,2,7,3,42.9,1.18,0.51,0.29,0.67,0,0,Matches,12c35abe
448,Germán Pezzella,ar ARG,DF,Fiorentina,29,1991,30.5,1,16,2,12.5,0.52,0.07,0.06,0.50,0,0,Matches,8c725b43
449,Giuseppe Pezzella,it ITA,DF,Parma,22,1997,20.3,1,8,2,25.0,0.39,0.10,0.13,0.50,0,0,Matches,149c5f5d
450,Cristiano Piccini,it ITA,DF,Atalanta,27,1992,0.7,0,1,0,0.0,1.53,0.00,0.00,,0,0,Matches,32c0491f
451,Roberto Piccoli,it ITA,FW,Spezia,19,2001,7.8,5,16,12,75.0,2.05,1.54,0.31,0.42,0,0,Matches,1cadaf34
452,Andrea Pinamonti,it ITA,FW,Inter,21,1999,1.9,1,4,2,50.0,2.13,1.07,0.25,0.50,0,0,Matches,08aa9cd1
453,Carlo Pinsoglio,it ITA,GK,Juventus,30,1990,0.3,0,0,0,,0.00,0.00,,,0,0,Matches,f6a06749
454,Fabio Pisacane,it ITA,DF,Cagliari,34,1986,2.5,0,0,0,,0.00,0.00,,,0,0,Matches,56400c01
455,Marko Pjaca,hr CRO,FWMF,Genoa,25,1995,15.8,3,29,11,37.9,1.84,0.70,0.10,0.27,0,0,Matches,2c38b327
456,Tommaso Pobega,it ITA,MF,Spezia,21,1999,13.7,6,22,10,45.5,1.61,0.73,0.27,0.60,0,0,Matches,55a1cac2
457,Andrea Poli,it ITA,MF,Bologna,30,1989,4.3,1,3,2,66.7,0.70,0.47,0.33,0.50,0,0,Matches,b3fd7075
458,Matteo Politano,it ITA,MF,Napoli,26,1993,21.2,9,62,19,30.6,2.92,0.90,0.15,0.47,0,0,Matches,5e861944
459,Manolo Portanova,it ITA,FWMF,Genoa,20,2000,0.7,0,1,1,100.0,1.36,1.36,0.00,0.00,0,0,Matches,c8c0dccd
460,Manolo Portanova,it ITA,MF,Juventus,20,2000,0.8,0,5,2,40.0,6.43,2.57,0.00,0.00,0,0,Matches,c8c0dccd
461,Ivan Provedel,it ITA,GK,Spezia,26,1994,29.0,0,0,0,,0.00,0.00,,,0,0,Matches,277da414
462,Erick Pulgar,cl CHI,MF,Fiorentina,26,1994,22.2,1,16,3,18.8,0.72,0.13,0.06,0.33,0,0,Matches,4611e028
463,Ignacio Pussetto,ar ARG,FW,Udinese,24,1995,8.4,3,17,7,41.2,2.03,0.84,0.18,0.43,0,0,Matches,62437b4f
464,Fabio Quagliarella,it ITA,FW,Sampdoria,37,1983,24.5,13,82,28,34.1,3.35,1.14,0.16,0.46,2,3,Matches,ee4f2f3b
465,Simone Rabbi,it ITA,FW,Bologna,18,2001,0.4,0,0,0,,0.00,0.00,,,0,0,Matches,3688af6c
466,Adrien Rabiot,fr FRA,MF,Juventus,25,1995,25.7,4,33,12,36.4,1.28,0.47,0.12,0.33,0,0,Matches,8794e251
467,Ivan Radovanović,rs SRB,DFMF,Genoa,31,1988,24.8,0,6,1,16.7,0.24,0.04,0.00,0.00,0,0,Matches,023937a9
468,Ionuț Radu,ro ROU,GK,Inter,23,1997,1.5,0,0,0,,0.00,0.00,,,0,0,Matches,67f649be
469,Ștefan Radu,ro ROU,DF,Lazio,33,1986,27.3,0,8,2,25.0,0.29,0.07,0.00,0.00,0,0,Matches,53de807a
470,Rafael,br BRA,GK,Spezia,38,1982,2.3,0,0,0,,0.00,0.00,,,0,0,Matches,dd06d56c
471,Antonio Raimondo,it ITA,FW,Bologna,16,2004,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,ce1a6c7e
472,Gastón Ramírez,uy URU,FWMF,Sampdoria,29,1990,10.8,0,12,5,41.7,1.11,0.46,0.00,0.00,0,0,Matches,2c851997
473,Aaron Ramsey,wls WAL,MF,Juventus,29,1990,12.1,2,24,11,45.8,1.98,0.91,0.08,0.18,0,0,Matches,ef619b0b
474,Andrea Ranocchia,it ITA,DF,Inter,32,1988,7.8,0,9,2,22.2,1.15,0.26,0.00,0.00,0,0,Matches,539230cf
475,Giacomo Raspadori,it ITA,FW,Sassuolo,20,2000,13.7,6,24,12,50.0,1.75,0.88,0.25,0.50,0,0,Matches,6e058f06
476,Federico Ravaglia,it ITA,GK,Bologna,20,1999,4.0,0,0,0,,0.00,0.00,,,0,0,Matches,6662d731
477,Ante Rebić,hr CRO,MFFW,Milan,26,1993,19.7,11,44,25,56.8,2.23,1.27,0.25,0.44,0,0,Matches,536cebe5
478,Arkadiusz Reca,pl POL,MF,Crotone,25,1995,25.7,2,30,7,23.3,1.17,0.27,0.07,0.29,0,0,Matches,6213fd82
479,Vasco Regini,it ITA,DF,Sampdoria,29,1990,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,339c6ed4
480,Pepe Reina,es ESP,GK,Lazio,37,1982,29.0,0,0,0,,0.00,0.00,,,0,0,Matches,e358587b
481,Bryan Reynolds,us USA,MFDF,Roma,19,2001,3.1,0,0,0,,0.00,0.00,,,0,0,Matches,2306bf5c
482,Franck Ribéry,fr FRA,FW,Fiorentina,37,1983,23.9,2,22,9,40.9,0.92,0.38,0.09,0.22,0,0,Matches,f61c7c4e
483,Federico Ricci,it ITA,FWMF,Sassuolo,26,1994,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,524eb8c5
484,Giacomo Ricci,it ITA,DFMF,Parma,23,1996,0.7,0,0,0,,0.00,0.00,,,0,0,Matches,cfb38237
485,Matteo Ricci,it ITA,MF,Spezia,26,1994,24.8,0,22,6,27.3,0.89,0.24,0.00,0.00,0,0,Matches,3cf7dc7e
486,Tomás Rincón,ve VEN,MF,Torino,32,1988,31.6,1,22,4,18.2,0.70,0.13,0.05,0.25,0,0,Matches,f1cfc209
487,Andrea Rispoli,it ITA,MF,Crotone,31,1988,7.2,0,4,1,25.0,0.55,0.14,0.00,0.00,0,0,Matches,39ee6cb6
488,Emmanuel Rivière,fr FRA,FW,Crotone,30,1990,7.1,1,12,5,41.7,1.69,0.70,0.08,0.20,0,0,Matches,2bae5658
489,Ricardo Rodríguez,ch SUI,DFMF,Torino,27,1992,13.8,0,13,2,15.4,0.95,0.15,0.00,0.00,0,0,Matches,7f78ad23
490,Marko Rog,hr CRO,MF,Cagliari,25,1995,12.9,0,8,2,25.0,0.62,0.15,0.00,0.00,0,0,Matches,b6b2b820
491,Rogério,br BRA,DF,Sassuolo,22,1998,20.9,0,16,3,18.8,0.77,0.14,0.00,0.00,0,0,Matches,10e7f486
492,Luis Rojas,cl CHI,MF,Crotone,18,2002,1.2,0,1,0,0.0,0.87,0.00,0.00,,0,0,Matches,11e0904f
493,Alessio Romagnoli,it ITA,DF,Milan,25,1995,21.2,1,15,3,20.0,0.71,0.14,0.07,0.33,0,0,Matches,3ead85f9
494,Cristian Romero,ar ARG,DF,Atalanta,22,1998,28.3,2,14,7,50.0,0.50,0.25,0.14,0.29,0,0,Matches,a3d94a58
495,Cristiano Ronaldo,pt POR,FW,Juventus,35,1985,31.1,29,168,69,41.1,5.40,2.22,0.17,0.42,6,8,Matches,dea698d9
496,Marten de Roon,nl NED,MF,Atalanta,29,1991,33.6,1,17,3,17.6,0.51,0.09,0.06,0.33,0,0,Matches,2a1beb34
497,Nicolò Rovella,it ITA,MF,Genoa,18,2001,13.2,0,11,2,18.2,0.83,0.15,0.00,0.00,0,0,Matches,e58cbfd5
498,Amir Rrahmani,xk KVX,DF,Napoli,26,1994,12.2,1,5,2,40.0,0.41,0.16,0.20,0.50,0,0,Matches,4b3e1a38
499,Kevin Rüegg,ch SUI,MF,Hellas Verona,21,1998,2.3,0,1,1,100.0,0.44,0.44,0.00,0.00,0,0,Matches,90573602
500,Daniele Rugani,it ITA,DF,Cagliari,26,1994,11.1,1,3,1,33.3,0.27,0.09,0.33,1.00,0,0,Matches,14b8fcdf
501,Matteo Ruggeri,it ITA,MF,Atalanta,18,2002,2.3,0,2,0,0.0,0.87,0.00,0.00,,0,0,Matches,ae9898c5
502,Mário Rui,pt POR,DF,Napoli,29,1991,18.5,0,19,2,10.5,1.02,0.11,0.00,0.00,0,0,Matches,0b5a292a
503,Fabián Ruiz Peña,es ESP,MF,Napoli,24,1996,28.5,3,43,16,37.2,1.51,0.56,0.07,0.19,0,0,Matches,c0c7ff58
504,Alexis Saelemaekers,be BEL,MF,Milan,21,1999,22.4,2,28,7,25.0,1.25,0.31,0.07,0.29,0,0,Matches,ee251371
505,Jacopo Sala,it ITA,DF,Spezia,28,1991,4.2,0,0,0,,0.00,0.00,,,0,0,Matches,da5a981b
506,Eddie Salcedo,it ITA,MFFW,Hellas Verona,18,2001,8.4,2,22,10,45.5,2.62,1.19,0.09,0.20,0,0,Matches,0489bb30
507,Antonio Sanabria,py PAR,FW,Torino,24,1996,10.9,5,20,12,60.0,1.84,1.10,0.25,0.42,0,0,Matches,0a447501
508,Alexis Sánchez,cl CHI,FW,Inter,31,1988,12.7,7,29,16,55.2,2.28,1.26,0.24,0.44,0,1,Matches,2c0f8e9e
509,Alex Sandro,br BRA,DFMF,Juventus,29,1991,20.6,2,14,3,21.4,0.68,0.15,0.14,0.67,0,0,Matches,0d82903c
510,Siriki Sanogo,ci CIV,FW,Benevento,18,2001,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,ff120e44
511,Nicola Sansone,it ITA,MF,Bologna,28,1991,13.0,2,31,13,41.9,2.39,1.00,0.06,0.15,0,0,Matches,7eb97a8e
512,Federico Santander,py PAR,FW,Bologna,29,1991,0.4,0,4,0,0.0,9.73,0.00,0.00,,0,0,Matches,df85d472
513,Davide Santon,it ITA,MFDF,Roma,29,1991,6.5,0,5,0,0.0,0.77,0.00,0.00,,0,0,Matches,88c89891
514,Samir Santos,br BRA,DF,Udinese,25,1994,24.6,1,13,3,23.1,0.53,0.12,0.08,0.33,0,0,Matches,92b4758e
515,Riccardo Saponara,it ITA,FWMF,Fiorentina,28,1991,0.6,0,0,0,,0.00,0.00,,,0,0,Matches,3bb7af3b
516,Riccardo Saponara,it ITA,FWMF,Spezia,28,1991,4.3,2,10,4,40.0,2.31,0.93,0.20,0.50,0,0,Matches,3bb7af3b
517,Marco Sau,it ITA,MFFW,Benevento,32,1987,8.7,4,11,6,54.5,1.26,0.69,0.36,0.67,1,1,Matches,1ad1f50d
518,Gianluca Scamacca,it ITA,FW,Genoa,21,1999,15.0,8,47,18,38.3,3.13,1.20,0.17,0.44,2,2,Matches,8790f988
519,Nicolás Schiappacasse,uy URU,FW,Sassuolo,21,1999,0.2,0,0,0,,0.00,0.00,,,0,0,Matches,afe31d55
520,Pasquale Schiattarella,it ITA,MF,Benevento,33,1987,25.0,1,11,6,54.5,0.44,0.24,0.09,0.17,0,0,Matches,bd84fc61
521,Jerdy Schouten,nl NED,MF,Bologna,23,1997,27.9,1,9,4,44.4,0.32,0.14,0.11,0.25,0,0,Matches,2cfae697
522,Matteo Scozzarella,it ITA,MF,Parma,32,1988,1.7,0,0,0,,0.00,0.00,,,0,0,Matches,ea164f99
523,Simone Scuffet,it ITA,GK,Udinese,24,1996,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,41bd99ea
524,Jacopo Segre,it ITA,MF,Torino,23,1997,2.1,0,4,2,50.0,1.88,0.94,0.00,0.00,0,0,Matches,3cb132e6
525,Léo Sena,br BRA,MF,Spezia,24,1995,9.8,0,2,0,0.0,0.20,0.00,0.00,,0,0,Matches,1de40dae
526,Stefano Sensi,it ITA,MF,Inter,24,1995,6.7,0,18,7,38.9,2.69,1.04,0.00,0.00,0,0,Matches,b70bde8f
527,Luigi Sepe,it ITA,GK,Parma,29,1991,36.0,0,0,0,,0.00,0.00,,,0,0,Matches,343f753a
528,Stephan El Shaarawy,it ITA,MF,Roma,27,1992,6.4,1,16,7,43.8,2.52,1.10,0.06,0.14,0,0,Matches,d3aaad90
529,Eldor Shomurodov,uz UZB,FW,Genoa,25,1995,18.6,8,39,18,46.2,2.09,0.97,0.21,0.44,0,0,Matches,57469b2d
530,Luca Siligardi,it ITA,FWMF,Crotone,32,1988,0.5,0,2,1,50.0,3.67,1.84,0.00,0.00,0,0,Matches,1cac99dc
531,Luca Siligardi,it ITA,FWMF,Parma,32,1988,0.4,0,0,0,,0.00,0.00,,,0,0,Matches,1cac99dc
532,Adrien Silva,pt POR,MF,Sampdoria,31,1989,17.8,1,6,1,16.7,0.34,0.06,0.17,1.00,0,0,Matches,d6f88a1d
533,Marco Silvestri,it ITA,GK,Hellas Verona,29,1991,34.0,0,0,0,,0.00,0.00,,,0,0,Matches,0d422df7
534,Giovanni Simeone,ar ARG,FW,Cagliari,25,1995,19.3,6,43,13,30.2,2.22,0.67,0.14,0.46,0,0,Matches,343c0d52
535,Wilfried Singo,ci CIV,MF,Torino,19,2000,20.6,1,10,1,10.0,0.49,0.05,0.10,1.00,0,0,Matches,8b609c34
536,Salvatore Sirigu,it ITA,GK,Torino,33,1987,32.0,0,0,0,,0.00,0.00,,,0,0,Matches,10dc46f0
537,Łukasz Skorupski,pl POL,GK,Bologna,29,1991,28.0,0,0,0,,0.00,0.00,,,0,0,Matches,ab4449d6
538,Andreas Skov Olsen,dk DEN,MF,Bologna,20,1999,13.1,2,30,10,33.3,2.29,0.76,0.07,0.20,0,0,Matches,c50cee19
539,Milan Škriniar,sk SVK,DF,Inter,25,1995,30.9,3,15,6,40.0,0.49,0.19,0.20,0.50,0,0,Matches,30f5ffa9
540,Chris Smalling,eng ENG,DF,Roma,30,1989,12.3,0,7,1,14.3,0.57,0.08,0.00,0.00,0,0,Matches,b6964eb6
541,Simon Sohm,ch SUI,MFFW,Parma,19,2001,10.0,1,5,1,20.0,0.50,0.10,0.20,1.00,0,0,Matches,a5f458d9
542,Roberto Soriano,it ITA,MF,Bologna,29,1991,36.1,9,60,20,33.3,1.66,0.55,0.15,0.45,0,0,Matches,9d4c45d6
543,Riccardo Sottil,it ITA,MF,Cagliari,21,1999,13.2,2,24,9,37.5,1.82,0.68,0.08,0.22,0,0,Matches,94816803
544,Adama Soumaoro,fr FRA,DF,Bologna,28,1992,19.5,1,8,2,25.0,0.41,0.10,0.13,0.50,0,0,Matches,7b075c75
545,Leonardo Spinazzola,it ITA,MFDF,Roma,27,1993,23.6,2,22,6,27.3,0.93,0.25,0.09,0.33,0,0,Matches,3626daea
546,Marco Sportiello,it ITA,GK,Atalanta,28,1992,14.0,0,0,0,,0.00,0.00,,,0,0,Matches,ac4003af
547,Mattia Sprocati,it ITA,FWMF,Parma,27,1993,0.2,0,0,0,,0.00,0.00,,,0,0,Matches,bdd0692f
548,Thomas Strakosha,al ALB,GK,Lazio,25,1995,9.0,0,0,0,,0.00,0.00,,,0,0,Matches,339fe0e8
549,Kevin Strootman,nl NED,MF,Genoa,30,1990,14.6,0,6,2,33.3,0.41,0.14,0.00,0.00,0,0,Matches,ef2e5e1a
550,Jens Stryger Larsen,dk DEN,MF,Udinese,29,1991,29.3,2,23,12,52.2,0.78,0.41,0.09,0.17,0,0,Matches,f91e81c9
551,Stefano Sturaro,it ITA,MF,Hellas Verona,27,1993,4.7,0,1,0,0.0,0.21,0.00,0.00,,0,0,Matches,2334478a
552,Stefano Sturaro,it ITA,MFFW,Genoa,27,1993,4.9,1,5,2,40.0,1.01,0.40,0.20,0.50,0,0,Matches,2334478a
553,Bosko Sutalo,hr CRO,DFMF,Atalanta,20,2000,2.6,0,0,0,,0.00,0.00,,,0,0,Matches,1d0bb7e4
554,Mattias Svanberg,se SWE,MF,Bologna,21,1999,20.6,5,58,19,32.8,2.82,0.92,0.09,0.26,0,0,Matches,92d83c27
