--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,Playing Time,,,,,Starts,,,Subs,,,Team Success,,,,,,,-additional
171,Domenico Criscito,it ITA,DF,Genoa,33,1986,23,1726,75,50.5,19.2,20,83,17,3,19,2,1.43,26,22,+4,+0.21,+1.01,Matches,35dd6d80
172,Bryan Cristante,it ITA,DFMF,Roma,25,1995,34,2155,63,63.0,23.9,22,86,17,12,21,1,1.59,45,32,+13,+0.54,+0.76,Matches,16657b95
173,Giovanni Crociata,it ITA,MF,Crotone,22,1997,2,26,13,0.8,0.3,0,,0,2,13,16,0.00,0,1,-1,-3.46,-2.24,Matches,8c964914
174,Juan Cuadrado,co COL,DFMF,Juventus,32,1988,30,2175,73,63.6,24.2,26,80,17,4,22,0,2.07,48,25,+23,+0.95,-0.20,Matches,0ab1f153
175,Giuseppe Cuomo,it ITA,DF,Crotone,22,1998,13,801,62,23.4,8.9,8,85,5,5,25,16,0.92,8,18,-10,-1.12,+0.15,Matches,ae5b04fe
176,Patrick Cutrone,it ITA,FW,Fiorentina,22,1998,11,196,18,5.7,2.2,0,,0,11,18,2,0.91,2,6,-4,-1.84,-1.61,Matches,a4fe8cda
177,Wylan Cyprien,fr FRA,MF,Parma,25,1995,13,410,32,12.0,4.6,2,90,2,11,21,10,0.38,2,16,-14,-3.07,-2.18,Matches,3e092724
178,Lennart-Marten Czyborra,de GER,MF,Genoa,21,1999,17,1173,69,34.3,13.0,15,74,9,2,30,15,1.47,12,13,-1,-0.08,+0.32,Matches,7ba1f1ef
179,Szymon Czyż,pl POL,MF,Lazio,19,2001,0,,,,,0,,0,0,,4,,,,,,,Matches,4c14af32
180,Giuseppe D'Agostino,it ITA,FW,Napoli,17,2003,0,,,,,0,,0,0,,8,,,,,,,Matches,ee2921ee
181,Francesco D'Alterio,it ITA,GK,Crotone,18,2002,0,,,,,0,,0,0,,2,,,,,,,Matches,94e93ba5
182,Danilo D'Ambrosio,it ITA,DF,Inter,31,1988,19,699,37,20.4,7.8,7,86,6,12,8,13,2.47,23,11,+12,+1.55,+0.16,Matches,44eb9093
183,Giovanni D'Aprile,it ITA,DF,Crotone,15,2005,0,,,,,0,,0,0,,8,,,,,,,Matches,73744382
184,Cosimo Marco Da Graca,it ITA,FW,Juventus,18,2002,0,,,,,0,,0,0,,7,,,,,,,Matches,32f76907
185,Jacopo Da Riva,it ITA,MF,Atalanta,19,2000,0,,,,,0,,0,0,,1,,,,,,,Matches,9591723b
186,Bryan Dabo,bf BFA,MF,Benevento,28,1992,25,1117,45,32.7,12.4,12,73,3,13,19,9,0.92,14,31,-17,-1.37,-0.67,Matches,c53083ad
187,Christian Dalle Mura,it ITA,DF,Fiorentina,18,2002,0,,,,,0,,0,0,,3,,,,,,,Matches,f32df091
188,Diogo Dalot,pt POR,DF,Milan,21,1999,21,1090,52,31.9,12.1,10,89,9,11,18,14,2.10,21,13,+8,+0.66,-0.31,Matches,d9565625
189,Mikkel Damsgaard,dk DEN,MFFW,Sampdoria,20,2000,35,1773,51,51.8,19.7,18,75,3,17,24,2,1.37,26,32,-6,-0.30,-0.52,Matches,215f3907
190,Danilo,br BRA,DFMF,Juventus,29,1991,34,2916,86,85.3,32.4,32,88,28,2,52,3,2.15,69,30,+39,+1.20,+1.20,Matches,94b2001f
191,Andrea Danzi,it ITA,MF,Hellas Verona,21,1999,2,104,52,3.0,1.2,1,90,1,1,14,11,3.00,0,0,0,0.00,+0.05,Matches,263b855a
192,Ebrima Darboe,gm GAM,MF,Roma,19,2001,5,323,65,9.4,3.6,4,79,1,1,8,7,1.40,8,4,+4,+1.11,+0.94,Matches,cf043a33
193,Matteo Darmian,it ITA,DF,Parma,30,1989,3,208,69,6.1,2.3,2,90,2,1,28,0,1.00,1,6,-5,-2.16,-1.07,Matches,96e0490d
194,Matteo Darmian,it ITA,MF,Inter,30,1989,26,1160,45,33.9,12.9,14,72,2,12,13,8,2.58,21,11,+10,+0.78,-0.98,Matches,96e0490d
195,Paweł Dawidowicz,pl POL,DF,Hellas Verona,25,1995,30,1860,62,54.4,20.7,22,75,13,8,25,2,1.10,20,28,-8,-0.39,-0.73,Matches,16bb656a
196,Sebastien De Maio,fr FRA,DF,Udinese,33,1987,15,853,57,24.9,9.5,9,86,7,6,14,18,1.13,9,15,-6,-0.63,-0.28,Matches,952a03fe
197,Davide De Marino,it ITA,DF,Juventus,20,2000,0,,,,,0,,0,0,,2,,,,,,,Matches,2550ae31
198,Rodrigo De Paul,ar ARG,MF,Udinese,26,1994,36,3201,89,93.6,35.6,36,89,33,0,,0,1.03,39,56,-17,-0.48,-0.89,Matches,162efffd
199,Mattia De Sciglio,it ITA,DFMF,Juventus,27,1992,1,24,24,0.7,0.3,0,,0,1,24,1,3.00,2,0,+2,+7.50,+6.52,Matches,ae4e2852
200,Lorenzo De Silvestri,it ITA,DF,Bologna,32,1988,29,2143,74,62.7,23.8,25,80,16,4,38,7,1.07,31,42,-11,-0.46,-0.25,Matches,e74f0e59
201,Grégoire Defrel,mq MTQ,MFFW,Sassuolo,29,1991,28,1336,48,39.1,14.8,14,65,1,14,30,1,1.57,30,22,+8,+0.54,+0.54,Matches,854ee61a
202,Alessandro Deiola,it ITA,MF,Spezia,24,1995,12,360,30,10.5,4.0,4,58,0,8,16,6,0.92,3,6,-3,-0.75,-0.25,Matches,7f267d66
203,Alessandro Deiola,it ITA,MF,Cagliari,24,1995,12,615,51,18.0,6.8,7,77,1,5,15,5,1.58,6,6,0,0.00,+0.51,Matches,7f267d66
204,Lorenzo Del Pinto,it ITA,MF,Benevento,30,1990,1,11,11,0.3,0.1,0,,0,1,11,10,0.00,0,1,-1,-8.18,-7.28,Matches,081b6080
205,Cristian Dell'Orco,it ITA,DF,Spezia,26,1994,8,262,33,7.7,2.9,2,72,0,6,20,12,0.88,4,9,-5,-1.72,-1.29,Matches,b0243215
206,Isaías Delpupo,ar ARG,MF,Cagliari,17,2003,0,,,,,0,,0,0,,1,,,,,,,Matches,ee2bd9ad
207,Merih Demiral,tr TUR,DF,Juventus,22,1998,15,940,63,27.5,10.4,10,90,10,5,8,11,2.47,24,8,+16,+1.53,+0.70,Matches,e3cceee6
208,Diego Demme,de GER,MF,Napoli,28,1991,24,1590,66,46.5,17.7,20,78,10,4,8,9,2.17,36,13,+23,+1.30,+0.22,Matches,dc3fa3b5
209,Stefano Denswil,sr SUR,DF,Bologna,27,1993,5,115,23,3.4,1.3,1,69,0,4,12,8,1.20,2,1,+1,+0.78,+1.19,Matches,5832ebfe
210,Fabio Depaoli,it ITA,DFMF,Benevento,23,1997,15,1120,75,32.7,12.4,14,79,9,1,18,0,0.40,12,27,-15,-1.21,-0.42,Matches,d97f2e8d
211,Fabio Depaoli,it ITA,MF,Sampdoria,23,1997,2,77,39,2.3,0.9,1,45,0,1,32,0,0.00,0,3,-3,-3.51,-3.53,Matches,d97f2e8d
212,Fabio Depaoli,it ITA,MF,Atalanta,23,1997,5,191,38,5.6,2.1,3,58,1,2,9,12,1.40,1,6,-5,-2.36,-3.69,Matches,d97f2e8d
213,Kastriot Dermaku,al ALB,DF,Parma,28,1992,2,100,50,2.9,1.1,1,90,1,1,10,1,1.50,1,1,0,0.00,+1.19,Matches,2990c466
214,Axel Desjardins,ca CAN,GK,Spezia,20,2000,0,,,,,0,,0,0,,2,,,,,,,Matches,44398bcf
215,Kiril Despodov,bg BUL,FWMF,Cagliari,23,1996,1,11,11,0.3,0.1,0,,0,1,11,0,0.00,0,0,0,0.00,+0.42,Matches,13c8e5f6
216,Mattia Destro,it ITA,FW,Genoa,29,1991,29,1606,55,47.0,17.8,22,70,3,7,9,6,1.10,27,32,-5,-0.28,+0.02,Matches,d7d32194
217,Gerard Deulofeu,es ESP,FWMF,Udinese,26,1994,13,598,46,17.5,6.6,7,69,2,6,19,3,1.31,8,5,+3,+0.45,+1.06,Matches,39583cfd
218,Jacopo Dezi,it ITA,FW,Parma,28,1992,2,79,40,2.3,0.9,1,57,0,1,22,9,0.00,0,4,-4,-4.56,-3.48,Matches,e921b9db
219,Samuel Di Carmine,it ITA,FW,Hellas Verona,31,1988,11,500,45,14.6,5.6,6,63,0,5,25,3,1.82,4,6,-2,-0.36,-0.36,Matches,ef94dc2f
220,Samuel Di Carmine,it ITA,FW,Crotone,31,1988,11,475,43,13.9,5.3,6,70,0,5,11,3,0.27,5,19,-14,-2.65,-1.64,Matches,ef94dc2f
221,Enrico Di Gesù,it ITA,MF,Milan,18,2002,0,,,,,0,,0,0,,1,,,,,,,Matches,e58bf189
222,Giovanni Di Lorenzo,it ITA,DF,Napoli,26,1993,36,3240,90,94.7,36.0,36,90,36,0,,0,1.97,78,41,+37,+1.03,-2.97,Matches,230a2fac
223,Alessandro Di Pardo,it ITA,DFMF,Juventus,21,1999,4,14,4,0.4,0.2,0,,0,4,4,13,2.50,1,0,+1,+6.43,+5.42,Matches,e0ce7038
224,Giuseppe Di Serio,it ITA,FW,Benevento,19,2001,16,292,18,8.5,3.2,1,87,0,15,14,22,1.19,4,7,-3,-0.92,0.00,Matches,5048486b
225,Amad Diallo,ci CIV,FWMF,Atalanta,18,2002,1,14,14,0.4,0.2,0,,0,1,14,10,0.00,0,1,-1,-6.43,-7.59,Matches,9dc96f10
226,Amadou Diambo,gh GHA,MF,Benevento,19,2001,1,3,3,0.1,0.0,0,,0,1,3,6,1.00,0,0,0,0.00,+0.92,Matches,c3a847c7
227,Amadou Diawara,gn GUI,MF,Roma,23,1997,18,658,37,19.2,7.3,7,76,2,11,11,11,1.50,10,11,-1,-0.14,-0.50,Matches,bf309d24
228,Brahim Díaz,ma MAR,MF,Milan,20,1999,27,1228,45,35.9,13.6,15,62,0,12,24,7,2.07,27,8,+19,+1.39,+0.82,Matches,407feb71
229,Daan Dierckx,be BEL,DF,Parma,17,2003,7,471,67,13.8,5.2,6,76,3,1,13,12,0.14,5,14,-9,-1.72,-0.65,Matches,3a35db3d
230,Mitchell Dijks,nl NED,DF,Bologna,27,1993,20,1481,74,43.3,16.5,18,79,6,2,30,1,1.15,18,22,-4,-0.24,+0.22,Matches,0a3065c8
231,Federico Dimarco,it ITA,DFMF,Hellas Verona,22,1997,35,2613,75,76.4,29.0,29,83,21,6,33,2,1.14,33,36,-3,-0.10,-0.21,Matches,970b8574
232,Koffi Djidji,ci CIV,DF,Crotone,27,1992,20,1524,76,44.6,16.9,16,90,15,4,22,8,0.55,23,38,-15,-0.89,+0.63,Matches,933d3b51
233,Berat Djimsiti,al ALB,DF,Atalanta,27,1993,33,2625,80,76.8,29.2,28,86,23,5,42,2,2.03,68,34,+34,+1.17,+0.15,Matches,6eee05f1
234,Nicolás Domínguez,ar ARG,MF,Bologna,22,1998,28,1255,45,36.7,13.9,15,63,1,13,24,3,1.21,11,20,-9,-0.65,-0.44,Matches,20b3a502
235,Antonio Donnarumma,it ITA,GK,Milan,30,1990,0,,,,,0,,0,0,,32,,,,,,,Matches,a4bd9edd
236,Gianluigi Donnarumma,it ITA,GK,Milan,21,1999,37,3330,90,97.4,37.0,37,90,37,0,,0,2.11,71,38,+33,+0.89,+0.89,Matches,08f5afaa
237,Bartłomiej Drągowski,pl POL,GK,Fiorentina,22,1997,36,3148,87,92.0,35.0,36,87,34,0,,0,1.05,46,56,-10,-0.29,+0.38,Matches,085e71a7
238,Denis Drăguș,ro ROU,FW,Crotone,21,1999,9,177,20,5.2,2.0,1,71,0,8,13,14,0.22,1,5,-4,-2.03,-0.84,Matches,0e490f6e
239,Radu Drăgușin,ro ROU,DF,Juventus,18,2002,1,1,1,0.0,0.0,0,,0,1,1,22,3.00,0,0,0,0.00,-1.03,Matches,620922ed
240,Léo Duarte,br BRA,DF,Milan,24,1996,1,19,19,0.6,0.2,0,,0,1,19,13,3.00,0,0,0,0.00,-0.87,Matches,73ddc40c
241,Daniel Dumbravanu,md MDA,DF,Genoa,19,2001,0,,,,,0,,0,0,,11,,,,,,,Matches,2dd36a89
242,Alfred Duncan,gh GHA,MF,Cagliari,27,1993,19,1068,56,31.2,11.9,12,78,4,7,19,0,1.16,9,17,-8,-0.67,-0.37,Matches,528492ea
243,Alfred Duncan,gh GHA,MF,Fiorentina,27,1993,4,162,41,4.7,1.8,2,72,1,2,9,10,0.75,1,2,-1,-0.56,-0.25,Matches,528492ea
244,Eduard Dutu,it ITA,FW,Fiorentina,19,2001,0,,,,,0,,0,0,,1,,,,,,,Matches,231d27f7
245,Paulo Dybala,ar ARG,FW,Juventus,26,1993,20,1132,57,33.1,12.6,14,74,4,6,17,4,2.20,26,15,+11,+0.87,-0.23,Matches,e0921a4f
246,Edin Džeko,ba BIH,FW,Roma,34,1986,27,1824,68,53.3,20.3,20,84,9,7,20,4,1.41,32,33,-1,-0.05,-0.67,Matches,3bb7f478
247,Steeve-Mike Ebongue,fr FRA,MF,Genoa,19,2001,3,52,17,1.5,0.6,0,,0,3,17,1,1.33,2,0,+2,+3.46,+3.81,Matches,9d5ab351
248,Simone Edera,it ITA,MF,Torino,23,1997,2,52,26,1.5,0.6,0,,0,2,26,14,0.00,1,2,-1,-1.73,-1.25,Matches,8697c095
249,Albin Ekdal,se SWE,MF,Sampdoria,31,1989,32,2299,72,67.2,25.5,26,83,18,6,23,1,1.31,33,40,-7,-0.27,-0.68,Matches,f503ea63
250,Elif Elmas,mk MKD,MF,Napoli,20,1999,33,740,22,21.6,8.2,3,73,1,30,17,3,1.94,20,10,+10,+1.22,+0.04,Matches,cf007308
251,Alan Empereur,br BRA,DF,Hellas Verona,26,1994,4,219,55,6.4,2.4,4,55,1,0,,1,2.00,2,1,+1,+0.41,+0.50,Matches,825b8997
252,Christian Eriksen,dk DEN,MF,Inter,28,1992,26,1385,53,40.5,15.4,17,69,2,9,24,11,2.42,35,13,+22,+1.43,+0.01,Matches,980522ec
253,Martin Erlić,hr CRO,DF,Spezia,22,1998,27,1798,67,52.6,20.0,19,89,17,8,14,6,1.19,27,37,-10,-0.50,+0.05,Matches,0fee6bda
254,Gonzalo Escalante,ar ARG,MF,Lazio,27,1993,24,733,31,21.4,8.1,4,70,0,20,23,5,1.92,15,7,+8,+0.98,+1.05,Matches,3f79a1c8
255,Nahuel Estévez,ar ARG,MF,Spezia,24,1995,27,1768,65,51.7,19.6,19,80,7,8,30,2,0.85,24,39,-15,-0.76,-0.49,Matches,cec60a2f
256,Valentin Eysseric,fr FRA,MF,Fiorentina,28,1992,16,729,46,21.3,8.1,6,79,2,10,25,14,0.75,14,17,-3,-0.37,-0.07,Matches,ae82fa48
257,Nicolò Fagioli,it ITA,MF,Juventus,19,2001,1,21,21,0.6,0.2,0,,0,1,21,16,3.00,0,0,0,0.00,-1.03,Matches,366be751
258,Iago Falque,es ESP,FWMF,Torino,30,1990,0,,,,,0,,0,0,,2,,,,,,,Matches,440c84ed
259,Iago Falque,es ESP,MF,Benevento,30,1990,11,358,33,10.5,4.0,4,60,0,7,17,6,0.55,6,7,-1,-0.25,+0.75,Matches,440c84ed
260,Andri Fannar Baldursson,is ISL,MF,Bologna,18,2002,8,217,27,6.3,2.4,1,64,0,7,22,28,0.50,4,6,-2,-0.83,-0.49,Matches,61f2f56a
261,Paolo Faragò,it ITA,DFMF,Bologna,27,1993,1,23,23,0.7,0.3,0,,0,1,23,9,0.00,1,0,+1,+3.91,+4.31,Matches,9085dd7c
262,Paolo Faragò,it ITA,DF,Cagliari,27,1993,8,369,46,10.8,4.1,4,81,2,4,11,2,0.75,3,5,-2,-0.49,-0.07,Matches,9085dd7c
263,Davide Faraoni,it ITA,MF,Hellas Verona,28,1991,34,2891,85,84.5,32.1,33,86,28,1,45,0,1.12,34,38,-4,-0.12,-0.46,Matches,aae9d04a
264,Simone Farelli,it ITA,GK,Roma,37,1983,0,,,,,0,,0,0,,19,,,,,,,Matches,b05e416f
265,Mohamed Fares,dz ALG,MF,Lazio,24,1996,21,1139,54,33.3,12.7,12,68,3,9,36,6,1.71,17,22,-5,-0.40,-0.83,Matches,b7a5bc86
266,Diego Farias,br BRA,FW,Spezia,30,1990,29,1514,52,44.3,16.8,17,72,5,12,24,4,1.00,28,31,-3,-0.18,+0.62,Matches,157d29b6
267,Andrea Favilli,it ITA,FW,Hellas Verona,23,1997,11,339,31,9.9,3.8,2,75,1,9,21,7,1.36,3,2,+1,+0.27,+0.35,Matches,44510fde
268,Federico Fazio,ar ARG,DF,Roma,33,1987,6,406,68,11.9,4.5,5,80,3,1,4,17,1.17,5,8,-3,-0.67,-1.05,Matches,4e358a2d
269,Luiz Felipe,it ITA,DF,Lazio,23,1997,14,909,65,26.6,10.1,10,77,4,4,35,2,1.79,19,12,+7,+0.69,+0.73,Matches,15d0c248
270,Lucas Felippe,br BRA,MF,Hellas Verona,20,2000,0,,,,,0,,0,0,,2,,,,,,,Matches,85e51909
271,Amir Feratovič,si SVN,MF,Roma,18,2002,0,,,,,0,,0,0,,4,,,,,,,Matches,652c00db
272,Erick Ferigra,ec ECU,DF,Torino,21,1999,0,,,,,0,,0,0,,4,,,,,,,Matches,67cddecb
273,Alex Ferrari,it ITA,DF,Sampdoria,26,1994,12,880,73,25.7,9.8,11,80,8,1,3,20,1.42,13,15,-2,-0.20,-0.20,Matches,d0dbca9f
274,Salvador Ferrer,es ESP,DF,Spezia,22,1998,18,1190,66,34.8,13.2,14,79,10,4,22,11,1.39,24,19,+5,+0.38,+1.39,Matches,eb76987d
275,Marco Festa,it ITA,GK,Crotone,28,1992,1,90,90,2.6,1.0,1,90,1,0,,36,1.00,1,1,0,0.00,+1.27,Matches,c195ae4a
276,Fernando Forestieri,it ITA,FW,Udinese,30,1990,19,552,29,16.1,6.1,3,57,0,16,24,6,0.58,10,16,-6,-0.98,-0.66,Matches,d60c26fc
277,Daam Foulon,be BEL,DFMF,Benevento,21,1999,23,1021,44,29.9,11.3,11,68,3,12,23,4,1.04,11,18,-7,-0.62,+0.43,Matches,658d44be
278,Gianluca Frabotta,it ITA,DFMF,Juventus,21,1999,15,689,46,20.1,7.7,8,79,4,7,9,18,1.93,12,8,+4,+0.52,-0.63,Matches,d80b1835
279,Damiano Franco,it ITA,DF,Lazio,18,2002,0,,,,,0,,0,0,,5,,,,,,,Matches,12d73e55
280,Jean Freddi Greco,it ITA,MF,Torino,19,2001,0,,,,,0,,0,0,,1,,,,,,,Matches,23c38d9c
281,Remo Freuler,ch SUI,MF,Atalanta,28,1992,34,2712,80,79.3,30.1,32,84,21,2,14,4,2.24,72,27,+45,+1.49,+1.75,Matches,98d2c2c4
282,Marco Frigerio,it ITA,MF,Milan,19,2001,0,,,,,0,,0,0,,4,,,,,,,Matches,873cddd5
283,Alessio Furlanetto,it ITA,GK,Lazio,18,2002,0,,,,,0,,0,0,,8,,,,,,,Matches,95d9f4dd
284,Daniel Fuzato,br BRA,GK,Roma,23,1997,5,450,90,13.2,5.0,5,90,5,0,,17,1.40,10,7,+3,+0.60,+0.39,Matches,82328faf
285,Matteo Gabbia,it ITA,DF,Milan,20,1999,8,557,70,16.3,6.2,7,78,6,1,13,16,2.13,12,4,+8,+1.29,+0.51,Matches,c235e803
286,Manolo Gabbiadini,it ITA,FW,Sampdoria,28,1991,16,870,54,25.4,9.7,10,70,1,6,28,7,1.44,16,8,+8,+0.83,+1.18,Matches,8f866fe8
287,Roberto Gagliardini,it ITA,MF,Inter,26,1994,28,1232,44,36.0,13.7,14,71,4,14,17,8,2.54,33,13,+20,+1.46,+0.06,Matches,ce30bfc8
288,Riccardo Gagliolo,se SWE,DF,Parma,30,1990,28,1956,70,57.2,21.7,22,81,17,6,28,0,0.57,20,47,-27,-1.24,-0.20,Matches,173061c0
289,Adolfo Gaich,ar ARG,FW,Benevento,21,1999,15,768,51,22.5,8.5,9,68,0,6,25,2,0.53,10,19,-9,-1.05,-0.17,Matches,8dfed6e9
290,Andrey Galabinov,bg BUL,FW,Spezia,31,1988,12,430,36,12.6,4.8,4,68,2,8,20,10,0.75,7,12,-5,-1.05,-0.60,Matches,0a1efd3c
291,Giovanni Garofani,it ITA,GK,Juventus,17,2002,0,,,,,0,,0,0,,3,,,,,,,Matches,ff2ad9bb
292,Manuel Gasparini,it ITA,GK,Udinese,18,2002,1,3,3,0.1,0.0,0,,0,1,3,34,0.00,0,0,0,0.00,+0.42,Matches,7033ca08
293,Ludovico Gelmi,it ITA,GK,Atalanta,19,2001,0,,,,,0,,0,0,,1,,,,,,,Matches,0acc3f61
294,Gervinho,ci CIV,FW,Parma,33,1987,27,2021,75,59.1,22.5,25,77,13,2,46,1,0.56,20,45,-25,-1.11,+0.11,Matches,e468c053
295,Paolo Ghiglione,it ITA,MF,Genoa,23,1997,23,1358,59,39.7,15.1,14,74,7,9,36,15,0.70,18,31,-13,-0.86,-0.95,Matches,71dc23da
296,Andrea Ghion,it ITA,MF,Sassuolo,20,2000,0,,,,,0,,0,0,,3,,,,,,,Matches,7f24b3eb
297,Faouzi Ghoulam,dz ALG,DF,Napoli,29,1991,11,289,26,8.5,3.2,3,56,1,8,15,11,2.00,5,4,+1,+0.31,-0.95,Matches,c5adc293
298,Kamil Glik,pl POL,DF,Benevento,32,1988,36,3206,89,93.7,35.6,36,89,35,0,,0,0.83,39,73,-34,-0.95,-0.53,Matches,c6056d58
299,Diego Godín,uy URU,DF,Cagliari,34,1986,28,2508,90,73.3,27.9,28,90,26,0,,2,1.18,35,41,-6,-0.22,+0.77,Matches,fc4f85b1
300,Amer Gojak,ba BIH,MFFW,Torino,23,1997,15,475,32,13.9,5.3,6,55,0,9,16,15,1.00,12,7,+5,+0.95,+1.68,Matches,51ffa295
301,Edoardo Goldaniga,it ITA,DFMF,Genoa,26,1993,25,1857,74,54.3,20.6,19,87,17,6,35,11,0.92,23,35,-12,-0.58,-0.64,Matches,4b029b31
302,Vladimir Golemić,si SVN,DF,Crotone,29,1991,30,2341,78,68.5,26.0,26,87,24,4,19,6,0.50,34,73,-39,-1.50,-0.83,Matches,1db295e5
303,Pierluigi Gollini,it ITA,GK,Atalanta,25,1995,25,2156,86,63.0,24.0,25,86,23,0,,7,2.00,55,26,+29,+1.21,+0.21,Matches,f0f7f62f
304,Tomislav Gomelt,hr CRO,MF,Crotone,25,1995,2,19,10,0.6,0.2,0,,0,2,10,1,0.00,0,2,-2,-9.47,-8.28,Matches,a5055b1b
305,Papu Gómez,ar ARG,MFFW,Atalanta,32,1988,10,666,67,19.5,7.4,9,70,2,1,38,1,1.50,17,15,+2,+0.27,-1.07,Matches,6e4df551
306,Robin Gosens,de GER,MF,Atalanta,26,1994,32,2523,79,73.8,28.0,30,82,12,2,39,0,2.13,71,33,+38,+1.36,+0.85,Matches,2d970560
307,Alberto Grassi,it ITA,MFDF,Parma,25,1995,23,1177,51,34.4,13.1,13,77,4,10,18,5,0.65,11,28,-17,-1.30,-0.22,Matches,6cc97b6a
308,Pier Graziano Gori,it ITA,GK,Benevento,40,1980,0,,,,,0,,0,0,,2,,,,,,,Matches,8d039f57
309,Koray Günter,de GER,DF,Hellas Verona,25,1994,27,1768,65,51.7,19.6,21,78,12,6,21,3,1.07,22,28,-6,-0.31,-0.52,Matches,f1f1f238
310,Manu Gyabuaa,it ITA,MF,Atalanta,18,2001,1,2,2,0.1,0.0,0,,0,1,2,3,3.00,0,0,0,0.00,-1.13,Matches,a69eb5fd
311,Emmanuel Gyasi,gh GHA,FW,Spezia,26,1994,37,2851,77,83.4,31.7,32,84,21,5,31,1,0.97,36,57,-21,-0.66,-0.82,Matches,f9758dae
312,Achraf Hakimi,ma MAR,MF,Inter,21,1998,37,2665,72,77.9,29.6,29,86,19,8,22,0,2.38,72,26,+46,+1.55,+0.60,Matches,e42d61c7
313,Samir Handanović,si SVN,GK,Inter,36,1984,37,3240,88,94.7,36.0,37,88,35,0,,1,2.38,81,33,+48,+1.33,-1.67,Matches,74419746
314,Lukáš Haraslín,sk SVK,MF,Sassuolo,24,1996,14,333,24,9.7,3.7,2,55,0,12,19,15,1.43,5,4,+1,+0.27,+0.07,Matches,5c397195
315,Hans Hateboer,nl NED,MF,Atalanta,26,1994,22,1762,80,51.5,19.6,20,85,15,2,27,1,2.18,57,23,+34,+1.74,+1.25,Matches,3b333ac3
316,Dalbert Henrique,br BRA,DFMF,Inter,26,1993,0,,,,,0,,0,0,,2,,,,,,,Matches,f45f9427
317,Eduardo Henrique,br BRA,MF,Crotone,25,1995,18,924,51,27.0,10.3,8,78,4,10,30,15,0.56,9,30,-21,-2.05,-1.11,Matches,1bd5fc78
318,Theo Hernández,fr FRA,DF,Milan,22,1997,33,2933,89,85.8,32.6,33,89,31,0,,1,2.09,63,37,+26,+0.80,-0.50,Matches,d4c9725f
319,Hernani,br BRA,MF,Parma,26,1994,33,2189,66,64.0,24.3,27,76,10,6,22,0,0.58,23,52,-29,-1.19,-0.10,Matches,6f5ead86
320,Përparim Hetemaj,fi FIN,MF,Benevento,33,1986,31,2212,71,64.7,24.6,27,79,14,4,18,6,0.94,24,44,-20,-0.81,+0.30,Matches,90b70194
321,Aaron Hickey,sct SCO,DFMF,Bologna,18,2002,11,758,69,22.2,8.4,10,74,4,1,15,8,1.27,13,16,-3,-0.36,+0.02,Matches,1780bb4a
322,Wesley Hoedt,nl NED,DF,Lazio,26,1994,17,952,56,27.8,10.6,10,82,8,7,18,12,1.71,19,21,-2,-0.19,-0.48,Matches,875898c7
323,Krisztofer Horváth,hu HUN,MF,Torino,18,2002,0,,,,,0,,0,0,,2,,,,,,,Matches,4ce8f4a3
324,Elseid Hysaj,al ALB,DF,Napoli,26,1994,24,1768,74,51.7,19.6,20,84,13,4,23,8,2.21,48,18,+30,+1.53,+0.71,Matches,2f3452eb
325,Simone Iacoponi,it ITA,DF,Parma,33,1987,16,1193,75,34.9,13.3,13,86,11,3,23,6,0.63,14,26,-12,-0.91,+0.39,Matches,63071a3f
326,Roger Ibanez,br BRA,DF,Roma,21,1998,30,2398,80,70.1,26.6,28,84,22,2,28,1,1.77,48,39,+9,+0.34,+0.25,Matches,82efe6fa
327,Zlatan Ibrahimović,se SWE,FW,Milan,38,1981,19,1493,79,43.7,16.6,18,83,12,1,6,0,2.21,31,21,+10,+0.60,-0.47,Matches,4cde5509
328,Hubert Idasiak,pl POL,GK,Napoli,18,2002,0,,,,,0,,0,0,,5,,,,,,,Matches,1b70f53a
329,Igor,br BRA,DFMF,Fiorentina,22,1998,21,1168,56,34.2,13.0,13,80,9,8,15,11,1.19,10,19,-9,-0.69,-0.57,Matches,a4e85758
330,Ivan Ilić,rs SRB,MF,Hellas Verona,19,2001,29,1835,63,53.7,20.4,19,80,11,10,32,9,1.00,22,28,-6,-0.29,-0.52,Matches,bb376bed
331,Josip Iličić,si SVN,MFFW,Atalanta,32,1988,28,1526,55,44.6,17.0,17,69,2,11,33,5,2.04,38,17,+21,+1.24,+0.19,Matches,68252d6d
332,Matei Ilie,ro ROU,DF,Hellas Verona,17,2002,0,,,,,0,,0,0,,2,,,,,,,Matches,6ccfb640
333,Julián Illanes,ar ARG,DF,Fiorentina,23,1997,0,,,,,0,,0,0,,1,,,,,,,Matches,f5093a8e
334,Ciro Immobile,it ITA,FW,Lazio,30,1990,35,2849,81,83.3,31.7,34,83,16,1,35,0,1.91,55,45,+10,+0.32,+0.95,Matches,4431aed2
335,Riccardo Improta,it ITA,MFDF,Benevento,26,1993,34,2335,69,68.3,25.9,23,85,15,11,34,1,0.91,26,50,-24,-0.93,-0.01,Matches,f6dfa5b8
336,Roberto Inglese,it ITA,FW,Parma,28,1991,14,576,41,16.8,6.4,6,65,1,8,24,2,0.43,4,15,-11,-1.72,-0.67,Matches,6c1f7328
337,Lorenzo Insigne,it ITA,MF,Napoli,29,1991,35,2865,82,83.8,31.8,33,85,21,2,38,0,2.11,75,30,+45,+1.41,+1.41,Matches,2f557579
