--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,,Performance,,,,,,,,,,,,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches,-9999
201,Federico Fazio,ar ARG,DF,Roma,33,1987,4.5,2,0,0,6,3,0,4,9,2,,,0,Matches,4e358a2d
202,Luiz Felipe,it ITA,DF,Lazio,23,1997,10.1,5,0,0,14,8,1,3,23,22,,,0,Matches,15d0c248
203,Alex Ferrari,it ITA,DF,Sampdoria,26,1994,9.8,3,0,0,9,10,0,4,26,14,,,0,Matches,d0dbca9f
204,Salvador Ferrer,es ESP,DF,Spezia,22,1998,13.2,4,0,0,15,8,0,56,22,9,,,0,Matches,eb76987d
205,Marco Festa,it ITA,GK,Crotone,28,1992,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches,c195ae4a
206,Fernando Forestieri,it ITA,FW,Udinese,30,1990,6.1,1,0,0,12,21,5,10,2,8,,,0,Matches,d60c26fc
207,Daam Foulon,be BEL,DFMF,Benevento,21,1999,11.3,4,0,0,16,23,0,27,13,16,,,1,Matches,658d44be
208,Gianluca Frabotta,it ITA,DFMF,Juventus,21,1999,7.7,5,0,0,12,2,0,32,14,5,,,0,Matches,d80b1835
209,Remo Freuler,ch SUI,MF,Atalanta,28,1992,30.1,5,0,0,40,31,1,20,46,40,,,0,Matches,98d2c2c4
210,Daniel Fuzato,br BRA,GK,Roma,23,1997,5.0,0,0,0,0,0,0,0,0,0,,,0,Matches,82328faf
211,Matteo Gabbia,it ITA,DF,Milan,20,1999,6.2,2,0,0,5,5,0,0,6,5,,,0,Matches,c235e803
212,Manolo Gabbiadini,it ITA,FW,Sampdoria,28,1991,9.7,1,0,0,12,18,4,6,3,2,,,0,Matches,8f866fe8
213,Roberto Gagliardini,it ITA,MF,Inter,26,1994,13.7,2,0,0,23,17,0,9,21,17,,,0,Matches,ce30bfc8
214,Riccardo Gagliolo,se SWE,DF,Parma,30,1990,21.7,6,0,0,28,34,0,38,42,20,,,0,Matches,173061c0
215,Adolfo Gaich,ar ARG,FW,Benevento,21,1999,8.5,1,0,0,24,19,3,1,3,4,,,0,Matches,8dfed6e9
216,Andrey Galabinov,bg BUL,FW,Spezia,31,1988,4.8,0,0,0,5,4,3,2,0,1,,,0,Matches,0a1efd3c
217,Manuel Gasparini,it ITA,GK,Udinese,18,2002,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches,7033ca08
218,Gervinho,ci CIV,FW,Parma,33,1987,22.5,0,0,0,9,12,20,12,12,1,,,0,Matches,e468c053
219,Paolo Ghiglione,it ITA,MF,Genoa,23,1997,15.1,4,0,0,18,13,3,84,13,17,,,0,Matches,71dc23da
220,Faouzi Ghoulam,dz ALG,DF,Napoli,29,1991,3.2,1,0,0,2,7,1,27,2,4,,,0,Matches,c5adc293
221,Kamil Glik,pl POL,DF,Benevento,32,1988,35.6,10,1,1,31,21,0,2,63,23,,,1,Matches,c6056d58
222,Diego Godín,uy URU,DF,Cagliari,34,1986,27.9,3,0,0,31,28,2,2,61,33,,,0,Matches,fc4f85b1
223,Amer Gojak,ba BIH,MFFW,Torino,23,1997,5.3,1,0,0,12,9,3,36,3,0,,,0,Matches,51ffa295
224,Edoardo Goldaniga,it ITA,DFMF,Genoa,26,1993,20.6,8,0,0,30,24,1,33,43,20,,,0,Matches,4b029b31
225,Vladimir Golemić,si SVN,DF,Crotone,29,1991,26.0,4,1,0,32,9,0,2,46,17,,,0,Matches,1db295e5
226,Pierluigi Gollini,it ITA,GK,Atalanta,25,1995,24.0,0,1,0,1,4,0,0,1,2,,,0,Matches,f0f7f62f
227,Tomislav Gomelt,hr CRO,MF,Crotone,25,1995,0.2,0,0,0,0,0,0,0,1,1,,,0,Matches,a5055b1b
228,Papu Gómez,ar ARG,MFFW,Atalanta,32,1988,7.4,0,0,0,10,19,0,27,2,2,,,0,Matches,6e4df551
229,Robin Gosens,de GER,MF,Atalanta,26,1994,28.0,9,1,1,51,26,9,62,43,35,,,1,Matches,2d970560
230,Alberto Grassi,it ITA,MFDF,Parma,25,1995,13.1,3,0,0,16,27,1,11,23,11,,,1,Matches,6cc97b6a
231,Koray Günter,de GER,DF,Hellas Verona,25,1994,19.6,4,0,0,31,11,0,3,68,11,,,0,Matches,f1f1f238
232,Manu Gyabuaa,it ITA,MF,Atalanta,18,2001,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches,a69eb5fd
233,Emmanuel Gyasi,gh GHA,FW,Spezia,26,1994,31.7,4,0,0,65,51,28,32,14,18,,,0,Matches,f9758dae
234,Achraf Hakimi,ma MAR,MF,Inter,21,1998,29.6,6,0,0,31,37,8,115,25,32,,,0,Matches,e42d61c7
235,Samir Handanović,si SVN,GK,Inter,36,1984,36.0,1,0,0,0,4,0,0,0,0,,,1,Matches,74419746
236,Lukáš Haraslín,sk SVK,MF,Sassuolo,24,1996,3.7,1,1,0,7,18,1,19,1,5,,,0,Matches,5c397195
237,Hans Hateboer,nl NED,MF,Atalanta,26,1994,19.6,3,0,0,21,9,3,25,19,16,,,0,Matches,3b333ac3
238,Eduardo Henrique,br BRA,MF,Crotone,25,1995,10.3,4,0,0,18,14,1,3,8,1,,,0,Matches,1bd5fc78
239,Theo Hernández,fr FRA,DF,Milan,22,1997,32.6,9,0,0,39,81,6,75,34,31,,,0,Matches,d4c9725f
240,Hernani,br BRA,MF,Parma,26,1994,24.3,11,0,0,50,24,1,86,33,26,,,0,Matches,6f5ead86
241,Përparim Hetemaj,fi FIN,MF,Benevento,33,1986,24.6,5,0,0,42,77,1,44,23,34,,,0,Matches,90b70194
242,Aaron Hickey,sct SCO,DFMF,Bologna,18,2002,8.4,3,1,0,12,15,0,8,16,8,,,0,Matches,1780bb4a
243,Wesley Hoedt,nl NED,DF,Lazio,26,1994,10.6,6,0,0,11,2,0,1,21,16,,,0,Matches,875898c7
244,Elseid Hysaj,al ALB,DF,Napoli,26,1994,19.6,2,0,0,16,20,0,20,31,17,,,0,Matches,2f3452eb
245,Simone Iacoponi,it ITA,DF,Parma,33,1987,13.3,3,1,0,15,14,2,13,13,12,,,2,Matches,63071a3f
246,Roger Ibanez,br BRA,DF,Roma,21,1998,26.6,7,1,1,53,32,0,6,78,37,,,1,Matches,82efe6fa
247,Zlatan Ibrahimović,se SWE,FW,Milan,38,1981,16.6,2,1,0,33,25,40,15,6,4,,,0,Matches,4cde5509
248,Igor,br BRA,DFMF,Fiorentina,22,1998,13.0,5,0,0,21,6,1,4,24,10,,,0,Matches,a4e85758
249,Ivan Ilić,rs SRB,MF,Hellas Verona,19,2001,20.4,2,0,0,24,29,0,41,30,17,,,0,Matches,bb376bed
250,Josip Iličić,si SVN,MFFW,Atalanta,32,1988,17.0,2,0,0,22,71,8,97,2,5,,,0,Matches,68252d6d
251,Ciro Immobile,it ITA,FW,Lazio,30,1990,31.7,4,1,0,37,44,30,17,8,12,,,0,Matches,4431aed2
252,Riccardo Improta,it ITA,MFDF,Benevento,26,1993,25.9,7,0,0,24,55,2,77,32,24,,,1,Matches,f6dfa5b8
253,Roberto Inglese,it ITA,FW,Parma,28,1991,6.4,2,0,0,14,10,8,5,1,2,,,0,Matches,6c1f7328
254,Lorenzo Insigne,it ITA,MF,Napoli,29,1991,31.8,2,1,0,9,41,11,113,37,19,,,0,Matches,2f557579
255,Roberto Insigne,it ITA,MFFW,Benevento,26,1994,17.8,2,0,0,13,17,3,47,7,10,,,0,Matches,8faf7b3c
256,Artur Ioniță,md MDA,MF,Benevento,29,1990,31.5,6,0,0,60,24,1,27,23,20,,,0,Matches,cedb3e36
257,Ardian Ismajli,al ALB,DF,Spezia,23,1996,14.4,3,1,1,19,13,0,0,23,9,,,0,Matches,6b635f5c
258,Armando Izzo,it ITA,DF,Torino,28,1992,22.3,3,0,0,42,37,2,22,55,15,,,0,Matches,89976232
259,Mato Jajalo,ba BIH,MF,Udinese,32,1988,0.4,0,0,0,0,1,0,0,3,1,,,0,Matches,8c65eb5f
260,Jakub Jankto,cz CZE,MF,Sampdoria,24,1996,26.8,6,0,0,17,28,7,80,23,19,,,0,Matches,1ea5f91c
261,Juan Jesus,br BRA,DF,Roma,29,1991,1.7,0,0,0,4,0,0,0,2,2,,,0,Matches,79083382
262,Hamed Junior Traorè,ci CIV,MF,Sassuolo,20,2000,19.9,6,0,0,26,19,4,61,20,17,,,0,Matches,570bb4b9
263,Musa Juwara,gm GAM,MF,Bologna,18,2001,0.5,1,0,0,1,2,0,5,0,2,,,0,Matches,7737dee2
264,Nikola Kalinić,hr CRO,FW,Hellas Verona,32,1988,11.8,2,0,0,27,34,10,1,1,4,,,0,Matches,d4931a5a
265,Yayah Kallon,sl SLE,FW,Genoa,19,2001,0.5,0,0,0,0,0,2,1,0,0,,,0,Matches,f95f49d2
266,Pierre Kalulu,fr FRA,DF,Milan,20,2000,8.1,1,0,0,9,2,0,17,21,14,,,0,Matches,85f7d1be
267,Yann Karamoh,fr FRA,FWMF,Parma,22,1998,14.4,3,0,0,14,13,8,21,4,17,,,0,Matches,8b66d9cc
268,Isaac Karamoko,fr FRA,FW,Sassuolo,18,2002,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches,4c7919df
269,Augustus Kargbo,sl SLE,FWMF,Crotone,20,1999,0.4,0,0,0,0,1,0,1,0,0,,,0,Matches,0c8f27b5
270,Rick Karsdorp,nl NED,MFDF,Roma,25,1995,28.3,2,0,0,36,13,3,56,35,24,,,0,Matches,9f84febe
271,Franck Kessié,ci CIV,MF,Milan,23,1996,35.8,8,0,0,65,39,1,13,48,29,,,0,Matches,05e19d6a
272,Omar Khailoti,it ITA,DF,Bologna,18,2001,0.3,0,0,0,0,0,0,1,1,0,,,0,Matches,19d1c41f
273,Simon Kjær,dk DEN,DF,Milan,31,1989,26.6,3,0,0,26,10,1,3,43,26,,,0,Matches,8b8a56ce
274,Ragnar Klavan,ee EST,DF,Cagliari,34,1985,8.6,1,0,0,8,1,0,1,9,12,,,0,Matches,008a6e6d
275,Justin Kluivert,nl NED,FWMF,Roma,21,1999,0.2,0,0,0,1,0,0,1,0,0,,,0,Matches,4c3a6744
276,Aleksandr Kokorin,ru RUS,FWMF,Fiorentina,29,1991,1.0,1,0,0,1,0,0,0,0,0,,,0,Matches,fec5accc
277,Aleksandar Kolarov,rs SRB,DF,Inter,34,1985,4.3,0,0,0,3,4,0,18,7,4,,,0,Matches,eda40760
278,Márk Kosznovszky,hu HUN,MF,Parma,18,2002,1.0,0,0,0,2,0,0,0,1,2,,,0,Matches,185bf610
279,Christian Kouamé,ci CIV,FWMF,Fiorentina,22,1997,11.1,4,0,0,25,33,5,7,4,5,,,0,Matches,58e933d2
280,Kalidou Koulibaly,sn SEN,DF,Napoli,29,1991,24.5,10,1,1,29,9,0,5,31,25,,,0,Matches,da974c7b
281,Viktor Kovalenko,ua UKR,MF,Atalanta,24,1996,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches,9d60028d
282,Rade Krunić,ba BIH,MF,Milan,26,1993,8.0,3,0,0,11,21,2,3,10,12,,,0,Matches,817c6964
283,Juraj Kucka,sk SVK,MFFW,Parma,33,1987,25.9,8,0,0,65,71,4,17,28,37,,,0,Matches,5aaef9ef
284,Dejan Kulusevski,se SWE,MFFW,Juventus,20,2000,21.4,7,0,0,41,29,5,60,11,18,,,0,Matches,df3cda47
285,Marash Kumbulla,al ALB,DF,Roma,20,2000,15.1,8,0,0,26,14,0,1,27,11,,,0,Matches,a40819d9
286,Jasmin Kurtić,si SVN,MF,Parma,31,1989,30.4,5,0,0,46,37,3,89,34,32,,,0,Matches,144607cc
287,Giorgos Kyriakopoulos,gr GRE,DFMF,Sassuolo,24,1996,16.2,3,1,1,17,7,3,64,14,20,,,0,Matches,0a483542
288,Antonino La Gumina,it ITA,FW,Sampdoria,24,1996,3.8,0,0,0,5,6,2,4,4,1,,,0,Matches,822a7761
289,Sam Lammers,nl NED,FW,Atalanta,23,1997,3.2,0,0,0,5,5,2,0,0,0,,,0,Matches,c283ddef
290,Gianluca Lapadula,pe PER,FW,Benevento,30,1990,28.5,2,0,0,48,68,34,14,5,14,,,0,Matches,2ead2809
291,Danilo Larangeira,br BRA,DF,Bologna,36,1984,34.8,8,0,0,39,15,1,2,56,23,,,0,Matches,fed5f993
292,Kevin Lasagna,it ITA,FW,Udinese,27,1992,12.3,1,0,0,20,11,9,17,6,1,,,0,Matches,09538fdb
293,Kevin Lasagna,it ITA,FW,Hellas Verona,27,1992,14.1,0,0,0,32,21,23,4,1,3,,,0,Matches,09538fdb
294,Vincent Laurini,fr FRA,DFMF,Parma,31,1989,9.7,1,0,0,12,18,0,28,16,12,,,0,Matches,3535098b
295,Darko Lazović,rs SRB,MF,Hellas Verona,29,1990,27.8,3,0,0,10,3,10,122,23,19,,,0,Matches,5128bde4
296,Manuel Lazzari,it ITA,MF,Lazio,26,1993,29.0,2,1,0,26,54,2,114,19,16,,,1,Matches,02caf6e0
297,Rafael Leão,pt POR,MFFW,Milan,21,1999,21.4,5,0,0,28,21,4,31,5,8,,,0,Matches,20730eae
298,Lucas Leiva,br BRA,MF,Lazio,33,1987,23.7,10,0,0,47,25,1,16,60,32,,,0,Matches,4c78b5ed
299,Lukas Lerager,dk DEN,MF,Genoa,27,1993,12.9,0,0,0,16,16,3,7,17,11,,,0,Matches,1b82f8df
300,Mehdi Léris,dz ALG,DFMF,Sampdoria,22,1998,4.3,1,0,0,13,3,0,17,11,7,,,0,Matches,7d3cbc67
301,Karlo Letica,hr CRO,GK,Sampdoria,23,1997,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches,4a6914ff
302,Gaetano Letizia,it ITA,DF,Benevento,30,1990,17.4,2,0,0,15,21,0,83,22,24,,,0,Matches,3dd45b70
303,Matthijs de Ligt,nl NED,DF,Juventus,20,1999,24.7,4,0,0,40,23,1,5,36,22,,,0,Matches,d6e53a3a
304,Karol Linetty,pl POL,MF,Torino,25,1995,20.4,5,0,0,31,30,1,6,19,30,,,0,Matches,d023d70f
305,Pol Lirola,es ESP,MF,Fiorentina,22,1997,5.5,3,0,0,4,3,1,23,7,9,,,0,Matches,ff800ed8
306,Fernando Llorente,es ESP,FW,Udinese,35,1985,7.9,2,0,0,21,11,3,0,2,1,,,0,Matches,82dbf623
307,Fernando Llorente,es ESP,FW,Napoli,35,1985,0.6,0,0,0,3,1,0,0,0,0,,,0,Matches,82dbf623
308,Stanislav Lobotka,sk SVK,MF,Napoli,25,1994,1.7,2,0,0,5,2,0,0,0,1,,,0,Matches,e1cbb531
309,Manuel Locatelli,it ITA,MF,Sassuolo,22,1998,32.0,9,0,0,53,48,1,44,56,43,,,0,Matches,a8a874f1
310,Maxime Lopez,fr FRA,MF,Sassuolo,22,1997,20.7,7,0,0,24,22,0,39,17,14,,,0,Matches,20094685
311,Pau López,es ESP,GK,Roma,25,1994,20.2,0,0,0,0,1,0,0,0,0,,,0,Matches,20b9f052
312,Matteo Lovato,it ITA,DF,Hellas Verona,20,2000,15.4,5,0,0,26,9,0,1,38,14,,,0,Matches,5fa57166
313,Hirving Lozano,mx MEX,MFFW,Napoli,25,1995,21.8,6,0,0,34,69,11,75,18,18,,,0,Matches,a69e4806
314,José Luis Palomino,ar ARG,DF,Atalanta,30,1990,27.0,3,0,0,49,16,2,14,84,33,,,0,Matches,921f6058
315,Romelu Lukaku,be BEL,FW,Inter,27,1993,32.0,4,0,0,34,49,19,20,2,3,,,0,Matches,5eae500a
316,Saša Lukić,rs SRB,MF,Torino,23,1996,23.4,4,0,0,46,36,2,35,18,15,,,0,Matches,c6e8cf1f
317,Senad Lulić,ba BIH,MF,Lazio,34,1986,8.0,1,0,0,13,3,2,23,4,6,,,0,Matches,7fd58fe3
318,Sebastiano Luperto,it ITA,DF,Crotone,23,1996,20.9,5,1,1,28,19,0,2,26,20,,,0,Matches,997fff07
319,Lyanco,br BRA,DF,Torino,23,1997,21.8,8,0,0,24,13,0,5,51,12,,,0,Matches,b5bf1770
320,Babis Lykogiannis,gr GRE,DFMF,Cagliari,26,1993,26.9,10,2,2,29,24,2,118,38,22,,,0,Matches,5efc5389
321,Lisandro Magallán,ar ARG,DF,Crotone,26,1993,24.2,10,0,0,66,14,0,1,43,35,,,0,Matches,01a49bd2
322,Christian Maggio,it ITA,DF,Benevento,38,1982,3.3,2,0,0,6,7,0,3,2,4,,,0,Matches,31d7f557
323,Giulio Maggiore,it ITA,MF,Spezia,22,1998,24.6,3,0,0,58,41,4,20,21,37,,,0,Matches,957e4c87
324,Francesco Magnanelli,it ITA,MF,Sassuolo,35,1984,4.9,2,0,0,5,6,0,0,13,6,,,0,Matches,07767f42
325,Giangiacomo Magnani,it ITA,DF,Hellas Verona,24,1995,16.8,8,0,0,44,29,0,3,48,14,,,1,Matches,cce9f582
326,Jean-Victor Makengo,fr FRA,MF,Udinese,22,1998,5.8,1,0,0,13,4,0,5,5,5,,,0,Matches,22bfb57e
327,Nikola Maksimović,rs SRB,DF,Napoli,28,1991,13.4,1,0,0,6,6,0,3,24,9,,,1,Matches,16b9d5cf
328,Kévin Malcuit,ma MAR,DFFW,Napoli,29,1991,0.4,0,0,0,0,0,0,0,2,1,,,0,Matches,d6a889ea
329,Kévin Malcuit,ma MAR,MF,Fiorentina,29,1991,2.3,0,0,0,4,1,0,10,3,4,,,0,Matches,d6a889ea
330,Daniel Maldini,it ITA,FWMF,Milan,18,2001,0.3,0,0,0,4,1,0,2,0,0,,,0,Matches,801831fe
331,Ruslan Malinovskyi,ua UKR,MFFW,Atalanta,27,1993,20.8,3,0,0,45,55,1,121,3,8,,,0,Matches,48d5bd33
332,Dennis Man,ro ROU,FWMF,Parma,21,1998,7.8,1,0,0,6,7,0,8,2,6,,,0,Matches,2079b3cc
333,Gianluca Mancini,it ITA,DF,Roma,24,1996,31.7,10,0,0,67,27,2,14,77,31,,,0,Matches,5aa53281
334,Rolando Mandragora,it ITA,MF,Udinese,23,1997,4.4,0,0,0,5,4,1,5,5,5,,,0,Matches,c7259b83
335,Rolando Mandragora,it ITA,MF,Torino,23,1997,16.9,5,1,1,33,30,1,36,20,3,,,0,Matches,c7259b83
336,Mario Mandžukić,hr CRO,FW,Milan,34,1986,2.4,1,0,0,9,2,2,1,2,6,,,0,Matches,afa0d4e0
337,Niccolò Manfredini,it ITA,GK,Benevento,32,1988,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches,e4b39692
338,Kostas Manolas,gr GRE,DF,Napoli,29,1991,25.5,5,0,0,21,12,1,0,25,18,,,0,Matches,c707411f
339,Juan Manuel Ramos,uy URU,DF,Spezia,23,1996,3.3,1,0,0,3,2,1,12,2,0,,,0,Matches,36d7971a
340,Federico Marchetti,it ITA,GK,Genoa,37,1983,3.7,0,0,0,0,0,0,0,0,0,,,0,Matches,f794b426
341,Riccardo Marchizza,it ITA,DF,Spezia,22,1998,17.3,4,0,0,17,14,4,72,11,11,,,0,Matches,91d0fabf
342,Gian Marco Ferrari,it ITA,DF,Sassuolo,28,1992,33.5,7,0,0,41,35,0,3,53,20,,,0,Matches,8650af85
343,Răzvan Marin,ro ROU,MF,Cagliari,24,1996,32.9,6,0,0,48,24,3,160,32,37,,,0,Matches,7fac99d4
344,Marlon,br BRA,DF,Sassuolo,24,1995,19.4,6,1,1,26,8,0,0,29,14,,,0,Matches,cdf65d12
345,Luca Marrone,it ITA,DF,Crotone,30,1990,17.6,8,0,0,36,11,0,0,29,18,,,1,Matches,ea468ea8
346,Lautaro Martínez,ar ARG,FW,Inter,22,1997,28.5,5,0,0,65,61,11,13,30,13,,,0,Matches,f7036e1c
347,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,24,1996,16.5,4,1,0,23,10,0,5,42,21,,,0,Matches,3ec3c1c9
348,Adam Marušić,me MNE,MFDF,Lazio,27,1992,33.0,3,0,0,19,17,4,66,45,23,,,1,Matches,d4535821
349,Andrea Masiello,it ITA,DF,Genoa,34,1986,28.5,6,0,0,15,12,1,8,51,25,,,0,Matches,e0314d87
350,Giuseppe Mastinu,it ITA,MF,Spezia,28,1991,0.4,0,0,0,1,1,0,0,0,1,,,0,Matches,26cd1bff
351,Ryder Matos,br BRA,FWMF,Udinese,27,1993,0.1,0,0,0,1,2,0,2,0,0,,,0,Matches,7280b54f
352,Federico Mattiello,it ITA,DFMF,Spezia,25,1995,0.4,0,0,0,0,1,0,2,0,0,,,0,Matches,fba81826
353,Borja Mayoral,es ESP,FW,Roma,23,1997,17.2,1,0,0,10,27,13,7,0,1,,,0,Matches,64e8ed6d
354,Antonio Mazzotta,it ITA,MF,Crotone,30,1989,0.6,1,0,0,2,0,0,2,0,1,,,0,Matches,4366d5e9
355,Ibrahima Mbaye,sn SEN,DF,Bologna,25,1994,4.8,2,0,0,3,5,1,2,2,5,,,0,Matches,cfbf9881
356,Weston McKennie,us USA,MF,Juventus,21,1998,18.9,5,0,0,44,7,4,10,28,19,,,0,Matches,01c3aff5
357,Gary Medel,cl CHI,DFMF,Bologna,32,1987,5.7,1,0,0,5,9,0,0,8,9,,,0,Matches,563a68ad
358,Soualiho Meïté,fr FRA,MF,Torino,26,1994,10.2,0,0,0,11,9,1,3,9,8,,,0,Matches,5cec2c74
359,Soualiho Meïté,fr FRA,MF,Milan,26,1994,6.5,2,0,0,13,14,2,1,10,10,,,0,Matches,5cec2c74
360,Filippo Melegoni,it ITA,MF,Genoa,21,1999,4.3,1,0,0,3,5,0,13,4,5,,,0,Matches,6604165d
361,Arthur Melo,br BRA,MF,Juventus,23,1996,12.9,3,0,0,11,20,0,3,18,9,,,0,Matches,48b3dd60
362,Alex Meret,it ITA,GK,Napoli,23,1997,22.0,0,0,0,0,1,0,0,0,0,,,0,Matches,9413b19f
363,Yıldırım Mert Çetin,tr TUR,DF,Hellas Verona,23,1997,4.6,1,0,0,6,4,0,1,15,5,,,0,Matches,c730da00
364,Dries Mertens,be BEL,FWMF,Napoli,33,1987,16.2,2,0,0,16,9,5,64,8,13,,,0,Matches,89b2c8a9
365,Junior Messias,br BRA,MFFW,Crotone,29,1991,35.7,6,0,0,35,93,5,120,34,37,,,0,Matches,f49c4ae9
366,Petar Mićin,rs SRB,MF,Udinese,21,1998,0.2,0,0,0,1,0,0,0,0,0,,,0,Matches,259deea9
367,Valentin Mihaila,ro ROU,FW,Parma,20,2000,7.8,2,0,0,5,8,5,14,5,1,,,0,Matches,81a4c239
368,Nikola Milenković,rs SRB,DF,Fiorentina,22,1997,33.7,7,1,0,56,16,0,6,47,25,,,0,Matches,bee704fc
369,Sergej Milinković-Savić,rs SRB,MF,Lazio,25,1995,30.5,4,0,0,57,50,11,58,32,39,,,0,Matches,4e6dbac4
370,Vanja Milinković-Savić,rs SRB,GK,Torino,23,1997,5.0,0,1,0,0,2,0,0,0,1,,,0,Matches,9fa26bc2
371,Vincenzo Millico,it ITA,FW,Torino,19,2000,0.2,0,0,0,0,0,0,1,0,0,,,0,Matches,6817095b
372,Aleksei Miranchuk,ru RUS,MF,Atalanta,24,1995,7.5,0,0,0,16,20,2,14,4,13,,,0,Matches,a9aa0d1d
373,Antonio Mirante,it ITA,GK,Roma,37,1983,12.8,2,0,0,0,2,0,0,0,0,,,0,Matches,30223b33
374,Henrikh Mkhitaryan,am ARM,MF,Roma,31,1989,30.5,2,0,0,35,47,10,52,39,26,,,0,Matches,dd0daf32
375,Johan Mojica,co COL,MF,Atalanta,27,1992,3.3,1,0,0,4,1,0,20,7,4,,,0,Matches,608f2092
376,Nahuel Molina,ar ARG,MF,Udinese,22,1998,20.3,1,0,0,17,11,4,86,19,17,,,0,Matches,23610943
377,Salvatore Molina,it ITA,MF,Crotone,28,1992,25.7,1,0,0,25,39,2,69,19,23,,,1,Matches,54ab971f
378,Gabriele Moncini,it ITA,FW,Benevento,24,1996,4.0,0,0,0,9,10,2,0,2,1,,,0,Matches,c4efe2b4
379,Cristóbal Montiel,es ESP,MF,Fiorentina,20,2000,0.0,0,0,0,0,1,0,0,0,0,,,0,Matches,dd52d069
380,Lorenzo Montipò,it ITA,GK,Benevento,24,1996,37.0,3,0,0,3,6,0,0,0,1,,,1,Matches,c1d95617
381,Luca Mora,it ITA,MF,Spezia,32,1988,1.3,0,0,0,2,2,0,1,0,1,,,0,Matches,42fff925
382,Álvaro Morata,es ESP,FW,Juventus,27,1992,22.4,3,1,0,37,44,20,18,9,14,,,0,Matches,129af0db
383,Raúl Moro,es ESP,MF,Lazio,17,2002,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches,919dd4b1
384,Mert Müldür,tr TUR,DF,Sassuolo,21,1999,18.6,2,0,0,20,15,0,50,38,19,,,0,Matches,1295552e
385,Luis Muriel,co COL,FWMF,Atalanta,29,1991,16.0,0,0,0,18,20,4,81,8,12,,,0,Matches,eb2fe5b6
386,Vedat Muriqi,xk KVX,FW,Lazio,26,1994,9.2,1,0,0,14,19,15,3,3,1,,,0,Matches,0cadc46d
387,Nicola Murru,it ITA,MFDF,Torino,25,1994,6.3,0,0,0,12,12,0,22,14,6,,,0,Matches,d183e9d6
388,Mateo Musacchio,ar ARG,DF,Milan,29,1990,0.4,0,0,0,1,0,0,0,3,2,,,0,Matches,91899ca8
389,Mateo Musacchio,ar ARG,DF,Lazio,29,1990,2.5,2,0,0,3,4,0,1,2,1,,,0,Matches,91899ca8
390,Juan Musso,ar ARG,GK,Udinese,26,1994,35.0,5,0,0,4,4,0,0,1,1,,,0,Matches,a111cf41
391,Joakim Mæhle,dk DEN,MF,Atalanta,23,1997,13.5,0,0,0,10,11,0,36,13,11,,,0,Matches,c459a650
392,Radja Nainggolan,be BEL,MF,Cagliari,32,1988,20.5,5,0,0,21,21,0,72,16,28,,,0,Matches,1f9328da
393,Radja Nainggolan,be BEL,FWMF,Inter,32,1988,0.5,0,0,0,1,0,0,0,0,0,,,0,Matches,1f9328da
394,Nahitan Nández,uy URU,MF,Cagliari,24,1995,30.4,8,1,0,41,60,8,95,30,30,,,0,Matches,95facda1
395,Ilija Nestorovski,mk MKD,FW,Udinese,30,1990,7.8,1,0,0,16,16,5,3,2,5,,,0,Matches,b1236c63
396,Nicolas Nkoulou,cm CMR,DF,Torino,30,1990,15.1,5,0,0,15,25,0,0,31,10,,,0,Matches,93cf32a8
397,Bram Nuytinck,nl NED,DF,Udinese,30,1990,18.2,1,0,0,8,5,0,3,26,18,,,0,Matches,e33f36d5
398,Simeon Nwankwo,ng NGA,FW,Crotone,28,1992,32.7,1,0,0,50,44,23,2,7,6,,,0,Matches,80dbbd10
399,M'Bala Nzola,ao ANG,FW,Spezia,23,1996,21.1,5,0,0,56,27,26,2,5,5,,,0,Matches,a4948e67
400,Pedro Obiang,gq EQG,MF,Sassuolo,28,1992,16.3,4,1,0,23,20,0,1,22,22,,,0,Matches,ba1e04b3
401,Brian Oddei,it ITA,FW,Sassuolo,17,2002,0.5,0,0,0,0,1,0,7,0,1,,,0,Matches,97e8ea97
402,Stefano Okaka,it ITA,FW,Udinese,30,1989,16.5,2,0,0,38,35,13,4,2,7,,,0,Matches,601ef102
403,Christian Oliva,uy URU,MF,Cagliari,24,1996,4.3,2,0,0,7,5,0,3,6,4,,,0,Matches,d3b888e3
404,Maximiliano Olivera,uy URU,DF,Fiorentina,28,1992,1.0,0,0,0,1,1,0,0,0,0,,,0,Matches,32a33c68
405,Jérôme Onguéné,cm CMR,DF,Genoa,22,1997,2.0,0,0,0,3,1,0,1,2,1,,,0,Matches,e81f0356
406,Riccardo Orsolini,it ITA,MF,Bologna,23,1997,19.5,0,0,0,21,44,7,100,9,20,,,0,Matches,e14ec482
