--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,,Standard,,,,,,,,,,,-additional
381,Edoardo Motta,it ITA,GK,Lazio,20,2005,9.0,0,0,0,,0.00,0.00,,,0,0,Matches,35dfd6b5
382,Tarik Muharemovic,ba BIH,DF,Sassuolo,22,2003,31.5,2,20,7,35.0,0.63,0.22,0.10,0.29,0,0,Matches,426dda23
383,Arijanet Muric,xk KVX,GK,Sassuolo,26,1998,32.0,0,0,0,,0.00,0.00,,,0,0,Matches,99aa1a84
384,Yunus Musah,us USA,MF,Milan,22,2002,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,b51b1b9c
385,Yunus Musah,us USA,MF,Atalanta,22,2002,6.4,1,7,2,28.6,1.10,0.31,0.14,0.50,0,0,Matches,b51b1b9c
386,Cheveyo Muy,nl NED,FW,Milan,18,2006,0.1,0,1,0,0.0,18.00,0.00,0.00,,0,0,Matches,92b6e30a
387,Obite N'Dicka,ci CIV,DF,Roma,25,1999,29.8,3,23,6,26.1,0.77,0.20,0.13,0.50,0,0,Matches,441197b8
388,Konan N'dri,ne NIG,MF,Lecce,24,2000,6.0,2,19,5,26.3,3.14,0.83,0.11,0.40,0,0,Matches,17329380
389,Corrie Ndaba,ie IRL,DF,Lecce,25,1999,6.0,0,2,0,0.0,0.33,0.00,0.00,,0,0,Matches,4db55657
390,Michel Ndary Adopo,fr FRA,MF,Cagliari,25,2000,33.9,1,28,11,39.3,0.83,0.32,0.04,0.09,0,0,Matches,599d91d0
391,Abdoulaye Ndiaye,sn SEN,DF,Parma,23,2002,8.7,0,6,0,0.0,0.69,0.00,0.00,,0,0,Matches,b8cd2ae4
392,Cher Ndour,it ITA,MF,Fiorentina,21,2004,20.8,3,24,8,33.3,1.15,0.38,0.13,0.38,0,0,Matches,3b88609d
393,Victor Nelsson,dk DEN,DF,Hellas Verona,26,1998,36.8,0,8,1,12.5,0.22,0.03,0.00,0.00,0,0,Matches,e53b5534
394,David Neres,br BRA,FWMF,Napoli,28,1997,10.2,3,17,4,23.5,1.66,0.39,0.18,0.75,0,0,Matches,4f1e6a0b
395,Oumar Ngom,mr MTN,MF,Lecce,21,2004,9.4,0,5,2,40.0,0.53,0.21,0.00,0.00,0,0,Matches,2fd5aca2
396,Cyril Ngonge,be BEL,FW,Torino,25,2000,11.0,1,24,12,50.0,2.17,1.09,0.04,0.08,0,0,Matches,2b8360f1
397,Mikayil Ngor Faye,sn SEN,MFDF,Cremonese,21,2004,2.8,0,2,0,0.0,0.71,0.00,0.00,,0,0,Matches,b37ae816
398,Cheikh Niasse,sn SEN,MF,Hellas Verona,25,2000,10.8,0,6,1,16.7,0.56,0.09,0.00,0.00,0,0,Matches,ff20acfe
399,Hans Nicolussi Caviglia,it ITA,MF,Fiorentina,25,2000,6.5,0,4,1,25.0,0.62,0.15,0.00,0.00,0,0,Matches,b136c945
400,Hans Nicolussi Caviglia,it ITA,MF,Parma,25,2000,9.7,0,16,2,12.5,1.66,0.21,0.00,0.00,0,0,Matches,b136c945
401,Oliver Nielsen,dk DEN,DF,Lazio,22,2003,17.1,0,6,2,33.3,0.35,0.12,0.00,0.00,0,0,Matches,e97adead
402,Alieu Njie,se SWE,MFFW,Torino,20,2005,3.3,1,6,3,50.0,1.81,0.90,0.17,0.33,0,0,Matches,15918c9c
403,Niels Nkounkou,fr FRA,MFDF,Torino,24,2000,3.9,0,4,1,25.0,1.01,0.25,0.00,0.00,0,0,Matches,f5b281e7
404,Christopher Nkunku,fr FRA,FW,Milan,27,1997,15.1,7,29,16,55.2,1.92,1.06,0.24,0.44,5,5,Matches,7c56da38
405,Brooke Norton-Cuffy,eng ENG,MFDF,Genoa,21,2004,24.6,2,15,6,40.0,0.61,0.24,0.13,0.33,0,0,Matches,54f5b2bd
406,Tijjani Noslin,nl NED,FW,Lazio,26,1999,12.8,4,35,13,37.1,2.74,1.02,0.11,0.31,0,0,Matches,2f067cf2
407,Unai Núñez,es ESP,DF,Hellas Verona,28,1997,14.1,0,7,1,14.3,0.50,0.07,0.00,0.00,0,0,Matches,be170419
408,Joi Nuredini,al ALB,FW,Genoa,17,2007,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,9c6efdc0
409,M'Bala Nzola,ao ANG,FW,Sassuolo,28,1996,5.3,1,11,4,36.4,2.09,0.76,0.09,0.25,0,0,Matches,a4948e67
410,M'Bala Nzola,ao ANG,FW,Pisa,28,1996,11.7,3,28,7,25.0,2.40,0.60,0.11,0.43,2,3,Matches,a4948e67
411,Adam Obert,sk SVK,DFMF,Cagliari,22,2002,30.8,0,10,3,30.0,0.32,0.10,0.00,0.00,0,0,Matches,aa25ce92
412,Rafel Obrador,es ESP,MF,Torino,21,2004,12.4,1,7,2,28.6,0.56,0.16,0.14,0.50,0,0,Matches,949c3655
413,Cas Odenthal,nl NED,DF,Sassuolo,24,2000,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,e14e10b1
414,Jens Odgaard,dk DEN,MF,Bologna,26,1999,15.3,5,35,13,37.1,2.29,0.85,0.14,0.38,0,0,Matches,75374ee7
415,David Odogu,de GER,DF,Milan,19,2006,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,6a58d68c
416,David Okereke,ng NGA,FWMF,Cremonese,27,1997,4.5,2,8,5,62.5,1.79,1.12,0.25,0.40,0,0,Matches,d125f22f
417,Maduka Okoye,ng NGA,GK,Udinese,25,1999,29.1,0,0,0,,0.00,0.00,,,0,0,Matches,ab5c36dd
418,Mathías Olivera,uy URU,DFMF,Napoli,27,1997,15.2,0,8,3,37.5,0.53,0.20,0.00,0.00,0,0,Matches,41c12f75
419,Jean Onana,cm CMR,MF,Genoa,25,2000,0.5,0,1,0,0.0,2.00,0.00,0.00,,0,0,Matches,b5bb8188
420,Jacob Ondrejka,se SWE,FWMF,Parma,22,2002,8.6,0,21,7,33.3,2.45,0.82,0.00,0.00,0,0,Matches,752e09ed
421,Loïs Openda,be BEL,FWMF,Juventus,25,2000,7.4,1,26,6,23.1,3.51,0.81,0.04,0.17,0,0,Matches,8652a85c
422,Gift Orban,ng NGA,FW,Hellas Verona,23,2002,22.5,7,85,28,32.9,3.77,1.24,0.08,0.25,2,2,Matches,de17db90
423,Christian Ordoñez,ar ARG,MF,Parma,21,2004,12.1,1,10,2,20.0,0.82,0.16,0.10,0.50,0,0,Matches,0d94b6d9
424,Gaetano Oristanio,it ITA,FWMF,Parma,22,2002,9.5,1,24,4,16.7,2.51,0.42,0.04,0.25,0,0,Matches,5cfc74fc
425,Riccardo Orsolini,it ITA,MFFW,Bologna,28,1997,23.5,10,82,31,37.8,3.50,1.32,0.12,0.32,4,6,Matches,e14ec482
426,Sebastian Otoa,dk DEN,DF,Genoa,21,2004,9.2,0,3,2,66.7,0.33,0.22,0.00,0.00,0,0,Matches,a214da59
427,Latif Ouedraogo,bf BFA,DF,Genoa,17,2007,0.6,0,0,0,,0.00,0.00,,,0,0,Matches,0fc9b341
428,Daniel Oyegoke,eng ENG,MFDF,Hellas Verona,22,2003,6.6,0,3,1,33.3,0.45,0.15,0.00,0.00,0,0,Matches,c9866d69
429,Daniele Padelli,it ITA,GK,Udinese,39,1985,2.0,0,0,0,,0.00,0.00,,,0,0,Matches,cf1c23d8
430,Alberto Paleari,it ITA,GK,Torino,32,1992,29.0,0,0,0,,0.00,0.00,,,0,0,Matches,94a3606c
431,Marco Palestra,it ITA,MFDF,Cagliari,20,2005,34.2,1,29,7,24.1,0.85,0.20,0.03,0.14,0,0,Matches,1f1828dd
432,Matteo Palma,de GER,DF,Udinese,17,2008,1.3,0,0,0,,0.00,0.00,,,0,0,Matches,cb2e6751
433,Fabiano Parisi,it ITA,MFFW,Fiorentina,24,2000,16.9,1,24,7,29.2,1.42,0.41,0.04,0.14,0,0,Matches,0967845b
434,Mario Pašalić,hr CRO,MF,Atalanta,30,1995,21.5,3,24,6,25.0,1.12,0.28,0.13,0.50,0,0,Matches,e599253a
435,Patric,es ESP,MFDF,Lazio,32,1993,7.4,0,5,0,0.0,0.67,0.00,0.00,,0,0,Matches,f7223718
436,Benjamin Pavard,fr FRA,DF,Inter,29,1996,1.0,0,1,1,100.0,1.00,1.00,0.00,0.00,0,0,Matches,45a03961
437,Strahinja Pavlović,rs SRB,DF,Milan,24,2001,31.9,5,26,6,23.1,0.82,0.19,0.19,0.83,0,0,Matches,25146df0
438,Leonardo Pavoletti,it ITA,FW,Cagliari,36,1988,2.5,1,6,1,16.7,2.38,0.40,0.17,1.00,0,0,Matches,d37b0350
439,Martín Payero,ar ARG,MF,Cremonese,26,1998,16.2,1,23,8,34.8,1.42,0.49,0.04,0.13,0,0,Matches,bdbff2b5
440,Nicolás Paz,ar ARG,MF,Como,20,2004,32.0,12,121,48,39.7,3.78,1.50,0.10,0.25,0,2,Matches,01bb93d5
441,Marcus Pedersen,no NOR,MFDF,Torino,25,2000,23.7,1,15,3,20.0,0.63,0.13,0.07,0.33,0,0,Matches,596cc50e
442,Pedro,es ESP,FWMF,Lazio,38,1987,10.9,5,22,11,50.0,2.02,1.01,0.23,0.45,2,2,Matches,3ca7254a
443,Zé Pedro Figueiredo,pt POR,DF,Cagliari,28,1997,18.9,0,7,0,0.0,0.37,0.00,0.00,,0,0,Matches,2063e21d
444,Lorenzo Pellegrini,it ITA,MF,Roma,29,1996,16.3,4,32,12,37.5,1.97,0.74,0.13,0.33,2,2,Matches,4a5a45c7
445,Luca Pellegrini,it ITA,DF,Lazio,26,1999,16.3,1,7,5,71.4,0.43,0.31,0.14,0.20,0,0,Matches,3b61c9ec
446,Mateo Pellegrino,ar ARG,FW,Parma,24,2001,33.2,9,73,22,30.1,2.20,0.66,0.12,0.41,1,1,Matches,8c9e96c5
447,Faris Pemi Moumbagna,cm CMR,FW,Cremonese,25,2000,1.0,0,2,0,0.0,1.94,0.00,0.00,,0,0,Matches,58aae0a9
448,Matías Pérez,cl CHI,DF,Lecce,20,2005,0.3,0,0,0,,0.00,0.00,,,0,0,Matches,2726054a
449,Simone Perilli,it ITA,GK,Hellas Verona,30,1995,3.0,0,0,0,,0.00,0.00,,,0,0,Matches,b9e11c1d
450,Mattia Perin,it ITA,GK,Juventus,32,1992,8.5,0,0,0,,0.00,0.00,,,0,0,Matches,4c62d0c8
451,Máximo Perrone,ar ARG,MF,Como,22,2003,30.5,3,18,9,50.0,0.59,0.30,0.17,0.33,0,0,Matches,53552942
452,Massimo Pessina,it ITA,GK,Bologna,17,2007,3.9,0,0,0,,0.00,0.00,,,0,0,Matches,085a07e8
453,Giuseppe Pezzella,it ITA,MFDF,Cremonese,27,1997,28.7,0,6,0,0.0,0.21,0.00,0.00,,0,0,Matches,149c5f5d
454,Gabriele Piccinini,it ITA,MF,Pisa,24,2001,9.7,0,19,7,36.8,1.95,0.72,0.00,0.00,0,0,Matches,92e4465e
455,Roberto Piccoli,it ITA,FW,Fiorentina,24,2001,18.6,4,47,15,31.9,2.53,0.81,0.09,0.27,0,0,Matches,1cadaf34
456,Nicholas Pierini,it ITA,FWMF,Sassuolo,26,1998,1.6,0,5,2,40.0,3.17,1.27,0.00,0.00,0,0,Matches,7cc89a5f
457,Santiago Pierotti,ar ARG,MFFW,Lecce,24,2001,28.9,1,33,8,24.2,1.14,0.28,0.03,0.13,0,0,Matches,ec315772
458,Balthazar Pierret,fr FRA,MF,Lecce,25,2000,0.3,0,0,0,,0.00,0.00,,,0,0,Matches,c269463b
459,Andrea Pinamonti,it ITA,FW,Sassuolo,26,1999,28.4,9,73,30,41.1,2.57,1.06,0.12,0.30,0,1,Matches,08aa9cd1
460,Jakub Piotrowski,pl POL,MF,Udinese,27,1997,18.8,1,36,9,25.0,1.91,0.48,0.03,0.11,0,0,Matches,af686bed
461,Niccolò Pisilli,it ITA,MF,Roma,20,2004,14.4,2,19,5,26.3,1.32,0.35,0.11,0.40,0,0,Matches,c84dcc88
462,Tommaso Pobega,it ITA,MF,Bologna,26,1999,15.9,3,25,10,40.0,1.57,0.63,0.12,0.30,0,0,Matches,55a1cac2
463,Matteo Politano,it ITA,MFFW,Napoli,31,1993,24.4,2,49,13,26.5,2.00,0.53,0.04,0.15,0,0,Matches,5e861944
464,Marin Pongračić,hr CRO,DF,Fiorentina,27,1997,32.4,0,8,1,12.5,0.25,0.03,0.00,0.00,0,0,Matches,2a6cd437
465,Stefan Posch,at AUT,DF,Como,28,1997,4.4,1,8,3,37.5,1.83,0.69,0.13,0.33,0,0,Matches,7f609bfc
466,Matteo Prati,it ITA,MF,Torino,21,2003,6.8,0,12,0,0.0,1.76,0.00,0.00,,0,0,Matches,d8363914
467,Matteo Prati,it ITA,MF,Cagliari,21,2003,14.1,1,19,1,5.3,1.35,0.07,0.05,1.00,0,0,Matches,d8363914
468,Ivan Provedel,it ITA,GK,Lazio,31,1994,27.0,0,0,0,,0.00,0.00,,,0,0,Matches,277da414
469,Adrian Przyborek,pl POL,MF,Lazio,18,2007,0.1,0,1,0,0.0,10.00,0.00,0.00,,0,0,Matches,8d5d4a98
470,Christian Pulisic,us USA,FW,Milan,26,1998,17.9,8,54,25,46.3,3.02,1.40,0.15,0.32,0,1,Matches,1bf33a9a
471,Adrien Rabiot,fr FRA,MF,Milan,30,1995,28.3,6,46,12,26.1,1.62,0.42,0.13,0.50,0,0,Matches,8794e251
472,Ylber Ramadani,al ALB,MF,Lecce,29,1996,35.6,1,34,5,14.7,0.96,0.14,0.03,0.20,0,0,Matches,ef3c876b
473,Jacobo Ramón,es ESP,DF,Como,20,2005,30.5,2,39,9,23.1,1.28,0.30,0.05,0.22,0,0,Matches,4772b1d1
474,Luca Ranieri,it ITA,DF,Fiorentina,26,1999,27.3,1,18,3,16.7,0.66,0.11,0.06,0.33,0,0,Matches,8c63fae5
475,Giacomo Raspadori,it ITA,MFFW,Atalanta,25,2000,8.8,3,28,11,39.3,3.17,1.24,0.11,0.27,0,0,Matches,6e058f06
476,Othniel Raterink,nl NED,DF,Cagliari,19,2006,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,f3eb2f17
477,Petar Ratkov,rs SRB,FW,Lazio,21,2003,2.6,0,6,1,16.7,2.32,0.39,0.00,0.00,0,0,Matches,f446748f
478,Federico Ravaglia,it ITA,GK,Bologna,25,1999,16.3,0,0,0,,0.00,0.00,,,0,0,Matches,6662d731
479,Devyne Rensch,nl NED,MF,Roma,22,2003,13.2,1,6,2,33.3,0.46,0.15,0.17,0.50,0,0,Matches,c5cbbcff
480,Samuele Ricci,it ITA,MF,Milan,23,2001,14.6,1,18,6,33.3,1.23,0.41,0.06,0.17,0,0,Matches,9823be92
481,Amir Richardson,ma MAR,MF,Fiorentina,23,2002,0.5,0,1,0,0.0,2.14,0.00,0.00,,0,0,Matches,2b7cdb79
482,Filippo Rinaldi,it ITA,GK,Parma,22,2002,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,49124fc6
483,Sergi Roberto,es ESP,MF,Como,33,1992,6.0,0,7,2,28.6,1.16,0.33,0.00,0.00,0,0,Matches,335fa267
484,Jesus Rodríguez,es ESP,MF,Como,19,2005,19.2,2,45,12,26.7,2.34,0.62,0.04,0.17,0,0,Matches,f9f74e43
485,Juan Rodríguez,uy URU,DF,Cagliari,20,2005,14.6,1,3,2,66.7,0.21,0.14,0.33,0.50,0,0,Matches,8f72c9d2
486,Filippo Romagna,it ITA,DF,Sassuolo,28,1997,3.5,0,2,0,0.0,0.58,0.00,0.00,,0,0,Matches,84594618
487,Alessio Romagnoli,it ITA,DF,Lazio,30,1995,29.6,0,9,4,44.4,0.30,0.14,0.00,0.00,0,0,Matches,3ead85f9
488,Alessandro Romano,ch SUI,MF,Roma,19,2006,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,e7b212fa
489,Marten de Roon,nl NED,MF,Atalanta,34,1991,29.9,1,16,4,25.0,0.54,0.13,0.06,0.25,0,0,Matches,2a1beb34
490,Nicolò Rovella,it ITA,MF,Lazio,23,2001,5.7,0,1,0,0.0,0.18,0.00,0.00,,0,0,Matches,e58cbfd5
491,Jonathan Rowe,eng ENG,MFFW,Bologna,22,2003,17.8,3,48,17,35.4,2.69,0.95,0.06,0.18,0,0,Matches,8c12f884
492,Amir Rrahmani,xk KVX,DF,Napoli,31,1994,19.9,2,15,4,26.7,0.75,0.20,0.13,0.50,0,0,Matches,4b3e1a38
493,Daniele Rugani,it ITA,DF,Fiorentina,31,1994,3.6,0,1,0,0.0,0.28,0.00,0.00,,0,0,Matches,14b8fcdf
494,Daniele Rugani,it ITA,DF,Juventus,31,1994,2.8,0,0,0,,0.00,0.00,,,0,0,Matches,14b8fcdf
495,Stefano Sabelli,it ITA,MFDF,Genoa,32,1993,10.1,0,8,0,0.0,0.79,0.00,0.00,,0,0,Matches,0ccac09c
496,Abdelhamid Sabiri,ma MAR,MF,Fiorentina,28,1996,0.3,0,1,0,0.0,3.33,0.00,0.00,,0,0,Matches,4830e0af
497,Alexis Saelemaekers,be BEL,MF,Milan,26,1999,31.0,3,43,11,25.6,1.39,0.36,0.07,0.27,0,0,Matches,ee251371
498,Álex Sala,es ESP,MF,Lecce,24,2001,1.9,0,4,2,50.0,2.16,1.08,0.00,0.00,0,0,Matches,93551864
499,Lazar Samardzic,rs SRB,MF,Atalanta,23,2002,11.4,2,25,9,36.0,2.18,0.79,0.08,0.22,0,0,Matches,217c93a1
500,Antonio Sanabria,py PAR,FW,Cremonese,29,1996,10.5,1,12,4,33.3,1.14,0.38,0.08,0.25,0,0,Matches,0a447501
501,Yellu Santiago,es ESP,MF,Hellas Verona,21,2004,0.1,0,2,1,50.0,30.00,15.00,0.00,0.00,0,0,Matches,bc49fd34
502,Alisson Santos,br BRA,MFFW,Napoli,22,2002,9.3,4,29,16,55.2,3.13,1.73,0.14,0.25,0,0,Matches,c67e9194
503,Jeremy Sarmiento,ec ECU,MF,Cremonese,23,2002,1.6,0,2,2,100.0,1.27,1.27,0.00,0.00,0,0,Matches,ac0d576d
504,Amin Sarr,se SWE,FWMF,Hellas Verona,24,2001,12.2,0,19,6,31.6,1.55,0.49,0.00,0.00,0,0,Matches,d5326924
505,Razvan Sava,ro ROU,GK,Udinese,23,2002,6.9,0,0,0,,0.00,0.00,,,0,0,Matches,41efbd34
506,Giorgio Scalvini,it ITA,DF,Atalanta,21,2003,20.1,3,20,6,30.0,1.00,0.30,0.15,0.50,0,0,Matches,1e9aa637
507,Gianluca Scamacca,it ITA,FW,Atalanta,26,1999,14.6,10,57,22,38.6,3.90,1.51,0.18,0.45,2,2,Matches,8790f988
508,Simone Scuffet,it ITA,GK,Pisa,29,1996,7.0,0,0,0,,0.00,0.00,,,0,0,Matches,41bd99ea
509,Adrian Šemper,hr CRO,GK,Pisa,27,1998,25.0,0,0,0,,0.00,0.00,,,0,0,Matches,f02dde20
510,Suat Serdar,de GER,MF,Hellas Verona,28,1997,12.3,2,19,7,36.8,1.54,0.57,0.11,0.29,0,0,Matches,b3325a30
511,Stephan El Shaarawy,it ITA,MFFW,Roma,32,1992,7.4,1,18,7,38.9,2.43,0.95,0.06,0.14,0,0,Matches,d3aaad90
512,Jamil Siebert,de GER,DF,Lecce,23,2002,18.9,1,6,2,33.3,0.32,0.11,0.17,0.50,0,0,Matches,5967328c
513,Éderson Silva,br BRA,MF,Atalanta,26,1999,24.8,2,35,11,31.4,1.41,0.44,0.06,0.18,1,1,Matches,a9202def
514,Marco Silvestri,it ITA,GK,Cremonese,34,1991,4.0,0,0,0,,0.00,0.00,,,0,0,Matches,0d422df7
515,Giovanni Simeone,ar ARG,FW,Torino,30,1995,24.8,11,78,28,35.9,3.15,1.13,0.14,0.39,0,0,Matches,343c0d52
516,Laurs Skjellerup,dk DEN,FW,Sassuolo,22,2002,0.1,0,1,0,0.0,9.00,0.00,0.00,,0,0,Matches,5f2d3485
517,Łukasz Skorupski,pl POL,GK,Bologna,34,1991,17.7,0,0,0,,0.00,0.00,,,0,0,Matches,ab4449d6
518,Tobias Slotsager,dk DEN,DF,Hellas Verona,19,2006,5.0,0,3,1,33.3,0.61,0.20,0.00,0.00,0,0,Matches,a20b6f5e
519,Ivan Smolčić,hr CRO,DF,Como,24,2000,18.5,0,12,4,33.3,0.65,0.22,0.00,0.00,0,0,Matches,08e57960
520,Simon Sohm,ch SUI,MF,Bologna,24,2001,8.0,0,4,1,25.0,0.50,0.13,0.00,0.00,0,0,Matches,a5f458d9
521,Simon Sohm,ch SUI,MF,Fiorentina,24,2001,7.9,0,5,0,0.0,0.64,0.00,0.00,,0,0,Matches,a5f458d9
522,Oumar Solet,fr FRA,DF,Udinese,25,2000,32.9,3,33,6,18.2,1.00,0.18,0.09,0.50,1,1,Matches,0670ee51
523,Manor Solomon,il ISR,FWMF,Fiorentina,26,1999,9.9,2,11,4,36.4,1.11,0.40,0.18,0.50,0,0,Matches,886f9aac
524,Daniele Sommariva,it ITA,GK,Genoa,28,1997,2.0,0,0,0,,0.00,0.00,,,0,0,Matches,a8e7f7e9
525,Yann Sommer,ch SUI,GK,Inter,36,1988,32.9,0,0,0,,0.00,0.00,,,0,0,Matches,420c18a1
526,Riccardo Sottil,it ITA,FWMF,Lecce,26,1999,11.8,1,20,3,15.0,1.69,0.25,0.05,0.33,0,0,Matches,94816803
527,Matìas Soulé,ar ARG,MFFW,Roma,22,2003,23.8,6,52,18,34.6,2.19,0.76,0.12,0.33,0,0,Matches,c13ddd3e
528,Leonardo Spinazzola,it ITA,MFDF,Napoli,32,1993,21.1,3,21,7,33.3,0.99,0.33,0.14,0.43,0,0,Matches,3626daea
529,Marco Sportiello,it ITA,GK,Atalanta,33,1992,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,ac4003af
530,Nicolae Stanciu,ro ROU,MF,Genoa,32,1993,2.0,0,5,0,0.0,2.50,0.00,0.00,,0,1,Matches,e07c2923
531,Calvin Stengs,nl NED,FWMF,Pisa,26,1998,0.5,0,2,1,50.0,3.91,1.96,0.00,0.00,0,0,Matches,8f7e6783
532,Filip Stojilković,ch SUI,FWMF,Pisa,25,2000,7.3,0,10,4,40.0,1.37,0.55,0.00,0.00,0,0,Matches,0cbe584d
533,Gabriel Strefezza,br BRA,FW,Parma,28,1997,11.2,2,24,7,29.2,2.14,0.63,0.08,0.29,0,0,Matches,ac4a4508
534,Nikola Štulić,rs SRB,FW,Lecce,23,2001,19.0,4,33,9,27.3,1.74,0.47,0.12,0.44,1,1,Matches,557ada13
535,Petar Sučić,hr CRO,MF,Inter,21,2003,19.6,2,22,6,27.3,1.12,0.31,0.09,0.33,0,0,Matches,23fb46ea
536,Ibrahim Sulemana,gh GHA,MF,Cagliari,22,2003,9.6,1,11,2,18.2,1.15,0.21,0.09,0.50,0,0,Matches,230c3f3a
537,Ibrahim Sulemana,gh GHA,MF,Bologna,22,2003,0.5,0,0,0,,0.00,0.00,,,0,0,Matches,230c3f3a
538,Kamaldeen Sulemana,gh GHA,MF,Atalanta,23,2002,11.2,2,25,10,40.0,2.23,0.89,0.08,0.20,0,0,Matches,a62f8bf1
539,Tomáš Suslov,sk SVK,FW,Hellas Verona,23,2002,5.0,0,12,4,33.3,2.42,0.81,0.00,0.00,0,0,Matches,83fe71b8
540,Zion Suzuki,jp JPN,GK,Parma,22,2002,20.0,0,0,0,,0.00,0.00,,,0,0,Matches,51e1f4f5
541,Mile Svilar,rs SRB,GK,Roma,25,1999,38.0,0,0,0,,0.00,0.00,,,0,0,Matches,bcf5058a
542,Adrien Tameze,cm CMR,DF,Torino,31,1994,12.4,0,5,0,0.0,0.40,0.00,0.00,,0,0,Matches,8da74c05
543,Nuno Tavares,pt POR,DF,Lazio,25,2000,16.4,0,16,1,6.3,0.98,0.06,0.00,0.00,0,0,Matches,a65c844b
544,Kenneth Taylor,nl NED,MF,Lazio,23,2002,15.5,3,16,6,37.5,1.03,0.39,0.19,0.50,0,0,Matches,ad9b2747
545,Filippo Terracciano,it ITA,DF,Cremonese,22,2003,33.5,2,14,4,28.6,0.42,0.12,0.14,0.50,0,0,Matches,5cbb5ad6
546,Pietro Terracciano,it ITA,GK,Milan,35,1990,1.4,0,0,0,,0.00,0.00,,,0,0,Matches,e1b0a70d
547,Morten Thorsby,no NOR,MF,Genoa,29,1996,8.1,2,10,4,40.0,1.23,0.49,0.20,0.50,0,0,Matches,d1b49282
548,Morten Thorsby,no NOR,MF,Cremonese,29,1996,7.1,1,11,4,36.4,1.54,0.56,0.09,0.25,0,0,Matches,d1b49282
549,Kristian Thorstvedt,no NOR,MF,Sassuolo,26,1999,27.3,4,43,13,30.2,1.57,0.48,0.09,0.31,0,0,Matches,76ff8d0d
550,Khéphren Thuram,fr FRA,MF,Juventus,24,2001,27.1,3,50,15,30.0,1.84,0.55,0.06,0.20,0,0,Matches,7d9397f8
551,Marcus Thuram,fr FRA,FW,Inter,27,1997,21.1,13,74,29,39.2,3.51,1.37,0.18,0.45,0,0,Matches,6f8cd6d0
552,Fikayo Tomori,eng ENG,DF,Milan,27,1997,28.4,0,9,2,22.2,0.32,0.07,0.00,0.00,0,0,Matches,7edfbb8a
553,Luka Topalović,si SVN,MF,Inter,19,2006,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,9a33c016
554,Idrissa Touré,de GER,MF,Pisa,27,1998,25.3,1,29,8,27.6,1.15,0.32,0.03,0.13,0,0,Matches,6cfd5783
555,Mattéo Tramoni,fr FRA,MFFW,Pisa,25,2000,17.8,2,28,9,32.1,1.58,0.51,0.07,0.22,1,1,Matches,2e0ae188
556,Yael Trepy,,FW,Cagliari,,,1.0,1,7,2,28.6,6.92,1.98,0.14,0.50,0,0,Matches,20c36c00
557,Mariano Troilo,ar ARG,DF,Parma,22,2003,18.1,1,9,2,22.2,0.50,0.11,0.11,0.50,0,0,Matches,fa2c1419
558,Kostas Tsimikas,gr GRE,MF,Roma,29,1996,7.2,0,7,0,0.0,0.98,0.00,0.00,,0,0,Matches,f315ca93
559,Stefano Turati,it ITA,GK,Sassuolo,23,2001,5.9,0,0,0,,0.00,0.00,,,0,0,Matches,bf168004
560,Lautaro Valenti,ar ARG,DF,Parma,26,1999,25.0,0,17,4,23.5,0.68,0.16,0.00,0.00,0,0,Matches,55db5c36
561,Nicolás Valentini,ar ARG,DF,Hellas Verona,24,2001,15.7,0,16,7,43.8,1.02,0.45,0.00,0.00,0,0,Matches,a43e4f9c
562,Emanuele Valeri,it ITA,MFDF,Parma,26,1998,29.4,0,23,5,21.7,0.78,0.17,0.00,0.00,0,0,Matches,ec52b661
563,Álex Valle,es ESP,DF,Como,21,2004,22.5,1,11,2,18.2,0.49,0.09,0.09,0.50,0,0,Matches,97022551
564,Ignace Van Der Brempt,be BEL,DF,Como,23,2002,10.3,0,3,0,0.0,0.29,0.00,0.00,,0,0,Matches,2bf50b37
565,Jari Vandeputte,be BEL,MF,Cremonese,29,1996,21.6,1,20,8,40.0,0.93,0.37,0.05,0.13,0,0,Matches,68e75bf4
566,Jamie Vardy,eng ENG,FW,Cremonese,38,1987,23.4,7,30,14,46.7,1.28,0.60,0.23,0.50,0,0,Matches,45963054
567,Johan Vásquez,mx MEX,DF,Genoa,26,1998,35.7,1,24,6,25.0,0.67,0.17,0.04,0.17,0,0,Matches,5eaed77a
568,Dominic Vavassori,it ITA,FW,Atalanta,19,2005,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,0f0a74d0
569,Robinio Vaz,fr FRA,FW,Roma,18,2007,2.4,1,5,2,40.0,2.08,0.83,0.20,0.50,0,0,Matches,74fb9321
570,Franco Vázquez,ar ARG,FWMF,Cremonese,36,1989,5.8,1,12,4,33.3,2.06,0.69,0.08,0.25,0,0,Matches,467bae22
571,Matías Vecino,uy URU,MF,Lazio,33,1991,6.7,0,7,1,14.3,1.04,0.15,0.00,0.00,0,0,Matches,44ac04e9
