--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,Playing Time,,,,,Starts,,,Subs,,,Team Success,,,,,,,-additional
169,Woyo Coulibaly,ml MLI,DF,Sassuolo,26,1999,20,1054,53,30.8,11.7,9,81,6,11,29,10,1.55,18,16,+2,+0.17,+0.40,Matches,beb6e3a6
170,Ben Cremaschi,us USA,MF,Parma,20,2005,8,132,17,3.9,1.5,2,50,1,6,5,17,0.88,1,3,-2,-1.36,-0.93,Matches,03a446a2
171,Bryan Cristante,it ITA,MF,Roma,30,1995,37,3094,84,90.5,34.4,36,85,27,1,45,0,1.89,55,26,+29,+0.84,+1.12,Matches,16657b95
172,Juan Cuadrado,co COL,MF,Pisa,37,1988,19,506,27,14.8,5.6,2,55,0,17,23,4,0.47,3,9,-6,-1.07,+0.14,Matches,0ab1f153
173,Hugo Cuenca,py PAR,MF,Genoa,20,2005,0,,,,,0,,0,0,,19,,,,,,,Matches,fde33205
174,Patrick Cutrone,it ITA,FW,Como,27,1998,0,,,,,0,,0,0,,1,,,,,,,Matches,a4fe8cda
175,Patrick Cutrone,it ITA,FW,Parma,27,1998,15,888,59,26.0,9.9,11,76,1,4,14,5,0.80,6,11,-5,-0.51,-0.04,Matches,a4fe8cda
176,Lucas Da Cunha,fr FRA,MF,Como,24,2001,36,2739,76,80.1,30.4,31,83,18,5,36,2,1.86,52,24,+28,+0.92,-0.14,Matches,007faf7a
177,Thijs Dallinga,nl NED,FW,Bologna,24,2000,23,811,35,23.7,9.0,9,65,1,14,16,10,1.43,14,10,+4,+0.44,+0.48,Matches,b70afb45
178,Matteo Darmian,it ITA,MFDF,Inter,35,1989,6,248,41,7.3,2.8,2,71,0,4,27,19,1.83,5,5,0,0.00,-1.53,Matches,96e0490d
179,Juan David Cabal,co COL,MF,Juventus,24,2001,12,296,25,8.7,3.3,2,45,0,10,21,11,2.00,8,5,+3,+0.91,+0.22,Matches,ef6eef89
180,Jonathan David,ca CAN,FW,Juventus,25,2000,35,1781,51,52.1,19.8,20,73,4,15,21,3,1.91,32,14,+18,+0.91,+0.42,Matches,ce50fd99
181,Keinan Davis,eng ENG,FW,Udinese,27,1998,30,2065,69,60.4,22.9,27,74,9,3,20,0,1.40,31,28,+3,+0.13,+0.53,Matches,9deaf2c8
182,Davide De Battisti,it ITA,MF,Hellas Verona,19,2006,0,,,,,0,,0,0,,5,,,,,,,Matches,01b7f98c
183,Kevin De Bruyne,be BEL,MF,Napoli,34,1991,18,1165,65,34.1,12.9,13,73,4,5,42,0,2.28,22,8,+14,+1.08,+0.76,Matches,e46012d4
184,Emmanuele De Chiara,it ITA,MF,Napoli,19,2006,0,,,,,0,,0,0,,5,,,,,,,Matches,2065fed9
185,Charles De Ketelaere,be BEL,MFFW,Atalanta,24,2001,31,2177,70,63.7,24.2,26,79,10,5,27,0,1.45,33,20,+13,+0.54,+0.39,Matches,2ef7c612
186,Manuel De Luca,it ITA,FW,Cremonese,27,1998,2,16,8,0.5,0.2,0,,0,2,8,0,3.00,1,0,+1,+5.63,+6.31,Matches,60e3603d
187,Giorgio De Marzi,us USA,GK,Roma,18,2007,0,,,,,0,,0,0,,14,,,,,,,Matches,6ee7bae3
188,Cristiano De Paoli,it ITA,DF,Como,17,2008,0,,,,,0,,0,0,,4,,,,,,,Matches,10a889b4
189,Lorenzo De Silvestri,it ITA,DF,Bologna,37,1988,12,491,41,14.4,5.5,6,61,0,6,21,23,1.58,8,4,+4,+0.73,+0.76,Matches,e74f0e59
190,Koni De Winter,be BEL,DF,Milan,23,2002,26,1800,69,52.6,20.0,19,88,17,7,18,12,1.96,27,21,+6,+0.30,-0.37,Matches,f4797849
191,Alessandro Deiola,it ITA,MFDF,Cagliari,29,1995,20,1430,72,41.8,15.9,17,79,9,3,30,5,1.45,23,21,+2,+0.13,+0.80,Matches,7f267d66
192,Fisayo Dele-Bashiru,ng NGA,MF,Lazio,24,2001,24,1187,49,34.7,13.2,11,75,6,13,27,1,1.33,18,16,+2,+0.15,+0.19,Matches,121a4fb8
193,Lapo Deli,it ITA,MF,Fiorentina,19,2006,0,,,,,0,,0,0,,2,,,,,,,Matches,d7d21842
194,Mattia Della Rocca,it ITA,MF,Roma,19,2006,0,,,,,0,,0,0,,2,,,,,,,Matches,933f9f29
195,Enrico Delprato,it ITA,DFMF,Parma,25,1999,35,2951,84,86.3,32.8,34,86,29,1,21,2,1.11,23,40,-17,-0.52,-0.33,Matches,4c6f9258
196,Ali Dembélé,fr FRA,DF,Torino,21,2004,2,21,11,0.6,0.2,0,,0,2,11,19,2.00,3,1,+2,+8.57,+9.13,Matches,eb3df7d9
197,Daniel Denoon,ch SUI,DF,Pisa,21,2004,2,122,61,3.6,1.4,2,61,0,0,,11,1.00,1,1,0,0.00,+1.23,Matches,030d6f99
198,Raffaele Di Gennaro,it ITA,GK,Inter,31,1993,1,10,10,0.3,0.1,0,,0,1,10,22,1.00,0,1,-1,-9.00,-10.45,Matches,7a4050d5
199,Michele Di Gregorio,it ITA,GK,Juventus,28,1997,30,2655,89,77.6,29.5,29,90,29,1,45,8,1.90,46,25,+21,+0.71,+0.01,Matches,4e0c8d66
200,Giovanni Di Lorenzo,it ITA,DFMF,Napoli,31,1993,26,2276,88,66.5,25.3,26,88,24,0,,1,2.00,37,23,+14,+0.55,-0.08,Matches,230a2fac
201,Alessandro Di Pardo,it ITA,DFMF,Cagliari,26,1999,3,54,18,1.6,0.6,0,,0,3,18,16,1.33,0,2,-2,-3.33,-3.04,Matches,e0ce7038
202,Boulaye Dia,sn SEN,FWMF,Lazio,28,1996,27,1253,46,36.6,13.9,14,70,2,13,21,5,1.44,14,11,+3,+0.22,+0.30,Matches,244bc2c8
203,Assane Diao,sn SEN,MF,Como,19,2005,17,1075,63,31.4,11.9,13,72,2,4,36,1,1.71,18,11,+7,+0.59,-0.53,Matches,8ae7d0ec
204,Federico Dimarco,it ITA,MF,Inter,27,1997,35,2698,77,78.9,30.0,30,84,20,5,36,3,2.23,73,27,+46,+1.53,+0.54,Matches,970b8574
205,Andy Diouf,fr FRA,MF,Inter,22,2003,19,493,26,14.4,5.5,4,75,2,15,13,17,2.37,16,5,+11,+2.01,+0.69,Matches,9b5237b1
206,Berat Djimsiti,al ALB,DF,Atalanta,32,1993,34,2525,74,73.8,28.1,29,83,23,5,23,1,1.44,32,25,+7,+0.25,-0.55,Matches,6eee05f1
207,Dodô,br BRA,DFMF,Fiorentina,26,1998,36,3134,87,91.6,34.8,36,87,30,0,,0,1.08,39,46,-7,-0.20,+0.43,Matches,b5f7d10b
208,Josh Doig,sct SCO,DF,Sassuolo,23,2002,30,1917,64,56.1,21.3,22,81,11,8,17,7,1.10,20,31,-11,-0.52,-0.94,Matches,2f69d881
209,Benjamín Domínguez,ar ARG,MF,Bologna,21,2003,15,547,36,16.0,6.1,6,67,1,9,16,19,1.60,9,6,+3,+0.49,+0.49,Matches,a83b47fa
210,Alberto Dossena,it ITA,DF,Como,26,1998,0,,,,,0,,0,0,,6,,,,,,,Matches,61efb926
211,Alberto Dossena,it ITA,DF,Cagliari,26,1998,12,859,72,25.1,9.5,9,90,9,3,16,4,1.25,5,12,-7,-0.73,-0.52,Matches,61efb926
212,Mamedi Doucouré,fr FRA,DF,Genoa,18,2007,1,9,9,0.3,0.1,0,,0,1,9,5,1.00,0,0,0,0.00,+0.26,Matches,7613c133
213,Anastasios Douvikas,gr GRE,FW,Como,25,1999,38,2273,60,66.5,25.3,25,76,8,13,30,0,1.87,48,20,+28,+1.11,+0.48,Matches,853ca71c
214,Artem Dovbyk,ua UKR,FW,Roma,28,1997,14,393,28,11.5,4.4,3,53,0,11,21,2,2.36,6,3,+3,+0.69,-0.06,Matches,5b847bb0
215,Dominik Drobnič,si SVN,DF,Parma,18,2007,0,,,,,0,,0,0,,7,,,,,,,Matches,004e3961
216,Denzel Dumfries,nl NED,MF,Inter,29,1996,20,1325,66,38.7,14.7,15,80,8,5,25,2,2.10,36,14,+22,+1.49,+0.12,Matches,481c9ece
217,Mert Durmush,bg BUL,MF,Pisa,19,2005,0,,,,,0,,0,0,,2,,,,,,,Matches,8f5c22a4
218,Rafiu Durosinmi,ng NGA,FW,Pisa,22,2003,12,432,36,12.6,4.8,4,55,0,8,27,3,0.42,3,10,-7,-1.46,-0.31,Matches,e7173214
219,Matteo Dutu,ro ROU,DF,Milan,19,2005,0,,,,,0,,0,0,,2,,,,,,,Matches,a07a8634
220,Paulo Dybala,ar ARG,MFFW,Roma,31,1993,22,1354,62,39.6,15.0,15,78,6,7,26,2,1.95,20,10,+10,+0.66,-0.12,Matches,e0921a4f
221,Edin Džeko,ba BIH,FW,Fiorentina,39,1986,11,244,22,7.1,2.7,2,52,0,9,16,6,0.36,2,6,-4,-1.48,-1.33,Matches,3bb7f478
222,Enzo Ebosse,cm CMR,DF,Hellas Verona,26,1999,4,214,54,6.3,2.4,3,68,1,1,9,19,0.50,1,6,-5,-2.10,-1.23,Matches,9ba7b4fa
223,Enzo Ebosse,cm CMR,DF,Torino,26,1999,13,1115,86,32.6,12.4,13,86,9,0,,2,1.38,18,18,0,0.00,+0.74,Matches,9ba7b4fa
224,Andrias Edmundsson,fo FRO,DF,Hellas Verona,24,2000,15,1319,88,38.6,14.7,15,88,14,0,,0,0.47,7,20,-13,-0.89,+0.10,Matches,7131f38f
225,Kingsley Ehizibue,nl NED,MFDF,Udinese,30,1995,32,1811,57,53.0,20.1,20,82,10,12,14,5,1.50,25,23,+2,+0.10,+0.38,Matches,76b2817e
226,Jeff Ekhator,it ITA,FWMF,Genoa,18,2006,30,956,32,28.0,10.6,9,62,0,21,19,7,1.03,13,15,-2,-0.19,+0.10,Matches,faf739d2
227,Jurgen Ekkelenkamp,nl NED,MF,Udinese,25,2000,31,2186,71,63.9,24.3,27,78,5,4,22,4,1.35,29,30,-1,-0.04,+0.10,Matches,73d6a176
228,Caleb Ekuban,gh GHA,FWMF,Genoa,31,1994,31,994,32,29.1,11.0,6,64,0,25,24,1,1.10,13,15,-2,-0.18,+0.12,Matches,7afbd2c3
229,Mikael Ellertsson,is ISL,MF,Genoa,23,2002,36,2767,77,80.9,30.7,31,86,24,5,17,1,0.97,28,43,-15,-0.49,-1.18,Matches,c55967eb
230,Elif Elmas,mk MKD,MFFW,Napoli,25,1999,33,1783,54,52.1,19.8,20,76,8,13,21,3,1.91,27,22,+5,+0.25,-0.68,Matches,cf007308
231,Nesta Elphege,fr FRA,FW,Parma,24,2001,9,309,34,9.0,3.4,2,68,0,7,25,6,0.89,4,2,+2,+0.58,+1.16,Matches,a3f86b82
232,Albert Escriche,es ESP,DF,Atalanta,18,2007,0,,,,,0,,0,0,,1,,,,,,,Matches,c37df23c
233,Francesco Esposito,it ITA,FW,Inter,20,2005,35,1571,45,45.9,17.5,15,74,5,20,23,1,2.31,37,18,+19,+1.09,-0.62,Matches,041e5f1f
234,Sebastiano Esposito,it ITA,FWMF,Cagliari,23,2002,36,2675,74,78.2,29.7,34,77,7,2,34,1,1.17,30,37,-7,-0.24,+0.49,Matches,7ff93107
235,Tomás Esteves,pt POR,DFMF,Pisa,23,2002,1,14,14,0.4,0.2,0,,0,1,14,10,0.00,0,1,-1,-6.43,-5.27,Matches,20ffe5b9
236,Nahuel Estévez,ar ARG,MF,Parma,29,1995,32,1049,33,30.7,11.7,9,76,5,23,16,4,1.06,7,11,-4,-0.34,+0.19,Matches,cec60a2f
237,Pervis Estupiñán,ec ECU,MF,Milan,27,1998,19,1034,54,30.2,11.5,13,74,6,6,12,14,1.79,17,6,+11,+0.96,+0.69,Matches,d38fdf53
238,Giovanni Fabbian,it ITA,MF,Bologna,22,2003,14,705,50,20.6,7.8,8,72,1,6,21,7,1.43,10,7,+3,+0.38,+0.38,Matches,f97f9188
239,Giovanni Fabbian,it ITA,MF,Fiorentina,22,2003,15,468,31,13.7,5.2,4,71,2,11,17,2,1.27,3,5,-2,-0.38,-0.17,Matches,f97f9188
240,Alieu Fadera,gm GAM,FW,Sassuolo,23,2001,28,987,35,28.9,11.0,8,67,0,20,22,6,1.57,12,11,+1,+0.09,+0.28,Matches,53210e42
241,Nicolò Fagioli,it ITA,MF,Fiorentina,24,2001,33,2554,77,74.7,28.4,30,82,14,3,34,4,1.09,31,42,-11,-0.39,-0.60,Matches,366be751
242,Wladimiro Falcone,it ITA,GK,Lecce,30,1995,38,3420,90,100.0,38.0,38,90,38,0,,0,1.00,28,50,-22,-0.58,,Matches,9f5a610b
243,Valerio Farcomeni,it ITA,MF,Lazio,19,2006,0,,,,,0,,0,0,,13,,,,,,,Matches,b5bd0dc7
244,Nouroudine Faye,it ITA,FW,Cremonese,18,2007,0,,,,,0,,0,0,,1,,,,,,,Matches,a92b4ac1
245,Jacopo Fazzini,it ITA,MFFW,Fiorentina,22,2003,20,584,29,17.1,6.5,5,73,0,15,15,10,0.95,6,8,-2,-0.31,-0.09,Matches,06b08c45
246,Mattia Felici,it ITA,MF,Cagliari,24,2001,12,412,34,12.0,4.6,4,58,0,8,22,2,1.08,7,7,0,0.00,+0.39,Matches,38aa2612
247,Pedro Felipe,br BRA,DF,Juventus,21,2004,0,,,,,0,,0,0,,13,,,,,,,Matches,e95e9749
248,Pedro Felipe,br BRA,DF,Sassuolo,21,2004,3,129,43,3.8,1.4,1,90,1,2,20,12,1.00,2,4,-2,-1.40,-1.34,Matches,e95e9749
249,Evan Ferguson,ie IRL,FW,Roma,20,2004,16,773,48,22.6,8.6,10,59,1,6,30,3,1.88,12,6,+6,+0.70,-0.05,Matches,4596da74
250,Lewis Ferguson,sct SCO,MF,Bologna,25,1999,27,1601,59,46.8,17.8,17,85,13,10,16,9,1.15,21,28,-7,-0.39,-0.89,Matches,ee64a822
251,Saná Fernandes,pt POR,MF,Lazio,19,2006,0,,,,,0,,0,0,,2,,,,,,,Matches,f1253f46
252,Mathias Ferrante,it ITA,GK,Napoli,18,2006,0,,,,,0,,0,0,,18,,,,,,,Matches,3b86be32
253,Seydou Fini,it ITA,FW,Genoa,19,2006,1,32,32,0.9,0.4,0,,0,1,32,20,0.00,1,0,+1,+2.81,+3.10,Matches,6411925d
254,Romano Floriani,it ITA,MF,Cremonese,22,2003,28,1168,42,34.2,13.0,12,71,3,16,20,8,0.75,13,23,-10,-0.77,-0.17,Matches,e19e0ca1
255,Sadik Fofana,tg TOG,MF,Lecce,22,2003,5,84,17,2.5,0.9,1,45,0,4,10,9,1.20,0,1,-1,-1.07,-0.50,Matches,9ed58e6b
256,Youssouf Fofana,fr FRA,MF,Milan,26,1999,33,2203,67,64.4,24.5,28,73,8,5,29,3,1.88,37,21,+16,+0.65,+0.51,Matches,822d51d7
257,Francesco Folino,it ITA,DF,Cremonese,23,2002,18,722,40,21.1,8.0,7,87,6,11,10,19,1.00,5,15,-10,-1.25,-0.75,Matches,051104b5
258,Michael Folorunsho,it ITA,MFFW,Cagliari,27,1998,27,1999,74,58.5,22.2,24,81,11,3,21,0,0.96,20,30,-10,-0.45,-0.26,Matches,c391a179
259,Niccolò Fortini,it ITA,MF,Fiorentina,19,2006,16,541,34,15.8,6.0,2,78,1,14,28,15,0.81,9,12,-3,-0.50,-0.31,Matches,ed336580
260,Matteo Franceschelli,it ITA,GK,Bologna,16,2008,0,,,,,0,,0,0,,13,,,,,,,Matches,2caf7d72
261,Christian Frangella,it ITA,MF,Sassuolo,18,2006,1,3,3,0.1,0.0,0,,0,1,3,9,0.00,0,1,-1,-30.00,-29.92,Matches,ed1e1ae6
262,Davide Frattesi,it ITA,MF,Inter,25,1999,22,569,26,16.6,6.3,3,80,2,19,17,14,2.45,15,4,+11,+1.74,+0.38,Matches,2a7d27c1
263,Morten Frendrup,dk DEN,MF,Genoa,24,2001,36,3081,86,90.1,34.2,35,87,26,1,28,0,0.97,36,45,-9,-0.26,0.00,Matches,f4d60499
264,Martin Frese,dk DEN,MFDF,Hellas Verona,27,1998,31,2408,78,70.4,26.8,27,83,17,4,40,3,0.61,16,40,-24,-0.90,+0.17,Matches,b910e9c0
265,Remo Freuler,ch SUI,MF,Bologna,33,1992,29,2213,76,64.7,24.6,26,83,18,3,21,3,1.62,33,29,+4,+0.16,+0.24,Matches,98d2c2c4
266,Christian Früchtl,de GER,GK,Lecce,25,2000,0,,,,,0,,0,0,,31,,,,,,,Matches,1940be91
267,Niclas Füllkrug,de GER,FW,Milan,32,1993,20,659,33,19.3,7.3,3,63,0,17,28,2,1.60,13,6,+7,+0.96,+0.60,Matches,4f16405e
268,Alessio Furlanetto,it ITA,GK,Lazio,23,2002,2,180,90,5.3,2.0,2,90,2,0,,33,1.50,2,3,-1,-0.50,-0.56,Matches,95d9f4dd
269,Matteo Fuscaldo,it ITA,GK,Juventus,20,2005,0,,,,,0,,0,0,,3,,,,,,,Matches,6768819a
270,Matteo Gabbia,it ITA,DF,Milan,25,1999,30,2530,84,74.0,28.1,28,88,26,2,29,2,1.93,42,25,+17,+0.60,+0.50,Matches,c235e803
271,Tommaso Gabellini,it ITA,FW,Torino,18,2006,0,,,,,0,,0,0,,5,,,,,,,Matches,2c105080
272,Tiago Gabriel,pt POR,DF,Lecce,20,2004,37,3219,87,94.1,35.8,36,89,34,1,12,0,1.00,28,46,-18,-0.50,+1.29,Matches,19452285
273,Alessandro Gabrielloni,it ITA,FW,Como,31,1994,0,,,,,0,,0,0,,1,,,,,,,Matches,181cb492
274,Gianluca Gaetano,it ITA,MFFW,Cagliari,25,2000,33,1912,58,55.9,21.2,21,77,10,12,24,0,1.21,27,30,-3,-0.14,+0.46,Matches,3b387cc7
275,Roberto Gagliardini,it ITA,MF,Hellas Verona,31,1994,29,2272,78,66.4,25.2,25,84,19,4,43,1,0.52,17,36,-19,-0.75,+0.58,Matches,ce30bfc8
276,Antonino Gallo,it ITA,DF,Lecce,25,2000,37,3056,83,89.4,34.0,34,87,29,3,29,0,1.03,25,43,-18,-0.53,+0.46,Matches,c74d63ac
277,Omri Gandelman,il ISR,MFFW,Lecce,25,2000,19,975,51,28.5,10.8,10,72,2,9,28,1,1.11,7,12,-5,-0.46,+0.16,Matches,e4b121b3
278,Ulisses Garcia,ch SUI,DF,Sassuolo,29,1996,13,943,73,27.6,10.5,10,86,8,3,27,1,1.31,15,10,+5,+0.48,+0.80,Matches,c952f633
279,Federico Gatti,it ITA,DF,Juventus,27,1998,21,1093,52,32.0,12.1,12,80,7,9,15,10,2.00,12,13,-1,-0.08,-1.17,Matches,18dd3219
280,David de Gea,es ESP,GK,Fiorentina,34,1990,37,3330,90,97.4,37.0,37,90,37,0,,1,1.11,40,49,-9,-0.24,-0.24,Matches,7ba6d84e
281,Kris Gecaj,al ALB,DF,Genoa,16,2008,0,,,,,0,,0,0,,1,,,,,,,Matches,33f18a91
282,Daniele Ghilardi,it ITA,DF,Roma,22,2003,23,1097,48,32.1,12.2,9,80,7,14,27,15,2.00,19,15,+4,+0.33,-0.60,Matches,9cedad4b
283,Andrea Ghion,it ITA,MF,Sassuolo,25,2000,1,10,10,0.3,0.1,0,,0,1,10,1,0.00,0,0,0,0.00,+0.11,Matches,7f24b3eb
284,Giacomo Giacomone,it ITA,GK,Lazio,17,2008,0,,,,,0,,0,0,,11,,,,,,,Matches,d489fb0a
285,Samuel Gigot,fr FRA,DFMF,Lazio,31,1993,0,,,,,0,,0,0,,3,,,,,,,Matches,41eebdf5
286,Mario Gila,es ESP,DF,Lazio,24,2000,31,2472,80,72.3,27.5,31,80,19,0,,0,1.45,31,28,+3,+0.11,+0.30,Matches,9c435456
287,Billy Gilmour,sct SCO,MF,Napoli,24,2001,17,805,47,23.5,8.9,8,76,4,9,22,7,2.24,14,5,+9,+1.01,+0.56,Matches,df10e27c
288,Santiago Giménez,mx MEX,FW,Milan,24,2001,16,892,56,26.1,9.9,11,69,1,5,27,2,1.69,15,11,+4,+0.40,-0.09,Matches,37337aea
289,Gvidas Gineitis,lt LTU,MF,Torino,21,2004,29,1756,61,51.3,19.5,23,72,8,6,17,5,1.31,19,32,-13,-0.67,-0.34,Matches,548bd0de
290,Giovane,br BRA,FWMF,Hellas Verona,21,2003,21,1533,73,44.8,17.0,19,77,8,2,33,0,0.67,12,23,-11,-0.65,+0.55,Matches,1b567cdc
291,Giovane,br BRA,MFFW,Napoli,21,2003,12,338,28,9.9,3.8,2,72,0,10,19,5,1.67,4,6,-2,-0.53,-1.23,Matches,1b567cdc
292,Riccardo Gnudi,it ITA,GK,Bologna,17,2008,0,,,,,0,,0,0,,1,,,,,,,Matches,dfcda34e
293,Saba Goglichidze,ge GEO,DF,Udinese,21,2004,8,424,53,12.4,4.7,4,90,4,4,16,11,2.13,6,7,-1,-0.21,-0.15,Matches,011d370e
294,Edoardo Goldaniga,it ITA,DF,Como,31,1993,2,15,8,0.4,0.2,0,,0,2,8,20,3.00,1,0,+1,+6.00,+5.07,Matches,4b029b31
295,Pierluigi Gollini,it ITA,GK,Roma,30,1995,0,,,,,0,,0,0,,32,,,,,,,Matches,f0f7f62f
296,Nicolás González,ar ARG,FWMF,Juventus,27,1998,2,19,10,0.6,0.2,0,,0,2,10,0,3.00,1,0,+1,+4.74,+4.05,Matches,2374aaca
297,Olaf Gorter,nl NED,MF,Lecce,20,2005,2,28,14,0.8,0.3,0,,0,2,14,13,0.00,0,1,-1,-3.21,-2.66,Matches,7b2e8e08
298,Robin Gosens,de GER,DFMF,Fiorentina,31,1994,26,1881,72,55.0,20.9,24,77,10,2,20,4,1.12,19,24,-5,-0.24,-0.01,Matches,2d970560
299,Nicola Grandu,it ITA,FW,Cagliari,19,2006,0,,,,,0,,0,0,,2,,,,,,,Matches,5b3745a1
300,Alberto Grassi,it ITA,MF,Cremonese,30,1995,30,1753,58,51.3,19.5,18,76,6,12,33,3,0.97,15,31,-16,-0.82,-0.34,Matches,6cc97b6a
301,Jacopo Grossi,it ITA,MF,Genoa,18,2006,1,22,22,0.6,0.2,0,,0,1,22,6,0.00,0,0,0,0.00,+0.26,Matches,61d31a52
302,Albert Grønbaek,dk DEN,MF,Genoa,24,2001,4,103,26,3.0,1.1,1,59,0,3,15,10,1.25,2,0,+2,+1.75,+2.07,Matches,0da5076f
303,Vicente Guaita,es ESP,GK,Parma,38,1987,0,,,,,0,,0,0,,8,,,,,,,Matches,ab13a5aa
304,Mattéo Guendouzi,fr FRA,MF,Lazio,26,1999,16,1428,89,41.8,15.9,16,89,14,0,,0,1.25,13,12,+1,+0.06,+0.06,Matches,5ea8ef20
305,Idrissa Guèye,sn SEN,FW,Udinese,18,2006,19,421,22,12.3,4.7,1,81,0,18,19,16,0.95,3,6,-3,-0.64,-0.64,Matches,bfecfbde
306,Tommaso Guizzo,,GK,Pisa,,,0,,,,,0,,0,0,,6,,,,,,,Matches,4e472bc4
307,Miguel Gutiérrez,es ESP,MFDF,Napoli,24,2001,28,1488,53,43.5,16.5,15,82,9,13,20,6,1.89,24,18,+6,+0.36,-0.38,Matches,7e98cff1
308,Albert Guðmundsson,is ISL,FWMF,Fiorentina,28,1997,33,2250,68,65.8,25.0,27,78,9,6,26,2,1.00,29,28,+1,+0.04,+0.81,Matches,b79858d5
309,Ukko Happonen,fi FIN,GK,Bologna,18,2007,0,,,,,0,,0,0,,3,,,,,,,Matches,d9f7c1e3
310,Jack Harrison,eng ENG,FWMF,Fiorentina,28,1996,15,981,65,28.7,10.9,10,81,6,5,34,2,1.60,13,10,+3,+0.28,+0.72,Matches,aa849a12
311,Abdou Harroui,nl NED,MF,Hellas Verona,27,1998,23,907,39,26.5,10.1,11,66,0,12,15,11,0.57,7,21,-14,-1.39,-0.60,Matches,65fd099c
312,Luis Hasa,al ALB,MF,Napoli,21,2004,0,,,,,0,,0,0,,2,,,,,,,Matches,ab4f1aa9
313,Torbjørn Heggem,no NOR,DF,Bologna,26,1999,27,2113,78,61.8,23.5,23,88,20,4,22,6,1.30,31,31,0,0.00,-0.21,Matches,834fea76
314,Eivind Helland,no NOR,DF,Bologna,20,2005,6,484,81,14.2,5.4,6,81,2,0,,10,1.33,6,8,-2,-0.37,-0.53,Matches,c6218f7a
315,Luis Henrique,br BRA,MF,Inter,23,2001,30,1624,54,47.5,18.0,18,75,8,12,23,7,2.47,35,14,+21,+1.16,-0.49,Matches,f36d5624
316,Mario Hermoso,es ESP,DF,Roma,30,1995,27,2085,77,61.0,23.2,25,80,14,2,39,2,1.93,32,17,+15,+0.65,-0.23,Matches,555f3a0b
317,Hernani,br BRA,MF,Parma,31,1994,4,73,18,2.1,0.8,0,,0,4,18,8,0.50,0,2,-2,-2.47,-2.04,Matches,6f5ead86
318,Isak Hien,se SWE,DF,Atalanta,26,1999,28,1970,70,57.6,21.9,20,87,18,8,30,4,1.57,28,24,+4,+0.18,-0.50,Matches,12806697
319,Malthe Hojholt,dk DEN,MF,Pisa,24,2001,17,850,50,24.9,9.4,9,68,2,8,30,21,0.53,7,23,-16,-1.69,-0.68,Matches,b52b9079
320,Emil Holm,se SWE,DF,Bologna,25,2000,11,655,60,19.2,7.3,8,78,2,3,11,5,1.36,14,9,+5,+0.69,+0.75,Matches,c2357b65
321,Emil Holm,se SWE,MF,Juventus,25,2000,7,230,33,6.7,2.6,2,58,0,5,23,3,2.00,3,3,0,0.00,-0.76,Matches,c2357b65
322,Raffaele Huli,al ALB,GK,Juventus,17,2008,0,,,,,0,,0,0,,1,,,,,,,Matches,5a8b2aae
323,Elseid Hysaj,al ALB,DF,Lazio,31,1994,5,174,35,5.1,1.9,1,90,1,4,21,25,2.20,5,4,+1,+0.52,+0.52,Matches,2f3452eb
324,Rasmus Højlund,dk DEN,FW,Napoli,22,2003,33,2750,83,80.4,30.6,32,85,19,1,30,0,1.94,50,31,+19,+0.62,+0.22,Matches,491a433d
325,Edoardo Iannoni,it ITA,MF,Sassuolo,24,2001,15,260,17,7.6,2.9,1,76,0,14,13,22,1.53,1,6,-5,-1.73,-1.76,Matches,59f33d97
326,Riyad Idrissi,it ITA,MFDF,Cagliari,20,2005,23,783,34,22.9,8.7,4,90,4,19,22,5,0.96,14,15,-1,-0.11,+0.29,Matches,39003cd3
327,Jay Idzes,id IDN,DF,Sassuolo,25,2000,35,3061,87,89.5,34.0,35,87,32,0,,1,1.40,42,42,0,0.00,+1.00,Matches,a54ef587
328,Ivan Ilić,rs SRB,MF,Torino,24,2001,8,416,52,12.2,4.6,5,67,1,3,28,17,1.63,3,5,-2,-0.43,+0.08,Matches,bb376bed
329,Samuel Iling-Junior,eng ENG,MF,Pisa,21,2003,5,110,22,3.2,1.2,1,45,0,4,16,7,0.00,1,4,-3,-2.45,-1.31,Matches,ba492306
330,Emirhan İlkhan,tr TUR,MF,Torino,21,2004,19,1001,53,29.3,11.1,13,67,1,6,22,18,0.95,13,25,-12,-1.08,-0.82,Matches,a47c6309
331,Ciro Immobile,it ITA,FW,Bologna,35,1990,6,193,32,5.6,2.1,2,51,0,4,23,4,0.83,2,3,-1,-0.47,-0.58,Matches,4431aed2
332,Isaac,br BRA,FW,Hellas Verona,21,2004,3,40,13,1.2,0.4,0,,0,3,13,16,0.00,0,0,0,0.00,+0.96,Matches,f689c342
333,Gustav Isaksen,dk DEN,FW,Lazio,24,2001,30,1593,53,46.6,17.7,18,71,0,12,26,4,1.27,15,19,-4,-0.23,-0.47,Matches,5715bb71
334,Ardian Ismajli,al ALB,DF,Torino,28,1996,25,1906,76,55.7,21.2,21,85,17,4,29,0,1.40,28,28,0,0.00,+1.13,Matches,6b635f5c
335,Franco Israel,uy URU,GK,Torino,25,2000,9,810,90,23.7,9.0,9,90,9,0,,25,0.89,9,18,-9,-1.00,-0.66,Matches,1f994616
336,Fellipe Jack,br BRA,DF,Como,19,2006,0,,,,,0,,0,0,,1,,,,,,,Matches,cace4967
