--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,,Performance,,,,,,,,,,,,,-additional
415,David Odogu,de GER,DF,Milan,19,2006,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches,6a58d68c
416,David Okereke,ng NGA,FWMF,Cremonese,27,1997,4.5,0,1,0,1,4,2,5,1,0,,,0,Matches,d125f22f
417,Maduka Okoye,ng NGA,GK,Udinese,25,1999,29.1,1,1,0,2,4,0,0,0,0,,,0,Matches,ab5c36dd
418,Mathías Olivera,uy URU,DFMF,Napoli,27,1997,15.2,3,0,0,17,10,0,6,16,22,,,0,Matches,41c12f75
419,Jean Onana,cm CMR,MF,Genoa,25,2000,0.5,0,0,0,4,0,0,1,1,3,,,0,Matches,b5bb8188
420,Jacob Ondrejka,se SWE,FWMF,Parma,22,2002,8.6,2,0,0,8,14,1,12,2,2,,,0,Matches,752e09ed
421,Loïs Openda,be BEL,FWMF,Juventus,25,2000,7.4,0,0,0,8,21,11,7,1,4,,,0,Matches,8652a85c
422,Gift Orban,ng NGA,FW,Hellas Verona,23,2002,22.5,4,1,0,22,20,20,14,3,3,,,0,Matches,de17db90
423,Christian Ordoñez,ar ARG,MF,Parma,21,2004,12.1,5,1,1,16,11,0,12,9,13,,,0,Matches,0d94b6d9
424,Gaetano Oristanio,it ITA,FWMF,Parma,22,2002,9.5,1,0,0,13,20,4,16,2,6,,,0,Matches,5cfc74fc
425,Riccardo Orsolini,it ITA,MFFW,Bologna,28,1997,23.5,2,0,0,21,44,18,41,7,15,,,0,Matches,e14ec482
426,Sebastian Otoa,dk DEN,DF,Genoa,21,2004,9.2,1,0,0,5,13,2,1,9,10,,,1,Matches,a214da59
427,Latif Ouedraogo,bf BFA,DF,Genoa,17,2007,0.6,0,0,0,2,2,0,3,1,1,,,0,Matches,0fc9b341
428,Daniel Oyegoke,eng ENG,MFDF,Hellas Verona,22,2003,6.6,2,0,0,13,5,1,32,7,9,,,0,Matches,c9866d69
429,Daniele Padelli,it ITA,GK,Udinese,39,1985,2.0,0,0,0,0,0,0,0,0,0,,,0,Matches,cf1c23d8
430,Alberto Paleari,it ITA,GK,Torino,32,1992,29.0,1,0,0,0,7,0,0,1,0,,,0,Matches,94a3606c
431,Marco Palestra,it ITA,MFDF,Cagliari,20,2005,34.2,3,0,0,41,108,8,106,19,35,,,0,Matches,1f1828dd
432,Matteo Palma,de GER,DF,Udinese,17,2008,1.3,0,0,0,3,0,0,1,3,0,,,0,Matches,cb2e6751
433,Fabiano Parisi,it ITA,MFFW,Fiorentina,24,2000,16.9,6,0,0,14,66,1,39,17,14,,,1,Matches,0967845b
434,Mario Pašalić,hr CRO,MF,Atalanta,30,1995,21.5,3,0,0,22,6,1,11,13,18,,,0,Matches,e599253a
435,Patric,es ESP,MFDF,Lazio,32,1993,7.4,2,0,0,4,2,0,0,3,0,,,0,Matches,f7223718
436,Benjamin Pavard,fr FRA,DF,Inter,29,1996,1.0,0,0,0,1,0,0,0,2,1,,,0,Matches,45a03961
437,Strahinja Pavlović,rs SRB,DF,Milan,24,2001,31.9,4,0,0,30,27,4,15,20,26,,,0,Matches,25146df0
438,Leonardo Pavoletti,it ITA,FW,Cagliari,36,1988,2.5,1,0,0,10,0,2,0,1,2,,,0,Matches,d37b0350
439,Martín Payero,ar ARG,MF,Cremonese,26,1998,16.2,8,0,0,37,34,2,34,10,9,,,0,Matches,bdbff2b5
440,Nicolás Paz,ar ARG,MF,Como,20,2004,32.0,5,0,0,54,41,0,63,27,56,,,0,Matches,01bb93d5
441,Marcus Pedersen,no NOR,MFDF,Torino,25,2000,23.7,3,0,0,31,6,3,110,10,14,,,0,Matches,596cc50e
442,Pedro,es ESP,FWMF,Lazio,38,1987,10.9,4,0,0,10,26,0,31,4,6,,,0,Matches,3ca7254a
443,Zé Pedro Figueiredo,pt POR,DF,Cagliari,28,1997,18.9,6,0,0,29,15,0,5,20,18,,,0,Matches,2063e21d
444,Lorenzo Pellegrini,it ITA,MF,Roma,29,1996,16.3,2,0,0,20,39,5,89,15,5,,,0,Matches,4a5a45c7
445,Luca Pellegrini,it ITA,DF,Lazio,26,1999,16.3,8,0,0,26,12,0,51,17,15,,,0,Matches,3b61c9ec
446,Mateo Pellegrino,ar ARG,FW,Parma,24,2001,33.2,5,0,0,87,71,12,12,4,10,,,0,Matches,8c9e96c5
447,Faris Pemi Moumbagna,cm CMR,FW,Cremonese,25,2000,1.0,0,0,0,1,0,0,1,0,0,,,0,Matches,58aae0a9
448,Matías Pérez,cl CHI,DF,Lecce,20,2005,0.3,0,0,0,0,0,0,1,0,0,,,0,Matches,2726054a
449,Simone Perilli,it ITA,GK,Hellas Verona,30,1995,3.0,0,0,0,0,0,0,0,0,0,,,0,Matches,b9e11c1d
450,Mattia Perin,it ITA,GK,Juventus,32,1992,8.5,0,0,0,0,2,0,0,0,0,,,0,Matches,4c62d0c8
451,Máximo Perrone,ar ARG,MF,Como,22,2003,30.5,8,0,0,43,23,1,11,21,38,,,0,Matches,53552942
452,Massimo Pessina,it ITA,GK,Bologna,17,2007,3.9,0,0,0,0,1,0,0,0,0,,,0,Matches,085a07e8
453,Giuseppe Pezzella,it ITA,MFDF,Cremonese,27,1997,28.7,8,1,0,49,32,8,128,11,32,,,0,Matches,149c5f5d
454,Gabriele Piccinini,it ITA,MF,Pisa,24,2001,9.7,3,0,0,11,12,0,19,2,16,,,0,Matches,92e4465e
455,Roberto Piccoli,it ITA,FW,Fiorentina,24,2001,18.6,1,0,0,34,40,14,4,4,1,,,0,Matches,1cadaf34
456,Nicholas Pierini,it ITA,FWMF,Sassuolo,26,1998,1.6,1,0,0,1,3,0,9,2,4,,,0,Matches,7cc89a5f
457,Santiago Pierotti,ar ARG,MFFW,Lecce,24,2001,28.9,4,0,0,67,23,7,21,21,51,,,0,Matches,ec315772
458,Balthazar Pierret,fr FRA,MF,Lecce,25,2000,0.3,0,0,0,0,2,0,0,0,1,,,0,Matches,c269463b
459,Andrea Pinamonti,it ITA,FW,Sassuolo,26,1999,28.4,2,1,0,14,33,13,9,2,5,,,0,Matches,08aa9cd1
460,Jakub Piotrowski,pl POL,MF,Udinese,27,1997,18.8,2,0,0,29,29,2,25,15,25,,,0,Matches,af686bed
461,Niccolò Pisilli,it ITA,MF,Roma,20,2004,14.4,3,0,0,20,4,2,15,24,13,,,0,Matches,c84dcc88
462,Tommaso Pobega,it ITA,MF,Bologna,26,1999,15.9,2,1,0,34,12,0,2,19,19,,,0,Matches,55a1cac2
463,Matteo Politano,it ITA,MFFW,Napoli,31,1993,24.4,4,0,0,19,28,0,173,5,10,,,0,Matches,5e861944
464,Marin Pongračić,hr CRO,DF,Fiorentina,27,1997,32.4,12,0,0,69,21,0,4,36,17,,,0,Matches,2a6cd437
465,Stefan Posch,at AUT,DF,Como,28,1997,4.4,1,0,0,9,6,0,10,4,3,,,0,Matches,7f609bfc
466,Matteo Prati,it ITA,MF,Torino,21,2003,6.8,2,0,0,12,7,0,2,5,3,,,0,Matches,d8363914
467,Matteo Prati,it ITA,MF,Cagliari,21,2003,14.1,4,0,0,17,3,0,13,15,12,,,0,Matches,d8363914
468,Ivan Provedel,it ITA,GK,Lazio,31,1994,27.0,1,0,0,0,2,0,0,0,0,,,0,Matches,277da414
469,Adrian Przyborek,pl POL,MF,Lazio,18,2007,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches,8d5d4a98
470,Christian Pulisic,us USA,FW,Milan,26,1998,17.9,0,0,0,11,23,3,37,3,8,,,0,Matches,1bf33a9a
471,Adrien Rabiot,fr FRA,MF,Milan,30,1995,28.3,6,1,1,35,55,7,58,20,31,,,0,Matches,8794e251
472,Ylber Ramadani,al ALB,MF,Lecce,29,1996,35.6,10,0,0,43,59,0,16,44,50,,,0,Matches,ef3c876b
473,Jacobo Ramón,es ESP,DF,Como,20,2005,30.5,11,1,0,33,12,0,11,38,32,,,0,Matches,4772b1d1
474,Luca Ranieri,it ITA,DF,Fiorentina,26,1999,27.3,8,1,0,22,27,3,27,24,24,,,0,Matches,8c63fae5
475,Giacomo Raspadori,it ITA,MFFW,Atalanta,25,2000,8.8,0,0,0,7,6,1,44,1,3,,,0,Matches,6e058f06
476,Othniel Raterink,nl NED,DF,Cagliari,19,2006,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches,f3eb2f17
477,Petar Ratkov,rs SRB,FW,Lazio,21,2003,2.6,0,0,0,0,3,0,0,1,2,,,0,Matches,f446748f
478,Federico Ravaglia,it ITA,GK,Bologna,25,1999,16.3,4,0,0,2,3,0,0,0,1,,,0,Matches,6662d731
479,Devyne Rensch,nl NED,MF,Roma,22,2003,13.2,1,0,0,6,18,3,22,16,15,,,0,Matches,c5cbbcff
480,Samuele Ricci,it ITA,MF,Milan,23,2001,14.6,3,0,0,17,33,1,28,9,9,,,0,Matches,9823be92
481,Amir Richardson,ma MAR,MF,Fiorentina,23,2002,0.5,0,0,0,1,3,0,1,0,1,,,0,Matches,2b7cdb79
482,Filippo Rinaldi,it ITA,GK,Parma,22,2002,1.0,1,0,0,0,0,0,0,0,0,,,0,Matches,49124fc6
483,Sergi Roberto,es ESP,MF,Como,33,1992,6.0,3,0,0,9,9,0,2,5,7,,,0,Matches,335fa267
484,Jesus Rodríguez,es ESP,MF,Como,19,2005,19.2,3,1,0,24,32,3,57,4,17,,,0,Matches,f9f74e43
485,Juan Rodríguez,uy URU,DF,Cagliari,20,2005,14.6,3,0,0,15,8,0,5,17,27,,,0,Matches,8f72c9d2
486,Filippo Romagna,it ITA,DF,Sassuolo,28,1997,3.5,0,0,0,0,1,0,1,5,1,,,0,Matches,84594618
487,Alessio Romagnoli,it ITA,DF,Lazio,30,1995,29.6,6,1,0,18,15,0,2,32,14,,,0,Matches,3ead85f9
488,Alessandro Romano,ch SUI,MF,Roma,19,2006,0.1,0,0,0,2,0,0,0,0,0,,,0,Matches,e7b212fa
489,Marten de Roon,nl NED,MF,Atalanta,34,1991,29.9,8,1,1,37,11,0,13,26,44,,,0,Matches,2a1beb34
490,Nicolò Rovella,it ITA,MF,Lazio,23,2001,5.7,2,1,0,7,12,0,11,9,10,,,0,Matches,e58cbfd5
491,Jonathan Rowe,eng ENG,MFFW,Bologna,22,2003,17.8,2,0,0,23,50,4,53,9,14,,,0,Matches,8c12f884
492,Amir Rrahmani,xk KVX,DF,Napoli,31,1994,19.9,2,0,0,20,16,2,1,22,12,,,0,Matches,4b3e1a38
493,Daniele Rugani,it ITA,DF,Fiorentina,31,1994,3.6,2,0,0,7,0,0,0,5,4,,,0,Matches,14b8fcdf
494,Daniele Rugani,it ITA,DF,Juventus,31,1994,2.8,0,0,0,2,0,0,0,5,3,,,0,Matches,14b8fcdf
495,Stefano Sabelli,it ITA,MFDF,Genoa,32,1993,10.1,0,0,0,6,19,0,27,3,14,,,1,Matches,0ccac09c
496,Abdelhamid Sabiri,ma MAR,MF,Fiorentina,28,1996,0.3,0,0,0,1,1,0,4,0,2,,,0,Matches,4830e0af
497,Alexis Saelemaekers,be BEL,MF,Milan,26,1999,31.0,5,0,0,26,64,2,82,30,38,,,0,Matches,ee251371
498,Álex Sala,es ESP,MF,Lecce,24,2001,1.9,0,0,0,6,5,0,11,3,2,,,0,Matches,93551864
499,Lazar Samardzic,rs SRB,MF,Atalanta,23,2002,11.4,1,0,0,17,10,1,68,10,8,,,0,Matches,217c93a1
500,Antonio Sanabria,py PAR,FW,Cremonese,29,1996,10.5,2,0,0,15,15,6,2,1,2,,,0,Matches,0a447501
501,Yellu Santiago,es ESP,MF,Hellas Verona,21,2004,0.1,0,0,0,0,1,0,0,0,0,,,0,Matches,bc49fd34
502,Alisson Santos,br BRA,MFFW,Napoli,22,2002,9.3,1,0,0,4,8,1,42,2,8,,,0,Matches,c67e9194
503,Jeremy Sarmiento,ec ECU,MF,Cremonese,23,2002,1.6,0,0,0,0,1,0,2,2,2,,,0,Matches,ac0d576d
504,Amin Sarr,se SWE,FWMF,Hellas Verona,24,2001,12.2,2,1,1,25,22,7,12,4,9,,,0,Matches,d5326924
505,Razvan Sava,ro ROU,GK,Udinese,23,2002,6.9,1,0,0,0,0,0,0,0,0,,,0,Matches,41efbd34
506,Giorgio Scalvini,it ITA,DF,Atalanta,21,2003,20.1,2,0,0,31,10,2,5,38,23,,,0,Matches,1e9aa637
507,Gianluca Scamacca,it ITA,FW,Atalanta,26,1999,14.6,2,0,0,26,19,8,0,3,5,,,0,Matches,8790f988
508,Simone Scuffet,it ITA,GK,Pisa,29,1996,7.0,0,0,0,0,4,0,0,0,0,,,0,Matches,41bd99ea
509,Adrian Šemper,hr CRO,GK,Pisa,27,1998,25.0,0,0,0,0,6,0,0,0,0,,,0,Matches,f02dde20
510,Suat Serdar,de GER,MF,Hellas Verona,28,1997,12.3,3,0,0,19,12,1,7,10,20,,,0,Matches,b3325a30
511,Stephan El Shaarawy,it ITA,MFFW,Roma,32,1992,7.4,4,0,0,10,7,1,16,6,7,,,0,Matches,d3aaad90
512,Jamil Siebert,de GER,DF,Lecce,23,2002,18.9,3,0,0,22,7,1,5,15,15,,,0,Matches,5967328c
513,Éderson Silva,br BRA,MF,Atalanta,26,1999,24.8,3,0,0,34,40,2,12,28,35,,,0,Matches,a9202def
514,Marco Silvestri,it ITA,GK,Cremonese,34,1991,4.0,0,0,0,0,0,0,0,0,0,,,0,Matches,0d422df7
515,Giovanni Simeone,ar ARG,FW,Torino,30,1995,24.8,1,0,0,31,41,18,9,5,9,,,0,Matches,343c0d52
516,Laurs Skjellerup,dk DEN,FW,Sassuolo,22,2002,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches,5f2d3485
517,Łukasz Skorupski,pl POL,GK,Bologna,34,1991,17.7,1,1,0,1,8,0,0,0,0,,,0,Matches,ab4449d6
518,Tobias Slotsager,dk DEN,DF,Hellas Verona,19,2006,5.0,0,0,0,3,5,0,2,3,7,,,0,Matches,a20b6f5e
519,Ivan Smolčić,hr CRO,DF,Como,24,2000,18.5,8,0,0,26,17,0,29,23,24,,,0,Matches,08e57960
520,Simon Sohm,ch SUI,MF,Bologna,24,2001,8.0,1,0,0,9,3,3,2,3,5,,,0,Matches,a5f458d9
521,Simon Sohm,ch SUI,MF,Fiorentina,24,2001,7.9,2,0,0,15,11,0,5,6,7,,,0,Matches,a5f458d9
522,Oumar Solet,fr FRA,DF,Udinese,25,2000,32.9,1,0,0,30,29,2,20,47,57,,,1,Matches,0670ee51
523,Manor Solomon,il ISR,FWMF,Fiorentina,26,1999,9.9,1,0,0,2,16,1,47,0,11,,,0,Matches,886f9aac
524,Daniele Sommariva,it ITA,GK,Genoa,28,1997,2.0,0,0,0,0,1,0,0,0,0,,,0,Matches,a8e7f7e9
525,Yann Sommer,ch SUI,GK,Inter,36,1988,32.9,0,0,0,0,2,0,0,0,0,,,0,Matches,420c18a1
526,Riccardo Sottil,it ITA,FWMF,Lecce,26,1999,11.8,1,0,0,10,27,4,100,2,2,,,0,Matches,94816803
527,Matìas Soulé,ar ARG,MFFW,Roma,22,2003,23.8,1,0,0,7,41,6,70,9,15,,,0,Matches,c13ddd3e
528,Leonardo Spinazzola,it ITA,MFDF,Napoli,32,1993,21.1,2,0,0,9,10,2,73,4,10,,,0,Matches,3626daea
529,Marco Sportiello,it ITA,GK,Atalanta,33,1992,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches,ac4003af
530,Nicolae Stanciu,ro ROU,MF,Genoa,32,1993,2.0,0,0,0,1,2,0,9,3,3,,,0,Matches,e07c2923
531,Calvin Stengs,nl NED,FWMF,Pisa,26,1998,0.5,0,0,0,0,2,0,3,0,0,,,0,Matches,8f7e6783
532,Filip Stojilković,ch SUI,FWMF,Pisa,25,2000,7.3,0,0,0,8,0,12,3,0,1,,,0,Matches,0cbe584d
533,Gabriel Strefezza,br BRA,FW,Parma,28,1997,11.2,3,0,0,21,28,2,41,5,12,,,0,Matches,ac4a4508
534,Nikola Štulić,rs SRB,FW,Lecce,23,2001,19.0,1,0,0,37,26,9,1,2,7,,,0,Matches,557ada13
535,Petar Sučić,hr CRO,MF,Inter,21,2003,19.6,5,0,0,30,25,0,43,9,25,,,0,Matches,23fb46ea
536,Ibrahim Sulemana,gh GHA,MF,Cagliari,22,2003,9.6,2,0,0,12,10,0,2,6,13,,,0,Matches,230c3f3a
537,Ibrahim Sulemana,gh GHA,MF,Bologna,22,2003,0.5,1,0,0,1,0,0,0,0,0,,,0,Matches,230c3f3a
538,Kamaldeen Sulemana,gh GHA,MF,Atalanta,23,2002,11.2,4,0,0,14,14,5,22,2,5,,,0,Matches,a62f8bf1
539,Tomáš Suslov,sk SVK,FW,Hellas Verona,23,2002,5.0,1,1,0,9,12,0,21,1,6,,,0,Matches,83fe71b8
540,Zion Suzuki,jp JPN,GK,Parma,22,2002,20.0,1,0,0,0,4,0,0,0,0,,,0,Matches,51e1f4f5
541,Mile Svilar,rs SRB,GK,Roma,25,1999,38.0,0,0,0,0,8,0,0,1,1,,,0,Matches,bcf5058a
542,Adrien Tameze,cm CMR,DF,Torino,31,1994,12.4,3,0,0,16,7,0,14,19,12,,,0,Matches,8da74c05
543,Nuno Tavares,pt POR,DF,Lazio,25,2000,16.4,5,0,0,20,22,6,99,18,21,,,0,Matches,a65c844b
544,Kenneth Taylor,nl NED,MF,Lazio,23,2002,15.5,5,0,0,17,13,1,9,9,11,,,0,Matches,ad9b2747
545,Filippo Terracciano,it ITA,DF,Cremonese,22,2003,33.5,6,0,0,18,26,0,27,56,23,,,2,Matches,5cbb5ad6
546,Pietro Terracciano,it ITA,GK,Milan,35,1990,1.4,0,0,0,0,0,0,0,0,0,,,0,Matches,e1b0a70d
547,Morten Thorsby,no NOR,MF,Genoa,29,1996,8.1,2,0,0,15,5,5,5,3,1,,,0,Matches,d1b49282
548,Morten Thorsby,no NOR,MF,Cremonese,29,1996,7.1,2,0,0,10,6,2,0,3,6,,,0,Matches,d1b49282
549,Kristian Thorstvedt,no NOR,MF,Sassuolo,26,1999,27.3,9,0,0,34,57,1,13,31,20,,,0,Matches,76ff8d0d
550,Khéphren Thuram,fr FRA,MF,Juventus,24,2001,27.1,2,0,0,38,12,3,16,12,32,,,0,Matches,7d9397f8
551,Marcus Thuram,fr FRA,FW,Inter,27,1997,21.1,2,0,0,43,41,15,21,1,13,,,0,Matches,6f8cd6d0
552,Fikayo Tomori,eng ENG,DF,Milan,27,1997,28.4,8,1,1,36,7,2,17,28,40,,,0,Matches,7edfbb8a
553,Luka Topalović,si SVN,MF,Inter,19,2006,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches,9a33c016
554,Idrissa Touré,de GER,MF,Pisa,27,1998,25.3,4,1,0,23,19,5,67,25,28,,,0,Matches,6cfd5783
555,Mattéo Tramoni,fr FRA,MFFW,Pisa,25,2000,17.8,3,0,0,16,15,2,68,15,21,,,0,Matches,2e0ae188
556,Yael Trepy,,FW,Cagliari,,,1.0,0,0,0,1,2,2,7,0,1,,,0,Matches,20c36c00
557,Mariano Troilo,ar ARG,DF,Parma,22,2003,18.1,8,2,1,27,20,1,1,16,18,,,0,Matches,fa2c1419
558,Kostas Tsimikas,gr GRE,MF,Roma,29,1996,7.2,1,0,0,9,8,1,43,8,5,,,0,Matches,f315ca93
559,Stefano Turati,it ITA,GK,Sassuolo,23,2001,5.9,0,0,0,0,1,0,0,1,0,,,0,Matches,bf168004
560,Lautaro Valenti,ar ARG,DF,Parma,26,1999,25.0,7,0,0,25,17,0,20,26,30,,,0,Matches,55db5c36
561,Nicolás Valentini,ar ARG,DF,Hellas Verona,24,2001,15.7,8,1,1,30,7,1,15,16,18,,,0,Matches,a43e4f9c
562,Emanuele Valeri,it ITA,MFDF,Parma,26,1998,29.4,2,0,0,23,26,3,234,20,32,,,0,Matches,ec52b661
563,Álex Valle,es ESP,DF,Como,21,2004,22.5,3,0,0,34,19,1,45,24,31,,,0,Matches,97022551
564,Ignace Van Der Brempt,be BEL,DF,Como,23,2002,10.3,2,0,0,19,15,1,11,8,14,,,0,Matches,2bf50b37
565,Jari Vandeputte,be BEL,MF,Cremonese,29,1996,21.6,3,0,0,34,25,1,162,18,21,,,0,Matches,68e75bf4
566,Jamie Vardy,eng ENG,FW,Cremonese,38,1987,23.4,5,0,0,19,21,23,14,3,10,,,0,Matches,45963054
567,Johan Vásquez,mx MEX,DF,Genoa,26,1998,35.7,2,0,0,23,46,1,24,46,38,,,0,Matches,5eaed77a
568,Dominic Vavassori,it ITA,FW,Atalanta,19,2005,0.1,0,0,0,1,1,0,0,0,0,,,0,Matches,0f0a74d0
569,Robinio Vaz,fr FRA,FW,Roma,18,2007,2.4,0,0,0,2,12,3,3,2,0,,,0,Matches,74fb9321
570,Franco Vázquez,ar ARG,FWMF,Cremonese,36,1989,5.8,1,0,0,9,16,0,19,4,12,,,0,Matches,467bae22
571,Matías Vecino,uy URU,MF,Lazio,33,1991,6.7,1,0,0,8,3,0,0,7,9,,,0,Matches,44ac04e9
572,Danilo Veiga,pt POR,DF,Lecce,22,2002,33.6,9,0,0,46,47,1,89,32,53,,,0,Matches,cc094532
573,Lorenzo Venturino,it ITA,FW,Genoa,19,2006,0.4,0,0,0,1,0,0,8,0,0,,,0,Matches,a5049464
574,Lorenzo Venturino,it ITA,MF,Roma,19,2006,2.3,0,0,0,0,3,1,28,0,0,,,0,Matches,a5049464
575,Antonio Vergara,it ITA,MF,Napoli,22,2003,6.8,2,0,0,17,20,2,11,4,9,,,0,Matches,848c17ed
576,Ioan Vermeșan,ro ROU,FW,Hellas Verona,18,2006,0.9,0,0,0,0,1,0,0,0,0,,,0,Matches,29757eac
577,Mattia Viti,it ITA,MFDF,Fiorentina,23,2002,2.9,3,1,1,9,4,0,0,3,4,,,0,Matches,75438a9a
578,Martin Vitík,cz CZE,DF,Bologna,22,2003,14.7,3,0,0,23,4,0,2,8,22,,,0,Matches,b6b6bfc4
579,Vitinha,pt POR,FWMF,Genoa,25,2000,24.7,5,0,0,33,68,14,67,14,32,,,0,Matches,74d4cec6
580,Dušan Vlahović,rs SRB,FW,Juventus,25,2000,10.8,0,0,0,9,18,9,3,2,3,,,0,Matches,79443529
581,Nikola Vlašić,hr CRO,MFFW,Torino,27,1997,33.8,7,0,0,44,45,4,48,22,39,,,0,Matches,aa8e289e
582,Mërgim Vojvoda,xk KVX,MFDF,Como,30,1995,17.7,2,0,0,15,12,5,66,14,4,,,0,Matches,be2706c0
583,Cristian Volpato,au AUS,FW,Sassuolo,21,2003,11.8,4,0,0,19,11,0,49,6,11,,,0,Matches,72f87f25
584,Aster Vranckx,be BEL,MF,Sassuolo,22,2002,7.7,2,0,0,16,17,1,5,0,9,,,0,Matches,f86cd5df
585,Stefan de Vrij,nl NED,DF,Inter,33,1992,7.4,1,0,0,5,5,0,0,7,12,,,0,Matches,d0d8dd44
586,İsak Vural,tr TUR,MF,Pisa,19,2006,8.4,4,0,0,16,33,1,5,2,7,,,0,Matches,c7d1b2ff
587,Sebastian Walukiewicz,pl POL,DF,Sassuolo,25,2000,31.7,7,0,0,35,13,1,45,23,34,,,0,Matches,217875a4
588,Wesley,br BRA,MF,Roma,21,2003,27.2,7,2,1,36,57,2,95,23,40,,,0,Matches,f2c49c79
589,Kenan Yıldız,tr TUR,MFFW,Juventus,20,2005,31.4,2,0,0,23,56,7,122,7,14,,,0,Matches,d8cda243
590,Mattia Zaccagni,it ITA,FW,Lazio,30,1995,23.4,6,1,0,30,82,6,55,20,21,,,0,Matches,d85c238b
591,Gioele Zacchi,it ITA,GK,Sassuolo,22,2003,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches,8aa135ca
592,Nicola Zalewski,pl POL,MF,Atalanta,23,2002,21.1,3,0,0,21,51,3,124,16,20,,,0,Matches,45191c29
593,Nicolò Zaniolo,it ITA,FWMF,Udinese,26,1999,25.1,8,0,0,61,61,6,120,4,21,,,0,Matches,9907b1c8
594,Alessandro Zanoli,it ITA,MF,Udinese,24,2000,14.2,1,0,0,16,5,1,40,7,18,,,0,Matches,3b12b11f
595,Duván Zapata,co COL,FW,Torino,34,1991,12.3,0,0,0,15,24,7,8,1,2,,,0,Matches,d3de9af0
596,Gabriele Zappa,it ITA,DFMF,Cagliari,25,1999,17.7,2,0,0,13,5,0,37,18,17,,,0,Matches,ca3db240
597,Davide Zappacosta,it ITA,MF,Atalanta,33,1992,28.5,3,0,0,18,8,7,107,18,14,,,0,Matches,7fe90ccd
598,Bryan Zaragoza,es ESP,MF,Roma,23,2001,1.5,1,0,0,5,5,0,9,0,1,,,0,Matches,a96103b2
599,Oier Zarraga,es ESP,MF,Udinese,26,1999,5.3,2,0,0,8,5,0,12,7,6,,,0,Matches,968a1c2f
600,Nils Zätterström,se SWE,DF,Genoa,20,2005,2.0,0,0,0,3,0,0,0,2,0,,,0,Matches,10a69a43
601,Jordan Zemura,zw ZIM,MFDF,Udinese,25,1999,12.5,3,0,0,26,11,2,35,6,17,,,0,Matches,e8271ad9
602,Alessio Zerbin,it ITA,MF,Cremonese,26,1999,18.3,1,0,0,37,20,7,58,3,20,,,0,Matches,d19ef4ef
603,Edon Zhegrova,xk KVX,MF,Juventus,26,1999,4.2,1,0,0,4,6,2,48,0,3,,,0,Matches,34a88e3e
604,Piotr Zieliński,pl POL,MF,Inter,31,1994,22.7,3,0,0,18,18,0,23,7,19,,,1,Matches,a5296e55
605,Jan Ziółkowski,pl POL,DF,Roma,20,2005,5.7,3,0,0,12,8,0,0,7,14,,,0,Matches,986dc2e3
606,Nadir Zortea,it ITA,DF,Bologna,26,1999,20.2,2,0,0,28,17,1,67,20,17,,,0,Matches,82598b71
607,Leo Østigård,no NOR,DF,Genoa,25,1999,29.1,7,0,0,38,15,3,1,30,27,,,0,Matches,b35a7399
608,Milan Đurić,ba BIH,FW,Cremonese,35,1990,4.3,1,1,0,4,8,2,2,0,0,,,0,Matches,405f6586
609,Milan Đurić,ba BIH,FW,Parma,35,1990,0.8,0,0,0,2,1,0,0,0,0,,,0,Matches,405f6586


Provided by <a href="https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">FBref.com</a>: <a href="https://fbref.com/en/comps/11/2025-2026/misc/2025-2026-Serie-A-M-Stats?sr&utm_source=direct&utm_medium=Share&utm_campaign=ShareTool#stats_misc">View Original Table</a><br>Generated 8/25/2026.
