--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,,Standard,,,,,,,,,,,-additional
188,Alex Ferrari,it ITA,DF,Sampdoria,24,1994,6.0,0,0,0,,0.00,0.00,,,0,0,Matches,d0dbca9f
189,Sergio Floccari,it ITA,FW,SPAL,36,1981,10.8,3,25,9,36.0,2.31,0.83,0.12,0.33,0,0,Matches,df301450
190,Alessandro Florenzi,it ITA,DFMF,Roma,27,1991,24.2,3,34,9,26.5,1.40,0.37,0.09,0.33,0,0,Matches,e288d4b3
191,Seko Fofana,ci CIV,MF,Udinese,23,1995,29.3,2,59,12,20.3,2.01,0.41,0.03,0.17,0,0,Matches,5313ed43
192,Pierluigi Frattali,it ITA,GK,Parma,32,1985,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,71dac2c2
193,Remo Freuler,ch SUI,MF,Atalanta,26,1992,33.6,2,30,8,26.7,0.89,0.24,0.07,0.25,0,0,Matches,98d2c2c4
194,Nicolas Frey,fr FRA,DF,Chievo,34,1984,2.5,0,0,0,,0.00,0.00,,,0,0,Matches,6378443d
195,Manolo Gabbiadini,it ITA,FW,Sampdoria,26,1991,9.0,4,30,12,40.0,3.33,1.33,0.13,0.33,0,0,Matches,8f866fe8
196,Gianluca Gaetano,it ITA,MF,Napoli,18,2000,0.1,0,1,0,0.0,11.25,0.00,0.00,,0,0,Matches,3b387cc7
197,Roberto Gagliardini,it ITA,MF,Inter,24,1994,12.1,5,25,10,40.0,2.07,0.83,0.20,0.50,0,0,Matches,ce30bfc8
198,Riccardo Gagliolo,se SWE,DF,Parma,28,1990,33.8,0,21,3,14.3,0.62,0.09,0.00,0.00,0,0,Matches,173061c0
199,Marcello Gazzola,it ITA,MFDF,Parma,33,1985,10.2,1,2,1,50.0,0.20,0.10,0.50,1.00,0,0,Matches,93390969
200,Gerson,br BRA,MFFW,Fiorentina,21,1997,27.0,3,41,7,17.1,1.52,0.26,0.07,0.43,0,0,Matches,8827bf46
201,Gervinho,ci CIV,FW,Parma,31,1987,25.6,11,44,19,43.2,1.72,0.74,0.25,0.58,0,0,Matches,e468c053
202,Paolo Ghiglione,it ITA,MF,Frosinone,21,1997,5.7,1,8,3,37.5,1.40,0.53,0.13,0.33,0,0,Matches,71dc23da
203,Faouzi Ghoulam,dz ALG,DF,Napoli,27,1991,12.8,1,9,3,33.3,0.70,0.23,0.11,0.33,0,0,Matches,c5adc293
204,Emanuele Giaccherini,it ITA,MFFW,Chievo,33,1985,22.3,3,32,12,37.5,1.43,0.54,0.09,0.25,1,2,Matches,1c50f354
205,Massimo Gobbi,it ITA,DF,Parma,37,1980,13.1,0,3,0,0.0,0.23,0.00,0.00,,0,0,Matches,635b0bae
206,Edoardo Goldaniga,it ITA,DF,Frosinone,24,1993,29.0,1,13,2,15.4,0.45,0.07,0.08,0.50,0,0,Matches,4b029b31
207,Pierluigi Gollini,it ITA,GK,Atalanta,23,1995,20.0,0,0,0,,0.00,0.00,,,0,0,Matches,f0f7f62f
208,Papu Gómez,ar ARG,MFFW,Atalanta,30,1988,32.2,7,105,38,36.2,3.26,1.18,0.07,0.18,0,0,Matches,6e4df551
209,Alfred Gomis,sn SEN,GK,SPAL,24,1993,19.2,0,0,0,,0.00,0.00,,,0,0,Matches,cecbce23
210,Giancarlo González,cr CRC,DF,Bologna,30,1988,8.3,0,2,0,0.0,0.24,0.00,0.00,,0,0,Matches,117beb8f
211,Mirko Gori,it ITA,MF,Frosinone,25,1993,3.7,0,4,3,75.0,1.09,0.82,0.00,0.00,0,0,Matches,7d86864c
212,Robin Gosens,de GER,MF,Atalanta,24,1994,21.6,3,25,9,36.0,1.16,0.42,0.12,0.33,0,0,Matches,2d970560
213,Paolo Gozzi Iweru,it ITA,DF,Juventus,17,2001,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,94230890
214,Alberto Grassi,it ITA,MF,Parma,23,1995,5.1,0,6,1,16.7,1.17,0.19,0.00,0.00,0,0,Matches,6cc97b6a
215,Sergej Grubac,me MNE,FW,Chievo,18,2000,1.7,0,2,0,0.0,1.15,0.00,0.00,,0,0,Matches,a1bedc05
216,Guido Guerrieri,it ITA,GK,Lazio,22,1996,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,77e401c7
217,Koray Günter,de GER,DFMF,Genoa,23,1994,9.3,0,3,0,0.0,0.32,0.00,0.00,,0,0,Matches,f1f1f238
218,Emil Hallfreðsson,is ISL,MF,Udinese,34,1984,1.5,1,1,1,100.0,0.66,0.66,1.00,1.00,0,0,Matches,86015b20
219,Emil Hallfreðsson,is ISL,MF,Frosinone,34,1984,4.4,0,1,0,0.0,0.23,0.00,0.00,,0,0,Matches,86015b20
220,Marek Hamšík,sk SVK,MF,Napoli,31,1987,10.2,0,15,3,20.0,1.47,0.29,0.00,0.00,0,0,Matches,e6ad16b2
221,Dávid Hancko,sk SVK,DF,Fiorentina,20,1997,3.1,0,2,0,0.0,0.64,0.00,0.00,,0,0,Matches,4fac8f81
222,Samir Handanović,si SVN,GK,Inter,34,1984,38.0,0,0,0,,0.00,0.00,,,0,0,Matches,74419746
223,Hans Hateboer,nl NED,MF,Atalanta,24,1994,33.0,5,30,10,33.3,0.91,0.30,0.17,0.50,0,0,Matches,3b333ac3
224,Filip Helander,se SWE,DF,Bologna,25,1993,19.0,0,10,1,10.0,0.53,0.05,0.00,0.00,0,0,Matches,27f0ddef
225,Dalbert Henrique,br BRA,DFMF,Inter,24,1993,8.6,0,7,0,0.0,0.81,0.00,0.00,,0,0,Matches,f45f9427
226,Përparim Hetemaj,fi FIN,MF,Chievo,31,1986,24.0,2,12,4,33.3,0.50,0.17,0.17,0.50,0,0,Matches,90b70194
227,Gonzalo Higuaín,ar ARG,FW,Milan,30,1987,14.2,6,55,18,32.7,3.88,1.27,0.11,0.33,0,1,Matches,8a08491a
228,Oscar Hiljemark,se SWE,MF,Genoa,26,1992,13.3,1,13,5,38.5,0.98,0.38,0.08,0.20,0,0,Matches,98e958af
229,Vitor Hugo,br BRA,DF,Fiorentina,27,1991,27.4,0,17,1,5.9,0.62,0.04,0.00,0.00,0,0,Matches,f2c1300a
230,Elseid Hysaj,al ALB,DF,Napoli,24,1994,23.4,0,12,1,8.3,0.51,0.04,0.00,0.00,0,0,Matches,2f3452eb
231,Simone Iacoponi,it ITA,DF,Parma,31,1987,37.2,0,11,1,9.1,0.30,0.03,0.00,0.00,0,0,Matches,63071a3f
232,Roger Ibanez,br BRA,DF,Atalanta,19,1998,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,82efe6fa
233,Mauro Icardi,ar ARG,FW,Inter,25,1993,25.2,11,74,30,40.5,2.94,1.19,0.15,0.37,5,6,Matches,43b78598
234,Salvador Ichazo,uy URU,GK,Torino,26,1992,2.8,0,0,0,,0.00,0.00,,,0,0,Matches,514f0896
235,Josip Iličić,si SVN,FWMF,Atalanta,30,1988,23.8,12,101,38,37.6,4.24,1.59,0.12,0.32,0,1,Matches,68252d6d
236,Ciro Immobile,it ITA,FW,Lazio,28,1990,31.8,15,124,50,40.3,3.90,1.57,0.12,0.30,4,4,Matches,4431aed2
237,Svante Ingelsson,se SWE,MF,Udinese,20,1998,1.1,0,2,0,0.0,1.86,0.00,0.00,,0,0,Matches,4133cfcf
238,Roberto Inglese,it ITA,FW,Parma,26,1991,21.8,9,47,21,44.7,2.15,0.96,0.19,0.43,2,2,Matches,6c1f7328
239,Lorenzo Insigne,it ITA,FWMF,Napoli,27,1991,23.0,10,119,36,30.3,5.17,1.56,0.08,0.28,1,2,Matches,2f557579
240,Artur Ioniță,md MDA,MF,Cagliari,27,1990,33.0,3,36,11,30.6,1.09,0.33,0.08,0.27,0,0,Matches,cedb3e36
241,Armando Izzo,it ITA,DF,Torino,26,1992,36.3,4,26,8,30.8,0.72,0.22,0.15,0.50,0,0,Matches,89976232
242,Jandrei,br BRA,GK,Genoa,25,1993,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,85ea4399
243,Marko Janković,me MNE,MF,SPAL,23,1995,0.6,0,1,1,100.0,1.67,1.67,0.00,0.00,0,0,Matches,9866afec
244,Jakub Jankto,cz CZE,MF,Sampdoria,22,1996,10.7,0,23,6,26.1,2.15,0.56,0.00,0.00,0,0,Matches,1ea5f91c
245,Paweł Jaroszyński,pl POL,DFMF,Chievo,23,1994,15.0,0,7,2,28.6,0.47,0.13,0.00,0.00,0,0,Matches,958a601f
246,Juan Jesus,br BRA,DF,Roma,27,1991,15.6,1,1,1,100.0,0.06,0.06,1.00,1.00,0,0,Matches,79083382
247,Bruno Jordão,pt POR,MF,Lazio,19,1998,1.0,0,1,0,0.0,1.02,0.00,0.00,,0,0,Matches,41ff002d
248,Hamed Junior Traorè,ci CIV,MF,Empoli,18,2000,25.1,2,44,12,27.3,1.75,0.48,0.05,0.17,0,0,Matches,570bb4b9
249,Musa Juwara,gm GAM,MF,Chievo,16,2001,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,7737dee2
250,Yann Karamoh,fr FRA,FWMF,Inter,20,1998,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,8b66d9cc
251,Ibrahim Karamoko,fr FRA,MF,Chievo,17,2001,0.7,0,2,0,0.0,2.77,0.00,0.00,,0,0,Matches,550985aa
252,Orestis Karnezis,gr GRE,GK,Napoli,33,1985,9.0,0,0,0,,0.00,0.00,,,0,0,Matches,85b011bb
253,Rick Karsdorp,nl NED,DFMF,Roma,23,1995,6.6,0,0,0,,0.00,0.00,,,0,0,Matches,9f84febe
254,Grigoris Kastanos,cy CYP,MF,Juventus,20,1998,0.7,0,0,0,,0.00,0.00,,,0,0,Matches,2a82aa85
255,Moise Kean,it ITA,FW,Juventus,18,2000,6.0,6,20,10,50.0,3.33,1.66,0.30,0.60,0,0,Matches,3d50bcdb
256,Franck Kessié,ci CIV,MF,Milan,21,1996,33.5,8,52,17,32.7,1.55,0.51,0.15,0.47,3,3,Matches,05e19d6a
257,Sami Khedira,de GER,MF,Juventus,31,1987,7.8,2,18,5,27.8,2.29,0.64,0.11,0.40,0,0,Matches,38ac43d3
258,Sofian Kiyine,ma MAR,MFDF,Chievo,20,1997,9.1,0,20,3,15.0,2.21,0.33,0.00,0.00,0,0,Matches,ce1806be
259,Ragnar Klavan,ee EST,DF,Cagliari,32,1985,13.7,0,2,0,0.0,0.15,0.00,0.00,,0,0,Matches,008a6e6d
260,Justin Kluivert,nl NED,MFFW,Roma,19,1999,14.9,1,21,7,33.3,1.41,0.47,0.05,0.14,0,0,Matches,4c3a6744
261,Aleksandar Kolarov,rs SRB,DF,Roma,32,1985,32.3,8,42,15,35.7,1.30,0.46,0.19,0.53,3,3,Matches,eda40760
262,Christian Kouamé,ci CIV,FWMF,Genoa,20,1997,34.1,4,87,25,28.7,2.55,0.73,0.05,0.16,0,0,Matches,58e933d2
263,Kalidou Koulibaly,sn SEN,DF,Napoli,27,1991,34.8,2,19,7,36.8,0.55,0.20,0.11,0.29,0,0,Matches,da974c7b
264,Dawid Kownacki,pl POL,FWMF,Sampdoria,21,1997,1.9,1,6,3,50.0,3.21,1.61,0.17,0.33,1,2,Matches,be5e1c4c
265,Luka Krajnc,si SVN,DF,Frosinone,23,1994,8.8,0,3,1,33.3,0.34,0.11,0.00,0.00,0,0,Matches,2b71b88a
266,Ladislav Krejčí,cz CZE,MFDF,Bologna,26,1992,11.8,0,9,4,44.4,0.76,0.34,0.00,0.00,0,0,Matches,58027adc
267,Rade Krunić,ba BIH,MF,Empoli,24,1993,30.8,5,54,17,31.5,1.75,0.55,0.09,0.29,0,0,Matches,817c6964
268,Juraj Kucka,sk SVK,MF,Parma,31,1987,17.1,4,26,11,42.3,1.52,0.64,0.15,0.36,1,1,Matches,5aaef9ef
269,Dejan Kulusevski,se SWE,FWMF,Atalanta,18,2000,1.2,0,2,1,50.0,1.71,0.86,0.00,0.00,0,0,Matches,df3cda47
270,Jasmin Kurtić,si SVN,MF,SPAL,29,1989,28.4,6,64,13,20.3,2.25,0.46,0.09,0.46,0,0,Matches,144607cc
271,Antonino La Gumina,it ITA,FW,Empoli,22,1996,12.1,2,27,10,37.0,2.23,0.83,0.07,0.20,0,0,Matches,822a7761
272,Alban Lafont,ci CIV,GK,Fiorentina,19,1999,33.5,0,0,0,,0.00,0.00,,,0,0,Matches,4e7db402
273,Abdou Lahat Diakhate,sn SEN,MF,Parma,19,1998,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,8e809937
274,Gianluca Lapadula,pe PER,FW,Genoa,28,1990,4.5,1,24,6,25.0,5.35,1.34,0.04,0.17,0,0,Matches,2ead2809
275,Danilo Larangeira,br BRA,DF,Bologna,34,1984,34.2,1,10,5,50.0,0.29,0.15,0.10,0.20,0,0,Matches,fed5f993
276,Kevin Lasagna,it ITA,FW,Udinese,25,1992,27.3,6,64,22,34.4,2.35,0.81,0.09,0.27,0,1,Matches,09538fdb
277,Vincent Laurini,fr FRA,DFMF,Fiorentina,29,1989,10.2,0,2,1,50.0,0.20,0.10,0.00,0.00,0,0,Matches,3535098b
278,Diego Laxalt,uy URU,MFDF,Milan,25,1993,7.2,0,6,3,50.0,0.83,0.41,0.00,0.00,0,0,Matches,f26e3c59
279,Darko Lazović,rs SRB,MFFW,Genoa,27,1990,28.2,3,38,10,26.3,1.35,0.35,0.08,0.30,0,0,Matches,5128bde4
280,Manuel Lazzari,it ITA,MF,SPAL,24,1993,31.5,0,34,5,14.7,1.08,0.16,0.00,0.00,0,0,Matches,02caf6e0
281,Lucas Leiva,br BRA,MF,Lazio,31,1987,22.1,0,16,1,6.3,0.72,0.05,0.00,0.00,0,0,Matches,4c78b5ed
282,Mauricio Lemos,uy URU,DF,Sassuolo,22,1995,2.0,0,0,0,,0.00,0.00,,,0,0,Matches,dbe5a587
283,Lukas Lerager,dk DEN,MF,Genoa,25,1993,12.5,1,15,5,33.3,1.20,0.40,0.07,0.20,0,0,Matches,1b82f8df
284,Mehdi Léris,dz ALG,MF,Chievo,20,1998,17.9,0,31,9,29.0,1.74,0.50,0.00,0.00,0,0,Matches,7d3cbc67
285,Karol Linetty,pl POL,MF,Sampdoria,23,1995,27.9,3,34,13,38.2,1.22,0.47,0.09,0.23,0,0,Matches,d023d70f
286,Pol Lirola,es ESP,DFMF,Sassuolo,20,1997,33.1,2,17,3,17.6,0.51,0.09,0.12,0.67,0,0,Matches,ff800ed8
287,Adem Ljajić,rs SRB,FWMF,Torino,26,1991,0.3,0,2,1,50.0,6.00,3.00,0.00,0.00,0,0,Matches,2648e18f
288,Manuel Locatelli,it ITA,MF,Sassuolo,20,1998,20.5,2,30,6,20.0,1.46,0.29,0.07,0.33,0,0,Matches,a8a874f1
289,José Luis Palomino,ar ARG,DF,Atalanta,28,1990,25.1,1,8,4,50.0,0.32,0.16,0.13,0.25,0,0,Matches,921f6058
290,Everton Luiz,br BRA,MF,SPAL,30,1988,3.5,0,2,0,0.0,0.57,0.00,0.00,,0,0,Matches,3799e138
291,Jordan Lukaku,be BEL,MF,Lazio,24,1994,1.9,0,0,0,,0.00,0.00,,,0,0,Matches,0cd0e21b
292,Saša Lukić,rs SRB,MF,Torino,21,1996,11.0,2,9,4,44.4,0.82,0.36,0.22,0.50,0,0,Matches,c6e8cf1f
293,Senad Lulić,ba BIH,MF,Lazio,32,1986,32.5,4,27,8,29.6,0.83,0.25,0.15,0.50,0,0,Matches,7fd58fe3
294,Sebastiano Luperto,it ITA,DF,Napoli,21,1996,8.1,0,2,0,0.0,0.25,0.00,0.00,,0,0,Matches,997fff07
295,Lyanco,br BRA,DF,Torino,21,1997,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,b5bf1770
296,Lyanco,br BRA,DF,Bologna,21,1997,12.4,1,8,2,25.0,0.64,0.16,0.13,0.50,0,0,Matches,b5bf1770
297,Babis Lykogiannis,gr GRE,DF,Cagliari,24,1993,9.2,0,7,2,28.6,0.76,0.22,0.00,0.00,0,0,Matches,5efc5389
298,Darwin Machís,ve VEN,MFFW,Udinese,25,1993,5.1,0,16,3,18.8,3.11,0.58,0.00,0.00,0,0,Matches,ed6ea4d9
299,Francesco Magnanelli,it ITA,MF,Sassuolo,33,1984,20.7,0,9,0,0.0,0.44,0.00,0.00,,0,0,Matches,07767f42
300,Giangiacomo Magnani,it ITA,DF,Sassuolo,22,1995,16.8,0,2,0,0.0,0.12,0.00,0.00,,0,0,Matches,cce9f582
301,Raffaele Maiello,it ITA,MF,Frosinone,27,1991,22.7,0,10,2,20.0,0.44,0.09,0.00,0.00,0,0,Matches,02febfdc
302,Domenico Maietta,it ITA,DF,Empoli,35,1982,19.0,0,7,2,28.6,0.37,0.11,0.00,0.00,0,0,Matches,3d936ba9
303,Nikola Maksimović,rs SRB,DF,Napoli,26,1991,15.3,0,2,1,50.0,0.13,0.07,0.00,0.00,0,0,Matches,16b9d5cf
304,Kévin Malcuit,ma MAR,DF,Napoli,27,1991,20.1,0,12,3,25.0,0.60,0.15,0.00,0.00,0,0,Matches,d6a889ea
305,Gianluca Mancini,it ITA,DF,Atalanta,22,1996,25.0,5,41,13,31.7,1.64,0.52,0.12,0.38,0,0,Matches,5aa53281
306,Rolando Mandragora,it ITA,MF,Udinese,21,1997,32.4,3,46,11,23.9,1.42,0.34,0.07,0.27,0,0,Matches,c7259b83
307,Mario Mandžukić,hr CRO,FW,Juventus,32,1986,22.4,9,33,18,54.5,1.47,0.80,0.27,0.50,0,0,Matches,afa0d4e0
308,Kostas Manolas,gr GRE,DF,Roma,27,1991,25.8,1,14,1,7.1,0.54,0.04,0.07,1.00,0,0,Matches,c707411f
309,Juan Manuel Valencia,co COL,MF,Bologna,20,1998,0.3,0,1,0,0.0,3.21,0.00,0.00,,0,0,Matches,7f50c23b
310,Iván Marcano,es ESP,DF,Roma,31,1987,9.0,0,3,1,33.3,0.33,0.11,0.00,0.00,0,0,Matches,7a20d90a
311,Federico Marchetti,it ITA,GK,Genoa,35,1983,4.0,0,0,0,,0.00,0.00,,,0,0,Matches,f794b426
312,Gian Marco Ferrari,it ITA,DF,Sassuolo,26,1992,31.0,4,23,9,39.1,0.74,0.29,0.17,0.44,0,0,Matches,8650af85
313,João Mário,pt POR,MF,Inter,25,1993,12.0,1,16,3,18.8,1.33,0.25,0.06,0.33,0,0,Matches,f0021247
314,Marlon,br BRA,DF,Sassuolo,22,1995,16.8,1,6,2,33.3,0.36,0.12,0.17,0.50,0,0,Matches,cdf65d12
315,Lautaro Martínez,ar ARG,FW,Inter,20,1997,14.9,6,64,21,32.8,4.29,1.41,0.09,0.29,1,1,Matches,f7036e1c
316,Adam Marušić,me MNE,MF,Lazio,25,1992,23.5,1,16,6,37.5,0.68,0.26,0.06,0.17,0,0,Matches,d4535821
317,Andrea Masiello,it ITA,DF,Atalanta,32,1986,20.4,0,9,1,11.1,0.44,0.05,0.00,0.00,0,0,Matches,e0314d87
318,Luca Matarese,it ITA,MF,Frosinone,20,1998,0.2,0,0,0,,0.00,0.00,,,0,0,Matches,a6fc1a22
319,Alessandro Matri,it ITA,FW,Sassuolo,33,1984,6.7,2,15,10,66.7,2.24,1.49,0.13,0.20,0,0,Matches,58d97e77
320,Federico Mattiello,it ITA,MFDF,Bologna,23,1995,14.8,1,11,5,45.5,0.74,0.34,0.09,0.20,0,0,Matches,fba81826
321,Blaise Matuidi,fr FRA,MF,Juventus,31,1987,26.9,3,20,6,30.0,0.74,0.22,0.15,0.50,0,0,Matches,c0cddebe
322,José Mauri,it ITA,MF,Milan,22,1996,2.3,0,4,0,0.0,1.73,0.00,0.00,,0,0,Matches,644faf10
323,Stephy Mavididi,eng ENG,FWMF,Juventus,20,1998,0.2,0,0,0,,0.00,0.00,,,0,0,Matches,30144daa
324,Luca Mazzitelli,it ITA,MF,Genoa,22,1995,3.6,0,5,0,0.0,1.39,0.00,0.00,,0,0,Matches,dc61b402
325,Ibrahima Mbaye,sn SEN,DFMF,Bologna,23,1994,22.3,2,13,3,23.1,0.58,0.13,0.15,0.67,0,0,Matches,cfbf9881
326,Levan Mchedlidze,ge GEO,FWMF,Empoli,28,1990,2.3,0,4,1,25.0,1.73,0.43,0.00,0.00,0,0,Matches,54ab361e
327,Iuri Medeiros,pt POR,MFFW,Genoa,24,1994,1.2,0,2,0,0.0,1.70,0.00,0.00,,0,0,Matches,97e2aa67
328,Riccardo Meggiorini,it ITA,FW,Chievo,32,1985,17.2,3,33,15,45.5,1.92,0.87,0.09,0.20,1,1,Matches,2ec0f902
329,Soualiho Meïté,fr FRA,MF,Torino,24,1994,29.5,2,30,11,36.7,1.02,0.37,0.07,0.18,0,0,Matches,5cec2c74
330,Alex Meret,it ITA,GK,Napoli,21,1997,12.8,0,0,0,,0.00,0.00,,,0,0,Matches,9413b19f
331,Dries Mertens,be BEL,FW,Napoli,31,1987,25.0,16,89,39,43.8,3.56,1.56,0.18,0.41,1,1,Matches,89b2c8a9
332,Petar Mićin,rs SRB,MF,Udinese,19,1998,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,259deea9
333,Nikola Milenković,rs SRB,DF,Fiorentina,20,1997,33.4,3,29,12,41.4,0.87,0.36,0.10,0.25,0,0,Matches,bee704fc
334,Arkadiusz Milik,pl POL,FW,Napoli,24,1994,26.6,17,111,52,46.8,4.17,1.95,0.15,0.33,0,0,Matches,85613cf0
335,Sergej Milinković-Savić,rs SRB,MF,Lazio,23,1995,26.6,5,77,23,29.9,2.89,0.86,0.06,0.22,0,0,Matches,4e6dbac4
336,Vanja Milinković-Savić,rs SRB,GK,SPAL,21,1997,1.8,0,0,0,,0.00,0.00,,,0,0,Matches,9fa26bc2
337,Vincenzo Millico,it ITA,FW,Torino,17,2000,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,6817095b
338,Kevin Mirallas,be BEL,FWMF,Fiorentina,30,1987,14.4,2,31,9,29.0,2.15,0.62,0.06,0.22,0,0,Matches,aa51343f
339,Miranda,br BRA,DF,Inter,33,1984,12.9,0,4,1,25.0,0.31,0.08,0.00,0.00,0,0,Matches,314f2124
340,Antonio Mirante,it ITA,GK,Roma,35,1983,11.0,0,0,0,,0.00,0.00,,,0,0,Matches,30223b33
341,Simone Missiroli,it ITA,MF,SPAL,32,1986,30.5,0,15,1,6.7,0.49,0.03,0.00,0.00,0,0,Matches,331c0a43
342,Cristian Molinaro,it ITA,MFDF,Frosinone,35,1983,12.9,0,1,0,0.0,0.08,0.00,0.00,,0,0,Matches,1c8c5aed
343,Gabriele Moncini,it ITA,FW,SPAL,22,1996,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,c4efe2b4
344,Cristóbal Montiel,es ESP,MF,Fiorentina,18,2000,0.1,0,1,0,0.0,15.00,0.00,0.00,,0,0,Matches,dd52d069
345,Emiliano Moretti,it ITA,DF,Torino,37,1981,22.3,0,1,0,0.0,0.04,0.00,0.00,,0,0,Matches,55667895
346,Samuel Mráz,sk SVK,FW,Empoli,21,1997,1.9,1,2,1,50.0,1.06,0.53,0.50,1.00,0,0,Matches,be6c1ccc
347,Gianni Munari,it ITA,MF,Parma,35,1983,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,e50613bd
348,Alessandro Murgia,it ITA,MF,SPAL,21,1996,11.9,0,13,3,23.1,1.09,0.25,0.00,0.00,0,0,Matches,fb2c533b
349,Alessandro Murgia,it ITA,MF,Lazio,21,1996,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,fb2c533b
350,Luis Muriel,co COL,FW,Fiorentina,27,1991,16.0,6,46,16,34.8,2.87,1.00,0.13,0.38,0,0,Matches,eb2fe5b6
351,Nicola Murru,it ITA,DF,Sampdoria,23,1994,32.6,0,16,2,12.5,0.49,0.06,0.00,0.00,0,0,Matches,d183e9d6
352,Mateo Musacchio,ar ARG,DF,Milan,27,1990,29.0,1,13,4,30.8,0.45,0.14,0.08,0.25,0,0,Matches,91899ca8
353,Juan Musso,ar ARG,GK,Udinese,24,1994,29.0,0,0,0,,0.00,0.00,,,0,0,Matches,a111cf41
354,Ádám Nagy,hu HUN,MF,Bologna,23,1995,10.8,0,6,2,33.3,0.55,0.18,0.00,0.00,0,0,Matches,788b31e2
355,Radja Nainggolan,be BEL,MF,Inter,30,1988,21.9,6,71,18,25.4,3.25,0.82,0.08,0.33,0,0,Matches,1f9328da
356,Angelo Ndrecka,al ALB,MF,Chievo,16,2001,1.0,0,1,0,0.0,1.00,0.00,0.00,,0,0,Matches,fcd20025
357,Pedro Neto,pt POR,FWMF,Lazio,18,2000,0.5,0,1,0,0.0,1.96,0.00,0.00,,0,0,Matches,7ba2eaa9
358,Hans Nicolussi Caviglia,it ITA,MF,Juventus,18,2000,0.6,0,1,1,100.0,1.58,1.58,0.00,0.00,0,0,Matches,b136c945
359,Dimitris Nikolaou,gr GRE,DF,Empoli,19,1998,3.9,0,0,0,,0.00,0.00,,,0,0,Matches,cf961d8d
360,Nicolas Nkoulou,cm CMR,DF,Torino,28,1990,35.7,2,7,3,42.9,0.20,0.08,0.29,0.67,0,0,Matches,93cf32a8
361,Bram Nuytinck,nl NED,DF,Udinese,28,1990,23.6,1,5,1,20.0,0.21,0.04,0.20,1.00,0,0,Matches,e33f36d5
362,Steven Nzonzi,fr FRA,MF,Roma,29,1988,29.1,1,23,4,17.4,0.79,0.14,0.04,0.25,0,0,Matches,c7526c18
363,Christian Nørgaard,dk DEN,MF,Fiorentina,24,1994,3.6,0,0,0,,0.00,0.00,,,0,0,Matches,df0a4c90
364,Dimitri Oberlin,ch SUI,FWMF,Empoli,20,1997,1.5,0,0,0,,0.00,0.00,,,0,0,Matches,af45e954
365,Joel Obi,ng NGA,MF,Chievo,27,1991,7.3,1,10,3,30.0,1.37,0.41,0.10,0.33,0,0,Matches,614c38fb
366,Jens Odgaard,dk DEN,FWMF,Sassuolo,19,1999,0.2,0,0,0,,0.00,0.00,,,0,0,Matches,75374ee7
367,Stefano Okaka,it ITA,FW,Udinese,28,1989,10.8,6,18,9,50.0,1.67,0.84,0.33,0.67,0,0,Matches,601ef102
368,Orji Okwonkwo,ng NGA,FW,Bologna,20,1998,2.9,0,5,0,0.0,1.75,0.00,0.00,,0,0,Matches,905a4f61
369,Robin Olsen,se SWE,GK,Roma,28,1990,27.0,0,0,0,,0.00,0.00,,,0,0,Matches,e7ee38c3
370,Stephane Omeonga,be BEL,MF,Genoa,22,1996,0.6,0,0,0,,0.00,0.00,,,0,0,Matches,72c803a0
371,Nicholas Opoku,gh GHA,DF,Udinese,20,1997,10.1,0,5,0,0.0,0.49,0.00,0.00,,0,0,Matches,b871bf55
372,Riccardo Orsolini,it ITA,MFFW,Bologna,21,1997,21.8,8,65,30,46.2,2.98,1.37,0.12,0.27,0,0,Matches,e14ec482
373,David Ospina,co COL,GK,Napoli,29,1988,16.2,0,0,0,,0.00,0.00,,,0,0,Matches,82b1198a
374,Adam Ounas,dz ALG,MFFW,Napoli,21,1996,6.0,3,21,8,38.1,3.51,1.34,0.14,0.38,0,0,Matches,ed90babd
375,Simone Padoin,it ITA,DFMF,Cagliari,34,1984,21.3,0,3,2,66.7,0.14,0.09,0.00,0.00,0,0,Matches,5eb72339
376,Luca Paganini,it ITA,MF,Frosinone,25,1993,12.5,2,28,5,17.9,2.24,0.40,0.07,0.40,0,0,Matches,e5b98a70
377,Marko Pajač,hr CRO,MFDF,Empoli,25,1993,8.2,2,9,4,44.4,1.10,0.49,0.22,0.50,0,0,Matches,5df4ef30
378,Marko Pajač,hr CRO,DFMF,Cagliari,25,1993,1.1,0,0,0,,0.00,0.00,,,0,0,Matches,5df4ef30
379,Rodrigo Palacio,ar ARG,FWMF,Bologna,36,1982,25.9,3,46,21,45.7,1.78,0.81,0.07,0.14,0,0,Matches,8d8178ac
