--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,Playing Time,,,,,Starts,,,Subs,,,Team Success,,,,,,,-additional
336,Christian Kouamé,ci CIV,FWMF,Genoa,20,1997,38,3066,81,89.6,34.1,33,86,24,5,44,0,1.00,35,53,-18,-0.53,-0.53,Matches,58e933d2
337,Kalidou Koulibaly,sn SEN,DF,Napoli,27,1991,35,3132,89,91.6,34.8,35,89,33,0,,0,2.09,67,29,+38,+1.09,+1.09,Matches,da974c7b
338,Dawid Kownacki,pl POL,FWMF,Sampdoria,21,1997,13,168,13,4.9,1.9,0,,0,13,13,6,1.46,4,4,0,0.00,-0.25,Matches,be5e1c4c
339,Luka Krajnc,si SVN,DF,Frosinone,23,1994,9,788,88,23.0,8.8,9,88,7,0,,25,0.67,7,19,-12,-1.37,-0.41,Matches,2b71b88a
340,Titas Krapikas,lt LTU,GK,Sampdoria,19,1999,0,,,,,0,,0,0,,1,,,,,,,Matches,211c0e82
341,Ladislav Krejčí,cz CZE,MFDF,Bologna,26,1992,18,1065,59,31.1,11.8,11,86,9,7,17,19,1.39,18,22,-4,-0.34,-0.19,Matches,58027adc
342,Rade Krunić,ba BIH,MF,Empoli,24,1993,33,2772,84,81.1,30.8,33,84,21,0,,0,1.03,38,55,-17,-0.55,-0.27,Matches,817c6964
343,Juraj Kucka,sk SVK,MF,Parma,31,1987,18,1535,85,44.9,17.1,17,89,14,1,18,0,0.89,20,33,-13,-0.76,-0.43,Matches,5aaef9ef
344,Dejan Kulusevski,se SWE,FWMF,Atalanta,18,2000,3,105,35,3.1,1.2,0,,0,3,35,12,1.00,1,3,-2,-1.71,-2.61,Matches,df3cda47
345,Jasmin Kurtić,si SVN,MF,SPAL,29,1989,30,2557,85,74.8,28.4,29,87,24,1,37,0,1.17,35,41,-6,-0.21,+0.41,Matches,144607cc
346,Antonino La Gumina,it ITA,FW,Empoli,22,1996,22,1090,50,31.9,12.1,12,75,3,10,20,0,0.91,16,26,-10,-0.83,-0.48,Matches,822a7761
347,Riccardo Ladinetti,it ITA,MF,Cagliari,17,2000,0,,,,,0,,0,0,,1,,,,,,,Matches,ff4296df
348,Alban Lafont,ci CIV,GK,Fiorentina,19,1999,34,3015,89,88.2,33.5,34,89,33,0,,3,1.15,43,40,+3,+0.09,+0.31,Matches,4e7db402
349,Abdou Lahat Diakhate,sn SEN,MF,Parma,19,1998,1,1,1,0.0,0.0,0,,0,1,1,13,0.00,0,0,0,0.00,+0.53,Matches,8e809937
350,Ivan Lakićević,rs SRB,DF,Genoa,25,1993,0,,,,,0,,0,0,,29,,,,,,,Matches,47508c51
351,Erald Lakti,al ALB,MF,Fiorentina,18,2000,0,,,,,0,,0,0,,1,,,,,,,Matches,01430687
352,Gianluca Lapadula,pe PER,FW,Genoa,28,1990,8,404,51,11.8,4.5,4,81,2,4,20,16,0.38,2,4,-2,-0.45,+0.03,Matches,2ead2809
353,Danilo Larangeira,br BRA,DF,Bologna,34,1984,35,3077,88,90.0,34.2,35,88,31,0,,2,1.23,42,47,-5,-0.15,+0.64,Matches,fed5f993
354,Kevin Lasagna,it ITA,FW,Udinese,25,1992,36,2453,68,71.7,27.3,26,86,19,10,22,2,1.11,31,41,-10,-0.37,+0.01,Matches,09538fdb
355,Vincent Laurini,fr FRA,DFMF,Fiorentina,29,1989,15,920,61,26.9,10.2,10,80,4,5,25,20,1.20,16,19,-3,-0.29,-0.47,Matches,3535098b
356,Diego Laxalt,uy URU,MFDF,Milan,25,1993,20,651,33,19.0,7.2,6,82,3,14,11,18,1.85,11,9,+2,+0.28,-0.28,Matches,f26e3c59
357,Darko Lazović,rs SRB,MFFW,Genoa,27,1990,33,2542,77,74.3,28.2,30,81,19,3,34,2,1.06,28,43,-15,-0.53,-0.22,Matches,5128bde4
358,Manuel Lazzari,it ITA,MF,SPAL,24,1993,33,2835,86,82.9,31.5,33,86,26,0,,0,1.24,38,43,-5,-0.16,+0.92,Matches,02caf6e0
359,Lucas Leiva,br BRA,MF,Lazio,31,1987,27,1987,74,58.1,22.1,22,85,16,5,26,2,1.74,32,25,+7,+0.32,+0.13,Matches,4c78b5ed
360,Nunzio Lella,it ITA,MF,Cagliari,18,2000,0,,,,,0,,0,0,,5,,,,,,,Matches,c149e8a6
361,Mauricio Lemos,uy URU,DF,Sassuolo,22,1995,3,179,60,5.2,2.0,3,60,0,0,,31,1.33,5,7,-2,-1.01,-0.87,Matches,dbe5a587
362,Lukas Lerager,dk DEN,MF,Genoa,25,1993,14,1122,80,32.8,12.5,13,84,10,1,35,2,0.86,7,14,-7,-0.56,-0.13,Matches,1b82f8df
363,Mehdi Léris,dz ALG,MF,Chievo,20,1998,23,1607,70,47.0,17.9,18,83,11,5,22,12,0.39,10,36,-26,-1.46,-0.26,Matches,7d3cbc67
364,Maxime Leverbe,fr FRA,DF,Sampdoria,21,1997,0,,,,,0,,0,0,,9,,,,,,,Matches,f155d812
365,Maxime Leverbe,fr FRA,DF,Cagliari,21,1997,0,,,,,0,,0,0,,9,,,,,,,Matches,f155d812
366,Ben Lhassine Kone,ci CIV,MF,Torino,18,2000,0,,,,,0,,0,0,,1,,,,,,,Matches,7452c7a8
367,Karol Linetty,pl POL,MF,Sampdoria,23,1995,32,2507,78,73.3,27.9,30,80,16,2,53,3,1.44,45,35,+10,+0.36,+0.46,Matches,d023d70f
368,Pol Lirola,es ESP,DFMF,Sassuolo,20,1997,35,2975,85,87.0,33.1,32,90,30,3,36,3,1.17,47,53,-6,-0.18,+0.02,Matches,ff800ed8
369,Adem Ljajić,rs SRB,FWMF,Torino,26,1991,1,30,30,0.9,0.3,0,,0,1,30,1,1.00,1,0,+1,+3.00,+2.63,Matches,2648e18f
370,Manuel Locatelli,it ITA,MF,Sassuolo,20,1998,29,1847,64,54.0,20.5,21,81,11,8,19,8,1.00,31,34,-3,-0.15,+0.08,Matches,a8a874f1
371,Lorenzo Lollo,it ITA,MF,Empoli,27,1990,0,,,,,0,,0,0,,5,,,,,,,Matches,1272d9f4
372,Lisandro López,ar ARG,DF,Genoa,28,1989,0,,,,,0,,0,0,,15,,,,,,,Matches,8320fe65
373,José Luis Palomino,ar ARG,DF,Atalanta,28,1990,30,2261,75,66.1,25.1,25,85,21,5,26,3,1.90,51,29,+22,+0.88,+0.18,Matches,921f6058
374,Everton Luiz,br BRA,MF,SPAL,30,1988,10,317,32,9.3,3.5,2,72,0,8,22,8,1.30,3,8,-5,-1.42,-1.22,Matches,3799e138
375,Jordan Lukaku,be BEL,MF,Lazio,24,1994,7,175,25,5.1,1.9,1,45,0,6,22,5,1.57,3,4,-1,-0.51,-0.82,Matches,0cd0e21b
376,Saša Lukić,rs SRB,MF,Torino,21,1996,24,989,41,28.9,11.0,11,77,5,13,11,13,1.83,12,6,+6,+0.55,+0.21,Matches,c6e8cf1f
377,Senad Lulić,ba BIH,MF,Lazio,32,1986,35,2923,84,85.5,32.5,34,85,25,1,26,1,1.69,49,34,+15,+0.46,+1.37,Matches,7fd58fe3
378,Sebastiano Luperto,it ITA,DF,Napoli,21,1996,12,728,61,21.3,8.1,6,87,5,6,34,22,2.08,19,10,+9,+1.11,+0.14,Matches,997fff07
379,Lyanco,br BRA,DF,Torino,21,1997,2,90,45,2.6,1.0,1,82,0,1,8,9,0.50,2,3,-1,-1.00,-1.43,Matches,b5bf1770
380,Lyanco,br BRA,DF,Bologna,21,1997,13,1119,86,32.7,12.4,13,86,10,0,,1,2.00,27,16,+11,+0.88,+1.63,Matches,b5bf1770
381,Babis Lykogiannis,gr GRE,DF,Cagliari,24,1993,11,830,75,24.3,9.2,9,85,8,2,33,14,1.00,7,14,-7,-0.76,-0.38,Matches,5efc5389
382,Darwin Machís,ve VEN,MFFW,Udinese,25,1993,13,463,36,13.5,5.1,4,78,1,9,17,6,1.00,6,5,+1,+0.19,+0.65,Matches,ed6ea4d9
383,Francesco Magnanelli,it ITA,MF,Sassuolo,33,1984,26,1859,72,54.4,20.7,21,85,16,5,13,10,1.15,26,26,0,0.00,+0.40,Matches,07767f42
384,Giangiacomo Magnani,it ITA,DF,Sassuolo,22,1995,19,1516,80,44.3,16.8,17,87,16,2,16,14,1.37,24,27,-3,-0.18,+0.01,Matches,cce9f582
385,Raffaele Maiello,it ITA,MF,Frosinone,27,1991,29,2043,70,59.7,22.7,22,82,13,7,35,5,0.83,18,33,-15,-0.66,+0.97,Matches,02febfdc
386,Domenico Maietta,it ITA,DF,Empoli,35,1982,21,1714,82,50.1,19.0,21,82,15,0,,7,1.05,26,36,-10,-0.53,-0.05,Matches,3d936ba9
387,Nikola Maksimović,rs SRB,DF,Napoli,26,1991,17,1375,81,40.2,15.3,15,86,13,2,42,17,2.29,31,12,+19,+1.24,+0.41,Matches,16b9d5cf
388,Kévin Malcuit,ma MAR,DF,Napoli,27,1991,24,1805,75,52.8,20.1,20,86,15,4,21,14,1.96,42,19,+23,+1.15,+0.31,Matches,d6a889ea
389,Gianluca Mancini,it ITA,DF,Atalanta,22,1996,30,2246,75,65.7,25.0,25,82,17,5,37,7,1.83,48,32,+16,+0.64,-0.51,Matches,5aa53281
390,Rolando Mandragora,it ITA,MF,Udinese,21,1997,35,2918,83,85.3,32.4,33,88,27,2,13,0,1.23,33,41,-8,-0.25,+0.83,Matches,c7259b83
391,Mario Mandžukić,hr CRO,FW,Juventus,32,1986,25,2014,81,58.9,22.4,23,85,15,2,29,2,2.56,44,12,+32,+1.43,+0.92,Matches,afa0d4e0
392,Kostas Manolas,gr GRE,DF,Roma,27,1991,27,2324,86,68.0,25.8,27,86,23,0,,3,1.96,51,32,+19,+0.74,+0.82,Matches,c707411f
393,Juan Manuel Valencia,co COL,MF,Bologna,20,1998,1,28,28,0.8,0.3,0,,0,1,28,11,0.00,0,0,0,0.00,+0.21,Matches,7f50c23b
394,Iván Marcano,es ESP,DF,Roma,31,1987,10,810,81,23.7,9.0,9,85,8,1,45,28,1.60,14,13,+1,+0.11,-0.48,Matches,7a20d90a
395,Federico Marchetti,it ITA,GK,Genoa,35,1983,4,360,90,10.5,4.0,4,90,4,0,,27,1.50,7,10,-3,-0.75,-0.31,Matches,f794b426
396,Giuseppe Marcianò,it ITA,GK,Frosinone,18,2000,0,,,,,0,,0,0,,5,,,,,,,Matches,7b037e64
397,Michał Marcjanik,pl POL,DF,Empoli,23,1994,0,,,,,0,,0,0,,17,,,,,,,Matches,122504c2
398,Gian Marco Ferrari,it ITA,DF,Sassuolo,26,1992,31,2790,90,81.6,31.0,31,90,31,0,,6,1.19,45,45,0,0.00,+1.00,Matches,8650af85
399,Andrea Marcucci,it ITA,MF,Roma,19,1999,0,,,,,0,,0,0,,1,,,,,,,Matches,2fec6b88
400,Davide Marfella,it ITA,GK,Napoli,18,1999,0,,,,,0,,0,0,,2,,,,,,,Matches,880fcdbb
401,João Mário,pt POR,MF,Inter,25,1993,20,1082,54,31.6,12.0,12,79,5,8,17,16,1.90,19,5,+14,+1.16,+0.78,Matches,f0021247
402,Marlon,br BRA,DF,Sassuolo,22,1995,18,1508,84,44.1,16.8,18,84,15,0,,6,1.06,21,24,-3,-0.18,+0.01,Matches,cdf65d12
403,Alessandro Marongiu,it ITA,MF,Cagliari,19,1999,0,,,,,0,,0,0,,1,,,,,,,Matches,5f757d3a
404,Lautaro Martínez,ar ARG,FW,Inter,20,1997,27,1344,50,39.3,14.9,13,85,9,14,17,7,1.74,29,17,+12,+0.80,+0.28,Matches,f7036e1c
405,Adam Marušić,me MNE,MF,Lazio,25,1992,26,2111,81,61.7,23.5,24,87,20,2,12,7,1.58,32,29,+3,+0.13,-0.35,Matches,d4535821
406,Andrea Masiello,it ITA,DF,Atalanta,32,1986,24,1836,77,53.7,20.4,22,82,15,2,18,8,1.67,34,23,+11,+0.54,-0.60,Matches,e0314d87
407,Luca Matarese,it ITA,MF,Frosinone,20,1998,2,16,8,0.5,0.2,0,,0,2,8,5,0.00,0,1,-1,-5.63,-4.59,Matches,a6fc1a22
408,Alessandro Matri,it ITA,FW,Sassuolo,33,1984,19,603,32,17.6,6.7,6,68,1,13,15,18,1.16,8,12,-4,-0.60,-0.50,Matches,58d97e77
409,Federico Mattiello,it ITA,MFDF,Bologna,23,1995,17,1333,78,39.0,14.8,16,83,13,1,5,5,0.82,9,20,-11,-0.74,-0.87,Matches,fba81826
410,Blaise Matuidi,fr FRA,MF,Juventus,31,1987,31,2418,78,70.7,26.9,29,83,17,2,13,4,2.58,50,17,+33,+1.23,+0.60,Matches,c0cddebe
411,José Mauri,it ITA,MF,Milan,22,1996,5,208,42,6.1,2.3,2,59,0,3,30,27,2.00,3,2,+1,+0.43,-0.07,Matches,644faf10
412,Stephy Mavididi,eng ENG,FWMF,Juventus,20,1998,1,22,22,0.6,0.2,0,,0,1,22,3,0.00,0,1,-1,-4.09,-5.18,Matches,30144daa
413,Luca Mazzitelli,it ITA,MF,Genoa,22,1995,10,323,32,9.4,3.6,3,65,0,7,18,12,1.40,2,4,-2,-0.56,-0.09,Matches,dc61b402
414,Ibrahima Mbaye,sn SEN,DFMF,Bologna,23,1994,23,2010,87,58.8,22.3,22,90,22,1,30,13,1.65,37,26,+11,+0.49,+1.71,Matches,cfbf9881
415,Levan Mchedlidze,ge GEO,FWMF,Empoli,28,1990,11,208,19,6.1,2.3,0,,0,11,19,10,0.55,4,5,-1,-0.43,+0.07,Matches,54ab361e
416,Iuri Medeiros,pt POR,MFFW,Genoa,24,1994,2,106,53,3.1,1.2,2,53,0,0,,14,0.00,2,6,-4,-3.40,-3.02,Matches,97e2aa67
417,Riccardo Meggiorini,it ITA,FW,Chievo,32,1985,24,1548,65,45.3,17.2,18,77,8,6,26,12,0.50,10,33,-23,-1.34,-0.04,Matches,2ec0f902
418,Soualiho Meïté,fr FRA,MF,Torino,24,1994,35,2659,76,77.7,29.5,30,85,21,5,24,0,1.71,39,29,+10,+0.34,-0.25,Matches,5cec2c74
419,Alex Meret,it ITA,GK,Napoli,21,1997,14,1151,82,33.7,12.8,13,85,12,1,47,11,2.21,28,9,+19,+1.49,+0.73,Matches,9413b19f
420,Dries Mertens,be BEL,FW,Napoli,31,1987,35,2252,64,65.8,25.0,23,82,13,12,31,2,2.00,55,19,+36,+1.44,+1.28,Matches,89b2c8a9
421,Petar Mićin,rs SRB,MF,Udinese,19,1998,1,3,3,0.1,0.0,0,,0,1,3,28,3.00,0,0,0,0.00,+0.37,Matches,259deea9
422,Nikola Milenković,rs SRB,DF,Fiorentina,20,1997,34,3008,88,88.0,33.4,34,88,32,0,,1,0.97,36,37,-1,-0.03,-0.69,Matches,bee704fc
423,Arkadiusz Milik,pl POL,FW,Napoli,24,1994,35,2396,68,70.1,26.6,27,82,17,8,24,3,2.00,55,25,+30,+1.13,+0.42,Matches,85613cf0
424,Sergej Milinković-Savić,rs SRB,MF,Lazio,23,1995,31,2396,77,70.1,26.6,29,81,18,2,20,1,1.52,39,27,+12,+0.45,+0.63,Matches,4e6dbac4
425,Vanja Milinković-Savić,rs SRB,GK,SPAL,21,1997,2,164,82,4.8,1.8,2,82,1,0,,16,1.50,3,4,-1,-0.55,-0.24,Matches,9fa26bc2
426,Vincenzo Millico,it ITA,FW,Torino,17,2000,1,1,1,0.0,0.0,0,,0,1,1,9,3.00,0,0,0,0.00,-0.39,Matches,6817095b
427,Kevin Mirallas,be BEL,FWMF,Fiorentina,30,1987,27,1299,48,38.0,14.4,15,68,4,12,23,6,1.00,13,14,-1,-0.07,-0.20,Matches,aa51343f
428,Miranda,br BRA,DF,Inter,33,1984,14,1158,83,33.9,12.9,14,83,11,0,,20,1.57,16,11,+5,+0.39,-0.37,Matches,314f2124
429,Antonio Mirante,it ITA,GK,Roma,35,1983,11,990,90,28.9,11.0,11,90,11,0,,24,2.00,16,6,+10,+0.91,+0.61,Matches,30223b33
430,Simone Missiroli,it ITA,MF,SPAL,32,1986,34,2741,81,80.1,30.5,33,82,23,1,26,1,1.24,35,40,-5,-0.16,+0.76,Matches,331c0a43
431,Abukar Mohamed,fi FIN,MF,Lazio,19,1999,0,,,,,0,,0,0,,2,,,,,,,Matches,2226b8dc
432,Cristian Molinaro,it ITA,MFDF,Frosinone,35,1983,14,1159,83,33.9,12.9,13,87,11,1,31,22,0.21,9,31,-22,-1.71,-0.99,Matches,1c8c5aed
433,Gabriele Moncini,it ITA,FW,SPAL,22,1996,1,8,8,0.2,0.1,0,,0,1,8,11,0.00,0,0,0,0.00,+0.32,Matches,c4efe2b4
434,Cristóbal Montiel,es ESP,MF,Fiorentina,18,2000,1,6,6,0.2,0.1,0,,0,1,6,11,1.00,0,0,0,0.00,-0.05,Matches,dd52d069
435,Riccardo Montolivo,it ITA,MF,Milan,33,1985,0,,,,,0,,0,0,,17,,,,,,,Matches,b746d309
436,Pablo Moreno,es ESP,FW,Juventus,16,2002,0,,,,,0,,0,0,,1,,,,,,,Matches,2ce5a500
437,Emiliano Moretti,it ITA,DF,Torino,37,1981,24,2010,84,58.8,22.3,22,90,21,2,20,12,1.96,31,19,+12,+0.54,+0.35,Matches,55667895
438,Samuel Mráz,sk SVK,FW,Empoli,21,1997,6,170,28,5.0,1.9,2,54,0,4,16,15,0.17,1,4,-3,-1.59,-1.15,Matches,be6c1ccc
439,Gianni Munari,it ITA,MF,Parma,35,1983,1,3,3,0.1,0.0,0,,0,1,3,0,0.00,0,0,0,0.00,+0.53,Matches,e50613bd
440,Simone Muratore,it ITA,MF,Juventus,20,1998,0,,,,,0,,0,0,,1,,,,,,,Matches,04989945
441,Alessandro Murgia,it ITA,MF,SPAL,21,1996,15,1072,71,31.3,11.9,11,84,7,4,36,1,1.40,22,19,+3,+0.25,+0.83,Matches,fb2c533b
442,Alessandro Murgia,it ITA,MF,Lazio,21,1996,1,9,9,0.3,0.1,0,,0,1,9,19,3.00,0,0,0,0.00,-0.26,Matches,fb2c533b
443,Luis Muriel,co COL,FW,Fiorentina,27,1991,19,1441,76,42.1,16.0,16,85,11,3,27,0,0.79,19,19,0,0.00,-0.09,Matches,eb2fe5b6
444,Nicola Murru,it ITA,DF,Sampdoria,23,1994,35,2934,84,85.8,32.6,34,86,29,1,3,0,1.40,53,47,+6,+0.18,-0.37,Matches,d183e9d6
445,Mateo Musacchio,ar ARG,DF,Milan,27,1990,29,2610,90,76.3,29.0,29,90,29,0,,5,1.90,48,29,+19,+0.66,+0.66,Matches,91899ca8
446,Juan Musso,ar ARG,GK,Udinese,24,1994,29,2610,90,76.3,29.0,29,90,29,0,,8,1.21,31,40,-9,-0.31,+0.25,Matches,a111cf41
447,Ádám Nagy,hu HUN,MF,Bologna,23,1995,14,975,70,28.5,10.8,10,90,10,4,19,20,0.64,9,18,-9,-0.83,-0.87,Matches,788b31e2
448,Radja Nainggolan,be BEL,MF,Inter,30,1988,29,1967,68,57.5,21.9,22,80,11,7,28,2,1.90,33,17,+16,+0.73,+0.24,Matches,1f9328da
449,Michel Ndary Adopo,fr FRA,MF,Torino,18,2000,0,,,,,0,,0,0,,1,,,,,,,Matches,599d91d0
450,Angelo Ndrecka,al ALB,MF,Chievo,16,2001,1,90,90,2.6,1.0,1,90,1,0,,6,0.00,0,4,-4,-4.00,-2.76,Matches,fcd20025
451,Pedro Neto,pt POR,FWMF,Lazio,18,2000,4,46,12,1.3,0.5,0,,0,4,12,11,1.50,0,1,-1,-1.96,-2.25,Matches,7ba2eaa9
452,Hans Nicolussi Caviglia,it ITA,MF,Juventus,18,2000,3,57,19,1.7,0.6,0,,0,3,19,9,1.00,0,4,-4,-6.32,-7.49,Matches,b136c945
453,Dimitris Nikolaou,gr GRE,DF,Empoli,19,1998,4,348,87,10.2,3.9,4,87,3,0,,13,1.00,4,7,-3,-0.78,-0.31,Matches,cf961d8d
454,Lazar Nikolić,rs SRB,DF,SPAL,18,1999,0,,,,,0,,0,0,,3,,,,,,,Matches,f9c8dcf2
455,Fallou Njie,gm GAM,DF,Genoa,19,1999,0,,,,,0,,0,0,,1,,,,,,,Matches,fec7839a
456,Nicolas Nkoulou,cm CMR,DF,Torino,28,1990,36,3214,89,94.0,35.7,36,89,35,0,,0,1.64,50,36,+14,+0.39,-0.04,Matches,93cf32a8
457,Bram Nuytinck,nl NED,DF,Udinese,28,1990,27,2127,79,62.2,23.6,24,87,21,3,14,3,1.04,18,31,-13,-0.55,-0.48,Matches,e33f36d5
458,Steven Nzonzi,fr FRA,MF,Roma,29,1988,30,2617,87,76.5,29.1,29,89,27,1,45,5,1.67,55,35,+20,+0.69,+0.91,Matches,c7526c18
459,Christian Nørgaard,dk DEN,MF,Fiorentina,24,1994,6,323,54,9.4,3.6,4,70,1,2,22,29,1.67,7,5,+2,+0.56,+0.56,Matches,df0a4c90
460,Dimitri Oberlin,ch SUI,FWMF,Empoli,20,1997,5,139,28,4.1,1.5,0,,0,5,28,11,0.60,1,0,+1,+0.65,+1.20,Matches,af45e954
461,Joel Obi,ng NGA,MF,Chievo,27,1991,11,659,60,19.3,7.3,9,67,1,2,29,2,0.55,5,13,-8,-1.09,+0.28,Matches,614c38fb
462,Jens Odgaard,dk DEN,FWMF,Sassuolo,19,1999,1,16,16,0.5,0.2,0,,0,1,16,15,1.00,0,0,0,0.00,+0.19,Matches,75374ee7
463,Stefano Okaka,it ITA,FW,Udinese,28,1989,16,970,61,28.4,10.8,11,80,3,5,19,2,1.38,16,15,+1,+0.09,+0.64,Matches,601ef102
464,Caleb Okoli,it ITA,DF,Atalanta,17,2001,0,,,,,0,,0,0,,1,,,,,,,Matches,8ec109e6
465,Orji Okwonkwo,ng NGA,FW,Bologna,20,1998,8,257,32,7.5,2.9,2,77,1,6,17,13,0.88,1,4,-3,-1.05,-0.91,Matches,905a4f61
466,Christian Oliva,uy URU,MF,Cagliari,22,1996,0,,,,,0,,0,0,,16,,,,,,,Matches,d3b888e3
467,Maximiliano Olivera,uy URU,DF,Fiorentina,26,1992,0,,,,,0,,0,0,,2,,,,,,,Matches,32a33c68
468,Robin Olsen,se SWE,GK,Roma,28,1990,27,2430,90,71.1,27.0,27,90,27,0,,9,1.63,50,42,+8,+0.30,-0.61,Matches,e7ee38c3
469,Stephane Omeonga,be BEL,MF,Genoa,22,1996,3,57,19,1.7,0.6,0,,0,3,19,12,0.00,0,5,-5,-7.89,-7.55,Matches,72c803a0
470,Nicholas Opoku,gh GHA,DF,Udinese,20,1997,12,910,76,26.6,10.1,9,87,7,3,41,2,1.25,10,16,-6,-0.59,-0.31,Matches,b871bf55
471,Riccardo Orsolini,it ITA,MFFW,Bologna,21,1997,35,1964,56,57.4,21.8,19,83,12,16,25,1,1.14,39,31,+8,+0.37,+1.36,Matches,e14ec482
472,David Ospina,co COL,GK,Napoli,29,1988,17,1457,86,42.6,16.2,16,87,15,1,64,16,1.82,25,20,+5,+0.31,-1.20,Matches,82b1198a
473,Adam Ounas,dz ALG,MFFW,Napoli,21,1996,18,538,30,15.7,6.0,6,62,0,12,14,11,2.06,9,4,+5,+0.84,-0.19,Matches,ed90babd
474,Daniele Padelli,it ITA,GK,Inter,32,1985,0,,,,,0,,0,0,,38,,,,,,,Matches,cf1c23d8
475,Simone Padoin,it ITA,DFMF,Cagliari,34,1984,30,1915,64,56.0,21.3,22,82,15,8,14,7,1.20,20,33,-13,-0.61,-0.31,Matches,5eb72339
476,Luca Paganini,it ITA,MF,Frosinone,25,1993,14,1123,80,32.8,12.5,12,90,12,2,22,3,0.64,10,18,-8,-0.64,+0.61,Matches,e5b98a70
477,Marko Pajač,hr CRO,MFDF,Empoli,25,1993,10,738,74,21.6,8.2,9,80,4,1,17,5,1.50,15,11,+4,+0.49,+1.26,Matches,5df4ef30
478,Marko Pajač,hr CRO,DFMF,Cagliari,25,1993,3,100,33,2.9,1.1,0,,0,3,33,17,0.33,3,1,+2,+1.80,+2.34,Matches,5df4ef30
479,Rodrigo Palacio,ar ARG,FWMF,Bologna,36,1982,28,2329,83,68.1,25.9,26,87,18,2,31,1,1.32,38,36,+2,+0.08,+0.90,Matches,8d8178ac
480,Alberto Paloschi,it ITA,FW,SPAL,28,1990,23,863,38,25.2,9.6,8,84,5,15,13,14,0.70,10,15,-5,-0.52,-0.28,Matches,b5cae4e6
481,Goran Pandev,mk MKD,FWMF,Genoa,35,1983,26,1122,43,32.8,12.5,12,69,3,14,21,10,1.04,18,18,0,0.00,+0.70,Matches,d711d04f
482,Pier Paolo Salvati,it ITA,GK,Frosinone,16,2002,0,,,,,0,,0,0,,1,,,,,,,Matches,bb4f749c
483,Lucas Paquetá,br BRA,MF,Milan,20,1997,13,842,65,24.6,9.4,12,69,2,1,20,1,1.85,16,6,+10,+1.07,+0.75,Matches,9b6f7fd5
484,Vittorio Parigini,it ITA,MFFW,Torino,22,1996,17,377,22,11.0,4.2,2,72,0,15,16,14,1.35,3,5,-2,-0.48,-0.98,Matches,75efed2e
485,Marco Parolo,it ITA,MF,Lazio,33,1985,34,2563,75,74.9,28.5,28,87,24,6,22,2,1.53,44,36,+8,+0.28,+0.07,Matches,ed5886d2
486,Mario Pašalić,hr CRO,MF,Atalanta,23,1995,33,1618,49,47.3,18.0,17,75,7,16,22,5,1.97,34,22,+12,+0.67,-0.28,Matches,e599253a
487,Manuel Pasqual,it ITA,DFMF,Empoli,36,1982,22,1342,61,39.2,14.9,13,82,7,9,30,10,1.00,20,30,-10,-0.67,-0.28,Matches,548902cc
488,Javier Pastore,ar ARG,MFFW,Roma,29,1989,14,597,43,17.5,6.6,7,65,1,7,21,14,1.57,10,10,0,0.00,-0.57,Matches,881ef58c
489,Patric,es ESP,DFMF,Lazio,25,1993,15,1085,72,31.7,12.1,12,86,9,3,20,16,1.53,22,12,+10,+0.83,+0.83,Matches,f7223718
490,Leonardo Pavoletti,it ITA,FW,Cagliari,29,1988,32,2734,85,79.9,30.4,31,87,26,1,29,2,1.16,30,40,-10,-0.33,+0.72,Matches,d37b0350
491,Nehuén Paz,ar ARG,DF,Bologna,25,1993,2,114,57,3.3,1.3,1,90,1,1,24,28,0.00,0,2,-2,-1.58,-1.42,Matches,42b1a58a
492,João Pedro,it ITA,FWMF,Cagliari,26,1992,34,2555,75,74.7,28.4,30,80,11,4,38,0,1.09,27,44,-17,-0.60,-0.49,Matches,81255c03
493,Joao Pedro Piai,br BRA,GK,Napoli,18,2000,0,,,,,0,,0,0,,1,,,,,,,Matches,4affc2d1
494,Gianluca Pegolo,it ITA,GK,Sassuolo,37,1981,3,203,68,5.9,2.3,2,90,2,1,23,34,0.33,2,4,-2,-0.89,-0.75,Matches,f058ed1f
495,Nikola Pejovic,rs SRB,DF,Empoli,19,1998,0,,,,,0,,0,0,,2,,,,,,,Matches,d44ede43
496,Lorenzo Peli,it ITA,FW,Atalanta,18,2000,0,,,,,0,,0,0,,2,,,,,,,Matches,127dca3b
497,Lorenzo Pellegrini,it ITA,MF,Roma,22,1996,25,1821,73,53.2,20.2,21,80,11,4,37,4,1.80,32,25,+7,+0.35,-0.27,Matches,4a5a45c7
498,Luca Pellegrini,it ITA,DF,Cagliari,19,1999,12,940,78,27.5,10.4,11,84,9,1,18,2,1.17,10,15,-5,-0.48,-0.01,Matches,3b61c9ec
499,Luca Pellegrini,it ITA,DF,Roma,19,1999,4,161,40,4.7,1.8,2,68,0,2,13,13,1.75,2,4,-2,-1.12,-1.67,Matches,3b61c9ec
500,Sergio Pellissier,it ITA,FW,Chievo,39,1979,19,953,50,27.9,10.6,12,73,5,7,11,14,0.84,9,14,-5,-0.47,+1.17,Matches,878ee034
501,Federico Peluso,it ITA,DF,Sassuolo,34,1984,16,1356,85,39.6,15.1,14,89,13,2,56,11,1.00,20,26,-6,-0.40,-0.35,Matches,4f2908e5
502,Pepín,gq EQG,MF,Parma,21,1996,2,77,39,2.3,0.9,1,52,0,1,25,15,0.00,1,3,-2,-2.34,-1.85,Matches,7afb1573
