--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,,Standard,,,,,,,,,,,-additional
190,Elif Elmas,mk MKD,MF,Napoli,19,1999,12.6,1,23,8,34.8,1.83,0.63,0.04,0.13,0,0,Matches,cf007308
191,Alan Empereur,br BRA,DF,Hellas Verona,25,1994,9.5,0,2,0,0.0,0.21,0.00,0.00,,0,0,Matches,825b8997
192,Christian Eriksen,dk DEN,MF,Inter,27,1992,7.8,1,24,9,37.5,3.07,1.15,0.04,0.11,0,0,Matches,980522ec
193,Sebastiano Esposito,it ITA,FW,Inter,17,2002,2.2,1,11,4,36.4,4.97,1.81,0.09,0.25,1,1,Matches,7ff93107
194,Valentin Eysseric,fr FRA,MFFW,Hellas Verona,27,1992,3.9,0,5,1,20.0,1.27,0.25,0.00,0.00,0,0,Matches,ae82fa48
195,Valentin Eysseric,fr FRA,FWMF,Fiorentina,27,1992,0.5,0,2,1,50.0,4.29,2.14,0.00,0.00,0,0,Matches,ae82fa48
196,Luca Falbo,it ITA,DF,Lazio,19,2000,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,ca8fa0c0
197,Filippo Falco,it ITA,FWMF,Lecce,27,1992,22.4,4,56,23,41.1,2.50,1.03,0.07,0.17,0,0,Matches,e23f56c1
198,Wladimiro Falcone,it ITA,GK,Sampdoria,24,1995,2.0,0,0,0,,0.00,0.00,,,0,0,Matches,9f5a610b
199,Iago Falque,es ESP,FW,Torino,29,1990,1.1,0,3,2,66.7,2.65,1.76,0.00,0.00,0,0,Matches,440c84ed
200,Iago Falque,es ESP,MFFW,Genoa,29,1990,5.8,2,15,5,33.3,2.60,0.87,0.13,0.40,2,3,Matches,440c84ed
201,Andri Fannar Baldursson,is ISL,MF,Bologna,17,2002,1.6,0,2,0,0.0,1.26,0.00,0.00,,0,0,Matches,61f2f56a
202,Paolo Faragò,it ITA,DFMF,Cagliari,26,1993,14.9,1,13,3,23.1,0.87,0.20,0.08,0.33,0,0,Matches,9085dd7c
203,Davide Faraoni,it ITA,MF,Hellas Verona,27,1991,35.9,5,41,13,31.7,1.14,0.36,0.12,0.38,0,0,Matches,aae9d04a
204,Mohamed Fares,dz ALG,MFDF,SPAL,23,1996,4.7,0,7,2,28.6,1.50,0.43,0.00,0.00,0,0,Matches,b7a5bc86
205,Diego Farias,br BRA,FWMF,Lecce,29,1990,9.2,2,23,7,30.4,2.51,0.76,0.09,0.29,0,0,Matches,157d29b6
206,Andrea Favilli,it ITA,FW,Genoa,22,1997,7.3,0,14,3,21.4,1.91,0.41,0.00,0.00,0,0,Matches,44510fde
207,Federico Fazio,ar ARG,DF,Roma,32,1987,13.5,1,4,1,25.0,0.30,0.07,0.25,1.00,0,0,Matches,4e358a2d
208,Luiz Felipe,it ITA,DF,Lazio,22,1997,22.5,1,8,2,25.0,0.36,0.09,0.13,0.50,0,0,Matches,15d0c248
209,Lucas Felippe,br BRA,MF,Hellas Verona,19,2000,0.3,0,1,0,0.0,3.21,0.00,0.00,,0,0,Matches,85e51909
210,Alex Ferrari,it ITA,DF,Sampdoria,25,1994,11.2,0,4,1,25.0,0.36,0.09,0.00,0.00,0,0,Matches,d0dbca9f
211,Sergio Floccari,it ITA,FW,SPAL,37,1981,10.5,1,18,6,33.3,1.72,0.57,0.06,0.17,0,0,Matches,df301450
212,Alessandro Florenzi,it ITA,DFMF,Roma,28,1991,11.1,0,14,2,14.3,1.26,0.18,0.00,0.00,0,0,Matches,e288d4b3
213,Seko Fofana,ci CIV,MF,Udinese,24,1995,25.0,3,46,13,28.3,1.84,0.52,0.07,0.23,0,0,Matches,5313ed43
214,Gianluca Frabotta,it ITA,DF,Juventus,20,1999,1.0,0,1,0,0.0,1.00,0.00,0.00,,0,0,Matches,d80b1835
215,Remo Freuler,ch SUI,MF,Atalanta,27,1992,26.0,2,19,7,36.8,0.73,0.27,0.11,0.29,0,0,Matches,98d2c2c4
216,Daniel Fuzato,br BRA,GK,Roma,22,1997,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,82328faf
217,Matteo Gabbia,it ITA,DF,Milan,19,1999,7.6,0,4,2,50.0,0.53,0.26,0.00,0.00,0,0,Matches,c235e803
218,Manolo Gabbiadini,it ITA,FW,Sampdoria,27,1991,22.6,11,86,36,41.9,3.80,1.59,0.13,0.31,1,1,Matches,8f866fe8
219,Gabriel,br BRA,GK,Lecce,26,1992,33.3,0,0,0,,0.00,0.00,,,0,0,Matches,f93ed0df
220,Luca Gagliano,it ITA,FW,Cagliari,19,2000,0.6,1,2,2,100.0,3.46,3.46,0.50,0.50,0,0,Matches,1d00a56c
221,Roberto Gagliardini,it ITA,MF,Inter,25,1994,20.0,4,34,16,47.1,1.70,0.80,0.12,0.25,0,0,Matches,ce30bfc8
222,Riccardo Gagliolo,se SWE,DF,Parma,29,1990,28.9,3,30,8,26.7,1.04,0.28,0.10,0.38,0,0,Matches,173061c0
223,Daniele Gastaldello,it ITA,DF,Brescia,36,1983,4.3,0,1,0,0.0,0.23,0.00,0.00,,0,0,Matches,13f89eaa
224,Gervinho,ci CIV,FW,Parma,32,1987,25.2,7,57,23,40.4,2.26,0.91,0.12,0.30,0,1,Matches,e468c053
225,Rachid Ghezzal,dz ALG,MFFW,Fiorentina,27,1992,9.2,1,11,4,36.4,1.20,0.43,0.09,0.25,0,0,Matches,dc3a9a0d
226,Andrea Ghezzi,it ITA,FW,Brescia,18,2001,0.4,0,2,0,0.0,4.86,0.00,0.00,,0,0,Matches,c840baa2
227,Paolo Ghiglione,it ITA,MFDF,Genoa,22,1997,19.1,0,23,5,21.7,1.21,0.26,0.00,0.00,0,0,Matches,71dc23da
228,Andrea Ghion,it ITA,MF,Sassuolo,19,2000,0.5,0,1,0,0.0,1.87,0.00,0.00,,0,0,Matches,7f24b3eb
229,Faouzi Ghoulam,dz ALG,DF,Napoli,28,1991,4.2,0,4,2,50.0,0.96,0.48,0.00,0.00,0,0,Matches,c5adc293
230,Diego Godín,uy URU,DF,Inter,33,1986,18.1,1,11,2,18.2,0.61,0.11,0.09,0.50,0,0,Matches,fc4f85b1
231,Edoardo Goldaniga,it ITA,DF,Genoa,25,1993,8.7,1,6,4,66.7,0.69,0.46,0.17,0.25,0,0,Matches,4b029b31
232,Pierluigi Gollini,it ITA,GK,Atalanta,24,1995,32.0,0,0,0,,0.00,0.00,,,0,0,Matches,f0f7f62f
233,Papu Gómez,ar ARG,MFFW,Atalanta,31,1988,31.6,7,95,41,43.2,3.01,1.30,0.07,0.17,0,0,Matches,6e4df551
234,Robin Gosens,de GER,MF,Atalanta,25,1994,29.1,9,52,19,36.5,1.79,0.65,0.17,0.47,0,0,Matches,2d970560
235,Alberto Grassi,it ITA,MF,Parma,24,1995,7.1,1,8,2,25.0,1.12,0.28,0.13,0.50,0,0,Matches,6cc97b6a
236,Sinan Gümüş,de GER,FW,Genoa,25,1994,1.1,0,3,2,66.7,2.81,1.87,0.00,0.00,0,0,Matches,ac1f056e
237,Koray Günter,de GER,DF,Hellas Verona,24,1994,30.4,0,6,1,16.7,0.20,0.03,0.00,0.00,0,0,Matches,f1f1f238
238,Samir Handanović,si SVN,GK,Inter,35,1984,35.0,0,0,0,,0.00,0.00,,,0,0,Matches,74419746
239,Lukáš Haraslín,sk SVK,MFFW,Sassuolo,23,1996,4.3,1,10,2,20.0,2.34,0.47,0.10,0.50,0,0,Matches,5c397195
240,Hans Hateboer,nl NED,MF,Atalanta,25,1994,26.2,0,19,3,15.8,0.73,0.11,0.00,0.00,0,0,Matches,3b333ac3
241,Liam Henderson,sct SCO,MF,Hellas Verona,23,1996,2.2,0,3,0,0.0,1.38,0.00,0.00,,0,0,Matches,d7918b13
242,Dalbert Henrique,br BRA,MFDF,Fiorentina,25,1993,27.6,0,18,5,27.8,0.65,0.18,0.00,0.00,0,0,Matches,f45f9427
243,Theo Hernández,fr FRA,DF,Milan,21,1997,31.3,6,50,17,34.0,1.60,0.54,0.12,0.35,0,0,Matches,d4c9725f
244,Hernani,br BRA,MF,Parma,25,1994,26.9,0,35,8,22.9,1.30,0.30,0.00,0.00,0,0,Matches,6f5ead86
245,Gonzalo Higuaín,ar ARG,FW,Juventus,31,1987,20.7,8,75,35,46.7,3.62,1.69,0.11,0.23,0,0,Matches,8a08491a
246,Krisztofer Horváth,hu HUN,MF,SPAL,17,2002,0.5,0,1,0,0.0,2.05,0.00,0.00,,0,0,Matches,4ce8f4a3
247,Elseid Hysaj,al ALB,DF,Napoli,25,1994,16.5,1,5,3,60.0,0.30,0.18,0.20,0.33,0,0,Matches,2f3452eb
248,Simone Iacoponi,it ITA,DF,Parma,32,1987,33.9,2,9,2,22.2,0.27,0.06,0.22,1.00,0,0,Matches,63071a3f
249,Roger Ibanez,br BRA,DF,Roma,20,1998,6.8,0,3,0,0.0,0.44,0.00,0.00,,0,0,Matches,82efe6fa
250,Zlatan Ibrahimović,se SWE,FW,Milan,37,1981,15.1,10,66,21,31.8,4.36,1.39,0.15,0.48,2,3,Matches,4cde5509
251,Igor,br BRA,DFMF,SPAL,21,1998,14.9,0,4,1,25.0,0.27,0.07,0.00,0.00,0,0,Matches,a4e85758
252,Igor,br BRA,DFMF,Fiorentina,21,1998,6.8,0,1,0,0.0,0.15,0.00,0.00,,0,0,Matches,a4e85758
253,Josip Iličić,si SVN,FWMF,Atalanta,31,1988,18.5,15,81,36,44.4,4.38,1.95,0.19,0.42,0,0,Matches,68252d6d
254,Giannelli Imbula,cd COD,MF,Lecce,26,1992,1.4,0,0,0,,0.00,0.00,,,0,0,Matches,b86fe156
255,Ciro Immobile,it ITA,FW,Lazio,29,1990,35.2,36,142,71,50.0,4.03,2.02,0.25,0.51,14,15,Matches,4431aed2
256,Roberto Inglese,it ITA,FW,Parma,27,1991,8.5,4,24,12,50.0,2.82,1.41,0.17,0.33,0,1,Matches,6c1f7328
257,Lorenzo Insigne,it ITA,FWMF,Napoli,28,1991,31.2,8,120,44,36.7,3.84,1.41,0.07,0.18,5,5,Matches,2f557579
258,Artur Ioniță,md MDA,MF,Cagliari,28,1990,21.1,0,17,3,17.6,0.81,0.14,0.00,0.00,0,0,Matches,cedb3e36
259,Jakub Iskra,pl POL,MF,SPAL,16,2002,0.9,0,1,0,0.0,1.15,0.00,0.00,,0,0,Matches,103b7264
260,Armando Izzo,it ITA,DF,Torino,27,1992,29.8,1,12,4,33.3,0.40,0.13,0.08,0.25,0,0,Matches,89976232
261,Filip Jagiełło,pl POL,MF,Genoa,21,1997,6.1,0,5,1,20.0,0.81,0.16,0.00,0.00,0,0,Matches,4cdcbc14
262,Mato Jajalo,ba BIH,MF,Udinese,31,1988,18.3,0,16,7,43.8,0.87,0.38,0.00,0.00,0,0,Matches,8c65eb5f
263,Marko Janković,me MNE,MF,SPAL,24,1995,1.3,0,1,0,0.0,0.78,0.00,0.00,,0,0,Matches,9866afec
264,Jakub Jankto,cz CZE,MF,Sampdoria,23,1996,23.3,2,42,10,23.8,1.80,0.43,0.05,0.20,0,0,Matches,1ea5f91c
265,Juan Jesus,br BRA,DF,Roma,28,1991,1.5,0,0,0,,0.00,0.00,,,0,0,Matches,79083382
266,Jony,es ESP,MF,Lazio,28,1991,13.1,0,10,1,10.0,0.76,0.08,0.00,0.00,0,0,Matches,244f57b9
267,Jesse Joronen,fi FIN,GK,Brescia,26,1993,29.0,0,0,0,,0.00,0.00,,,0,0,Matches,7f66ea09
268,Hamed Junior Traorè,ci CIV,MF,Sassuolo,19,2000,17.4,4,46,23,50.0,2.64,1.32,0.09,0.17,0,0,Matches,570bb4b9
269,Musa Juwara,gm GAM,MF,Bologna,17,2001,1.7,1,6,4,66.7,3.53,2.35,0.17,0.25,0,0,Matches,7737dee2
270,Nikola Kalinić,hr CRO,FW,Roma,31,1988,6.3,5,19,8,42.1,2.99,1.26,0.26,0.63,0,0,Matches,d4931a5a
271,Yann Karamoh,fr FRA,FWMF,Parma,21,1998,6.4,1,11,4,36.4,1.73,0.63,0.09,0.25,0,0,Matches,8b66d9cc
272,Franck Kessié,ci CIV,MF,Milan,22,1996,32.3,4,40,13,32.5,1.24,0.40,0.10,0.31,2,2,Matches,05e19d6a
273,Sami Khedira,de GER,MF,Juventus,32,1987,7.6,0,12,3,25.0,1.59,0.40,0.00,0.00,0,0,Matches,38ac43d3
274,Simon Kjær,dk DEN,DF,Milan,30,1989,13.8,0,6,1,16.7,0.44,0.07,0.00,0.00,0,0,Matches,8b8a56ce
275,Simon Kjær,dk DEN,DF,Atalanta,30,1989,3.2,0,1,1,100.0,0.31,0.31,0.00,0.00,0,0,Matches,8b8a56ce
276,Ragnar Klavan,ee EST,DF,Cagliari,33,1985,26.2,0,4,0,0.0,0.15,0.00,0.00,,0,0,Matches,008a6e6d
277,Justin Kluivert,nl NED,MF,Roma,20,1999,16.8,4,34,11,32.4,2.02,0.65,0.12,0.36,0,0,Matches,4c3a6744
278,Aleksandar Kolarov,rs SRB,DF,Roma,33,1985,30.4,7,72,21,29.2,2.37,0.69,0.10,0.33,2,4,Matches,eda40760
279,Christian Kouamé,ci CIV,FW,Fiorentina,21,1997,3.3,1,10,3,30.0,2.99,0.90,0.10,0.33,0,0,Matches,58e933d2
280,Christian Kouamé,ci CIV,FWMF,Genoa,21,1997,10.2,5,22,9,40.9,2.16,0.89,0.23,0.56,0,0,Matches,58e933d2
281,Kalidou Koulibaly,sn SEN,DF,Napoli,28,1991,23.4,0,14,4,28.6,0.60,0.17,0.00,0.00,0,0,Matches,da974c7b
282,Ladislav Krejčí,cz CZE,DF,Bologna,27,1992,11.7,1,3,1,33.3,0.26,0.09,0.33,1.00,0,0,Matches,58027adc
283,Rade Krunić,ba BIH,MF,Milan,25,1993,6.0,0,6,2,33.3,1.01,0.34,0.00,0.00,0,0,Matches,817c6964
284,Juraj Kucka,sk SVK,MFFW,Parma,32,1987,21.5,6,48,12,25.0,2.24,0.56,0.13,0.50,2,2,Matches,5aaef9ef
285,Dejan Kulusevski,se SWE,FWMF,Parma,19,2000,32.6,10,62,26,41.9,1.90,0.80,0.16,0.38,1,1,Matches,df3cda47
286,Marash Kumbulla,al ALB,DF,Hellas Verona,19,2000,21.7,1,9,4,44.4,0.42,0.18,0.11,0.25,0,0,Matches,a40819d9
287,Jasmin Kurtić,si SVN,MF,SPAL,30,1989,15.7,2,47,11,23.4,3.00,0.70,0.04,0.18,0,0,Matches,144607cc
288,Jasmin Kurtić,si SVN,MFFW,Parma,30,1989,18.5,2,23,7,30.4,1.24,0.38,0.09,0.29,0,0,Matches,144607cc
289,Giorgos Kyriakopoulos,gr GRE,DF,Sassuolo,23,1996,18.3,0,21,8,38.1,1.15,0.44,0.00,0.00,0,0,Matches,0a483542
290,Antonino La Gumina,it ITA,FW,Sampdoria,23,1996,2.1,0,4,2,50.0,1.94,0.97,0.00,0.00,0,0,Matches,822a7761
291,Andrea La Mantia,it ITA,FWMF,Lecce,28,1991,6.1,2,21,9,42.9,3.42,1.46,0.10,0.22,0,0,Matches,c375dfa5
292,Riccardo Ladinetti,it ITA,MF,Cagliari,18,2000,1.4,0,0,0,,0.00,0.00,,,0,0,Matches,ff4296df
293,Gianluca Lapadula,pe PER,FW,Lecce,29,1990,19.8,11,62,25,40.3,3.13,1.26,0.18,0.44,2,2,Matches,2ead2809
294,Danilo Larangeira,br BRA,DF,Bologna,35,1984,29.3,2,8,2,25.0,0.27,0.07,0.25,1.00,0,0,Matches,fed5f993
295,Kevin Lasagna,it ITA,FW,Udinese,26,1992,28.5,10,78,34,43.6,2.73,1.19,0.13,0.29,0,0,Matches,09538fdb
296,Vincent Laurini,fr FRA,DF,Parma,30,1989,9.8,0,1,0,0.0,0.10,0.00,0.00,,0,0,Matches,3535098b
297,Diego Laxalt,uy URU,MFDF,Torino,26,1993,6.6,0,5,1,20.0,0.76,0.15,0.00,0.00,0,0,Matches,f26e3c59
298,Diego Laxalt,uy URU,DF,Milan,26,1993,1.9,0,1,1,100.0,0.52,0.52,0.00,0.00,0,0,Matches,f26e3c59
299,Valentino Lazaro,at AUT,MF,Inter,23,1996,3.6,0,3,0,0.0,0.84,0.00,0.00,,0,0,Matches,016ff750
300,Darko Lazović,rs SRB,MF,Hellas Verona,28,1990,36.0,3,36,17,47.2,1.00,0.47,0.08,0.18,0,0,Matches,5128bde4
301,Manuel Lazzari,it ITA,MF,Lazio,25,1993,28.3,0,15,9,60.0,0.53,0.32,0.00,0.00,0,0,Matches,02caf6e0
302,Rafael Leão,pt POR,FWMF,Milan,20,1999,15.6,6,44,16,36.4,2.82,1.03,0.14,0.38,0,0,Matches,20730eae
303,Lucas Leiva,br BRA,MF,Lazio,32,1987,20.1,0,10,3,30.0,0.50,0.15,0.00,0.00,0,0,Matches,4c78b5ed
304,Lukas Lerager,dk DEN,MF,Genoa,26,1993,15.4,1,15,6,40.0,0.97,0.39,0.07,0.17,0,0,Matches,1b82f8df
305,Mehdi Léris,dz ALG,MFFW,Sampdoria,21,1998,5.7,1,13,4,30.8,2.30,0.71,0.08,0.25,0,0,Matches,7d3cbc67
306,Karlo Letica,hr CRO,GK,SPAL,22,1997,10.0,0,0,0,,0.00,0.00,,,0,0,Matches,4a6914ff
307,Matthijs de Ligt,nl NED,DF,Juventus,19,1999,27.2,4,18,9,50.0,0.66,0.33,0.22,0.44,0,0,Matches,d6e53a3a
308,Anderson Lima,br BRA,MF,Lazio,19,1999,0.7,0,5,2,40.0,7.26,2.90,0.00,0.00,0,0,Matches,59be3a74
309,Karol Linetty,pl POL,MF,Sampdoria,24,1995,22.4,4,32,9,28.1,1.43,0.40,0.13,0.44,0,0,Matches,d023d70f
310,Pol Lirola,es ESP,MF,Fiorentina,21,1997,29.4,0,24,8,33.3,0.82,0.27,0.00,0.00,0,0,Matches,ff800ed8
311,Fernando Llorente,es ESP,FW,Napoli,34,1985,5.6,3,33,11,33.3,5.93,1.98,0.09,0.27,0,0,Matches,82dbf623
312,Stanislav Lobotka,sk SVK,MF,Napoli,24,1994,8.4,0,2,0,0.0,0.24,0.00,0.00,,0,0,Matches,e1cbb531
313,Manuel Locatelli,it ITA,MF,Sassuolo,21,1998,28.7,0,32,6,18.8,1.11,0.21,0.00,0.00,0,0,Matches,a8a874f1
314,Pau López,es ESP,GK,Roma,24,1994,32.0,0,0,0,,0.00,0.00,,,0,0,Matches,20b9f052
315,Matteo Lovato,it ITA,DF,Hellas Verona,19,2000,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,5fa57166
316,Hirving Lozano,mx MEX,FWMF,Napoli,24,1995,11.4,4,34,13,38.2,2.99,1.14,0.12,0.31,0,0,Matches,a69e4806
317,Fabio Lucioni,it ITA,DF,Lecce,31,1987,34.8,3,14,4,28.6,0.40,0.11,0.21,0.75,0,0,Matches,8efa621b
318,José Luis Palomino,ar ARG,DF,Atalanta,29,1990,27.6,2,15,4,26.7,0.54,0.15,0.13,0.50,0,0,Matches,921f6058
319,Jordan Lukaku,be BEL,MF,Lazio,25,1994,4.4,0,2,0,0.0,0.45,0.00,0.00,,0,0,Matches,0cd0e21b
320,Romelu Lukaku,be BEL,FW,Inter,26,1993,33.1,23,99,47,47.5,2.99,1.42,0.23,0.49,6,6,Matches,5eae500a
321,Saša Lukić,rs SRB,MF,Torino,22,1996,20.7,1,17,4,23.5,0.82,0.19,0.06,0.25,0,0,Matches,c6e8cf1f
322,Senad Lulić,ba BIH,MF,Lazio,33,1986,17.5,0,15,3,20.0,0.86,0.17,0.00,0.00,0,0,Matches,7fd58fe3
323,Sebastiano Luperto,it ITA,DF,Napoli,22,1996,5.9,0,1,0,0.0,0.17,0.00,0.00,,0,0,Matches,997fff07
324,Lyanco,br BRA,DF,Torino,22,1997,13.1,0,5,0,0.0,0.38,0.00,0.00,,0,0,Matches,b5bf1770
325,Babis Lykogiannis,gr GRE,DFMF,Cagliari,25,1993,14.9,0,14,3,21.4,0.94,0.20,0.00,0.00,0,0,Matches,5efc5389
326,Francesco Magnanelli,it ITA,MF,Sassuolo,34,1984,15.5,0,9,0,0.0,0.58,0.00,0.00,,0,0,Matches,07767f42
327,Giangiacomo Magnani,it ITA,DF,Sassuolo,23,1995,1.6,1,2,2,100.0,1.24,1.24,0.50,0.50,0,0,Matches,cce9f582
328,Giangiacomo Magnani,it ITA,DF,Brescia,23,1995,1.3,0,2,1,50.0,1.57,0.78,0.00,0.00,0,0,Matches,cce9f582
329,Žan Majer,si SVN,MF,Lecce,27,1992,18.5,1,21,9,42.9,1.14,0.49,0.05,0.11,0,0,Matches,bf13975c
330,Nikola Maksimović,rs SRB,DF,Napoli,27,1991,20.0,1,4,1,25.0,0.20,0.05,0.25,1.00,0,0,Matches,16b9d5cf
331,Kévin Malcuit,ma MAR,DF,Napoli,28,1991,2.8,0,2,0,0.0,0.70,0.00,0.00,,0,0,Matches,d6a889ea
332,Daniel Maldini,it ITA,FWMF,Milan,17,2001,0.3,0,0,0,,0.00,0.00,,,0,0,Matches,801831fe
333,Ruslan Malinovskyi,ua UKR,MFFW,Atalanta,26,1993,17.1,8,79,28,35.4,4.63,1.64,0.10,0.29,0,1,Matches,48d5bd33
334,Gianluca Mancini,it ITA,DFMF,Roma,23,1996,30.4,1,21,5,23.8,0.69,0.16,0.05,0.20,0,0,Matches,5aa53281
335,Marco Mancosu,it ITA,MF,Lecce,30,1988,27.1,14,85,30,35.3,3.14,1.11,0.16,0.47,9,11,Matches,2c3a6c21
336,Rolando Mandragora,it ITA,MF,Udinese,22,1997,22.8,0,55,8,14.5,2.41,0.35,0.00,0.00,0,0,Matches,c7259b83
337,Massimiliano Mangraviti,it ITA,DF,Brescia,21,1998,10.8,0,3,0,0.0,0.28,0.00,0.00,,0,0,Matches,33914f14
338,Kostas Manolas,gr GRE,DF,Napoli,28,1991,24.2,4,17,7,41.2,0.70,0.29,0.24,0.57,0,0,Matches,c707411f
339,Giacomo Manzari,it ITA,MF,Sassuolo,18,2000,0.2,0,0,0,,0.00,0.00,,,0,0,Matches,d8dfae8a
340,Gian Marco Ferrari,it ITA,DF,Sassuolo,27,1992,21.1,0,12,2,16.7,0.57,0.09,0.00,0.00,0,0,Matches,8650af85
341,Federico Marigosu,it ITA,MF,Cagliari,18,2001,0.3,0,0,0,,0.00,0.00,,,0,0,Matches,66a9470c
342,Marlon,br BRA,DF,Sassuolo,23,1995,20.2,0,4,1,25.0,0.20,0.05,0.00,0.00,0,0,Matches,cdf65d12
343,Gonzalo Maroni,ar ARG,MF,Sampdoria,20,1999,2.0,0,5,2,40.0,2.49,0.99,0.00,0.00,0,1,Matches,e01ca8f4
344,Bruno Martella,it ITA,DFMF,Brescia,26,1992,14.1,0,10,2,20.0,0.71,0.14,0.00,0.00,0,0,Matches,1e12c53b
345,Lautaro Martínez,ar ARG,FW,Inter,21,1997,27.2,14,125,46,36.8,4.59,1.69,0.11,0.30,2,3,Matches,f7036e1c
346,Adam Marušić,me MNE,MF,Lazio,26,1992,10.5,2,11,8,72.7,1.05,0.76,0.18,0.25,0,0,Matches,d4535821
347,Andrea Masiello,it ITA,DF,Genoa,33,1986,14.7,0,7,1,14.3,0.48,0.07,0.00,0.00,0,0,Matches,e0314d87
348,Andrea Masiello,it ITA,DF,Atalanta,33,1986,6.0,0,0,0,,0.00,0.00,,,0,0,Matches,e0314d87
349,Aleš Matějů,cz CZE,DF,Brescia,23,1996,28.3,0,6,4,66.7,0.21,0.14,0.00,0.00,0,0,Matches,deb748c9
350,Alessandro Matri,it ITA,FW,Brescia,34,1984,1.0,0,6,1,16.7,6.07,1.01,0.00,0.00,0,0,Matches,58d97e77
351,Federico Mattiello,it ITA,MF,Cagliari,24,1995,10.3,0,7,2,28.6,0.68,0.19,0.00,0.00,0,0,Matches,fba81826
352,Blaise Matuidi,fr FRA,MF,Juventus,32,1987,24.9,0,14,6,42.9,0.56,0.24,0.00,0.00,0,0,Matches,c0cddebe
353,Luca Mazzitelli,it ITA,DFMF,Sassuolo,23,1995,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,dc61b402
354,Ibrahima Mbaye,sn SEN,DF,Bologna,24,1994,16.7,0,6,1,16.7,0.36,0.06,0.00,0.00,0,0,Matches,cfbf9881
355,Biagio Meccariello,it ITA,DF,Lecce,28,1991,8.5,1,5,2,40.0,0.59,0.23,0.20,0.50,0,0,Matches,1eeeff8a
356,Gary Medel,cl CHI,MF,Bologna,31,1987,19.8,0,5,1,20.0,0.25,0.05,0.00,0.00,0,0,Matches,563a68ad
357,Soualiho Meïté,fr FRA,MF,Torino,25,1994,24.5,0,23,3,13.0,0.94,0.12,0.00,0.00,0,0,Matches,5cec2c74
358,Alex Meret,it ITA,GK,Napoli,22,1997,21.7,0,0,0,,0.00,0.00,,,0,0,Matches,9413b19f
359,Yıldırım Mert Çetin,tr TUR,DF,Roma,22,1997,2.9,0,3,0,0.0,1.05,0.00,0.00,,0,0,Matches,c730da00
360,Dries Mertens,be BEL,FW,Napoli,32,1987,18.8,9,75,23,30.7,4.00,1.23,0.12,0.39,0,0,Matches,89b2c8a9
361,Kingsley Michael,ng NGA,MF,Bologna,19,1999,0.8,0,0,0,,0.00,0.00,,,0,0,Matches,e63e122d
362,Nikola Milenković,rs SRB,DF,Fiorentina,21,1997,36.2,5,29,12,41.4,0.80,0.33,0.17,0.42,0,0,Matches,bee704fc
363,Arkadiusz Milik,pl POL,FW,Napoli,25,1994,19.4,11,68,29,42.6,3.50,1.49,0.16,0.38,0,0,Matches,85613cf0
364,Sergej Milinković-Savić,rs SRB,MF,Lazio,24,1995,33.7,7,87,26,29.9,2.59,0.77,0.08,0.27,0,0,Matches,4e6dbac4
365,Vincenzo Millico,it ITA,FW,Torino,18,2000,2.4,0,6,0,0.0,2.50,0.00,0.00,,0,0,Matches,6817095b
366,Antonio Mirante,it ITA,GK,Roma,36,1983,5.0,0,0,0,,0.00,0.00,,,0,0,Matches,30223b33
367,Simone Missiroli,it ITA,MF,SPAL,33,1986,31.1,1,12,2,16.7,0.39,0.06,0.08,0.50,0,0,Matches,331c0a43
368,Henrikh Mkhitaryan,am ARM,MF,Roma,30,1989,17.0,9,43,18,41.9,2.53,1.06,0.21,0.50,0,0,Matches,dd0daf32
369,Gabriele Moncini,it ITA,FW,SPAL,23,1996,1.7,0,3,0,0.0,1.75,0.00,0.00,,0,0,Matches,c4efe2b4
370,Ilario Monterisi,it ITA,DF,Lecce,17,2001,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,31b252fc
371,Raúl Moro,es ESP,MF,Lazio,16,2002,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,919dd4b1
372,Leonardo Morosini,it ITA,FWMF,Brescia,23,1995,0.3,0,0,0,,0.00,0.00,,,0,0,Matches,d89b0ebb
373,Victor Moses,ng NGA,MF,Inter,28,1990,4.7,0,5,0,0.0,1.07,0.00,0.00,,0,0,Matches,e726e11e
374,Mert Müldür,tr TUR,DF,Sassuolo,20,1999,14.1,2,13,7,53.8,0.92,0.49,0.15,0.29,0,0,Matches,1295552e
375,Simone Muratore,it ITA,MF,Juventus,21,1998,1.8,0,4,2,50.0,2.18,1.09,0.00,0.00,0,0,Matches,04989945
376,Alessandro Murgia,it ITA,MF,SPAL,22,1996,19.4,0,24,6,25.0,1.23,0.31,0.00,0.00,0,0,Matches,fb2c533b
377,Luis Muriel,co COL,FW,Atalanta,28,1991,14.0,18,77,41,53.2,5.50,2.93,0.23,0.44,6,7,Matches,eb2fe5b6
378,Jeison Murillo,co COL,DF,Sampdoria,27,1992,7.4,0,3,0,0.0,0.41,0.00,0.00,,0,0,Matches,b233e8e4
379,Nicola Murru,it ITA,DFMF,Sampdoria,24,1994,25.1,0,8,1,12.5,0.32,0.04,0.00,0.00,0,0,Matches,d183e9d6
