--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,Playing Time,,,,,Starts,,,Subs,,,Team Success,,,,,,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches,-9999
650,Simon Skrabb,fi FIN,FWMF,Brescia,24,1995,10,257,26,7.5,2.9,3,48,0,7,16,3,0.50,1,7,-6,-2.10,-1.02,Matches,45af5134
651,Milan Škriniar,sk SVK,DF,Inter,24,1995,32,2627,82,76.8,29.2,30,87,27,2,15,2,2.22,61,30,+31,+1.06,-0.53,Matches,30f5ffa9
652,Martin Škrtel,sk SVK,DF,Atalanta,34,1984,0,,,,,0,,0,0,,1,,,,,,,Matches,defb905a
653,Chris Smalling,eng ENG,DF,Roma,29,1989,30,2566,86,75.0,28.5,29,88,28,1,17,1,1.67,54,38,+16,+0.56,-0.49,Matches,b6964eb6
654,Matteo Soncin,it ITA,GK,Milan,18,2001,0,,,,,0,,0,0,,4,,,,,,,Matches,c5bf2290
655,Roberto Soriano,it ITA,MF,Bologna,28,1991,29,2469,85,72.2,27.4,29,85,18,0,,0,1.31,35,40,-5,-0.18,+0.57,Matches,9d4c45d6
656,Riccardo Sottil,it ITA,FWMF,Fiorentina,20,1999,18,514,29,15.0,5.7,4,63,0,14,19,20,1.00,9,16,-7,-1.23,-1.54,Matches,94816803
657,Adama Soumaoro,fr FRA,DF,Genoa,27,1992,8,637,80,18.6,7.1,7,85,6,1,45,4,1.38,13,14,-1,-0.14,+0.67,Matches,7b075c75
658,Nikolas Špalek,sk SVK,MF,Brescia,22,1997,25,1579,63,46.2,17.5,20,71,3,5,33,11,0.84,18,33,-15,-0.85,+0.56,Matches,9e90fb5d
659,Leonardo Spinazzola,it ITA,DFMF,Roma,26,1993,24,1548,65,45.3,17.2,18,78,12,6,23,10,1.83,26,22,+4,+0.23,-0.83,Matches,3626daea
660,Marco Sportiello,it ITA,GK,Atalanta,27,1992,6,525,88,15.4,5.8,5,88,4,1,86,31,2.00,17,5,+12,+2.06,+0.88,Matches,ac4003af
661,Mattia Sprocati,it ITA,FW,Parma,26,1993,20,590,30,17.3,6.6,4,70,1,16,20,18,0.90,8,9,-1,-0.15,-0.15,Matches,bdd0692f
662,Filip Stankovic,rs SRB,GK,Inter,17,2002,0,,,,,0,,0,0,,3,,,,,,,Matches,d34d8ed2
663,Leonardo Stanzani,it ITA,FW,Bologna,19,2000,0,,,,,0,,0,0,,3,,,,,,,Matches,f85768c1
664,Mariusz Stępiński,pl POL,FWMF,Hellas Verona,24,1995,21,706,34,20.6,7.8,7,65,2,14,18,14,1.10,12,11,+1,+0.13,+0.29,Matches,7b536033
665,Thomas Strakosha,al ALB,GK,Lazio,24,1995,38,3420,90,100.0,38.0,38,90,38,0,,0,2.05,79,42,+37,+0.97,,Matches,339fe0e8
666,Gabriel Strefezza,br BRA,MF,SPAL,22,1997,32,2110,66,61.7,23.4,24,79,11,8,27,3,0.53,16,53,-37,-1.58,-0.69,Matches,ac4a4508
667,Jens Stryger Larsen,dk DEN,MF,Udinese,28,1991,33,2789,85,81.5,31.0,32,86,24,1,22,0,1.18,27,32,-5,-0.16,+1.12,Matches,f91e81c9
668,Stefano Sturaro,it ITA,MF,Genoa,26,1993,16,1252,78,36.6,13.9,15,81,9,1,34,2,1.31,18,24,-6,-0.43,+0.40,Matches,2334478a
669,Suso,es ESP,FWMF,Milan,25,1993,16,1359,85,39.7,15.1,15,88,12,1,34,4,1.31,13,21,-8,-0.53,-1.62,Matches,4e219ad2
670,Bosko Sutalo,hr CRO,DF,Atalanta,19,2000,7,280,40,8.2,3.1,3,72,1,4,16,6,2.71,7,3,+4,+1.29,-0.03,Matches,1d0bb7e4
671,Mattias Svanberg,se SWE,MF,Bologna,20,1999,25,1051,42,30.7,11.7,12,71,2,13,16,11,1.20,16,29,-13,-1.11,-1.11,Matches,92d83c27
672,Wojciech Szczęsny,pl POL,GK,Juventus,29,1990,29,2591,89,75.8,28.8,29,89,28,0,,7,2.10,57,33,+24,+0.83,-0.14,Matches,01b8a2b2
673,Andrea Tabanelli,it ITA,MF,Lecce,29,1990,13,964,74,28.2,10.7,11,81,8,2,39,2,1.15,15,17,-2,-0.19,+0.95,Matches,b59e02da
674,Panagiotis Tachtsidis,gr GRE,MF,Lecce,28,1991,28,2003,72,58.6,22.3,24,80,17,4,22,5,0.61,23,53,-30,-1.35,-1.16,Matches,e26bd2f4
675,Adrien Tameze,cm CMR,MF,Atalanta,25,1994,7,211,30,6.2,2.3,2,90,2,5,6,10,2.71,10,3,+7,+2.99,+1.78,Matches,8da74c05
676,Łukasz Teodorczyk,pl POL,FW,Udinese,28,1991,14,222,16,6.5,2.5,1,70,0,13,12,18,1.07,4,4,0,0.00,+0.39,Matches,7e81a17d
677,Hidde ter Avest,nl NED,MF,Udinese,22,1997,20,686,34,20.1,7.6,6,74,2,14,17,12,1.25,10,18,-8,-1.05,-0.85,Matches,18f9dbd0
678,Filippo Terracciano,it ITA,DF,Hellas Verona,16,2003,0,,,,,0,,0,0,,8,,,,,,,Matches,5cbb5ad6
679,Pietro Terracciano,it ITA,GK,Fiorentina,29,1990,7,624,89,18.2,6.9,7,89,6,0,,31,2.29,14,5,+9,+1.30,+1.49,Matches,e1b0a70d
680,Aleksa Terzić,rs SRB,DF,Fiorentina,19,1999,2,8,4,0.2,0.1,0,,0,2,4,29,3.00,1,0,+1,+11.25,+11.20,Matches,3ef0a2d7
681,Demba Thiam,sn SEN,GK,SPAL,21,1998,2,180,90,5.3,2.0,2,90,2,0,,36,0.50,2,4,-2,-1.00,+0.33,Matches,0f47717b
682,Morten Thorsby,no NOR,MFDF,Sampdoria,23,1996,24,1865,78,54.5,20.7,21,85,17,3,24,8,1.38,30,35,-5,-0.24,+0.45,Matches,d1b49282
683,Jeremy Toljan,de GER,DF,Sassuolo,24,1994,29,2186,75,63.9,24.3,25,83,19,4,28,3,1.31,36,33,+3,+0.12,-0.10,Matches,a96e5dc0
684,Rafael Tolói,it ITA,DF,Atalanta,28,1990,33,2608,79,76.3,29.0,29,88,27,4,11,2,1.97,67,39,+28,+0.97,-1.47,Matches,c56dc39e
685,Takehiro Tomiyasu,jp JPN,DF,Bologna,20,1998,29,2528,87,73.9,28.1,29,87,25,0,,0,1.28,36,45,-9,-0.32,+0.08,Matches,b3af9be1
686,Nenad Tomović,rs SRB,DF,SPAL,31,1987,23,1755,76,51.3,19.5,20,86,17,3,11,13,0.65,13,42,-29,-1.49,-0.35,Matches,6aafdc27
687,Sandro Tonali,it ITA,MF,Brescia,19,2000,35,3014,86,88.1,33.5,34,88,28,1,34,0,0.71,32,61,-29,-0.87,+2.46,Matches,0db169ae
688,Lorenzo Tonelli,it ITA,DF,Sampdoria,29,1990,9,702,78,20.5,7.8,9,78,6,0,,4,0.89,9,17,-8,-1.03,-0.73,Matches,8cc29864
689,Lorenzo Tonelli,it ITA,DF,Napoli,29,1990,0,,,,,0,,0,0,,9,,,,,,,Matches,8cc29864
690,Emanuele Torrasi,it ITA,MF,Milan,20,1999,0,,,,,0,,0,0,,1,,,,,,,Matches,06378dd2
691,Ernesto Torregrossa,ve VEN,FW,Brescia,27,1992,25,1844,74,53.9,20.5,22,79,11,3,38,0,0.68,21,46,-25,-1.22,-0.14,Matches,bf39bdec
692,Abdoullaye Traoré,bf BFA,MF,Hellas Verona,19,2000,0,,,,,0,,0,0,,2,,,,,,,Matches,f8b19c58
693,Luca Tremolada,it ITA,MF,Brescia,27,1991,1,15,15,0.4,0.2,0,,0,1,15,3,0.00,0,0,0,0.00,+1.16,Matches,ed65da8c
694,Alessandro Tripaldelli,it ITA,DF,Sassuolo,20,1999,2,135,68,3.9,1.5,1,90,1,1,45,14,0.00,4,4,0,0.00,-0.16,Matches,4571fa88
695,William Troost-Ekong,ng NGA,DF,Udinese,25,1993,30,2576,86,75.3,28.6,29,89,27,1,2,6,1.17,29,43,-14,-0.49,-0.49,Matches,7ed4921e
696,Georgi Tunjov,ee EST,MF,SPAL,18,2001,10,284,28,8.3,3.2,3,72,0,7,10,15,0.30,1,10,-9,-2.85,-1.68,Matches,7aa84ac5
697,Ľubomír Tupta,sk SVK,FWMF,Hellas Verona,21,1998,0,,,,,0,,0,0,,3,,,,,,,Matches,b02af64f
698,Stefano Turati,it ITA,GK,Sassuolo,17,2001,2,180,90,5.3,2.0,2,90,2,0,,17,1.00,4,4,0,0.00,-0.17,Matches,bf168004
699,Gennaro Tutino,it ITA,FW,Hellas Verona,22,1996,6,225,38,6.6,2.5,2,72,0,4,20,9,0.67,1,3,-2,-0.80,-0.74,Matches,8b303bcb
700,Samir Ujkani,xk KVX,GK,Torino,31,1988,1,90,90,2.6,1.0,1,90,1,0,,34,0.00,2,3,-1,-1.00,-0.43,Matches,96640846
701,Cengiz Ünder,tr TUR,MF,Roma,22,1997,18,873,49,25.5,9.7,10,70,2,8,22,11,1.67,20,18,+2,+0.21,-0.64,Matches,1880614f
702,Mirko Valdifiori,it ITA,MF,SPAL,33,1986,22,1400,64,40.9,15.6,15,83,9,7,22,14,0.68,10,30,-20,-1.29,+0.05,Matches,c710f7d5
703,Borja Valero,es ESP,MF,Inter,34,1985,19,931,49,27.2,10.3,9,87,5,10,15,18,2.11,25,8,+17,+1.64,+0.63,Matches,0e21fc3c
704,Mattia Valoti,it ITA,MFFW,SPAL,25,1993,27,1527,57,44.6,17.0,18,73,5,9,23,4,0.56,15,28,-13,-0.77,+0.99,Matches,c414df9d
705,Denis Vavro,sk SVK,DF,Lazio,23,1996,11,328,30,9.6,3.6,1,90,1,10,24,23,1.64,6,8,-2,-0.55,-1.68,Matches,08990838
706,Matías Vecino,uy URU,MF,Inter,27,1991,20,1282,64,37.5,14.2,14,83,10,6,20,3,2.10,30,13,+17,+1.19,+0.01,Matches,44ac04e9
707,Miguel Veloso,pt POR,MF,Hellas Verona,33,1986,34,2811,83,82.2,31.2,32,86,25,2,33,0,1.35,37,38,-1,-0.03,+0.41,Matches,ab1ca213
708,Lorenzo Venuti,it ITA,MFDF,Fiorentina,24,1995,16,858,54,25.1,9.5,10,77,5,6,15,22,1.50,12,12,0,0.00,-0.11,Matches,983ff2c7
709,Brayan Vera,co COL,DF,Lecce,20,1999,8,155,19,4.5,1.7,1,77,0,7,11,30,0.38,1,2,-1,-0.58,+0.30,Matches,80c718dd
710,Simone Verdi,it ITA,MFFW,Torino,27,1992,33,2073,63,60.6,23.0,26,73,5,7,26,0,0.91,30,41,-11,-0.48,+0.26,Matches,0375723e
711,Simone Verdi,it ITA,FWMF,Napoli,27,1992,0,,,,,0,,0,0,,2,,,,,,,Matches,0375723e
712,Jordan Veretout,fr FRA,MF,Roma,26,1993,33,2629,80,76.9,29.2,30,86,23,3,16,3,1.88,53,36,+17,+0.58,-0.44,Matches,4a56052c
713,Edoardo Vergani,it ITA,FW,Inter,18,2001,0,,,,,0,,0,0,,1,,,,,,,Matches,2873973b
714,Valerio Verre,it ITA,MFFW,Hellas Verona,25,1994,32,1774,55,51.9,19.7,22,68,2,10,27,5,1.38,30,24,+6,+0.30,+0.85,Matches,33ecf462
715,Francesco Vicari,it ITA,DF,SPAL,24,1994,34,2898,85,84.7,32.2,33,87,28,1,12,3,0.59,24,62,-38,-1.18,+0.89,Matches,de045b15
716,Ronaldo Vieira,gw GNB,MF,Sampdoria,21,1998,27,1819,67,53.2,20.2,20,82,13,7,26,3,0.89,17,36,-19,-0.94,-1.05,Matches,75e60d75
717,Mauro Vigorito,it ITA,GK,Lecce,29,1990,5,423,85,12.4,4.7,4,90,4,1,63,32,1.80,9,9,0,0.00,+0.99,Matches,582a251c
718,Gonzalo Villar,es ESP,MF,Roma,21,1998,9,299,33,8.7,3.3,2,90,2,7,17,8,2.00,10,5,+5,+1.51,+0.90,Matches,bdc74a8f
719,Luigi Vitale,it ITA,DFFW,Hellas Verona,31,1987,2,41,21,1.2,0.5,0,,0,2,21,13,2.00,1,0,+1,+2.20,+2.33,Matches,fe479e17
720,Mattia Viviani,it ITA,MF,Brescia,18,2000,8,344,43,10.1,3.8,3,79,2,5,22,15,0.88,3,14,-11,-2.88,-1.91,Matches,360b2bb1
721,Dušan Vlahović,rs SRB,FW,Fiorentina,19,2000,30,1499,50,43.8,16.7,13,82,8,17,26,6,1.17,22,30,-8,-0.48,-1.00,Matches,79443529
722,Stefan de Vrij,nl NED,DF,Inter,27,1992,34,2830,83,82.7,31.4,32,86,30,2,32,3,2.06,61,32,+29,+0.92,-1.52,Matches,d0d8dd44
723,Giacomo Vrioni,al ALB,FW,Juventus,20,1998,1,12,12,0.4,0.1,0,,0,1,12,4,0.00,0,0,0,0.00,-0.87,Matches,bf4d31d3
724,Walace,br BRA,MF,Udinese,24,1995,20,1139,57,33.3,12.7,12,82,6,8,20,17,1.25,15,15,0,0.00,+0.55,Matches,26db8853
725,Sebastian Walukiewicz,pl POL,DF,Cagliari,19,2000,14,1165,83,34.1,12.9,13,84,10,1,76,22,0.93,10,19,-9,-0.70,-0.89,Matches,217875a4
726,Jawad El Yamiq,ma MAR,DF,Genoa,27,1992,3,197,66,5.8,2.2,2,90,2,1,17,14,0.33,1,9,-8,-3.65,-3.15,Matches,f6f6b6e8
727,Maya Yoshida,jp JPN,DF,Sampdoria,30,1988,14,1187,85,34.7,13.2,13,90,13,1,17,2,1.36,22,20,+2,+0.15,+0.92,Matches,caffaf5a
728,Amin Younes,de GER,MF,Napoli,25,1993,9,176,20,5.1,2.0,1,64,0,8,14,19,1.56,3,1,+2,+1.02,+0.77,Matches,228f73ae
729,Ashley Young,eng ENG,MF,Inter,34,1985,18,1185,66,34.6,13.2,13,85,7,5,17,0,1.94,29,17,+12,+0.91,-0.42,Matches,be927d03
730,Mattia Zaccagni,it ITA,MFFW,Hellas Verona,24,1995,34,2114,62,61.8,23.5,26,72,7,8,30,2,1.24,22,32,-10,-0.43,-0.84,Matches,d85c238b
731,Federico Zanchetta,it ITA,MF,SPAL,17,2002,0,,,,,0,,0,0,,1,,,,,,,Matches,f2ecdd60
732,Luca Zanimacchia,it ITA,FW,Juventus,21,1998,2,120,60,3.5,1.3,1,90,1,1,30,4,0.00,1,3,-2,-1.50,-2.45,Matches,5e834dce
733,Nicolò Zaniolo,it ITA,MF,Roma,20,1999,26,1503,58,43.9,16.7,16,79,6,10,24,0,2.04,31,18,+13,+0.78,+0.17,Matches,9907b1c8
734,Cristián Zapata,co COL,DF,Genoa,32,1986,20,1718,86,50.2,19.1,19,90,19,1,8,10,1.15,25,34,-9,-0.47,+0.43,Matches,b1deecf8
735,Duván Zapata,co COL,FW,Atalanta,28,1991,28,2026,72,59.2,22.5,25,78,12,3,27,0,2.25,60,29,+31,+1.38,+0.15,Matches,d3de9af0
736,Davide Zappacosta,it ITA,DFMF,Roma,27,1992,9,452,50,13.2,5.0,3,90,3,6,30,4,1.78,11,7,+4,+0.80,+0.13,Matches,7fe90ccd
737,Simone Zaza,it ITA,FW,Torino,28,1991,24,1640,68,48.0,18.2,16,85,12,8,35,4,1.00,24,25,-1,-0.05,+1.01,Matches,9592289a
738,Marvin Zeegelaar,nl NED,MF,Udinese,28,1990,13,593,46,17.3,6.6,6,72,0,7,23,5,1.46,10,9,+1,+0.15,+0.63,Matches,8abd0c03
739,Piotr Zieliński,pl POL,MF,Napoli,25,1994,37,2924,79,85.5,32.5,32,87,25,5,29,1,1.59,48,43,+5,+0.15,-0.93,Matches,a5296e55
740,Jaromír Zmrhal,cz CZE,MF,Brescia,25,1993,21,1125,54,32.9,12.5,11,83,7,10,21,14,0.81,11,30,-19,-1.52,-0.54,Matches,cbec1196
741,Ervin Zukanović,ba BIH,DF,SPAL,32,1987,3,204,68,6.0,2.3,2,90,2,1,24,2,0.00,2,4,-2,-0.88,+0.46,Matches,1253a12e
742,Szymon Żurkowski,pl POL,MF,Fiorentina,21,1997,2,12,6,0.4,0.1,0,,0,2,6,18,2.00,0,0,0,0.00,-0.08,Matches,4e1d5e59
743,Filip Đuričić,rs SRB,MF,Sassuolo,27,1992,29,1633,56,47.7,18.1,19,73,3,10,24,4,1.31,37,24,+13,+0.72,+1.07,Matches,eccbe56a


Provided by <a href="https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">FBref.com</a>: <a href="https://fbref.com/en/comps/11/2019-2020/playingtime/2019-2020-Serie-A-M-Stats?sr&utm_source=direct&utm_medium=Share&utm_campaign=ShareTool#stats_playing_time">View Original Table</a><br>Generated 8/25/2026.
