--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,,Performance,,,,,,,,,,,,,-additional
207,Federico Fazio,ar ARG,DF,Roma,32,1987,13.5,2,1,0,11,7,1,2,24,11,,,0,Matches,4e358a2d
208,Luiz Felipe,it ITA,DF,Lazio,22,1997,22.5,6,0,0,18,15,2,7,43,21,,,0,Matches,15d0c248
209,Lucas Felippe,br BRA,MF,Hellas Verona,19,2000,0.3,0,0,0,0,0,0,0,0,1,,,0,Matches,85e51909
210,Alex Ferrari,it ITA,DF,Sampdoria,25,1994,11.2,4,0,0,16,13,0,1,11,13,,,0,Matches,d0dbca9f
211,Sergio Floccari,it ITA,FW,SPAL,37,1981,10.5,3,0,0,22,18,10,16,5,4,,,0,Matches,df301450
212,Alessandro Florenzi,it ITA,DFMF,Roma,28,1991,11.1,5,0,0,11,12,2,29,16,11,,,0,Matches,e288d4b3
213,Seko Fofana,ci CIV,MF,Udinese,24,1995,25.0,4,0,0,20,19,0,22,15,13,,,0,Matches,5313ed43
214,Gianluca Frabotta,it ITA,DF,Juventus,20,1999,1.0,0,0,0,2,0,0,3,1,2,,,0,Matches,d80b1835
215,Remo Freuler,ch SUI,MF,Atalanta,27,1992,26.0,3,0,0,40,35,0,31,25,32,,,0,Matches,98d2c2c4
216,Daniel Fuzato,br BRA,GK,Roma,22,1997,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches,82328faf
217,Matteo Gabbia,it ITA,DF,Milan,19,1999,7.6,1,0,0,11,3,0,0,10,5,,,0,Matches,c235e803
218,Manolo Gabbiadini,it ITA,FW,Sampdoria,27,1991,22.6,2,0,0,30,38,14,70,11,7,,,0,Matches,8f866fe8
219,Gabriel,br BRA,GK,Lecce,26,1992,33.3,4,0,0,1,5,0,0,0,1,,,1,Matches,f93ed0df
220,Luca Gagliano,it ITA,FW,Cagliari,19,2000,0.6,0,0,0,3,1,0,0,1,0,,,0,Matches,1d00a56c
221,Roberto Gagliardini,it ITA,MF,Inter,25,1994,20.0,5,0,0,34,24,4,11,31,19,,,0,Matches,ce30bfc8
222,Riccardo Gagliolo,se SWE,DF,Parma,29,1990,28.9,7,0,0,32,38,2,52,55,32,,,0,Matches,173061c0
223,Daniele Gastaldello,it ITA,DF,Brescia,36,1983,4.3,1,0,0,2,4,0,3,5,4,,,0,Matches,13f89eaa
224,Gervinho,ci CIV,FW,Parma,32,1987,25.2,3,0,0,10,13,18,13,5,6,,,0,Matches,e468c053
225,Rachid Ghezzal,dz ALG,MFFW,Fiorentina,27,1992,9.2,5,0,0,22,16,1,31,8,12,,,0,Matches,dc3a9a0d
226,Andrea Ghezzi,it ITA,FW,Brescia,18,2001,0.4,0,0,0,1,0,0,0,0,0,,,0,Matches,c840baa2
227,Paolo Ghiglione,it ITA,MFDF,Genoa,22,1997,19.1,4,0,0,25,19,3,113,8,16,,,0,Matches,71dc23da
228,Andrea Ghion,it ITA,MF,Sassuolo,19,2000,0.5,0,0,0,0,0,0,0,0,1,,,0,Matches,7f24b3eb
229,Faouzi Ghoulam,dz ALG,DF,Napoli,28,1991,4.2,2,0,0,6,5,0,33,5,4,,,0,Matches,c5adc293
230,Diego Godín,uy URU,DF,Inter,33,1986,18.1,5,0,0,29,15,3,10,45,30,,,0,Matches,fc4f85b1
231,Edoardo Goldaniga,it ITA,DF,Genoa,25,1993,8.7,4,0,0,14,21,0,12,17,4,,,0,Matches,4b029b31
232,Pierluigi Gollini,it ITA,GK,Atalanta,24,1995,32.0,3,0,0,0,8,0,0,0,0,,,0,Matches,f0f7f62f
233,Papu Gómez,ar ARG,MFFW,Atalanta,31,1988,31.6,2,0,0,19,75,3,231,16,13,,,0,Matches,6e4df551
234,Robin Gosens,de GER,MF,Atalanta,25,1994,29.1,3,0,0,30,38,6,73,39,27,,,0,Matches,2d970560
235,Alberto Grassi,it ITA,MF,Parma,24,1995,7.1,6,0,0,7,9,1,8,19,5,,,0,Matches,6cc97b6a
236,Sinan Gümüş,de GER,FW,Genoa,25,1994,1.1,0,0,0,1,3,0,1,0,0,,,0,Matches,ac1f056e
237,Koray Günter,de GER,DF,Hellas Verona,24,1994,30.4,7,0,0,42,12,0,2,53,24,,,0,Matches,f1f1f238
238,Samir Handanović,si SVN,GK,Inter,35,1984,35.0,2,0,0,1,6,0,0,0,1,,,0,Matches,74419746
239,Lukáš Haraslín,sk SVK,MFFW,Sassuolo,23,1996,4.3,1,0,0,8,17,3,16,4,2,,,0,Matches,5c397195
240,Hans Hateboer,nl NED,MF,Atalanta,25,1994,26.2,10,0,0,44,18,7,75,10,23,,,0,Matches,3b333ac3
241,Liam Henderson,sct SCO,MF,Hellas Verona,23,1996,2.2,1,0,0,6,2,0,2,0,2,,,0,Matches,d7918b13
242,Dalbert Henrique,br BRA,MFDF,Fiorentina,25,1993,27.6,8,1,0,52,33,4,140,16,25,,,0,Matches,f45f9427
243,Theo Hernández,fr FRA,DF,Milan,21,1997,31.3,10,0,0,33,67,8,84,42,39,,,1,Matches,d4c9725f
244,Hernani,br BRA,MF,Parma,25,1994,26.9,10,0,0,46,18,4,103,49,33,,,0,Matches,6f5ead86
245,Gonzalo Higuaín,ar ARG,FW,Juventus,31,1987,20.7,2,0,0,18,16,12,12,6,7,,,0,Matches,8a08491a
246,Krisztofer Horváth,hu HUN,MF,SPAL,17,2002,0.5,0,0,0,0,1,0,2,0,1,,,0,Matches,4ce8f4a3
247,Elseid Hysaj,al ALB,DF,Napoli,25,1994,16.5,3,0,0,8,18,0,39,24,9,,,0,Matches,2f3452eb
248,Simone Iacoponi,it ITA,DF,Parma,32,1987,33.9,7,0,0,35,36,1,1,35,26,,,0,Matches,63071a3f
249,Roger Ibanez,br BRA,DF,Roma,20,1998,6.8,1,0,0,15,13,0,0,20,7,,,0,Matches,82efe6fa
250,Zlatan Ibrahimović,se SWE,FW,Milan,37,1981,15.1,1,0,0,30,16,20,14,5,2,,,0,Matches,4cde5509
251,Igor,br BRA,DFMF,SPAL,21,1998,14.9,7,0,0,21,11,0,9,25,18,,,0,Matches,a4e85758
252,Igor,br BRA,DFMF,Fiorentina,21,1998,6.8,2,0,0,8,4,1,2,9,8,,,0,Matches,a4e85758
253,Josip Iličić,si SVN,FWMF,Atalanta,31,1988,18.5,1,1,0,11,59,3,58,8,19,,,0,Matches,68252d6d
254,Giannelli Imbula,cd COD,MF,Lecce,26,1992,1.4,0,0,0,1,0,0,1,2,0,,,0,Matches,b86fe156
255,Ciro Immobile,it ITA,FW,Lazio,29,1990,35.2,8,0,0,39,38,21,12,11,6,,,0,Matches,4431aed2
256,Roberto Inglese,it ITA,FW,Parma,27,1991,8.5,1,0,0,19,7,10,4,2,6,,,0,Matches,6c1f7328
257,Lorenzo Insigne,it ITA,FWMF,Napoli,28,1991,31.2,1,0,0,8,28,9,118,29,16,,,0,Matches,2f557579
258,Artur Ioniță,md MDA,MF,Cagliari,28,1990,21.1,6,0,0,45,14,1,22,18,25,,,0,Matches,cedb3e36
259,Jakub Iskra,pl POL,MF,SPAL,16,2002,0.9,0,0,0,0,1,0,2,1,0,,,0,Matches,103b7264
260,Armando Izzo,it ITA,DF,Torino,27,1992,29.8,7,2,1,48,34,1,15,72,22,,,0,Matches,89976232
261,Filip Jagiełło,pl POL,MF,Genoa,21,1997,6.1,0,0,0,3,2,0,9,4,2,,,0,Matches,4cdcbc14
262,Mato Jajalo,ba BIH,MF,Udinese,31,1988,18.3,8,1,1,29,25,0,23,16,19,,,0,Matches,8c65eb5f
263,Marko Janković,me MNE,MF,SPAL,24,1995,1.3,1,0,0,5,3,0,10,0,1,,,0,Matches,9866afec
264,Jakub Jankto,cz CZE,MF,Sampdoria,23,1996,23.3,8,0,0,23,16,4,86,22,13,,,0,Matches,1ea5f91c
265,Juan Jesus,br BRA,DF,Roma,28,1991,1.5,2,0,0,3,0,0,0,0,1,,,0,Matches,79083382
266,Jony,es ESP,MF,Lazio,28,1991,13.1,4,0,0,13,15,4,126,14,8,,,0,Matches,244f57b9
267,Jesse Joronen,fi FIN,GK,Brescia,26,1993,29.0,1,0,0,0,4,0,0,6,1,,,0,Matches,7f66ea09
268,Hamed Junior Traorè,ci CIV,MF,Sassuolo,19,2000,17.4,3,0,0,27,23,6,85,11,15,,,0,Matches,570bb4b9
269,Musa Juwara,gm GAM,MF,Bologna,17,2001,1.7,1,0,0,6,5,0,12,0,2,,,0,Matches,7737dee2
270,Nikola Kalinić,hr CRO,FW,Roma,31,1988,6.3,1,0,0,8,19,2,0,1,1,,,0,Matches,d4931a5a
271,Yann Karamoh,fr FRA,FWMF,Parma,21,1998,6.4,0,0,0,7,14,1,8,2,7,,,0,Matches,8b66d9cc
272,Franck Kessié,ci CIV,MF,Milan,22,1996,32.3,3,0,0,61,21,1,13,34,28,,,0,Matches,05e19d6a
273,Sami Khedira,de GER,MF,Juventus,32,1987,7.6,3,0,0,15,4,0,20,3,5,,,0,Matches,38ac43d3
274,Simon Kjær,dk DEN,DF,Milan,30,1989,13.8,2,0,0,10,3,0,1,19,13,,,0,Matches,8b8a56ce
275,Simon Kjær,dk DEN,DF,Atalanta,30,1989,3.2,2,0,0,13,1,0,0,7,6,,,0,Matches,8b8a56ce
276,Ragnar Klavan,ee EST,DF,Cagliari,33,1985,26.2,4,0,0,24,6,0,0,29,19,,,1,Matches,008a6e6d
277,Justin Kluivert,nl NED,MF,Roma,20,1999,16.8,6,1,1,30,29,1,23,6,12,,,0,Matches,4c3a6744
278,Aleksandar Kolarov,rs SRB,DF,Roma,33,1985,30.4,6,0,0,29,30,3,185,31,28,,,0,Matches,eda40760
279,Christian Kouamé,ci CIV,FW,Fiorentina,21,1997,3.3,0,0,0,6,6,0,1,1,2,,,0,Matches,58e933d2
280,Christian Kouamé,ci CIV,FWMF,Genoa,21,1997,10.2,1,0,0,20,24,6,4,2,1,,,0,Matches,58e933d2
281,Kalidou Koulibaly,sn SEN,DF,Napoli,28,1991,23.4,7,1,0,36,15,0,4,33,31,,,1,Matches,da974c7b
282,Ladislav Krejčí,cz CZE,DF,Bologna,27,1992,11.7,1,0,0,11,5,3,14,10,10,,,0,Matches,58027adc
283,Rade Krunić,ba BIH,MF,Milan,25,1993,6.0,3,0,0,11,16,0,0,11,9,,,0,Matches,817c6964
284,Juraj Kucka,sk SVK,MFFW,Parma,32,1987,21.5,5,1,0,52,55,3,26,26,21,,,0,Matches,5aaef9ef
285,Dejan Kulusevski,se SWE,FWMF,Parma,19,2000,32.6,3,0,0,53,38,6,63,22,21,,,0,Matches,df3cda47
286,Marash Kumbulla,al ALB,DF,Hellas Verona,19,2000,21.7,7,1,1,47,24,1,1,49,24,,,0,Matches,a40819d9
287,Jasmin Kurtić,si SVN,MF,SPAL,30,1989,15.7,5,0,0,17,32,1,82,10,7,,,0,Matches,144607cc
288,Jasmin Kurtić,si SVN,MFFW,Parma,30,1989,18.5,5,0,0,18,17,1,55,16,23,,,0,Matches,144607cc
289,Giorgos Kyriakopoulos,gr GRE,DF,Sassuolo,23,1996,18.3,4,0,0,20,30,2,51,19,19,,,0,Matches,0a483542
290,Antonino La Gumina,it ITA,FW,Sampdoria,23,1996,2.1,0,0,0,1,3,1,0,0,0,,,0,Matches,822a7761
291,Andrea La Mantia,it ITA,FWMF,Lecce,28,1991,6.1,1,0,0,17,15,3,1,7,0,,,0,Matches,c375dfa5
292,Riccardo Ladinetti,it ITA,MF,Cagliari,18,2000,1.4,0,0,0,1,1,0,2,4,2,,,0,Matches,ff4296df
293,Gianluca Lapadula,pe PER,FW,Lecce,29,1990,19.8,8,1,0,43,58,24,9,2,8,,,0,Matches,2ead2809
294,Danilo Larangeira,br BRA,DF,Bologna,35,1984,29.3,11,1,1,43,24,4,4,30,17,,,0,Matches,fed5f993
295,Kevin Lasagna,it ITA,FW,Udinese,26,1992,28.5,1,0,0,45,32,15,20,7,12,,,0,Matches,09538fdb
296,Vincent Laurini,fr FRA,DF,Parma,30,1989,9.8,4,0,0,13,20,0,21,12,22,,,0,Matches,3535098b
297,Diego Laxalt,uy URU,MFDF,Torino,26,1993,6.6,3,0,0,12,8,0,17,7,10,,,0,Matches,f26e3c59
298,Diego Laxalt,uy URU,DF,Milan,26,1993,1.9,1,0,0,4,1,0,10,1,4,,,0,Matches,f26e3c59
299,Valentino Lazaro,at AUT,MF,Inter,23,1996,3.6,2,0,0,7,1,0,18,1,5,,,0,Matches,016ff750
300,Darko Lazović,rs SRB,MF,Hellas Verona,28,1990,36.0,4,0,0,11,15,20,133,22,16,,,0,Matches,5128bde4
301,Manuel Lazzari,it ITA,MF,Lazio,25,1993,28.3,6,0,0,21,41,7,135,10,12,,,0,Matches,02caf6e0
302,Rafael Leão,pt POR,FWMF,Milan,20,1999,15.6,0,0,0,16,15,6,37,0,4,,,0,Matches,20730eae
303,Lucas Leiva,br BRA,MF,Lazio,32,1987,20.1,10,1,1,47,19,0,6,46,34,,,0,Matches,4c78b5ed
304,Lukas Lerager,dk DEN,MF,Genoa,26,1993,15.4,5,0,0,28,23,2,11,9,18,,,0,Matches,1b82f8df
305,Mehdi Léris,dz ALG,MFFW,Sampdoria,21,1998,5.7,0,0,0,7,10,0,29,6,10,,,0,Matches,7d3cbc67
306,Karlo Letica,hr CRO,GK,SPAL,22,1997,10.0,1,0,0,0,1,0,0,0,0,,,0,Matches,4a6914ff
307,Matthijs de Ligt,nl NED,DF,Juventus,19,1999,27.2,5,0,0,29,18,0,2,29,19,,,0,Matches,d6e53a3a
308,Anderson Lima,br BRA,MF,Lazio,19,1999,0.7,0,0,0,5,4,0,2,0,1,,,0,Matches,59be3a74
309,Karol Linetty,pl POL,MF,Sampdoria,24,1995,22.4,4,0,0,43,33,0,32,26,32,,,0,Matches,d023d70f
310,Pol Lirola,es ESP,MF,Fiorentina,21,1997,29.4,4,0,0,16,7,1,82,26,20,,,0,Matches,ff800ed8
311,Fernando Llorente,es ESP,FW,Napoli,34,1985,5.6,1,0,0,11,9,3,0,0,0,,,0,Matches,82dbf623
312,Stanislav Lobotka,sk SVK,MF,Napoli,24,1994,8.4,0,0,0,7,15,0,1,9,8,,,0,Matches,e1cbb531
313,Manuel Locatelli,it ITA,MF,Sassuolo,21,1998,28.7,9,0,0,46,58,0,63,34,50,,,1,Matches,a8a874f1
314,Pau López,es ESP,GK,Roma,24,1994,32.0,3,0,0,1,2,0,0,1,1,,,0,Matches,20b9f052
315,Matteo Lovato,it ITA,DF,Hellas Verona,19,2000,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches,5fa57166
316,Hirving Lozano,mx MEX,FWMF,Napoli,24,1995,11.4,3,0,0,22,36,6,42,5,4,,,0,Matches,a69e4806
317,Fabio Lucioni,it ITA,DF,Lecce,31,1987,34.8,8,1,0,20,15,0,4,35,15,,,1,Matches,8efa621b
318,José Luis Palomino,ar ARG,DF,Atalanta,29,1990,27.6,5,0,0,48,19,1,7,63,47,,,0,Matches,921f6058
319,Jordan Lukaku,be BEL,MF,Lazio,25,1994,4.4,2,0,0,6,1,1,19,0,2,,,0,Matches,0cd0e21b
320,Romelu Lukaku,be BEL,FW,Inter,26,1993,33.1,2,0,0,47,20,23,24,1,6,,,0,Matches,5eae500a
321,Saša Lukić,rs SRB,MF,Torino,22,1996,20.7,5,1,0,43,21,2,23,28,16,,,0,Matches,c6e8cf1f
322,Senad Lulić,ba BIH,MF,Lazio,33,1986,17.5,6,0,0,28,11,7,69,22,12,,,0,Matches,7fd58fe3
323,Sebastiano Luperto,it ITA,DF,Napoli,22,1996,5.9,2,0,0,7,1,0,5,7,9,,,0,Matches,997fff07
324,Lyanco,br BRA,DF,Torino,22,1997,13.1,5,0,0,14,13,1,5,23,12,,,1,Matches,b5bf1770
325,Babis Lykogiannis,gr GRE,DFMF,Cagliari,25,1993,14.9,4,0,0,21,14,3,63,23,8,,,0,Matches,5efc5389
326,Francesco Magnanelli,it ITA,MF,Sassuolo,34,1984,15.5,5,0,0,18,35,0,3,21,13,,,0,Matches,07767f42
327,Giangiacomo Magnani,it ITA,DF,Sassuolo,23,1995,1.6,1,0,0,4,2,0,0,2,0,,,0,Matches,cce9f582
328,Giangiacomo Magnani,it ITA,DF,Brescia,23,1995,1.3,2,0,0,2,3,0,0,2,0,,,0,Matches,cce9f582
329,Žan Majer,si SVN,MF,Lecce,27,1992,18.5,7,0,0,28,15,1,25,24,20,,,0,Matches,bf13975c
330,Nikola Maksimović,rs SRB,DF,Napoli,27,1991,20.0,3,1,0,25,7,0,13,31,22,,,0,Matches,16b9d5cf
331,Kévin Malcuit,ma MAR,DF,Napoli,28,1991,2.8,0,0,0,2,4,0,13,3,6,,,0,Matches,d6a889ea
332,Daniel Maldini,it ITA,FWMF,Milan,17,2001,0.3,0,0,0,2,0,0,0,1,0,,,0,Matches,801831fe
333,Ruslan Malinovskyi,ua UKR,MFFW,Atalanta,26,1993,17.1,7,1,1,32,55,3,90,4,14,,,0,Matches,48d5bd33
334,Gianluca Mancini,it ITA,DFMF,Roma,23,1996,30.4,16,1,1,67,28,4,2,62,28,,,0,Matches,5aa53281
335,Marco Mancosu,it ITA,MF,Lecce,30,1988,27.1,3,0,0,22,19,9,45,17,19,,,0,Matches,2c3a6c21
336,Rolando Mandragora,it ITA,MF,Udinese,22,1997,22.8,2,0,0,40,22,1,50,24,23,,,0,Matches,c7259b83
337,Massimiliano Mangraviti,it ITA,DF,Brescia,21,1998,10.8,2,0,0,9,5,0,9,7,6,,,0,Matches,33914f14
338,Kostas Manolas,gr GRE,DF,Napoli,28,1991,24.2,2,0,0,24,16,0,0,27,15,,,0,Matches,c707411f
339,Giacomo Manzari,it ITA,MF,Sassuolo,18,2000,0.2,0,0,0,1,0,0,0,0,0,,,0,Matches,d8dfae8a
340,Gian Marco Ferrari,it ITA,DF,Sassuolo,27,1992,21.1,5,0,0,18,13,0,2,28,5,,,0,Matches,8650af85
341,Federico Marigosu,it ITA,MF,Cagliari,18,2001,0.3,0,0,0,0,2,0,2,0,0,,,0,Matches,66a9470c
342,Marlon,br BRA,DF,Sassuolo,23,1995,20.2,8,0,0,24,11,0,0,37,23,,,0,Matches,cdf65d12
343,Gonzalo Maroni,ar ARG,MF,Sampdoria,20,1999,2.0,0,0,0,3,1,0,12,3,1,,,0,Matches,e01ca8f4
344,Bruno Martella,it ITA,DFMF,Brescia,26,1992,14.1,3,0,0,7,4,1,63,19,10,,,0,Matches,1e12c53b
345,Lautaro Martínez,ar ARG,FW,Inter,21,1997,27.2,8,1,0,54,74,22,16,16,8,,,0,Matches,f7036e1c
346,Adam Marušić,me MNE,MF,Lazio,26,1992,10.5,3,0,0,8,11,0,13,13,6,,,0,Matches,d4535821
347,Andrea Masiello,it ITA,DF,Genoa,33,1986,14.7,4,0,0,11,5,0,9,26,14,,,0,Matches,e0314d87
348,Andrea Masiello,it ITA,DF,Atalanta,33,1986,6.0,1,0,0,10,1,0,2,10,5,,,0,Matches,e0314d87
349,Aleš Matějů,cz CZE,DF,Brescia,23,1996,28.3,10,1,1,47,29,1,16,41,30,,,1,Matches,deb748c9
350,Alessandro Matri,it ITA,FW,Brescia,34,1984,1.0,1,1,0,1,1,3,2,0,0,,,0,Matches,58d97e77
351,Federico Mattiello,it ITA,MF,Cagliari,24,1995,10.3,3,0,0,16,24,2,31,17,20,,,0,Matches,fba81826
352,Blaise Matuidi,fr FRA,MF,Juventus,32,1987,24.9,2,0,0,40,26,3,41,20,25,,,0,Matches,c0cddebe
353,Luca Mazzitelli,it ITA,DFMF,Sassuolo,23,1995,0.1,0,0,0,0,0,0,1,0,1,,,0,Matches,dc61b402
354,Ibrahima Mbaye,sn SEN,DF,Bologna,24,1994,16.7,5,0,0,23,18,2,11,15,10,,,0,Matches,cfbf9881
355,Biagio Meccariello,it ITA,DF,Lecce,28,1991,8.5,2,0,0,7,3,1,9,10,13,,,0,Matches,1eeeff8a
356,Gary Medel,cl CHI,MF,Bologna,31,1987,19.8,10,1,0,40,27,1,3,32,23,,,0,Matches,563a68ad
357,Soualiho Meïté,fr FRA,MF,Torino,25,1994,24.5,5,0,0,35,35,1,15,24,21,,,0,Matches,5cec2c74
358,Alex Meret,it ITA,GK,Napoli,22,1997,21.7,0,0,0,0,3,0,0,1,0,,,0,Matches,9413b19f
359,Yıldırım Mert Çetin,tr TUR,DF,Roma,22,1997,2.9,4,1,1,6,6,0,0,4,1,,,0,Matches,c730da00
360,Dries Mertens,be BEL,FW,Napoli,32,1987,18.8,5,0,0,29,25,7,83,7,9,,,0,Matches,89b2c8a9
361,Kingsley Michael,ng NGA,MF,Bologna,19,1999,0.8,0,0,0,4,0,0,1,1,1,,,0,Matches,e63e122d
362,Nikola Milenković,rs SRB,DF,Fiorentina,21,1997,36.2,9,0,0,61,18,1,3,31,23,,,0,Matches,bee704fc
363,Arkadiusz Milik,pl POL,FW,Napoli,25,1994,19.4,5,0,0,25,28,13,2,2,6,,,0,Matches,85613cf0
364,Sergej Milinković-Savić,rs SRB,MF,Lazio,24,1995,33.7,9,0,0,69,43,8,42,40,34,,,0,Matches,4e6dbac4
365,Vincenzo Millico,it ITA,FW,Torino,18,2000,2.4,0,0,0,5,3,0,24,0,0,,,0,Matches,6817095b
366,Antonio Mirante,it ITA,GK,Roma,36,1983,5.0,0,0,0,0,0,0,0,0,0,,,0,Matches,30223b33
367,Simone Missiroli,it ITA,MF,SPAL,33,1986,31.1,7,0,0,26,26,0,10,56,27,,,0,Matches,331c0a43
368,Henrikh Mkhitaryan,am ARM,MF,Roma,30,1989,17.0,5,0,0,17,26,1,15,11,23,,,0,Matches,dd0daf32
369,Gabriele Moncini,it ITA,FW,SPAL,23,1996,1.7,0,0,0,1,2,0,1,1,0,,,0,Matches,c4efe2b4
370,Ilario Monterisi,it ITA,DF,Lecce,17,2001,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches,31b252fc
371,Raúl Moro,es ESP,MF,Lazio,16,2002,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches,919dd4b1
372,Leonardo Morosini,it ITA,FWMF,Brescia,23,1995,0.3,0,0,0,2,0,0,1,1,1,,,0,Matches,d89b0ebb
373,Victor Moses,ng NGA,MF,Inter,28,1990,4.7,1,0,0,6,9,0,26,0,3,,,0,Matches,e726e11e
374,Mert Müldür,tr TUR,DF,Sassuolo,20,1999,14.1,4,0,0,19,17,0,24,21,27,,,0,Matches,1295552e
375,Simone Muratore,it ITA,MF,Juventus,21,1998,1.8,0,0,0,3,2,0,1,3,0,,,0,Matches,04989945
376,Alessandro Murgia,it ITA,MF,SPAL,22,1996,19.4,3,0,0,23,22,2,83,19,16,,,0,Matches,fb2c533b
377,Luis Muriel,co COL,FW,Atalanta,28,1991,14.0,1,0,0,27,27,3,40,4,10,,,0,Matches,eb2fe5b6
378,Jeison Murillo,co COL,DF,Sampdoria,27,1992,7.4,3,1,1,10,8,2,6,10,7,,,0,Matches,b233e8e4
379,Nicola Murru,it ITA,DFMF,Sampdoria,24,1994,25.1,6,1,1,25,17,0,93,25,23,,,1,Matches,d183e9d6
380,Mateo Musacchio,ar ARG,DF,Milan,28,1990,16.3,4,1,0,19,10,0,0,21,9,,,0,Matches,91899ca8
381,Juan Musso,ar ARG,GK,Udinese,25,1994,38.0,1,0,0,1,3,0,0,1,0,,,0,Matches,a111cf41
382,Radja Nainggolan,be BEL,MF,Cagliari,31,1988,23.0,5,0,0,22,29,0,81,15,19,,,0,Matches,1f9328da
383,Nahitan Nández,uy URU,MF,Cagliari,23,1995,32.2,14,0,0,47,48,7,113,21,40,,,0,Matches,95facda1
384,Michel Ndary Adopo,fr FRA,MF,Torino,19,2000,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches,599d91d0
385,Emanuele Ndoj,al ALB,MF,Brescia,22,1996,6.2,2,0,0,21,26,1,4,5,6,,,0,Matches,482145e9
386,Ilija Nestorovski,mk MKD,FW,Udinese,29,1990,13.9,4,0,0,37,29,8,9,5,8,,,0,Matches,b1236c63
387,Nicolas Nkoulou,cm CMR,DF,Torino,29,1990,29.9,6,1,1,36,25,0,0,73,24,,,0,Matches,93cf32a8
388,Bram Nuytinck,nl NED,DF,Udinese,29,1990,24.7,2,0,0,20,9,0,6,23,31,,,0,Matches,e33f36d5
389,Pedro Obiang,gq EQG,MF,Sassuolo,27,1992,18.6,10,0,0,35,20,1,6,21,31,,,1,Matches,ba1e04b3
390,Stefano Okaka,it ITA,FW,Udinese,29,1989,26.8,10,0,0,69,66,20,7,9,9,,,0,Matches,601ef102
391,Christian Oliva,uy URU,MF,Cagliari,23,1996,5.2,1,0,0,4,2,0,2,7,7,,,0,Matches,d3b888e3
392,Maximiliano Olivera,uy URU,DF,Fiorentina,27,1992,0.1,0,0,0,0,0,0,2,0,0,,,0,Matches,32a33c68
393,Marco Olivieri,it ITA,FW,Juventus,20,1999,0.3,0,0,0,3,1,0,1,0,1,,,0,Matches,f5ba8903
394,Robin Olsen,se SWE,GK,Cagliari,29,1990,16.9,0,1,0,0,4,0,0,0,0,,,1,Matches,e7ee38c3
395,Nicholas Opoku,gh GHA,DFMF,Udinese,21,1997,5.3,3,1,1,10,5,0,2,4,8,,,0,Matches,b871bf55
396,Riccardo Orsolini,it ITA,MFFW,Bologna,22,1997,29.8,3,0,0,40,76,14,201,16,23,,,0,Matches,e14ec482
397,David Ospina,co COL,GK,Napoli,30,1988,16.3,0,0,0,1,5,0,0,0,0,,,0,Matches,82b1198a
398,Daniele Padelli,it ITA,GK,Inter,33,1985,3.0,0,1,0,0,3,0,0,0,0,,,0,Matches,cf1c23d8
399,Marko Pajač,hr CRO,MFDF,Genoa,26,1993,8.4,1,0,0,8,7,0,78,7,5,,,0,Matches,5df4ef30
400,Rodrigo Palacio,ar ARG,FW,Bologna,37,1982,28.0,5,0,0,30,53,29,98,4,12,,,0,Matches,8d8178ac
401,Alberto Paloschi,it ITA,FW,SPAL,29,1990,4.9,0,0,0,8,8,5,0,0,0,,,0,Matches,b5cae4e6
402,Alberto Paloschi,it ITA,FW,Cagliari,29,1990,2.3,0,0,0,3,2,3,2,1,1,,,0,Matches,b5cae4e6
403,Martin Palumbo,no NOR,MF,Udinese,17,2002,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches,f8d41a8c
404,Goran Pandev,mk MKD,FWMF,Genoa,36,1983,18.7,6,1,1,17,46,7,13,0,8,,,0,Matches,d711d04f
405,Andrea Papetti,it ITA,DF,Brescia,17,2002,10.2,5,0,0,14,13,0,1,14,7,,,0,Matches,4195b8b6
406,Lucas Paquetá,br BRA,MF,Milan,21,1997,12.3,7,0,0,25,25,3,10,9,20,,,0,Matches,9b6f7fd5
407,Marco Parolo,it ITA,MF,Lazio,34,1985,18.9,8,0,0,43,5,0,5,23,26,,,0,Matches,ed5886d2
408,Mario Pašalić,hr CRO,MF,Atalanta,24,1995,26.9,6,0,0,35,24,1,13,26,21,,,1,Matches,e599253a
409,Javier Pastore,ar ARG,MF,Roma,30,1989,5.7,0,0,0,10,9,1,5,6,10,,,0,Matches,881ef58c
410,Patric,es ESP,DF,Lazio,26,1993,18.6,2,1,0,12,11,0,11,15,20,,,0,Matches,f7223718
411,Leonardo Pavoletti,it ITA,FW,Cagliari,30,1988,0.5,0,0,0,0,0,0,0,1,0,,,0,Matches,d37b0350
412,Nehuén Paz,ar ARG,DF,Bologna,26,1993,1.3,1,0,0,6,2,0,0,5,1,,,0,Matches,42b1a58a
413,Nehuén Paz,ar ARG,DF,Lecce,26,1993,9.4,4,0,0,13,2,0,1,22,5,,,0,Matches,42b1a58a
414,Giampaolo Pazzini,it ITA,FW,Hellas Verona,34,1984,3.4,0,0,0,7,6,4,1,1,0,,,0,Matches,6ca663b4
415,Pedro,br BRA,FW,Fiorentina,22,1997,0.7,0,0,0,0,2,1,0,0,1,,,0,Matches,1ab6fad3
