--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,,Standard,,,,,,,,,,,-additional
380,Aleksei Miranchuk,ru RUS,MFFW,Atalanta,27,1995,13.1,3,38,22,57.9,2.91,1.68,0.08,0.14,0,0,Matches,a9aa0d1d
381,Kevin Miranda,it ITA,DF,Sassuolo,20,2003,0.2,0,0,0,,0.00,0.00,,,0,0,Matches,9bd97418
382,Antonio Mirante,it ITA,GK,Milan,40,1983,2.0,0,0,0,,0.00,0.00,,,0,0,Matches,30223b33
383,Fabio Miretti,it ITA,MF,Juventus,19,2003,12.3,1,20,3,15.0,1.63,0.24,0.05,0.33,0,0,Matches,34693494
384,Filippo Missori,it ITA,MF,Sassuolo,19,2004,3.0,0,4,1,25.0,1.35,0.34,0.00,0.00,0,0,Matches,2d3d7c0d
385,Stefan Mitrović,rs SRB,MF,Hellas Verona,20,2002,4.3,0,7,1,14.3,1.61,0.23,0.00,0.00,0,0,Matches,232b3da4
386,Henrikh Mkhitaryan,am ARM,MF,Inter,34,1989,30.9,2,39,6,15.4,1.26,0.19,0.05,0.33,0,0,Matches,dd0daf32
387,Ilario Monterisi,it ITA,DF,Frosinone,21,2001,16.3,2,5,3,60.0,0.31,0.18,0.40,0.67,0,0,Matches,31b252fc
388,Lorenzo Montipò,it ITA,GK,Hellas Verona,27,1996,37.0,0,0,0,,0.00,0.00,,,0,0,Matches,c1d95617
389,Nikola Moro,hr CRO,MFFW,Bologna,25,1998,9.3,1,11,1,9.1,1.18,0.11,0.09,1.00,0,0,Matches,ff579c7e
390,Dany Mota,pt POR,MFFW,Monza,25,1998,22.8,4,38,12,31.6,1.67,0.53,0.11,0.33,0,0,Matches,efc9e31f
391,Samuele Mulattieri,it ITA,FW,Sassuolo,22,2000,5.1,0,13,5,38.5,2.53,0.97,0.00,0.00,0,0,Matches,30297946
392,Luis Muriel,co COL,FW,Atalanta,32,1991,4.5,2,23,9,39.1,5.06,1.98,0.09,0.22,0,0,Matches,eb2fe5b6
393,Yunus Musah,us USA,MF,Milan,20,2002,16.4,0,14,5,35.7,0.85,0.30,0.00,0.00,0,0,Matches,b51b1b9c
394,Juan Musso,ar ARG,GK,Atalanta,29,1994,11.0,0,0,0,,0.00,0.00,,,0,0,Matches,a111cf41
395,Kingstone Mutandwa,zm ZAM,FW,Cagliari,20,2003,0.4,1,2,1,50.0,4.62,2.31,0.50,1.00,0,0,Matches,cbe32194
396,Obite N'Dicka,ci CIV,DF,Roma,23,1999,24.1,0,9,1,11.1,0.37,0.04,0.00,0.00,0,0,Matches,441197b8
397,Nahitan Nández,uy URU,MFDF,Cagliari,27,1995,26.0,2,23,7,30.4,0.88,0.27,0.09,0.29,1,1,Matches,95facda1
398,Natan,br BRA,DF,Napoli,22,2001,10.6,0,6,1,16.7,0.57,0.09,0.00,0.00,0,0,Matches,94bccc82
399,Lapo Nava,it ITA,GK,Milan,19,2004,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,c0f732e1
400,Michel Ndary Adopo,fr FRA,MF,Atalanta,23,2000,1.2,0,1,1,100.0,0.83,0.83,0.00,0.00,0,0,Matches,599d91d0
401,Dan Ndoye,ch SUI,MFFW,Bologna,22,2000,19.7,1,41,16,39.0,2.08,0.81,0.02,0.06,0,0,Matches,8e697a8f
402,Cyril Ngonge,be BEL,MFFW,Hellas Verona,23,2000,15.9,6,42,14,33.3,2.64,0.88,0.14,0.43,0,0,Matches,2b8360f1
403,Cyril Ngonge,be BEL,FW,Napoli,23,2000,3.5,1,17,5,29.4,4.86,1.43,0.06,0.20,0,0,Matches,2b8360f1
404,M'Baye Niang,sn SEN,FW,Empoli,28,1994,7.9,6,24,9,37.5,3.05,1.14,0.25,0.67,4,4,Matches,2054d037
405,Hans Nicolussi Caviglia,it ITA,MF,Juventus,23,2000,3.0,0,3,0,0.0,1.01,0.00,0.00,,0,0,Matches,b136c945
406,Joseph Nonge,be BEL,MF,Juventus,18,2005,0.3,0,0,0,,0.00,0.00,,,0,0,Matches,23d73767
407,Tijjani Noslin,nl NED,FWMF,Hellas Verona,24,1999,14.9,5,36,15,41.7,2.42,1.01,0.14,0.33,0,0,Matches,2f067cf2
408,Simeon Nwankwo,ng NGA,FW,Salernitana,31,1992,7.6,3,13,7,53.8,1.71,0.92,0.23,0.43,0,0,Matches,80dbbd10
409,M'Bala Nzola,ao ANG,FW,Fiorentina,26,1996,17.2,3,32,13,40.6,1.86,0.75,0.09,0.23,1,1,Matches,a4948e67
410,Adam Obert,sk SVK,DF,Cagliari,20,2002,10.5,0,3,3,100.0,0.29,0.29,0.00,0.00,0,0,Matches,aa25ce92
411,Pedro Obiang,gq EQG,MF,Sassuolo,31,1992,5.0,0,2,0,0.0,0.40,0.00,0.00,,0,0,Matches,ba1e04b3
412,Guillermo Ochoa,mx MEX,GK,Salernitana,38,1985,21.0,0,0,0,,0.00,0.00,,,0,0,Matches,1e9bde92
413,Jens Odgaard,dk DEN,MFFW,Bologna,24,1999,4.8,2,11,2,18.2,2.30,0.42,0.18,1.00,0,0,Matches,75374ee7
414,Noah Okafor,ch SUI,FWMF,Milan,23,2000,9.9,6,22,14,63.6,2.23,1.42,0.27,0.43,0,0,Matches,ca607d59
415,David Okereke,ng NGA,FWMF,Torino,25,1997,2.8,0,8,5,62.5,2.86,1.79,0.00,0.00,0,0,Matches,d125f22f
416,Caleb Okoli,it ITA,DF,Frosinone,22,2001,32.4,0,13,4,30.8,0.40,0.12,0.00,0.00,0,0,Matches,8ec109e6
417,Maduka Okoye,ng NGA,GK,Udinese,23,1999,21.0,0,0,0,,0.00,0.00,,,0,0,Matches,ab5c36dd
418,Mathías Olivera,uy URU,DF,Napoli,25,1997,17.4,1,12,1,8.3,0.69,0.06,0.08,1.00,0,0,Matches,41c12f75
419,Gaetano Oristanio,it ITA,FWMF,Cagliari,20,2002,12.3,2,23,5,21.7,1.87,0.41,0.09,0.40,0,0,Matches,5cfc74fc
420,Riccardo Orsolini,it ITA,MF,Bologna,26,1997,19.9,10,59,25,42.4,2.96,1.26,0.17,0.40,2,3,Matches,e14ec482
421,Victor Osimhen,ng NGA,FW,Napoli,24,1998,22.0,15,90,41,45.6,4.09,1.86,0.17,0.37,3,5,Matches,8c90fd7a
422,Remi Oudin,fr FRA,MFFW,Lecce,26,1996,20.2,3,34,8,23.5,1.68,0.40,0.09,0.38,0,0,Matches,ea02beaf
423,Anthony Oyono,ga GAB,DFMF,Frosinone,22,2001,13.3,0,4,1,25.0,0.30,0.08,0.00,0.00,0,0,Matches,68b7e72e
424,Simone Pafundi,it ITA,FW,Udinese,17,2006,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,8daee720
425,Riccardo Pagano,it ITA,MF,Roma,18,2004,0.6,0,1,0,0.0,1.76,0.00,0.00,,0,0,Matches,b5b9bde7
426,Christos Papadopoulos,gr GRE,MF,Genoa,18,2004,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,e19bc88c
427,Leandro Paredes,ar ARG,MF,Roma,29,1994,29.3,3,32,6,18.8,1.09,0.21,0.09,0.50,3,3,Matches,dff153a4
428,Fabiano Parisi,it ITA,DF,Fiorentina,22,2000,16.2,0,12,2,16.7,0.74,0.12,0.00,0.00,0,0,Matches,0967845b
429,Mario Pašalić,hr CRO,MF,Atalanta,28,1995,22.8,6,40,18,45.0,1.76,0.79,0.15,0.33,2,2,Matches,e599253a
430,Triantafyllos Pasaridīs,gr GRE,DF,Salernitana,27,1996,5.0,0,0,0,,0.00,0.00,,,0,0,Matches,6416adf0
431,Patric,es ESP,DF,Lazio,30,1993,17.9,2,6,2,33.3,0.34,0.11,0.33,1.00,0,0,Matches,f7223718
432,Rui Patrício,pt POR,GK,Roma,35,1988,23.0,0,0,0,,0.00,0.00,,,0,0,Matches,79b0d6a0
433,Benjamin Pavard,fr FRA,DF,Inter,27,1996,18.6,0,15,5,33.3,0.81,0.27,0.00,0.00,0,0,Matches,45a03961
434,Leonardo Pavoletti,it ITA,FW,Cagliari,34,1988,7.0,4,25,9,36.0,3.58,1.29,0.16,0.44,0,0,Matches,d37b0350
435,Martín Payero,ar ARG,MF,Udinese,24,1998,20.0,2,38,8,21.1,1.90,0.40,0.05,0.25,0,0,Matches,bdbff2b5
436,Marcus Pedersen,no NOR,DF,Sassuolo,23,2000,17.9,0,3,0,0.0,0.17,0.00,0.00,,0,0,Matches,596cc50e
437,Pedro,es ESP,FW,Lazio,36,1987,9.1,1,11,4,36.4,1.21,0.44,0.09,0.25,0,0,Matches,3ca7254a
438,Pietro Pellegri,it ITA,FWMF,Torino,22,2001,8.4,1,13,4,30.8,1.55,0.48,0.08,0.25,0,0,Matches,a44d3a3c
439,Lorenzo Pellegrini,it ITA,MF,Roma,27,1996,20.7,8,47,20,42.6,2.28,0.97,0.17,0.40,1,1,Matches,4a5a45c7
440,Luca Pellegrini,it ITA,DFMF,Lazio,24,1999,8.7,1,7,1,14.3,0.80,0.11,0.14,1.00,0,0,Matches,3b61c9ec
441,Marco Pellegrino,ar ARG,DF,Salernitana,21,2002,6.1,0,2,0,0.0,0.33,0.00,0.00,,0,0,Matches,18950a80
442,Marco Pellegrino,ar ARG,DF,Milan,21,2002,0.8,0,1,1,100.0,1.32,1.32,0.00,0.00,0,0,Matches,18950a80
443,Pepín,gq EQG,MF,Monza,26,1996,2.7,0,5,0,0.0,1.87,0.00,0.00,,0,0,Matches,7afb1573
444,Pedro Pereira,pt POR,MFDF,Monza,25,1998,9.3,0,3,0,0.0,0.32,0.00,0.00,,0,0,Matches,c77be0cf
445,Roberto Pereyra,ar ARG,FWMF,Udinese,32,1991,20.6,4,28,9,32.1,1.36,0.44,0.14,0.44,1,1,Matches,75f2c59f
446,Nehuén Pérez,ar ARG,DF,Udinese,23,2000,36.0,0,20,2,10.0,0.56,0.06,0.00,0.00,0,0,Matches,f7c491f1
447,Simone Perilli,it ITA,GK,Hellas Verona,28,1995,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,b9e11c1d
448,Mattia Perin,it ITA,GK,Juventus,30,1992,2.5,0,0,0,,0.00,0.00,,,0,0,Matches,4c62d0c8
449,Samuele Perisan,it ITA,GK,Empoli,25,1997,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,00a17eba
450,Matteo Pessina,it ITA,MF,Monza,26,1997,35.8,6,27,13,48.1,0.75,0.36,0.22,0.46,4,5,Matches,780e3631
451,Andrea Petagna,it ITA,FW,Cagliari,28,1995,11.1,1,19,8,42.1,1.72,0.72,0.05,0.13,0,0,Matches,03f946ed
452,Giuseppe Pezzella,it ITA,MFDF,Empoli,25,1997,12.1,0,3,2,66.7,0.25,0.17,0.00,0.00,0,0,Matches,149c5f5d
453,Roberto Piccoli,it ITA,FW,Lecce,22,2001,15.3,5,57,22,38.6,3.72,1.44,0.09,0.23,1,1,Matches,1cadaf34
454,Roberto Piccoli,it ITA,FW,Empoli,22,2001,0.4,0,1,0,0.0,2.31,0.00,0.00,,0,0,Matches,1cadaf34
455,Santiago Pierotti,ar ARG,FWMF,Lecce,22,2001,2.2,0,7,3,42.9,3.15,1.35,0.00,0.00,0,0,Matches,ec315772
456,Niccolò Pierozzi,it ITA,DF,Salernitana,21,2001,9.7,1,8,2,25.0,0.83,0.21,0.13,0.50,0,0,Matches,3649ece2
457,Andrea Pinamonti,it ITA,FW,Sassuolo,24,1999,34.2,11,84,22,26.2,2.46,0.64,0.13,0.50,2,3,Matches,08aa9cd1
458,Carlo Pinsoglio,it ITA,GK,Juventus,33,1990,0.5,0,0,0,,0.00,0.00,,,0,0,Matches,f6a06749
459,Lorenzo Pirola,it ITA,DF,Salernitana,21,2002,22.1,1,15,4,26.7,0.68,0.18,0.07,0.25,0,0,Matches,caec77da
460,Niccolò Pisilli,it ITA,MF,Roma,18,2004,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,c84dcc88
461,Tommaso Pobega,it ITA,MFDF,Milan,24,1999,3.5,0,5,4,80.0,1.41,1.13,0.00,0.00,0,0,Matches,55a1cac2
462,Paul Pogba,fr FRA,MF,Juventus,30,1993,0.6,0,0,0,,0.00,0.00,,,0,0,Matches,867239d3
463,Matteo Politano,it ITA,FW,Napoli,29,1993,26.2,8,75,19,25.3,2.86,0.72,0.11,0.42,2,3,Matches,5e861944
464,Marin Pongračić,hr CRO,DF,Lecce,25,1997,35.8,0,13,3,23.1,0.36,0.08,0.00,0.00,0,0,Matches,2a6cd437
465,Stefan Posch,at AUT,DF,Bologna,26,1997,26.8,1,18,4,22.2,0.67,0.15,0.06,0.25,0,0,Matches,7f609bfc
466,Matteo Prati,it ITA,MF,Cagliari,19,2003,21.9,1,35,11,31.4,1.60,0.50,0.03,0.09,0,0,Matches,d8363914
467,Ivan Provedel,it ITA,GK,Lazio,29,1994,30.0,0,0,0,,0.00,0.00,,,0,0,Matches,277da414
468,Christian Pulisic,us USA,MFFW,Milan,24,1998,28.9,12,65,31,47.7,2.25,1.07,0.18,0.39,0,0,Matches,1bf33a9a
469,George Pușcaș,ro ROU,FW,Genoa,27,1996,2.1,0,11,5,45.5,5.18,2.36,0.00,0.00,0,0,Matches,c23c8e0d
470,Domingos Quina,pt POR,MF,Udinese,23,1999,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,41fb0f4e
471,Adrien Rabiot,fr FRA,MF,Juventus,28,1995,29.5,5,38,17,44.7,1.29,0.58,0.13,0.29,0,0,Matches,8794e251
472,Uroš Račić,rs SRB,MF,Sassuolo,25,1998,9.1,1,17,4,23.5,1.87,0.44,0.06,0.25,0,0,Matches,faed84db
473,Nemanja Radonjić,rs SRB,MF,Torino,27,1996,4.2,3,12,5,41.7,2.89,1.20,0.25,0.60,0,0,Matches,0630eb63
474,Boris Radunović,rs SRB,GK,Cagliari,27,1996,7.0,0,0,0,,0.00,0.00,,,0,0,Matches,0dfce079
475,Hamza Rafia,tn TUN,MF,Lecce,24,1999,13.4,1,16,3,18.8,1.20,0.22,0.06,0.33,0,0,Matches,6b587d3d
476,Ylber Ramadani,al ALB,MF,Lecce,27,1996,33.0,1,31,6,19.4,0.94,0.18,0.03,0.17,0,0,Matches,ef3c876b
477,Luca Ranieri,it ITA,DF,Fiorentina,24,1999,22.9,2,10,3,30.0,0.44,0.13,0.20,0.67,0,0,Matches,8c63fae5
478,Filippo Ranocchia,it ITA,MF,Empoli,22,2001,5.3,0,6,2,33.3,1.13,0.38,0.00,0.00,0,0,Matches,d9ebed1c
479,Giacomo Raspadori,it ITA,FW,Napoli,23,2000,17.6,5,61,24,39.3,3.47,1.36,0.08,0.21,0,1,Matches,6e058f06
480,Federico Ravaglia,it ITA,GK,Bologna,23,1999,5.9,0,0,0,,0.00,0.00,,,0,0,Matches,6662d731
481,Tijjani Reijnders,nl NED,MF,Milan,25,1998,31.3,3,44,9,20.5,1.40,0.29,0.07,0.33,0,0,Matches,afb61630
482,Reinier,br BRA,MFFW,Frosinone,21,2002,11.8,2,14,6,42.9,1.19,0.51,0.14,0.33,0,0,Matches,6b21b7b5
483,Mateo Retegui,it ITA,FW,Genoa,24,1999,24.6,7,63,23,36.5,2.56,0.93,0.11,0.30,1,1,Matches,e7695e6c
484,Samuele Ricci,it ITA,MF,Torino,21,2001,26.6,1,30,5,16.7,1.13,0.19,0.03,0.20,0,0,Matches,9823be92
485,Ricardo Rodríguez,ch SUI,DFMF,Torino,30,1992,30.8,1,11,2,18.2,0.36,0.06,0.09,0.50,0,0,Matches,7f78ad23
486,Alessio Romagnoli,it ITA,DF,Lazio,28,1995,26.8,0,11,5,45.5,0.41,0.19,0.00,0.00,0,0,Matches,3ead85f9
487,Simone Romagnoli,it ITA,DF,Frosinone,33,1990,30.2,1,12,1,8.3,0.40,0.03,0.08,1.00,0,0,Matches,09899de8
488,Luka Romero,ar ARG,MF,Milan,18,2004,1.0,0,1,0,0.0,1.02,0.00,0.00,,0,0,Matches,ca6edaa0
489,Marten de Roon,nl NED,MFDF,Atalanta,32,1991,28.9,0,16,3,18.8,0.55,0.10,0.00,0.00,0,0,Matches,2a1beb34
490,Francesco Rossi,it ITA,GK,Atalanta,32,1991,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,7b5f516f
491,Nicolò Rovella,it ITA,MF,Lazio,21,2001,14.6,0,5,1,20.0,0.34,0.07,0.00,0.00,0,0,Matches,e58cbfd5
492,Amir Rrahmani,xk KVX,DF,Napoli,29,1994,28.9,3,25,8,32.0,0.87,0.28,0.12,0.38,0,0,Matches,4b3e1a38
493,Ruan,br BRA,DF,Sassuolo,24,1999,16.8,0,7,2,28.6,0.42,0.12,0.00,0.00,0,0,Matches,a378a02a
494,Daniele Rugani,it ITA,DF,Juventus,29,1994,13.2,2,8,2,25.0,0.61,0.15,0.25,1.00,0,0,Matches,14b8fcdf
495,Matteo Ruggeri,it ITA,MF,Atalanta,21,2002,27.2,0,12,4,33.3,0.44,0.15,0.00,0.00,0,0,Matches,ae9898c5
496,Mário Rui,pt POR,DF,Napoli,32,1991,13.4,0,5,2,40.0,0.37,0.15,0.00,0.00,0,0,Matches,0b5a292a
497,Stefano Sabelli,it ITA,MFDF,Genoa,30,1993,27.0,0,9,3,33.3,0.33,0.11,0.00,0.00,0,0,Matches,0ccac09c
498,Alexis Saelemaekers,be BEL,MF,Bologna,24,1999,21.0,4,29,10,34.5,1.38,0.48,0.14,0.40,0,0,Matches,ee251371
499,Lazar Samardzic,rs SRB,MF,Udinese,21,2002,26.4,6,57,17,29.8,2.16,0.65,0.11,0.35,1,1,Matches,217c93a1
500,Junior Sambia,cf CTA,MF,Salernitana,26,1996,11.5,1,12,4,33.3,1.05,0.35,0.08,0.25,0,0,Matches,24eb7ed6
501,Antonio Sanabria,py PAR,FW,Torino,27,1996,23.7,5,54,16,29.6,2.28,0.68,0.09,0.31,2,2,Matches,0a447501
502,Renato Sanches,pt POR,MF,Roma,25,1997,1.6,1,2,1,50.0,1.23,0.62,0.50,1.00,0,0,Matches,032f894e
503,Alexis Sánchez,cl CHI,FW,Inter,34,1988,8.5,2,18,6,33.3,2.12,0.71,0.11,0.33,1,1,Matches,2c0f8e9e
504,Alex Sandro,br BRA,DF,Juventus,32,1991,8.0,1,5,1,20.0,0.62,0.12,0.20,1.00,0,0,Matches,0d82903c
505,Nicola Sansone,it ITA,MFFW,Lecce,31,1991,8.5,2,23,5,21.7,2.70,0.59,0.09,0.40,0,0,Matches,7eb97a8e
506,Riccardo Saponara,it ITA,MFFW,Hellas Verona,31,1991,3.8,0,5,1,20.0,1.32,0.26,0.00,0.00,0,0,Matches,3bb7af3b
507,Zanos Savva,cy CYP,FW,Torino,17,2005,0.3,1,1,1,100.0,3.21,3.21,1.00,1.00,0,0,Matches,82f8d2f4
508,Saba Sazonov,ge GEO,DF,Torino,21,2002,4.0,0,1,0,0.0,0.25,0.00,0.00,,0,0,Matches,645dffbf
509,Giorgio Scalvini,it ITA,DF,Atalanta,19,2003,28.3,1,19,6,31.6,0.67,0.21,0.05,0.17,0,0,Matches,1e9aa637
510,Gianluca Scamacca,it ITA,FW,Atalanta,24,1999,16.1,12,60,26,43.3,3.72,1.61,0.20,0.46,0,0,Matches,8790f988
511,Perr Schuurs,nl NED,DF,Torino,23,1999,8.6,1,7,1,14.3,0.82,0.12,0.14,1.00,0,0,Matches,e613313c
512,Simone Scuffet,it ITA,GK,Cagliari,27,1996,31.0,0,0,0,,0.00,0.00,,,0,0,Matches,41bd99ea
513,Demba Seck,sn SEN,FWMF,Frosinone,22,2001,3.3,0,7,2,28.6,2.11,0.60,0.00,0.00,0,0,Matches,16463a79
514,Demba Seck,sn SEN,MF,Torino,22,2001,4.7,0,9,2,22.2,1.91,0.42,0.00,0.00,0,0,Matches,16463a79
515,Nikola Sekulov,it ITA,MF,Juventus,21,2002,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,b2e08cb6
516,Vivaldo Semedo,pt POR,FW,Udinese,18,2005,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,b6baba31
517,Stefano Sensi,it ITA,MF,Inter,27,1995,0.5,0,2,0,0.0,3.91,0.00,0.00,,0,0,Matches,b70bde8f
518,Suat Serdar,de GER,MF,Hellas Verona,26,1997,18.4,0,22,7,31.8,1.19,0.38,0.00,0.00,0,0,Matches,b3325a30
519,Andres Sfait,ro ROU,MF,Salernitana,18,2004,0.3,0,0,0,,0.00,0.00,,,0,0,Matches,4fb7cc15
520,Stephan El Shaarawy,it ITA,FWMF,Roma,30,1992,19.3,3,40,11,27.5,2.07,0.57,0.08,0.27,0,0,Matches,d3aaad90
521,Eldor Shomurodov,uz UZB,MFFW,Cagliari,28,1995,10.4,3,21,7,33.3,2.02,0.67,0.14,0.43,0,0,Matches,57469b2d
522,Steven Shpendi,al ALB,FW,Empoli,20,2003,4.6,0,7,3,42.9,1.53,0.66,0.00,0.00,0,0,Matches,fd987f24
523,Éderson Silva,br BRA,MF,Atalanta,24,1999,31.9,6,38,11,28.9,1.19,0.35,0.16,0.55,0,0,Matches,a9202def
524,Marco Silvestri,it ITA,GK,Udinese,32,1991,17.0,0,0,0,,0.00,0.00,,,0,0,Matches,0d422df7
525,Giovanni Simeone,ar ARG,FW,Napoli,28,1995,8.9,1,35,12,34.3,3.94,1.35,0.03,0.08,0,0,Matches,343c0d52
526,Jan-Carlo Simic,rs SRB,DF,Milan,18,2005,1.6,1,2,1,50.0,1.23,0.62,0.50,1.00,0,0,Matches,c9fc39ce
527,Łukasz Skorupski,pl POL,GK,Bologna,32,1991,32.0,0,0,0,,0.00,0.00,,,0,0,Matches,ab4449d6
528,Chris Smalling,eng ENG,DF,Roma,33,1989,4.3,0,1,1,100.0,0.23,0.23,0.00,0.00,0,0,Matches,b6964eb6
529,Andrea Sodero,it ITA,MF,Empoli,18,2004,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,364e2d13
530,Ola Solbakken,no NOR,FW,Roma,24,1998,0.3,0,0,0,,0.00,0.00,,,0,0,Matches,78f13530
531,Daniele Sommariva,it ITA,GK,Genoa,26,1997,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,a8e7f7e9
532,Yann Sommer,ch SUI,GK,Inter,34,1988,34.0,0,0,0,,0.00,0.00,,,0,0,Matches,420c18a1
533,Brandon Soppy,fr FRA,MF,Torino,21,2002,2.0,0,1,0,0.0,0.51,0.00,0.00,,0,0,Matches,28f66c2e
534,Alessandro Sorrentino,it ITA,GK,Monza,21,2002,6.1,0,0,0,,0.00,0.00,,,0,0,Matches,8ef2452a
535,Riccardo Sottil,it ITA,MF,Fiorentina,24,1999,12.3,2,34,13,38.2,2.77,1.06,0.06,0.15,0,0,Matches,94816803
536,Matìas Soulé,ar ARG,MFFW,Frosinone,20,2003,34.7,11,84,25,29.8,2.42,0.72,0.13,0.44,5,6,Matches,c13ddd3e
537,Djed Spence,eng ENG,MF,Genoa,22,2000,9.5,0,2,1,50.0,0.21,0.10,0.00,0.00,0,0,Matches,9bc9a519
538,Leonardo Spinazzola,it ITA,MFDF,Roma,30,1993,14.6,1,8,3,37.5,0.55,0.21,0.13,0.33,0,0,Matches,3626daea
539,Marco Sportiello,it ITA,GK,Milan,31,1992,7.0,0,0,0,,0.00,0.00,,,0,0,Matches,ac4003af
540,Trivante Stewart,jm JAM,FW,Salernitana,23,2000,1.1,0,2,1,50.0,1.80,0.90,0.00,0.00,0,0,Matches,75bd6f48
541,Gabriel Strefezza,br BRA,FWMF,Lecce,26,1997,12.4,1,28,6,21.4,2.27,0.49,0.04,0.17,1,1,Matches,ac4a4508
542,Kevin Strootman,nl NED,MF,Genoa,33,1990,13.4,0,1,0,0.0,0.07,0.00,0.00,,0,0,Matches,ef2e5e1a
543,Isaac Success,ng NGA,FWMF,Udinese,27,1996,9.8,1,19,5,26.3,1.94,0.51,0.05,0.20,0,1,Matches,f573a8bf
544,Ibrahim Sulemana,gh GHA,MF,Cagliari,20,2003,14.9,2,13,3,23.1,0.87,0.20,0.15,0.67,0,0,Matches,230c3f3a
545,Tomáš Suslov,sk SVK,MF,Hellas Verona,21,2002,23.2,3,52,16,30.8,2.24,0.69,0.06,0.19,1,1,Matches,83fe71b8
546,Mile Svilar,rs SRB,GK,Roma,23,1999,15.0,0,0,0,,0.00,0.00,,,0,0,Matches,bcf5058a
547,Karol Świderski,pl POL,FWMF,Hellas Verona,26,1997,5.6,2,15,6,40.0,2.68,1.07,0.13,0.33,0,0,Matches,41723204
548,Wojciech Szczęsny,pl POL,GK,Juventus,33,1990,35.0,0,0,0,,0.00,0.00,,,0,0,Matches,01b8a2b2
549,Przemysław Szymiński,pl POL,DF,Frosinone,29,1994,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,9b3099d6
550,Adrien Tameze,cm CMR,DFMF,Torino,29,1994,23.8,0,9,0,0.0,0.38,0.00,0.00,,0,0,Matches,8da74c05
551,Elayis Tavsan,nl NED,FWMF,Hellas Verona,22,2001,0.6,0,3,1,33.3,5.40,1.80,0.00,0.00,0,0,Matches,928143e7
552,Loum Tchaouna,fr FRA,MFFW,Salernitana,19,2003,23.3,4,44,15,34.1,1.89,0.64,0.09,0.27,0,0,Matches,a3c8b4d3
553,Jackson Tchatchoua,cm CMR,DF,Hellas Verona,21,2001,19.2,0,0,0,,0.00,0.00,,,0,0,Matches,aeca7743
554,Filippo Terracciano,it ITA,MFDF,Hellas Verona,20,2003,14.4,0,8,3,37.5,0.56,0.21,0.00,0.00,0,0,Matches,5cbb5ad6
555,Filippo Terracciano,it ITA,DF,Milan,20,2003,0.8,0,0,0,,0.00,0.00,,,0,0,Matches,5cbb5ad6
556,Pietro Terracciano,it ITA,GK,Fiorentina,33,1990,33.0,0,0,0,,0.00,0.00,,,0,0,Matches,e1b0a70d
557,Florian Thauvin,fr FRA,FW,Udinese,30,1993,19.0,5,48,15,31.3,2.53,0.79,0.10,0.33,1,1,Matches,2b9fdeea
558,Malick Thiaw,de GER,DF,Milan,21,2001,18.0,0,5,1,20.0,0.28,0.06,0.00,0.00,0,0,Matches,ff5ea0bf
559,Morten Thorsby,no NOR,MF,Genoa,27,1996,12.9,2,13,7,53.8,1.01,0.54,0.15,0.29,0,0,Matches,d1b49282
560,Kristian Thorstvedt,no NOR,MF,Sassuolo,24,1999,26.6,6,42,15,35.7,1.58,0.56,0.14,0.40,0,0,Matches,76ff8d0d
561,Marcus Thuram,fr FRA,FW,Inter,25,1997,29.9,13,77,29,37.7,2.58,0.97,0.17,0.45,0,0,Matches,6f8cd6d0
562,Antonio Tikvić,hr CRO,DF,Udinese,19,2004,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,d1ac669b
563,Jeremy Toljan,de GER,DF,Sassuolo,28,1994,23.1,0,12,3,25.0,0.52,0.13,0.00,0.00,0,0,Matches,a96e5dc0
564,Rafael Tolói,it ITA,DF,Atalanta,32,1990,10.7,0,3,0,0.0,0.28,0.00,0.00,,0,0,Matches,c56dc39e
565,Fikayo Tomori,eng ENG,DF,Milan,25,1997,23.6,4,17,8,47.1,0.72,0.34,0.24,0.50,0,0,Matches,7edfbb8a
566,Ahmed Touba,dz ALG,DF,Lecce,25,1998,3.1,0,1,0,0.0,0.32,0.00,0.00,,0,0,Matches,f25de136
567,Chaka Traorè,ci CIV,FW,Milan,18,2004,0.2,1,1,1,100.0,4.50,4.50,1.00,1.00,0,0,Matches,ee6e2b92
568,Stefano Turati,it ITA,GK,Frosinone,21,2001,30.5,0,0,0,,0.00,0.00,,,0,0,Matches,bf168004
569,Kacper Urbanski,pl POL,MFFW,Bologna,18,2004,10.3,0,17,6,35.3,1.65,0.58,0.00,0.00,0,0,Matches,2d9d9e42
570,Emanuele Valeri,it ITA,MFDF,Frosinone,24,1998,13.1,0,20,3,15.0,1.53,0.23,0.00,0.00,0,0,Matches,ec52b661
