--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,,Performance,,,,,,,,,,,,,-additional
413,Jens Odgaard,dk DEN,MFFW,Bologna,24,1999,4.8,1,0,0,14,11,7,8,1,4,,,0,Matches,75374ee7
414,Noah Okafor,ch SUI,FWMF,Milan,23,2000,9.9,1,0,0,12,9,2,22,0,4,,,0,Matches,ca607d59
415,David Okereke,ng NGA,FWMF,Torino,25,1997,2.8,0,0,0,2,3,2,4,1,1,,,0,Matches,d125f22f
416,Caleb Okoli,it ITA,DF,Frosinone,22,2001,32.4,9,0,0,27,26,0,1,31,34,,,0,Matches,8ec109e6
417,Maduka Okoye,ng NGA,GK,Udinese,23,1999,21.0,2,0,0,1,4,0,0,1,0,,,0,Matches,ab5c36dd
418,Mathías Olivera,uy URU,DF,Napoli,25,1997,17.4,3,0,0,9,17,1,27,19,29,,,0,Matches,41c12f75
419,Gaetano Oristanio,it ITA,FWMF,Cagliari,20,2002,12.3,1,0,0,37,28,2,33,9,10,,,0,Matches,5cfc74fc
420,Riccardo Orsolini,it ITA,MF,Bologna,26,1997,19.9,2,0,0,16,41,14,101,8,14,,,0,Matches,e14ec482
421,Victor Osimhen,ng NGA,FW,Napoli,24,1998,22.0,6,1,1,31,31,34,14,2,8,,,0,Matches,8c90fd7a
422,Remi Oudin,fr FRA,MFFW,Lecce,26,1996,20.2,3,0,0,16,11,2,155,21,13,,,0,Matches,ea02beaf
423,Anthony Oyono,ga GAB,DFMF,Frosinone,22,2001,13.3,4,0,0,13,11,0,12,9,27,,,0,Matches,68b7e72e
424,Simone Pafundi,it ITA,FW,Udinese,17,2006,0.1,0,0,0,1,0,0,1,0,0,,,0,Matches,8daee720
425,Riccardo Pagano,it ITA,MF,Roma,18,2004,0.6,0,0,0,3,0,0,1,0,2,,,0,Matches,b5b9bde7
426,Christos Papadopoulos,gr GRE,MF,Genoa,18,2004,0.0,0,0,0,0,1,0,0,0,0,,,0,Matches,e19bc88c
427,Leandro Paredes,ar ARG,MF,Roma,29,1994,29.3,15,1,0,30,35,0,82,27,35,,,0,Matches,dff153a4
428,Fabiano Parisi,it ITA,DF,Fiorentina,22,2000,16.2,4,0,0,14,38,0,42,17,14,,,0,Matches,0967845b
429,Mario Pašalić,hr CRO,MF,Atalanta,28,1995,22.8,3,0,0,20,7,6,10,17,16,,,0,Matches,e599253a
430,Triantafyllos Pasaridīs,gr GRE,DF,Salernitana,27,1996,5.0,3,0,0,9,3,0,0,3,7,,,0,Matches,6416adf0
431,Patric,es ESP,DF,Lazio,30,1993,17.9,4,0,0,8,6,0,11,4,8,,,0,Matches,f7223718
432,Rui Patrício,pt POR,GK,Roma,35,1988,23.0,1,0,0,1,1,0,0,0,0,,,0,Matches,79b0d6a0
433,Benjamin Pavard,fr FRA,DF,Inter,27,1996,18.6,6,0,0,24,15,2,24,31,24,,,0,Matches,45a03961
434,Leonardo Pavoletti,it ITA,FW,Cagliari,34,1988,7.0,4,0,0,19,7,1,1,0,1,,,0,Matches,d37b0350
435,Martín Payero,ar ARG,MF,Udinese,24,1998,20.0,6,1,0,45,28,1,20,13,33,,,0,Matches,bdbff2b5
436,Marcus Pedersen,no NOR,DF,Sassuolo,23,2000,17.9,4,0,0,13,9,0,57,10,24,,,0,Matches,596cc50e
437,Pedro,es ESP,FW,Lazio,36,1987,9.1,4,0,0,13,19,4,19,2,12,,,0,Matches,3ca7254a
438,Pietro Pellegri,it ITA,FWMF,Torino,22,2001,8.4,3,0,0,16,22,6,5,2,1,,,0,Matches,a44d3a3c
439,Lorenzo Pellegrini,it ITA,MF,Roma,27,1996,20.7,7,0,0,26,35,3,76,20,20,,,0,Matches,4a5a45c7
440,Luca Pellegrini,it ITA,DFMF,Lazio,24,1999,8.7,7,1,1,19,13,0,28,8,14,,,0,Matches,3b61c9ec
441,Marco Pellegrino,ar ARG,DF,Salernitana,21,2002,6.1,1,0,0,3,1,0,1,10,6,,,0,Matches,18950a80
442,Marco Pellegrino,ar ARG,DF,Milan,21,2002,0.8,0,0,0,0,0,0,0,1,1,,,0,Matches,18950a80
443,Pepín,gq EQG,MF,Monza,26,1996,2.7,2,0,0,2,6,0,4,0,1,,,0,Matches,7afb1573
444,Pedro Pereira,pt POR,MFDF,Monza,25,1998,9.3,3,0,0,11,3,1,37,4,13,,,0,Matches,c77be0cf
445,Roberto Pereyra,ar ARG,FWMF,Udinese,32,1991,20.6,6,0,0,23,32,6,24,7,10,,,0,Matches,75f2c59f
446,Nehuén Pérez,ar ARG,DF,Udinese,23,2000,36.0,9,1,1,34,17,0,20,45,49,,,0,Matches,f7c491f1
447,Simone Perilli,it ITA,GK,Hellas Verona,28,1995,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches,b9e11c1d
448,Mattia Perin,it ITA,GK,Juventus,30,1992,2.5,0,0,0,0,0,0,0,0,0,,,0,Matches,4c62d0c8
449,Samuele Perisan,it ITA,GK,Empoli,25,1997,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches,00a17eba
450,Matteo Pessina,it ITA,MF,Monza,26,1997,35.8,5,1,1,29,45,1,20,27,25,,,0,Matches,780e3631
451,Andrea Petagna,it ITA,FW,Cagliari,28,1995,11.1,2,0,0,18,22,2,3,1,2,,,0,Matches,03f946ed
452,Giuseppe Pezzella,it ITA,MFDF,Empoli,25,1997,12.1,4,0,0,17,17,2,54,2,14,,,0,Matches,149c5f5d
453,Roberto Piccoli,it ITA,FW,Lecce,22,2001,15.3,5,0,0,28,13,15,6,3,7,,,0,Matches,1cadaf34
454,Roberto Piccoli,it ITA,FW,Empoli,22,2001,0.4,0,0,0,1,1,0,0,0,1,,,0,Matches,1cadaf34
455,Santiago Pierotti,ar ARG,FWMF,Lecce,22,2001,2.2,0,0,0,13,3,0,4,1,8,,,0,Matches,ec315772
456,Niccolò Pierozzi,it ITA,DF,Salernitana,21,2001,9.7,6,0,0,28,10,0,6,11,10,,,0,Matches,3649ece2
457,Andrea Pinamonti,it ITA,FW,Sassuolo,24,1999,34.2,4,0,0,21,52,9,10,1,9,,,0,Matches,08aa9cd1
458,Carlo Pinsoglio,it ITA,GK,Juventus,33,1990,0.5,0,0,0,0,0,0,0,0,0,,,0,Matches,f6a06749
459,Lorenzo Pirola,it ITA,DF,Salernitana,21,2002,22.1,4,0,0,33,16,1,2,25,22,,,0,Matches,caec77da
460,Niccolò Pisilli,it ITA,MF,Roma,18,2004,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches,c84dcc88
461,Tommaso Pobega,it ITA,MFDF,Milan,24,1999,3.5,0,0,0,8,7,0,0,5,9,,,0,Matches,55a1cac2
462,Paul Pogba,fr FRA,MF,Juventus,30,1993,0.6,0,0,0,3,1,0,1,1,0,,,0,Matches,867239d3
463,Matteo Politano,it ITA,FW,Napoli,29,1993,26.2,2,1,0,12,38,2,134,15,9,,,0,Matches,5e861944
464,Marin Pongračić,hr CRO,DF,Lecce,25,1997,35.8,10,1,1,57,22,0,1,50,27,,,0,Matches,2a6cd437
465,Stefan Posch,at AUT,DF,Bologna,26,1997,26.8,7,0,0,31,12,1,39,18,45,,,0,Matches,7f609bfc
466,Matteo Prati,it ITA,MF,Cagliari,19,2003,21.9,4,0,0,19,6,0,15,14,25,,,0,Matches,d8363914
467,Ivan Provedel,it ITA,GK,Lazio,29,1994,30.0,0,0,0,0,7,0,0,0,0,,,0,Matches,277da414
468,Christian Pulisic,us USA,MFFW,Milan,24,1998,28.9,2,0,0,19,45,4,100,10,25,,,0,Matches,1bf33a9a
469,George Pușcaș,ro ROU,FW,Genoa,27,1996,2.1,0,0,0,1,0,0,0,0,0,,,0,Matches,c23c8e0d
470,Domingos Quina,pt POR,MF,Udinese,23,1999,0.1,0,0,0,0,0,0,0,0,1,,,0,Matches,41fb0f4e
471,Adrien Rabiot,fr FRA,MF,Juventus,28,1995,29.5,8,0,0,44,38,6,45,25,39,,,0,Matches,8794e251
472,Uroš Račić,rs SRB,MF,Sassuolo,25,1998,9.1,1,0,0,6,12,0,2,7,5,,,0,Matches,faed84db
473,Nemanja Radonjić,rs SRB,MF,Torino,27,1996,4.2,1,0,0,1,5,4,11,0,1,,,0,Matches,0630eb63
474,Boris Radunović,rs SRB,GK,Cagliari,27,1996,7.0,0,0,0,0,2,0,0,1,0,,,0,Matches,0dfce079
475,Hamza Rafia,tn TUN,MF,Lecce,24,1999,13.4,4,0,0,31,34,2,38,11,29,,,1,Matches,6b587d3d
476,Ylber Ramadani,al ALB,MF,Lecce,27,1996,33.0,13,0,0,42,37,0,14,47,44,,,0,Matches,ef3c876b
477,Luca Ranieri,it ITA,DF,Fiorentina,24,1999,22.9,14,0,0,32,11,1,13,27,11,,,0,Matches,8c63fae5
478,Filippo Ranocchia,it ITA,MF,Empoli,22,2001,5.3,3,0,0,11,8,0,10,3,11,,,0,Matches,d9ebed1c
479,Giacomo Raspadori,it ITA,FW,Napoli,23,2000,17.6,0,0,0,17,19,5,64,4,11,,,0,Matches,6e058f06
480,Federico Ravaglia,it ITA,GK,Bologna,23,1999,5.9,0,0,0,0,0,0,0,0,0,,,0,Matches,6662d731
481,Tijjani Reijnders,nl NED,MF,Milan,25,1998,31.3,8,0,0,21,20,1,40,19,25,,,0,Matches,afb61630
482,Reinier,br BRA,MFFW,Frosinone,21,2002,11.8,3,0,0,17,9,1,12,10,10,,,0,Matches,6b21b7b5
483,Mateo Retegui,it ITA,FW,Genoa,24,1999,24.6,5,0,0,36,25,4,19,0,11,,,0,Matches,e7695e6c
484,Samuele Ricci,it ITA,MF,Torino,21,2001,26.6,8,1,1,37,46,3,55,28,18,,,0,Matches,9823be92
485,Ricardo Rodríguez,ch SUI,DFMF,Torino,30,1992,30.8,4,0,0,25,9,1,56,26,27,,,0,Matches,7f78ad23
486,Alessio Romagnoli,it ITA,DF,Lazio,28,1995,26.8,9,0,0,35,19,1,1,31,16,,,0,Matches,3ead85f9
487,Simone Romagnoli,it ITA,DF,Frosinone,33,1990,30.2,6,0,0,24,7,0,1,28,17,,,0,Matches,09899de8
488,Luka Romero,ar ARG,MF,Milan,18,2004,1.0,1,0,0,3,2,0,2,0,1,,,0,Matches,ca6edaa0
489,Marten de Roon,nl NED,MFDF,Atalanta,32,1991,28.9,10,0,0,43,24,3,17,36,44,,,0,Matches,2a1beb34
490,Francesco Rossi,it ITA,GK,Atalanta,32,1991,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches,7b5f516f
491,Nicolò Rovella,it ITA,MF,Lazio,21,2001,14.6,6,0,0,38,16,0,20,23,26,,,0,Matches,e58cbfd5
492,Amir Rrahmani,xk KVX,DF,Napoli,29,1994,28.9,5,0,0,19,7,2,4,19,27,,,0,Matches,4b3e1a38
493,Ruan,br BRA,DF,Sassuolo,24,1999,16.8,7,1,1,23,12,0,2,23,14,,,0,Matches,a378a02a
494,Daniele Rugani,it ITA,DF,Juventus,29,1994,13.2,2,0,0,15,3,0,1,8,10,,,0,Matches,14b8fcdf
495,Matteo Ruggeri,it ITA,MF,Atalanta,21,2002,27.2,3,0,0,21,9,2,101,22,15,,,0,Matches,ae9898c5
496,Mário Rui,pt POR,DF,Napoli,32,1991,13.4,7,1,1,16,28,1,62,16,15,,,0,Matches,0b5a292a
497,Stefano Sabelli,it ITA,MFDF,Genoa,30,1993,27.0,5,0,0,36,36,4,98,23,23,,,0,Matches,0ccac09c
498,Alexis Saelemaekers,be BEL,MF,Bologna,24,1999,21.0,7,1,1,16,58,2,86,14,22,,,0,Matches,ee251371
499,Lazar Samardzic,rs SRB,MF,Udinese,21,2002,26.4,3,0,0,29,18,0,126,9,17,,,0,Matches,217c93a1
500,Junior Sambia,cf CTA,MF,Salernitana,26,1996,11.5,4,0,0,9,15,0,29,10,5,,,0,Matches,24eb7ed6
501,Antonio Sanabria,py PAR,FW,Torino,27,1996,23.7,2,0,0,25,33,3,6,7,15,,,0,Matches,0a447501
502,Renato Sanches,pt POR,MF,Roma,25,1997,1.6,2,0,0,6,3,0,4,0,1,,,0,Matches,032f894e
503,Alexis Sánchez,cl CHI,FW,Inter,34,1988,8.5,0,0,0,14,19,8,31,1,6,,,0,Matches,2c0f8e9e
504,Alex Sandro,br BRA,DF,Juventus,32,1991,8.0,1,0,0,18,12,0,5,18,8,,,0,Matches,0d82903c
505,Nicola Sansone,it ITA,MFFW,Lecce,31,1991,8.5,4,0,0,16,12,0,28,4,7,,,0,Matches,7eb97a8e
506,Riccardo Saponara,it ITA,MFFW,Hellas Verona,31,1991,3.8,0,0,0,1,3,2,7,0,1,,,0,Matches,3bb7af3b
507,Zanos Savva,cy CYP,FW,Torino,17,2005,0.3,0,0,0,1,1,0,0,0,1,,,0,Matches,82f8d2f4
508,Saba Sazonov,ge GEO,DF,Torino,21,2002,4.0,2,0,0,10,1,0,0,3,7,,,0,Matches,645dffbf
509,Giorgio Scalvini,it ITA,DF,Atalanta,19,2003,28.3,3,0,0,48,11,4,5,57,30,,,0,Matches,1e9aa637
510,Gianluca Scamacca,it ITA,FW,Atalanta,24,1999,16.1,1,0,0,28,28,9,5,4,9,,,0,Matches,8790f988
511,Perr Schuurs,nl NED,DF,Torino,23,1999,8.6,2,0,0,8,1,0,2,11,12,,,0,Matches,e613313c
512,Simone Scuffet,it ITA,GK,Cagliari,27,1996,31.0,3,0,0,0,4,0,0,1,0,,,0,Matches,41bd99ea
513,Demba Seck,sn SEN,FWMF,Frosinone,22,2001,3.3,0,0,0,9,7,2,2,1,5,,,0,Matches,16463a79
514,Demba Seck,sn SEN,MF,Torino,22,2001,4.7,1,0,0,9,8,0,2,1,3,,,0,Matches,16463a79
515,Nikola Sekulov,it ITA,MF,Juventus,21,2002,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches,b2e08cb6
516,Vivaldo Semedo,pt POR,FW,Udinese,18,2005,0.1,0,0,0,1,2,0,0,0,0,,,0,Matches,b6baba31
517,Stefano Sensi,it ITA,MF,Inter,27,1995,0.5,0,0,0,0,1,0,1,1,1,,,0,Matches,b70bde8f
518,Suat Serdar,de GER,MF,Hellas Verona,26,1997,18.4,7,0,0,40,18,0,8,17,39,,,0,Matches,b3325a30
519,Andres Sfait,ro ROU,MF,Salernitana,18,2004,0.3,0,0,0,0,0,0,1,0,1,,,0,Matches,4fb7cc15
520,Stephan El Shaarawy,it ITA,FWMF,Roma,30,1992,19.3,2,0,0,14,28,8,18,14,13,,,0,Matches,d3aaad90
521,Eldor Shomurodov,uz UZB,MFFW,Cagliari,28,1995,10.4,1,0,0,11,11,2,7,4,4,,,0,Matches,57469b2d
522,Steven Shpendi,al ALB,FW,Empoli,20,2003,4.6,0,0,0,12,13,4,0,1,0,,,0,Matches,fd987f24
523,Éderson Silva,br BRA,MF,Atalanta,24,1999,31.9,8,0,0,45,34,0,18,39,48,,,0,Matches,a9202def
524,Marco Silvestri,it ITA,GK,Udinese,32,1991,17.0,0,0,0,0,1,0,0,0,0,,,0,Matches,0d422df7
525,Giovanni Simeone,ar ARG,FW,Napoli,28,1995,8.9,3,0,0,11,13,6,6,1,4,,,0,Matches,343c0d52
526,Jan-Carlo Simic,rs SRB,DF,Milan,18,2005,1.6,0,0,0,2,0,0,0,0,1,,,0,Matches,c9fc39ce
527,Łukasz Skorupski,pl POL,GK,Bologna,32,1991,32.0,2,0,0,0,4,0,0,1,1,,,0,Matches,ab4449d6
528,Chris Smalling,eng ENG,DF,Roma,33,1989,4.3,0,0,0,1,3,0,1,3,1,,,0,Matches,b6964eb6
529,Andrea Sodero,it ITA,MF,Empoli,18,2004,0.1,0,0,0,0,0,0,1,0,0,,,0,Matches,364e2d13
530,Ola Solbakken,no NOR,FW,Roma,24,1998,0.3,0,0,0,0,0,0,1,0,0,,,0,Matches,78f13530
531,Daniele Sommariva,it ITA,GK,Genoa,26,1997,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches,a8e7f7e9
532,Yann Sommer,ch SUI,GK,Inter,34,1988,34.0,1,0,0,1,1,0,0,0,1,,,0,Matches,420c18a1
533,Brandon Soppy,fr FRA,MF,Torino,21,2002,2.0,0,0,0,4,6,0,3,0,2,,,0,Matches,28f66c2e
534,Alessandro Sorrentino,it ITA,GK,Monza,21,2002,6.1,0,0,0,0,1,0,0,0,0,,,0,Matches,8ef2452a
535,Riccardo Sottil,it ITA,MF,Fiorentina,24,1999,12.3,1,0,0,8,34,6,46,2,5,,,0,Matches,94816803
536,Matìas Soulé,ar ARG,MFFW,Frosinone,20,2003,34.7,4,0,0,18,47,2,99,18,27,,,1,Matches,c13ddd3e
537,Djed Spence,eng ENG,MF,Genoa,22,2000,9.5,1,0,0,7,9,1,13,9,10,,,0,Matches,9bc9a519
538,Leonardo Spinazzola,it ITA,MFDF,Roma,30,1993,14.6,0,0,0,8,6,1,83,3,7,,,0,Matches,3626daea
539,Marco Sportiello,it ITA,GK,Milan,31,1992,7.0,0,0,0,0,0,0,0,0,0,,,0,Matches,ac4003af
540,Trivante Stewart,jm JAM,FW,Salernitana,23,2000,1.1,0,0,0,1,0,0,2,0,0,,,0,Matches,75bd6f48
541,Gabriel Strefezza,br BRA,FWMF,Lecce,26,1997,12.4,4,0,0,20,37,3,42,7,17,,,0,Matches,ac4a4508
542,Kevin Strootman,nl NED,MF,Genoa,33,1990,13.4,4,0,0,16,6,0,20,7,19,,,0,Matches,ef2e5e1a
543,Isaac Success,ng NGA,FWMF,Udinese,27,1996,9.8,4,0,0,27,34,1,2,2,4,,,0,Matches,f573a8bf
544,Ibrahim Sulemana,gh GHA,MF,Cagliari,20,2003,14.9,4,0,0,18,11,1,12,6,13,,,0,Matches,230c3f3a
545,Tomáš Suslov,sk SVK,MF,Hellas Verona,21,2002,23.2,7,0,0,40,55,1,72,6,29,,,0,Matches,83fe71b8
546,Mile Svilar,rs SRB,GK,Roma,23,1999,15.0,1,0,0,0,4,0,0,0,0,,,0,Matches,bcf5058a
547,Karol Świderski,pl POL,FWMF,Hellas Verona,26,1997,5.6,0,0,0,6,13,0,3,1,3,,,0,Matches,41723204
548,Wojciech Szczęsny,pl POL,GK,Juventus,33,1990,35.0,1,0,0,1,2,0,0,1,0,,,0,Matches,01b8a2b2
549,Przemysław Szymiński,pl POL,DF,Frosinone,29,1994,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches,9b3099d6
550,Adrien Tameze,cm CMR,DFMF,Torino,29,1994,23.8,6,1,0,19,15,0,15,47,16,,,0,Matches,8da74c05
551,Elayis Tavsan,nl NED,FWMF,Hellas Verona,22,2001,0.6,0,0,0,1,0,0,1,0,0,,,0,Matches,928143e7
552,Loum Tchaouna,fr FRA,MFFW,Salernitana,19,2003,23.3,4,0,0,15,30,6,69,5,10,,,0,Matches,a3c8b4d3
553,Jackson Tchatchoua,cm CMR,DF,Hellas Verona,21,2001,19.2,2,0,0,18,7,2,65,23,26,,,0,Matches,aeca7743
554,Filippo Terracciano,it ITA,MFDF,Hellas Verona,20,2003,14.4,1,0,0,14,32,0,59,19,17,,,0,Matches,5cbb5ad6
555,Filippo Terracciano,it ITA,DF,Milan,20,2003,0.8,1,0,0,3,1,0,0,0,2,,,0,Matches,5cbb5ad6
556,Pietro Terracciano,it ITA,GK,Fiorentina,33,1990,33.0,3,0,0,2,2,0,0,0,0,,,0,Matches,e1b0a70d
557,Florian Thauvin,fr FRA,FW,Udinese,30,1993,19.0,4,0,0,14,26,6,79,3,5,,,0,Matches,2b9fdeea
558,Malick Thiaw,de GER,DF,Milan,21,2001,18.0,5,1,0,31,7,0,0,16,18,,,1,Matches,ff5ea0bf
559,Morten Thorsby,no NOR,MF,Genoa,27,1996,12.9,2,0,0,28,7,6,9,4,11,,,0,Matches,d1b49282
560,Kristian Thorstvedt,no NOR,MF,Sassuolo,24,1999,26.6,7,0,0,36,39,1,26,22,20,,,0,Matches,76ff8d0d
561,Marcus Thuram,fr FRA,FW,Inter,25,1997,29.9,3,0,0,35,45,20,21,2,15,,,0,Matches,6f8cd6d0
562,Antonio Tikvić,hr CRO,DF,Udinese,19,2004,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches,d1ac669b
563,Jeremy Toljan,de GER,DF,Sassuolo,28,1994,23.1,1,0,0,10,7,0,52,15,10,,,0,Matches,a96e5dc0
564,Rafael Tolói,it ITA,DF,Atalanta,32,1990,10.7,6,1,1,17,4,0,8,11,10,,,0,Matches,c56dc39e
565,Fikayo Tomori,eng ENG,DF,Milan,25,1997,23.6,8,1,1,26,9,1,3,25,23,,,0,Matches,7edfbb8a
566,Ahmed Touba,dz ALG,DF,Lecce,25,1998,3.1,1,0,0,6,1,0,0,7,4,,,0,Matches,f25de136
567,Chaka Traorè,ci CIV,FW,Milan,18,2004,0.2,0,0,0,1,0,0,0,0,1,,,0,Matches,ee6e2b92
568,Stefano Turati,it ITA,GK,Frosinone,21,2001,30.5,0,0,0,0,3,0,0,0,0,,,0,Matches,bf168004
569,Kacper Urbanski,pl POL,MFFW,Bologna,18,2004,10.3,2,0,0,11,11,3,21,4,9,,,0,Matches,2d9d9e42
570,Emanuele Valeri,it ITA,MFDF,Frosinone,24,1998,13.1,3,0,0,12,8,0,72,10,14,,,0,Matches,ec52b661
571,Johan Vásquez,mx MEX,DF,Genoa,24,1998,31.7,6,0,0,36,38,4,29,48,32,,,0,Matches,5eaed77a
572,Matías Vecino,uy URU,MF,Lazio,31,1991,12.8,8,0,0,32,7,2,5,10,17,,,0,Matches,44ac04e9
573,Lorenzo Venuti,it ITA,DF,Lecce,28,1995,4.0,1,0,0,5,1,0,10,5,4,,,0,Matches,983ff2c7
574,Simone Verdi,it ITA,FWMF,Torino,31,1992,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches,0375723e
575,Emanuel Vignato,it ITA,MFFW,Salernitana,22,2000,3.5,1,0,0,3,1,1,2,1,7,,,0,Matches,ec5dae45
576,Samuele Vignato,it ITA,MF,Monza,19,2004,3.8,2,0,0,4,4,1,8,1,4,,,0,Matches,a14d0ab0
577,Matías Viña,uy URU,DF,Sassuolo,25,1997,11.3,1,0,0,12,9,0,29,9,20,,,2,Matches,08eb3b58
578,Rúben Vinagre,pt POR,DF,Hellas Verona,24,1999,3.1,0,0,0,5,2,0,16,1,2,,,0,Matches,b937e490
579,Nicolas Viola,it ITA,MFFW,Cagliari,33,1989,13.4,3,0,0,17,25,2,135,3,8,,,0,Matches,45392b06
580,Mattia Viti,it ITA,DF,Sassuolo,21,2002,10.9,0,0,0,9,14,0,1,10,16,,,1,Matches,75438a9a
581,Vitinha,pt POR,MFFW,Genoa,23,2000,3.2,2,0,0,10,8,2,9,0,2,,,0,Matches,74d4cec6
582,Dušan Vlahović,rs SRB,FW,Juventus,23,2000,25.6,8,1,1,30,34,13,8,2,5,,,0,Matches,79443529
583,Nikola Vlašić,hr CRO,MF,Torino,25,1997,29.0,3,0,0,26,37,9,37,11,14,,,0,Matches,aa8e289e
584,Alessandro Vogliacco,it ITA,DF,Genoa,24,1998,13.0,4,0,0,14,4,1,12,30,15,,,0,Matches,6841f107
585,Mërgim Vojvoda,xk KVX,MFDF,Torino,28,1995,15.3,3,0,0,12,4,4,63,14,8,,,0,Matches,be2706c0
586,Cristian Volpato,au AUS,MFFW,Sassuolo,19,2003,7.2,1,0,0,15,9,0,48,2,8,,,0,Matches,72f87f25
587,Stefan de Vrij,nl NED,DF,Inter,31,1992,17.6,0,0,0,8,2,0,0,24,13,,,0,Matches,d0d8dd44
588,Walace,br BRA,MF,Udinese,28,1995,36.0,7,0,0,42,46,0,12,43,43,,,0,Matches,26db8853
589,Sebastian Walukiewicz,pl POL,DF,Empoli,23,2000,22.8,6,0,0,23,7,2,2,16,28,,,0,Matches,217875a4
590,Timothy Weah,us USA,MF,Juventus,23,2000,14.0,5,0,0,15,8,2,39,6,19,,,0,Matches,8eec784d
591,Shon Weissman,il ISR,FW,Salernitana,27,1996,5.5,0,0,0,3,10,0,0,3,3,,,0,Matches,379dc075
592,Mateusz Wieteska,pl POL,DF,Cagliari,26,1997,10.7,5,1,1,12,6,0,4,14,10,,,0,Matches,3ecc8c5f
593,Kenan Yıldız,tr TUR,FW,Juventus,18,2005,10.6,3,0,0,12,22,1,17,1,10,,,0,Matches,d8cda243
594,Mattia Zaccagni,it ITA,FWMF,Lazio,28,1995,21.7,8,0,0,29,80,7,71,21,16,,,0,Matches,d85c238b
595,Nicola Zalewski,pl POL,MFFW,Roma,21,2002,10.8,3,1,1,14,27,1,38,8,13,,,0,Matches,45191c29
596,Alessandro Zanoli,it ITA,MFDF,Salernitana,22,2000,10.2,3,0,0,5,4,1,30,2,12,,,1,Matches,3b12b11f
597,Alessandro Zanoli,it ITA,MF,Napoli,22,2000,0.6,1,0,0,3,0,0,2,1,1,,,0,Matches,3b12b11f
598,Duván Zapata,co COL,FW,Atalanta,32,1991,1.2,0,0,0,1,4,1,6,0,0,,,0,Matches,d3de9af0
599,Duván Zapata,co COL,FW,Torino,32,1991,32.0,2,0,0,53,67,22,50,7,7,,,0,Matches,d3de9af0
600,Gabriele Zappa,it ITA,DFMF,Cagliari,23,1999,28.5,2,0,0,21,15,0,78,20,30,,,0,Matches,ca3db240
601,Davide Zappacosta,it ITA,MF,Atalanta,31,1992,20.7,5,0,0,26,15,2,75,5,21,,,0,Matches,7fe90ccd
602,Oier Zarraga,es ESP,MF,Udinese,24,1999,4.5,0,0,0,3,3,0,5,5,3,,,0,Matches,968a1c2f
603,Jordan Zemura,zw ZIM,MF,Udinese,23,1999,11.5,1,0,0,15,15,0,21,15,16,,,0,Matches,e8271ad9
604,Alessio Zerbin,it ITA,MF,Monza,24,1999,7.6,2,1,1,17,12,0,31,3,11,,,0,Matches,d19ef4ef
605,Alessio Zerbin,it ITA,FW,Napoli,24,1999,1.7,0,0,0,7,4,0,7,0,2,,,0,Matches,d19ef4ef
606,Kevin Zeroli,it ITA,MF,Milan,18,2005,0.3,0,0,0,0,0,0,1,0,0,,,0,Matches,7d6d4395
607,Piotr Zieliński,pl POL,MF,Napoli,29,1994,21.4,1,0,0,15,18,0,88,10,16,,,0,Matches,a5296e55
608,David Zima,cz CZE,DF,Torino,22,2000,1.0,0,0,0,0,1,0,0,4,1,,,0,Matches,acf7e795
609,Joshua Zirkzee,nl NED,FW,Bologna,22,2001,30.7,8,0,0,29,27,5,8,3,20,,,0,Matches,028e70b9
610,Nadir Zortea,it ITA,MFDF,Frosinone,24,1999,14.0,3,0,0,15,14,0,74,4,13,,,0,Matches,82598b71
611,Nadir Zortea,it ITA,DFMF,Atalanta,24,1999,1.7,1,0,0,4,2,0,12,1,4,,,0,Matches,82598b71
612,Szymon Żurkowski,pl POL,MF,Empoli,25,1997,9.6,4,0,0,19,17,2,6,5,6,,,0,Matches,4e1d5e59
613,Leo Østigård,no NOR,DF,Napoli,23,1999,18.1,3,0,0,12,12,1,2,15,11,,,0,Matches,b35a7399
614,Milan Đurić,ba BIH,FW,Hellas Verona,33,1990,13.4,2,0,0,27,19,6,1,1,0,,,0,Matches,405f6586
615,Milan Đurić,ba BIH,FW,Monza,33,1990,14.0,2,0,0,23,26,1,1,0,4,,,0,Matches,405f6586
616,Mateusz Łęgowski,pl POL,MF,Salernitana,20,2003,12.7,3,0,0,24,10,2,6,7,12,,,0,Matches,75c62731


Provided by <a href="https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">FBref.com</a>: <a href="https://fbref.com/en/comps/11/2023-2024/misc/2023-2024-Serie-A-M-Stats?sr&utm_source=direct&utm_medium=Share&utm_campaign=ShareTool#stats_misc">View Original Table</a><br>Generated 8/25/2026.
