--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,Playing Time,,,,,Starts,,,Subs,,,Team Success,,,,,,,-additional
168,Tio Cipot,si SVN,MF,Spezia,19,2003,8,139,17,4.1,1.5,0,,0,8,17,12,0.22,0,3,-3,-1.94,-1.17,Matches,039a4fb6
169,Alphadjo Cissè,it ITA,MF,Hellas Verona,15,2006,0,,,,,0,,0,0,,3,,,,,,,Matches,d079becb
170,Mattia Ciucci,it ITA,DF,Lecce,19,2002,0,,,,,0,,0,0,,4,,,,,,,Matches,b2da46b0
171,Patrick Ciurria,it ITA,MF,Monza,27,1995,36,2753,76,80.5,30.6,31,85,21,5,25,2,1.44,42,35,+7,+0.23,+1.71,Matches,5de3866c
172,Nicolò Cocetta,it ITA,DF,Udinese,18,2003,1,32,32,0.9,0.4,0,,0,1,32,1,0.00,0,1,-1,-2.81,-2.81,Matches,1faa06d5
173,Omar Colley,gm GAM,DF,Sampdoria,29,1992,16,1384,87,40.5,15.4,15,89,14,1,45,0,0.44,6,25,-19,-1.24,0.00,Matches,8b95acda
174,Leonardo Colombo,it ITA,MF,Monza,17,2005,0,,,,,0,,0,0,,4,,,,,,,Matches,e9f5f7c4
175,Lorenzo Colombo,it ITA,FW,Lecce,20,2002,33,1515,46,44.3,16.8,18,69,0,15,18,4,0.97,20,18,+2,+0.12,+0.83,Matches,04df29a5
176,Matteo Colombo,it ITA,MF,Atalanta,18,2004,0,,,,,0,,0,0,,4,,,,,,,Matches,37980f04
177,Andrea Colpani,it ITA,MF,Monza,23,1999,27,948,35,27.7,10.5,10,61,0,17,20,8,1.22,16,12,+4,+0.38,+0.67,Matches,6499048c
178,Mattia Compagnon,it ITA,FWMF,Juventus,20,2001,0,,,,,0,,0,0,,2,,,,,,,Matches,270d0d18
179,Andrea Consigli,it ITA,GK,Sassuolo,35,1987,35,3150,90,92.1,35.0,35,90,35,0,,1,1.26,45,55,-10,-0.29,+1.05,Matches,8cabdc1e
180,Andrea Conti,it ITA,DFMF,Sampdoria,28,1994,1,23,23,0.7,0.3,0,,0,1,23,7,0.00,0,1,-1,-3.91,-2.69,Matches,8fef5412
181,Nikita Contini,it ITA,GK,Sampdoria,26,1996,0,,,,,0,,0,0,,14,,,,,,,Matches,e95069bb
182,Diego Coppola,it ITA,DF,Hellas Verona,18,2003,19,1177,62,34.4,13.1,11,85,9,8,30,10,1.00,8,16,-8,-0.61,+0.19,Matches,22ae86f9
183,Alex Cordaz,it ITA,GK,Inter,39,1983,1,26,26,0.8,0.3,0,,0,1,26,34,3.00,0,0,0,0.00,-0.77,Matches,e66ebabb
184,Joaquín Correa,ar ARG,FW,Inter,27,1994,26,950,37,27.8,10.6,12,61,0,14,16,3,1.77,13,12,+1,+0.09,-0.93,Matches,45b9b619
185,Alessandro Cortinovis,it ITA,MF,Hellas Verona,21,2001,1,6,6,0.2,0.1,0,,0,1,6,8,0.00,0,0,0,0.00,+0.74,Matches,bfc359ed
186,Lassana Coulibaly,ml MLI,MF,Salernitana,26,1996,35,2892,83,84.6,32.1,34,84,24,1,34,0,1.11,42,57,-15,-0.47,-0.64,Matches,85a44ecc
187,Alessio Cragno,it ITA,GK,Monza,28,1994,1,90,90,2.6,1.0,1,90,1,0,,37,0.00,0,3,-3,-3.00,-2.97,Matches,f554e29b
188,Bryan Cristante,it ITA,MF,Roma,27,1995,36,2938,82,85.9,32.6,34,85,26,2,24,0,1.67,36,27,+9,+0.28,-0.28,Matches,16657b95
189,Domen Črnigoj,si SVN,MF,Salernitana,26,1995,7,296,42,8.7,3.3,4,60,0,3,19,3,1.14,2,3,-1,-0.30,+0.07,Matches,22cd43d2
190,Giovanni Crociata,it ITA,MF,Empoli,24,1997,0,,,,,0,,0,0,,4,,,,,,,Matches,8c964914
191,Juan Cuadrado,co COL,MFDF,Juventus,34,1988,31,2078,67,60.8,23.1,24,77,10,7,32,0,2.03,34,15,+19,+0.82,+0.55,Matches,0ab1f153
192,Mickaël Cuisance,fr FRA,MF,Sampdoria,22,1999,12,618,52,18.1,6.9,9,61,0,3,22,2,0.58,5,6,-1,-0.15,+1.33,Matches,5722eced
193,Dennis Curatolo,it ITA,FW,Inter,18,2004,0,,,,,0,,0,0,,5,,,,,,,Matches,e1884bef
194,Marco D'Alessandro,it ITA,MF,Monza,31,1991,8,290,36,8.5,3.2,3,67,1,5,18,24,1.50,3,7,-4,-1.24,-1.24,Matches,060606ec
195,Danilo D'Ambrosio,it ITA,DF,Inter,33,1988,15,733,49,21.4,8.1,8,72,3,7,23,17,1.80,19,12,+7,+0.86,+0.12,Matches,44eb9093
196,Luca D'Andrea,it ITA,FW,Sassuolo,17,2004,5,316,63,9.2,3.5,5,63,0,0,,16,1.40,2,4,-2,-0.57,-0.22,Matches,f778fe3f
197,Cosimo Marco Da Graca,it ITA,FW,Juventus,20,2002,0,,,,,0,,0,0,,1,,,,,,,Matches,32f76907
198,Flavius Daniliuc,at AUT,DF,Salernitana,21,2001,27,2195,81,64.2,24.4,23,87,19,4,46,4,1.00,29,39,-10,-0.41,-0.12,Matches,7ef972c3
199,Danilo,br BRA,DF,Juventus,31,1991,37,3184,86,93.1,35.4,35,90,35,2,17,0,1.95,53,25,+28,+0.79,+2.70,Matches,94b2001f
200,Ebrima Darboe,gm GAM,MF,Roma,21,2001,0,,,,,0,,0,0,,5,,,,,,,Matches,cf043a33
201,Matteo Darmian,it ITA,MFDF,Inter,32,1989,31,2025,65,59.2,22.5,24,80,10,7,16,5,1.84,30,22,+8,+0.36,-1.00,Matches,96e0490d
202,Juan David Cabal,co COL,DF,Hellas Verona,21,2001,11,444,40,13.0,4.9,3,73,1,8,28,25,0.42,3,11,-8,-1.62,-1.02,Matches,ef6eef89
203,Paweł Dawidowicz,pl POL,DF,Hellas Verona,27,1995,23,1632,71,47.7,18.1,20,78,14,3,26,6,1.08,16,27,-11,-0.61,+0.25,Matches,16bb656a
204,Charles De Ketelaere,be BEL,MF,Milan,21,2001,32,1116,35,32.6,12.4,9,67,0,23,22,5,1.78,19,18,+1,+0.08,-0.70,Matches,2ef7c612
205,Manuel De Luca,it ITA,FW,Sampdoria,24,1998,2,44,22,1.3,0.5,0,,0,2,22,7,0.50,0,1,-1,-2.05,-0.82,Matches,60e3603d
206,Jacopo De Matteis,it ITA,GK,Salernitana,19,2002,0,,,,,0,,0,0,,9,,,,,,,Matches,d67bf53b
207,Tommaso De Nipoti,it ITA,FW,Atalanta,19,2003,1,4,4,0.1,0.0,0,,0,1,4,2,3.00,1,0,+1,+22.50,+22.05,Matches,7f9d956a
208,Mattia De Sciglio,it ITA,MFDF,Juventus,29,1992,17,1042,61,30.5,11.6,11,76,4,6,34,2,2.18,17,8,+9,+0.78,+0.25,Matches,ae4e2852
209,Lorenzo De Silvestri,it ITA,DFMF,Bologna,34,1988,15,672,45,19.6,7.5,6,76,3,9,24,17,1.27,10,11,-1,-0.13,-0.30,Matches,e74f0e59
210,Koni De Winter,be BEL,DF,Empoli,20,2002,14,1024,73,29.9,11.4,12,83,10,2,15,13,1.00,9,17,-8,-0.70,-0.55,Matches,f4797849
211,Grégoire Defrel,mq MTQ,FW,Sassuolo,31,1991,27,1167,43,34.1,13.0,13,65,0,14,23,0,1.26,13,24,-11,-0.85,-0.73,Matches,854ee61a
212,Duccio Degl'Innocenti,it ITA,MF,Empoli,19,2003,1,3,3,0.1,0.0,0,,0,1,3,25,0.00,0,1,-1,-30.00,-29.71,Matches,0e0d6c53
213,Jacopo Del Bello,it ITA,GK,Roma,17,2004,0,,,,,0,,0,0,,1,,,,,,,Matches,83a80305
214,Tommaso Del Lungo,it ITA,DF,Atalanta,18,2003,0,,,,,0,,0,0,,1,,,,,,,Matches,e0fbd23c
215,Ali Dembélé,fr FRA,DF,Torino,18,2004,0,,,,,0,,0,0,,3,,,,,,,Matches,eb3df7d9
216,Merih Demiral,tr TUR,DF,Atalanta,24,1998,28,1536,55,44.9,17.1,14,87,12,14,23,6,1.89,24,23,+1,+0.06,-0.75,Matches,e3cceee6
217,Diego Demme,de GER,MF,Napoli,30,1991,7,146,21,4.3,1.6,2,54,0,5,8,24,2.71,1,0,+1,+0.62,-0.70,Matches,dc3fa3b5
218,Fabio Depaoli,it ITA,MF,Hellas Verona,25,1997,31,2173,70,63.5,24.1,24,85,18,7,20,2,0.91,20,39,-19,-0.79,-0.14,Matches,d97f2e8d
219,Fabio Depaoli,it ITA,DF,Sampdoria,25,1997,3,136,45,4.0,1.5,1,90,1,2,23,1,0.33,0,5,-5,-3.31,-2.16,Matches,d97f2e8d
220,Kastriot Dermaku,al ALB,DF,Lecce,30,1992,1,34,34,1.0,0.4,0,,0,1,34,5,1.00,0,1,-1,-2.65,-2.33,Matches,2990c466
221,Cyriel Dessers,ng NGA,FW,Cremonese,27,1994,26,1587,61,46.4,17.6,19,74,7,7,27,2,0.50,15,36,-21,-1.19,-0.60,Matches,dcb38abe
222,Sergiño Dest,us USA,DF,Milan,21,2000,8,329,41,9.6,3.7,2,68,1,6,32,7,1.63,10,7,+3,+0.82,+0.30,Matches,5976f83e
223,Mattia Destro,it ITA,FW,Empoli,31,1991,17,572,34,16.7,6.4,6,63,1,11,18,5,1.06,5,11,-6,-0.94,-0.75,Matches,d7d32194
224,Gerard Deulofeu,es ESP,FW,Udinese,28,1994,16,1211,76,35.4,13.5,15,80,8,1,13,0,1.69,19,15,+4,+0.30,+0.50,Matches,39583cfd
225,Samuel Di Carmine,it ITA,FW,Cremonese,33,1988,2,28,14,0.8,0.3,0,,0,2,14,2,0.00,1,2,-1,-3.21,-2.37,Matches,ef94dc2f
226,Federico Di Francesco,it ITA,FWMF,Lecce,28,1994,36,2031,56,59.4,22.6,23,73,4,13,27,0,1.00,19,24,-5,-0.22,+0.30,Matches,1fca9171
227,Michele Di Gregorio,it ITA,GK,Monza,25,1997,37,3330,90,97.4,37.0,37,90,37,0,,1,1.41,48,49,-1,-0.03,+2.97,Matches,4e0c8d66
228,Giovanni Di Lorenzo,it ITA,DF,Napoli,28,1993,37,3257,88,95.2,36.2,36,90,35,1,29,1,2.41,75,24,+51,+1.41,+2.51,Matches,230a2fac
229,Ángel Di María,ar ARG,FWMF,Juventus,34,1988,26,1363,52,39.9,15.1,15,70,3,11,29,1,1.81,25,21,+4,+0.26,-0.57,Matches,19cda00b
230,Francesco Di Mariano,it ITA,FWMF,Lecce,26,1996,0,,,,,0,,0,0,,1,,,,,,,Matches,35a2557c
231,Boulaye Dia,sn SEN,FWMF,Salernitana,25,1996,33,2518,76,73.6,28.0,27,85,16,6,37,1,1.09,40,46,-6,-0.21,+0.58,Matches,244bc2c8
232,Brahim Díaz,ma MAR,MF,Milan,22,1999,33,1925,58,56.3,21.4,27,65,1,6,28,4,1.85,36,22,+14,+0.65,+0.23,Matches,407feb71
233,Leonardo Dido,it ITA,GK,Spezia,18,2004,0,,,,,0,,0,0,,3,,,,,,,Matches,42500d15
234,Federico Dimarco,it ITA,MFDF,Inter,24,1997,33,2069,63,60.5,23.0,26,72,3,7,29,1,2.00,50,24,+26,+1.13,+0.93,Matches,970b8574
235,Filippo Distefano,it ITA,FW,Fiorentina,18,2003,0,,,,,0,,0,0,,5,,,,,,,Matches,2110f96c
236,Koffi Djidji,ci CIV,DF,Torino,29,1992,34,2424,71,70.9,26.9,26,87,19,8,21,3,1.35,27,30,-3,-0.11,-0.47,Matches,933d3b51
237,Berat Djimsiti,al ALB,DF,Atalanta,29,1993,24,1797,75,52.5,20.0,20,85,16,4,23,5,1.42,27,23,+4,+0.20,-0.58,Matches,6eee05f1
238,Dodô,br BRA,DF,Fiorentina,23,1998,33,2331,71,68.2,25.9,28,78,16,5,30,2,1.58,38,28,+10,+0.39,+0.39,Matches,b5f7d10b
239,Josh Doig,sct SCO,MF,Hellas Verona,20,2002,22,1354,62,39.6,15.0,15,77,7,7,28,8,0.86,13,22,-9,-0.60,+0.23,Matches,2f69d881
240,Nicolás Domínguez,ar ARG,MF,Bologna,24,1998,31,2300,74,67.3,25.6,26,82,13,5,34,1,1.39,34,31,+3,+0.12,+0.04,Matches,20b3a502
241,Giulio Donati,it ITA,DFMF,Monza,32,1990,8,422,53,12.3,4.7,4,73,2,4,32,16,1.00,3,7,-4,-0.85,-0.85,Matches,22051fbe
242,Bartłomiej Drągowski,pl POL,GK,Spezia,24,1997,34,2946,87,86.1,32.7,34,87,32,0,,3,0.80,24,54,-30,-0.92,-0.73,Matches,085e71a7
243,Ondrej Duda,sk SVK,MF,Hellas Verona,27,1994,15,1061,71,31.0,11.8,11,83,7,4,38,1,1.13,8,15,-7,-0.59,+0.21,Matches,79ca3e23
244,Denzel Dumfries,nl NED,MF,Inter,26,1996,34,2218,65,64.9,24.6,25,80,11,9,23,4,1.85,54,26,+28,+1.14,+1.06,Matches,481c9ece
245,Alfred Duncan,gh GHA,MF,Fiorentina,29,1993,25,1103,44,32.3,12.3,13,66,2,12,20,8,1.56,17,10,+7,+0.57,+0.45,Matches,528492ea
246,Paulo Dybala,ar ARG,MFFW,Roma,28,1993,25,1739,70,50.8,19.3,21,77,7,4,28,1,1.81,35,21,+14,+0.72,+0.83,Matches,e0921a4f
247,Edin Džeko,ba BIH,FW,Inter,36,1986,33,1732,52,50.6,19.2,18,79,9,15,21,5,1.82,44,20,+24,+1.25,+0.98,Matches,3bb7f478
248,Festy Ebosele,ie IRL,MF,Udinese,19,2002,17,411,24,12.0,4.6,4,65,0,13,12,18,1.06,3,5,-2,-0.44,-0.47,Matches,dbfa4f16
249,Enzo Ebosse,cm CMR,DFMF,Udinese,23,1999,20,930,47,27.2,10.3,9,77,7,11,22,4,1.15,15,14,+1,+0.10,+0.17,Matches,9ba7b4fa
250,Tyronne Ebuehi,ng NGA,DF,Empoli,26,1995,26,1923,74,56.2,21.4,22,84,14,4,20,7,1.42,24,24,0,0.00,+0.72,Matches,6af30900
251,Simone Edera,it ITA,MF,Torino,25,1997,0,,,,,0,,0,0,,1,,,,,,,Matches,8697c095
252,Kingsley Ehizibue,nl NED,MF,Udinese,27,1995,27,1535,57,44.9,17.1,16,83,7,11,19,2,1.30,24,24,0,0.00,+0.05,Matches,76b2817e
253,Albin Ekdal,se SWE,MF,Spezia,33,1989,31,1734,56,50.7,19.3,18,79,8,13,24,1,0.97,14,29,-15,-0.78,+0.08,Matches,f503ea63
254,Emmanuel Ekong,se SWE,FW,Empoli,20,2002,2,20,10,0.6,0.2,0,,0,2,10,17,0.50,1,1,0,0.00,+0.32,Matches,c20892ee
255,Mikael Ellertsson,is ISL,MF,Spezia,20,2002,11,171,16,5.0,1.9,1,64,0,10,11,6,1.00,0,6,-6,-3.16,-2.47,Matches,c55967eb
256,Elif Elmas,mk MKD,MFFW,Napoli,22,1999,36,1627,45,47.6,18.1,14,79,4,22,24,1,2.39,35,10,+25,+1.38,+0.18,Matches,cf007308
257,Martin Erlić,hr CRO,DF,Sassuolo,24,1998,28,2330,83,68.1,25.9,26,88,22,2,15,8,1.43,35,36,-1,-0.04,+1.03,Matches,0fee6bda
258,Gonzalo Escalante,ar ARG,MF,Cremonese,29,1993,9,555,62,16.2,6.2,7,72,3,2,27,5,0.44,3,13,-10,-1.62,-0.90,Matches,3f79a1c8
259,Salvatore Esposito,it ITA,MF,Spezia,21,2000,15,971,65,28.4,10.8,10,84,6,5,26,5,0.44,7,18,-11,-1.02,-0.28,Matches,5cf5c9ad
260,Nicolò Fagioli,it ITA,MF,Juventus,21,2001,26,1520,58,44.4,16.9,17,76,8,9,26,8,2.00,31,16,+15,+0.89,+0.51,Matches,366be751
261,Matteo Falasca,it ITA,DF,Roma,18,2004,0,,,,,0,,0,0,,2,,,,,,,Matches,3a33f528
262,Wladimiro Falcone,it ITA,GK,Lecce,27,1995,38,3420,90,100.0,38.0,38,90,38,0,,0,0.95,33,46,-13,-0.34,,Matches,9f5a610b
263,Alessandro Falleni,it ITA,FW,Atalanta,19,2003,0,,,,,0,,0,0,,1,,,,,,,Matches,3fa2f15f
264,Davide Faraoni,it ITA,MFDF,Hellas Verona,30,1991,23,1485,65,43.4,16.5,19,74,8,4,19,3,0.88,12,36,-24,-1.45,-1.27,Matches,aae9d04a
265,Mohamed Fares,dz ALG,DFFW,Lazio,26,1996,0,,,,,0,,0,0,,14,,,,,,,Matches,b7a5bc86
266,Giacomo Faticanti,it ITA,MF,Roma,18,2004,0,,,,,0,,0,0,,5,,,,,,,Matches,4c1e579e
267,Costantino Favasuli,it ITA,MF,Fiorentina,18,2004,0,,,,,0,,0,0,,1,,,,,,,Matches,8b38f187
268,Federico Fazio,ar ARG,DF,Salernitana,35,1987,14,1074,77,31.4,11.9,12,88,10,2,8,1,1.21,19,18,+1,+0.08,+0.66,Matches,4e358a2d
269,Jacopo Fazzini,it ITA,MF,Empoli,19,2003,21,825,39,24.1,9.2,8,71,1,13,20,16,1.38,6,9,-3,-0.33,-0.02,Matches,06b08c45
270,Lewis Ferguson,sct SCO,MF,Bologna,22,1999,32,2314,72,67.7,25.7,27,82,15,5,21,4,1.50,40,30,+10,+0.39,+0.88,Matches,ee64a822
271,Alex Ferrari,it ITA,DF,Sampdoria,28,1994,12,868,72,25.4,9.6,10,83,7,2,20,3,0.17,4,18,-14,-1.45,-0.29,Matches,d0dbca9f
272,Alex Ferrari,it ITA,DF,Cremonese,28,1994,16,1007,63,29.4,11.2,13,74,5,3,15,4,0.88,10,21,-11,-0.98,-0.16,Matches,d0dbca9f
273,Gabriele Ferrarini,it ITA,DF,Monza,22,2000,0,,,,,0,,0,0,,1,,,,,,,Matches,76451f32
274,Andrea Ferraris,it ITA,FW,Monza,19,2003,0,,,,,0,,0,0,,1,,,,,,,Matches,da69a0ef
275,Salvador Ferrer,es ESP,MF,Spezia,24,1998,5,136,27,4.0,1.5,0,,0,5,27,27,1.17,1,3,-2,-1.32,-0.53,Matches,eb76987d
276,Matteo Fiorenza,it ITA,GK,Torino,19,2003,0,,,,,0,,0,0,,27,,,,,,,Matches,d2ab1640
277,Vincenzo Fiorillo,it ITA,GK,Salernitana,32,1990,1,90,90,2.6,1.0,1,90,1,0,,32,3.00,3,2,+1,+1.00,+1.41,Matches,a2565f79
278,Alessandro Florenzi,it ITA,DF,Milan,31,1991,6,203,34,5.9,2.3,2,73,1,4,14,8,1.33,3,1,+2,+0.89,+0.36,Matches,e288d4b3
279,Romano Floriani,it ITA,MF,Lazio,19,2003,0,,,,,0,,0,0,,2,,,,,,,Matches,e19e0ca1
280,Alessandro Fontanarosa,it ITA,DF,Inter,19,2003,0,,,,,0,,0,0,,7,,,,,,,Matches,8961065a
281,Gianluca Frabotta,it ITA,DFMF,Lecce,23,1999,0,,,,,0,,0,0,,4,,,,,,,Matches,d80b1835
282,Davide Frattesi,it ITA,MF,Sassuolo,22,1999,36,2873,80,84.0,31.9,35,81,15,1,33,1,1.22,40,47,-7,-0.22,+0.93,Matches,2a7d27c1
283,Matteo Gabbia,it ITA,DF,Milan,22,1999,12,613,51,17.9,6.8,6,87,5,6,16,24,1.92,11,14,-3,-0.44,-1.21,Matches,c235e803
284,Manolo Gabbiadini,it ITA,FWMF,Sampdoria,30,1991,35,2354,67,68.8,26.2,27,79,11,8,29,2,0.49,19,48,-29,-1.11,+0.41,Matches,8f866fe8
285,Gianluca Gaetano,it ITA,MF,Napoli,22,2000,8,76,10,2.2,0.8,0,,0,8,10,25,2.75,5,0,+5,+5.92,+4.74,Matches,3b387cc7
286,Roberto Gagliardini,it ITA,MF,Inter,28,1994,19,783,41,22.9,8.7,7,81,5,12,18,16,2.32,16,9,+7,+0.80,+0.05,Matches,ce30bfc8
287,Adolfo Gaich,ar ARG,FW,Hellas Verona,23,1999,16,726,45,21.2,8.1,8,67,1,8,24,2,1.06,7,13,-6,-0.74,-0.01,Matches,8dfed6e9
288,Pablo Galdames Millán,cl CHI,MF,Cremonese,25,1996,13,734,56,21.5,8.2,10,67,2,3,23,5,1.15,9,12,-3,-0.37,+0.64,Matches,dd403465
289,Antonino Gallo,it ITA,DF,Lecce,22,2000,32,2486,78,72.7,27.6,28,86,23,4,21,4,1.09,24,28,-4,-0.14,+0.72,Matches,c74d63ac
290,Matt Garbett,nz NZL,MF,Torino,20,2002,0,,,,,0,,0,0,,16,,,,,,,Matches,dece7370
291,Giovanni Garofani,it ITA,GK,Juventus,19,2002,0,,,,,0,,0,0,,4,,,,,,,Matches,ff2ad9bb
292,Federico Gatti,it ITA,DF,Juventus,24,1998,18,1448,80,42.3,16.1,16,90,16,2,4,20,1.72,16,13,+3,+0.19,-0.73,Matches,18dd3219
293,Luca Gemello,it ITA,GK,Torino,22,2000,0,,,,,0,,0,0,,36,,,,,,,Matches,53e494ec
294,Valentin Gendrey,fr FRA,DF,Lecce,22,2000,37,3101,84,90.7,34.5,35,88,29,2,11,1,0.97,30,42,-12,-0.35,-0.07,Matches,822ed0ec
295,Paolo Ghiglione,it ITA,MF,Cremonese,25,1997,15,711,47,20.8,7.9,8,77,3,7,14,20,0.87,9,14,-5,-0.63,+0.30,Matches,71dc23da
296,Mario Gila,es ESP,DF,Lazio,21,2000,4,90,23,2.6,1.0,0,,0,4,23,29,1.75,3,2,+1,+1.00,+0.22,Matches,9c435456
297,Gvidas Gineitis,lt LTU,MF,Torino,18,2004,3,136,45,4.0,1.5,2,68,1,1,1,20,0.33,0,1,-1,-0.66,-0.72,Matches,548bd0de
298,Simone Giorgeschi,it ITA,DF,Spezia,18,2004,0,,,,,0,,0,0,,3,,,,,,,Matches,f480bdcd
299,Olivier Giroud,fr FRA,FW,Milan,35,1986,33,2139,65,62.5,23.8,25,78,9,8,23,2,1.88,42,25,+17,+0.72,+0.43,Matches,16ceb862
300,Pierluigi Gollini,it ITA,GK,Napoli,27,1995,4,360,90,10.5,4.0,4,90,4,0,,15,1.75,5,4,+1,+0.25,-1.16,Matches,f0f7f62f
301,Pierluigi Gollini,it ITA,GK,Fiorentina,27,1995,3,270,90,7.9,3.0,3,90,3,0,,10,1.67,3,2,+1,+0.33,+0.08,Matches,f0f7f62f
302,Diego González,py PAR,MF,Lazio,19,2003,0,,,,,0,,0,0,,4,,,,,,,Matches,98d51c94
303,Joan Gonzàlez,es ESP,MF,Lecce,20,2002,35,2197,63,64.2,24.4,26,76,5,9,24,2,0.86,21,29,-8,-0.33,+0.04,Matches,f025eade
304,Nicolás González,ar ARG,FWMF,Fiorentina,24,1998,24,1354,56,39.6,15.0,13,79,7,11,29,5,1.54,23,16,+7,+0.47,+0.33,Matches,2374aaca
305,Robin Gosens,de GER,MF,Inter,28,1994,32,1184,37,34.6,13.2,11,73,2,21,18,3,1.88,17,15,+2,+0.15,-0.93,Matches,2d970560
306,Alberto Grassi,it ITA,MF,Empoli,27,1995,25,1194,48,34.9,13.3,14,72,5,11,17,2,1.12,17,16,+1,+0.08,+0.60,Matches,6cc97b6a
307,Andrew Gravillon,gp GLP,DF,Torino,24,1998,7,312,45,9.1,3.5,4,70,0,3,11,11,1.00,3,5,-2,-0.58,-0.66,Matches,49136c42
308,Gabriele Guarino,it ITA,DF,Empoli,18,2004,0,,,,,0,,0,0,,14,,,,,,,Matches,e49193cf
309,Axel Guessand,fr FRA,DF,Udinese,17,2004,1,79,79,2.3,0.9,1,79,0,0,,15,0.00,0,1,-1,-1.14,-1.14,Matches,e04dca4a
310,Koray Günter,de GER,DF,Hellas Verona,27,1994,13,1003,77,29.3,11.1,11,86,10,2,29,5,0.31,9,22,-13,-1.17,-0.61,Matches,f1f1f238
311,Koray Günter,de GER,DF,Sampdoria,27,1994,10,776,78,22.7,8.6,8,84,7,2,51,1,0.60,8,20,-12,-1.39,-0.20,Matches,f1f1f238
312,Emmanuel Gyasi,gh GHA,FWMF,Spezia,28,1994,35,2810,80,82.2,31.2,35,80,11,0,,0,0.86,26,45,-19,-0.61,+1.16,Matches,f9758dae
313,Norbert Gyömbér,sk SVK,DF,Salernitana,30,1992,27,1740,64,50.9,19.3,23,73,9,4,17,3,1.19,25,19,+6,+0.31,+1.38,Matches,0be276c6
314,Christian Gytkjær,dk DEN,FW,Monza,32,1990,22,559,25,16.3,6.2,3,69,1,19,18,16,1.00,9,7,+2,+0.32,+0.51,Matches,9250bcff
315,Nicolas Haas,ch SUI,MF,Empoli,26,1996,24,1156,48,33.8,12.8,12,72,2,12,24,11,1.25,9,17,-8,-0.62,-0.46,Matches,fa449bba
316,Samir Handanović,si SVN,GK,Inter,38,1984,14,1234,88,36.1,13.7,14,88,13,0,,21,1.93,32,18,+14,+1.02,+0.40,Matches,74419746
317,Abdou Harroui,nl NED,MF,Sassuolo,24,1998,23,647,28,18.9,7.2,5,66,1,18,18,14,1.35,5,9,-4,-0.56,-0.23,Matches,65fd099c
318,Hans Hateboer,nl NED,MFDF,Atalanta,28,1994,17,1397,82,40.8,15.5,17,82,11,0,,4,1.82,22,16,+6,+0.39,-0.15,Matches,3b333ac3
319,Liam Henderson,sct SCO,MF,Empoli,26,1996,25,1007,40,29.4,11.2,11,65,0,14,21,12,1.16,10,19,-9,-0.80,-0.69,Matches,d7918b13
320,Jack Hendry,sct SCO,DF,Cremonese,27,1995,4,220,55,6.4,2.4,2,90,2,2,20,6,0.50,2,5,-3,-1.23,-0.38,Matches,ffed43e3
321,Matheus Henrique,br BRA,MF,Sassuolo,24,1997,30,1947,65,56.9,21.6,21,80,9,9,30,8,1.17,27,38,-11,-0.51,-0.33,Matches,a2d9f138
322,Thomas Henry,fr FRA,FW,Hellas Verona,27,1994,16,1030,64,30.1,11.4,13,75,3,3,18,3,0.50,10,17,-7,-0.61,+0.18,Matches,9ef42479
323,Theo Hernández,fr FRA,DFMF,Milan,24,1997,32,2771,87,81.0,30.8,32,87,27,0,,2,2.00,56,31,+25,+0.81,+1.37,Matches,d4c9725f
324,Isak Hien,se SWE,DF,Hellas Verona,23,1999,32,2607,81,76.2,29.0,28,87,26,4,40,0,0.97,24,42,-18,-0.62,+0.49,Matches,12806697
325,Morten Hjulmand,dk DEN,MF,Lecce,23,1999,35,2962,85,86.6,32.9,34,86,30,1,27,1,0.94,31,44,-13,-0.40,-0.40,Matches,d4456fb3
326,Emil Holm,se SWE,MF,Spezia,22,2000,20,1393,70,40.7,15.5,17,79,9,3,15,3,0.90,14,24,-10,-0.65,+0.29,Matches,c2357b65
327,Martin Hongla,cm CMR,MF,Hellas Verona,24,1998,9,523,58,15.3,5.8,6,76,2,3,23,6,0.56,4,11,-7,-1.20,-0.55,Matches,b85bf253
328,Petko Hristov,bg BUL,DF,Spezia,23,1999,9,365,41,10.7,4.1,4,68,2,5,19,8,0.56,5,10,-5,-1.23,-0.47,Matches,d8800a46
329,Ajdin Hrustic,au AUS,MF,Hellas Verona,26,1996,6,226,38,6.6,2.5,3,61,0,3,15,5,0.17,2,5,-3,-1.19,-0.49,Matches,1f2d714c
330,Elseid Hysaj,al ALB,DF,Lazio,28,1994,34,1998,59,58.4,22.2,22,82,14,12,16,3,2.09,38,17,+21,+0.95,+0.38,Matches,2f3452eb
331,Rasmus Højlund,dk DEN,FW,Atalanta,19,2003,32,1834,57,53.6,20.4,20,74,5,12,29,3,1.69,45,29,+16,+0.79,+0.67,Matches,491a433d
332,Roger Ibanez,br BRA,DF,Roma,23,1998,33,2796,85,81.8,31.1,32,87,30,1,20,3,1.45,36,35,+1,+0.03,-1.55,Matches,82efe6fa
333,Zlatan Ibrahimović,se SWE,FW,Milan,40,1981,4,146,37,4.3,1.6,1,75,0,3,24,3,1.00,3,4,-1,-0.62,-1.22,Matches,4cde5509
334,Hubert Idasiak,pl POL,GK,Napoli,20,2002,0,,,,,0,,0,0,,5,,,,,,,Matches,1b70f53a
