--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,,Performance,,,,,,,,,,,,,-additional
413,Roberto Pereyra,ar ARG,MFFW,Udinese,31,1991,31.3,7,0,0,31,47,2,72,16,22,,,0,Matches,75f2c59f
414,Nehuén Pérez,ar ARG,DF,Udinese,22,2000,31.3,7,1,0,29,11,0,17,36,39,,,1,Matches,f7c491f1
415,Simone Perilli,it ITA,GK,Hellas Verona,27,1995,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches,b9e11c1d
416,Mattia Perin,it ITA,GK,Juventus,29,1992,10.5,0,0,0,0,1,0,0,0,0,,,0,Matches,4c62d0c8
417,Samuele Perisan,it ITA,GK,Empoli,24,1997,7.0,0,0,0,0,1,0,0,0,0,,,0,Matches,00a17eba
418,Matteo Pessina,it ITA,MF,Monza,25,1997,32.6,6,0,0,41,53,1,36,38,36,,,0,Matches,780e3631
419,Andrea Petagna,it ITA,FW,Monza,27,1995,18.5,2,0,0,29,30,10,2,3,5,,,0,Matches,03f946ed
420,Giuseppe Pezzella,it ITA,DF,Lecce,24,1997,10.2,2,0,0,16,11,1,34,8,10,,,0,Matches,149c5f5d
421,Krzysztof Piątek,pl POL,FW,Salernitana,27,1995,23.8,5,0,0,39,43,23,14,1,12,,,0,Matches,17f3620a
422,Roberto Piccoli,it ITA,FW,Empoli,21,2001,5.7,0,0,0,6,3,4,1,1,1,,,0,Matches,1cadaf34
423,Roberto Piccoli,it ITA,FW,Hellas Verona,21,2001,2.1,0,0,0,2,3,4,3,0,0,,,0,Matches,1cadaf34
424,Charles Pickel,cd COD,MF,Cremonese,25,1997,27.6,8,1,0,34,18,4,10,25,23,,,0,Matches,f71ad8cb
425,Andrea Pinamonti,it ITA,FW,Sassuolo,23,1999,24.0,3,1,0,21,32,8,14,3,7,,,0,Matches,08aa9cd1
426,Lorenzo Pirola,it ITA,DF,Salernitana,20,2002,21.6,4,0,0,28,9,0,1,30,29,,,0,Matches,caec77da
427,Niccolò Pisilli,it ITA,MF,Roma,17,2004,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches,c84dcc88
428,Marko Pjaca,hr CRO,MFFW,Empoli,27,1995,5.8,1,0,0,2,7,1,25,3,3,,,0,Matches,2c38b327
429,Tommaso Pobega,it ITA,MF,Milan,23,1999,9.8,4,0,0,30,5,0,5,8,16,,,0,Matches,55a1cac2
430,Paul Pogba,fr FRA,FW,Juventus,29,1993,1.2,0,0,0,2,7,0,2,0,0,,,0,Matches,867239d3
431,Matteo Politano,it ITA,FW,Napoli,28,1993,13.0,1,0,0,11,22,1,82,7,11,,,0,Matches,5e861944
432,Marin Pongračić,hr CRO,DF,Lecce,24,1997,8.8,2,0,0,15,0,0,0,16,13,,,0,Matches,2a6cd437
433,Stefan Posch,at AUT,DF,Bologna,25,1997,28.1,6,0,0,47,28,1,47,36,44,,,0,Matches,7f609bfc
434,Ivan Provedel,it ITA,GK,Lazio,28,1994,37.9,1,0,0,0,5,0,0,0,0,,,0,Matches,277da414
435,Ignacio Pussetto,ar ARG,MF,Sampdoria,26,1995,1.7,1,0,0,7,1,0,5,0,3,,,0,Matches,62437b4f
436,Niklas Pyyhtiä,fi FIN,MF,Bologna,18,2003,1.2,0,0,0,0,0,0,0,1,0,,,0,Matches,88f53b75
437,Fabio Quagliarella,it ITA,FW,Sampdoria,39,1983,8.9,2,0,0,4,19,6,15,0,1,,,0,Matches,ee4f2f3b
438,Giacomo Quagliata,it ITA,MFDF,Cremonese,22,2000,7.8,0,1,0,13,13,0,54,12,7,,,0,Matches,1b9c7401
439,Adrien Rabiot,fr FRA,MF,Juventus,27,1995,30.5,9,0,0,45,43,2,35,27,35,,,0,Matches,8794e251
440,Nemanja Radonjić,rs SRB,MFFW,Torino,26,1996,16.2,1,0,0,17,17,12,76,1,1,,,0,Matches,0630eb63
441,Ivan Radovanović,rs SRB,MFDF,Salernitana,33,1988,7.5,1,1,0,4,7,0,0,8,5,,,0,Matches,023937a9
442,Ionuț Radu,ro ROU,GK,Cremonese,25,1997,9.0,0,0,0,0,1,0,0,0,0,,,0,Matches,67f649be
443,Ștefan Radu,ro ROU,DF,Lazio,35,1986,0.0,1,0,0,0,0,0,0,0,0,,,0,Matches,53de807a
444,Antonio Raimondo,it ITA,FW,Bologna,18,2004,0.2,0,0,0,0,0,0,0,0,0,,,0,Matches,ce1a6c7e
445,Luca Ranieri,it ITA,DF,Fiorentina,23,1999,5.6,1,0,0,6,2,2,0,11,4,,,0,Matches,8c63fae5
446,Andrea Ranocchia,it ITA,DF,Monza,34,1988,0.5,0,0,0,2,0,0,0,0,2,,,0,Matches,539230cf
447,Filippo Ranocchia,it ITA,MFFW,Monza,21,2001,5.9,1,0,0,7,12,0,12,4,6,,,0,Matches,d9ebed1c
448,Giacomo Raspadori,it ITA,FWMF,Napoli,22,2000,10.1,1,0,0,7,12,1,32,4,7,,,0,Matches,6e058f06
449,Giacomo Raspadori,it ITA,FWMF,Sassuolo,22,2000,0.5,0,0,0,0,0,0,1,0,0,,,0,Matches,6e058f06
450,Nicola Ravaglia,it ITA,GK,Sampdoria,33,1988,9.0,0,0,0,1,2,0,0,0,0,,,0,Matches,d7a35008
451,Ante Rebić,hr CRO,MFFW,Milan,28,1993,10.9,4,0,0,18,15,8,38,1,8,,,0,Matches,536cebe5
452,Arkadiusz Reca,pl POL,MFDF,Spezia,27,1995,24.1,5,0,0,32,15,2,98,21,28,,,0,Matches,6213fd82
453,Panagiotis Retsos,gr GRE,DF,Hellas Verona,23,1998,1.4,0,0,0,4,2,0,0,2,4,,,0,Matches,4bd00a50
454,Franck Ribéry,fr FRA,FWMF,Salernitana,39,1983,0.4,0,0,0,0,1,0,0,0,0,,,0,Matches,f61c7c4e
455,Samuele Ricci,it ITA,MF,Torino,20,2001,23.0,6,0,0,22,58,0,31,17,21,,,0,Matches,9823be92
456,Tomás Rincón,ve VEN,MF,Sampdoria,34,1988,28.4,7,1,0,59,28,0,21,30,29,,,0,Matches,f1cfc209
457,Pablo Rodríguez,es ESP,FWMF,Lecce,20,2001,0.6,0,0,0,1,2,0,4,0,1,,,0,Matches,1d4e63b6
458,Ricardo Rodríguez,ch SUI,DFMF,Torino,29,1992,29.7,3,0,0,25,8,0,71,39,34,,,0,Matches,7f78ad23
459,Rogério,br BRA,DF,Sassuolo,24,1998,33.3,5,1,0,30,38,0,111,40,20,,,0,Matches,10e7f486
460,Filippo Romagna,it ITA,DF,Sassuolo,25,1997,0.5,0,0,0,0,0,0,0,0,0,,,0,Matches,84594618
461,Alessio Romagnoli,it ITA,DF,Lazio,27,1995,32.5,6,0,0,35,19,1,0,35,16,,,0,Matches,3ead85f9
462,Simone Romagnoli,it ITA,DF,Lecce,32,1990,1.9,0,0,0,3,0,0,0,1,4,,,0,Matches,09899de8
463,Luka Romero,ar ARG,FW,Lazio,17,2004,1.7,0,0,0,3,6,0,0,2,0,,,0,Matches,ca6edaa0
464,Marten de Roon,nl NED,MF,Atalanta,31,1991,32.9,7,0,0,46,24,1,13,36,43,,,0,Matches,2a1beb34
465,Francesco Rossi,it ITA,GK,Atalanta,31,1991,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches,7b5f516f
466,Nicolò Rovella,it ITA,MF,Juventus,20,2001,0.3,1,0,0,1,1,0,3,0,1,,,0,Matches,e58cbfd5
467,Nicolò Rovella,it ITA,MF,Monza,20,2001,19.3,5,1,0,26,21,2,28,37,29,,,0,Matches,e58cbfd5
468,Amir Rrahmani,xk KVX,DF,Napoli,28,1994,27.2,2,0,0,23,12,1,1,14,17,,,0,Matches,4b3e1a38
469,Ruan,br BRA,DF,Sassuolo,23,1999,19.0,13,3,2,27,14,0,0,23,28,,,1,Matches,a378a02a
470,Daniele Rugani,it ITA,DF,Juventus,28,1994,6.3,0,0,0,5,0,1,0,6,0,,,0,Matches,14b8fcdf
471,Matteo Ruggeri,it ITA,MFDF,Atalanta,20,2002,9.2,3,0,0,10,5,0,38,12,12,,,0,Matches,ae9898c5
472,Mário Rui,pt POR,DF,Napoli,31,1991,19.4,2,1,0,19,31,0,111,15,21,,,0,Matches,0b5a292a
473,Alessandro Russo,it ITA,GK,Sassuolo,21,2001,1.0,0,0,0,0,1,0,0,0,0,,,0,Matches,3945ac70
474,Abdelhamid Sabiri,ma MAR,MF,Sampdoria,25,1996,11.9,5,0,0,28,39,0,54,2,8,,,0,Matches,4830e0af
475,Alexis Saelemaekers,be BEL,MF,Milan,23,1999,15.6,1,0,0,23,22,2,47,19,21,,,0,Matches,ee251371
476,Jacopo Sala,it ITA,MF,Spezia,30,1991,1.2,1,0,0,3,3,0,4,1,0,,,0,Matches,da5a981b
477,Lazar Samardzic,rs SRB,MFFW,Udinese,20,2002,20.5,1,0,0,26,13,0,92,10,16,,,0,Matches,217c93a1
478,Junior Sambia,cf CTA,MFDF,Salernitana,25,1996,7.7,3,0,0,11,17,0,32,8,6,,,0,Matches,24eb7ed6
479,Antonio Sanabria,py PAR,FW,Torino,26,1996,27.0,4,0,0,32,27,13,2,4,5,,,0,Matches,0a447501
480,Leandro Sanca,gw GNB,MF,Spezia,22,2000,0.4,0,0,0,0,0,0,2,0,1,,,0,Matches,4295f19c
481,Alex Sandro,br BRA,DF,Juventus,31,1991,19.9,5,1,0,27,25,1,19,18,18,,,0,Matches,0d82903c
482,Nicola Sansone,it ITA,FWMF,Bologna,30,1991,8.2,2,0,0,13,16,11,20,0,5,,,0,Matches,7eb97a8e
483,Riccardo Saponara,it ITA,MFFW,Fiorentina,30,1991,13.4,4,0,0,14,22,5,32,5,5,,,0,Matches,3bb7af3b
484,Mouhamadou Sarr,sn SEN,GK,Cremonese,25,1997,2.0,0,0,0,0,0,0,0,0,0,,,0,Matches,b959a0d1
485,Martin Satriano,uy URU,FW,Empoli,21,2001,18.9,4,0,0,20,29,5,22,3,10,,,0,Matches,86383d0e
486,Giorgio Scalvini,it ITA,DF,Atalanta,18,2003,25.9,7,0,0,54,6,6,9,52,29,,,0,Matches,1e9aa637
487,Jerdy Schouten,nl NED,MF,Bologna,25,1997,27.9,3,0,0,25,30,2,3,41,38,,,1,Matches,2cfae697
488,Perr Schuurs,nl NED,DF,Torino,22,1999,25.8,5,0,0,31,3,2,2,29,25,,,0,Matches,e613313c
489,Demba Seck,sn SEN,MFFW,Torino,21,2001,5.8,0,0,0,8,18,6,7,1,2,,,0,Matches,16463a79
490,Telasco Segovia,ve VEN,MF,Sampdoria,19,2003,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches,9142b22f
491,Jacopo Segre,it ITA,MF,Torino,25,1997,0.2,0,0,0,0,0,0,0,0,0,,,0,Matches,3cb132e6
492,Vivaldo Semedo,pt POR,FW,Udinese,17,2005,0.4,0,0,0,1,1,0,0,0,0,,,0,Matches,b6baba31
493,Stefano Sensi,it ITA,MF,Monza,26,1995,18.0,8,0,0,18,50,2,49,18,24,,,0,Matches,b70bde8f
494,Luigi Sepe,it ITA,GK,Salernitana,31,1991,17.0,3,0,0,1,2,0,0,0,0,,,0,Matches,343f753a
495,Leonardo Sernicola,it ITA,MFDF,Cremonese,25,1997,25.7,11,0,0,40,43,3,117,37,32,,,0,Matches,dd7febd8
496,Stephan El Shaarawy,it ITA,MF,Roma,29,1992,16.9,3,0,0,16,18,9,23,13,9,,,0,Matches,d3aaad90
497,Eldor Shomurodov,uz UZB,FW,Spezia,27,1995,9.0,2,0,0,9,7,2,3,4,5,,,0,Matches,57469b2d
498,Eldor Shomurodov,uz UZB,FW,Roma,27,1995,1.3,0,0,0,1,2,2,0,1,0,,,0,Matches,57469b2d
499,Éderson Silva,br BRA,MF,Atalanta,23,1999,24.6,4,0,0,28,43,0,15,34,37,,,0,Matches,a9202def
500,Marco Silvestri,it ITA,GK,Udinese,31,1991,38.0,0,0,0,0,4,0,0,2,1,,,0,Matches,0d422df7
501,Giovanni Simeone,ar ARG,FW,Napoli,27,1995,4.5,1,0,0,7,9,1,2,1,3,,,0,Matches,343c0d52
502,Wilfried Singo,ci CIV,MF,Torino,21,2000,22.7,8,0,0,42,35,1,56,11,17,,,0,Matches,8b609c34
503,Salvatore Sirigu,it ITA,GK,Fiorentina,35,1987,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches,10dc46f0
504,Łukasz Skorupski,pl POL,GK,Bologna,31,1991,37.0,4,0,0,1,7,0,0,0,1,,,0,Matches,ab4449d6
505,Milan Škriniar,sk SVK,DF,Inter,27,1995,19.7,5,1,1,35,14,1,5,12,20,,,1,Matches,30f5ffa9
506,Chris Smalling,eng ENG,DF,Roma,32,1989,31.2,7,0,0,18,14,1,1,43,15,,,0,Matches,b6964eb6
507,Ola Solbakken,no NOR,MFFW,Roma,23,1998,5.6,2,0,0,6,7,0,12,2,2,,,0,Matches,78f13530
508,Brandon Soppy,fr FRA,MF,Atalanta,20,2002,7.1,2,0,0,18,20,2,19,3,5,,,0,Matches,28f66c2e
509,Brandon Soppy,fr FRA,MF,Udinese,20,2002,1.0,1,0,0,2,2,0,1,1,1,,,0,Matches,28f66c2e
510,Roberto Soriano,it ITA,MF,Bologna,31,1991,14.7,1,0,0,20,33,2,11,8,17,,,0,Matches,9d4c45d6
511,Joaquin Sosa,uy URU,DF,Bologna,20,2002,7.6,2,0,0,17,7,0,1,4,2,,,0,Matches,50841bef
512,Riccardo Sottil,it ITA,MFFW,Fiorentina,23,1999,9.3,1,0,0,4,27,6,29,0,3,,,0,Matches,94816803
513,Matìas Soulé,ar ARG,MFFW,Juventus,19,2003,4.7,0,0,0,3,5,0,6,3,5,,,0,Matches,c13ddd3e
514,Adama Soumaoro,fr FRA,DF,Bologna,30,1992,20.7,5,1,1,21,12,0,0,15,17,,,0,Matches,7b075c75
515,Leonardo Spinazzola,it ITA,MF,Roma,29,1993,18.4,3,0,0,13,13,1,57,9,7,,,0,Matches,3626daea
516,Marco Sportiello,it ITA,GK,Atalanta,30,1992,14.9,0,0,0,0,2,0,0,0,0,,,0,Matches,ac4003af
517,Petar Stojanović,si SVN,DF,Empoli,26,1995,17.0,3,0,0,12,15,0,36,11,23,,,0,Matches,13b44b02
518,Gabriel Strefezza,br BRA,FWMF,Lecce,25,1997,27.1,5,0,0,51,71,0,121,16,27,,,0,Matches,ac4a4508
519,Dávid Strelec,sk SVK,FW,Spezia,21,2001,1.9,0,0,0,4,1,2,0,0,2,,,0,Matches,2cb9486d
520,Isaac Success,ng NGA,FW,Udinese,26,1996,20.2,4,0,0,34,77,11,12,3,5,,,0,Matches,f573a8bf
521,Ibrahim Sulemana,gh GHA,MF,Hellas Verona,19,2003,7.2,4,0,0,11,3,1,2,13,13,,,0,Matches,230c3f3a
522,Mile Svilar,rs SRB,GK,Roma,22,1999,3.0,1,0,0,0,0,0,0,0,0,,,0,Matches,bcf5058a
523,Wojciech Szczęsny,pl POL,GK,Juventus,32,1990,27.5,0,0,0,0,1,0,0,1,1,,,0,Matches,01b8a2b2
524,Benjamin Tahirovic,ba BIH,MF,Roma,19,2003,3.9,1,0,0,5,2,0,5,2,5,,,0,Matches,eb3022c3
525,Adrien Tameze,cm CMR,MF,Hellas Verona,28,1994,33.7,3,0,0,33,32,1,21,40,34,,,0,Matches,8da74c05
526,Ciprian Tătărușanu,ro ROU,GK,Milan,36,1986,16.0,0,0,0,0,3,0,0,1,0,,,0,Matches,b056e3da
527,Filippo Terracciano,it ITA,MF,Hellas Verona,19,2003,9.1,2,0,0,7,17,0,24,8,13,,,0,Matches,5cbb5ad6
528,Pietro Terracciano,it ITA,GK,Fiorentina,32,1990,29.0,1,0,0,2,0,0,0,1,1,,,0,Matches,e1b0a70d
529,Aleksa Terzić,rs SRB,DF,Fiorentina,22,1999,10.4,2,0,0,4,12,3,78,6,9,,,0,Matches,3ef0a2d7
530,Florian Thauvin,fr FRA,FWMF,Udinese,29,1993,6.1,1,0,0,9,7,1,37,3,1,,,0,Matches,2b9fdeea
531,Malick Thiaw,de GER,DF,Milan,20,2001,15.1,5,0,0,13,7,1,2,13,26,,,0,Matches,ff5ea0bf
532,Kristian Thorstvedt,no NOR,MF,Sassuolo,23,1999,12.6,5,0,0,19,21,0,11,13,8,,,0,Matches,76ff8d0d
533,Jeremy Toljan,de GER,DF,Sassuolo,27,1994,29.7,3,0,0,10,14,0,29,16,24,,,0,Matches,a96e5dc0
534,Rafael Tolói,it ITA,DF,Atalanta,31,1990,30.9,8,0,0,38,20,3,23,56,44,,,0,Matches,c56dc39e
535,Fikayo Tomori,eng ENG,DF,Milan,24,1997,30.7,5,0,0,28,25,1,6,29,38,,,0,Matches,7edfbb8a
536,Sandro Tonali,it ITA,MF,Milan,22,2000,30.1,7,0,0,35,32,5,130,24,44,,,0,Matches,0db169ae
537,Lorenzo Tonelli,it ITA,DF,Empoli,32,1990,0.2,0,1,0,0,0,0,0,0,0,,,0,Matches,8cc29864
538,William Troost-Ekong,ng NGA,DF,Salernitana,28,1993,4.9,1,0,0,7,1,0,1,7,4,,,0,Matches,7ed4921e
539,Frank Tsadjout,it ITA,FW,Cremonese,23,1999,11.7,1,0,0,22,18,4,4,8,8,,,0,Matches,0588a092
540,Alessandro Tuia,it ITA,DF,Lecce,32,1990,5.7,1,0,0,9,2,0,1,16,6,,,0,Matches,26c54058
541,Martin Turk,si SVN,GK,Sampdoria,18,2003,4.0,0,0,0,0,0,0,0,0,0,,,0,Matches,14ae023f
542,Destiny Udogie,it ITA,MF,Udinese,19,2002,30.0,5,0,0,37,58,5,29,36,44,,,0,Matches,7cd520e8
543,Samir Ujkani,xk KVX,GK,Empoli,34,1988,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches,96640846
544,Samuel Umtiti,fr FRA,DF,Lecce,28,1993,23.5,8,0,0,32,27,0,2,26,35,,,0,Matches,3eed9821
545,Diego Valencia,cl CHI,FWMF,Salernitana,22,2000,2.6,1,0,0,8,6,0,5,1,4,,,0,Matches,71005acd
546,Emanuele Valeri,it ITA,MFDF,Cremonese,23,1998,30.9,3,0,0,27,37,5,146,23,27,,,0,Matches,ec52b661
547,Mattia Valoti,it ITA,MFFW,Monza,28,1993,5.0,1,0,0,16,12,2,2,3,10,,,0,Matches,c414df9d
548,Johan Vásquez,mx MEX,DF,Cremonese,23,1998,20.1,7,0,0,21,19,0,4,46,27,,,0,Matches,5eaed77a
549,Matías Vecino,uy URU,MF,Lazio,30,1991,18.8,6,0,0,27,10,2,1,18,29,,,0,Matches,44ac04e9
550,Miguel Veloso,pt POR,MF,Hellas Verona,36,1986,12.9,6,0,0,20,8,1,62,7,11,,,1,Matches,ab1ca213
551,Lorenzo Venuti,it ITA,DF,Fiorentina,27,1995,10.3,2,0,0,7,9,1,37,7,7,,,0,Matches,983ff2c7
552,Daniele Verde,it ITA,FWMF,Spezia,26,1996,11.1,1,0,0,2,15,3,68,8,4,,,0,Matches,d3298c99
553,Simone Verdi,it ITA,MFFW,Hellas Verona,30,1992,12.2,3,0,0,15,26,1,77,0,10,,,0,Matches,0375723e
554,Valerio Verre,it ITA,MF,Sampdoria,28,1994,7.5,5,0,0,14,13,2,34,8,6,,,0,Matches,33ecf462
555,Guglielmo Vicario,it ITA,GK,Empoli,25,1996,30.9,3,0,0,0,8,0,0,0,1,,,0,Matches,77d6fd4d
556,Ronaldo Vieira,gw GNB,MF,Sampdoria,24,1998,9.1,3,0,0,21,9,0,1,13,10,,,0,Matches,75e60d75
557,Ronaldo Vieira,gw GNB,MF,Torino,24,1998,0.2,0,0,0,1,0,0,1,0,0,,,0,Matches,75e60d75
558,Emanuel Vignato,it ITA,MF,Bologna,21,2000,2.7,1,0,0,3,1,0,2,3,4,,,0,Matches,ec5dae45
559,Emanuel Vignato,it ITA,MF,Empoli,21,2000,0.6,0,0,0,1,0,0,3,0,0,,,0,Matches,ec5dae45
560,Samuele Vignato,it ITA,MF,Monza,18,2004,0.7,0,0,0,0,0,0,2,0,0,,,0,Matches,a14d0ab0
561,Tonny Vilhena,nl NED,MF,Salernitana,27,1995,25.2,5,0,0,35,34,1,53,16,22,,,0,Matches,c7069d87
562,Gonzalo Villar,es ESP,MF,Sampdoria,24,1998,7.7,2,0,0,17,18,0,6,4,7,,,0,Matches,bdc74a8f
563,Matías Viña,uy URU,MF,Roma,24,1997,0.6,0,0,0,4,1,0,2,2,1,,,0,Matches,08eb3b58
564,Dušan Vlahović,rs SRB,FW,Juventus,22,2000,21.4,1,0,0,19,26,22,7,3,6,,,0,Matches,79443529
565,Nikola Vlašić,hr CRO,MFFW,Torino,24,1997,30.3,1,0,0,33,38,15,46,10,22,,,0,Matches,aa8e289e
566,Joel Voelkerling Persson,se SWE,FW,Lecce,19,2003,1.1,0,0,0,3,1,0,4,0,1,,,0,Matches,b3ef6517
567,Mërgim Vojvoda,xk KVX,MF,Torino,27,1995,19.1,3,0,0,19,7,2,43,14,12,,,0,Matches,be2706c0
568,Cristian Volpato,au AUS,MF,Roma,18,2003,2.5,0,0,0,7,6,0,9,3,2,,,0,Matches,72f87f25
569,Lukáš Vorlický,cz CZE,FW,Atalanta,20,2002,0.3,0,0,0,0,0,0,1,1,0,,,0,Matches,f052fb01
570,Aster Vranckx,be BEL,MF,Milan,19,2002,2.7,1,0,0,6,4,0,3,2,3,,,0,Matches,f86cd5df
571,Stefan de Vrij,nl NED,DF,Inter,30,1992,21.6,4,0,0,15,7,0,0,36,18,,,0,Matches,d0d8dd44
572,Walace,br BRA,MF,Udinese,27,1995,35.4,6,0,0,40,39,0,21,49,41,,,0,Matches,26db8853
573,Sebastian Walukiewicz,pl POL,DF,Empoli,22,2000,6.7,0,0,0,5,2,0,0,7,7,,,0,Matches,217875a4
574,Georginio Wijnaldum,nl NED,MF,Roma,31,1990,8.5,0,0,0,3,9,1,4,3,3,,,0,Matches,eb58eef0
575,Harry Winks,eng ENG,MF,Sampdoria,26,1996,19.1,2,0,0,15,13,1,46,23,12,,,0,Matches,2f7acede
576,Przemysław Wiśniewski,pl POL,DF,Spezia,24,1998,11.1,3,0,0,13,7,0,2,14,5,,,2,Matches,1bfe5ac9
577,Gerard Yepes,es ESP,MF,Sampdoria,19,2002,2.2,2,0,0,7,4,0,0,4,3,,,0,Matches,ee9040b4
578,Mattia Zaccagni,it ITA,FW,Lazio,27,1995,30.8,9,0,0,53,116,5,61,22,29,,,0,Matches,d85c238b
579,Denis Zakaria,ch SUI,MF,Juventus,25,1996,1.4,0,0,0,0,0,0,3,2,3,,,0,Matches,384d58d9
580,Nicola Zalewski,pl POL,MFDF,Roma,20,2002,24.4,3,0,0,22,51,1,75,29,25,,,0,Matches,45191c29
581,Luca Zanimacchia,it ITA,MF,Cremonese,24,1998,8.3,2,0,0,9,10,2,46,7,13,,,0,Matches,5e834dce
582,Nicolò Zaniolo,it ITA,MFFW,Roma,23,1999,9.9,4,0,0,22,32,4,20,2,5,,,0,Matches,9907b1c8
583,Alessandro Zanoli,it ITA,MFDF,Sampdoria,21,2000,17.1,3,0,0,4,10,0,34,13,14,,,0,Matches,3b12b11f
584,Alessandro Zanoli,it ITA,MF,Napoli,21,2000,0.1,0,0,0,0,0,0,1,0,0,,,0,Matches,3b12b11f
585,Mattia Zanotti,it ITA,DFMF,Inter,19,2003,0.3,0,0,0,2,0,0,0,0,0,,,0,Matches,875d65d1
586,Duván Zapata,co COL,FW,Atalanta,31,1991,15.4,1,0,0,16,37,7,30,4,5,,,0,Matches,d3de9af0
587,Davide Zappacosta,it ITA,MF,Atalanta,30,1992,16.3,4,0,0,18,13,2,59,9,18,,,0,Matches,7fe90ccd
588,Karim Zedadka,fr FRA,MF,Napoli,22,2000,0.2,0,0,0,0,4,0,1,0,0,,,0,Matches,2f45300d
589,Deyovaisio Zeefuik,nl NED,DFMF,Hellas Verona,24,1998,0.1,0,0,0,0,0,0,1,0,1,,,0,Matches,58a2e9f6
590,Marvin Zeegelaar,nl NED,MFDF,Udinese,31,1990,3.9,3,1,1,13,1,1,4,3,5,,,0,Matches,8abd0c03
591,Alessio Zerbin,it ITA,MFFW,Napoli,23,1999,2.2,1,0,0,8,6,1,1,1,5,,,0,Matches,d19ef4ef
592,Piotr Zieliński,pl POL,MF,Napoli,28,1994,25.4,3,0,0,21,35,2,110,13,10,,,0,Matches,a5296e55
593,David Zima,cz CZE,DF,Torino,21,2000,4.5,0,0,0,4,2,0,0,9,3,,,0,Matches,acf7e795
594,Joshua Zirkzee,nl NED,FW,Bologna,21,2001,9.1,1,0,0,8,9,2,1,3,3,,,0,Matches,028e70b9
595,Jeroen Zoet,nl NED,GK,Spezia,31,1991,3.7,1,0,0,0,0,0,0,0,1,,,0,Matches,cc1a0c57
596,Nadir Zortea,it ITA,DF,Sassuolo,23,1999,7.3,4,0,0,11,6,0,33,4,8,,,0,Matches,82598b71
597,Nadir Zortea,it ITA,MF,Atalanta,23,1999,2.5,1,0,0,4,0,0,11,1,4,,,0,Matches,82598b71
598,Petar Zovko,ba BIH,GK,Spezia,20,2002,0.8,0,0,0,0,0,0,0,0,0,,,0,Matches,54f6afe3
599,Szymon Żurkowski,pl POL,MF,Fiorentina,24,1997,0.4,0,0,0,1,0,0,1,0,0,,,0,Matches,4e1d5e59
600,Szymon Żurkowski,pl POL,MF,Spezia,24,1997,4.7,1,0,0,15,10,0,4,4,3,,,0,Matches,4e1d5e59
601,Leo Østigård,no NOR,DF,Napoli,22,1999,4.7,1,0,0,2,4,0,0,6,1,,,0,Matches,b35a7399
602,Milan Đurić,ba BIH,FW,Hellas Verona,32,1990,15.2,3,0,0,24,29,5,0,1,1,,,0,Matches,405f6586
603,Filip Đuričić,rs SRB,MF,Sampdoria,30,1992,24.1,9,0,0,38,48,0,41,7,21,,,0,Matches,eccbe56a


Provided by <a href="https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">FBref.com</a>: <a href="https://fbref.com/en/comps/11/2022-2023/misc/2022-2023-Serie-A-M-Stats?sr&utm_source=direct&utm_medium=Share&utm_campaign=ShareTool#stats_misc">View Original Table</a><br>Generated 8/25/2026.
