--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,,Standard,,,,,,,,,,,-additional
189,Festy Ebosele,ie IRL,MF,Udinese,19,2002,4.6,0,4,1,25.0,0.88,0.22,0.00,0.00,0,0,Matches,dbfa4f16
190,Enzo Ebosse,cm CMR,DFMF,Udinese,23,1999,10.3,0,3,0,0.0,0.29,0.00,0.00,,0,0,Matches,9ba7b4fa
191,Tyronne Ebuehi,ng NGA,DF,Empoli,26,1995,21.4,2,19,4,21.1,0.89,0.19,0.11,0.50,0,0,Matches,6af30900
192,Kingsley Ehizibue,nl NED,MF,Udinese,27,1995,17.1,2,13,6,46.2,0.76,0.35,0.15,0.33,0,0,Matches,76b2817e
193,Albin Ekdal,se SWE,MF,Spezia,33,1989,19.3,0,19,4,21.1,0.99,0.21,0.00,0.00,0,0,Matches,f503ea63
194,Emmanuel Ekong,se SWE,FW,Empoli,20,2002,0.2,0,1,0,0.0,4.50,0.00,0.00,,0,0,Matches,c20892ee
195,Mikael Ellertsson,is ISL,MF,Spezia,20,2002,1.9,0,2,0,0.0,1.05,0.00,0.00,,0,0,Matches,c55967eb
196,Elif Elmas,mk MKD,MFFW,Napoli,22,1999,18.1,6,33,11,33.3,1.83,0.61,0.18,0.55,1,1,Matches,cf007308
197,Martin Erlić,hr CRO,DF,Sassuolo,24,1998,25.9,0,4,0,0.0,0.15,0.00,0.00,,0,0,Matches,0fee6bda
198,Gonzalo Escalante,ar ARG,MF,Cremonese,29,1993,6.2,0,6,1,16.7,0.97,0.16,0.00,0.00,0,0,Matches,3f79a1c8
199,Salvatore Esposito,it ITA,MF,Spezia,21,2000,10.8,1,14,2,14.3,1.30,0.19,0.07,0.50,0,0,Matches,5cf5c9ad
200,Nicolò Fagioli,it ITA,MF,Juventus,21,2001,16.9,3,13,8,61.5,0.77,0.47,0.23,0.38,0,0,Matches,366be751
201,Wladimiro Falcone,it ITA,GK,Lecce,27,1995,38.0,0,0,0,,0.00,0.00,,,0,0,Matches,9f5a610b
202,Davide Faraoni,it ITA,MFDF,Hellas Verona,30,1991,16.5,2,20,5,25.0,1.21,0.30,0.10,0.40,0,0,Matches,aae9d04a
203,Federico Fazio,ar ARG,DF,Salernitana,35,1987,11.9,1,11,2,18.2,0.92,0.17,0.09,0.50,0,0,Matches,4e358a2d
204,Jacopo Fazzini,it ITA,MF,Empoli,19,2003,9.2,0,14,1,7.1,1.53,0.11,0.00,0.00,0,0,Matches,06b08c45
205,Lewis Ferguson,sct SCO,MF,Bologna,22,1999,25.7,7,43,19,44.2,1.67,0.74,0.16,0.37,0,0,Matches,ee64a822
206,Alex Ferrari,it ITA,DF,Sampdoria,28,1994,9.6,0,5,0,0.0,0.52,0.00,0.00,,0,0,Matches,d0dbca9f
207,Alex Ferrari,it ITA,DF,Cremonese,28,1994,11.2,0,0,0,,0.00,0.00,,,0,0,Matches,d0dbca9f
208,Salvador Ferrer,es ESP,MF,Spezia,24,1998,1.5,0,0,0,,0.00,0.00,,,0,0,Matches,eb76987d
209,Vincenzo Fiorillo,it ITA,GK,Salernitana,32,1990,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,a2565f79
210,Alessandro Florenzi,it ITA,DF,Milan,31,1991,2.3,0,5,2,40.0,2.22,0.89,0.00,0.00,0,0,Matches,e288d4b3
211,Davide Frattesi,it ITA,MF,Sassuolo,22,1999,31.9,7,64,24,37.5,2.00,0.75,0.11,0.29,0,0,Matches,2a7d27c1
212,Matteo Gabbia,it ITA,DF,Milan,22,1999,6.8,0,1,0,0.0,0.15,0.00,0.00,,0,0,Matches,c235e803
213,Manolo Gabbiadini,it ITA,FWMF,Sampdoria,30,1991,26.2,7,72,29,40.3,2.75,1.11,0.10,0.24,0,0,Matches,8f866fe8
214,Gianluca Gaetano,it ITA,MF,Napoli,22,2000,0.8,1,7,5,71.4,8.29,5.92,0.14,0.20,0,0,Matches,3b387cc7
215,Roberto Gagliardini,it ITA,MF,Inter,28,1994,8.7,0,16,2,12.5,1.84,0.23,0.00,0.00,0,0,Matches,ce30bfc8
216,Adolfo Gaich,ar ARG,FW,Hellas Verona,23,1999,8.1,2,24,8,33.3,2.98,0.99,0.08,0.25,0,0,Matches,8dfed6e9
217,Pablo Galdames Millán,cl CHI,MF,Cremonese,25,1996,8.2,1,7,4,57.1,0.86,0.49,0.14,0.25,0,0,Matches,dd403465
218,Antonino Gallo,it ITA,DF,Lecce,22,2000,27.6,0,10,2,20.0,0.36,0.07,0.00,0.00,0,0,Matches,c74d63ac
219,Federico Gatti,it ITA,DF,Juventus,24,1998,16.1,0,13,4,30.8,0.81,0.25,0.00,0.00,0,0,Matches,18dd3219
220,Valentin Gendrey,fr FRA,DF,Lecce,22,2000,34.5,0,10,0,0.0,0.29,0.00,0.00,,0,0,Matches,822ed0ec
221,Paolo Ghiglione,it ITA,MF,Cremonese,25,1997,7.9,1,7,2,28.6,0.89,0.25,0.14,0.50,0,0,Matches,71dc23da
222,Mario Gila,es ESP,DF,Lazio,21,2000,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,9c435456
223,Gvidas Gineitis,lt LTU,MF,Torino,18,2004,1.5,0,1,0,0.0,0.66,0.00,0.00,,0,0,Matches,548bd0de
224,Olivier Giroud,fr FRA,FW,Milan,35,1986,23.8,13,81,32,39.5,3.41,1.35,0.16,0.41,3,3,Matches,16ceb862
225,Pierluigi Gollini,it ITA,GK,Napoli,27,1995,4.0,0,0,0,,0.00,0.00,,,0,0,Matches,f0f7f62f
226,Pierluigi Gollini,it ITA,GK,Fiorentina,27,1995,3.0,0,0,0,,0.00,0.00,,,0,0,Matches,f0f7f62f
227,Joan Gonzàlez,es ESP,MF,Lecce,20,2002,24.4,1,17,4,23.5,0.70,0.16,0.06,0.25,0,0,Matches,f025eade
228,Nicolás González,ar ARG,FWMF,Fiorentina,24,1998,15.0,6,60,19,31.7,3.99,1.26,0.10,0.32,2,2,Matches,2374aaca
229,Robin Gosens,de GER,MF,Inter,28,1994,13.2,3,26,5,19.2,1.98,0.38,0.12,0.60,0,0,Matches,2d970560
230,Alberto Grassi,it ITA,MF,Empoli,27,1995,13.3,0,10,3,30.0,0.75,0.23,0.00,0.00,0,0,Matches,6cc97b6a
231,Andrew Gravillon,gp GLP,DF,Torino,24,1998,3.5,0,1,0,0.0,0.29,0.00,0.00,,0,0,Matches,49136c42
232,Axel Guessand,fr FRA,DF,Udinese,17,2004,0.9,0,0,0,,0.00,0.00,,,0,0,Matches,e04dca4a
233,Koray Günter,de GER,DF,Hellas Verona,27,1994,11.1,1,9,1,11.1,0.81,0.09,0.11,1.00,0,0,Matches,f1f1f238
234,Koray Günter,de GER,DF,Sampdoria,27,1994,8.6,0,1,0,0.0,0.12,0.00,0.00,,0,0,Matches,f1f1f238
235,Emmanuel Gyasi,gh GHA,FWMF,Spezia,28,1994,31.2,2,34,13,38.2,1.09,0.42,0.06,0.15,0,0,Matches,f9758dae
236,Norbert Gyömbér,sk SVK,DF,Salernitana,30,1992,19.3,0,8,0,0.0,0.41,0.00,0.00,,0,0,Matches,0be276c6
237,Christian Gytkjær,dk DEN,FW,Monza,32,1990,6.2,1,13,6,46.2,2.09,0.97,0.08,0.17,0,1,Matches,9250bcff
238,Nicolas Haas,ch SUI,MF,Empoli,26,1996,12.8,1,8,3,37.5,0.62,0.23,0.13,0.33,0,0,Matches,fa449bba
239,Samir Handanović,si SVN,GK,Inter,38,1984,13.7,0,0,0,,0.00,0.00,,,0,0,Matches,74419746
240,Abdou Harroui,nl NED,MF,Sassuolo,24,1998,7.2,2,14,4,28.6,1.95,0.56,0.14,0.50,0,0,Matches,65fd099c
241,Hans Hateboer,nl NED,MFDF,Atalanta,28,1994,15.5,1,13,4,30.8,0.84,0.26,0.08,0.25,0,0,Matches,3b333ac3
242,Liam Henderson,sct SCO,MF,Empoli,26,1996,11.2,0,12,5,41.7,1.07,0.45,0.00,0.00,0,0,Matches,d7918b13
243,Jack Hendry,sct SCO,DF,Cremonese,27,1995,2.4,0,0,0,,0.00,0.00,,,0,0,Matches,ffed43e3
244,Matheus Henrique,br BRA,MF,Sassuolo,24,1997,21.6,4,25,12,48.0,1.16,0.55,0.16,0.33,0,0,Matches,a2d9f138
245,Thomas Henry,fr FRA,FW,Hellas Verona,27,1994,11.4,2,18,5,27.8,1.57,0.44,0.11,0.40,0,0,Matches,9ef42479
246,Theo Hernández,fr FRA,DFMF,Milan,24,1997,30.8,4,52,12,23.1,1.69,0.39,0.08,0.33,1,1,Matches,d4c9725f
247,Isak Hien,se SWE,DF,Hellas Verona,23,1999,29.0,0,3,0,0.0,0.10,0.00,0.00,,0,0,Matches,12806697
248,Morten Hjulmand,dk DEN,MF,Lecce,23,1999,32.9,0,17,4,23.5,0.52,0.12,0.00,0.00,0,0,Matches,d4456fb3
249,Emil Holm,se SWE,MF,Spezia,22,2000,15.5,1,15,5,33.3,0.97,0.32,0.07,0.20,0,0,Matches,c2357b65
250,Martin Hongla,cm CMR,MF,Hellas Verona,24,1998,5.8,0,5,2,40.0,0.86,0.34,0.00,0.00,0,0,Matches,b85bf253
251,Petko Hristov,bg BUL,DF,Spezia,23,1999,4.1,0,1,0,0.0,0.25,0.00,0.00,,0,0,Matches,d8800a46
252,Ajdin Hrustic,au AUS,MF,Hellas Verona,26,1996,2.5,0,3,0,0.0,1.19,0.00,0.00,,0,0,Matches,1f2d714c
253,Elseid Hysaj,al ALB,DF,Lazio,28,1994,22.2,1,4,2,50.0,0.18,0.09,0.25,0.50,0,0,Matches,2f3452eb
254,Rasmus Højlund,dk DEN,FW,Atalanta,19,2003,20.4,9,54,28,51.9,2.65,1.37,0.17,0.32,0,0,Matches,491a433d
255,Roger Ibanez,br BRA,DF,Roma,23,1998,31.1,3,29,11,37.9,0.93,0.35,0.10,0.27,0,0,Matches,82efe6fa
256,Zlatan Ibrahimović,se SWE,FW,Milan,40,1981,1.6,1,6,3,50.0,3.70,1.85,0.17,0.33,1,1,Matches,4cde5509
257,Antonio Iervolino,it ITA,MF,Salernitana,19,2003,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,daa4c94c
258,Igor,br BRA,DF,Fiorentina,24,1998,22.9,0,7,0,0.0,0.31,0.00,0.00,,0,0,Matches,a4e85758
259,Jonathan Ikone,fr FRA,MFFW,Fiorentina,24,1998,22.3,4,51,10,19.6,2.29,0.45,0.08,0.40,0,0,Matches,42eaa028
260,Ivan Ilić,rs SRB,MF,Hellas Verona,21,2001,9.5,0,9,2,22.2,0.95,0.21,0.00,0.00,0,0,Matches,bb376bed
261,Ivan Ilić,rs SRB,MF,Torino,21,2001,13.1,2,5,2,40.0,0.38,0.15,0.40,1.00,0,0,Matches,bb376bed
262,Samuel Iling-Junior,eng ENG,MF,Juventus,18,2003,3.5,1,4,1,25.0,1.13,0.28,0.25,1.00,0,0,Matches,ba492306
263,Emirhan İlkhan,tr TUR,MF,Sampdoria,18,2004,1.3,0,1,0,0.0,0.80,0.00,0.00,,0,0,Matches,a47c6309
264,Emirhan İlkhan,tr TUR,MF,Torino,18,2004,1.0,0,2,0,0.0,2.07,0.00,0.00,,0,0,Matches,a47c6309
265,Ciro Immobile,it ITA,FW,Lazio,32,1990,24.7,12,77,34,44.2,3.12,1.38,0.16,0.35,4,5,Matches,4431aed2
266,Ardian Ismajli,al ALB,DF,Empoli,25,1996,23.3,0,9,2,22.2,0.39,0.09,0.00,0.00,0,0,Matches,6b635f5c
267,Mihailo Ivanović,rs SRB,FW,Sampdoria,17,2004,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,71c620d7
268,Armando Izzo,it ITA,DF,Monza,30,1992,27.4,1,16,4,25.0,0.58,0.15,0.06,0.25,0,0,Matches,89976232
269,Mato Jajalo,ba BIH,MF,Udinese,34,1988,0.7,0,2,0,0.0,2.86,0.00,0.00,,0,0,Matches,8c65eb5f
270,Jesé,es ESP,FW,Sampdoria,29,1993,2.3,1,3,2,66.7,1.29,0.86,0.33,0.50,0,0,Matches,4a537185
271,Juan Jesus,br BRA,DF,Napoli,31,1991,10.4,1,5,1,20.0,0.48,0.10,0.20,1.00,0,0,Matches,79083382
272,Þórir Jóhann Helgason,is ISL,MF,Lecce,21,2000,2.5,0,2,0,0.0,0.81,0.00,0.00,,0,0,Matches,dc765618
273,Luka Jović,rs SRB,FW,Fiorentina,24,1997,17.0,6,57,21,36.8,3.34,1.23,0.11,0.29,0,1,Matches,4d8cd038
274,Hamed Junior Traorè,ci CIV,MFFW,Sassuolo,22,2000,6.6,0,8,4,50.0,1.22,0.61,0.00,0.00,0,0,Matches,570bb4b9
275,Yayah Kallon,sl SLE,MF,Hellas Verona,21,2001,9.6,1,20,6,30.0,2.09,0.63,0.05,0.17,0,0,Matches,f95f49d2
276,Pierre Kalulu,fr FRA,DF,Milan,22,2000,28.3,1,11,2,18.2,0.39,0.07,0.09,0.50,0,0,Matches,85f7d1be
277,Yann Karamoh,fr FRA,MF,Torino,24,1998,8.0,4,20,12,60.0,2.51,1.51,0.20,0.33,0,0,Matches,8b66d9cc
278,Rick Karsdorp,nl NED,MF,Roma,27,1995,7.9,0,2,0,0.0,0.25,0.00,0.00,,0,0,Matches,9f84febe
279,Denso Kasius,nl NED,MF,Bologna,19,2002,3.8,0,4,0,0.0,1.05,0.00,0.00,,0,0,Matches,7ae36711
280,Grigoris Kastanos,cy CYP,MF,Salernitana,24,1998,14.3,2,30,9,30.0,2.10,0.63,0.07,0.22,0,0,Matches,2a82aa85
281,Moise Kean,it ITA,FW,Juventus,22,2000,11.1,6,38,14,36.8,3.44,1.27,0.16,0.43,0,0,Matches,3d50bcdb
282,Jakub Kiwior,pl POL,DFMF,Spezia,22,2000,16.0,0,9,3,33.3,0.56,0.19,0.00,0.00,0,0,Matches,dc3e663e
283,Simon Kjær,dk DEN,DF,Milan,33,1989,11.2,0,0,0,,0.00,0.00,,,0,0,Matches,8b8a56ce
284,Teun Koopmeiners,nl NED,MF,Atalanta,24,1998,31.8,10,59,27,45.8,1.86,0.85,0.17,0.37,2,4,Matches,a26fb8aa
285,Filip Kostić,rs SRB,MFFW,Juventus,29,1992,28.5,3,37,11,29.7,1.30,0.39,0.08,0.27,0,0,Matches,b1cd37e6
286,Christian Kouamé,ci CIV,FWMF,Fiorentina,24,1997,20.7,4,42,15,35.7,2.03,0.72,0.10,0.27,0,0,Matches,58e933d2
287,Viktor Kovalenko,ua UKR,MF,Spezia,26,1996,6.1,0,11,1,9.1,1.81,0.16,0.00,0.00,0,0,Matches,9d60028d
288,Julian Kristoffersen,no NOR,FW,Salernitana,25,1997,0.2,0,0,0,,0.00,0.00,,,0,0,Matches,b804c280
289,Raimonds Krollis,lv LVA,FW,Spezia,20,2001,0.4,0,2,1,50.0,5.00,2.50,0.00,0.00,0,0,Matches,b4101c2e
290,Rade Krunić,ba BIH,MF,Milan,28,1993,18.4,0,14,3,21.4,0.76,0.16,0.00,0.00,0,0,Matches,817c6964
291,Marash Kumbulla,al ALB,DF,Roma,22,2000,2.9,0,1,0,0.0,0.35,0.00,0.00,,0,0,Matches,a40819d9
292,Khvicha Kvaratskhelia,ge GEO,FW,Napoli,21,2001,28.0,12,85,32,37.6,3.04,1.14,0.14,0.38,2,2,Matches,dea88efd
293,Giorgos Kyriakopoulos,gr GRE,FWDF,Sassuolo,26,1996,8.5,1,13,4,30.8,1.53,0.47,0.08,0.25,0,0,Matches,0a483542
294,Giorgos Kyriakopoulos,gr GRE,DFMF,Bologna,26,1996,7.8,0,7,3,42.9,0.89,0.38,0.00,0.00,0,0,Matches,0a483542
295,Sam Lammers,nl NED,FW,Sampdoria,25,1997,12.2,1,23,9,39.1,1.88,0.74,0.04,0.11,0,0,Matches,c283ddef
296,Sam Lammers,nl NED,FW,Empoli,25,1997,9.8,1,28,7,25.0,2.85,0.71,0.04,0.14,0,0,Matches,c283ddef
297,Kevin Lasagna,it ITA,FWMF,Hellas Verona,29,1992,17.5,1,52,11,21.2,2.98,0.63,0.02,0.09,0,0,Matches,09538fdb
298,Armand Lauriente,fr FRA,FWMF,Sassuolo,23,1998,24.2,7,56,22,39.3,2.32,0.91,0.13,0.32,1,1,Matches,2d22cea7
299,Valentino Lazaro,at AUT,MF,Torino,26,1996,15.3,0,7,2,28.6,0.46,0.13,0.00,0.00,0,0,Matches,016ff750
300,Marko Lazetić,rs SRB,FW,Milan,18,2004,0.1,0,1,0,0.0,10.00,0.00,0.00,,0,0,Matches,93088fbb
301,Darko Lazović,rs SRB,MF,Hellas Verona,31,1990,24.9,4,43,15,34.9,1.73,0.60,0.09,0.27,0,0,Matches,5128bde4
302,Manuel Lazzari,it ITA,DF,Lazio,28,1993,20.9,0,6,2,33.3,0.29,0.10,0.00,0.00,0,0,Matches,02caf6e0
303,Rafael Leão,pt POR,MF,Milan,23,1999,26.9,15,92,29,31.5,3.42,1.08,0.16,0.52,0,0,Matches,20730eae
304,Mehdi Léris,dz ALG,MF,Sampdoria,24,1998,27.3,1,30,12,40.0,1.10,0.44,0.03,0.08,0,0,Matches,7d3cbc67
305,Karol Linetty,pl POL,MF,Torino,27,1995,21.0,1,16,4,25.0,0.76,0.19,0.06,0.25,0,0,Matches,d023d70f
306,Marcin Listkowski,pl POL,FWMF,Lecce,24,1998,0.9,0,1,0,0.0,1.17,0.00,0.00,,0,0,Matches,a3695ac2
307,Diego Llorente,es ESP,DF,Roma,28,1993,6.4,0,4,1,25.0,0.63,0.16,0.00,0.00,0,0,Matches,bba30585
308,Stanislav Lobotka,sk SVK,MF,Napoli,27,1994,34.5,1,11,4,36.4,0.32,0.12,0.09,0.25,0,0,Matches,e1cbb531
309,Manuel Locatelli,it ITA,MF,Juventus,24,1998,27.2,0,29,12,41.4,1.07,0.44,0.00,0.00,0,0,Matches,a8a874f1
310,Luka Lochoshvili,ge GEO,DF,Cremonese,24,1998,20.4,1,9,2,22.2,0.44,0.10,0.11,0.50,0,0,Matches,c8ad0857
311,Ademola Lookman,ng NGA,FWMF,Atalanta,24,1997,19.2,13,52,26,50.0,2.71,1.35,0.25,0.50,3,3,Matches,7c104bb7
312,Maxime Lopez,fr FRA,MF,Sassuolo,24,1997,25.5,0,16,5,31.3,0.63,0.20,0.00,0.00,0,0,Matches,20094685
313,Matteo Lovato,it ITA,DF,Salernitana,22,2000,9.0,0,1,0,0.0,0.11,0.00,0.00,,0,0,Matches,5fa57166
314,Sandi Lovrić,si SVN,MF,Udinese,24,1998,25.9,5,71,18,25.4,2.74,0.69,0.07,0.28,0,0,Matches,966eea58
315,Hirving Lozano,mx MEX,FWMF,Napoli,27,1995,17.8,3,42,14,33.3,2.36,0.79,0.07,0.21,1,1,Matches,a69e4806
316,Jhon Lucumí,co COL,DF,Bologna,24,1998,32.2,0,11,3,27.3,0.34,0.09,0.00,0.00,0,0,Matches,80490d7f
317,José Luis Palomino,ar ARG,DF,Atalanta,32,1990,8.4,1,6,3,50.0,0.71,0.36,0.17,0.33,0,0,Matches,921f6058
318,Romelu Lukaku,be BEL,FW,Inter,29,1993,18.4,10,51,22,43.1,2.77,1.19,0.20,0.45,2,2,Matches,5eae500a
319,Saša Lukić,rs SRB,MF,Torino,25,1996,13.3,2,16,4,25.0,1.21,0.30,0.13,0.50,1,1,Matches,c6e8cf1f
320,Sebastiano Luperto,it ITA,DF,Empoli,25,1996,34.8,2,18,4,22.2,0.52,0.11,0.11,0.50,0,0,Matches,997fff07
321,Babis Lykogiannis,gr GRE,DF,Bologna,28,1993,12.3,2,19,6,31.6,1.54,0.49,0.11,0.33,0,0,Matches,5efc5389
322,Giulio Maggiore,it ITA,MF,Salernitana,24,1998,9.9,0,6,0,0.0,0.60,0.00,0.00,,0,0,Matches,957e4c87
323,Giangiacomo Magnani,it ITA,DF,Hellas Verona,26,1995,17.0,0,7,2,28.6,0.41,0.12,0.00,0.00,0,0,Matches,cce9f582
324,Mike Maignan,fr FRA,GK,Milan,27,1995,22.0,0,0,0,,0.00,0.00,,,0,0,Matches,fcb38f57
325,Jordan Majchrzak,pl POL,FW,Roma,17,2004,0.2,0,0,0,,0.00,0.00,,,0,0,Matches,2e7dafe5
326,Jean-Victor Makengo,fr FRA,MF,Udinese,24,1998,8.9,0,7,0,0.0,0.78,0.00,0.00,,0,0,Matches,22bfb57e
327,Lorenzo Malagrida,it ITA,MF,Sampdoria,18,2003,1.2,0,2,2,100.0,1.65,1.65,0.00,0.00,0,0,Matches,2bffcbf2
328,Daniel Maldini,it ITA,FWMF,Spezia,20,2001,7.0,2,15,6,40.0,2.15,0.86,0.13,0.33,0,0,Matches,801831fe
329,Youssef Maleh,ma MAR,MF,Fiorentina,23,1998,3.3,0,7,0,0.0,2.12,0.00,0.00,,0,0,Matches,4c8845f7
330,Youssef Maleh,ma MAR,MF,Lecce,23,1998,7.5,0,6,1,16.7,0.80,0.13,0.00,0.00,0,0,Matches,4c8845f7
331,Ruslan Malinovskyi,ua UKR,MF,Atalanta,29,1993,6.1,1,19,6,31.6,3.09,0.98,0.05,0.17,0,0,Matches,48d5bd33
332,Gianluca Mancini,it ITA,DF,Roma,26,1996,31.8,1,22,5,22.7,0.69,0.16,0.05,0.20,0,0,Matches,5aa53281
333,Rolando Mandragora,it ITA,MF,Fiorentina,25,1997,21.7,2,38,5,13.2,1.75,0.23,0.05,0.40,0,0,Matches,c7259b83
334,Federico Marchetti,it ITA,GK,Spezia,39,1983,0.7,0,0,0,,0.00,0.00,,,0,0,Matches,f794b426
335,Riccardo Marchizza,it ITA,DF,Sassuolo,24,1998,3.1,0,0,0,,0.00,0.00,,,0,0,Matches,91d0fabf
336,Gian Marco Ferrari,it ITA,DF,Sassuolo,30,1992,24.7,1,8,1,12.5,0.32,0.04,0.13,1.00,0,0,Matches,8650af85
337,Pablo Marí,es ESP,DF,Monza,28,1993,27.6,1,10,2,20.0,0.36,0.07,0.10,0.50,0,0,Matches,aa54ec6f
338,Răzvan Marin,ro ROU,MF,Empoli,26,1996,28.2,2,33,8,24.2,1.17,0.28,0.06,0.25,0,0,Matches,7fac99d4
339,Marlon,br BRA,DF,Monza,26,1995,17.7,0,5,1,20.0,0.28,0.06,0.00,0.00,0,0,Matches,cdf65d12
340,Luca Marrone,it ITA,DF,Monza,32,1990,1.5,0,1,0,0.0,0.67,0.00,0.00,,0,0,Matches,ea468ea8
341,Lautaro Martínez,ar ARG,FW,Inter,24,1997,28.6,21,126,52,41.3,4.40,1.82,0.17,0.40,1,2,Matches,f7036e1c
342,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,26,1996,24.1,1,27,11,40.7,1.12,0.46,0.04,0.09,0,0,Matches,3ec3c1c9
343,Adam Marušić,me MNE,DF,Lazio,29,1992,30.7,0,17,7,41.2,0.55,0.23,0.00,0.00,0,0,Matches,d4535821
344,Adam Masina,ma MAR,DFMF,Udinese,28,1994,8.8,2,2,2,100.0,0.23,0.23,1.00,1.00,0,0,Matches,de0f152c
345,Nemanja Matić,rs SRB,MF,Roma,33,1988,20.6,2,11,4,36.4,0.53,0.19,0.18,0.50,0,0,Matches,eb7822d7
346,Luís Maximiano,pt POR,GK,Lazio,23,1999,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,3318286e
347,Pasquale Mazzocchi,it ITA,MF,Salernitana,27,1995,21.8,2,18,6,33.3,0.83,0.28,0.11,0.33,0,0,Matches,eb0ec070
348,Weston McKennie,us USA,MF,Juventus,23,1998,11.7,1,8,4,50.0,0.68,0.34,0.13,0.25,0,0,Matches,01c3aff5
349,Gary Medel,cl CHI,MFDF,Bologna,34,1987,16.4,0,2,0,0.0,0.12,0.00,0.00,,0,0,Matches,563a68ad
350,Soualiho Meïté,fr FRA,MF,Cremonese,28,1994,26.3,0,17,3,17.6,0.65,0.11,0.00,0.00,0,0,Matches,5cec2c74
351,Alex Meret,it ITA,GK,Napoli,25,1997,34.0,0,0,0,,0.00,0.00,,,0,0,Matches,9413b19f
352,Yıldırım Mert Çetin,tr TUR,DF,Lecce,25,1997,0.2,0,0,0,,0.00,0.00,,,0,0,Matches,c730da00
353,Junior Messias,br BRA,MF,Milan,31,1991,16.6,5,32,11,34.4,1.92,0.66,0.16,0.45,0,0,Matches,f49c4ae9
354,Tommaso Milanese,it ITA,MF,Cremonese,20,2002,0.3,0,0,0,,0.00,0.00,,,0,0,Matches,b2561711
355,Nikola Milenković,rs SRB,DF,Fiorentina,24,1997,23.7,2,19,6,31.6,0.80,0.25,0.11,0.33,0,0,Matches,bee704fc
356,Arkadiusz Milik,pl POL,FW,Juventus,28,1994,17.6,7,43,23,53.5,2.44,1.31,0.16,0.30,0,1,Matches,85613cf0
357,Sergej Milinković-Savić,rs SRB,MF,Lazio,27,1995,33.6,9,64,20,31.3,1.91,0.60,0.14,0.45,0,0,Matches,4e6dbac4
358,Vanja Milinković-Savić,rs SRB,GK,Torino,25,1997,38.0,0,0,0,,0.00,0.00,,,0,0,Matches,9fa26bc2
359,Kim Min-jae,kr KOR,DF,Napoli,25,1996,33.9,2,8,4,50.0,0.24,0.12,0.25,0.50,0,0,Matches,e0f8151c
360,Aleksei Miranchuk,ru RUS,MF,Torino,26,1995,23.2,4,40,16,40.0,1.72,0.69,0.10,0.25,0,0,Matches,a9aa0d1d
361,Antonio Mirante,it ITA,GK,Milan,39,1983,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,30223b33
362,Fabio Miretti,it ITA,MFFW,Juventus,18,2003,13.7,0,20,5,25.0,1.46,0.36,0.00,0.00,0,0,Matches,34693494
363,Filippo Missori,it ITA,MFDF,Roma,18,2004,2.0,0,0,0,,0.00,0.00,,,0,0,Matches,2d3d7c0d
364,Henrikh Mkhitaryan,am ARM,MF,Inter,33,1989,22.1,3,35,6,17.1,1.59,0.27,0.09,0.50,0,0,Matches,dd0daf32
365,Salvatore Molina,it ITA,MF,Monza,30,1992,2.5,0,1,0,0.0,0.39,0.00,0.00,,0,0,Matches,54ab971f
366,Daniele Montevago,it ITA,FW,Sampdoria,19,2003,2.6,0,7,1,14.3,2.73,0.39,0.00,0.00,0,0,Matches,ca73910d
367,Lorenzo Montipò,it ITA,GK,Hellas Verona,26,1996,37.0,0,0,0,,0.00,0.00,,,0,0,Matches,c1d95617
368,Nikola Moro,hr CRO,MF,Bologna,24,1998,13.6,1,21,3,14.3,1.54,0.22,0.05,0.33,0,0,Matches,ff579c7e
369,Dany Mota,pt POR,FWMF,Monza,24,1998,21.2,5,29,11,37.9,1.37,0.52,0.17,0.45,0,0,Matches,efc9e31f
370,João Moutinho,pt POR,DF,Spezia,24,1998,0.6,0,0,0,,0.00,0.00,,,0,0,Matches,a0aee24e
371,Mert Müldür,tr TUR,DF,Sassuolo,23,1999,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,1295552e
372,Luis Muriel,co COL,FWMF,Atalanta,31,1991,11.9,3,34,9,26.5,2.85,0.75,0.09,0.33,1,1,Matches,eb2fe5b6
373,Jeison Murillo,co COL,DF,Sampdoria,30,1992,11.7,0,3,1,33.3,0.26,0.09,0.00,0.00,0,0,Matches,b233e8e4
374,Nicola Murru,it ITA,DF,Sampdoria,27,1994,8.7,0,2,0,0.0,0.23,0.00,0.00,,0,0,Matches,d183e9d6
375,Juan Musso,ar ARG,GK,Atalanta,28,1994,23.1,0,0,0,,0.00,0.00,,,0,0,Matches,a111cf41
376,Joakim Mæhle,dk DEN,MF,Atalanta,25,1997,24.5,3,26,6,23.1,1.06,0.24,0.12,0.50,0,0,Matches,c459a650
377,Herculano Nabian,pt POR,FW,Empoli,18,2004,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,c39babc1
378,Michel Ndary Adopo,fr FRA,MFDF,Torino,22,2000,2.9,0,2,0,0.0,0.68,0.00,0.00,,0,0,Matches,599d91d0
