--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,,Performance,,,,,,,,,,,,,-additional
200,Sergio Floccari,it ITA,FW,SPAL,35,1981,9.8,0,0,0,13,23,12,11,1,12,1,0,0,Matches,df301450
201,Alessandro Florenzi,it ITA,DF,Roma,26,1991,26.5,2,0,0,15,14,3,143,45,33,0,0,0,Matches,e288d4b3
202,Seko Fofana,ci CIV,MF,Udinese,22,1995,20.8,4,1,0,28,17,0,10,27,18,2,0,0,Matches,5313ed43
203,Marco Fossati,it ITA,MF,Hellas Verona,24,1992,12.2,5,0,0,13,19,0,16,20,14,0,0,0,Matches,39bec070
204,Remo Freuler,ch SUI,MF,Atalanta,25,1992,33.4,4,1,0,43,46,1,42,29,60,0,0,0,Matches,98d2c2c4
205,Roberto Gagliardini,it ITA,MF,Inter,23,1994,22.1,8,0,0,44,35,1,13,47,51,0,0,0,Matches,ce30bfc8
206,Andrey Galabinov,bg BUL,FW,Genoa,28,1988,12.5,2,0,0,25,14,17,8,3,7,1,0,0,Matches,0a1efd3c
207,Alessandro Gamberini,it ITA,DF,Chievo,35,1981,20.2,2,0,0,8,11,0,0,18,10,0,2,0,Matches,8ec95452
208,Luca Garritano,it ITA,FWMF,Chievo,23,1994,2.1,0,0,0,2,4,1,14,2,2,0,0,0,Matches,1ceeae3e
209,Bruno Gaspar,ao ANG,DF,Fiorentina,24,1993,8.7,2,0,0,9,9,1,37,13,10,0,0,0,Matches,55ae91f0
210,Gianluca Gaudino,de GER,MF,Chievo,20,1996,0.2,0,0,0,1,1,0,2,0,0,0,0,0,Matches,0d72fbca
211,Marcello Gazzola,it ITA,DFMF,Sassuolo,32,1985,8.2,1,0,0,6,2,0,34,7,9,0,0,0,Matches,93390969
212,Santiago Gentiletti,ar ARG,DF,Genoa,32,1985,3.2,2,0,0,8,1,0,3,5,4,0,0,0,Matches,4ac07e1b
213,Gerson,br BRA,MFFW,Roma,20,1997,10.1,1,0,0,21,31,1,5,13,11,0,0,0,Matches,8827bf46
214,Faouzi Ghoulam,dz ALG,DF,Napoli,26,1991,10.9,1,0,0,10,7,2,64,13,4,0,0,0,Matches,c5adc293
215,Emanuele Giaccherini,it ITA,FWMF,Napoli,32,1985,0.7,2,0,0,1,2,0,2,0,1,1,0,0,Matches,1c50f354
216,Emanuele Giaccherini,it ITA,MFFW,Chievo,32,1985,10.0,4,0,0,8,16,2,37,6,4,0,0,0,Matches,1c50f354
217,Niccolò Giannetti,it ITA,FWMF,Cagliari,26,1991,3.3,3,0,0,7,10,4,3,1,4,0,0,0,Matches,d9e750e5
218,Massimo Gobbi,it ITA,DF,Chievo,36,1980,22.8,3,0,0,25,9,3,72,24,17,0,2,0,Matches,635b0bae
219,Edoardo Goldaniga,it ITA,DF,Sassuolo,23,1993,12.8,7,2,2,14,9,1,1,20,9,0,0,0,Matches,4b029b31
220,Pierluigi Gollini,it ITA,GK,Atalanta,22,1995,6.9,0,0,0,0,2,0,0,0,1,0,0,0,Matches,f0f7f62f
221,Papu Gómez,ar ARG,FWMF,Atalanta,29,1988,30.6,2,0,0,20,97,17,260,19,8,2,0,0,Matches,6e4df551
222,Alfred Gomis,sn SEN,GK,SPAL,23,1993,25.1,0,0,0,2,2,0,0,1,1,0,1,0,Matches,cecbce23
223,Maxime Gonalons,fr FRA,MF,Roma,28,1989,12.2,2,0,0,16,20,0,4,22,20,0,0,0,Matches,b8c1de25
224,Giancarlo González,cr CRC,DF,Bologna,29,1988,20.6,6,2,1,15,5,0,0,42,14,0,0,0,Matches,117beb8f
225,Robin Gosens,de GER,MF,Atalanta,23,1994,16.1,1,0,0,20,17,6,40,25,44,1,0,0,Matches,2d970560
226,Alberto Grassi,it ITA,MF,SPAL,22,1995,25.0,3,0,0,23,72,3,10,43,33,2,1,0,Matches,6cc97b6a
227,Andrew Gravillon,gp GLP,DF,Benevento,19,1998,0.9,0,0,0,2,2,0,0,3,1,0,0,0,Matches,49136c42
228,Guilherme,br BRA,MFFW,Benevento,26,1991,10.5,1,0,0,23,21,3,22,8,10,0,0,0,Matches,9e61c019
229,Samuel Gustafson,se SWE,MF,Torino,22,1995,0.9,0,0,0,3,0,0,2,1,3,0,0,0,Matches,b1e61f23
230,Bright Gyamfi,gh GHA,MFDF,Benevento,21,1996,3.6,1,0,0,5,1,0,12,8,2,0,0,0,Matches,251d982a
231,Nicolas Haas,ch SUI,MF,Atalanta,21,1996,1.9,0,0,0,2,1,0,2,0,0,0,0,0,Matches,fa449bba
232,Emil Hallfreðsson,is ISL,MF,Udinese,33,1984,8.5,5,0,0,20,13,0,18,21,15,0,0,1,Matches,86015b20
233,Marek Hamšík,sk SVK,MF,Napoli,30,1987,26.3,2,0,0,10,12,3,31,16,25,0,0,0,Matches,e6ad16b2
234,Samir Handanović,si SVN,GK,Inter,33,1984,38.0,0,0,0,1,2,0,0,0,0,0,1,0,Matches,74419746
235,Hans Hateboer,nl NED,MF,Atalanta,23,1994,26.6,3,0,0,27,18,5,55,30,26,0,0,0,Matches,3b333ac3
236,Filip Helander,se SWE,DF,Bologna,24,1993,27.8,6,0,0,27,12,0,0,38,36,0,0,0,Matches,27f0ddef
237,Dalbert Henrique,br BRA,DF,Inter,23,1993,5.9,0,0,0,6,5,0,19,12,11,0,0,0,Matches,f45f9427
238,Përparim Hetemaj,fi FIN,MF,Chievo,30,1986,26.8,9,0,0,59,89,0,83,36,50,1,2,1,Matches,90b70194
239,Thomas Heurtaux,fr FRA,DF,Hellas Verona,29,1988,15.5,4,1,1,12,8,0,0,38,11,1,0,0,Matches,32d1c24f
240,Gonzalo Higuaín,ar ARG,FW,Juventus,29,1987,31.3,4,0,0,19,48,32,16,6,20,1,0,0,Matches,8a08491a
241,Oscar Hiljemark,se SWE,MF,Genoa,25,1992,14.2,1,0,0,8,10,4,83,9,7,0,1,0,Matches,98e958af
242,Benedikt Höwedes,de GER,DF,Juventus,29,1988,2.7,1,0,0,3,2,0,2,6,2,0,0,0,Matches,d5c04323
243,Vitor Hugo,br BRA,DF,Fiorentina,26,1991,13.4,4,0,0,10,5,0,1,43,21,0,1,0,Matches,f2c1300a
244,Elseid Hysaj,al ALB,DF,Napoli,23,1994,34.7,3,1,0,27,18,2,52,42,45,0,2,0,Matches,2f3452eb
245,Mauro Icardi,ar ARG,FW,Inter,24,1993,32.9,2,0,0,15,24,29,9,7,2,2,0,0,Matches,43b78598
246,Pietro Iemmello,it ITA,FW,Benevento,25,1992,9.8,0,0,0,4,6,11,1,3,2,0,0,0,Matches,0861b8d6
247,Josip Iličić,si SVN,MFFW,Atalanta,29,1988,22.2,3,0,0,22,63,8,135,12,16,2,0,0,Matches,68252d6d
248,Ciro Immobile,it ITA,FW,Lazio,27,1990,29.8,3,1,0,25,36,44,16,0,2,4,0,0,Matches,4431aed2
249,Svante Ingelsson,se SWE,MF,Udinese,19,1998,3.6,0,0,0,4,3,1,8,5,5,0,0,0,Matches,4133cfcf
250,Roberto Inglese,it ITA,FW,Chievo,25,1991,30.9,3,0,0,38,24,42,17,7,20,1,0,0,Matches,6c1f7328
251,Lorenzo Insigne,it ITA,FW,Napoli,26,1991,34.3,4,0,0,14,34,35,72,19,17,0,0,0,Matches,2f557579
252,Artur Ioniță,md MDA,MF,Cagliari,26,1990,29.7,4,0,0,57,18,6,38,31,47,0,0,0,Matches,cedb3e36
253,Armando Izzo,it ITA,DF,Genoa,25,1992,15.4,2,0,0,13,34,0,16,31,23,0,0,0,Matches,89976232
254,Jakub Jankto,cz CZE,MFFW,Udinese,21,1996,29.5,5,0,0,33,31,9,117,17,19,1,0,0,Matches,1ea5f91c
255,Paweł Jaroszyński,pl POL,DFMF,Chievo,22,1994,9.0,3,0,0,10,4,0,47,18,12,0,0,0,Matches,958a601f
256,Juan Jesus,br BRA,DF,Roma,26,1991,18.4,4,1,0,19,9,1,5,41,32,0,1,0,Matches,79083382
257,Jorginho,it ITA,MF,Napoli,25,1991,29.4,5,0,0,31,19,0,22,59,42,0,0,0,Matches,45db685d
258,Mariano Julio Izco,ar ARG,MF,Crotone,34,1983,2.0,0,0,0,3,2,0,0,4,4,0,0,0,Matches,0d2bdb4b
259,Nikola Kalinić,hr CRO,FW,Milan,29,1988,20.1,3,0,0,41,46,18,1,3,6,2,0,0,Matches,d4931a5a
260,Mamadou Kanouté,sn SEN,MF,Benevento,23,1993,0.4,0,0,,1,,,,,,,,,Matches,3d5ed93d
261,Yann Karamoh,fr FRA,MFFW,Inter,19,1998,5.4,0,0,0,4,16,2,31,3,2,0,0,0,Matches,8b66d9cc
262,Rick Karsdorp,nl NED,DF,Roma,22,1995,0.9,0,0,0,0,1,0,2,1,1,0,0,0,Matches,9f84febe
263,Moise Kean,it ITA,FW,Hellas Verona,17,2000,12.6,5,0,0,15,12,12,12,5,7,0,0,0,Matches,3d50bcdb
264,Cheick Keita,ml MLI,DF,Bologna,21,1996,1.4,0,0,0,7,2,0,0,2,2,0,0,0,Matches,82f32d55
265,Franck Kessié,ci CIV,MF,Milan,20,1996,36.3,9,0,0,62,47,4,67,31,32,1,2,0,Matches,05e19d6a
266,Sami Khedira,de GER,MF,Juventus,30,1987,21.2,1,0,0,13,10,6,12,24,14,0,0,0,Matches,38ac43d3
267,Aleksandar Kolarov,rs SRB,DF,Roma,31,1985,34.0,3,0,0,28,40,3,291,59,44,2,1,0,Matches,eda40760
268,Kalidou Koulibaly,sn SEN,DF,Napoli,26,1991,34.1,5,1,0,41,9,1,2,41,44,0,2,0,Matches,da974c7b
269,Dawid Kownacki,pl POL,FW,Sampdoria,20,1997,9.1,0,0,0,14,16,1,16,1,7,1,0,0,Matches,be5e1c4c
270,Emil Krafth,se SWE,DF,Bologna,22,1994,10.5,2,0,0,7,11,1,11,16,16,0,1,0,Matches,77cf6852
271,Oliver Kragl,de GER,MF,Crotone,27,1990,1.1,0,0,0,2,3,0,2,3,1,0,0,0,Matches,1c17dfe0
272,Ladislav Krejčí,cz CZE,FW,Bologna,25,1992,4.4,0,0,0,1,3,0,9,2,3,0,0,0,Matches,58027adc
273,Jasmin Kurtić,si SVN,MFFW,SPAL,28,1989,16.0,5,0,0,22,30,1,37,15,19,0,0,0,Matches,144607cc
274,Jasmin Kurtić,si SVN,MF,Atalanta,28,1989,7.4,2,0,0,10,8,3,12,5,8,0,0,0,Matches,144607cc
275,Han Kwang-song,kp PRK,FW,Cagliari,18,1998,3.1,0,0,0,4,1,6,6,1,1,0,0,0,Matches,87243064
276,Eugenio Lamanna,it ITA,GK,Genoa,27,1989,1.0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,349601c3
277,Gianluca Lapadula,pe PER,FW,Genoa,27,1990,16.6,3,0,0,32,37,24,5,3,5,3,0,0,Matches,2ead2809
278,Danilo Larangeira,br BRA,DF,Udinese,33,1984,30.8,8,0,0,22,14,2,3,57,25,0,0,1,Matches,fed5f993
279,Kevin Lasagna,it ITA,FW,Udinese,24,1992,23.7,1,0,0,29,26,17,34,9,9,1,0,0,Matches,09538fdb
280,Vincent Laurini,fr FRA,DF,Fiorentina,28,1989,17.9,5,0,0,19,21,0,54,13,21,0,0,0,Matches,3535098b
281,Diego Laxalt,uy URU,MF,Genoa,24,1993,31.2,2,0,0,39,36,0,109,23,47,0,0,0,Matches,f26e3c59
282,Achraf Lazaar,ma MAR,MF,Benevento,25,1992,5.3,0,0,0,9,4,0,20,5,10,0,0,0,Matches,957d41d2
283,Darko Lazović,rs SRB,MF,Genoa,26,1990,13.8,2,0,0,8,9,0,83,13,12,0,1,0,Matches,5128bde4
284,Manuel Lazzari,it ITA,MF,SPAL,23,1993,34.6,4,0,0,23,83,3,171,36,43,0,1,0,Matches,02caf6e0
285,Lucas Leiva,br BRA,MF,Lazio,30,1987,32.0,9,0,0,44,27,1,9,73,80,0,0,0,Matches,4c78b5ed
286,Mauricio Lemos,uy URU,DF,Sassuolo,21,1995,7.8,2,0,0,9,3,0,2,9,9,0,0,0,Matches,dbe5a587
287,Mehdi Léris,dz ALG,FWMF,Chievo,19,1998,0.5,0,0,0,0,1,0,1,1,1,0,0,0,Matches,7d3cbc67
288,Gaetano Letizia,it ITA,DFMF,Benevento,27,1990,23.8,7,1,1,26,34,1,106,37,31,0,1,0,Matches,3dd45b70
289,Timo Letschert,nl NED,DF,Sassuolo,24,1993,4.6,0,0,0,5,4,0,0,8,11,0,0,0,Matches,be9938ed
290,Stephan Lichtsteiner,ch SUI,DFMF,Juventus,33,1984,18.9,6,0,0,26,27,4,46,15,27,0,0,0,Matches,99b1d0e6
291,Karol Linetty,pl POL,MF,Sampdoria,22,1995,23.8,8,0,0,39,30,1,15,27,51,0,0,0,Matches,d023d70f
292,Pol Lirola,es ESP,DFMF,Sassuolo,19,1997,22.5,2,0,0,8,16,4,82,30,22,0,0,0,Matches,ff800ed8
293,Adem Ljajić,rs SRB,MFFW,Torino,25,1991,24.1,2,0,0,7,17,2,84,8,11,0,0,0,Matches,2648e18f
294,Simone Lo Faso,it ITA,FW,Fiorentina,19,1998,0.4,0,0,0,0,2,0,0,1,0,0,0,0,Matches,51c614fd
295,Manuel Locatelli,it ITA,MF,Milan,19,1998,7.6,4,0,0,15,12,1,7,11,12,0,0,0,Matches,a8a874f1
296,Cristiano Lombardi,it ITA,MFFW,Benevento,21,1995,12.4,3,0,0,14,20,7,36,15,18,1,0,0,Matches,f124b4c9
297,Lisandro López,ar ARG,DF,Inter,27,1989,0.5,0,0,0,1,1,0,0,1,2,0,0,0,Matches,8320fe65
298,Maxi López,ar ARG,FW,Udinese,33,1984,18.7,1,0,0,30,22,16,8,2,8,1,1,0,Matches,ad469944
299,Fabio Lucioni,it ITA,DF,Benevento,29,1987,8.0,1,0,0,2,3,1,0,7,10,0,0,1,Matches,8efa621b
300,José Luis Palomino,ar ARG,DF,Atalanta,27,1990,22.0,3,0,0,33,14,0,8,36,40,0,0,0,Matches,921f6058
301,Everton Luiz,br BRA,MF,SPAL,29,1988,7.1,5,0,0,0,12,0,1,7,15,0,0,0,Matches,3799e138
302,Jordan Lukaku,be BEL,MF,Lazio,23,1994,15.1,2,0,0,18,5,6,72,14,14,0,0,0,Matches,0cd0e21b
303,Senad Lulić,ba BIH,MF,Lazio,31,1986,27.0,8,1,1,44,47,9,90,39,39,1,1,1,Matches,7fd58fe3
304,Lyanco,br BRA,DF,Torino,20,1997,3.5,0,0,0,3,7,0,0,7,8,0,0,0,Matches,b5bf1770
305,Babis Lykogiannis,gr GRE,MFDF,Cagliari,23,1993,7.6,2,0,0,9,13,0,30,18,12,0,0,0,Matches,5efc5389
306,Christian Maggio,it ITA,DF,Napoli,35,1982,7.1,0,0,0,5,15,0,16,13,11,1,0,0,Matches,31d7f557
307,Francesco Magnanelli,it ITA,MF,Sassuolo,32,1984,27.7,13,2,2,39,68,0,38,61,38,0,0,0,Matches,07767f42
308,Domenico Maietta,it ITA,DF,Bologna,34,1982,5.2,1,0,0,5,3,0,1,10,4,0,0,0,Matches,3d936ba9
309,Nikola Maksimović,rs SRB,DF,Napoli,25,1991,1.1,0,0,0,1,0,0,0,1,1,0,0,0,Matches,16b9d5cf
310,Gianluca Mancini,it ITA,DF,Atalanta,21,1996,7.6,6,1,1,14,7,3,3,16,12,0,0,0,Matches,5aa53281
311,Rolando Mandragora,it ITA,MF,Crotone,20,1997,36.0,8,0,0,55,61,2,42,75,61,0,1,0,Matches,c7259b83
312,Mario Mandžukić,hr CRO,FWMF,Juventus,31,1986,25.8,5,1,1,26,33,13,19,24,27,0,0,0,Matches,afa0d4e0
313,Kostas Manolas,gr GRE,DF,Roma,26,1991,26.0,0,0,0,20,18,2,0,51,18,0,2,0,Matches,c707411f
314,Gabriele Marchegiani,it ITA,GK,SPAL,21,1996,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,8cf63012
315,Claudio Marchisio,it ITA,MF,Juventus,31,1986,9.1,1,0,0,7,3,0,4,4,9,0,0,0,Matches,e304acd5
316,Gian Marco Ferrari,it ITA,DF,Sampdoria,25,1992,29.4,4,0,0,18,11,0,2,30,8,0,2,0,Matches,8650af85
317,João Mário,pt POR,MF,Inter,24,1993,6.2,0,0,0,6,12,2,30,5,4,1,0,0,Matches,f0021247
318,Bruno Martella,it ITA,DF,Crotone,24,1992,29.1,3,0,0,7,9,1,118,51,20,0,0,0,Matches,1e12c53b
319,Adam Marušić,me MNE,MF,Lazio,24,1992,28.0,3,1,0,25,16,6,101,33,23,1,0,0,Matches,d4535821
320,Andrea Masiello,it ITA,DF,Atalanta,31,1986,30.1,5,0,0,23,10,5,6,80,41,0,0,0,Matches,e0314d87
321,Adam Masina,ma MAR,DFMF,Bologna,23,1994,31.4,8,1,0,53,23,4,44,56,60,0,2,0,Matches,de0f152c
322,Ryder Matos,br BRA,MF,Udinese,24,1993,1.9,0,0,0,1,3,0,3,2,1,0,0,0,Matches,7280b54f
323,Ryder Matos,br BRA,FWMF,Hellas Verona,24,1993,10.9,1,0,0,10,31,9,19,4,17,0,0,0,Matches,7280b54f
324,Alessandro Matri,it ITA,FW,Sassuolo,32,1984,10.2,1,0,0,6,17,13,6,0,1,3,0,0,Matches,58d97e77
325,Federico Mattiello,it ITA,MF,SPAL,22,1995,24.5,8,1,1,41,43,2,53,67,37,0,0,0,Matches,fba81826
326,Blaise Matuidi,fr FRA,MF,Juventus,30,1987,26.2,3,0,0,43,24,4,23,30,33,1,0,0,Matches,c0cddebe
327,José Mauri,it ITA,MF,Milan,21,1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,644faf10
328,Maurício,br BRA,DF,Lazio,28,1988,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,d5bd1abc
329,Luca Mazzitelli,it ITA,MF,Sassuolo,21,1995,11.3,4,0,0,32,19,0,16,26,25,0,1,0,Matches,dc61b402
330,Ibrahima Mbaye,sn SEN,DF,Bologna,22,1994,19.6,5,1,1,28,31,2,16,29,36,0,1,1,Matches,cfbf9881
331,Iuri Medeiros,pt POR,FW,Genoa,23,1994,7.1,1,0,0,3,10,4,33,3,6,1,0,0,Matches,97e2aa67
332,Riccardo Meggiorini,it ITA,FW,Chievo,31,1985,8.7,2,0,0,16,26,15,12,2,6,0,0,0,Matches,2ec0f902
333,Ledian Memushaj,al ALB,MF,Benevento,30,1986,14.0,3,0,0,18,25,0,30,12,20,0,0,0,Matches,8011fcf6
334,Alex Meret,it ITA,GK,SPAL,20,1997,12.9,0,0,0,1,0,0,0,0,0,0,1,0,Matches,9413b19f
335,Dries Mertens,be BEL,FW,Napoli,30,1987,33.4,4,0,0,35,43,14,32,6,22,2,0,0,Matches,89b2c8a9
336,Senna Miangue,be BEL,MFDF,Cagliari,20,1997,8.9,3,1,1,14,3,2,44,7,5,0,0,0,Matches,42591ed0
337,Francesco Migliore,it ITA,MF,Genoa,29,1988,3.7,1,0,0,7,1,0,9,4,5,0,0,0,Matches,1a584cb2
338,Nikola Milenković,rs SRB,DF,Fiorentina,19,1997,13.9,2,1,1,22,8,0,2,24,25,0,0,0,Matches,bee704fc
339,Arkadiusz Milik,pl POL,FW,Napoli,23,1994,5.0,2,0,0,7,7,1,2,2,1,0,0,0,Matches,85613cf0
340,Sergej Milinković-Savić,rs SRB,MF,Lazio,22,1995,31.6,8,0,0,57,52,9,38,35,41,2,1,0,Matches,4e6dbac4
341,Vanja Milinković-Savić,rs SRB,GK,Torino,20,1997,1.0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,9fa26bc2
342,Miranda,br BRA,DF,Inter,32,1984,30.3,8,0,0,23,27,0,4,37,36,0,0,0,Matches,314f2124
343,Antonio Mirante,it ITA,GK,Bologna,34,1983,33.0,5,0,0,5,1,0,0,0,0,0,0,1,Matches,30223b33
344,Simone Missiroli,it ITA,MF,Sassuolo,31,1986,32.4,4,0,0,34,47,3,20,72,39,0,0,0,Matches,331c0a43
345,Cristian Molinaro,it ITA,DF,Torino,34,1983,17.4,2,0,0,24,19,2,34,27,29,0,2,0,Matches,1c8c5aed
346,Riccardo Montolivo,it ITA,MF,Milan,32,1985,12.1,3,1,0,14,12,0,4,20,18,0,0,0,Matches,b746d309
347,Luca Mora,it ITA,MF,SPAL,29,1988,10.4,5,0,0,21,23,1,24,7,14,1,0,0,Matches,42fff925
348,Héctor Moreno,mx MEX,DF,Roma,29,1988,2.6,0,0,0,2,5,0,1,3,2,0,0,0,Matches,5d311e8d
349,Emiliano Moretti,it ITA,DF,Torino,36,1981,19.8,6,0,0,17,17,0,0,24,20,0,1,0,Matches,55667895
350,Alessandro Murgia,it ITA,MF,Lazio,20,1996,8.6,3,1,0,14,24,1,8,16,12,0,0,0,Matches,fb2c533b
351,Nicola Murru,it ITA,DF,Sampdoria,22,1994,16.1,4,0,0,23,14,0,53,19,34,0,1,0,Matches,d183e9d6
352,Mateo Musacchio,ar ARG,DF,Milan,26,1990,13.4,2,0,0,12,4,2,1,15,15,0,0,0,Matches,91899ca8
353,Yūto Nagatomo,jp JPN,DF,Inter,30,1986,8.8,1,0,0,13,10,0,10,10,7,0,0,0,Matches,4b6960d2
354,Ádám Nagy,hu HUN,MF,Bologna,22,1995,7.9,1,0,0,8,6,0,5,7,11,0,0,0,Matches,788b31e2
355,Radja Nainggolan,be BEL,MF,Roma,29,1988,29.0,8,1,1,37,54,3,81,21,36,0,0,0,Matches,1f9328da
356,Andrea Nalini,it ITA,FWMF,Crotone,27,1990,18.2,2,0,0,45,29,19,48,19,36,2,0,0,Matches,65c75ea8
357,Nani,pt POR,FW,Lazio,30,1986,4.3,2,0,0,8,7,0,16,2,6,1,0,0,Matches,15e9c7e6
358,M'Baye Niang,sn SEN,FWMF,Torino,22,1994,17.0,5,0,0,41,35,15,37,15,23,0,0,0,Matches,2054d037
359,Nicolas Nkoulou,cm CMR,DF,Torino,27,1990,36.2,4,0,0,41,30,0,2,61,39,0,2,0,Matches,93cf32a8
360,Bram Nuytinck,nl NED,DF,Udinese,27,1990,26.2,2,0,0,28,7,0,5,45,42,0,0,0,Matches,e33f36d5
361,Simeon Nwankwo,ng NGA,FW,Crotone,25,1992,13.5,1,0,0,29,28,10,3,1,8,0,0,0,Matches,80dbbd10
362,Joel Obi,ng NGA,MF,Torino,26,1991,13.9,3,0,0,26,22,3,17,25,24,0,0,0,Matches,614c38fb
363,Marios Oikonomou,gr GRE,DF,SPAL,24,1992,1.9,2,1,1,4,1,0,0,3,3,0,0,0,Matches,3b9858f5
364,Orji Okwonkwo,ng NGA,FW,Bologna,19,1998,2.9,2,0,0,5,1,4,5,1,4,0,0,0,Matches,905a4f61
365,Maximiliano Olivera,uy URU,DF,Fiorentina,25,1992,4.6,1,0,0,8,4,1,19,10,10,0,0,0,Matches,32a33c68
366,Stephane Omeonga,be BEL,MF,Genoa,21,1996,8.9,2,1,0,11,7,0,15,6,16,0,0,0,Matches,72c803a0
367,Riccardo Orsolini,it ITA,FWMF,Atalanta,20,1997,1.4,0,0,0,3,4,2,8,0,1,1,0,0,Matches,e14ec482
368,Riccardo Orsolini,it ITA,FWMF,Bologna,20,1997,3.8,0,0,0,8,9,2,10,4,6,0,0,0,Matches,e14ec482
369,Adam Ounas,dz ALG,FWMF,Napoli,20,1996,1.1,0,0,0,0,1,0,7,0,2,1,0,0,Matches,ed90babd
370,Simone Padoin,it ITA,MFDF,Cagliari,33,1984,34.5,4,0,0,22,29,2,102,23,22,0,0,0,Matches,5eb72339
371,Rodrigo Palacio,ar ARG,FWMF,Bologna,35,1982,22.9,9,0,0,40,53,19,57,12,21,0,0,0,Matches,8d8178ac
372,Raffaele Palladino,it ITA,MFFW,Genoa,33,1984,2.6,1,0,0,3,0,0,15,0,1,0,0,0,Matches,961a4174
373,Emerson Palmieri,it ITA,DFMF,Roma,22,1994,0.2,0,0,0,0,0,0,1,0,0,0,0,0,Matches,e0bc6fdc
374,Simone Palombi,it ITA,FW,Lazio,21,1996,0.7,0,0,0,0,0,0,1,1,0,0,0,0,Matches,d0e6399c
375,Alberto Paloschi,it ITA,FW,SPAL,27,1990,24.3,2,0,0,38,24,25,9,4,6,1,0,0,Matches,b5cae4e6
376,Goran Pandev,mk MKD,FW,Genoa,34,1983,20.0,4,1,0,28,47,7,21,5,9,1,0,0,Matches,d711d04f
377,Vittorio Parigini,it ITA,MFFW,Benevento,21,1996,9.5,2,0,0,17,16,5,44,6,13,0,1,0,Matches,75efed2e
378,Marco Parolo,it ITA,MF,Lazio,32,1985,29.0,4,1,1,36,13,3,28,42,37,0,1,0,Matches,ed5886d2
379,Patric,es ESP,DFMF,Lazio,24,1993,6.6,1,1,0,4,0,2,12,5,6,0,1,0,Matches,f7223718
380,Daniel Pavlović,ba BIH,DF,Sampdoria,29,1988,1.0,0,0,0,1,0,0,4,0,1,0,0,0,Matches,47146acb
381,Daniel Pavlović,ba BIH,DFMF,Crotone,29,1988,8.4,0,0,0,6,1,0,36,7,3,0,1,0,Matches,47146acb
382,Leonardo Pavoletti,it ITA,FW,Cagliari,28,1988,30.2,8,0,0,76,32,29,3,14,15,1,2,0,Matches,d37b0350
383,Giampaolo Pazzini,it ITA,FW,Hellas Verona,32,1984,11.0,1,0,0,21,23,8,3,2,4,0,0,0,Matches,6ca663b4
384,João Pedro,it ITA,MFFW,Cagliari,25,1992,18.4,6,1,0,32,45,2,24,9,9,1,0,0,Matches,81255c03
385,Gianluca Pegolo,it ITA,GK,Sassuolo,36,1981,1.2,0,0,0,0,0,0,0,0,0,0,0,1,Matches,f058ed1f
386,Pietro Pellegri,it ITA,FW,Genoa,16,2001,3.1,2,0,0,10,3,4,1,3,0,0,0,0,Matches,a44d3a3c
387,Lorenzo Pellegrini,it ITA,MF,Roma,21,1996,20.0,2,1,0,28,32,2,77,40,23,0,0,0,Matches,4a5a45c7
388,Sergio Pellissier,it ITA,FW,Chievo,38,1979,6.2,1,0,0,5,11,8,4,0,3,0,0,0,Matches,878ee034
389,Federico Peluso,it ITA,DF,Sassuolo,33,1984,28.8,10,0,0,34,18,2,57,46,35,0,1,0,Matches,4f2908e5
390,Pedro Pereira,pt POR,MF,Genoa,19,1998,4.2,2,0,0,6,1,0,16,4,4,0,0,0,Matches,c77be0cf
391,Bruno Peres,br BRA,DF,Roma,27,1990,12.8,1,0,0,13,11,0,57,21,17,0,0,0,Matches,852351df
392,Stipe Perica,hr CRO,FWMF,Udinese,22,1995,10.5,6,0,0,24,25,5,4,4,5,0,0,0,Matches,269b4638
393,Mattia Perin,it ITA,GK,Genoa,24,1992,37.0,1,0,0,0,6,0,1,1,0,0,0,0,Matches,4c62d0c8
394,Ivan Perišić,hr CRO,MF,Inter,28,1989,36.8,4,0,0,27,20,27,199,46,31,0,0,1,Matches,6fe90922
395,Diego Perotti,ar ARG,FWMF,Roma,29,1988,17.9,0,0,0,12,32,5,123,12,18,1,0,0,Matches,a40d5a0c
396,Andrea Petagna,it ITA,FW,Atalanta,22,1995,18.0,6,0,0,25,37,8,21,4,3,1,1,0,Matches,03f946ed
397,Bruno Petković,hr CRO,FW,Hellas Verona,22,1994,10.2,1,0,0,16,21,3,8,8,11,0,0,0,Matches,24228180
398,Bruno Petković,hr CRO,FW,Bologna,22,1994,3.7,3,0,0,6,16,2,3,3,7,0,0,0,Matches,24228180
399,Germán Pezzella,ar ARG,DF,Fiorentina,26,1991,33.1,12,0,0,52,26,1,2,66,47,1,2,0,Matches,8c725b43
400,Giuseppe Pezzella,it ITA,MFDF,Udinese,19,1997,10.0,3,1,0,13,9,1,45,7,11,0,2,0,Matches,149c5f5d
401,Nicholas Pierini,it ITA,FWMF,Sassuolo,18,1998,0.5,0,0,0,0,0,0,1,1,1,0,0,0,Matches,7cc89a5f
402,Andrea Pinamonti,it ITA,FW,Inter,18,1999,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches,08aa9cd1
