--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,Playing Time,,,,,Starts,,,Subs,,,Team Success,,,,,,,-additional
168,Andrea Cossu,it ITA,MF,Cagliari,37,1980,11,243,22,7.1,2.7,2,,0,9,,20,0.55,1,7,-6,-2.22,-1.60,Matches,70fd593e
169,Andrea Costa,it ITA,DF,Benevento,31,1986,16,1375,86,40.2,15.3,16,,13,0,,5,0.44,11,34,-23,-1.51,-0.27,Matches,f5e9a8bd
170,Douglas Costa,br BRA,FWMF,Juventus,26,1990,31,1795,58,52.5,19.9,18,,8,13,,6,2.45,49,8,+41,+2.06,+0.89,Matches,4fa7cb9b
171,Filippo Costa,it ITA,MF,SPAL,22,1995,23,1473,64,43.1,16.4,14,,8,9,,5,0.91,15,21,-6,-0.37,+0.28,Matches,00528660
172,Angelo da Costa Júnior,br BRA,GK,Bologna,33,1983,4,360,90,10.5,4.0,4,,4,0,,24,0.75,3,5,-2,-0.50,-0.21,Matches,18736214
173,Alessio Cragno,it ITA,GK,Cagliari,23,1994,29,2536,87,74.2,28.2,29,,27,0,,5,0.90,21,47,-26,-0.92,-0.72,Matches,f554e29b
174,Luca Crecco,it ITA,MF,Lazio,21,1995,0,,,,,0,,0,0,,10,,,,,,,Matches,c7f24d4b
175,Michele Cremonesi,it ITA,DF,SPAL,29,1988,5,385,77,11.3,4.3,4,,3,1,,16,1.20,5,8,-3,-0.70,-0.20,Matches,53636fce
176,Lorenzo Crisetig,it ITA,MF,Bologna,24,1993,8,558,70,16.3,6.2,6,,4,2,,28,0.88,5,10,-5,-0.81,-0.59,Matches,f54dfca8
177,Bryan Cristante,it ITA,MF,Atalanta,22,1995,36,2824,78,82.6,31.4,33,,19,3,,2,1.56,48,33,+15,+0.48,+0.03,Matches,16657b95
178,Sebastián Cristóforo,uy URU,MF,Fiorentina,23,1993,7,268,38,7.8,3.0,3,,1,4,,31,2.14,5,6,-1,-0.34,-0.59,Matches,3c05c659
179,Giovanni Crociata,it ITA,FW,Crotone,19,1997,11,290,26,8.5,3.2,2,,0,9,,26,0.36,2,3,-1,-0.31,+0.41,Matches,8c964914
180,Luca Crosta,it ITA,GK,Cagliari,19,1998,1,90,90,2.6,1.0,1,,1,0,,32,0.00,0,3,-3,-3.00,-2.32,Matches,a4ec7d09
181,Juan Cuadrado,co COL,MFFW,Juventus,29,1988,21,1353,64,39.6,15.0,15,,6,6,,3,2.43,38,14,+24,+1.60,-0.06,Matches,0ab1f153
182,Giuseppe Cuomo,it ITA,DF,Crotone,19,1998,0,,,,,0,,0,0,,3,,,,,,,Matches,ae5b04fe
183,Patrick Cutrone,it ITA,FW,Milan,19,1998,28,1503,54,43.9,16.7,17,,3,11,,10,1.71,31,20,+11,+0.66,+0.52,Matches,a4fe8cda
184,Marco D'Alessandro,it ITA,MFFW,Benevento,26,1991,16,1043,65,30.5,11.6,12,,7,4,,3,0.63,10,20,-10,-0.86,+0.69,Matches,060606ec
185,Danilo D'Ambrosio,it ITA,DF,Inter,28,1988,34,2979,88,87.1,33.1,34,,27,0,,1,1.94,58,28,+30,+0.91,-0.32,Matches,44eb9093
186,Bryan Dabo,bf BFA,MF,Fiorentina,25,1992,10,591,59,17.3,6.6,6,,5,4,,5,1.70,11,11,0,0.00,-0.25,Matches,c53083ad
187,Riccardo Daga,it ITA,GK,Cagliari,17,2000,0,,,,,0,,0,0,,14,,,,,,,Matches,76d2974a
188,Dario Dainelli,it ITA,DF,Chievo,38,1979,21,1507,72,44.1,16.7,17,,13,4,,13,1.33,16,24,-8,-0.48,+0.23,Matches,3858e611
189,Felipe dal Belo,br BRA,DF,SPAL,33,1984,30,2573,86,75.2,28.6,30,,27,0,,5,0.87,25,41,-16,-0.56,-0.13,Matches,8cea6319
190,Andrea Danzi,it ITA,MF,Hellas Verona,18,1999,5,393,79,11.5,4.4,4,,4,1,,5,0.00,3,10,-7,-1.60,-0.38,Matches,263b855a
191,Manuel De Luca,it ITA,FW,Torino,19,1998,0,,,,,0,,0,0,,12,,,,,,,Matches,60e3603d
192,Sebastien De Maio,fr FRA,DF,Bologna,30,1987,26,2053,79,60.0,22.8,22,,20,4,,10,1.12,22,30,-8,-0.35,-0.09,Matches,952a03fe
193,Rodrigo De Paul,ar ARG,FWMF,Udinese,23,1994,37,2319,63,67.8,25.8,25,,14,12,,1,1.08,27,44,-17,-0.66,-0.82,Matches,162efffd
194,Daniele De Rossi,it ITA,MF,Roma,34,1983,22,1829,83,53.5,20.3,21,,14,1,,9,2.14,31,10,+21,+1.03,+0.35,Matches,532d2690
195,Mattia De Sciglio,it ITA,DF,Juventus,24,1992,12,968,81,28.3,10.8,10,,9,2,,11,2.50,21,1,+20,+1.86,+0.32,Matches,ae4e2852
196,Lorenzo De Silvestri,it ITA,DFMF,Torino,29,1988,35,2955,84,86.4,32.8,35,,28,0,,2,1.43,45,34,+11,+0.34,+0.92,Matches,e74f0e59
197,Grégoire Defrel,mq MTQ,FW,Roma,26,1991,15,485,32,14.2,5.4,5,,0,10,,6,1.80,11,8,+3,+0.56,-0.36,Matches,854ee61a
198,Alessandro Deiola,it ITA,MF,Cagliari,21,1995,13,449,35,13.1,5.0,4,,1,9,,15,0.85,2,8,-6,-1.20,-0.54,Matches,7f267d66
199,Mattia Del Favero,it ITA,GK,Juventus,19,1998,0,,,,,0,,0,0,,4,,,,,,,Matches,cd837326
200,Lorenzo Del Pinto,it ITA,MF,Benevento,27,1990,15,760,51,22.2,8.4,7,,5,8,,22,0.20,4,17,-13,-1.54,-0.25,Matches,081b6080
201,Ferdinando Del Sole,it ITA,MF,Juventus,19,1998,0,,,,,0,,0,0,,1,,,,,,,Matches,e6bddd1f
202,Cristian Dell'Orco,it ITA,DF,Sassuolo,23,1994,8,421,53,12.3,4.7,5,,4,3,,10,2.25,8,6,+2,+0.43,+1.39,Matches,b0243215
203,Fabio Della Giovanna,it ITA,DF,SPAL,20,1997,0,,,,,0,,0,0,,2,,,,,,,Matches,40872399
204,Enrico Delprato,it ITA,DFMF,Atalanta,17,1999,0,,,,,0,,0,0,,4,,,,,,,Matches,4c6f9258
205,Fabio Depaoli,it ITA,MFDF,Chievo,20,1997,19,1192,63,34.9,13.2,13,,7,6,,18,1.11,9,20,-11,-0.83,-0.35,Matches,d97f2e8d
206,Gregory van der Wiel,nl NED,MFDF,Cagliari,29,1988,5,288,58,8.4,3.2,3,,2,2,,9,0.20,2,4,-2,-0.62,+0.12,Matches,2fb3ad46
207,Daniele Dessena,it ITA,MF,Cagliari,30,1987,17,573,34,16.8,6.4,7,,1,10,,13,1.18,3,11,-8,-1.26,-0.62,Matches,02b2937c
208,Mattia Destro,it ITA,FW,Bologna,26,1991,26,1617,62,47.3,18.0,19,,11,7,,7,1.12,22,23,-1,-0.06,+0.49,Matches,d7d32194
209,Gianluca Di Chiara,it ITA,DF,Benevento,23,1993,13,1007,77,29.4,11.2,11,,9,2,,8,0.31,6,29,-23,-2.06,-1.01,Matches,68852c0a
210,Federico Di Francesco,it ITA,FWMF,Bologna,23,1994,24,1591,66,46.5,17.7,20,,8,4,,6,0.88,19,21,-2,-0.11,+0.38,Matches,1fca9171
211,Davide Di Gennaro,it ITA,FWMF,Lazio,29,1988,2,11,6,0.3,0.1,0,,0,2,,20,3.00,1,0,+1,+8.18,+7.15,Matches,951a4ee4
212,Cheick Diabaté,ml MLI,FW,Benevento,29,1988,11,664,60,19.4,7.4,7,,5,4,,3,1.18,9,10,-1,-0.14,+1.50,Matches,95cfe655
213,Moussa Diaby,fr FRA,FW,Crotone,18,1999,2,69,35,2.0,0.8,1,,0,1,,11,0.50,0,1,-1,-1.30,-0.63,Matches,aeed5c06
214,Tiago Dias,pt POR,FW,Milan,19,1998,0,,,,,0,,0,0,,2,,,,,,,Matches,b2f12baf
215,Amadou Diawara,gn GUI,MF,Napoli,20,1997,18,655,36,19.2,7.3,5,,5,13,,20,2.78,19,8,+11,+1.51,+0.31,Matches,bf309d24
216,Berat Djimsiti,al ALB,DF,Benevento,24,1993,30,2700,90,78.9,30.0,30,,30,0,,5,0.70,30,61,-31,-1.03,+1.47,Matches,6eee05f1
217,Franck Djoulou,ci CIV,FW,Udinese,18,1999,0,,,,,0,,0,0,,2,,,,,,,Matches,a5443b3d
218,Dodô,br BRA,DF,Sampdoria,25,1992,0,,,,,0,,0,0,,4,,,,,,,Matches,99931185
219,Andrea Donadello,it ITA,DF,Udinese,17,2000,0,,,,,0,,0,0,,2,,,,,,,Matches,81d1603c
220,Alessio Donnarumma,it ITA,MF,Benevento,19,1998,0,,,,,0,,0,0,,2,,,,,,,Matches,5844be36
221,Antonio Donnarumma,it ITA,GK,Milan,27,1990,0,,,,,0,,0,0,,38,,,,,,,Matches,a4bd9edd
222,Gianluigi Donnarumma,it ITA,GK,Milan,18,1999,38,3420,90,100.0,38.0,38,,38,0,,0,1.68,56,42,+14,+0.37,,Matches,08f5afaa
223,Godfred Donsah,gh GHA,MF,Bologna,21,1996,28,1794,64,52.5,19.9,20,,13,8,,5,1.14,24,27,-3,-0.15,+0.35,Matches,384dd218
224,Bartłomiej Drągowski,pl POL,GK,Fiorentina,19,1997,3,217,72,6.3,2.4,1,,1,2,,33,0.00,3,8,-5,-2.07,-2.44,Matches,085e71a7
225,Boukary Dramé,sn SEN,MF,SPAL,32,1985,5,95,19,2.8,1.1,1,,0,4,,10,1.00,0,3,-3,-2.84,-2.38,Matches,a5cd894b
226,Alfred Duncan,gh GHA,MF,Sassuolo,24,1993,26,1947,75,56.9,21.6,23,,12,3,,6,1.27,14,30,-16,-0.74,+0.12,Matches,528492ea
227,Noë Dussenne,be BEL,DF,Crotone,25,1992,1,84,84,2.5,0.9,0,,0,1,,0,0.00,0,2,-2,-2.14,-1.50,Matches,8b9b8e43
228,Paulo Dybala,ar ARG,MFFW,Juventus,23,1993,33,2353,71,68.8,26.1,26,,17,7,,1,2.42,61,19,+42,+1.61,-0.08,Matches,e0921a4f
229,Edin Džeko,ba BIH,FW,Roma,31,1986,36,3018,84,88.2,33.5,33,,29,3,,1,1.97,55,23,+32,+0.95,+0.73,Matches,3bb7f478
230,Blerim Džemaili,ch SUI,MF,Bologna,31,1986,15,1193,80,34.9,13.3,14,,11,1,,1,0.93,13,14,-1,-0.08,+0.37,Matches,756959aa
231,Éder,it ITA,FW,Inter,30,1986,29,800,28,23.4,8.9,4,,4,25,,9,1.90,15,6,+9,+1.01,+0.09,Matches,5a325298
232,Simone Edera,it ITA,MFFW,Torino,20,1997,14,327,23,9.6,3.6,2,,0,12,,18,1.36,6,5,+1,+0.28,+0.07,Matches,8697c095
233,Salvatore Elia,it ITA,MF,Atalanta,18,1999,0,,,,,0,,0,0,,2,,,,,,,Matches,e9ca1b91
234,Xian Emmers,be BEL,MF,Inter,18,1999,0,,,,,0,,0,0,,3,,,,,,,Matches,16d887db
235,Mirko Eramo,it ITA,MF,Benevento,28,1989,0,,,,,0,,0,0,,1,,,,,,,Matches,d19fd132
236,Emanuel Ercolano,it ITA,DF,Sampdoria,14,2002,0,,,,,0,,0,0,,1,,,,,,,Matches,ad52cc87
237,Salvatore Esposito,it ITA,MF,SPAL,16,2000,0,,,,,0,,0,0,,6,,,,,,,Matches,5cf5c9ad
238,Ewandro,br BRA,FWMF,Udinese,21,1996,0,,,,,0,,0,0,,10,,,,,,,Matches,ab11c58a
239,Valentin Eysseric,fr FRA,MFFW,Fiorentina,25,1992,21,706,34,20.6,7.8,8,,2,13,,16,1.38,13,14,-1,-0.13,-0.43,Matches,ae82fa48
240,Diego Falcinelli,it ITA,FW,Fiorentina,26,1991,12,440,37,12.9,4.9,3,,1,9,,3,1.92,6,3,+3,+0.61,+0.46,Matches,a39b9ef6
241,Diego Falcinelli,it ITA,FW,Sassuolo,26,1991,20,1314,66,38.4,14.6,15,,6,5,,2,0.95,11,19,-8,-0.55,+0.39,Matches,a39b9ef6
242,Cesar Falletti,uy URU,FW,Bologna,24,1992,13,321,25,9.4,3.6,1,,0,12,,15,0.69,2,2,0,0.00,+0.35,Matches,00823e9a
243,Iago Falque,es ESP,FWMF,Torino,27,1990,37,2821,76,82.5,31.3,34,,14,3,,0,1.46,47,33,+14,+0.45,+1.35,Matches,440c84ed
244,Paolo Faragò,it ITA,MFDF,Cagliari,24,1993,35,2457,70,71.8,27.3,25,,24,10,,1,1.09,27,46,-19,-0.70,+0.15,Matches,9085dd7c
245,Davide Faraoni,it ITA,DFMF,Crotone,25,1991,28,1754,63,51.3,19.5,18,,13,10,,10,0.93,21,32,-11,-0.56,+0.25,Matches,aae9d04a
246,Mohamed Fares,dz ALG,DFFW,Hellas Verona,21,1996,30,2604,87,76.1,28.9,29,,27,1,,1,0.70,25,57,-32,-1.11,+0.66,Matches,b7a5bc86
247,Diego Farias,br BRA,FW,Cagliari,27,1990,28,1609,57,47.0,17.9,14,,7,14,,3,1.21,19,26,-7,-0.39,+0.65,Matches,157d29b6
248,Federico Fazio,ar ARG,DF,Roma,30,1987,34,2922,86,85.4,32.5,32,,32,2,,2,2.00,53,25,+28,+0.86,-0.04,Matches,4e358a2d
249,Luiz Felipe,it ITA,DF,Lazio,20,1997,18,1168,65,34.2,13.0,12,,11,6,,19,2.06,27,14,+13,+1.00,-0.08,Matches,15d0c248
250,Erick Ferigra,ec ECU,DF,Torino,18,1999,0,,,,,0,,0,0,,3,,,,,,,Matches,67cddecb
251,Alex Ferrari,it ITA,DF,Hellas Verona,23,1994,25,2136,85,62.5,23.7,25,,22,0,,1,0.72,19,47,-28,-1.18,+0.22,Matches,d0dbca9f
252,Manuel Ferrini,it ITA,DF,Sassuolo,19,1998,0,,,,,0,,0,0,,4,,,,,,,Matches,dc929af7
253,Marco Festa,it ITA,GK,Crotone,25,1992,0,,,,,0,,0,0,,35,,,,,,,Matches,c195ae4a
254,Giacomo Figliuzzi,it ITA,GK,Crotone,16,2000,0,,,,,0,,0,0,,1,,,,,,,Matches,cb840680
255,Gian Filippo Felicioli,it ITA,MFDF,Hellas Verona,19,1997,6,277,46,8.1,3.1,2,,1,4,,24,0.50,1,6,-5,-1.62,-0.39,Matches,ff219f73
256,Alessandro Fiordaliso,it ITA,DF,Torino,18,1999,0,,,,,0,,0,0,,3,,,,,,,Matches,788fff85
257,Sergio Floccari,it ITA,FW,SPAL,35,1981,20,883,44,25.8,9.8,9,,4,11,,7,1.25,9,14,-5,-0.51,+0.02,Matches,df301450
258,Alessandro Florenzi,it ITA,DF,Roma,26,1991,32,2387,75,69.8,26.5,26,,20,6,,5,2.09,45,19,+26,+0.98,+0.37,Matches,e288d4b3
259,Seko Fofana,ci CIV,MF,Udinese,22,1995,27,1868,69,54.6,20.8,22,,12,5,,7,0.96,28,39,-11,-0.53,-0.30,Matches,5313ed43
260,Marco Fossati,it ITA,MF,Hellas Verona,24,1992,17,1101,65,32.2,12.2,11,,9,6,,19,0.76,6,23,-17,-1.39,-0.19,Matches,39bec070
261,Gianluca Frabotta,it ITA,DFMF,Bologna,18,1999,0,,,,,0,,0,0,,2,,,,,,,Matches,d80b1835
262,Pio Francesco Russo,it ITA,MF,SPAL,18,1999,0,,,,,0,,0,0,,2,,,,,,,Matches,5e913bf9
263,Davide Frattesi,it ITA,MF,Sassuolo,17,1999,0,,,,,0,,0,0,,18,,,,,,,Matches,2a7d27c1
264,Remo Freuler,ch SUI,MF,Atalanta,25,1992,35,3006,86,87.9,33.4,33,,31,2,,2,1.63,53,33,+20,+0.60,+1.03,Matches,98d2c2c4
265,Matteo Gabbia,it ITA,DF,Milan,17,1999,0,,,,,0,,0,0,,7,,,,,,,Matches,c235e803
266,Gabriel,br BRA,GK,Milan,24,1992,0,,,,,0,,0,0,,4,,,,,,,Matches,f93ed0df
267,Luca Gagliano,it ITA,FW,Cagliari,17,2000,0,,,,,0,,0,0,,2,,,,,,,Matches,1d00a56c
268,Roberto Gagliardini,it ITA,MF,Inter,23,1994,30,1988,66,58.1,22.1,23,,18,7,,4,1.87,28,17,+11,+0.50,-1.07,Matches,ce30bfc8
269,Andrey Galabinov,bg BUL,FW,Genoa,28,1988,20,1129,56,33.0,12.5,12,,4,8,,13,1.20,12,12,0,0.00,+0.39,Matches,0a1efd3c
270,Alessandro Gamberini,it ITA,DF,Chievo,35,1981,23,1815,79,53.1,20.2,20,,15,3,,8,0.96,18,32,-14,-0.69,-0.19,Matches,8ec95452
271,Luca Garritano,it ITA,FWMF,Chievo,23,1994,11,189,17,5.5,2.1,0,,0,11,,11,0.82,2,5,-3,-1.43,-0.87,Matches,1ceeae3e
272,Bruno Gaspar,ao ANG,DF,Fiorentina,24,1993,15,781,52,22.8,8.7,6,,5,9,,21,1.53,15,14,+1,+0.12,-0.12,Matches,55ae91f0
273,Daniele Gasparetto,it ITA,DF,SPAL,29,1988,0,,,,,0,,0,0,,1,,,,,,,Matches,6b3334d5
274,Manuel Gasparini,it ITA,GK,Udinese,15,2002,0,,,,,0,,0,0,,2,,,,,,,Matches,7033ca08
275,Daniele Gastaldello,it ITA,DF,Bologna,34,1983,0,,,,,0,,0,0,,1,,,,,,,Matches,13f89eaa
276,Gianluca Gaudino,de GER,MF,Chievo,20,1996,2,18,9,0.5,0.2,0,,0,2,,18,1.50,0,1,-1,-5.00,-4.42,Matches,0d72fbca
277,Marcello Gazzola,it ITA,DFMF,Sassuolo,32,1985,9,739,82,21.6,8.2,9,,6,0,,11,0.78,4,12,-8,-0.97,-0.24,Matches,93390969
278,Santiago Gentiletti,ar ARG,DF,Genoa,32,1985,4,291,73,8.5,3.2,3,,3,1,,17,0.25,3,6,-3,-0.93,-0.73,Matches,4ac07e1b
279,Gerson,br BRA,MFFW,Roma,20,1997,24,909,38,26.6,10.1,8,,2,16,,14,2.42,20,8,+12,+1.19,+0.44,Matches,8827bf46
280,Faouzi Ghoulam,dz ALG,DF,Napoli,26,1991,11,985,90,28.8,10.9,11,,10,0,,3,2.82,32,8,+24,+2.19,+1.31,Matches,c5adc293
281,Emanuele Giaccherini,it ITA,FWMF,Napoli,32,1985,4,64,16,1.9,0.7,0,,0,4,,18,3.00,2,1,+1,+1.41,+0.15,Matches,1c50f354
282,Emanuele Giaccherini,it ITA,MFFW,Chievo,32,1985,13,903,69,26.4,10.0,11,,4,2,,1,1.31,12,10,+2,+0.20,+1.09,Matches,1c50f354
283,Niccolò Giannetti,it ITA,FWMF,Cagliari,26,1991,8,293,37,8.6,3.3,3,,2,5,,27,0.50,1,8,-7,-2.15,-1.55,Matches,d9e750e5
284,Pasquale Giannotti,it ITA,MF,Crotone,18,1999,0,,,,,0,,0,0,,3,,,,,,,Matches,19717ecf
285,Massimo Gobbi,it ITA,DF,Chievo,36,1980,24,2048,85,59.9,22.8,23,,21,1,,8,1.21,24,35,-11,-0.48,+0.30,Matches,635b0bae
286,Edoardo Goldaniga,it ITA,DF,Sassuolo,23,1993,13,1153,89,33.7,12.8,13,,10,0,,8,1.31,10,14,-4,-0.31,+0.72,Matches,4b029b31
287,Pierluigi Gollini,it ITA,GK,Atalanta,22,1995,7,622,89,18.2,6.9,7,,6,0,,31,1.57,11,4,+7,+1.01,+0.66,Matches,f0f7f62f
288,Gustavo Gómez,py PAR,DF,Milan,24,1993,0,,,,,0,,0,0,,24,,,,,,,Matches,d5ce52a5
289,Papu Gómez,ar ARG,FWMF,Atalanta,29,1988,33,2750,83,80.4,30.6,31,,23,2,,1,1.52,48,33,+15,+0.49,+0.09,Matches,6e4df551
290,Alfred Gomis,sn SEN,GK,SPAL,23,1993,26,2261,87,66.1,25.1,25,,24,1,,12,0.96,31,43,-12,-0.48,+0.14,Matches,cecbce23
291,Maxime Gonalons,fr FRA,MF,Roma,28,1989,16,1096,69,32.0,12.2,12,,11,4,,15,2.25,23,9,+14,+1.15,+0.41,Matches,b8c1de25
292,Alejandro González,uy URU,DF,Hellas Verona,29,1988,0,,,,,0,,0,0,,1,,,,,,,Matches,0b40b3a9
293,Giancarlo González,cr CRC,DF,Bologna,29,1988,22,1857,84,54.3,20.6,22,,19,0,,8,1.09,22,30,-8,-0.39,-0.16,Matches,117beb8f
294,Gabriele Gori,it ITA,FW,Fiorentina,18,1999,0,,,,,0,,0,0,,2,,,,,,,Matches,6b229b51
295,Robin Gosens,de GER,MF,Atalanta,23,1994,21,1451,69,42.4,16.1,17,,12,4,,17,1.71,25,14,+11,+0.68,+0.36,Matches,2d970560
296,Alberto Grassi,it ITA,MF,SPAL,22,1995,28,2253,80,65.9,25.0,26,,17,2,,3,1.04,30,35,-5,-0.20,+0.96,Matches,6cc97b6a
297,Andrew Gravillon,gp GLP,DF,Benevento,19,1998,2,82,41,2.4,0.9,1,,0,1,,16,1.50,0,2,-2,-2.20,-0.87,Matches,49136c42
298,Alessandro Guarnone,it ITA,GK,Milan,18,1999,0,,,,,0,,0,0,,5,,,,,,,Matches,cc52fdde
299,Guido Guerrieri,it ITA,GK,Lazio,21,1996,0,,,,,0,,0,0,,38,,,,,,,Matches,77e401c7
300,Guilherme,br BRA,MFFW,Benevento,26,1991,12,944,79,27.6,10.5,11,,10,1,,0,0.33,9,29,-20,-1.91,-0.78,Matches,9e61c019
301,Samuel Gustafson,se SWE,MF,Torino,22,1995,4,77,19,2.3,0.9,0,,0,4,,15,0.75,0,3,-3,-3.51,-3.80,Matches,b1e61f23
302,Bright Gyamfi,gh GHA,MFDF,Benevento,21,1996,9,326,36,9.5,3.6,2,,2,7,,28,0.89,4,8,-4,-1.10,+0.26,Matches,251d982a
303,Nicolas Haas,ch SUI,MF,Atalanta,21,1996,9,171,19,5.0,1.9,1,,0,8,,28,1.00,2,2,0,0.00,-0.50,Matches,fa449bba
304,Ianis Hagi,ro ROU,FWMF,Fiorentina,18,1998,0,,,,,0,,0,0,,9,,,,,,,Matches,0127419a
305,Emil Hallfreðsson,is ISL,MF,Udinese,33,1984,19,764,40,22.3,8.5,8,,3,11,,12,1.53,8,16,-8,-0.94,-0.71,Matches,86015b20
306,Marek Hamšík,sk SVK,MF,Napoli,30,1987,38,2371,62,69.3,26.3,32,,7,6,,0,2.39,52,19,+33,+1.25,-0.03,Matches,e6ad16b2
307,Samir Handanović,si SVN,GK,Inter,33,1984,38,3420,90,100.0,38.0,38,,38,0,,0,1.89,66,30,+36,+0.95,,Matches,74419746
308,Hans Hateboer,nl NED,MF,Atalanta,23,1994,33,2398,73,70.1,26.6,26,,21,7,,4,1.52,38,28,+10,+0.38,-0.33,Matches,3b333ac3
309,Filip Helander,se SWE,DF,Bologna,24,1993,29,2499,86,73.1,27.8,27,,26,2,,5,1.03,28,40,-12,-0.43,-0.43,Matches,27f0ddef
310,Dalbert Henrique,br BRA,DF,Inter,23,1993,13,531,41,15.5,5.9,5,,2,8,,25,2.00,12,2,+10,+1.69,+0.88,Matches,f45f9427
311,Përparim Hetemaj,fi FIN,MF,Chievo,30,1986,32,2415,75,70.6,26.8,27,,20,5,,2,1.19,29,39,-10,-0.37,+0.79,Matches,90b70194
312,Thomas Heurtaux,fr FRA,DF,Hellas Verona,29,1988,17,1392,82,40.7,15.5,16,,12,1,,14,0.47,14,37,-23,-1.49,-0.38,Matches,32d1c24f
313,Gonzalo Higuaín,ar ARG,FW,Juventus,29,1987,35,2815,80,82.3,31.3,32,,27,3,,2,2.46,71,22,+49,+1.57,-0.37,Matches,8a08491a
314,Oscar Hiljemark,se SWE,MF,Genoa,25,1992,15,1279,85,37.4,14.2,15,,12,0,,0,1.33,14,17,-3,-0.21,+0.08,Matches,98e958af
315,Wesley Hoedt,nl NED,DF,Lazio,23,1994,0,,,,,0,,0,0,,1,,,,,,,Matches,875898c7
316,Benedikt Höwedes,de GER,DF,Juventus,29,1988,3,247,82,7.2,2.7,3,,2,0,,14,2.00,5,1,+4,+1.46,-0.19,Matches,d5c04323
317,Petko Hristov,bg BUL,DF,Fiorentina,18,1999,0,,,,,0,,0,0,,9,,,,,,,Matches,d8800a46
318,Vitor Hugo,br BRA,DF,Fiorentina,26,1991,19,1208,64,35.3,13.4,13,,12,6,,15,1.89,17,14,+3,+0.22,+0.02,Matches,f2c1300a
319,Gergely Hutvágner,hu HUN,GK,Sampdoria,17,2000,0,,,,,0,,0,0,,3,,,,,,,Matches,0ddac7e3
320,Elseid Hysaj,al ALB,DF,Napoli,23,1994,35,3125,89,91.4,34.7,35,,33,0,,2,2.34,66,25,+41,+1.18,-0.95,Matches,2f3452eb
321,Mauro Icardi,ar ARG,FW,Inter,24,1993,34,2958,87,86.5,32.9,34,,22,0,,1,1.91,60,24,+36,+1.10,+1.10,Matches,43b78598
322,Salvador Ichazo,uy URU,GK,Torino,25,1992,0,,,,,0,,0,0,,36,,,,,,,Matches,514f0896
323,Pietro Iemmello,it ITA,FW,Sassuolo,25,1992,0,,,,,0,,0,0,,1,,,,,,,Matches,0861b8d6
324,Pietro Iemmello,it ITA,FW,Benevento,25,1992,16,880,55,25.7,9.8,12,,3,4,,6,0.69,9,17,-8,-0.82,+0.71,Matches,0861b8d6
325,Josip Iličić,si SVN,MFFW,Atalanta,29,1988,31,2002,65,58.5,22.2,21,,9,10,,0,1.55,38,26,+12,+0.54,+0.16,Matches,68252d6d
326,Ciro Immobile,it ITA,FW,Lazio,27,1990,33,2683,81,78.5,29.8,33,,21,0,,0,2.00,72,35,+37,+1.24,+0.87,Matches,4431aed2
327,Svante Ingelsson,se SWE,MF,Udinese,19,1998,7,325,46,9.5,3.6,3,,2,4,,29,0.86,4,9,-5,-1.38,-1.09,Matches,4133cfcf
328,Roberto Inglese,it ITA,FW,Chievo,25,1991,34,2782,82,81.3,30.9,33,,21,1,,1,1.15,32,40,-8,-0.26,+1.86,Matches,6c1f7328
329,Lorenzo Insigne,it ITA,FW,Napoli,26,1991,37,3090,84,90.4,34.3,36,,24,1,,0,2.43,72,27,+45,+1.31,+0.49,Matches,2f557579
330,Artur Ioniță,md MDA,MF,Cagliari,26,1990,36,2669,74,78.0,29.7,31,,18,5,,2,1.08,20,47,-27,-0.91,-0.79,Matches,cedb3e36
331,Dávid Ivan,sk SVK,MF,Sampdoria,22,1995,0,,,,,0,,0,0,,1,,,,,,,Matches,b2e3ce45
332,Armando Izzo,it ITA,DF,Genoa,25,1992,16,1387,87,40.6,15.4,16,,15,0,,0,1.00,10,15,-5,-0.32,-0.10,Matches,89976232
333,Nabil Jaadi,ma MAR,FWMF,Udinese,21,1996,0,,,,,0,,0,0,,1,,,,,,,Matches,95fb4934
334,Jakub Jankto,cz CZE,MFFW,Udinese,21,1996,36,2654,74,77.6,29.5,28,,19,8,,0,1.00,41,47,-6,-0.20,+0.85,Matches,1ea5f91c
335,Paweł Jaroszyński,pl POL,DFMF,Chievo,22,1994,11,809,74,23.7,9.0,9,,6,2,,20,0.27,5,15,-10,-1.11,-0.66,Matches,958a601f
336,Juan Jesus,br BRA,DF,Roma,26,1991,22,1658,75,48.5,18.4,18,,17,4,,15,1.91,23,12,+11,+0.60,-0.53,Matches,79083382
337,Bruno Jordão,pt POR,MF,Lazio,18,1998,0,,,,,0,,0,0,,18,,,,,,,Matches,41ff002d
338,Jorginho,it ITA,MF,Napoli,25,1991,33,2650,80,77.5,29.4,33,,18,0,,4,2.30,56,17,+39,+1.32,+0.27,Matches,45db685d
339,Stevan Jovetić,me MNE,FWMF,Inter,27,1989,0,,,,,0,,0,0,,2,,,,,,,Matches,f36c432f
340,Mariano Julio Izco,ar ARG,MF,Crotone,34,1983,5,178,36,5.2,2.0,2,,1,3,,21,0.80,1,8,-7,-3.54,-3.01,Matches,0d2bdb4b
341,Nikola Kalinić,hr CRO,FW,Milan,29,1988,31,1812,58,53.0,20.1,20,,7,11,,1,1.55,26,26,0,0.00,-0.78,Matches,d4931a5a
