--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,Playing Time,,,,,Starts,,,Subs,,,Team Success,,,,,,,-additional
172,Gianluca Gaetano,it ITA,MF,Atalanta,26-112,2000,1,90,90,100.0,1.0,1,90,1,0,,0,3.00,2,1,+1,+1.00,,Matches,3b387cc7
173,Nicolas Galazzi,it ITA,MF,Monza,25-250,2000,1,21,21,23.3,0.2,0,,0,1,21,0,0.00,0,0,0,0.00,+3.91,Matches,a796492f
174,Antonino Gallo,it ITA,DF,Lecce,26-232,2000,1,45,45,50.0,0.5,1,45,0,0,,0,3.00,1,0,+1,+2.00,0.00,Matches,c74d63ac
175,Omri Gandelman,il ISR,MF,Lecce,26-101,2000,1,1,1,1.1,0.0,0,,0,1,1,0,3.00,0,0,0,0.00,-2.02,Matches,e4b121b3
176,Christian Garofalo,it ITA,DF,Napoli,19-233,2007,0,,,,,0,,0,0,,1,,,,,,,Matches,de833506
177,David de Gea,es ESP,GK,Fiorentina,35-291,1990,1,90,90,100.0,1.0,1,90,1,0,,0,0.00,0,4,-4,-4.00,,Matches,7ba6d84e
178,Willem Geubbels,fr FRA,FW,Lecce,25-009,2001,1,73,73,81.1,0.8,1,73,0,0,,0,3.00,1,0,+1,+1.23,-4.06,Matches,9836e892
179,Daniele Ghilardi,it ITA,DF,Roma,23-231,2003,0,,,,,0,,0,0,,1,,,,,,,Matches,9cedad4b
180,Andrea Ghion,it ITA,MF,Sassuolo,26-183,2000,0,,,,,0,,0,0,,1,,,,,,,Matches,7f24b3eb
181,Mario Gila,es ESP,DF,Milan,25-361,2000,1,75,75,83.3,0.8,1,75,0,0,,0,3.00,2,0,+2,+2.40,+8.40,Matches,9c435456
182,Billy Gilmour,sct SCO,MF,Napoli,25-075,2001,0,,,,,0,,0,0,,1,,,,,,,Matches,df10e27c
183,Gvidas Gineitis,lt LTU,MF,Torino,22-132,2004,1,90,90,100.0,1.0,1,90,1,0,,0,0.00,1,2,-1,-1.00,,Matches,548bd0de
184,Giovane,br BRA,FW,Napoli,22-274,2003,0,,,,,0,,0,0,,1,,,,,,,Matches,1b567cdc
185,Saba Goglichidze,ge GEO,DF,Udinese,22-061,2004,0,,,,,0,,0,0,,1,,,,,,,Matches,011d370e
186,Edoardo Goldaniga,it ITA,DF,Como,32-296,1993,0,,,,,0,,0,0,,1,,,,,,,Matches,4b029b31
187,Pierluigi Gollini,it ITA,GK,Roma,31-160,1995,0,,,,,0,,0,0,,1,,,,,,,Matches,f0f7f62f
188,Ale Gomes,es ESP,DF,Venezia,18-236,2008,0,,,,,0,,0,0,,1,,,,,,,Matches,cf7fcbcf
189,Unai Gómez,es ESP,MF,Udinese,23-092,2003,1,6,6,6.7,0.1,0,,0,1,6,0,1.00,0,0,0,0.00,0.00,Matches,37db6cae
190,Nicolás González,ar ARG,FWMF,Juventus,28-141,1998,0,,,,,0,,0,0,,1,,,,,,,Matches,2374aaca
191,Olaf Gorter,nl NED,MF,Lecce,21-206,2005,1,60,60,66.7,0.7,1,60,0,0,,0,3.00,1,0,+1,+1.50,-1.50,Matches,7b2e8e08
192,Florian Grillitsch,at AUT,DFMF,Frosinone,31-018,1995,0,,,,,0,,0,0,,1,,,,,,,Matches,ffbbc83b
193,Idrissa Guèye,sn SEN,FW,Udinese,19-343,2006,1,71,71,78.9,0.8,1,71,0,0,,0,1.00,1,1,0,0.00,0.00,Matches,bfecfbde
194,Albert Guðmundsson,is ISL,FWMF,Fiorentina,29-071,1997,0,,,,,0,,0,0,,1,,,,,,,Matches,b79858d5
195,Antoine Hainaut,fr FRA,MF,Venezia,24-188,2002,1,84,84,93.3,0.9,1,84,0,0,,0,0.00,0,2,-2,-2.14,-2.14,Matches,6503f220
196,Redouane Halhal,ma MAR,DF,Venezia,23-173,2003,0,,,,,0,,0,0,,1,,,,,,,Matches,e17c2cec
197,Ukko Happonen,fi FIN,GK,Bologna,19-165,2007,0,,,,,0,,0,0,,1,,,,,,,Matches,d9f7c1e3
198,Ridgeciano Haps,sr SUR,DFMF,Venezia,33-074,1993,1,27,27,30.0,0.3,0,,0,1,27,0,0.00,0,1,-1,-3.33,-1.90,Matches,c8d7131c
199,Luis Hasa,al ALB,MF,Frosinone,22-231,2004,1,24,24,26.7,0.3,0,,0,1,24,0,0.00,0,0,0,0.00,+1.36,Matches,ab4f1aa9
200,Torbjørn Heggem,no NOR,DF,Bologna,27-225,1999,1,90,90,100.0,1.0,1,90,1,0,,0,0.00,0,1,-1,-1.00,,Matches,834fea76
201,Eivind Helland,no NOR,DF,Bologna,21-122,2005,1,90,90,100.0,1.0,1,90,1,0,,0,0.00,0,1,-1,-1.00,,Matches,c6218f7a
202,Luis Henrique,br BRA,MF,Inter,24-254,2001,1,16,16,17.8,0.2,0,,0,1,16,0,3.00,0,0,0,0.00,-3.65,Matches,f36d5624
203,Mario Hermoso,es ESP,DF,Roma,31-068,1995,1,67,67,74.4,0.7,1,67,0,0,,0,3.00,3,0,+3,+4.03,+0.12,Matches,555f3a0b
204,Emil Holm,se SWE,DFMF,Bologna,26-104,2000,1,22,22,24.4,0.2,0,,0,1,22,0,0.00,0,0,0,0.00,+1.32,Matches,c2357b65
205,Rasmus Højlund,dk DEN,FW,Napoli,23-202,2003,1,77,77,85.6,0.9,1,77,0,0,,0,3.00,0,0,0,0.00,-13.85,Matches,491a433d
206,Edoardo Iannoni,it ITA,MF,Sassuolo,25-136,2001,0,,,,,0,,0,0,,1,,,,,,,Matches,59f33d97
207,Jamal Iddrissou,it ITA,FW,Inter,18-337,2007,0,,,,,0,,0,0,,1,,,,,,,Matches,e80f7d5a
208,Jay Idzes,id IDN,DFMF,Sassuolo,26-084,2000,0,,,,,0,,0,0,,1,,,,,,,Matches,a54ef587
209,Emirhan İlkhan,tr TUR,MF,Torino,22-085,2004,0,,,,,0,,0,0,,1,,,,,,,Matches,a47c6309
210,Christ Inao Oulaï,ci CIV,MF,Fiorentina,20-141,2006,1,29,29,32.2,0.3,0,,0,1,29,0,0.00,0,1,-1,-3.10,+1.32,Matches,62709ee4
211,Gustav Isaksen,dk DEN,FWMF,Lazio,25-128,2001,1,45,45,50.0,0.5,0,,0,1,45,0,3.00,1,0,+1,+2.00,+2.00,Matches,5715bb71
212,Ardian Ismajli,al ALB,DF,Torino,29-329,1996,1,90,90,100.0,1.0,1,90,1,0,,0,0.00,1,2,-1,-1.00,,Matches,6b635f5c
213,Ardon Jashari,ch SUI,MF,Milan,24-026,2002,1,55,55,61.1,0.6,1,55,0,0,,0,3.00,0,0,0,0.00,-2.57,Matches,889588db
214,Oliver Jensen,dk DEN,MF,Parma,24-168,2002,0,,,,,0,,0,0,,1,,,,,,,Matches,53e442e2
215,Álex Jiménez,es ESP,DF,Fiorentina,21-109,2005,1,29,29,32.2,0.3,0,,0,1,29,0,0.00,0,1,-1,-3.10,+1.32,Matches,faa13947
216,Þórir Jóhann Helgason,is ISL,MF,Venezia,25-331,2000,0,,,,,0,,0,0,,1,,,,,,,Matches,dc765618
217,Pierre Kalulu,fr FRA,DF,Juventus,26-081,2000,1,90,90,100.0,1.0,1,90,1,0,,0,3.00,1,0,+1,+1.00,,Matches,85f7d1be
218,Hassane Kamara,ci CIV,MF,Udinese,32-173,1994,1,90,90,100.0,1.0,1,90,1,0,,0,1.00,1,1,0,0.00,,Matches,19a12bed
219,Jesper Karlström,se SWE,MF,Udinese,31-065,1995,1,90,90,100.0,1.0,1,90,1,0,,0,1.00,1,1,0,0.00,,Matches,e0a1f4eb
220,Moise Kean,it ITA,FW,Fiorentina,26-178,2000,1,28,28,31.1,0.3,0,,0,1,28,0,0.00,0,1,-1,-3.21,+1.14,Matches,3d50bcdb
221,Mandela Keita,be BEL,FW,Parma,24-107,2002,1,74,74,82.2,0.8,1,74,0,0,,0,0.00,0,0,0,0.00,+5.63,Matches,f5692b25
222,Lloyd Kelly,eng ENG,DF,Juventus,27-323,1998,1,90,90,100.0,1.0,1,90,1,0,,0,3.00,1,0,+1,+1.00,,Matches,f31def1e
223,Marc-Oliver Kempf,de GER,DF,Como,31-209,1995,0,,,,,0,,0,0,,1,,,,,,,Matches,815c314f
224,Kialonda,ao ANG,DF,Lecce,28-332,1997,1,90,90,100.0,1.0,1,90,1,0,,0,3.00,2,0,+2,+2.00,,Matches,34e4dc3b
225,Raphael Kofler,it ITA,DF,Cagliari,21-121,2005,0,,,,,0,,0,0,,1,,,,,,,Matches,ad15e856
226,Sead Kolašinac,ba BIH,DFMF,Atalanta,33-066,1993,1,20,20,22.2,0.2,0,,0,1,20,0,3.00,0,0,0,0.00,-1.29,Matches,3935e52e
227,Randal Kolo Muani,fr FRA,FW,Juventus,27-263,1998,1,90,90,100.0,1.0,1,90,1,0,,0,3.00,1,0,+1,+1.00,,Matches,c0b3669f
228,Abdou-Salam Konaté,sn SEN,MF,Parma,19-273,2006,1,83,83,92.2,0.9,1,83,0,0,,0,0.00,0,1,-1,-1.08,-1.08,Matches,28f5c165
229,Manu Koné,fr FRA,MF,Roma,25-100,2001,1,78,78,86.7,0.9,1,78,0,0,,0,3.00,3,0,+3,+3.46,-4.04,Matches,86574238
230,Teun Koopmeiners,nl NED,DFMF,Juventus,28-178,1998,1,12,12,13.3,0.1,0,,0,1,12,0,3.00,0,0,0,0.00,-1.15,Matches,a26fb8aa
231,Eman Košpo,ba BIH,DF,Fiorentina,19-100,2007,0,,,,,0,,0,0,,1,,,,,,,Matches,88cd1866
232,Odilon Kossounou,ci CIV,DF,Atalanta,25-233,2001,1,90,90,100.0,1.0,1,90,1,0,,0,3.00,2,1,+1,+1.00,,Matches,1f3afdcb
233,Eddy Kouadio,ci CIV,DF,Monza,20-087,2006,1,90,90,100.0,1.0,1,90,1,0,,0,0.00,1,4,-3,-3.00,,Matches,7067db90
234,Rachid Kouda,it ITA,MF,Parma,24-031,2002,1,16,16,17.8,0.2,0,,0,1,16,0,0.00,0,1,-1,-5.63,-5.63,Matches,8a9ff091
235,Konstantinos Koulierakis,gr GRE,DF,Roma,22-270,2003,1,23,23,25.6,0.3,0,,0,1,23,0,3.00,1,0,+1,+3.91,-0.12,Matches,cba21b0d
236,Ilias Koutsoupias,gr GRE,MF,Frosinone,25-107,2001,0,,,,,0,,0,0,,1,,,,,,,Matches,d19203f5
237,Nikola Krstović,me MNE,FW,Atalanta,26-142,2000,1,31,31,34.4,0.3,0,,0,1,31,0,3.00,1,0,+1,+2.90,+2.90,Matches,473803c9
238,Sandro Kulenović,hr CRO,FW,Torino,26-264,1999,1,6,6,6.7,0.1,0,,0,1,6,0,0.00,1,0,+1,+15.00,+17.14,Matches,981e1bee
239,Gabriel Kulla,al ALB,FW,Sassuolo,18-186,2008,1,3,3,3.3,0.0,0,,0,1,3,0,0.00,0,0,0,0.00,+1.03,Matches,48f99a2f
240,Giorgi Kvernadze,ge GEO,MF,Frosinone,23-199,2003,1,90,90,100.0,1.0,1,90,1,0,,0,0.00,0,1,-1,-1.00,,Matches,70006831
241,Adrian Lahdo,se SWE,MF,Como,18-242,2007,0,,,,,0,,0,0,,1,,,,,,,Matches,b0d2c09a
242,Noa Lang,nl NED,FWMF,Napoli,27-069,1999,1,25,25,27.8,0.3,0,,0,1,25,0,3.00,2,0,+2,+7.20,+7.20,Matches,8e034340
243,Lion Lauberbach,de GER,FWMF,Venezia,28-191,1998,0,,,,,0,,0,0,,1,,,,,,,Matches,be738efd
244,Armand Lauriente,fr FRA,FW,Sassuolo,27-264,1998,1,90,90,100.0,1.0,1,90,1,0,,0,0.00,1,2,-1,-1.00,,Matches,2d22cea7
245,Manuel Lazzari,it ITA,DFMF,Lazio,32-269,1993,0,,,,,0,,0,0,,1,,,,,,,Matches,02caf6e0
246,Fedde Leysen,be BEL,DF,Sassuolo,23-047,2003,1,17,17,18.9,0.2,0,,0,1,17,0,0.00,0,0,0,0.00,+1.23,Matches,19b3caf7
247,Luca Lezzerini,it ITA,GK,Fiorentina,31-154,1995,0,,,,,0,,0,0,,1,,,,,,,Matches,c9c32262
248,Mattia Liberali,it ITA,MF,Como,19-141,2007,1,20,20,22.2,0.2,0,,0,1,20,0,1.00,0,0,0,0.00,0.00,Matches,775f4a87
249,Marco Libra,ve VEN,MF,Bologna,18-157,2008,0,,,,,0,,0,0,,1,,,,,,,Matches,8464e63e
250,Luca Lipani,it ITA,MF,Sassuolo,21-099,2005,0,,,,,0,,0,0,,1,,,,,,,Matches,1dc5a029
251,Kornel Lisman,pl POL,FW,Venezia,20-186,2006,0,,,,,0,,0,0,,1,,,,,,,Matches,eefc89c1
252,Joseph Liteta,zm ZAM,FW,Cagliari,20-184,2006,0,,,,,0,,0,0,,1,,,,,,,Matches,319eb631
253,Stanislav Lobotka,sk SVK,MF,Napoli,31-273,1994,1,90,90,100.0,1.0,1,90,1,0,,0,3.00,2,0,+2,+2.00,,Matches,e1cbb531
254,Manuel Locatelli,it ITA,MF,Juventus,28-229,1998,1,90,90,100.0,1.0,1,90,1,0,,0,3.00,1,0,+1,+1.00,,Matches,a8a874f1
255,Ruben Loftus-Cheek,eng ENG,MF,Milan,30-214,1996,1,55,55,61.1,0.6,1,55,0,0,,0,3.00,0,0,0,0.00,-2.57,Matches,e97fd090
256,Simone Lontani,it ITA,FW,Parma,18-218,2008,1,74,74,82.2,0.8,1,74,0,0,,0,0.00,0,0,0,0.00,+5.63,Matches,a345bf69
257,Solomon Loubao,fr FRA,FW,Monza,20-265,2005,0,,,,,0,,0,0,,1,,,,,,,Matches,eef3dac5
258,Sandi Lovrić,si SVN,MF,Udinese,28-150,1998,0,,,,,0,,0,0,,1,,,,,,,Matches,966eea58
259,Lorenzo Lucca,it ITA,FW,Napoli,25-349,2000,1,13,13,14.4,0.1,0,,0,1,13,0,3.00,2,0,+2,+13.85,+13.85,Matches,83c06f3a
260,Lorenzo Lucchesi,it ITA,DF,Monza,23-108,2003,1,87,87,96.7,1.0,1,87,0,0,,0,0.00,1,4,-3,-3.10,-3.10,Matches,bf5948ea
261,Jhon Lucumí,co COL,DF,Juventus,28-060,1998,0,,,,,0,,0,0,,1,,,,,,,Matches,80490d7f
262,Douglas Luiz,br BRA,MF,Juventus,28-108,1998,1,78,78,86.7,0.9,1,78,0,0,,0,3.00,1,0,+1,+1.15,+1.15,Matches,6f7d826d
263,Emanuele Lulli,it ITA,MF,Roma,19-008,2007,1,90,90,100.0,1.0,1,90,1,0,,0,3.00,4,0,+4,+4.00,,Matches,ca42830f
264,Andrea Luongo,it ITA,MF,Torino,18-190,2008,0,,,,,0,,0,0,,1,,,,,,,Matches,58334437
265,Hjalte Lærke,dk DEN,MF,Lecce,19-124,2007,0,,,,,0,,0,0,,1,,,,,,,Matches,66c7442e
266,Tommaso Macchioni,it ITA,DF,Sassuolo,20-143,2006,1,73,73,81.1,0.8,1,73,0,0,,0,0.00,1,2,-1,-1.23,-1.23,Matches,78c5642e
267,Mike Maignan,fr FRA,GK,Milan,31-053,1995,1,90,90,100.0,1.0,1,90,1,0,,0,3.00,2,1,+1,+1.00,,Matches,fcb38f57
268,Daniel Maldini,it ITA,MF,Cagliari,24-318,2001,1,86,86,95.6,1.0,1,86,0,0,,0,3.00,1,0,+1,+1.05,+1.05,Matches,801831fe
269,Youssef Maleh,ma MAR,MF,Lecce,28-003,1998,1,30,30,33.3,0.3,0,,0,1,30,0,3.00,1,0,+1,+3.00,+1.50,Matches,4c8845f7
270,Donyell Malen,nl NED,FW,Roma,27-228,1999,1,67,67,74.4,0.7,1,67,0,0,,0,3.00,3,0,+3,+4.03,+0.12,Matches,116c35df
271,Gianluca Mancini,it ITA,DF,Roma,30-130,1996,1,90,90,100.0,1.0,1,90,1,0,,0,3.00,4,0,+4,+4.00,,Matches,5aa53281
272,Christos Mandas,gr GRE,GK,Lazio,24-342,2001,1,90,90,100.0,1.0,1,90,1,0,,0,3.00,1,0,+1,+1.00,,Matches,f794e9ab
273,Rolando Mandragora,it ITA,MF,Fiorentina,29-057,1997,1,17,17,18.9,0.2,0,,0,1,17,0,0.00,0,1,-1,-5.29,-1.60,Matches,c7259b83
274,Ricardo Mangas,pt POR,FW,Monza,28-159,1998,1,90,90,100.0,1.0,1,90,1,0,,0,0.00,1,4,-3,-3.00,,Matches,eef2d8ce
275,Alessandro Marcandalli,it ITA,DF,Genoa,23-304,2002,1,90,90,100.0,1.0,1,90,1,0,,0,0.00,0,2,-2,-2.00,,Matches,d3225ad1
276,Rafa Marín,es ESP,DF,Napoli,24-098,2002,1,80,80,88.9,0.9,1,80,0,0,,0,3.00,0,0,0,0.00,-18.00,Matches,3239a8ed
277,João Mário Lopes,pt POR,DF,Fiorentina,26-234,2000,1,79,79,87.8,0.9,1,79,0,0,,0,0.00,0,3,-3,-3.42,+4.76,Matches,82a39b66
278,Aarón Martín,es ESP,DFMF,Genoa,29-125,1997,0,,,,,0,,0,0,,1,,,,,,,Matches,2f3e911a
279,Josep Martinez,es ESP,GK,Inter,28-090,1998,1,90,90,100.0,1.0,1,90,1,0,,0,3.00,4,1,+3,+3.00,,Matches,11d8aff0
280,Lautaro Martínez,ar ARG,FW,Inter,29-003,1997,1,53,53,58.9,0.6,1,53,0,0,,0,3.00,2,1,+1,+1.70,-3.17,Matches,f7036e1c
281,Thomás de Martis,ar ARG,FW,Parma,18-060,2008,0,,,,,0,,0,0,,1,,,,,,,Matches,02812c91
282,Adam Marušić,me MNE,DF,Lazio,33-312,1992,1,18,18,20.0,0.2,1,18,0,0,,0,3.00,0,0,0,0.00,-1.25,Matches,d4535821
283,Diego Mascardi,it ITA,GK,Torino,19-333,2006,1,90,90,100.0,1.0,1,90,1,0,,0,0.00,1,2,-1,-1.00,,Matches,acf47c4a
284,Patrizio Masini,it ITA,MF,Frosinone,25-210,2001,1,32,32,35.6,0.4,0,,0,1,32,0,0.00,0,0,0,0.00,+1.55,Matches,151354b8
285,Franco Mastantuono,ar ARG,MF,Fiorentina,19-011,2007,1,62,62,68.9,0.7,1,62,0,0,,0,0.00,0,3,-3,-4.35,-1.14,Matches,633b2b1f
286,Nemanja Matić,rs SRB,MF,Sassuolo,38-024,1988,1,73,73,81.1,0.8,1,73,0,0,,0,0.00,1,2,-1,-1.23,-1.23,Matches,eb7822d7
287,Brando Mazzeo,it ITA,FW,Fiorentina,18-325,2007,0,,,,,0,,0,0,,1,,,,,,,Matches,20d1cd91
288,Alessandro Mazzocchi,it ITA,GK,Parma,18-139,2008,0,,,,,0,,0,0,,1,,,,,,,Matches,8cdf7c83
289,Weston McKennie,us USA,MF,Juventus,27-362,1998,1,90,90,100.0,1.0,1,90,1,0,,0,3.00,1,0,+1,+1.00,,Matches,01c3aff5
290,Scott McTominay,sct SCO,MF,Napoli,29-260,1996,1,90,90,100.0,1.0,1,90,1,0,,0,3.00,2,0,+2,+2.00,,Matches,d93c2511
291,Franz-Ethan Meichtry,ch SUI,MF,Genoa,21-048,2005,1,17,17,18.9,0.2,0,,0,1,17,0,0.00,0,2,-2,-10.59,-10.59,Matches,6e907945
292,Paul Mendy,sn SEN,FW,Cagliari,19-236,2007,1,65,65,72.2,0.7,1,65,0,0,,0,3.00,0,0,0,0.00,-3.60,Matches,2bf26d08
293,Alex Meret,it ITA,GK,Napoli,29-156,1997,1,90,90,100.0,1.0,1,90,1,0,,0,3.00,2,0,+2,+2.00,,Matches,9413b19f
294,Junior Messias,br BRA,FWMF,Genoa,35-104,1991,1,25,25,27.8,0.3,0,,0,1,25,0,0.00,0,2,-2,-7.20,-7.20,Matches,f49c4ae9
295,Arkadiusz Milik,pl POL,FW,Juventus,32-178,1994,0,,,,,0,,0,0,,1,,,,,,,Matches,85613cf0
296,Vanja Milinković-Savić,rs SRB,GK,Napoli,29-186,1997,0,,,,,0,,0,0,,1,,,,,,,Matches,9fa26bc2
297,Luis Milla,es ESP,MF,Como,31-322,1994,1,90,90,100.0,1.0,1,90,1,0,,0,1.00,1,1,0,0.00,,Matches,19c36442
298,Lennon Miller,sct SCO,MF,Udinese,20-000,2006,1,20,20,22.2,0.2,0,,0,1,20,0,1.00,0,0,0,0.00,0.00,Matches,38d7f638
299,Yerry Mina,co COL,DF,Cagliari,31-336,1994,0,,,,,0,,0,0,,1,,,,,,,Matches,6d5701f2
300,Juan Miranda,es ESP,DF,Bologna,26-218,2000,1,90,90,100.0,1.0,1,90,1,0,,0,0.00,0,1,-1,-1.00,,Matches,ead61f73
301,Fabio Miretti,it ITA,MF,Juventus,23-022,2003,0,,,,,0,,0,0,,1,,,,,,,Matches,34693494
302,Filippo Missori,it ITA,MF,Sassuolo,22-154,2004,0,,,,,0,,0,0,,1,,,,,,,Matches,2d3d7c0d
303,Mario Mitaj,al ALB,DFMF,Genoa,23-019,2003,0,,,,,0,,0,0,,1,,,,,,,Matches,0bf123b6
304,Branimir Mlacic,hr CRO,DF,Udinese,19-166,2007,0,,,,,0,,0,0,,1,,,,,,,Matches,170cadab
305,Luka Modrić,hr CRO,MF,Milan,40-350,1985,1,35,35,38.9,0.4,0,,0,1,35,0,3.00,2,1,+1,+2.57,+2.57,Matches,6025fab1
306,Nahuel Molina,ar ARG,DFMF,Roma,28-141,1998,0,,,,,0,,0,0,,1,,,,,,,Matches,23610943
307,Ilario Monterisi,it ITA,DF,Frosinone,24-249,2001,1,66,66,73.3,0.7,1,66,0,0,,0,0.00,0,1,-1,-1.36,-1.36,Matches,31b252fc
308,Lorenzo Montipò,it ITA,GK,Venezia,30-186,1996,0,,,,,0,,0,0,,1,,,,,,,Matches,c1d95617
309,Rodrigo Mora,pt POR,MF,Roma,19-112,2007,1,53,53,58.9,0.6,1,53,0,0,,0,3.00,2,0,+2,+3.40,-1.47,Matches,fc94b80c
310,Álvaro Morata,es ESP,FW,Como,33-306,1992,0,,,,,0,,0,0,,1,,,,,,,Matches,129af0db
311,Diego Moreira,be BEL,MF,Milan,22-019,2004,0,,,,,0,,0,0,,1,,,,,,,Matches,12de1b0d
312,Nikola Moro,hr CRO,MF,Bologna,28-166,1998,0,,,,,0,,0,0,,1,,,,,,,Matches,ff579c7e
313,Edoardo Motta,it ITA,GK,Lazio,21-224,2005,0,,,,,0,,0,0,,1,,,,,,,Matches,35dfd6b5
314,Mathis Mout,it ITA,MF,Monza,19-019,2007,1,69,69,76.7,0.8,1,69,0,0,,0,0.00,1,4,-3,-3.91,-3.91,Matches,72760a59
315,Arijanet Muric,xk KVX,GK,Sassuolo,27-291,1998,1,90,90,100.0,1.0,1,90,1,0,,0,0.00,1,2,-1,-1.00,,Matches,99aa1a84
316,Yunus Musah,us USA,MF,Milan,23-269,2002,1,90,90,100.0,1.0,1,90,1,0,,0,3.00,2,1,+1,+1.00,,Matches,b51b1b9c
317,Kingstone Mutandwa,zm ZAM,FW,Cagliari,23-232,2003,1,4,4,4.4,0.0,0,,0,1,4,0,3.00,0,0,0,0.00,-1.05,Matches,cbe32194
318,Obite N'Dicka,ci CIV,DF,Roma,27-005,1999,1,90,90,100.0,1.0,1,90,1,0,,0,3.00,4,0,+4,+4.00,,Matches,441197b8
319,Konan N'dri,ne NIG,FW,Lecce,25-302,2000,1,73,73,81.1,0.8,1,73,0,0,,0,3.00,1,0,+1,+1.23,-4.06,Matches,17329380
320,Corrie Ndaba,ie IRL,DFMF,Lecce,26-243,1999,1,45,45,50.0,0.5,0,,0,1,45,0,3.00,1,0,+1,+2.00,0.00,Matches,4db55657
321,Michel Ndary Adopo,fr FRA,MF,Cagliari,26-037,2000,1,90,90,100.0,1.0,1,90,1,0,,0,3.00,1,0,+1,+1.00,,Matches,599d91d0
322,Abdoulaye Ndiaye,sn SEN,DF,Parma,24-137,2002,1,90,90,100.0,1.0,1,90,1,0,,0,0.00,0,1,-1,-1.00,,Matches,b8cd2ae4
323,Cher Ndour,it ITA,MF,Fiorentina,22-029,2004,1,90,90,100.0,1.0,1,90,1,0,,0,0.00,0,4,-4,-4.00,,Matches,3b88609d
324,David Neres,br BRA,FWMF,Napoli,29-175,1997,0,,,,,0,,0,0,,1,,,,,,,Matches,4f1e6a0b
325,Oumar Ngom,mr MTN,MF,Lecce,22-169,2004,1,90,90,100.0,1.0,1,90,1,0,,0,3.00,2,0,+2,+2.00,,Matches,2fd5aca2
326,Oliver Nielsen,dk DEN,DF,Lazio,23-082,2003,1,90,90,100.0,1.0,1,90,1,0,,0,3.00,1,0,+1,+1.00,,Matches,e97adead
327,Alieu Njie,se SWE,FW,Torino,21-103,2005,1,21,21,23.3,0.2,0,,0,1,21,0,0.00,1,0,+1,+4.29,+6.89,Matches,15918c9c
328,Brooke Norton-Cuffy,eng ENG,MF,Genoa,22-225,2004,1,90,90,100.0,1.0,1,90,1,0,,0,0.00,0,2,-2,-2.00,,Matches,54f5b2bd
329,Tijjani Noslin,nl NED,FWMF,Lazio,27-049,1999,1,12,12,13.3,0.1,0,,0,1,12,0,3.00,0,0,0,0.00,-1.15,Matches,2f067cf2
330,Patrick Nuamah,it ITA,MF,Sassuolo,20-237,2005,0,,,,,0,,0,0,,1,,,,,,,Matches,e3bd94c4
331,Adam Obert,sk SVK,DF,Cagliari,24-002,2002,1,86,86,95.6,1.0,1,86,0,0,,0,3.00,1,0,+1,+1.05,+1.05,Matches,aa25ce92
332,Rafel Obrador,es ESP,DF,Sassuolo,22-182,2004,0,,,,,0,,0,0,,1,,,,,,,Matches,949c3655
333,Relja Obrić,si SVN,DF,Atalanta,20-136,2006,0,,,,,0,,0,0,,1,,,,,,,Matches,74c98735
334,Cas Odenthal,nl NED,DF,Sassuolo,25-333,2000,1,90,90,100.0,1.0,1,90,1,0,,0,0.00,1,2,-1,-1.00,,Matches,e14e10b1
335,Jens Odgaard,dk DEN,MF,Bologna,27-147,1999,1,90,90,100.0,1.0,1,90,1,0,,0,0.00,0,1,-1,-1.00,,Matches,75374ee7
336,Alvin Okoro,it ITA,FW,Venezia,21-152,2005,0,,,,,0,,0,0,,1,,,,,,,Matches,5045d42e
337,Maduka Okoye,ng NGA,GK,Udinese,26-362,1999,1,90,90,100.0,1.0,1,90,1,0,,0,1.00,1,1,0,0.00,,Matches,ab5c36dd
338,Mathías Olivera,uy URU,DFMF,Napoli,28-298,1997,1,10,10,11.1,0.1,0,,0,1,10,0,3.00,2,0,+2,+18.00,+18.00,Matches,41c12f75
339,Christian Ordoñez,ar ARG,MF,Parma,22-032,2004,1,90,90,100.0,1.0,1,90,1,0,,0,0.00,0,1,-1,-1.00,,Matches,0d94b6d9
340,Gaetano Oristanio,it ITA,FWMF,Torino,23-331,2002,0,,,,,0,,0,0,,1,,,,,,,Matches,5cfc74fc
341,Riccardo Orsolini,it ITA,MF,Bologna,29-213,1997,1,59,59,65.6,0.7,1,59,0,0,,0,0.00,0,1,-1,-1.53,-1.53,Matches,e14ec482
342,Sebastian Otoa,dk DEN,DF,Genoa,22-104,2004,1,25,25,27.8,0.3,0,,0,1,25,0,0.00,0,2,-2,-7.20,-7.20,Matches,a214da59
343,Anthony Oyono,ga GAB,DFMF,Frosinone,25-135,2001,1,24,24,26.7,0.3,0,,0,1,24,0,0.00,0,0,0,0.00,+1.36,Matches,68b7e72e
344,Daniele Padelli,it ITA,GK,Udinese,40-304,1985,0,,,,,0,,0,0,,1,,,,,,,Matches,cf1c23d8
345,Alberto Paleari,it ITA,GK,Torino,33-361,1992,0,,,,,0,,0,0,,1,,,,,,,Matches,94a3606c
346,Matteo Palma,de GER,DF,Udinese,18-165,2008,1,45,45,50.0,0.5,1,45,0,0,,0,1.00,1,0,+1,+2.00,+4.00,Matches,cb2e6751
347,Lorenzo Palmisani,it ITA,GK,Frosinone,22-074,2004,1,90,90,100.0,1.0,1,90,1,0,,0,0.00,0,1,-1,-1.00,,Matches,7059209e
348,Simone Panada,it ITA,MF,Venezia,24-084,2002,0,,,,,0,,0,0,,1,,,,,,,Matches,8dbb063f
